ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInHetExamenjaar_1;GeslaagdenInVanExamenjaar_2;GeslaagdenInVanGeslAfgewezenen_3
25;Woongemeente;Nederland totaal;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;1330.0;83.0;91.0
26;Woongemeente;Nederland totaal;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;4210.0;78.0;90.0
27;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;46010.0;90.0;94.0
28;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;36830.0;92.0;96.0
29;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;6290.0;81.0;88.0
30;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;2890.0;88.0;94.0
31;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;1390.0;72.0;80.0
32;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;1170.0;86.0;91.0
33;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;1540.0;83.0;88.0
34;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;430.0;88.0;93.0
35;Woongemeente;Nederland totaal;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;1770.0;80.0;91.0
36;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;40980.0;90.0;95.0
37;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Autochtonen;2003/'04;32560.0;92.0;96.0
38;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;5780.0;81.0;88.0
39;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;2640.0;88.0;94.0
40;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Turken;2003/'04;1250.0;73.0;80.0
41;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Marokkanen;2003/'04;1090.0;87.0;91.0
42;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Surinamers;2003/'04;1400.0;83.0;88.0
43;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;400.0;88.0;93.0
44;Woongemeente;Nederland totaal;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;1640.0;81.0;91.0
45;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;5030.0;88.0;94.0
46;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Autochtonen;2003/'04;4270.0;90.0;95.0
47;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;510.0;78.0;87.0
48;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;250.0;84.0;91.0
49;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Turken;2003/'04;140.0;67.0;79.0
50;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Marokkanen;2003/'04;80.0;85.0;88.0
51;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Surinamers;2003/'04;130.0;82.0;86.0
52;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;30.0;89.0;100.0
53;Woongemeente;Nederland totaal;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;130.0;80.0;92.0
54;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;53990.0;88.0;95.0
55;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;39970.0;90.0;96.0
56;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;10960.0;79.0;89.0
57;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;3070.0;85.0;94.0
58;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;2790.0;76.0;87.0
59;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;2540.0;81.0;90.0
60;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;2280.0;83.0;91.0
61;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;900.0;80.0;90.0
62;Woongemeente;Nederland totaal;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;2440.0;76.0;90.0
63;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;23610.0;91.0;96.0
64;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;18420.0;93.0;97.0
65;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;3880.0;82.0;90.0
66;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;1310.0;88.0;95.0
67;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;920.0;76.0;85.0
68;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;880.0;84.0;91.0
69;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;870.0;86.0;91.0
70;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;290.0;87.0;92.0
71;Woongemeente;Nederland totaal;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;920.0;80.0;90.0
72;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;30380.0;85.0;94.0
73;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;21540.0;88.0;96.0
74;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;7080.0;78.0;89.0
75;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;1760.0;83.0;94.0
76;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;1870.0;76.0;88.0
77;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;1660.0;80.0;89.0
78;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;1420.0;81.0;92.0
79;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;610.0;77.0;89.0
80;Woongemeente;Nederland totaal;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;1520.0;73.0;90.0
81;Woongemeente;Vier grote gemeenten;Vwo;Totaal herkomstgroeperingen;2003/'04;2680.0;84.0;89.0
82;Woongemeente;Vier grote gemeenten;Vwo;Autochtonen;2003/'04;1550.0;90.0;94.0
83;Woongemeente;Vier grote gemeenten;Vwo;Niet-westerse allochtonen;2003/'04;780.0;74.0;79.0
84;Woongemeente;Vier grote gemeenten;Vwo;Westerse allochtonen;2003/'04;350.0;80.0;90.0
85;Woongemeente;Vier grote gemeenten;Vwo;Turken;2003/'04;90.0;72.0;75.0
86;Woongemeente;Vier grote gemeenten;Vwo;Marokkanen;2003/'04;130.0;73.0;77.0
87;Woongemeente;Vier grote gemeenten;Vwo;Surinamers;2003/'04;260.0;74.0;76.0
88;Woongemeente;Vier grote gemeenten;Vwo;Antillianen en Arubanen;2003/'04;30.0;89.0;89.0
89;Woongemeente;Vier grote gemeenten;Vwo;Overig niet-westerse allochtonen;2003/'04;280.0;72.0;84.0
90;Woongemeente;Vier grote gemeenten;Havo;Totaal herkomstgroeperingen;2003/'04;3210.0;82.0;87.0
91;Woongemeente;Vier grote gemeenten;Havo;Autochtonen;2003/'04;1550.0;90.0;93.0
92;Woongemeente;Vier grote gemeenten;Havo;Niet-westerse allochtonen;2003/'04;1320.0;73.0;78.0
93;Woongemeente;Vier grote gemeenten;Havo;Westerse allochtonen;2003/'04;330.0;84.0;91.0
94;Woongemeente;Vier grote gemeenten;Havo;Turken;2003/'04;230.0;64.0;69.0
95;Woongemeente;Vier grote gemeenten;Havo;Marokkanen;2003/'04;290.0;76.0;79.0
96;Woongemeente;Vier grote gemeenten;Havo;Surinamers;2003/'04;430.0;76.0;79.0
97;Woongemeente;Vier grote gemeenten;Havo;Antillianen en Arubanen;2003/'04;60.0;75.0;79.0
98;Woongemeente;Vier grote gemeenten;Havo;Overig niet-westerse allochtonen;2003/'04;320.0;72.0;80.0
99;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;10920.0;81.0;90.0
100;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;3410.0;86.0;94.0
101;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;6900.0;79.0;87.0
102;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;600.0;82.0;91.0
103;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Turken;2003/'04;1540.0;72.0;82.0
104;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;1820.0;82.0;89.0
105;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;1990.0;82.0;89.0
106;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;400.0;79.0;88.0
107;Woongemeente;Vier grote gemeenten;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;1160.0;76.0;89.0
108;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;4380.0;82.0;89.0
109;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;1610.0;87.0;93.0
110;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;2460.0;78.0;85.0
111;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;320.0;84.0;92.0
112;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;520.0;67.0;75.0
113;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;540.0;85.0;89.0
114;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;820.0;81.0;86.0
115;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;120.0;84.0;91.0
116;Woongemeente;Vier grote gemeenten;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;450.0;78.0;90.0
117;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;4020.0;82.0;89.0
118;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Autochtonen;2003/'04;1500.0;87.0;93.0
119;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;2220.0;79.0;86.0
120;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;300.0;84.0;92.0
121;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Turken;2003/'04;460.0;68.0;76.0
122;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Marokkanen;2003/'04;490.0;85.0;89.0
123;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Surinamers;2003/'04;750.0;80.0;86.0
124;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;110.0;85.0;90.0
125;Woongemeente;Vier grote gemeenten;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;410.0;78.0;90.0
126;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;360.0;80.0;87.0
127;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Autochtonen;2003/'04;100.0;84.0;92.0
128;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;240.0;78.0;85.0
129;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;20.0;92.0;92.0
130;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Turken;2003/'04;60.0;59.0;73.0
131;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Marokkanen;2003/'04;50.0;81.0;83.0
132;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Surinamers;2003/'04;70.0;86.0;88.0
133;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;10.0;79.0;100.0
134;Woongemeente;Vier grote gemeenten;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;40.0;84.0;91.0
135;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;6530.0;81.0;90.0
136;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;1810.0;86.0;94.0
137;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;4450.0;79.0;88.0
138;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;280.0;80.0;90.0
139;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;1020.0;75.0;85.0
140;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;1270.0;81.0;89.0
141;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;1170.0;83.0;91.0
142;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;280.0;77.0;86.0
143;Woongemeente;Vier grote gemeenten;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;710.0;75.0;88.0
144;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;2590.0;83.0;90.0
145;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;830.0;87.0;95.0
146;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;1640.0;80.0;88.0
147;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;120.0;83.0;91.0
148;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;380.0;75.0;85.0
149;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;480.0;83.0;90.0
150;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;430.0;85.0;91.0
151;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;80.0;80.0;86.0
152;Woongemeente;Vier grote gemeenten;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;270.0;75.0;86.0
153;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;3940.0;80.0;90.0
154;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;980.0;84.0;93.0
155;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;2800.0;78.0;89.0
156;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;160.0;78.0;89.0
157;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;640.0;75.0;86.0
158;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;800.0;80.0;88.0
159;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;730.0;82.0;92.0
160;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;200.0;76.0;87.0
161;Woongemeente;Vier grote gemeenten;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;440.0;75.0;90.0
162;Woongemeente;> 100.000 inwoners (overig);Vwo;Totaal herkomstgroeperingen;2003/'04;5130.0;90.0;94.0
163;Woongemeente;> 100.000 inwoners (overig);Vwo;Autochtonen;2003/'04;4130.0;92.0;95.0
164;Woongemeente;> 100.000 inwoners (overig);Vwo;Niet-westerse allochtonen;2003/'04;490.0;75.0;85.0
165;Woongemeente;> 100.000 inwoners (overig);Vwo;Westerse allochtonen;2003/'04;510.0;84.0;93.0
166;Woongemeente;> 100.000 inwoners (overig);Vwo;Turken;2003/'04;80.0;67.0;79.0
167;Woongemeente;> 100.000 inwoners (overig);Vwo;Marokkanen;2003/'04;40.0;83.0;88.0
168;Woongemeente;> 100.000 inwoners (overig);Vwo;Surinamers;2003/'04;100.0;74.0;78.0
169;Woongemeente;> 100.000 inwoners (overig);Vwo;Antillianen en Arubanen;2003/'04;40.0;80.0;91.0
170;Woongemeente;> 100.000 inwoners (overig);Vwo;Overig niet-westerse allochtonen;2003/'04;240.0;76.0;88.0
171;Woongemeente;> 100.000 inwoners (overig);Havo;Totaal herkomstgroeperingen;2003/'04;6760.0;86.0;91.0
172;Woongemeente;> 100.000 inwoners (overig);Havo;Autochtonen;2003/'04;5290.0;89.0;93.0
173;Woongemeente;> 100.000 inwoners (overig);Havo;Niet-westerse allochtonen;2003/'04;900.0;72.0;79.0
174;Woongemeente;> 100.000 inwoners (overig);Havo;Westerse allochtonen;2003/'04;580.0;76.0;88.0
175;Woongemeente;> 100.000 inwoners (overig);Havo;Turken;2003/'04;180.0;62.0;72.0
176;Woongemeente;> 100.000 inwoners (overig);Havo;Marokkanen;2003/'04;100.0;77.0;80.0
177;Woongemeente;> 100.000 inwoners (overig);Havo;Surinamers;2003/'04;200.0;76.0;79.0
178;Woongemeente;> 100.000 inwoners (overig);Havo;Antillianen en Arubanen;2003/'04;90.0;82.0;87.0
179;Woongemeente;> 100.000 inwoners (overig);Havo;Overig niet-westerse allochtonen;2003/'04;340.0;72.0;81.0
180;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;16990.0;87.0;94.0
181;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;12150.0;89.0;95.0
182;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;3670.0;80.0;90.0
183;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;1180.0;85.0;93.0
184;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Turken;2003/'04;1010.0;76.0;86.0
185;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;620.0;82.0;91.0
186;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;770.0;82.0;89.0
187;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;400.0;81.0;91.0
188;Woongemeente;> 100.000 inwoners (overig);Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;870.0;80.0;92.0
189;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;7670.0;87.0;94.0
190;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;5790.0;89.0;95.0
191;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;1300.0;81.0;89.0
192;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;580.0;84.0;92.0
193;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Turken;2003/'04;340.0;76.0;83.0
194;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;200.0;86.0;92.0
195;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;280.0;84.0;88.0
196;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;110.0;83.0;92.0
197;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;380.0;82.0;93.0
198;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;7110.0;88.0;94.0
199;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Autochtonen;2003/'04;5350.0;90.0;95.0
200;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;1220.0;82.0;89.0
201;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;530.0;85.0;92.0
202;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Turken;2003/'04;310.0;76.0;82.0
203;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Marokkanen;2003/'04;190.0;87.0;92.0
204;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Surinamers;2003/'04;250.0;84.0;88.0
205;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;110.0;83.0;92.0
206;Woongemeente;> 100.000 inwoners (overig);Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;360.0;82.0;93.0
207;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;560.0;82.0;93.0
208;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Autochtonen;2003/'04;440.0;84.0;93.0
209;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;80.0;76.0;89.0
210;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;40.0;72.0;91.0
211;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Turken;2003/'04;20.0;68.0;88.0
212;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
213;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Surinamers;2003/'04;30.0;79.0;85.0
214;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
215;Woongemeente;> 100.000 inwoners (overig);Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;20.0;77.0;89.0
216;Woongemeente;> 100.000 inwoners (overig);Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;9330.0;86.0;94.0
217;Woongemeente;> 100.000 inwoners (overig);Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;6360.0;89.0;96.0
218;Woongemeente;> 100.000 inwoners (overig);Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;2360.0;79.0;90.0
219;Woongemeente;> 100.000 inwoners (overig);Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;610.0;85.0;94.0
