ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInHetExamenjaar_1;GeslaagdenInVanExamenjaar_2;GeslaagdenInVanGeslAfgewezenen_3
4742;Woongemeente;Best;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4743;Woongemeente;Best;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;;
4744;Woongemeente;Best;Vmbo gemengde leerweg;Autochtonen;2003/'04;;;
4745;Woongemeente;Best;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4746;Woongemeente;Best;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
4747;Woongemeente;Best;Vmbo gemengde leerweg;Turken;2003/'04;;;
4748;Woongemeente;Best;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
4749;Woongemeente;Best;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
4750;Woongemeente;Best;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4751;Woongemeente;Best;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4752;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;90.0;97.0;100.0
4753;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;80.0;96.0;100.0
4754;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;10.0;100.0;100.0
4755;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;;;
4756;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;;;
4757;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;;;
4758;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;;;
4759;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
4760;Woongemeente;Best;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4761;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;30.0;93.0;100.0
4762;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;30.0;93.0;100.0
4763;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;;;
4764;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4765;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
4766;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4767;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;;;
4768;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4769;Woongemeente;Best;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4770;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;60.0;98.0;100.0
4771;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;50.0;98.0;100.0
4772;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;10.0;100.0;100.0
4773;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4774;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;;;
4775;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4776;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;;;
4777;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4778;Woongemeente;Best;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4779;Woongemeente;Beuningen;Vwo;Totaal herkomstgroeperingen;2003/'04;60.0;91.0;95.0
4780;Woongemeente;Beuningen;Vwo;Autochtonen;2003/'04;50.0;92.0;96.0
4781;Woongemeente;Beuningen;Vwo;Niet-westerse allochtonen;2003/'04;;;
4782;Woongemeente;Beuningen;Vwo;Westerse allochtonen;2003/'04;;;
4783;Woongemeente;Beuningen;Vwo;Turken;2003/'04;;;
4784;Woongemeente;Beuningen;Vwo;Marokkanen;2003/'04;;;
4785;Woongemeente;Beuningen;Vwo;Surinamers;2003/'04;;;
4786;Woongemeente;Beuningen;Vwo;Antillianen en Arubanen;2003/'04;;;
4787;Woongemeente;Beuningen;Vwo;Overig niet-westerse allochtonen;2003/'04;;;
4788;Woongemeente;Beuningen;Havo;Totaal herkomstgroeperingen;2003/'04;90.0;90.0;92.0
4789;Woongemeente;Beuningen;Havo;Autochtonen;2003/'04;80.0;89.0;91.0
4790;Woongemeente;Beuningen;Havo;Niet-westerse allochtonen;2003/'04;;;
4791;Woongemeente;Beuningen;Havo;Westerse allochtonen;2003/'04;;;
4792;Woongemeente;Beuningen;Havo;Turken;2003/'04;;;
4793;Woongemeente;Beuningen;Havo;Marokkanen;2003/'04;;;
4794;Woongemeente;Beuningen;Havo;Surinamers;2003/'04;;;
4795;Woongemeente;Beuningen;Havo;Antillianen en Arubanen;2003/'04;;;
4796;Woongemeente;Beuningen;Havo;Overig niet-westerse allochtonen;2003/'04;;;
4797;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;200.0;89.0;95.0
4798;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;170.0;90.0;95.0
4799;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;;;
4800;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;20.0;94.0;94.0
4801;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Turken;2003/'04;;;
4802;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;;;
4803;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;;;
4804;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;;;
4805;Woongemeente;Beuningen;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;;;
4806;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;90.0;97.0;98.0
4807;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;80.0;97.0;99.0
4808;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4809;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;10.0;90.0;90.0
4810;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
4811;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;;;
4812;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;;;
4813;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4814;Woongemeente;Beuningen;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4815;Woongemeente;Beuningen;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;90.0;97.0;98.0
4816;Woongemeente;Beuningen;Vmbo theoretische leerweg;Autochtonen;2003/'04;70.0;97.0;99.0
4817;Woongemeente;Beuningen;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;;;
4818;Woongemeente;Beuningen;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;10.0;90.0;90.0
4819;Woongemeente;Beuningen;Vmbo theoretische leerweg;Turken;2003/'04;;;
4820;Woongemeente;Beuningen;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
4821;Woongemeente;Beuningen;Vmbo theoretische leerweg;Surinamers;2003/'04;;;
4822;Woongemeente;Beuningen;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;;;
4823;Woongemeente;Beuningen;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4824;Woongemeente;Beuningen;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;;
4825;Woongemeente;Beuningen;Vmbo gemengde leerweg;Autochtonen;2003/'04;;;
4826;Woongemeente;Beuningen;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4827;Woongemeente;Beuningen;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
4828;Woongemeente;Beuningen;Vmbo gemengde leerweg;Turken;2003/'04;;;
4829;Woongemeente;Beuningen;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
4830;Woongemeente;Beuningen;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
4831;Woongemeente;Beuningen;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4832;Woongemeente;Beuningen;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4833;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;110.0;83.0;92.0
4834;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;100.0;85.0;91.0
4835;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;;;
4836;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;;;
4837;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;;;
4838;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;;;
4839;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;;;
4840;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
4841;Woongemeente;Beuningen;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4842;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;50.0;96.0;96.0
4843;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;40.0;95.0;95.0
4844;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;;;
4845;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4846;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
4847;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4848;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;;;
4849;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4850;Woongemeente;Beuningen;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4851;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;60.0;75.0;89.0
4852;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;50.0;75.0;87.0
4853;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;;;
4854;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4855;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;;;
4856;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4857;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;;;
4858;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4859;Woongemeente;Beuningen;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4860;Woongemeente;Beverwijk;Vwo;Totaal herkomstgroeperingen;2003/'04;40.0;88.0;90.0
4861;Woongemeente;Beverwijk;Vwo;Autochtonen;2003/'04;40.0;89.0;89.0
4862;Woongemeente;Beverwijk;Vwo;Niet-westerse allochtonen;2003/'04;;;
4863;Woongemeente;Beverwijk;Vwo;Westerse allochtonen;2003/'04;;;
4864;Woongemeente;Beverwijk;Vwo;Turken;2003/'04;;;
4865;Woongemeente;Beverwijk;Vwo;Marokkanen;2003/'04;;;
4866;Woongemeente;Beverwijk;Vwo;Surinamers;2003/'04;;;
4867;Woongemeente;Beverwijk;Vwo;Antillianen en Arubanen;2003/'04;;;
4868;Woongemeente;Beverwijk;Vwo;Overig niet-westerse allochtonen;2003/'04;;;
4869;Woongemeente;Beverwijk;Havo;Totaal herkomstgroeperingen;2003/'04;70.0;84.0;84.0
4870;Woongemeente;Beverwijk;Havo;Autochtonen;2003/'04;50.0;91.0;91.0
4871;Woongemeente;Beverwijk;Havo;Niet-westerse allochtonen;2003/'04;;;
4872;Woongemeente;Beverwijk;Havo;Westerse allochtonen;2003/'04;;;
4873;Woongemeente;Beverwijk;Havo;Turken;2003/'04;;;
4874;Woongemeente;Beverwijk;Havo;Marokkanen;2003/'04;;;
4875;Woongemeente;Beverwijk;Havo;Surinamers;2003/'04;;;
4876;Woongemeente;Beverwijk;Havo;Antillianen en Arubanen;2003/'04;;;
4877;Woongemeente;Beverwijk;Havo;Overig niet-westerse allochtonen;2003/'04;;;
4878;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;200.0;90.0;97.0
4879;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;140.0;94.0;98.0
4880;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;40.0;76.0;90.0
4881;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;20.0;81.0;100.0
4882;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Turken;2003/'04;20.0;73.0;84.0
4883;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;;;
4884;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;;;
4885;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;;;
4886;Woongemeente;Beverwijk;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;;;
4887;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;70.0;93.0;94.0
4888;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;60.0;97.0;97.0
4889;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4890;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;;;
4891;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
4892;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;;;
4893;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;;;
4894;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4895;Woongemeente;Beverwijk;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4896;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;70.0;93.0;94.0
4897;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Autochtonen;2003/'04;60.0;97.0;97.0
4898;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;;;
4899;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;;;
4900;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Turken;2003/'04;;;
4901;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
4902;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Surinamers;2003/'04;;;
4903;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;;;
4904;Woongemeente;Beverwijk;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4905;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;;
4906;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Autochtonen;2003/'04;;;
4907;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4908;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
4909;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Turken;2003/'04;;;
4910;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
4911;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
4912;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4913;Woongemeente;Beverwijk;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4914;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;120.0;88.0;98.0
4915;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;80.0;93.0;99.0
4916;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;30.0;79.0;96.0
4917;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;10.0;75.0;100.0
4918;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;20.0;81.0;93.0
4919;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;;;
4920;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;;;
4921;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
4922;Woongemeente;Beverwijk;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4923;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;40.0;83.0;100.0
4924;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Autochtonen;2003/'04;20.0;96.0;100.0
4925;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;10.0;69.0;100.0
4926;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4927;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Turken;2003/'04;;;
4928;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4929;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Surinamers;2003/'04;;;
4930;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4931;Woongemeente;Beverwijk;Vmbo kaderberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4932;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;80.0;90.0;97.0
4933;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Autochtonen;2003/'04;60.0;92.0;98.0
4934;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Niet-westerse allochtonen;2003/'04;20.0;88.0;93.0
4935;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Westerse allochtonen;2003/'04;;;
4936;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Turken;2003/'04;;;
4937;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Marokkanen;2003/'04;;;
4938;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Surinamers;2003/'04;;;
4939;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Antillianen en Arubanen;2003/'04;;;
4940;Woongemeente;Beverwijk;Vmbo basisberoepsgerichte leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4941;Woongemeente;Het Bildt;Vwo;Totaal herkomstgroeperingen;2003/'04;10.0;100.0;100.0
4942;Woongemeente;Het Bildt;Vwo;Autochtonen;2003/'04;10.0;100.0;100.0
4943;Woongemeente;Het Bildt;Vwo;Niet-westerse allochtonen;2003/'04;;;
4944;Woongemeente;Het Bildt;Vwo;Westerse allochtonen;2003/'04;;;
4945;Woongemeente;Het Bildt;Vwo;Turken;2003/'04;;;
4946;Woongemeente;Het Bildt;Vwo;Marokkanen;2003/'04;;;
4947;Woongemeente;Het Bildt;Vwo;Surinamers;2003/'04;;;
4948;Woongemeente;Het Bildt;Vwo;Antillianen en Arubanen;2003/'04;;;
4949;Woongemeente;Het Bildt;Vwo;Overig niet-westerse allochtonen;2003/'04;;;
4950;Woongemeente;Het Bildt;Havo;Totaal herkomstgroeperingen;2003/'04;10.0;100.0;100.0
4951;Woongemeente;Het Bildt;Havo;Autochtonen;2003/'04;;;
4952;Woongemeente;Het Bildt;Havo;Niet-westerse allochtonen;2003/'04;;;
4953;Woongemeente;Het Bildt;Havo;Westerse allochtonen;2003/'04;;;
4954;Woongemeente;Het Bildt;Havo;Turken;2003/'04;;;
4955;Woongemeente;Het Bildt;Havo;Marokkanen;2003/'04;;;
4956;Woongemeente;Het Bildt;Havo;Surinamers;2003/'04;;;
4957;Woongemeente;Het Bildt;Havo;Antillianen en Arubanen;2003/'04;;;
4958;Woongemeente;Het Bildt;Havo;Overig niet-westerse allochtonen;2003/'04;;;
4959;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Totaal herkomstgroeperingen;2003/'04;90.0;91.0;95.0
4960;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Autochtonen;2003/'04;80.0;94.0;96.0
4961;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Niet-westerse allochtonen;2003/'04;;;
4962;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Westerse allochtonen;2003/'04;;;
4963;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Turken;2003/'04;;;
4964;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Marokkanen;2003/'04;;;
4965;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Surinamers;2003/'04;;;
4966;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Antillianen en Arubanen;2003/'04;;;
4967;Woongemeente;Het Bildt;Vmbo totaal (inclusief lwoo);Overig niet-westerse allochtonen;2003/'04;;;
4968;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;50.0;96.0;96.0
4969;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Autochtonen;2003/'04;50.0;98.0;98.0
4970;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4971;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Westerse allochtonen;2003/'04;;;
4972;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Turken;2003/'04;;;
4973;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Marokkanen;2003/'04;;;
4974;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Surinamers;2003/'04;;;
4975;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4976;Woongemeente;Het Bildt;Vmbo theoretische en gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4977;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;50.0;98.0;98.0
4978;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Autochtonen;2003/'04;50.0;98.0;98.0
4979;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Niet-westerse allochtonen;2003/'04;;;
4980;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Westerse allochtonen;2003/'04;;;
4981;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Turken;2003/'04;;;
4982;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Marokkanen;2003/'04;;;
4983;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Surinamers;2003/'04;;;
4984;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Antillianen en Arubanen;2003/'04;;;
4985;Woongemeente;Het Bildt;Vmbo theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4986;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;;;
4987;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Autochtonen;2003/'04;;;
4988;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Niet-westerse allochtonen;2003/'04;;;
4989;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Westerse allochtonen;2003/'04;;;
4990;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Turken;2003/'04;;;
4991;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Marokkanen;2003/'04;;;
4992;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Surinamers;2003/'04;;;
4993;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Antillianen en Arubanen;2003/'04;;;
4994;Woongemeente;Het Bildt;Vmbo gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;;;
4995;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Totaal herkomstgroeperingen;2003/'04;30.0;82.0;93.0
4996;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Autochtonen;2003/'04;30.0;87.0;93.0
4997;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Niet-westerse allochtonen;2003/'04;;;
4998;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Westerse allochtonen;2003/'04;;;
4999;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Turken;2003/'04;;;
5000;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Marokkanen;2003/'04;;;
5001;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Surinamers;2003/'04;;;
5002;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Antillianen en Arubanen;2003/'04;;;
5003;Woongemeente;Het Bildt;Vmbo kader - en basisberoepsger. leerweg;Overig niet-westerse allochtonen;2003/'04;;;
5004;Woongemeente;Het Bildt;Vmbo kaderberoepsgerichte leerweg;Totaal herkomstgroeperingen;2003/'04;10.0;73.0;80.0
