ID;BedrijfstakkenWoningen;RegioS;Perioden;AantalInstallaties_1;OpgesteldVermogenVanZonnepanelen_2
55;Alle economische activiteit en woningen;Overijssel (PV);2013;12918.0;67822.0
56;Alle economische activiteit en woningen;Overijssel (PV);2014;20416.0;105657.0
57;Alle economische activiteit en woningen;Overijssel (PV);2015;31079.0;165317.0
58;Alle economische activiteit en woningen;Overijssel (PV);2016;38605.0;217520.0
59;Alle economische activiteit en woningen;Overijssel (PV);2017;47560.0;274675.0
60;Alle economische activiteit en woningen;Flevoland (PV);2012;2336.0;10731.0
61;Alle economische activiteit en woningen;Flevoland (PV);2013;4574.0;23950.0
62;Alle economische activiteit en woningen;Flevoland (PV);2014;6907.0;39506.0
63;Alle economische activiteit en woningen;Flevoland (PV);2015;9591.0;66085.0
64;Alle economische activiteit en woningen;Flevoland (PV);2016;12101.0;89994.0
65;Alle economische activiteit en woningen;Flevoland (PV);2017;17537.0;134373.0
66;Alle economische activiteit en woningen;Gelderland (PV);2012;9329.0;32174.0
67;Alle economische activiteit en woningen;Gelderland (PV);2013;20825.0;84594.0
68;Alle economische activiteit en woningen;Gelderland (PV);2014;31608.0;133886.0
69;Alle economische activiteit en woningen;Gelderland (PV);2015;44862.0;192066.0
70;Alle economische activiteit en woningen;Gelderland (PV);2016;58950.0;270076.0
71;Alle economische activiteit en woningen;Gelderland (PV);2017;76779.0;365635.0
72;Alle economische activiteit en woningen;Utrecht (PV);2012;6522.0;19521.0
73;Alle economische activiteit en woningen;Utrecht (PV);2013;12714.0;40719.0
74;Alle economische activiteit en woningen;Utrecht (PV);2014;17946.0;59679.0
75;Alle economische activiteit en woningen;Utrecht (PV);2015;23938.0;86571.0
76;Alle economische activiteit en woningen;Utrecht (PV);2016;29881.0;113275.0
77;Alle economische activiteit en woningen;Utrecht (PV);2017;39513.0;161943.0
78;Alle economische activiteit en woningen;Noord-Holland (PV);2012;10940.0;32813.0
79;Alle economische activiteit en woningen;Noord-Holland (PV);2013;23145.0;72438.0
80;Alle economische activiteit en woningen;Noord-Holland (PV);2014;33248.0;112049.0
81;Alle economische activiteit en woningen;Noord-Holland (PV);2015;44678.0;162467.0
82;Alle economische activiteit en woningen;Noord-Holland (PV);2016;56047.0;232196.0
83;Alle economische activiteit en woningen;Noord-Holland (PV);2017;71462.0;310271.0
84;Alle economische activiteit en woningen;Zuid-Holland (PV);2012;13715.0;30660.0
85;Alle economische activiteit en woningen;Zuid-Holland (PV);2013;24486.0;70391.0
86;Alle economische activiteit en woningen;Zuid-Holland (PV);2014;36438.0;117467.0
87;Alle economische activiteit en woningen;Zuid-Holland (PV);2015;47755.0;169686.0
88;Alle economische activiteit en woningen;Zuid-Holland (PV);2016;59093.0;229118.0
89;Alle economische activiteit en woningen;Zuid-Holland (PV);2017;76250.0;315703.0
90;Alle economische activiteit en woningen;Zeeland (PV);2012;2121.0;7782.0
91;Alle economische activiteit en woningen;Zeeland (PV);2013;5158.0;21612.0
92;Alle economische activiteit en woningen;Zeeland (PV);2014;9666.0;39254.0
93;Alle economische activiteit en woningen;Zeeland (PV);2015;13713.0;57384.0
94;Alle economische activiteit en woningen;Zeeland (PV);2016;19884.0;79030.0
95;Alle economische activiteit en woningen;Zeeland (PV);2017;25854.0;103127.0
96;Alle economische activiteit en woningen;Noord-Brabant (PV);2012;9993.0;43472.0
97;Alle economische activiteit en woningen;Noord-Brabant (PV);2013;22617.0;104077.0
98;Alle economische activiteit en woningen;Noord-Brabant (PV);2014;32823.0;158874.0
99;Alle economische activiteit en woningen;Noord-Brabant (PV);2015;43860.0;232076.0
100;Alle economische activiteit en woningen;Noord-Brabant (PV);2016;55548.0;312845.0
101;Alle economische activiteit en woningen;Noord-Brabant (PV);2017;74231.0;436770.0
102;Alle economische activiteit en woningen;Limburg (PV);2012;8041.0;30592.0
103;Alle economische activiteit en woningen;Limburg (PV);2013;14798.0;58317.0
104;Alle economische activiteit en woningen;Limburg (PV);2014;19543.0;81649.0
105;Alle economische activiteit en woningen;Limburg (PV);2015;29216.0;140734.0
106;Alle economische activiteit en woningen;Limburg (PV);2016;38853.0;195922.0
107;Alle economische activiteit en woningen;Limburg (PV);2017;52928.0;262027.0
108;Alle economische activiteit en woningen;Niet in te delen (PV);2012;11.0;57.0
109;Alle economische activiteit en woningen;Niet in te delen (PV);2013;15.0;129.0
110;Alle economische activiteit en woningen;Niet in te delen (PV);2014;95.0;304.0
111;Alle economische activiteit en woningen;Niet in te delen (PV);2015;176.0;516.0
112;Alle economische activiteit en woningen;Niet in te delen (PV);2016;216.0;588.0
113;Alle economische activiteit en woningen;Niet in te delen (PV);2017;99.0;212.0
114;Alle economische activiteit en woningen;Aa en Hunze;2012;318.0;1966.0
115;Alle economische activiteit en woningen;Aa en Hunze;2013;636.0;3644.0
116;Alle economische activiteit en woningen;Aa en Hunze;2014;943.0;5170.0
117;Alle economische activiteit en woningen;Aa en Hunze;2015;1245.0;6657.0
118;Alle economische activiteit en woningen;Aa en Hunze;2016;1458.0;8689.0
119;Alle economische activiteit en woningen;Aa en Hunze;2017;1785.0;10514.0
120;Alle economische activiteit en woningen;Aalburg;2012;37.0;270.0
121;Alle economische activiteit en woningen;Aalburg;2013;85.0;483.0
122;Alle economische activiteit en woningen;Aalburg;2014;120.0;761.0
123;Alle economische activiteit en woningen;Aalburg;2015;154.0;902.0
124;Alle economische activiteit en woningen;Aalburg;2016;191.0;1109.0
125;Alle economische activiteit en woningen;Aalburg;2017;259.0;1409.0
126;Alle economische activiteit en woningen;Aalsmeer;2012;121.0;341.0
127;Alle economische activiteit en woningen;Aalsmeer;2013;369.0;1267.0
128;Alle economische activiteit en woningen;Aalsmeer;2014;502.0;1769.0
129;Alle economische activiteit en woningen;Aalsmeer;2015;644.0;2682.0
130;Alle economische activiteit en woningen;Aalsmeer;2016;810.0;3835.0
131;Alle economische activiteit en woningen;Aalsmeer;2017;930.0;4939.0
132;Alle economische activiteit en woningen;Aalten;2012;198.0;713.0
133;Alle economische activiteit en woningen;Aalten;2013;477.0;2108.0
134;Alle economische activiteit en woningen;Aalten;2014;636.0;2854.0
135;Alle economische activiteit en woningen;Aalten;2015;854.0;4042.0
136;Alle economische activiteit en woningen;Aalten;2016;1148.0;5495.0
137;Alle economische activiteit en woningen;Aalten;2017;1402.0;6946.0
138;Alle economische activiteit en woningen;Achtkarspelen;2012;202.0;737.0
139;Alle economische activiteit en woningen;Achtkarspelen;2013;406.0;1566.0
140;Alle economische activiteit en woningen;Achtkarspelen;2014;558.0;2145.0
141;Alle economische activiteit en woningen;Achtkarspelen;2015;691.0;2804.0
142;Alle economische activiteit en woningen;Achtkarspelen;2016;850.0;4387.0
143;Alle economische activiteit en woningen;Achtkarspelen;2017;1041.0;5972.0
144;Alle economische activiteit en woningen;Alblasserdam;2012;61.0;123.0
145;Alle economische activiteit en woningen;Alblasserdam;2013;203.0;743.0
146;Alle economische activiteit en woningen;Alblasserdam;2014;240.0;948.0
147;Alle economische activiteit en woningen;Alblasserdam;2015;286.0;1104.0
148;Alle economische activiteit en woningen;Alblasserdam;2016;322.0;1303.0
149;Alle economische activiteit en woningen;Alblasserdam;2017;380.0;1654.0
150;Alle economische activiteit en woningen;Albrandswaard;2012;96.0;191.0
151;Alle economische activiteit en woningen;Albrandswaard;2013;165.0;443.0
152;Alle economische activiteit en woningen;Albrandswaard;2014;260.0;808.0
153;Alle economische activiteit en woningen;Albrandswaard;2015;341.0;1078.0
154;Alle economische activiteit en woningen;Albrandswaard;2016;396.0;1643.0
155;Alle economische activiteit en woningen;Albrandswaard;2017;529.0;2352.0
156;Alle economische activiteit en woningen;Alkmaar;2012;760.0;1942.0
157;Alle economische activiteit en woningen;Alkmaar;2013;1423.0;4002.0
158;Alle economische activiteit en woningen;Alkmaar;2014;1847.0;5414.0
159;Alle economische activiteit en woningen;Alkmaar;2015;2238.0;6971.0
160;Alle economische activiteit en woningen;Alkmaar;2016;2641.0;10424.0
161;Alle economische activiteit en woningen;Alkmaar;2017;3219.0;12843.0
162;Alle economische activiteit en woningen;Almelo;2012;168.0;525.0
163;Alle economische activiteit en woningen;Almelo;2013;420.0;1574.0
164;Alle economische activiteit en woningen;Almelo;2014;717.0;2851.0
165;Alle economische activiteit en woningen;Almelo;2015;1254.0;5110.0
166;Alle economische activiteit en woningen;Almelo;2016;1533.0;6637.0
167;Alle economische activiteit en woningen;Almelo;2017;1907.0;8724.0
168;Alle economische activiteit en woningen;Almere;2012;1016.0;2146.0
169;Alle economische activiteit en woningen;Almere;2013;1799.0;5033.0
170;Alle economische activiteit en woningen;Almere;2014;2691.0;8408.0
171;Alle economische activiteit en woningen;Almere;2015;3879.0;13258.0
172;Alle economische activiteit en woningen;Almere;2016;4737.0;17587.0
173;Alle economische activiteit en woningen;Almere;2017;7943.0;27569.0
174;Alle economische activiteit en woningen;Alphen aan den Rijn;2012;360.0;1059.0
175;Alle economische activiteit en woningen;Alphen aan den Rijn;2013;765.0;2679.0
176;Alle economische activiteit en woningen;Alphen aan den Rijn;2014;1260.0;4577.0
177;Alle economische activiteit en woningen;Alphen aan den Rijn;2015;1779.0;7020.0
178;Alle economische activiteit en woningen;Alphen aan den Rijn;2016;2225.0;9497.0
179;Alle economische activiteit en woningen;Alphen aan den Rijn;2017;3048.0;14040.0
180;Alle economische activiteit en woningen;Alphen-Chaam;2012;38.0;194.0
181;Alle economische activiteit en woningen;Alphen-Chaam;2013;77.0;394.0
182;Alle economische activiteit en woningen;Alphen-Chaam;2014;123.0;888.0
183;Alle economische activiteit en woningen;Alphen-Chaam;2015;191.0;1296.0
184;Alle economische activiteit en woningen;Alphen-Chaam;2016;251.0;2006.0
185;Alle economische activiteit en woningen;Alphen-Chaam;2017;321.0;2496.0
186;Alle economische activiteit en woningen;Ameland;2012;41.0;88.0
187;Alle economische activiteit en woningen;Ameland;2013;81.0;238.0
188;Alle economische activiteit en woningen;Ameland;2014;122.0;481.0
189;Alle economische activiteit en woningen;Ameland;2015;150.0;6581.0
190;Alle economische activiteit en woningen;Ameland;2016;170.0;6656.0
191;Alle economische activiteit en woningen;Ameland;2017;200.0;6797.0
192;Alle economische activiteit en woningen;Amersfoort;2012;1199.0;2901.0
193;Alle economische activiteit en woningen;Amersfoort;2013;1785.0;4702.0
194;Alle economische activiteit en woningen;Amersfoort;2014;2403.0;6897.0
195;Alle economische activiteit en woningen;Amersfoort;2015;3038.0;9145.0
196;Alle economische activiteit en woningen;Amersfoort;2016;3769.0;11887.0
197;Alle economische activiteit en woningen;Amersfoort;2017;4857.0;15813.0
198;Alle economische activiteit en woningen;Amstelveen;2012;175.0;640.0
199;Alle economische activiteit en woningen;Amstelveen;2013;531.0;1614.0
200;Alle economische activiteit en woningen;Amstelveen;2014;839.0;2784.0
201;Alle economische activiteit en woningen;Amstelveen;2015;1139.0;4111.0
202;Alle economische activiteit en woningen;Amstelveen;2016;1411.0;4967.0
203;Alle economische activiteit en woningen;Amstelveen;2017;1574.0;5596.0
204;Alle economische activiteit en woningen;Amsterdam;2012;1223.0;4019.0
205;Alle economische activiteit en woningen;Amsterdam;2013;1885.0;6163.0
206;Alle economische activiteit en woningen;Amsterdam;2014;2888.0;12265.0
207;Alle economische activiteit en woningen;Amsterdam;2015;4129.0;17556.0
208;Alle economische activiteit en woningen;Amsterdam;2016;5493.0;24475.0
209;Alle economische activiteit en woningen;Amsterdam;2017;7654.0;33539.0
210;Alle economische activiteit en woningen;Apeldoorn;2012;948.0;2015.0
211;Alle economische activiteit en woningen;Apeldoorn;2013;1657.0;4551.0
212;Alle economische activiteit en woningen;Apeldoorn;2014;2313.0;7066.0
213;Alle economische activiteit en woningen;Apeldoorn;2015;4061.0;11488.0
214;Alle economische activiteit en woningen;Apeldoorn;2016;5056.0;14929.0
215;Alle economische activiteit en woningen;Apeldoorn;2017;6290.0;20973.0
216;Alle economische activiteit en woningen;Appingedam;2012;;
217;Alle economische activiteit en woningen;Appingedam;2013;;
218;Alle economische activiteit en woningen;Appingedam;2014;151.0;499.0
219;Alle economische activiteit en woningen;Appingedam;2015;735.0;2162.0
220;Alle economische activiteit en woningen;Appingedam;2016;928.0;2919.0
221;Alle economische activiteit en woningen;Appingedam;2017;1041.0;3460.0
222;Alle economische activiteit en woningen;Arnhem;2012;359.0;808.0
223;Alle economische activiteit en woningen;Arnhem;2013;825.0;2543.0
224;Alle economische activiteit en woningen;Arnhem;2014;1202.0;4007.0
225;Alle economische activiteit en woningen;Arnhem;2015;1858.0;5695.0
226;Alle economische activiteit en woningen;Arnhem;2016;2669.0;10603.0
227;Alle economische activiteit en woningen;Arnhem;2017;3346.0;13800.0
228;Alle economische activiteit en woningen;Assen;2012;350.0;1178.0
229;Alle economische activiteit en woningen;Assen;2013;752.0;2893.0
230;Alle economische activiteit en woningen;Assen;2014;1123.0;4642.0
231;Alle economische activiteit en woningen;Assen;2015;1657.0;6605.0
232;Alle economische activiteit en woningen;Assen;2016;2828.0;12069.0
233;Alle economische activiteit en woningen;Assen;2017;4076.0;16350.0
234;Alle economische activiteit en woningen;Asten;2012;65.0;326.0
235;Alle economische activiteit en woningen;Asten;2013;160.0;937.0
236;Alle economische activiteit en woningen;Asten;2014;240.0;1566.0
237;Alle economische activiteit en woningen;Asten;2015;341.0;3584.0
238;Alle economische activiteit en woningen;Asten;2016;439.0;4598.0
239;Alle economische activiteit en woningen;Asten;2017;553.0;6829.0
240;Alle economische activiteit en woningen;Baarle-Nassau;2012;19.0;158.0
241;Alle economische activiteit en woningen;Baarle-Nassau;2013;50.0;333.0
242;Alle economische activiteit en woningen;Baarle-Nassau;2014;64.0;506.0
243;Alle economische activiteit en woningen;Baarle-Nassau;2015;86.0;716.0
244;Alle economische activiteit en woningen;Baarle-Nassau;2016;127.0;1193.0
245;Alle economische activiteit en woningen;Baarle-Nassau;2017;176.0;1450.0
246;Alle economische activiteit en woningen;Baarn;2012;73.0;216.0
247;Alle economische activiteit en woningen;Baarn;2013;157.0;529.0
248;Alle economische activiteit en woningen;Baarn;2014;336.0;1061.0
249;Alle economische activiteit en woningen;Baarn;2015;535.0;1502.0
250;Alle economische activiteit en woningen;Baarn;2016;796.0;2183.0
251;Alle economische activiteit en woningen;Baarn;2017;1092.0;3099.0
252;Alle economische activiteit en woningen;Barendrecht;2012;155.0;359.0
253;Alle economische activiteit en woningen;Barendrecht;2013;280.0;727.0
254;Alle economische activiteit en woningen;Barendrecht;2014;518.0;1493.0
255;Alle economische activiteit en woningen;Barendrecht;2015;717.0;2209.0
256;Alle economische activiteit en woningen;Barendrecht;2016;921.0;2931.0
257;Alle economische activiteit en woningen;Barendrecht;2017;1070.0;4835.0
258;Alle economische activiteit en woningen;Barneveld;2012;153.0;788.0
259;Alle economische activiteit en woningen;Barneveld;2013;439.0;2793.0
260;Alle economische activiteit en woningen;Barneveld;2014;661.0;4074.0
261;Alle economische activiteit en woningen;Barneveld;2015;928.0;6277.0
262;Alle economische activiteit en woningen;Barneveld;2016;1240.0;8022.0
263;Alle economische activiteit en woningen;Barneveld;2017;1766.0;11401.0
264;Alle economische activiteit en woningen;Bedum;2012;53.0;165.0
265;Alle economische activiteit en woningen;Bedum;2013;133.0;467.0
266;Alle economische activiteit en woningen;Bedum;2014;208.0;806.0
267;Alle economische activiteit en woningen;Bedum;2015;918.0;2820.0
268;Alle economische activiteit en woningen;Bedum;2016;1113.0;3439.0
269;Alle economische activiteit en woningen;Bedum;2017;1256.0;3952.0
270;Alle economische activiteit en woningen;Beek (L.);2012;158.0;495.0
271;Alle economische activiteit en woningen;Beek (L.);2013;254.0;875.0
272;Alle economische activiteit en woningen;Beek (L.);2014;342.0;1201.0
273;Alle economische activiteit en woningen;Beek (L.);2015;572.0;2261.0
274;Alle economische activiteit en woningen;Beek (L.);2016;709.0;3156.0
275;Alle economische activiteit en woningen;Beek (L.);2017;919.0;3933.0
276;Alle economische activiteit en woningen;Beemster;2012;64.0;399.0
277;Alle economische activiteit en woningen;Beemster;2013;135.0;743.0
278;Alle economische activiteit en woningen;Beemster;2014;177.0;948.0
279;Alle economische activiteit en woningen;Beemster;2015;241.0;1291.0
280;Alle economische activiteit en woningen;Beemster;2016;363.0;1976.0
281;Alle economische activiteit en woningen;Beemster;2017;436.0;2540.0
282;Alle economische activiteit en woningen;Beesel;2012;81.0;470.0
283;Alle economische activiteit en woningen;Beesel;2013;168.0;818.0
284;Alle economische activiteit en woningen;Beesel;2014;220.0;1116.0
285;Alle economische activiteit en woningen;Beesel;2015;428.0;1878.0
286;Alle economische activiteit en woningen;Beesel;2016;606.0;2574.0
287;Alle economische activiteit en woningen;Beesel;2017;773.0;3264.0
288;Alle economische activiteit en woningen;Bellingwedde;2012;51.0;249.0
289;Alle economische activiteit en woningen;Bellingwedde;2013;115.0;658.0
290;Alle economische activiteit en woningen;Bellingwedde;2014;159.0;920.0
291;Alle economische activiteit en woningen;Bellingwedde;2015;208.0;1145.0
292;Alle economische activiteit en woningen;Bellingwedde;2016;263.0;1387.0
293;Alle economische activiteit en woningen;Bellingwedde;2017;317.0;1703.0
294;Alle economische activiteit en woningen;Berg en Dal;2012;154.0;473.0
295;Alle economische activiteit en woningen;Berg en Dal;2013;360.0;1507.0
296;Alle economische activiteit en woningen;Berg en Dal;2014;550.0;2573.0
297;Alle economische activiteit en woningen;Berg en Dal;2015;731.0;3427.0
298;Alle economische activiteit en woningen;Berg en Dal;2016;877.0;4187.0
299;Alle economische activiteit en woningen;Berg en Dal;2017;1162.0;5418.0
300;Alle economische activiteit en woningen;Bergeijk;2012;76.0;460.0
301;Alle economische activiteit en woningen;Bergeijk;2013;198.0;1114.0
302;Alle economische activiteit en woningen;Bergeijk;2014;302.0;1694.0
303;Alle economische activiteit en woningen;Bergeijk;2015;398.0;2540.0
304;Alle economische activiteit en woningen;Bergeijk;2016;512.0;4451.0
305;Alle economische activiteit en woningen;Bergeijk;2017;656.0;5376.0
306;Alle economische activiteit en woningen;Bergen (L.);2012;64.0;267.0
307;Alle economische activiteit en woningen;Bergen (L.);2013;162.0;792.0
308;Alle economische activiteit en woningen;Bergen (L.);2014;215.0;1072.0
309;Alle economische activiteit en woningen;Bergen (L.);2015;285.0;1637.0
310;Alle economische activiteit en woningen;Bergen (L.);2016;398.0;2265.0
311;Alle economische activiteit en woningen;Bergen (L.);2017;530.0;3158.0
312;Alle economische activiteit en woningen;Bergen (NH.);2012;193.0;410.0
313;Alle economische activiteit en woningen;Bergen (NH.);2013;489.0;1345.0
314;Alle economische activiteit en woningen;Bergen (NH.);2014;733.0;2082.0
315;Alle economische activiteit en woningen;Bergen (NH.);2015;875.0;2843.0
316;Alle economische activiteit en woningen;Bergen (NH.);2016;1053.0;3869.0
317;Alle economische activiteit en woningen;Bergen (NH.);2017;1391.0;5797.0
318;Alle economische activiteit en woningen;Bergen op Zoom;2012;803.0;1398.0
319;Alle economische activiteit en woningen;Bergen op Zoom;2013;1530.0;2763.0
320;Alle economische activiteit en woningen;Bergen op Zoom;2014;2005.0;4152.0
321;Alle economische activiteit en woningen;Bergen op Zoom;2015;2428.0;5214.0
322;Alle economische activiteit en woningen;Bergen op Zoom;2016;2787.0;6393.0
323;Alle economische activiteit en woningen;Bergen op Zoom;2017;3329.0;8190.0
324;Alle economische activiteit en woningen;Berkelland;2012;266.0;1472.0
325;Alle economische activiteit en woningen;Berkelland;2013;671.0;3835.0
326;Alle economische activiteit en woningen;Berkelland;2014;1020.0;5824.0
327;Alle economische activiteit en woningen;Berkelland;2015;1443.0;7878.0
328;Alle economische activiteit en woningen;Berkelland;2016;1861.0;9775.0
329;Alle economische activiteit en woningen;Berkelland;2017;2290.0;12210.0
330;Alle economische activiteit en woningen;Bernheze;2012;155.0;797.0
331;Alle economische activiteit en woningen;Bernheze;2013;317.0;1795.0
332;Alle economische activiteit en woningen;Bernheze;2014;452.0;2470.0
333;Alle economische activiteit en woningen;Bernheze;2015;598.0;4075.0
334;Alle economische activiteit en woningen;Bernheze;2016;761.0;5841.0
335;Alle economische activiteit en woningen;Bernheze;2017;997.0;7210.0
336;Alle economische activiteit en woningen;Best;2012;93.0;470.0
337;Alle economische activiteit en woningen;Best;2013;318.0;1451.0
338;Alle economische activiteit en woningen;Best;2014;497.0;2056.0
339;Alle economische activiteit en woningen;Best;2015;640.0;2937.0
340;Alle economische activiteit en woningen;Best;2016;793.0;3844.0
341;Alle economische activiteit en woningen;Best;2017;1089.0;5699.0
342;Alle economische activiteit en woningen;Beuningen;2012;77.0;220.0
343;Alle economische activiteit en woningen;Beuningen;2013;234.0;992.0
344;Alle economische activiteit en woningen;Beuningen;2014;364.0;1611.0
345;Alle economische activiteit en woningen;Beuningen;2015;478.0;2238.0
346;Alle economische activiteit en woningen;Beuningen;2016;601.0;2795.0
347;Alle economische activiteit en woningen;Beuningen;2017;1014.0;4178.0
348;Alle economische activiteit en woningen;Beverwijk;2012;104.0;184.0
349;Alle economische activiteit en woningen;Beverwijk;2013;207.0;462.0
350;Alle economische activiteit en woningen;Beverwijk;2014;323.0;1327.0
351;Alle economische activiteit en woningen;Beverwijk;2015;454.0;1938.0
352;Alle economische activiteit en woningen;Beverwijk;2016;600.0;2579.0
353;Alle economische activiteit en woningen;Beverwijk;2017;1065.0;3853.0
354;Alle economische activiteit en woningen;het Bildt;2012;99.0;430.0
355;Alle economische activiteit en woningen;het Bildt;2013;198.0;883.0
356;Alle economische activiteit en woningen;het Bildt;2014;278.0;1251.0
357;Alle economische activiteit en woningen;het Bildt;2015;349.0;1666.0
358;Alle economische activiteit en woningen;het Bildt;2016;415.0;2984.0
359;Alle economische activiteit en woningen;het Bildt;2017;478.0;3784.0
360;Alle economische activiteit en woningen;De Bilt;2012;195.0;472.0
361;Alle economische activiteit en woningen;De Bilt;2013;361.0;1050.0
362;Alle economische activiteit en woningen;De Bilt;2014;507.0;1570.0
363;Alle economische activiteit en woningen;De Bilt;2015;677.0;2331.0
364;Alle economische activiteit en woningen;De Bilt;2016;839.0;3477.0
365;Alle economische activiteit en woningen;De Bilt;2017;1031.0;4326.0
366;Alle economische activiteit en woningen;Binnenmaas;2012;157.0;658.0
367;Alle economische activiteit en woningen;Binnenmaas;2013;292.0;1166.0
368;Alle economische activiteit en woningen;Binnenmaas;2014;562.0;2042.0
369;Alle economische activiteit en woningen;Binnenmaas;2015;766.0;2592.0
370;Alle economische activiteit en woningen;Binnenmaas;2016;876.0;3071.0
371;Alle economische activiteit en woningen;Binnenmaas;2017;1060.0;4086.0
372;Alle economische activiteit en woningen;Bladel;2012;168.0;893.0
373;Alle economische activiteit en woningen;Bladel;2013;291.0;1501.0
374;Alle economische activiteit en woningen;Bladel;2014;465.0;2758.0
375;Alle economische activiteit en woningen;Bladel;2015;567.0;3344.0
376;Alle economische activiteit en woningen;Bladel;2016;644.0;3977.0
377;Alle economische activiteit en woningen;Bladel;2017;806.0;5500.0
378;Alle economische activiteit en woningen;Blaricum;2012;;
379;Alle economische activiteit en woningen;Blaricum;2013;34.0;81.0
380;Alle economische activiteit en woningen;Blaricum;2014;;
381;Alle economische activiteit en woningen;Blaricum;2015;82.0;350.0
382;Alle economische activiteit en woningen;Blaricum;2016;148.0;523.0
383;Alle economische activiteit en woningen;Blaricum;2017;220.0;917.0
384;Alle economische activiteit en woningen;Bloemendaal;2012;83.0;165.0
385;Alle economische activiteit en woningen;Bloemendaal;2013;151.0;387.0
386;Alle economische activiteit en woningen;Bloemendaal;2014;228.0;636.0
