ID;Regions;Periods;GDPMarketPrices_1;GDPPerCapita_2;GDPVolumechanges_3;GrossValueAddedVolumeChanges_4;ValueAddedAtBasicPrices_5;CompensationOfEmployees_6;FullTimeEquivalentFteTotal_7;FullTimeEquivalentFteEmployee_8;FullTimeEquivalentFteSelfEmployed_9;EmployedPersonsTotal_10;Employee_11;SelfEmployed_12;HoursWorkedTotal_13;HoursWorkedEmployee_14;HoursWorkedSelfEmployed_15
359;Midden-Noord-Brabant (CR);2012;14818;32061;-3.0;-2.7;13409;7814.0;181.2;149.4;31.8;244.1;204.0;40.1;333.0;262.7;70.3
360;Midden-Noord-Brabant (CR);2013;15001;32320;-0.2;0.2;13525;7848.0;180.0;147.8;32.2;241.3;200.8;40.6;329.9;259.0;70.9
361;Midden-Noord-Brabant (CR);2014;15417;33086;1.6;1.7;13892;7915.0;179.7;147.0;32.7;242.1;200.9;41.2;334.0;261.6;72.4
362;Midden-Noord-Brabant (CR);2015;16007;34208;3.5;3.3;14403;8057.0;182.8;149.6;33.2;245.8;204.3;41.5;337.7;264.7;73.0
363;Midden-Noord-Brabant (CR);2016;16625;35338;2.7;2.6;14931;;185.4;152.5;32.9;249.5;208.2;41.3;345.0;271.5;73.5
364;Noordoost-Noord-Brabant (CR);2010;23918;37471;;;21503;11930.0;277.8;231.1;46.7;353.7;294.6;59.1;503.8;398.0;105.7
365;Noordoost-Noord-Brabant (CR);2011;24363;38037;2.1;2.4;21963;12091.0;276.3;228.5;47.8;352.8;293.1;59.7;503.6;397.3;106.3
366;Noordoost-Noord-Brabant (CR);2012;25106;39101;2.6;2.9;22719;12183.0;272.4;223.9;48.5;350.7;290.0;60.7;497.7;390.2;107.6
367;Noordoost-Noord-Brabant (CR);2013;24496;38085;-1.6;-1.3;22086;12150.0;267.9;219.3;48.6;346.4;285.6;60.8;488.3;381.2;107.2
368;Noordoost-Noord-Brabant (CR);2014;25083;38909;1.7;1.8;22601;12208.0;267.4;218.1;49.3;347.1;285.1;61.9;493.1;383.7;109.4
369;Noordoost-Noord-Brabant (CR);2015;25969;40159;3.6;3.3;23367;12309.0;270.3;220.2;50.1;347.4;285.0;62.4;493.4;383.1;110.3
370;Noordoost-Noord-Brabant (CR);2016;26895;41419;2.0;2.0;24154;;273.6;223.9;49.7;350.7;288.7;62.0;502.6;391.2;111.4
371;Zuidoost-Noord-Brabant (CR);2010;31007;42072;;;27877;14919.0;335.1;284.2;50.9;419.7;354.9;64.8;598.1;483.1;115.0
372;Zuidoost-Noord-Brabant (CR);2011;32262;43562;4.7;5.0;29084;15612.0;341.4;289.3;52.1;429.4;363.8;65.5;611.4;495.9;115.6
373;Zuidoost-Noord-Brabant (CR);2012;32011;43043;-1.4;-1.2;28968;16130.0;342.5;290.0;52.5;432.0;365.6;66.3;612.7;496.5;116.2
374;Zuidoost-Noord-Brabant (CR);2013;32709;43806;0.2;0.6;29491;16364.0;339.1;286.3;52.8;422.6;356.1;66.5;606.0;489.5;116.6
375;Zuidoost-Noord-Brabant (CR);2014;33984;45286;3.2;3.3;30622;16845.0;339.9;286.2;53.7;423.2;355.8;67.4;610.2;491.1;119.1
376;Zuidoost-Noord-Brabant (CR);2015;35998;47707;4.8;4.5;32392;17074.0;346.9;292.4;54.5;436.0;368.0;67.9;623.3;503.1;120.2
377;Zuidoost-Noord-Brabant (CR);2016;37426;49297;2.8;2.7;33612;;352.3;298.2;54.1;441.8;374.2;67.6;637.0;515.7;121.3
378;Noord-Limburg (CR);2010;8658;30914;;;7784;4410.0;109.0;91.0;18.0;148.5;125.3;23.2;209.5;168.3;41.2
379;Noord-Limburg (CR);2011;8904;31770;3.3;3.6;8027;4610.0;111.2;92.9;18.3;152.3;128.9;23.3;214.9;173.8;41.1
380;Noord-Limburg (CR);2012;9055;32290;0.4;0.7;8194;4755.0;112.9;94.6;18.3;154.6;131.2;23.4;215.7;174.6;41.1
381;Noord-Limburg (CR);2013;9275;33070;-0.2;0.1;8363;4825.0;113.2;94.8;18.4;154.8;131.4;23.5;217.5;176.5;41.0
382;Noord-Limburg (CR);2014;9462;33728;1.3;1.4;8526;4835.0;112.4;94.0;18.4;153.5;129.9;23.6;217.7;176.1;41.6
383;Noord-Limburg (CR);2015;9721;34685;2.0;1.7;8747;4846.0;113.2;94.4;18.8;156.4;132.6;23.7;221.8;179.8;41.9
384;Noord-Limburg (CR);2016;10115;36029;2.3;2.3;9084;;115.2;96.6;18.6;158.8;135.2;23.6;227.5;185.2;42.3
385;Midden-Limburg (CR);2010;6894;29330;;;6198;3542.0;88.3;72.3;16.0;117.6;97.0;20.7;165.7;129.0;36.7
386;Midden-Limburg (CR);2011;7056;29986;2.5;2.9;6361;3638.0;89.2;72.7;16.5;117.9;97.1;20.8;167.3;130.2;37.0
387;Midden-Limburg (CR);2012;6930;29427;-2.9;-2.6;6271;3636.0;87.3;70.9;16.4;116.0;95.0;20.9;163.3;126.5;36.9
388;Midden-Limburg (CR);2013;7130;30282;0.6;0.9;6429;3693.0;87.1;70.5;16.6;114.3;93.1;21.2;162.0;125.1;36.9
389;Midden-Limburg (CR);2014;7227;30708;0.8;0.8;6512;3685.0;86.1;69.4;16.7;114.5;93.2;21.3;162.8;125.3;37.5
390;Midden-Limburg (CR);2015;7323;31110;1.3;1.1;6589;3656.0;86.4;69.5;16.9;113.3;91.8;21.4;160.5;122.8;37.7
391;Midden-Limburg (CR);2016;7594;32217;2.3;2.2;6820;;87.4;70.7;16.7;114.3;93.1;21.2;163.4;125.6;37.8
392;Zuid-Limburg (CR);2010;19117;31466;;;17187;9891.0;228.8;193.4;35.4;292.8;245.9;47.0;412.3;332.3;79.9
393;Zuid-Limburg (CR);2011;19656;32369;1.7;2.0;17720;10133.0;230.3;193.6;36.7;295.1;247.7;47.4;418.3;336.9;81.4
394;Zuid-Limburg (CR);2012;19151;31573;-1.8;-1.6;17330;10259.0;228.1;191.4;36.7;291.6;243.6;48.0;409.7;328.8;80.9
395;Zuid-Limburg (CR);2013;19265;31842;-1.3;-1.0;17370;10241.0;223.8;187.0;36.8;284.6;236.6;48.0;399.4;318.1;81.3
396;Zuid-Limburg (CR);2014;19468;32280;-0.5;-0.5;17542;10192.0;220.0;183.1;36.9;282.8;234.8;48.0;396.6;314.8;81.8
397;Zuid-Limburg (CR);2015;20831;34635;3.6;3.3;18744;10166.0;220.6;183.1;37.5;284.6;236.2;48.4;398.3;315.8;82.6
398;Zuid-Limburg (CR);2016;21620;36006;2.1;2.1;19417;;223.2;186.0;37.2;287.4;239.2;48.2;405.9;322.5;83.4
399;Flevoland (CR);2010;11544;29607;;;10379;5545.0;135.5;110.4;25.1;174.1;142.6;31.5;247.1;189.8;57.2
400;Flevoland (CR);2011;11683;29671;2.0;2.3;10532;5650.0;136.1;109.7;26.4;173.9;141.4;32.6;247.8;188.8;59.0
401;Flevoland (CR);2012;11667;29389;-1.0;-0.7;10558;5757.0;136.0;109.6;26.4;177.8;144.7;33.1;250.9;192.0;59.0
402;Flevoland (CR);2013;11609;29083;-2.6;-2.3;10467;5670.0;133.3;106.2;27.1;174.8;141.4;33.5;249.1;189.0;60.1
403;Flevoland (CR);2014;11935;29775;3.0;3.1;10754;5736.0;133.3;105.8;27.5;171.4;137.3;34.1;246.6;185.1;61.6
404;Flevoland (CR);2015;12405;30787;2.9;2.7;11162;5755.0;134.4;106.4;28.0;170.0;135.6;34.4;243.0;180.9;62.1
405;Flevoland (CR);2016;12959;31923;2.6;2.5;11638;;136.2;108.4;27.8;171.9;137.7;34.2;248.2;185.6;62.6
406;Utrecht-West (CP);2010;4844;31597;;;4355;2446.0;59.2;47.0;12.2;72.0;57.3;14.7;106.4;78.6;27.8
407;Utrecht-West (CP);2011;4265;32719;-11.4;-11.1;3845;2193.0;51.6;41.1;10.5;63.4;50.9;12.5;93.9;70.5;23.4
408;Utrecht-West (CP);2012;4151;31783;-2.9;-2.6;3756;2180.0;50.8;40.2;10.6;62.6;49.9;12.8;92.5;68.9;23.5
409;Utrecht-West (CP);2013;4057;31040;-4.3;-4.0;3658;2087.0;48.6;37.9;10.7;61.2;48.3;12.9;90.8;67.2;23.6
410;Utrecht-West (CP);2014;4259;32556;4.1;4.2;3838;2143.0;49.1;38.3;10.8;61.3;48.2;13.1;92.2;68.1;24.1
411;Utrecht-West (CP);2015;4409;33575;3.5;3.3;3967;2146.0;49.2;38.2;11.0;60.1;46.9;13.2;89.9;65.6;24.3
412;Utrecht-West (CP);2016;4601;34822;2.9;2.8;4132;;49.8;38.9;10.9;60.6;47.5;13.1;91.5;67.0;24.5
413;Stadsgewest Amersfoort (CP);2010;11873;41617;;;10674;6146.0;133.4;114.8;18.6;159.2;136.1;23.1;229.8;188.2;41.7
414;Stadsgewest Amersfoort (CP);2011;11990;41754;0.9;1.3;10809;6201.0;133.3;113.7;19.6;159.4;135.6;23.8;229.3;186.3;42.9
415;Stadsgewest Amersfoort (CP);2012;11875;41088;-2.4;-2.1;10746;6197.0;130.9;111.0;19.9;158.1;133.6;24.5;226.0;182.4;43.6
416;Stadsgewest Amersfoort (CP);2013;11959;41150;-0.6;-0.2;10783;6240.0;130.3;110.2;20.1;158.2;133.6;24.7;225.4;181.4;44.0
417;Stadsgewest Amersfoort (CP);2014;12048;41208;-0.3;-0.3;10856;6194.0;128.4;107.5;20.9;158.8;133.3;25.5;227.1;181.4;45.7
418;Stadsgewest Amersfoort (CP);2015;12182;41399;1.1;0.8;10962;6098.0;127.7;106.5;21.2;156.3;130.5;25.7;224.0;177.8;46.2
419;Stadsgewest Amersfoort (CP);2016;12602;42552;2.6;2.5;11318;;129.5;108.4;21.1;157.9;132.2;25.7;228.5;181.8;46.7
420;Stadsgewest Utrecht (CP);2010;34804;55365;;;31290;18121.0;365.1;326.2;38.9;421.8;373.6;48.2;602.1;515.2;87.0
421;Stadsgewest Utrecht (CP);2011;35681;54270;2.8;3.2;32166;18771.0;374.0;331.2;42.8;432.9;381.0;52.0;617.8;524.0;93.8
422;Stadsgewest Utrecht (CP);2012;35990;54243;-0.8;-0.5;32569;19361.0;375.5;331.5;44.0;436.8;383.0;53.9;619.8;523.6;96.2
423;Stadsgewest Utrecht (CP);2013;36802;54931;1.2;1.6;33182;19707.0;374.4;329.8;44.6;437.1;382.3;54.8;622.5;525.0;97.5
424;Stadsgewest Utrecht (CP);2014;37255;55052;0.5;0.6;33569;19721.0;372.2;326.2;46.0;436.5;379.6;56.9;626.2;525.4;100.8
425;Stadsgewest Utrecht (CP);2015;38321;56076;3.0;2.7;34482;19757.0;374.2;327.3;46.9;441.5;384.1;57.4;631.4;529.5;101.8
426;Stadsgewest Utrecht (CP);2016;39444;57170;2.4;2.3;35424;;379.7;332.9;46.8;446.2;389.0;57.2;643.7;540.5;103.2
427;Zuidoost-Utrecht (CP);2010;4404;27934;;;3959;2362.0;56.9;46.4;10.5;73.6;60.5;13.2;104.3;80.4;23.8
428;Zuidoost-Utrecht (CP);2011;4338;27467;-1.5;-1.2;3911;2330.0;55.9;44.9;11.0;72.9;59.4;13.6;103.8;79.4;24.4
429;Zuidoost-Utrecht (CP);2012;4316;27300;-0.6;-0.3;3906;2354.0;55.7;44.6;11.1;72.0;58.2;13.8;102.5;78.0;24.5
430;Zuidoost-Utrecht (CP);2013;4390;27751;-0.4;-0.1;3958;2360.0;55.4;44.2;11.2;71.4;57.5;13.9;101.3;76.8;24.6
431;Zuidoost-Utrecht (CP);2014;4506;28392;1.7;1.8;4060;2362.0;55.0;43.6;11.4;71.4;57.2;14.2;101.7;76.6;25.1
432;Zuidoost-Utrecht (CP);2015;4618;28927;2.1;1.8;4155;2351.0;55.3;43.7;11.6;72.1;57.8;14.3;102.7;77.3;25.3
433;Zuidoost-Utrecht (CP);2016;4804;29869;2.5;2.4;4314;;56.0;44.5;11.5;72.8;58.6;14.2;104.7;79.2;25.5
434;Amsterdam (CP);2010;54796;70829;;;49264;25657.0;517.2;452.6;64.6;561.1;486.4;74.8;829.6;685.1;144.6
435;Amsterdam (CP);2011;55873;71180;3.9;4.2;50369;26960.0;532.3;463.6;68.7;575.5;497.0;78.5;851.8;701.3;150.5
436;Amsterdam (CP);2012;56912;71615;0.0;0.3;51502;27235.0;531.1;460.3;70.8;578.1;495.5;82.5;848.6;692.9;155.7
437;Amsterdam (CP);2013;59823;74312;3.7;4.0;53938;28453.0;539.7;466.3;73.4;588.4;503.8;84.6;867.4;706.6;160.8
438;Amsterdam (CP);2014;62770;76892;4.6;4.7;56560;29388.0;550.7;473.8;76.9;591.3;501.9;89.4;881.3;712.0;169.4
439;Amsterdam (CP);2015;66213;79998;4.6;4.4;59580;30208.0;570.8;492.2;78.6;628.9;538.6;90.4;933.3;762.0;171.3
440;Amsterdam (CP);2016;68037;81065;3.3;3.2;61103;;579.5;500.9;78.6;637.4;547.2;90.2;954.4;780.2;174.2
441;Overig Agglomeratie Amsterdam (CP);2010;7012;50594;;;6304;3429.0;67.1;58.8;8.3;77.6;67.1;10.5;111.6;93.0;18.6
442;Overig Agglomeratie Amsterdam (CP);2011;7167;51142;3.2;3.5;6461;3409.0;66.1;57.5;8.6;75.7;65.0;10.7;109.2;90.1;19.0
443;Overig Agglomeratie Amsterdam (CP);2012;6922;48849;-4.5;-4.3;6264;3461.0;65.8;56.9;8.9;75.4;64.4;11.1;109.2;89.7;19.5
444;Overig Agglomeratie Amsterdam (CP);2013;7059;49322;1.3;1.7;6365;3452.0;63.8;54.8;9.0;72.3;61.2;11.2;104.9;85.3;19.6
445;Overig Agglomeratie Amsterdam (CP);2014;7513;51649;6.4;6.4;6770;3608.0;66.3;56.8;9.5;74.5;62.8;11.7;108.5;87.7;20.8
446;Overig Agglomeratie Amsterdam (CP);2015;8376;56507;10.2;9.9;7537;4027.0;73.5;63.9;9.6;86.5;74.7;11.8;125.7;104.7;21.0
447;Overig Agglomeratie Amsterdam (CP);2016;8640;57553;3.2;3.2;7759;;74.9;65.3;9.6;88.0;76.2;11.8;129.2;107.9;21.3
448;Edam-Volendam en omgeving (CP);2010;3117;21325;;;2802;1587.0;44.3;33.8;10.5;57.1;44.3;12.8;79.9;56.2;23.7
449;Edam-Volendam en omgeving (CP);2011;3139;21443;0.3;0.6;2830;1600.0;44.1;33.1;11.0;56.6;43.4;13.1;78.9;54.9;24.1
450;Edam-Volendam en omgeving (CP);2012;3026;20632;-4.1;-3.8;2738;1568.0;42.7;31.7;11.0;55.6;42.3;13.3;76.9;52.7;24.2
451;Edam-Volendam en omgeving (CP);2013;3087;20986;0.0;0.3;2783;1543.0;41.1;30.2;10.9;57.2;43.9;13.3;78.4;54.6;23.8
452;Edam-Volendam en omgeving (CP);2014;3148;21358;1.4;1.5;2837;1529.0;40.9;29.8;11.1;55.9;42.3;13.6;77.3;52.9;24.4
453;Edam-Volendam en omgeving (CP);2015;3196;22613;1.9;1.6;2876;1518.0;40.7;29.4;11.3;54.9;41.2;13.7;75.4;50.7;24.6
454;Edam-Volendam en omgeving (CP);2016;3309;23316;2.6;2.5;2972;;41.1;29.9;11.2;55.4;41.7;13.7;76.7;51.9;24.8
455;Haarlemmermeer en omgeving (CP);2010;17737;88307;;;15946;8110.0;152.4;140.2;12.2;168.8;153.7;15.0;253.6;226.2;27.3
456;Haarlemmermeer en omgeving (CP);2011;17736;87738;4.3;4.6;15989;8537.0;157.5;144.8;12.7;173.6;158.1;15.4;262.9;234.9;28.0
457;Haarlemmermeer en omgeving (CP);2012;18392;90652;3.0;3.3;16644;8826.0;158.4;145.6;12.8;174.2;158.5;15.7;262.9;234.7;28.2
458;Haarlemmermeer en omgeving (CP);2013;18790;92433;-0.3;0.1;16942;8979.0;157.5;144.6;12.9;174.0;158.5;15.5;264.8;236.4;28.4
459;Haarlemmermeer en omgeving (CP);2014;19936;97918;5.9;5.9;17964;9225.0;160.6;147.2;13.4;177.1;160.7;16.4;271.2;241.7;29.5
460;Haarlemmermeer en omgeving (CP);2015;21636;105810;3.3;3.0;19468;9369.0;162.7;149.1;13.6;186.5;170.0;16.5;281.5;251.7;29.8
461;Haarlemmermeer en omgeving (CP);2016;22146;107616;2.8;2.8;19889;;165.7;152.2;13.5;189.7;173.3;16.4;288.7;258.6;30.1
462;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2010;30377;44341;;;27310;15994.0;336.7;292.5;44.2;375.3;323.0;52.3;552.7;453.4;99.3
463;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2011;29606;42713;-3.1;-2.7;26689;15645.0;327.5;280.5;47.0;371.5;316.7;54.8;546.8;443.2;103.6
464;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2012;29684;42429;-1.1;-0.9;26862;15963.0;326.4;278.3;48.1;367.5;310.6;56.9;536.7;430.8;105.9
465;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2013;29404;41749;-1.9;-1.5;26511;15906.0;320.1;272.8;47.3;369.4;313.1;56.3;539.1;435.3;103.8
466;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2014;29869;42049;0.8;0.8;26914;15991.0;322.0;270.4;51.6;364.9;304.4;60.5;536.4;422.9;113.5
467;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2015;30877;43025;3.5;3.2;27784;16206.0;324.8;272.3;52.5;374.4;313.3;61.1;545.5;430.9;114.6
468;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2016;31653;43643;1.9;1.8;28427;;328.7;276.5;52.2;377.9;317.0;60.9;556.2;440.1;116.1
469;Zoetermeer (CP);2010;4356;35784;;;3916;2326.0;49.0;43.3;5.7;56.8;49.4;7.4;82.1;69.4;12.6
470;Zoetermeer (CP);2011;4287;35108;-1.6;-1.3;3865;2296.0;47.3;41.4;5.9;55.0;47.3;7.6;79.0;66.0;13.0
471;Zoetermeer (CP);2012;4294;34993;-0.8;-0.5;3886;2317.0;46.7;40.6;6.1;54.9;47.0;7.9;78.0;64.7;13.3
472;Zoetermeer (CP);2013;4487;36383;3.8;4.2;4046;2361.0;46.4;40.3;6.1;55.2;47.3;7.9;79.1;66.0;13.1
473;Zoetermeer (CP);2014;4602;37175;1.9;2.0;4147;2384.0;46.9;40.3;6.6;55.0;46.7;8.4;80.4;66.1;14.3
474;Zoetermeer (CP);2015;4592;37013;0.0;-0.3;4132;2339.0;46.2;39.5;6.7;53.3;44.8;8.5;77.3;62.8;14.5
475;Zoetermeer (CP);2016;4740;38092;2.2;2.1;4257;;46.9;40.2;6.7;53.8;45.4;8.4;78.8;64.1;14.7
476;Rijnmond (CP);2010;53040;44043;;;47685;26374.0;557.5;493.9;63.6;651.3;570.8;80.6;950.1;807.4;142.8
477;Rijnmond (CP);2011;52813;43546;-0.5;-0.2;47610;26665.0;552.6;486.0;66.6;650.8;567.3;83.5;950.5;803.6;146.9
478;Rijnmond (CP);2012;53859;44230;1.1;1.4;48739;27082.0;550.2;482.9;67.3;648.2;564.2;84.0;941.3;793.0;148.4
479;Rijnmond (CP);2013;53420;43778;-1.9;-1.6;48165;26907.0;538.3;470.2;68.1;632.2;547.3;84.9;922.6;773.5;149.1
480;Rijnmond (CP);2014;53410;43561;1.2;1.2;48126;27162.0;535.4;465.7;69.7;629.8;543.0;86.8;926.1;772.6;153.5
481;Rijnmond (CP);2015;57314;46438;2.0;1.7;51572;27361.0;543.2;472.3;70.9;638.2;550.7;87.5;934.9;780.1;154.9
482;Rijnmond (CP);2016;59033;47516;2.0;1.9;53017;;552.3;481.9;70.4;646.5;559.4;87.1;955.7;799.3;156.4
483;Overig Groot-Rijnmond (CP);2010;4638;23673;;;4170;2228.0;58.8;45.3;13.5;75.6;58.5;17.1;109.7;78.8;30.9
484;Overig Groot-Rijnmond (CP);2011;4739;24192;2.9;3.2;4272;2320.0;60.1;46.1;14.0;76.9;59.5;17.5;111.3;80.0;31.4
485;Overig Groot-Rijnmond (CP);2012;4917;25095;2.7;3.0;4450;2429.0;61.3;47.3;14.0;78.6;61.1;17.5;113.1;81.6;31.4
486;Overig Groot-Rijnmond (CP);2013;4947;25239;-1.6;-1.3;4460;2409.0;59.9;45.9;14.0;78.3;60.9;17.5;112.9;81.7;31.2
487;Overig Groot-Rijnmond (CP);2014;5085;25946;3.2;3.3;4582;2415.0;59.5;45.3;14.2;78.5;60.8;17.7;113.8;82.0;31.8
488;Overig Groot-Rijnmond (CP);2015;4809;27651;-6.6;-6.8;4327;2192.0;55.6;41.3;14.3;72.4;54.6;17.8;105.0;73.0;32.0
489;Overig Groot-Rijnmond (CP);2016;5037;28781;2.4;2.4;4524;;56.2;42.0;14.2;72.9;55.2;17.7;106.6;74.4;32.2
490;Drechtsteden (CP);2010;8566;36217;;;7701;4508.0;98.8;86.7;12.1;120.6;104.8;15.8;175.7;148.6;27.2
491;Drechtsteden (CP);2011;8748;36910;2.0;2.3;7886;4659.0;100.4;87.8;12.6;122.6;106.4;16.2;178.0;150.2;27.9
492;Drechtsteden (CP);2012;8641;36418;-1.7;-1.5;7820;4766.0;99.9;87.1;12.8;122.2;105.7;16.5;176.2;148.1;28.1
493;Drechtsteden (CP);2013;8700;36639;-1.3;-1.0;7844;4739.0;98.0;85.2;12.8;120.2;103.6;16.6;173.4;145.3;28.1
494;Drechtsteden (CP);2014;8898;37403;1.6;1.7;8018;4763.0;97.1;84.1;13.0;119.0;102.1;16.8;174.3;145.7;28.6
495;Drechtsteden (CP);2015;9209;38661;2.8;2.6;8286;4782.0;98.0;84.9;13.1;118.6;101.7;16.9;172.8;144.1;28.7
496;Drechtsteden (CP);2016;9485;39805;2.1;2.0;8518;;99.0;86.1;12.9;119.5;102.8;16.7;175.2;146.6;28.6
497;Overig Zuidoost-Zuid-Holland (CP);2010;4852;30561;;;4362;2515.0;59.4;49.0;10.4;76.2;63.2;13.0;109.7;86.0;23.8
498;Overig Zuidoost-Zuid-Holland (CP);2011;4851;30338;0.3;0.7;4373;2519.0;58.6;47.8;10.8;75.1;61.9;13.2;108.8;84.7;24.1
499;Overig Zuidoost-Zuid-Holland (CP);2012;4765;29611;-2.1;-1.8;4312;2581.0;58.6;47.9;10.7;76.3;63.0;13.3;109.5;85.6;23.9
500;Overig Zuidoost-Zuid-Holland (CP);2013;4982;30848;2.7;3.0;4492;2659.0;58.8;48.0;10.8;76.5;63.0;13.5;110.5;86.6;23.9
501;Overig Zuidoost-Zuid-Holland (CP);2014;5121;31635;1.6;1.7;4614;2684.0;58.9;47.9;11.0;76.8;63.0;13.8;112.7;88.1;24.6
502;Overig Zuidoost-Zuid-Holland (CP);2015;5220;32148;1.9;1.6;4697;2657.0;58.5;47.3;11.2;74.5;60.6;13.9;108.8;84.0;24.7
503;Overig Zuidoost-Zuid-Holland (CP);2016;5420;33179;2.6;2.6;4868;;59.1;48.1;11.0;75.1;61.3;13.8;110.4;85.5;24.9
504;Stadsgewest 's-Hertogenbosch (CP);2010;12726;41884;;;11441;6479.0;144.4;122.4;22.0;177.5;150.2;27.3;252.9;203.8;49.1
505;Stadsgewest 's-Hertogenbosch (CP);2011;12591;41252;-0.7;-0.3;11351;6513.0;143.0;120.5;22.5;175.9;148.2;27.7;250.9;201.2;49.6
506;Stadsgewest 's-Hertogenbosch (CP);2012;12659;41317;-0.6;-0.3;11456;6610.0;141.0;118.0;23.0;175.5;147.2;28.3;248.9;198.5;50.4
507;Stadsgewest 's-Hertogenbosch (CP);2013;12736;41427;-1.5;-1.2;11483;6561.0;138.0;114.9;23.1;172.9;144.3;28.6;245.5;194.9;50.6
508;Stadsgewest 's-Hertogenbosch (CP);2014;13039;42274;1.7;1.7;11749;6572.0;137.3;113.7;23.6;172.3;142.9;29.4;245.6;193.7;51.9
509;Stadsgewest 's-Hertogenbosch (CP);2015;13609;43030;4.3;4.1;12246;6715.0;140.8;116.8;24.0;176.2;146.6;29.7;250.0;197.6;52.4
510;Stadsgewest 's-Hertogenbosch (CP);2016;14070;44256;2.1;2.1;12636;;142.5;118.6;23.9;177.8;148.3;29.5;254.5;201.6;52.9
511;Overig Noordoost-Noord-Brabant (CP);2010;11192;33462;;;10062;5450.0;133.5;108.7;24.8;176.2;144.4;31.8;250.8;194.2;56.6
512;Overig Noordoost-Noord-Brabant (CP);2011;11772;35110;5.2;5.5;10612;5578.0;133.3;108.0;25.3;176.9;144.9;32.0;252.7;196.1;56.6
513;Overig Noordoost-Noord-Brabant (CP);2012;12446;37075;6.0;6.3;11263;5573.0;131.5;105.9;25.6;175.2;142.9;32.3;248.8;191.7;57.2
514;Overig Noordoost-Noord-Brabant (CP);2013;11760;35024;-1.7;-1.3;10603;5589.0;129.9;104.4;25.5;173.5;141.2;32.2;242.9;186.3;56.6
515;Overig Noordoost-Noord-Brabant (CP);2014;12044;35822;1.8;1.9;10852;5636.0;130.1;104.4;25.7;174.8;142.3;32.5;247.5;190.0;57.5
516;Overig Noordoost-Noord-Brabant (CP);2015;12359;37408;2.8;2.5;11121;5594.0;129.5;103.4;26.1;171.2;138.4;32.8;243.4;185.5;57.9
517;Overig Noordoost-Noord-Brabant (CP);2016;12824;38693;2.0;1.9;11517;;131.1;105.3;25.8;172.9;140.4;32.5;248.1;189.6;58.5
518;Almere (CP);2010;5814;30695;;;5227;2635.0;61.2;51.0;10.2;76.2;63.5;12.7;109.2;86.5;22.7
519;Almere (CP);2011;5876;30618;1.4;1.7;5297;2672.0;61.2;50.4;10.8;74.8;61.7;13.2;107.8;84.2;23.6
520;Almere (CP);2012;5823;29986;-1.3;-1.0;5269;2722.0;61.1;50.1;11.0;76.1;62.5;13.6;108.6;84.5;24.1
521;Almere (CP);2013;5755;29420;-3.0;-2.7;5189;2675.0;59.7;48.5;11.2;79.6;65.7;13.9;113.1;88.7;24.4
522;Almere (CP);2014;6007;30574;3.6;3.7;5413;2698.0;60.0;48.5;11.5;76.5;62.2;14.3;110.1;85.0;25.1
523;Almere (CP);2015;6229;31533;3.0;2.7;5605;2677.0;59.8;48.1;11.7;75.6;61.2;14.4;107.5;82.1;25.4
524;Almere (CP);2016;6491;32532;2.8;2.7;5829;;60.8;49.1;11.7;76.5;62.1;14.4;110.0;84.2;25.8
525;Flevoland-Midden (CP);2010;4084;30065;;;3672;2127.0;52.0;43.2;8.8;66.9;55.7;11.2;93.0;72.8;20.2
526;Flevoland-Midden (CP);2011;4098;29970;1.5;1.9;3694;2149.0;51.7;42.4;9.3;67.0;55.5;11.6;93.7;73.0;20.7
527;Flevoland-Midden (CP);2012;4158;30263;0.2;0.4;3763;2183.0;51.8;42.5;9.3;69.3;57.5;11.8;96.1;75.5;20.6
528;Flevoland-Midden (CP);2013;4096;29706;-3.6;-3.3;3693;2125.0;50.3;40.8;9.5;62.9;51.0;11.8;89.2;68.1;21.0
529;Flevoland-Midden (CP);2014;4125;29813;1.9;1.9;3717;2147.0;49.7;40.1;9.6;62.0;50.1;11.9;88.3;66.9;21.4
530;Flevoland-Midden (CP);2015;4292;30859;2.9;2.7;3862;2176.0;50.6;40.8;9.8;61.2;49.2;12.0;86.7;65.1;21.6
531;Flevoland-Midden (CP);2016;4472;31984;1.9;1.9;4016;;51.1;41.4;9.7;61.8;49.9;11.9;88.5;66.7;21.8
532;Noordoostpolder en Urk (CP);2010;1646;25457;;;1480;783.0;22.3;16.2;6.1;31.1;23.5;7.6;44.9;30.5;14.4
533;Noordoostpolder en Urk (CP);2011;1709;26253;5.4;5.7;1541;829.0;23.2;16.9;6.3;32.1;24.3;7.8;46.3;31.6;14.7
534;Noordoostpolder en Urk (CP);2012;1685;25764;-2.5;-2.3;1525;853.0;23.1;16.9;6.2;32.4;24.7;7.7;46.2;32.0;14.3
535;Noordoostpolder en Urk (CP);2013;1758;26771;1.2;1.6;1585;870.0;23.3;16.9;6.4;32.4;24.6;7.8;46.9;32.2;14.7
