ID;Regions;Periods;GDPMarketPrices_1;GDPPerCapita_2;GDPVolumechanges_3;GrossValueAddedVolumeChanges_4;ValueAddedAtBasicPrices_5;CompensationOfEmployees_6;FullTimeEquivalentFteTotal_7;FullTimeEquivalentFteEmployee_8;FullTimeEquivalentFteSelfEmployed_9;EmployedPersonsTotal_10;Employee_11;SelfEmployed_12;HoursWorkedTotal_13;HoursWorkedEmployee_14;HoursWorkedSelfEmployed_15
62;Drenthe (PV);2016;14119;28802;2.0;2.0;12680;;169.1;133.6;35.5;228.9;184.4;44.5;316.2;235.3;80.9
63;Overijssel (PV);2010;35087;30985;;;31545;18431.0;441.9;369.2;72.7;594.0;498.9;95.1;810.2;643.2;166.9
64;Overijssel (PV);2011;36236;31896;3.3;3.6;32666;19053.0;448.2;373.3;74.9;601.9;506.0;95.9;823.3;654.5;168.8
65;Overijssel (PV);2012;35379;31075;-3.4;-3.1;32016;19159.0;442.6;366.8;75.8;598.5;500.6;97.9;812.5;642.1;170.5
66;Overijssel (PV);2013;35703;31332;-1.1;-0.8;32191;19206.0;436.5;359.6;76.9;588.8;490.0;98.8;799.8;628.0;171.8
67;Overijssel (PV);2014;36554;32060;1.4;1.5;32938;19287.0;432.2;355.0;77.2;587.2;488.3;98.9;803.3;629.4;174.0
68;Overijssel (PV);2015;37525;32846;2.8;2.5;33766;19316.0;434.8;356.4;78.4;585.7;486.0;99.7;801.5;626.1;175.4
69;Overijssel (PV);2016;39059;34083;2.7;2.6;35078;;439.9;362.2;77.7;591.2;492.0;99.2;815.9;639.3;176.6
70;Flevoland (PV);2010;11544;29607;;;10379;5545.0;135.5;110.4;25.1;174.1;142.6;31.5;247.1;189.8;57.2
71;Flevoland (PV);2011;11683;29671;2.0;2.3;10532;5650.0;136.1;109.7;26.4;173.9;141.4;32.6;247.8;188.8;59.0
72;Flevoland (PV);2012;11667;29389;-1.0;-0.7;10558;5757.0;136.0;109.6;26.4;177.8;144.7;33.1;250.9;192.0;59.0
73;Flevoland (PV);2013;11609;29083;-2.6;-2.3;10467;5670.0;133.3;106.2;27.1;174.8;141.4;33.5;249.1;189.0;60.1
74;Flevoland (PV);2014;11935;29775;3.0;3.1;10754;5736.0;133.3;105.8;27.5;171.4;137.3;34.1;246.6;185.1;61.6
75;Flevoland (PV);2015;12405;30787;2.9;2.7;11162;5755.0;134.4;106.4;28.0;170.0;135.6;34.4;243.0;180.9;62.1
76;Flevoland (PV);2016;12959;31923;2.6;2.5;11638;;136.2;108.4;27.8;171.9;137.7;34.2;248.2;185.6;62.6
77;Gelderland (PV);2010;63413;31678;;;57011;33348.0;792.6;659.7;132.9;1028.0;858.3;169.7;1440.8;1138.8;302.1
78;Gelderland (PV);2011;65717;32732;3.6;3.9;59243;34338.0;801.4;664.3;137.1;1043.9;871.2;172.7;1458.9;1152.8;306.1
79;Gelderland (PV);2012;64630;32102;-2.6;-2.3;58486;34749.0;794.1;655.1;139.0;1039.4;864.5;174.9;1443.6;1134.2;309.4
80;Gelderland (PV);2013;65020;32224;-1.3;-0.9;58624;34668.0;781.6;640.9;140.7;1021.5;844.3;177.2;1421.5;1109.7;311.7
81;Gelderland (PV);2014;66598;32918;1.6;1.6;60009;34897.0;778.2;635.3;142.9;1015.5;835.0;180.4;1430.0;1111.1;318.9
82;Gelderland (PV);2015;68249;33604;2.4;2.1;61412;34962.0;782.8;637.5;145.3;1016.9;835.0;181.9;1425.9;1104.3;321.6
83;Gelderland (PV);2016;70789;34673;2.3;2.2;63575;;792.2;648.0;144.2;1026.7;845.7;181.0;1452.6;1128.1;324.5
84;Utrecht (PV);2010;55923;45657;;;50277;29076.0;614.5;534.3;80.2;726.6;627.5;99.2;1042.7;862.4;180.3
85;Utrecht (PV);2011;56274;45642;0.9;1.2;50730;29495.0;614.8;530.9;83.9;728.7;626.9;101.8;1044.7;860.3;184.5
86;Utrecht (PV);2012;56331;45384;-1.3;-1.0;50976;30092.0;612.8;527.3;85.5;729.6;624.7;104.9;1040.7;852.9;187.8
87;Utrecht (PV);2013;57209;45786;0.3;0.7;51581;30394.0;608.7;522.1;86.6;727.8;621.6;106.2;1040.0;850.4;189.7
88;Utrecht (PV);2014;58068;46136;0.7;0.7;52323;30420.0;604.6;515.6;89.0;727.9;618.3;109.6;1047.1;851.4;195.7
89;Utrecht (PV);2015;59530;46926;2.5;2.3;53566;30353.0;606.3;515.7;90.6;730.0;619.3;110.6;1047.9;850.3;197.6
90;Utrecht (PV);2016;61452;48045;2.5;2.4;55189;;614.9;524.7;90.2;737.5;627.3;110.2;1068.4;868.4;200.0
91;Noord-Holland (PV);2010;124982;46630;;;112364;60215.0;1298.6;1104.1;194.5;1519.0;1285.1;233.9;2197.8;1761.1;436.6
92;Noord-Holland (PV);2011;126518;46847;2.8;3.1;114054;62328.0;1318.8;1115.8;203.0;1542.4;1301.7;240.7;2236.3;1789.6;446.8
93;Noord-Holland (PV);2012;127199;46815;-0.6;-0.3;115107;63213.0;1312.1;1106.1;206.0;1542.4;1294.8;247.7;2221.3;1768.0;453.3
94;Noord-Holland (PV);2013;130973;47926;1.5;1.8;118089;64571.0;1309.7;1099.8;209.9;1539.7;1288.6;251.2;2227.6;1767.2;460.5
95;Noord-Holland (PV);2014;136938;49766;4.0;4.1;123390;66040.0;1325.2;1108.5;216.7;1547.6;1287.2;260.4;2259.0;1781.3;477.7
96;Noord-Holland (PV);2015;143668;51802;3.6;3.3;129275;67342.0;1357.5;1136.6;220.9;1603.4;1340.6;262.8;2329.6;1847.1;482.5
97;Noord-Holland (PV);2016;148243;52998;3.0;2.9;133135;;1377.3;1157.3;220.0;1622.9;1360.9;262.0;2380.0;1891.2;488.8
98;Zuid-Holland (PV);2010;136918;38931;;;123095;69845.0;1533.6;1324.1;209.5;1826.7;1566.6;260.1;2648.3;2175.5;472.8
99;Zuid-Holland (PV);2011;136354;38514;-0.4;-0.1;122921;70359.0;1520.8;1301.9;218.9;1823.8;1555.6;268.2;2645.7;2160.6;485.1
100;Zuid-Holland (PV);2012;137655;38687;0.0;0.3;124569;71745.0;1517.2;1295.6;221.6;1821.0;1548.0;273.0;2624.0;2133.9;490.1
101;Zuid-Holland (PV);2013;137832;38603;-1.1;-0.8;124273;71716.0;1490.6;1268.8;221.8;1798.8;1525.2;273.5;2600.9;2113.2;487.7
102;Zuid-Holland (PV);2014;139670;38921;1.4;1.4;125852;72284.0;1488.7;1258.5;230.2;1791.8;1509.1;282.7;2615.7;2106.5;509.1
103;Zuid-Holland (PV);2015;145983;40426;2.2;1.9;131358;72540.0;1499.7;1265.6;234.1;1800.5;1515.5;285.0;2616.1;2102.6;513.5
104;Zuid-Holland (PV);2016;150675;41437;2.1;2.0;135319;;1520.6;1288.2;232.4;1820.0;1536.4;283.6;2668.5;2150.3;518.2
105;Zeeland (PV);2010;11179;29304;;;10050;5432.0;136.8;108.4;28.4;180.7;144.3;36.4;254.5;188.9;65.6
106;Zeeland (PV);2011;11448;30010;0.9;1.3;10320;5610.0;138.4;109.6;28.8;183.3;146.7;36.7;258.3;192.8;65.5
107;Zeeland (PV);2012;11325;29706;-1.8;-1.5;10248;5663.0;137.3;107.9;29.4;182.1;145.0;37.1;256.1;189.3;66.8
108;Zeeland (PV);2013;11340;29776;-0.9;-0.6;10224;5644.0;135.4;106.1;29.3;178.9;141.6;37.3;252.4;186.2;66.2
109;Zeeland (PV);2014;11535;30302;2.4;2.5;10394;5685.0;134.5;104.9;29.6;179.4;141.4;38.0;253.7;186.3;67.4
110;Zeeland (PV);2015;11931;31316;1.8;1.5;10736;5678.0;134.9;104.9;30.0;179.2;141.0;38.3;252.9;185.1;67.9
111;Zeeland (PV);2016;12242;32097;2.0;1.9;10994;;136.4;106.7;29.7;180.6;142.6;38.0;257.1;188.9;68.2
112;Noord-Brabant (PV);2010;93365;38121;;;83939;45955.0;1060.2;892.9;167.3;1346.0;1134.3;211.7;1909.5;1531.0;378.5
113;Noord-Brabant (PV);2011;96360;39187;3.5;3.9;86867;47328.0;1068.1;896.4;171.7;1360.8;1146.9;214.0;1931.2;1550.1;381.1
114;Noord-Brabant (PV);2012;96509;39114;-0.6;-0.3;87334;48123.0;1060.5;886.7;173.8;1357.1;1139.3;217.8;1916.5;1531.4;385.1
115;Noord-Brabant (PV);2013;96869;39137;-0.9;-0.5;87340;48329.0;1046.3;871.5;174.8;1336.7;1117.9;218.8;1892.4;1506.7;385.7
116;Noord-Brabant (PV);2014;99399;40015;1.9;2.0;89565;48974.0;1045.1;867.6;177.5;1339.7;1117.1;222.6;1908.5;1514.3;394.2
117;Noord-Brabant (PV);2015;103810;41628;3.4;3.1;93410;49453.0;1059.4;878.8;180.6;1356.0;1131.6;224.4;1923.7;1526.1;397.6
118;Noord-Brabant (PV);2016;107888;43058;2.5;2.5;96893;;1074.5;895.4;179.1;1372.9;1149.6;223.3;1963.9;1562.8;401.1
119;Limburg (PV);2010;34669;30881;;;31169;17844.0;426.1;356.7;69.4;559.0;468.1;90.9;787.5;629.6;157.9
120;Limburg (PV);2011;35617;31720;2.2;2.6;32108;18382.0;430.7;359.2;71.5;565.3;473.7;91.6;800.5;640.9;159.5
121;Limburg (PV);2012;35136;31302;-1.5;-1.2;31796;18650.0;428.3;356.9;71.4;562.2;469.8;92.4;788.8;629.9;158.9
122;Limburg (PV);2013;35670;31821;-0.7;-0.3;32161;18759.0;424.1;352.3;71.8;553.7;461.0;92.7;779.0;619.7;159.3
123;Limburg (PV);2014;36157;32313;0.2;0.3;32580;18711.0;418.5;346.5;72.0;550.7;457.9;92.8;777.1;616.1;160.9
124;Limburg (PV);2015;37874;33904;2.7;2.4;34080;18668.0;420.1;347.0;73.1;554.2;460.7;93.5;780.6;618.4;162.2
125;Limburg (PV);2016;39329;35213;2.2;2.1;35321;;425.8;353.3;72.5;560.6;467.5;93.1;796.9;633.3;163.6
126;Oost-Groningen (CR);2010;2663;17546;;;2394;1419.0;40.4;30.9;9.5;55.5;43.1;12.4;76.7;54.9;21.8
127;Oost-Groningen (CR);2011;2938;19440;9.9;10.2;2649;1574.0;43.3;33.6;9.7;58.9;46.4;12.5;80.7;58.6;22.1
128;Oost-Groningen (CR);2012;2891;19234;-2.3;-2.1;2616;1572.0;42.4;32.6;9.8;58.8;45.9;12.8;79.3;57.1;22.2
129;Oost-Groningen (CR);2013;2911;19486;-1.6;-1.3;2625;1573.0;41.9;32.0;9.9;57.4;44.6;12.7;78.5;56.4;22.1
130;Oost-Groningen (CR);2014;3030;20342;3.7;3.8;2730;1616.0;42.1;32.3;9.8;57.2;44.6;12.6;79.8;57.6;22.2
131;Oost-Groningen (CR);2015;3086;20743;2.0;1.8;2777;1615.0;42.2;32.3;9.9;56.6;43.9;12.7;78.4;56.1;22.3
132;Oost-Groningen (CR);2016;3191;21563;1.5;1.5;2866;;42.6;32.7;9.9;56.9;44.3;12.6;79.6;57.1;22.5
133;Delfzijl en omgeving (CR);2010;1294;26332;;;1163;618.0;14.9;11.9;3.0;19.6;15.6;4.0;27.7;20.7;6.9
134;Delfzijl en omgeving (CR);2011;1408;28770;9.2;9.5;1269;658.0;15.3;12.2;3.1;19.8;15.8;4.0;28.3;21.4;7.0
135;Delfzijl en omgeving (CR);2012;1333;27458;-5.9;-5.6;1206;654.0;14.8;11.8;3.0;19.9;15.9;4.0;28.4;21.5;6.8
136;Delfzijl en omgeving (CR);2013;1315;27303;-5.4;-5.1;1186;627.0;14.1;11.2;2.9;18.7;14.8;3.9;26.5;19.8;6.7
137;Delfzijl en omgeving (CR);2014;1382;28937;4.4;4.4;1245;620.0;13.8;10.8;3.0;18.7;14.8;3.9;26.4;19.7;6.7
138;Delfzijl en omgeving (CR);2015;1441;30442;1.6;1.3;1297;622.0;13.9;10.9;3.0;18.7;14.7;4.0;26.4;19.6;6.7
139;Delfzijl en omgeving (CR);2016;1441;30672;2.3;2.2;1294;;14.0;11.0;3.0;18.8;14.8;4.0;26.8;20.0;6.8
140;Overig Groningen (CR);2010;24565;65166;;;22085;6803.0;158.2;133.6;24.6;204.1;173.1;30.9;281.8;225.9;55.9
141;Overig Groningen (CR);2011;25195;66326;-4.9;-4.6;22713;6868.0;157.6;132.0;25.6;204.0;172.3;31.7;280.8;223.6;57.1
142;Overig Groningen (CR);2012;27351;71518;0.0;0.3;24751;7001.0;157.0;131.2;25.8;200.8;168.5;32.3;276.1;218.5;57.6
143;Overig Groningen (CR);2013;29094;75635;7.0;7.3;26232;7144.0;157.2;131.1;26.1;200.0;167.3;32.7;275.4;217.5;58.0
144;Overig Groningen (CR);2014;24782;64099;-9.3;-9.2;22330;7199.0;156.6;130.2;26.4;199.8;166.9;33.0;276.3;217.2;59.0
145;Overig Groningen (CR);2015;21503;55460;-10.1;-10.3;19349;7262.0;157.6;130.7;26.9;202.3;169.0;33.3;277.7;218.1;59.6
146;Overig Groningen (CR);2016;19470;50092;-2.5;-2.6;17486;;159.6;132.9;26.7;204.5;171.4;33.1;283.1;223.0;60.1
147;Noord-Friesland (CR);2010;9307;27992;;;8367;4510.0;113.4;88.8;24.6;155.7;124.5;31.1;214.3;157.8;56.5
148;Noord-Friesland (CR);2011;9742;29271;3.1;3.5;8782;4572.0;112.8;87.3;25.5;157.0;125.4;31.6;216.5;159.0;57.6
149;Noord-Friesland (CR);2012;9738;29257;-3.4;-3.1;8812;4553.0;111.3;85.6;25.7;154.5;122.2;32.3;210.8;152.7;58.0
150;Noord-Friesland (CR);2013;9811;29473;-0.6;-0.3;8846;4549.0;110.2;84.2;26.0;149.0;116.6;32.3;205.0;146.9;58.2
151;Noord-Friesland (CR);2014;9563;29494;-2.4;-2.3;8617;4496.0;106.6;81.2;25.4;147.0;115.2;31.7;203.5;146.1;57.4
152;Noord-Friesland (CR);2015;9511;29347;0.8;0.5;8558;4491.0;107.0;81.2;25.8;145.7;113.7;32.0;200.5;142.7;57.8
153;Noord-Friesland (CR);2016;9459;29174;0.7;0.6;8495;;107.9;82.3;25.6;146.6;114.8;31.8;203.6;145.3;58.3
154;Zuidwest-Friesland (CR);2010;2420;22783;;;2176;1248.0;35.2;25.9;9.3;48.8;37.4;11.5;68.7;47.2;21.5
155;Zuidwest-Friesland (CR);2011;2393;22500;-0.9;-0.6;2157;1240.0;34.8;25.1;9.7;48.4;36.7;11.7;68.4;46.3;22.1
156;Zuidwest-Friesland (CR);2012;2364;22219;-1.6;-1.3;2139;1266.0;34.8;25.1;9.7;48.8;37.0;11.8;68.2;46.0;22.2
157;Zuidwest-Friesland (CR);2013;2375;22338;-2.1;-1.8;2141;1252.0;34.2;24.5;9.7;47.4;35.6;11.7;66.1;44.2;21.9
158;Zuidwest-Friesland (CR);2014;2975;21958;23.4;23.5;2681;1502.0;41.7;29.0;12.7;60.7;45.4;15.4;85.1;56.3;28.9
159;Zuidwest-Friesland (CR);2015;3061;22616;3.8;3.6;2754;1506.0;42.0;29.2;12.8;59.4;44.0;15.5;83.6;54.6;29.0
160;Zuidwest-Friesland (CR);2016;3173;23412;2.4;2.4;2850;;42.3;29.6;12.7;59.8;44.5;15.3;84.8;55.7;29.1
161;Zuidoost-Friesland (CR);2010;5588;26854;;;5024;2943.0;75.3;59.6;15.7;102.0;82.2;19.8;141.9;105.9;36.0
162;Zuidoost-Friesland (CR);2011;5966;28668;6.8;7.1;5378;3150.0;78.3;62.0;16.3;104.2;84.0;20.2;145.9;109.0;36.8
163;Zuidoost-Friesland (CR);2012;5950;28633;-1.6;-1.3;5384;3167.0;77.3;61.1;16.2;104.7;84.4;20.3;144.6;108.0;36.6
164;Zuidoost-Friesland (CR);2013;5854;28227;-3.8;-3.5;5278;3083.0;75.0;58.6;16.4;102.3;81.7;20.6;141.5;104.6;36.9
165;Zuidoost-Friesland (CR);2014;5740;30767;-2.6;-2.5;5172;2936.0;69.4;54.6;14.8;93.5;74.8;18.6;129.5;96.1;33.4
166;Zuidoost-Friesland (CR);2015;5721;30641;0.4;0.1;5148;2940.0;70.4;55.4;15.0;93.5;74.7;18.8;129.5;95.8;33.7
167;Zuidoost-Friesland (CR);2016;5950;31868;2.7;2.6;5344;;71.3;56.5;14.8;94.3;75.6;18.7;131.9;97.9;34.0
168;Noord-Drenthe (CR);2010;5079;26802;;;4566;2734.0;67.7;55.0;12.7;87.9;71.5;16.4;119.2;90.2;29.0
169;Noord-Drenthe (CR);2011;5084;26785;-0.3;0.0;4583;2791.0;67.5;54.5;13.0;85.4;68.9;16.5;116.5;87.3;29.2
170;Noord-Drenthe (CR);2012;5151;27149;-0.6;-0.3;4661;2784.0;66.3;53.1;13.2;85.4;68.6;16.8;116.1;86.4;29.7
171;Noord-Drenthe (CR);2013;5096;26882;-2.7;-2.4;4595;2743.0;64.7;51.5;13.2;85.0;68.3;16.7;115.1;85.5;29.6
172;Noord-Drenthe (CR);2014;5262;27779;2.3;2.4;4741;2808.0;64.8;51.4;13.4;84.6;67.6;16.9;115.5;85.3;30.2
173;Noord-Drenthe (CR);2015;5392;28457;2.9;2.6;4852;2827.0;65.3;51.7;13.6;84.8;67.7;17.1;116.3;85.8;30.5
174;Noord-Drenthe (CR);2016;5541;29003;1.9;1.9;4976;;65.7;52.2;13.5;85.2;68.2;17.0;118.0;87.2;30.8
175;Zuidoost-Drenthe (CR);2010;4341;25317;;;3903;2079.0;54.0;42.7;11.3;74.5;59.7;14.8;102.7;76.8;26.0
176;Zuidoost-Drenthe (CR);2011;4424;25882;0.0;0.3;3988;2122.0;54.2;42.5;11.7;74.4;59.7;14.8;103.4;77.3;26.1
177;Zuidoost-Drenthe (CR);2012;4429;26023;-1.5;-1.2;4008;2146.0;53.4;41.8;11.6;74.1;59.3;14.8;101.4;75.2;26.1
178;Zuidoost-Drenthe (CR);2013;4453;26251;-0.5;-0.2;4015;2130.0;52.2;40.7;11.5;73.1;58.6;14.5;100.5;74.7;25.8
179;Zuidoost-Drenthe (CR);2014;4466;26406;1.4;1.5;4024;2158.0;52.2;40.6;11.6;72.6;57.9;14.7;100.2;74.0;26.2
