ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;SLZomerhuisjeBungalowTweedeWoning_4;OverigeSeizoenrecreatieveLogiesvormen_5;TotaalToeristischeLogiesvormen_6;TLWoningVanAndereParticulier_7;TLHotel_8;TLZomerhuisjeVakantiebungalow_9;TLTentBungalowtent_10;TLCaravanVouwwagen_11;OverigeToeristischeLogiesvormen_12
664;Lijnboot, veerboot, ferry;2006;16.0;6.0;0.0;2.0;3.0;10.0;0.0;2.0;4.0;0.0;2.0;2.0
665;Lijnboot, veerboot, ferry;2007;24.0;0.0;0.0;0.0;0.0;24.0;5.0;0.0;6.0;7.0;0.0;5.0
666;Lijnboot, veerboot, ferry;2008;24.0;0.0;0.0;0.0;;24.0;5.0;0.0;5.0;6.0;0.0;8.0
667;Lijnboot, veerboot, ferry;2009;24.0;7.0;7.0;0.0;0.0;17.0;2.0;1.0;2.0;4.0;2.0;6.0
668;Lijnboot, veerboot, ferry;2010;50.0;6.0;0.0;3.0;4.0;43.0;0.0;0.0;18.0;4.0;9.0;13.0
669;Lijnboot, veerboot, ferry;2011;21.0;0.0;0.0;0.0;0.0;21.0;0.0;2.0;9.0;2.0;2.0;6.0
670;Lijnboot, veerboot, ferry;2012;32.0;;;;;;;;;;;
671;Lijnboot, veerboot, ferry;2013;;;;;;;;;;;;
672;Lijnboot, veerboot, ferry;2014;;;;;;;;;;;;
673;Lijnboot, veerboot, ferry;2015;;;;;;;;;;;;
674;Lijnboot, veerboot, ferry;2016;;;;;;;;;;;;
675;Overige vervoermiddelen;2002;274.0;101.0;28.0;17.0;56.0;173.0;16.0;13.0;49.0;16.0;44.0;35.0
676;Overige vervoermiddelen;2003;125.0;43.0;13.0;10.0;20.0;82.0;13.0;2.0;14.0;16.0;8.0;29.0
677;Overige vervoermiddelen;2004;102.0;23.0;4.0;9.0;9.0;79.0;16.0;14.0;9.0;15.0;10.0;15.0
678;Overige vervoermiddelen;2005;110.0;53.0;16.0;8.0;29.0;57.0;7.0;1.0;15.0;4.0;8.0;21.0
679;Overige vervoermiddelen;2006;133.0;53.0;11.0;12.0;30.0;80.0;2.0;17.0;25.0;7.0;3.0;25.0
680;Overige vervoermiddelen;2007;112.0;33.0;16.0;12.0;5.0;80.0;8.0;8.0;27.0;11.0;11.0;15.0
681;Overige vervoermiddelen;2008;112.0;47.0;30.0;10.0;;66.0;24.0;4.0;16.0;8.0;7.0;6.0
682;Overige vervoermiddelen;2009;100.0;36.0;3.0;22.0;11.0;64.0;12.0;7.0;10.0;17.0;5.0;14.0
683;Overige vervoermiddelen;2010;107.0;53.0;5.0;26.0;21.0;54.0;11.0;3.0;21.0;9.0;0.0;10.0
684;Overige vervoermiddelen;2011;74.0;34.0;13.0;5.0;16.0;40.0;2.0;2.0;9.0;3.0;4.0;19.0
685;Overige vervoermiddelen;2012;81.0;;;;;;;;;;;
686;Overige vervoermiddelen;2013;;;;;;;;;;;;
687;Overige vervoermiddelen;2014;;;;;;;;;;;;
688;Overige vervoermiddelen;2015;;;;;;;;;;;;
689;Overige vervoermiddelen;2016;;;;;;;;;;;;
690;1 Persoon;2002;623.0;109.0;77.0;8.0;24.0;514.0;148.0;88.0;86.0;35.0;65.0;91.0
691;1 Persoon;2003;626.0;100.0;52.0;34.0;14.0;526.0;102.0;81.0;119.0;61.0;103.0;60.0
692;1 Persoon;2004;505.0;119.0;33.0;66.0;19.0;386.0;76.0;66.0;102.0;13.0;82.0;46.0
693;1 Persoon;2005;416.0;52.0;32.0;14.0;6.0;363.0;62.0;59.0;89.0;13.0;93.0;48.0
694;1 Persoon;2006;405.0;29.0;14.0;5.0;11.0;376.0;88.0;80.0;87.0;21.0;58.0;42.0
695;1 Persoon;2007;423.0;34.0;18.0;4.0;12.0;389.0;79.0;79.0;87.0;3.0;89.0;53.0
696;1 Persoon;2008;471.0;75.0;64.0;4.0;6.0;396.0;121.0;35.0;101.0;16.0;70.0;53.0
697;1 Persoon;2009;667.0;45.0;23.0;6.0;17.0;622.0;107.0;87.0;176.0;22.0;171.0;60.0
698;1 Persoon;2010;475.0;72.0;29.0;8.0;34.0;403.0;86.0;42.0;80.0;28.0;112.0;56.0
699;1 Persoon;2011;408.0;57.0;17.0;14.0;26.0;352.0;64.0;34.0;144.0;10.0;67.0;33.0
700;1 Persoon;2012;397.0;44.0;17.0;8.0;20.0;353.0;62.0;50.0;95.0;4.0;102.0;40.0
701;1 Persoon;2013;;;;;;;;;;;;
702;1 Persoon;2014;;;;;;;;;;;;
703;1 Persoon;2015;197.0;42.0;13.0;18.0;11.0;155.0;31.0;31.0;26.0;18.0;16.0;31.0
704;1 Persoon;2016;;;;;;;;;;;;
705;2 Personen;2002;3427.0;1209.0;661.0;350.0;198.0;2218.0;345.0;377.0;680.0;120.0;512.0;183.0
706;2 Personen;2003;3024.0;1073.0;546.0;316.0;212.0;1951.0;265.0;340.0;608.0;102.0;427.0;208.0
707;2 Personen;2004;3052.0;1090.0;531.0;399.0;160.0;1963.0;309.0;293.0;651.0;110.0;432.0;167.0
708;2 Personen;2005;3153.0;1076.0;544.0;290.0;242.0;2077.0;255.0;409.0;702.0;99.0;436.0;177.0
709;2 Personen;2006;3405.0;1255.0;620.0;366.0;269.0;2150.0;263.0;343.0;774.0;64.0;470.0;237.0
710;2 Personen;2007;3137.0;1062.0;480.0;358.0;225.0;2075.0;214.0;370.0;810.0;72.0;441.0;167.0
711;2 Personen;2008;3013.0;1003.0;419.0;369.0;214.0;2010.0;258.0;374.0;678.0;75.0;437.0;187.0
712;2 Personen;2009;3134.0;1042.0;538.0;302.0;203.0;2092.0;272.0;300.0;844.0;84.0;422.0;170.0
713;2 Personen;2010;3261.0;1028.0;473.0;360.0;195.0;2233.0;324.0;318.0;770.0;60.0;556.0;206.0
714;2 Personen;2011;3144.0;900.0;442.0;302.0;156.0;2244.0;302.0;309.0;830.0;66.0;549.0;188.0
715;2 Personen;2012;3098.0;996.0;531.0;324.0;141.0;2102.0;298.0;329.0;748.0;70.0;491.0;165.0
716;2 Personen;2013;3310.0;911.0;399.0;329.0;183.0;2398.0;408.0;316.0;800.0;69.0;606.0;199.0
717;2 Personen;2014;3193.0;839.0;376.0;317.0;146.0;2355.0;419.0;348.0;781.0;57.0;595.0;156.0
718;2 Personen;2015;3364.0;960.0;376.0;419.0;165.0;2404.0;343.0;411.0;811.0;68.0;630.0;141.0
719;2 Personen;2016;3380.0;897.0;468.0;245.0;184.0;2484.0;384.0;388.0;864.0;52.0;641.0;155.0
720;3 Personen;2002;800.0;177.0;62.0;58.0;57.0;623.0;52.0;22.0;292.0;65.0;140.0;54.0
721;3 Personen;2003;883.0;288.0;147.0;68.0;72.0;595.0;57.0;16.0;320.0;39.0;118.0;46.0
722;3 Personen;2004;804.0;183.0;107.0;44.0;32.0;621.0;44.0;26.0;304.0;51.0;131.0;67.0
723;3 Personen;2005;762.0;143.0;95.0;13.0;36.0;619.0;37.0;21.0;315.0;59.0;134.0;53.0
724;3 Personen;2006;868.0;221.0;120.0;59.0;43.0;647.0;45.0;23.0;338.0;47.0;145.0;48.0
725;3 Personen;2007;818.0;138.0;87.0;35.0;15.0;680.0;49.0;36.0;356.0;59.0;118.0;64.0
726;3 Personen;2008;846.0;225.0;83.0;108.0;34.0;621.0;54.0;24.0;349.0;44.0;110.0;40.0
727;3 Personen;2009;766.0;164.0;77.0;55.0;32.0;601.0;38.0;34.0;345.0;32.0;124.0;27.0
728;3 Personen;2010;986.0;256.0;104.0;104.0;49.0;730.0;59.0;36.0;424.0;41.0;122.0;48.0
729;3 Personen;2011;879.0;139.0;81.0;33.0;26.0;740.0;61.0;47.0;417.0;33.0;133.0;47.0
730;3 Personen;2012;951.0;234.0;104.0;94.0;37.0;717.0;69.0;27.0;437.0;30.0;130.0;25.0
731;3 Personen;2013;1009.0;201.0;69.0;91.0;42.0;808.0;64.0;19.0;473.0;58.0;161.0;34.0
732;3 Personen;2014;861.0;164.0;80.0;60.0;24.0;697.0;87.0;12.0;388.0;62.0;114.0;34.0
733;3 Personen;2015;1018.0;149.0;60.0;40.0;48.0;870.0;94.0;26.0;489.0;48.0;182.0;30.0
734;3 Personen;2016;946.0;127.0;59.0;52.0;16.0;819.0;112.0;30.0;417.0;50.0;179.0;31.0
735;4 Personen;2002;1925.0;350.0;183.0;106.0;61.0;1575.0;83.0;72.0;809.0;108.0;430.0;74.0
736;4 Personen;2003;1905.0;353.0;222.0;73.0;59.0;1551.0;88.0;49.0;847.0;114.0;351.0;103.0
737;4 Personen;2004;2069.0;319.0;240.0;55.0;24.0;1750.0;75.0;73.0;901.0;145.0;467.0;89.0
738;4 Personen;2005;1858.0;295.0;181.0;72.0;41.0;1564.0;107.0;39.0;815.0;101.0;412.0;89.0
739;4 Personen;2006;1877.0;331.0;178.0;71.0;82.0;1546.0;85.0;42.0;850.0;106.0;389.0;74.0
740;4 Personen;2007;1917.0;301.0;185.0;59.0;56.0;1616.0;81.0;46.0;905.0;96.0;395.0;95.0
741;4 Personen;2008;2037.0;352.0;194.0;114.0;45.0;1684.0;86.0;51.0;964.0;117.0;369.0;97.0
742;4 Personen;2009;2031.0;387.0;144.0;168.0;75.0;1644.0;74.0;65.0;932.0;123.0;370.0;81.0
743;4 Personen;2010;1795.0;295.0;164.0;81.0;51.0;1500.0;93.0;59.0;840.0;50.0;352.0;106.0
744;4 Personen;2011;1793.0;334.0;203.0;91.0;39.0;1459.0;82.0;38.0;900.0;55.0;335.0;50.0
745;4 Personen;2012;1760.0;245.0;134.0;88.0;23.0;1515.0;139.0;47.0;891.0;92.0;282.0;64.0
746;4 Personen;2013;1852.0;295.0;140.0;131.0;25.0;1556.0;144.0;54.0;821.0;99.0;342.0;97.0
747;4 Personen;2014;1663.0;291.0;134.0;123.0;33.0;1372.0;124.0;48.0;745.0;70.0;347.0;37.0
748;4 Personen;2015;1581.0;219.0;78.0;122.0;19.0;1362.0;129.0;40.0;734.0;125.0;285.0;48.0
749;4 Personen;2016;1624.0;249.0;105.0;133.0;12.0;1375.0;167.0;48.0;716.0;92.0;292.0;60.0
750;5 Personen;2002;910.0;124.0;72.0;41.0;11.0;786.0;49.0;14.0;401.0;97.0;162.0;64.0
751;5 Personen;2003;987.0;186.0;99.0;72.0;15.0;801.0;93.0;6.0;404.0;91.0;153.0;54.0
752;5 Personen;2004;914.0;119.0;54.0;46.0;20.0;795.0;45.0;2.0;470.0;65.0;175.0;38.0
753;5 Personen;2005;843.0;124.0;82.0;30.0;12.0;719.0;46.0;31.0;417.0;58.0;135.0;32.0
754;5 Personen;2006;814.0;127.0;63.0;50.0;15.0;686.0;56.0;12.0;415.0;51.0;121.0;31.0
755;5 Personen;2007;772.0;112.0;58.0;40.0;14.0;661.0;35.0;11.0;413.0;61.0;127.0;14.0
756;5 Personen;2008;712.0;104.0;53.0;40.0;11.0;607.0;39.0;13.0;343.0;66.0;125.0;22.0
757;5 Personen;2009;745.0;90.0;59.0;28.0;3.0;655.0;56.0;13.0;385.0;44.0;134.0;23.0
758;5 Personen;2010;802.0;89.0;59.0;14.0;15.0;713.0;60.0;5.0;423.0;44.0;139.0;41.0
759;5 Personen;2011;786.0;108.0;66.0;23.0;18.0;679.0;38.0;10.0;398.0;61.0;135.0;36.0
760;5 Personen;2012;704.0;126.0;59.0;59.0;8.0;578.0;58.0;18.0;348.0;37.0;94.0;23.0
761;5 Personen;2013;732.0;130.0;48.0;71.0;11.0;602.0;79.0;3.0;335.0;53.0;121.0;11.0
762;5 Personen;2014;688.0;78.0;34.0;23.0;21.0;610.0;93.0;5.0;314.0;56.0;137.0;5.0
763;5 Personen;2015;620.0;57.0;35.0;19.0;3.0;563.0;84.0;5.0;294.0;37.0;118.0;25.0
764;5 Personen;2016;738.0;103.0;47.0;52.0;4.0;636.0;74.0;10.0;380.0;48.0;106.0;17.0
765;6 Personen;2002;500.0;32.0;27.0;0.0;5.0;468.0;21.0;6.0;344.0;21.0;51.0;25.0
766;6 Personen;2003;512.0;29.0;15.0;11.0;3.0;483.0;8.0;4.0;330.0;39.0;72.0;30.0
767;6 Personen;2004;613.0;39.0;31.0;0.0;8.0;574.0;26.0;3.0;387.0;42.0;99.0;16.0
768;6 Personen;2005;484.0;25.0;12.0;7.0;6.0;459.0;22.0;12.0;326.0;32.0;51.0;16.0
769;6 Personen;2006;471.0;42.0;14.0;26.0;1.0;429.0;29.0;12.0;296.0;14.0;51.0;28.0
770;6 Personen;2007;484.0;50.0;24.0;21.0;6.0;434.0;26.0;7.0;307.0;24.0;62.0;8.0
771;6 Personen;2008;548.0;44.0;11.0;25.0;8.0;503.0;23.0;12.0;363.0;19.0;76.0;11.0
772;6 Personen;2009;559.0;65.0;20.0;40.0;4.0;493.0;29.0;5.0;363.0;22.0;62.0;14.0
773;6 Personen;2010;385.0;22.0;4.0;9.0;10.0;363.0;14.0;6.0;246.0;15.0;60.0;21.0
774;6 Personen;2011;477.0;31.0;11.0;16.0;3.0;446.0;10.0;17.0;317.0;28.0;61.0;14.0
775;6 Personen;2012;357.0;35.0;17.0;15.0;2.0;323.0;24.0;7.0;218.0;21.0;48.0;4.0
776;6 Personen;2013;366.0;39.0;11.0;14.0;14.0;327.0;29.0;3.0;210.0;30.0;53.0;2.0
777;6 Personen;2014;437.0;64.0;14.0;45.0;6.0;373.0;30.0;7.0;261.0;28.0;41.0;6.0
778;6 Personen;2015;450.0;43.0;6.0;32.0;5.0;408.0;40.0;7.0;298.0;26.0;26.0;11.0
779;6 Personen;2016;437.0;32.0;10.0;20.0;1.0;405.0;52.0;3.0;262.0;37.0;30.0;20.0
780;7 Personen;2002;231.0;10.0;4.0;2.0;4.0;221.0;4.0;5.0;142.0;14.0;33.0;22.0
781;7 Personen;2003;263.0;9.0;2.0;7.0;0.0;254.0;10.0;0.0;201.0;22.0;19.0;2.0
782;7 Personen;2004;246.0;16.0;7.0;9.0;0.0;230.0;11.0;2.0;166.0;17.0;31.0;4.0
783;7 Personen;2005;214.0;22.0;11.0;12.0;0.0;192.0;11.0;0.0;121.0;18.0;34.0;8.0
784;7 Personen;2006;254.0;18.0;18.0;0.0;0.0;236.0;2.0;0.0;160.0;27.0;39.0;7.0
785;7 Personen;2007;200.0;10.0;10.0;0.0;0.0;190.0;12.0;2.0;125.0;30.0;9.0;11.0
786;7 Personen;2008;214.0;26.0;15.0;10.0;0.0;189.0;7.0;7.0;132.0;20.0;17.0;5.0
787;7 Personen;2009;192.0;11.0;1.0;5.0;5.0;181.0;10.0;1.0;119.0;32.0;11.0;8.0
788;7 Personen;2010;155.0;5.0;0.0;2.0;3.0;149.0;8.0;2.0;103.0;12.0;23.0;2.0
789;7 Personen;2011;159.0;12.0;9.0;3.0;0.0;147.0;6.0;4.0;112.0;4.0;17.0;5.0
790;7 Personen;2012;156.0;;;;;;;;;;;
791;7 Personen;2013;;;;;;;;;;;;
792;7 Personen;2014;;;;;;;;;;;;
793;7 Personen;2015;;;;;;;;;;;;
794;7 Personen;2016;;;;;;;;;;;;
795;meer dan 7 Personen;2002;784.0;16.0;8.0;4.0;3.0;768.0;22.0;52.0;378.0;102.0;84.0;129.0
796;meer dan 7 Personen;2003;829.0;13.0;5.0;4.0;4.0;816.0;36.0;49.0;338.0;140.0;108.0;144.0
797;meer dan 7 Personen;2004;840.0;19.0;3.0;10.0;6.0;821.0;27.0;42.0;377.0;118.0;90.0;167.0
798;meer dan 7 Personen;2005;713.0;32.0;5.0;16.0;11.0;681.0;56.0;25.0;296.0;103.0;83.0;117.0
799;meer dan 7 Personen;2006;747.0;28.0;10.0;10.0;7.0;719.0;36.0;38.0;319.0;86.0;107.0;134.0
800;meer dan 7 Personen;2007;707.0;10.0;1.0;2.0;7.0;697.0;23.0;38.0;317.0;120.0;81.0;117.0
801;meer dan 7 Personen;2008;693.0;17.0;5.0;12.0;0.0;675.0;23.0;30.0;318.0;100.0;69.0;134.0
802;meer dan 7 Personen;2009;602.0;8.0;3.0;5.0;0.0;595.0;26.0;26.0;293.0;64.0;86.0;101.0
803;meer dan 7 Personen;2010;618.0;16.0;8.0;4.0;5.0;602.0;40.0;30.0;277.0;70.0;85.0;101.0
804;meer dan 7 Personen;2011;617.0;15.0;4.0;9.0;2.0;601.0;21.0;25.0;293.0;76.0;97.0;88.0
805;meer dan 7 Personen;2012;613.0;20.0;4.0;13.0;3.0;592.0;32.0;24.0;299.0;66.0;71.0;101.0
806;meer dan 7 Personen;2013;602.0;12.0;0.0;12.0;0.0;590.0;28.0;19.0;376.0;70.0;23.0;73.0
807;meer dan 7 Personen;2014;500.0;19.0;0.0;15.0;3.0;482.0;46.0;20.0;257.0;51.0;38.0;69.0
808;meer dan 7 Personen;2015;528.0;16.0;9.0;5.0;3.0;511.0;43.0;14.0;311.0;51.0;36.0;56.0
809;meer dan 7 Personen;2016;604.0;14.0;2.0;5.0;6.0;590.0;37.0;26.0;312.0;70.0;29.0;115.0
810;Herfstperiode;2002;1063.0;145.0;43.0;70.0;33.0;917.0;82.0;86.0;618.0;4.0;76.0;52.0
811;Herfstperiode;2003;935.0;151.0;97.0;39.0;16.0;720.0;42.0;122.0;344.0;31.0;117.0;65.0
812;Herfstperiode;2004;907.0;155.0;67.0;77.0;11.0;752.0;33.0;48.0;513.0;8.0;61.0;89.0
813;Herfstperiode;2005;887.0;148.0;62.0;75.0;11.0;739.0;59.0;34.0;521.0;11.0;66.0;47.0
814;Herfstperiode;2006;968.0;182.0;80.0;89.0;13.0;786.0;70.0;63.0;513.0;0.0;61.0;79.0
815;Herfstperiode;2007;976.0;137.0;55.0;67.0;15.0;839.0;63.0;117.0;519.0;4.0;61.0;75.0
816;Herfstperiode;2008;930.0;134.0;52.0;75.0;7.0;796.0;81.0;92.0;502.0;4.0;52.0;56.0
817;Herfstperiode;2009;1005.0;134.0;34.0;74.0;26.0;871.0;79.0;104.0;586.0;4.0;58.0;41.0
818;Herfstperiode;2010;1043.0;215.0;73.0;120.0;23.0;828.0;101.0;58.0;562.0;3.0;48.0;56.0
819;Herfstperiode;2011;912.0;128.0;40.0;63.0;25.0;784.0;59.0;55.0;542.0;0.0;69.0;59.0
820;Herfstperiode;2012;940.0;163.0;58.0;87.0;19.0;777.0;52.0;87.0;537.0;2.0;56.0;42.0
821;Herfstperiode;2013;981.0;153.0;36.0;89.0;27.0;828.0;114.0;67.0;526.0;5.0;76.0;40.0
822;Herfstperiode;2014;793.0;147.0;43.0;96.0;7.0;647.0;94.0;51.0;403.0;0.0;62.0;37.0
823;Herfstperiode;2015;745.0;165.0;49.0;103.0;13.0;580.0;57.0;56.0;394.0;6.0;40.0;25.0
824;Herfstperiode;2016;883.0;145.0;62.0;76.0;8.0;738.0;89.0;50.0;496.0;3.0;52.0;48.0
825;Kerstperiode;2002;492.0;56.0;3.0;53.0;0.0;436.0;71.0;39.0;261.0;0.0;11.0;54.0
826;Kerstperiode;2003;495.0;65.0;18.0;44.0;3.0;430.0;64.0;36.0;297.0;0.0;6.0;27.0
827;Kerstperiode;2004;537.0;87.0;12.0;71.0;3.0;450.0;66.0;29.0;310.0;0.0;14.0;31.0
828;Kerstperiode;2005;457.0;50.0;9.0;37.0;5.0;407.0;55.0;39.0;257.0;0.0;10.0;46.0
829;Kerstperiode;2006;544.0;87.0;5.0;66.0;16.0;457.0;64.0;38.0;333.0;0.0;4.0;17.0
830;Kerstperiode;2007;504.0;78.0;18.0;59.0;0.0;426.0;53.0;39.0;300.0;0.0;19.0;16.0
831;Kerstperiode;2008;610.0;124.0;28.0;85.0;11.0;486.0;48.0;53.0;322.0;9.0;7.0;42.0
832;Kerstperiode;2009;548.0;59.0;7.0;44.0;8.0;489.0;56.0;44.0;342.0;0.0;16.0;31.0
833;Kerstperiode;2010;516.0;92.0;10.0;69.0;14.0;424.0;44.0;58.0;265.0;0.0;10.0;47.0
834;Kerstperiode;2011;535.0;76.0;19.0;48.0;9.0;459.0;42.0;39.0;350.0;0.0;10.0;18.0
835;Kerstperiode;2012;506.0;81.0;30.0;47.0;4.0;425.0;48.0;47.0;274.0;0.0;4.0;51.0
836;Kerstperiode;2013;526.0;82.0;14.0;64.0;4.0;444.0;51.0;39.0;287.0;0.0;13.0;55.0
837;Kerstperiode;2014;547.0;89.0;17.0;62.0;10.0;458.0;98.0;33.0;294.0;0.0;13.0;20.0
838;Kerstperiode;2015;504.0;70.0;14.0;51.0;5.0;435.0;70.0;42.0;295.0;0.0;10.0;19.0
839;Kerstperiode;2016;554.0;82.0;14.0;56.0;12.0;472.0;81.0;37.0;315.0;1.0;11.0;26.0
840;Krokusperiode;2002;576.0;60.0;11.0;46.0;4.0;516.0;45.0;33.0;392.0;3.0;11.0;32.0
841;Krokusperiode;2003;560.0;50.0;15.0;35.0;;510.0;39.0;34.0;387.0;2.0;4.0;45.0
842;Krokusperiode;2004;649.0;96.0;11.0;77.0;7.0;553.0;39.0;35.0;449.0;0.0;12.0;18.0
843;Krokusperiode;2005;532.0;75.0;16.0;48.0;12.0;456.0;33.0;51.0;340.0;1.0;16.0;15.0
844;Krokusperiode;2006;568.0;87.0;15.0;64.0;8.0;482.0;28.0;54.0;364.0;0.0;4.0;31.0
845;Krokusperiode;2007;537.0;61.0;18.0;34.0;9.0;476.0;45.0;30.0;354.0;0.0;12.0;34.0
846;Krokusperiode;2008;599.0;121.0;21.0;93.0;7.0;478.0;24.0;53.0;356.0;0.0;11.0;28.0
847;Krokusperiode;2009;586.0;79.0;17.0;57.0;5.0;507.0;47.0;54.0;374.0;5.0;5.0;23.0
848;Krokusperiode;2010;640.0;100.0;17.0;72.0;11.0;540.0;54.0;54.0;377.0;0.0;17.0;37.0
849;Krokusperiode;2011;661.0;140.0;31.0;90.0;19.0;521.0;48.0;46.0;385.0;0.0;13.0;28.0
850;Krokusperiode;2012;532.0;84.0;24.0;53.0;7.0;448.0;51.0;50.0;327.0;0.0;4.0;15.0
851;Krokusperiode;2013;523.0;91.0;17.0;72.0;2.0;432.0;59.0;19.0;332.0;0.0;0.0;22.0
852;Krokusperiode;2014;473.0;64.0;19.0;42.0;4.0;409.0;49.0;42.0;281.0;0.0;19.0;18.0
853;Krokusperiode;2015;519.0;95.0;16.0;64.0;15.0;424.0;46.0;32.0;325.0;0.0;13.0;8.0
854;Krokusperiode;2016;650.0;100.0;18.0;76.0;5.0;551.0;55.0;49.0;403.0;0.0;22.0;22.0
855;Paasperiode;2002;645.0;211.0;133.0;62.0;16.0;434.0;36.0;27.0;238.0;14.0;64.0;56.0
856;Paasperiode;2003;621.0;191.0;117.0;62.0;11.0;430.0;25.0;39.0;258.0;4.0;59.0;45.0
857;Paasperiode;2004;520.0;138.0;77.0;51.0;10.0;383.0;20.0;22.0;252.0;0.0;51.0;37.0
858;Paasperiode;2005;680.0;183.0;115.0;60.0;7.0;497.0;31.0;52.0;247.0;23.0;108.0;37.0
859;Paasperiode;2006;554.0;163.0;95.0;46.0;22.0;391.0;26.0;60.0;229.0;0.0;55.0;21.0
860;Paasperiode;2007;616.0;187.0;113.0;56.0;18.0;429.0;42.0;48.0;255.0;4.0;65.0;15.0
861;Paasperiode;2008;603.0;191.0;97.0;87.0;8.0;411.0;42.0;43.0;236.0;0.0;73.0;15.0
862;Paasperiode;2009;912.0;288.0;158.0;90.0;40.0;624.0;49.0;33.0;327.0;9.0;173.0;33.0
863;Paasperiode;2010;688.0;205.0;125.0;55.0;25.0;483.0;39.0;33.0;243.0;12.0;133.0;22.0
864;Paasperiode;2011;706.0;189.0;120.0;60.0;10.0;516.0;42.0;59.0;258.0;14.0;119.0;25.0
865;Paasperiode;2012;625.0;163.0;94.0;63.0;6.0;462.0;50.0;43.0;246.0;2.0;80.0;43.0
866;Paasperiode;2013;560.0;132.0;59.0;62.0;12.0;427.0;58.0;34.0;246.0;6.0;66.0;18.0
867;Paasperiode;2014;482.0;104.0;59.0;41.0;3.0;379.0;33.0;44.0;198.0;2.0;80.0;22.0
868;Paasperiode;2015;385.0;75.0;30.0;40.0;5.0;310.0;31.0;27.0;195.0;0.0;47.0;10.0
869;Paasperiode;2016;695.0;147.0;70.0;75.0;2.0;548.0;60.0;32.0;314.0;5.0;108.0;28.0
870;Voorseizoen;2002;2161.0;612.0;347.0;149.0;116.0;1549.0;123.0;165.0;659.0;89.0;393.0;120.0
871;Voorseizoen;2003;2211.0;620.0;352.0;144.0;124.0;1591.0;121.0;103.0;684.0;142.0;428.0;112.0
872;Voorseizoen;2004;2135.0;550.0;312.0;163.0;75.0;1584.0;126.0;113.0;683.0;102.0;428.0;133.0
873;Voorseizoen;2005;1995.0;488.0;297.0;103.0;88.0;1507.0;145.0;147.0;623.0;80.0;413.0;99.0
874;Voorseizoen;2006;2149.0;604.0;337.0;138.0;129.0;1545.0;127.0;111.0;651.0;68.0;442.0;145.0
875;Voorseizoen;2007;1912.0;432.0;240.0;123.0;70.0;1480.0;102.0;113.0;632.0;97.0;410.0;126.0
876;Voorseizoen;2008;2045.0;469.0;240.0;131.0;98.0;1576.0;118.0;97.0;744.0;96.0;376.0;148.0
877;Voorseizoen;2009;1782.0;443.0;243.0;115.0;85.0;1339.0;66.0;94.0;640.0;97.0;333.0;109.0
878;Voorseizoen;2010;1881.0;462.0;247.0;106.0;109.0;1419.0;109.0;90.0;602.0;63.0;422.0;133.0
879;Voorseizoen;2011;2022.0;447.0;305.0;85.0;57.0;1575.0;148.0;82.0;680.0;96.0;466.0;104.0
880;Voorseizoen;2012;1846.0;448.0;256.0;126.0;66.0;1398.0;136.0;99.0;628.0;82.0;388.0;65.0
881;Voorseizoen;2013;1749.0;367.0;181.0;137.0;48.0;1382.0;160.0;76.0;601.0;69.0;386.0;90.0
882;Voorseizoen;2014;1721.0;358.0;169.0;126.0;63.0;1363.0;182.0;105.0;595.0;76.0;351.0;54.0
883;Voorseizoen;2015;2024.0;413.0;182.0;152.0;79.0;1611.0;180.0;140.0;739.0;88.0;407.0;57.0
884;Voorseizoen;2016;1676.0;325.0;204.0;82.0;38.0;1351.0;185.0;147.0;501.0;78.0;369.0;72.0
885;Hoogseizoen;2002;3448.0;812.0;475.0;169.0;169.0;2635.0;310.0;179.0;669.0;436.0;763.0;277.0
886;Hoogseizoen;2003;3336.0;808.0;422.0;189.0;198.0;2528.0;296.0;157.0;688.0;423.0;688.0;276.0
887;Hoogseizoen;2004;3409.0;715.0;450.0;135.0;130.0;2693.0;260.0;170.0;748.0;435.0;830.0;252.0
888;Hoogseizoen;2005;3137.0;681.0;380.0;115.0;187.0;2456.0;232.0;189.0;772.0;357.0;664.0;242.0
889;Hoogseizoen;2006;3274.0;799.0;434.0;148.0;217.0;2475.0;256.0;152.0;785.0;344.0;687.0;252.0
890;Hoogseizoen;2007;3058.0;666.0;347.0;143.0;176.0;2393.0;174.0;171.0;854.0;337.0;652.0;204.0
891;Hoogseizoen;2008;2955.0;688.0;337.0;177.0;173.0;2267.0;257.0;137.0;742.0;336.0;612.0;201.0
892;Hoogseizoen;2009;3150.0;673.0;340.0;180.0;153.0;2477.0;272.0;133.0;862.0;295.0;707.0;208.0
893;Hoogseizoen;2010;3175.0;644.0;333.0;147.0;163.0;2531.0;290.0;171.0;862.0;236.0;726.0;247.0
894;Hoogseizoen;2011;2899.0;537.0;291.0;118.0;127.0;2362.0;219.0;145.0;911.0;219.0;659.0;210.0
895;Hoogseizoen;2012;3014.0;679.0;357.0;205.0;117.0;2335.0;332.0;119.0;856.0;235.0;612.0;181.0
896;Hoogseizoen;2013;3206.0;691.0;312.0;187.0;192.0;2515.0;316.0;154.0;855.0;310.0;683.0;197.0
897;Hoogseizoen;2014;2969.0;610.0;304.0;181.0;124.0;2359.0;359.0;130.0;803.0;265.0;660.0;141.0
