ID;Buurtkenmerken;Cijfersoort;Perioden;SlachtofferschapTotaal_1;GeweldsdelictenTotaal_2;SeksueleDelicten_3;Mishandeling_4;Bedreiging_5;VermogensdelictenTotaal_6;TotaalInbrakenEnPogingTotInbraak_7;Inbraak_8;PogingTotInbraak_9;Fietsdiefstallen_10;DiefstalVanEnUitDeAuto18_11;TotaalZakkenrollerij_12;ZakkenrollerijZonderGeweld_13;ZakkenrollerijMetGeweld_14;OverigeDiefstal_15;VandalismedelictenTotaal_16;OverigeVernieling_17;OverigeDelicten_18;TotaalInbrakenEnPogingTotInbraak_19;Inbraak_20;PogingTotInbraak_21;Fietsdiefstal_22
11;10030;Betrouwbaarheidsmarge;2009;0.9;0.4;0.2;0.2;0.4;0.7;0.3;0.2;0.2;0.5;0.2;0.3;0.2;0.1;0.4;0.7;0.5;0.2;0.4;0.3;0.3;0.5
12;10040;Waarde;2008;25.7;5.0;1.1;1.0;3.8;12.4;2.0;0.9;1.1;5.3;1.6;1.6;1.5;0.1;3.4;13.1;5.7;0.7;2.0;0.9;1.2;5.5
13;10040;Waarde;2009;26.5;5.5;1.3;1.2;3.7;12.4;2.6;1.1;1.7;5.2;1.6;1.7;1.6;0.2;3.2;14.4;6.7;0.9;2.5;1.1;1.6;5.4
14;10040;Betrouwbaarheidsmarge;2008;1.6;0.9;0.3;0.3;0.9;1.3;0.4;0.3;0.3;1.0;0.4;0.4;0.4;0.1;0.6;1.2;0.8;0.3;0.5;0.4;0.4;1.0
15;10040;Betrouwbaarheidsmarge;2009;1.0;0.5;0.3;0.3;0.5;0.7;0.3;0.2;0.3;0.5;0.3;0.3;0.3;0.1;0.4;0.8;0.7;0.2;0.3;0.2;0.3;0.6
16;10060;Waarde;2008;21.2;4.8;1.3;1.0;3.2;9.6;1.7;0.8;1.1;3.6;1.4;1.2;1.1;;2.8;11.0;5.0;0.5;1.6;0.8;0.9;3.7
17;10060;Waarde;2009;22.6;4.8;1.2;1.0;3.4;10.1;2.1;0.9;1.4;3.3;1.6;1.4;1.3;0.2;3.0;12.3;5.8;0.8;2.0;0.8;1.3;3.4
18;10060;Betrouwbaarheidsmarge;2008;1.4;0.8;0.5;0.3;0.7;1.0;0.4;0.3;0.3;0.7;0.4;0.3;0.3;;0.6;1.1;0.7;0.2;0.4;0.3;0.3;0.7
19;10060;Betrouwbaarheidsmarge;2009;1.0;0.5;0.3;0.2;0.4;0.7;0.3;0.2;0.3;0.4;0.3;0.3;0.3;0.1;0.4;0.8;0.5;0.2;0.3;0.2;0.3;0.4
20;10070;Waarde;2008;17.6;3.1;0.6;0.8;2.1;8.7;2.0;0.9;1.4;2.6;1.2;1.0;1.0;0.0;3.0;9.1;4.7;0.8;1.8;0.9;1.3;2.7
21;10070;Waarde;2009;19.5;4.4;1.2;0.9;2.9;9.0;1.9;0.9;1.2;2.9;1.0;1.2;1.2;0.1;3.3;9.6;5.0;0.6;1.8;0.8;1.2;3.0
22;10070;Betrouwbaarheidsmarge;2008;1.4;0.6;0.3;0.3;0.5;1.0;0.6;0.5;0.6;0.6;0.4;0.3;0.3;0.0;0.6;1.1;0.9;0.4;0.6;0.5;0.6;0.6
23;10070;Betrouwbaarheidsmarge;2009;1.0;0.5;0.3;0.2;0.4;0.7;0.3;0.2;0.2;0.4;0.2;0.3;0.3;0.1;0.4;0.7;0.5;0.2;0.3;0.2;0.3;0.4
24;20700;Waarde;2008;27.6;7.1;2.3;1.7;5.0;16.0;3.4;1.4;2.5;7.9;1.7;2.4;2.2;0.2;3.5;12.5;7.0;1.3;3.2;1.3;2.3;8.5
25;20700;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
26;20700;Betrouwbaarheidsmarge;2008;1.9;1.1;0.5;0.6;1.0;1.6;0.9;0.4;0.8;1.3;0.4;0.7;0.7;0.1;0.7;1.4;1.0;0.6;0.8;0.4;0.7;1.4
27;20700;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
28;20701;Waarde;2008;23.9;5.1;1.2;1.1;3.7;12.0;1.9;1.0;1.0;5.1;1.4;1.8;1.8;;3.4;11.7;5.1;1.0;2.1;1.2;1.0;5.4
29;20701;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
30;20701;Betrouwbaarheidsmarge;2008;1.7;1.0;0.3;0.4;0.9;1.3;0.6;0.4;0.4;1.0;0.4;0.5;0.5;;0.7;1.1;0.8;0.4;0.7;0.6;0.3;1.0
31;20701;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
32;20702;Waarde;2008;25.6;5.5;1.7;1.2;3.3;12.0;2.0;1.0;1.1;5.0;1.7;1.6;1.6;0.1;3.4;13.8;6.2;0.8;1.9;0.9;1.0;5.2
33;20702;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
34;20702;Betrouwbaarheidsmarge;2008;1.4;0.8;0.5;0.4;0.6;1.1;0.5;0.4;0.3;0.7;0.4;0.4;0.4;0.1;0.6;1.1;0.7;0.3;0.4;0.4;0.3;0.7
35;20702;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
36;20703;Waarde;2008;26.5;4.9;1.3;1.0;3.6;12.4;2.3;1.2;1.6;4.6;2.0;1.8;1.7;0.1;3.4;15.0;6.6;1.2;2.3;1.2;1.5;4.7
37;20703;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
38;20703;Betrouwbaarheidsmarge;2008;1.4;0.7;0.4;0.3;0.6;1.1;0.5;0.4;0.5;0.7;0.4;0.4;0.4;0.1;0.6;1.2;0.9;0.4;0.6;0.5;0.5;0.7
39;20703;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
40;20704;Waarde;2008;27.1;4.7;1.1;1.1;3.5;13.9;3.0;1.1;1.9;5.3;2.3;2.0;1.8;0.2;3.7;14.5;6.6;0.8;3.1;1.1;2.1;5.5
41;20704;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
42;20704;Betrouwbaarheidsmarge;2008;1.3;0.6;0.3;0.4;0.6;1.0;0.5;0.2;0.4;0.7;0.4;0.4;0.4;0.1;0.6;1.0;0.7;0.2;0.7;0.3;0.6;0.7
43;20704;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
44;20800;Waarde;2008;34.1;7.4;;;;21.0;7.7;2.4;6.0;10.8;1.2;4.0;3.9;;5.5;15.6;8.8;;8.9;2.1;7.3;11.9
45;20800;Waarde;2009;34.0;7.7;2.3;1.4;5.3;19.7;4.8;2.1;3.4;7.4;3.7;3.1;2.8;0.6;4.2;16.8;8.6;1.4;4.8;2.0;3.5;8.4
46;20800;Betrouwbaarheidsmarge;2008;7.5;5.3;;;;6.5;4.8;1.7;4.6;5.2;1.1;3.6;3.6;;4.5;5.3;4.5;;6.5;1.7;6.4;5.6
47;20800;Betrouwbaarheidsmarge;2009;1.6;0.9;0.4;0.4;0.9;1.4;0.8;0.6;0.7;0.8;0.6;0.5;0.5;0.2;0.7;1.2;1.0;0.5;0.9;0.5;0.8;1.0
48;20810;Waarde;2008;24.1;5.0;1.3;1.1;3.5;11.7;2.0;0.9;1.3;4.8;1.5;1.6;1.6;0.1;3.3;12.5;5.7;0.9;2.0;1.0;1.2;5.0
49;20810;Waarde;2009;26.5;5.6;1.4;1.1;3.8;13.0;2.7;1.2;1.7;5.3;1.8;1.7;1.6;0.2;3.5;14.1;6.6;0.9;2.6;1.2;1.6;5.6
50;20810;Betrouwbaarheidsmarge;2008;0.9;0.5;0.2;0.2;0.4;0.7;0.3;0.2;0.3;0.5;0.2;0.3;0.3;0.1;0.4;0.7;0.5;0.2;0.3;0.3;0.3;0.5
51;20810;Betrouwbaarheidsmarge;2009;0.4;0.2;0.1;0.1;0.2;0.3;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.0;0.2;0.3;0.3;0.1;0.2;0.1;0.1;0.2
52;20820;Waarde;2008;;;;;;;;;;;;;;;;;;;;;;
53;20820;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
54;20820;Betrouwbaarheidsmarge;2008;;;;;;;;;;;;;;;;;;;;;;
55;20820;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
56;20830;Waarde;2008;;;;;;;;;;;;;;;;;;;;;;
57;20830;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
58;20830;Betrouwbaarheidsmarge;2008;;;;;;;;;;;;;;;;;;;;;;
59;20830;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
60;20840;Waarde;2008;;;;;;;;;;;;;;;;;;;;;;
61;20840;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
62;20840;Betrouwbaarheidsmarge;2008;;;;;;;;;;;;;;;;;;;;;;
63;20840;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
64;20850;Waarde;2008;;;;;;;;;;;;;;;;;;;;;;
65;20850;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
66;20850;Betrouwbaarheidsmarge;2008;;;;;;;;;;;;;;;;;;;;;;
67;20850;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
68;20860;Waarde;2008;;;;;;;;;;;;;;;;;;;;;;
69;20860;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
70;20860;Betrouwbaarheidsmarge;2008;;;;;;;;;;;;;;;;;;;;;;
71;20860;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
72;20870;Waarde;2008;17.8;2.7;;0.7;1.7;9.0;3.2;2.2;2.4;1.8;1.0;0.6;0.6;;3.1;9.4;6.0;;3.2;;2.3;1.9
73;20870;Waarde;2009;17.1;3.7;0.8;0.7;2.4;8.3;2.1;0.8;1.5;2.6;0.7;0.9;0.9;;3.0;7.9;3.5;0.8;1.9;0.8;1.4;2.7
74;20870;Betrouwbaarheidsmarge;2008;3.3;1.2;;0.6;0.9;2.9;2.2;2.1;2.2;1.4;0.8;0.5;0.5;;1.4;2.8;2.6;;2.4;;2.2;1.4
75;20870;Betrouwbaarheidsmarge;2009;1.9;1.1;0.5;0.4;0.9;1.4;0.6;0.4;0.6;0.8;0.5;0.3;0.3;;0.9;1.4;0.9;0.5;0.7;0.6;0.6;0.9
76;20880;Waarde;2008;17.4;3.0;0.9;0.6;1.9;8.0;1.5;0.6;1.1;2.8;1.1;1.1;1.0;;2.3;9.2;4.5;0.8;1.2;0.5;0.9;2.9
77;20880;Waarde;2009;20.5;4.4;1.3;0.8;2.8;9.0;1.5;0.6;1.0;3.2;1.2;1.5;1.5;0.1;2.7;10.5;5.6;0.5;1.5;0.5;1.1;3.3
78;20880;Betrouwbaarheidsmarge;2008;1.7;0.7;0.4;0.4;0.6;1.2;0.5;0.3;0.4;0.7;0.5;0.5;0.5;;0.6;1.3;1.0;0.4;0.4;0.3;0.4;0.8
79;20880;Betrouwbaarheidsmarge;2009;1.4;0.7;0.4;0.3;0.6;1.0;0.3;0.2;0.3;0.6;0.4;0.5;0.5;0.1;0.5;1.0;0.8;0.2;0.4;0.1;0.4;0.6
80;20890;Waarde;2008;21.1;4.3;1.1;1.2;2.7;9.7;1.6;0.8;0.9;3.6;1.4;1.3;1.2;0.1;2.9;10.8;4.8;0.5;1.6;0.8;0.9;3.8
81;20890;Waarde;2009;22.7;4.6;1.2;0.9;3.2;10.7;2.2;1.0;1.3;3.6;1.4;1.4;1.4;0.1;3.4;12.2;5.7;0.7;2.1;1.0;1.2;3.7
82;20890;Betrouwbaarheidsmarge;2008;1.3;0.7;0.4;0.3;0.5;0.9;0.4;0.2;0.3;0.6;0.4;0.3;0.3;0.1;0.5;1.0;0.7;0.2;0.4;0.3;0.3;0.6
83;20890;Betrouwbaarheidsmarge;2009;0.9;0.5;0.2;0.2;0.4;0.7;0.3;0.2;0.2;0.4;0.3;0.2;0.2;0.1;0.4;0.7;0.5;0.2;0.3;0.2;0.2;0.4
84;20900;Waarde;2008;27.2;5.2;1.3;1.1;3.9;13.6;2.5;1.0;1.7;5.8;1.9;1.9;1.8;0.1;3.6;14.3;6.3;0.9;2.4;1.0;1.6;6.0
85;20900;Waarde;2009;27.7;5.6;1.4;1.2;3.9;13.4;2.6;1.2;1.7;6.1;1.7;1.8;1.6;0.2;3.6;14.8;6.8;1.0;2.5;1.2;1.6;6.3
86;20900;Betrouwbaarheidsmarge;2008;1.4;0.7;0.3;0.3;0.7;1.1;0.5;0.3;0.5;0.8;0.4;0.4;0.4;0.1;0.6;1.0;0.7;0.3;0.5;0.3;0.5;0.8
87;20900;Betrouwbaarheidsmarge;2009;0.9;0.5;0.2;0.2;0.4;0.7;0.3;0.2;0.2;0.5;0.3;0.3;0.3;0.1;0.3;0.7;0.5;0.2;0.3;0.2;0.2;0.5
88;20910;Waarde;2008;31.6;7.1;2.0;1.5;4.9;16.7;3.3;1.5;2.0;7.4;2.4;2.7;2.5;0.3;4.1;16.4;7.6;1.4;3.3;1.6;2.0;7.9
89;20910;Waarde;2009;31.4;6.9;1.8;1.4;4.6;16.4;3.7;1.7;2.3;7.0;2.7;2.2;2.0;0.4;3.9;16.7;7.8;1.2;3.6;1.6;2.3;7.5
90;20910;Betrouwbaarheidsmarge;2008;1.2;0.7;0.3;0.4;0.6;0.9;0.5;0.3;0.4;0.7;0.3;0.4;0.4;0.1;0.5;0.9;0.7;0.4;0.5;0.4;0.4;0.7
91;20910;Betrouwbaarheidsmarge;2009;0.6;0.4;0.2;0.2;0.3;0.5;0.3;0.2;0.2;0.4;0.2;0.2;0.2;0.1;0.3;0.5;0.4;0.2;0.3;0.2;0.2;0.4
92;21160;Waarde;2008;20.5;4.2;0.5;0.7;3.4;9.6;2.0;1.1;1.2;2.9;1.2;1.5;1.4;0.1;3.1;9.6;5.0;0.5;1.8;0.9;1.0;3.0
93;21160;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
94;21160;Betrouwbaarheidsmarge;2008;2.2;1.3;0.4;0.5;1.2;1.5;0.6;0.5;0.5;0.8;0.5;0.6;0.6;0.1;0.9;1.5;1.2;0.3;0.6;0.4;0.4;0.8
95;21160;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
96;21170;Waarde;2008;23.9;3.9;1.0;0.8;2.7;11.2;2.3;1.0;1.5;4.5;1.4;1.4;1.4;0.1;2.8;13.1;6.2;0.8;2.3;1.1;1.5;4.6
97;21170;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
98;21170;Betrouwbaarheidsmarge;2008;1.6;0.7;0.5;0.3;0.6;1.3;0.7;0.6;0.6;0.8;0.4;0.4;0.4;0.1;0.7;1.3;1.0;0.3;0.7;0.6;0.7;0.8
99;21170;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
100;21180;Waarde;2008;22.0;4.2;0.9;1.0;3.0;10.8;1.7;0.9;1.0;3.9;1.8;1.5;1.4;0.0;3.5;11.3;4.8;0.5;1.6;0.8;0.9;4.1
101;21180;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
102;21180;Betrouwbaarheidsmarge;2008;1.3;0.6;0.3;0.3;0.6;1.0;0.4;0.3;0.3;0.6;0.5;0.4;0.4;0.0;0.6;1.0;0.6;0.2;0.4;0.3;0.3;0.6
103;21180;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
104;21190;Waarde;2008;25.6;5.1;1.7;1.3;3.4;12.4;2.0;0.9;1.3;5.6;1.9;1.6;1.6;0.1;2.9;13.8;6.1;1.0;2.0;0.9;1.3;5.8
105;21190;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
106;21190;Betrouwbaarheidsmarge;2008;1.3;0.7;0.4;0.3;0.5;1.0;0.4;0.2;0.3;0.8;0.4;0.3;0.3;0.1;0.4;1.0;0.7;0.3;0.4;0.3;0.3;0.8
107;21190;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
108;21200;Waarde;2008;31.3;7.2;2.0;1.6;5.1;16.7;3.5;1.6;2.3;7.2;2.1;2.7;2.5;0.3;4.4;16.1;7.6;1.4;3.6;1.6;2.3;7.7
109;21200;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;
110;21200;Betrouwbaarheidsmarge;2008;1.4;0.8;0.3;0.4;0.7;1.1;0.6;0.3;0.5;0.8;0.3;0.5;0.5;0.1;0.6;1.0;0.7;0.4;0.6;0.4;0.5;0.8
111;21200;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;
