ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
913;016 Dienstverlening voor de landbouw;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
914;016 Dienstverlening voor de landbouw;2009;10;5;5;0;0;0;10;10;0;10
915;016 Dienstverlening voor de landbouw;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
916;016 Dienstverlening voor de landbouw;2010 2e kwartaal;5;0;0;5;0;0;5;5;0;5
917;016 Dienstverlening voor de landbouw;2010 3e kwartaal;5;0;5;0;0;0;5;5;0;5
918;016 Dienstverlening voor de landbouw;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
919;016 Dienstverlening voor de landbouw;2010;15;0;5;5;0;0;10;15;0;10
920;016 Dienstverlening voor de landbouw;2011 1e kwartaal;5;0;0;0;0;0;5;5;0;5
921;016 Dienstverlening voor de landbouw;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
922;016 Dienstverlening voor de landbouw;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
923;016 Dienstverlening voor de landbouw;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
924;016 Dienstverlening voor de landbouw;2011;10;5;5;0;0;0;10;10;0;5
925;016 Dienstverlening voor de landbouw;2012 1e kwartaal;10;0;5;0;0;0;10;10;0;5
926;016 Dienstverlening voor de landbouw;2012 2e kwartaal;5;0;0;0;0;0;5;5;0;5
927;016 Dienstverlening voor de landbouw;2012 3e kwartaal;5;0;0;0;0;0;5;5;0;5
928;016 Dienstverlening voor de landbouw;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
929;016 Dienstverlening voor de landbouw;2012;20;5;10;5;0;0;20;20;5;15
930;016 Dienstverlening voor de landbouw;2013 1e kwartaal;5;0;0;5;0;0;5;5;0;5
931;016 Dienstverlening voor de landbouw;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
932;016 Dienstverlening voor de landbouw;2013 3e kwartaal;10;0;5;5;0;0;10;10;0;10
933;016 Dienstverlening voor de landbouw;2013 4e kwartaal;5;0;0;5;0;0;5;5;0;5
934;016 Dienstverlening voor de landbouw;2013;25;0;10;10;0;0;20;25;0;20
935;016 Dienstverlening voor de landbouw;2014 1e kwartaal;10;5;5;5;0;0;10;10;0;10
936;016 Dienstverlening voor de landbouw;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
937;016 Dienstverlening voor de landbouw;2014 3e kwartaal;5;0;5;0;0;0;5;5;0;0
938;016 Dienstverlening voor de landbouw;2014 4e kwartaal;10;0;5;5;0;0;10;10;0;5
939;016 Dienstverlening voor de landbouw;2014;25;5;10;5;0;0;25;25;5;20
940;016 Dienstverlening voor de landbouw;2015 1e kwartaal;5;0;0;0;0;0;5;5;0;5
941;016 Dienstverlening voor de landbouw;2015 2e kwartaal;5;0;5;0;0;0;5;5;0;5
942;016 Dienstverlening voor de landbouw;2015 3e kwartaal;15;5;5;0;0;0;10;15;0;15
943;016 Dienstverlening voor de landbouw;2015 4e kwartaal;5;0;0;0;0;0;5;5;0;5
944;016 Dienstverlening voor de landbouw;2015;25;10;10;5;5;0;25;25;0;25
945;016 Dienstverlening voor de landbouw;2016 1e kwartaal;10;5;0;5;0;0;10;10;0;10
946;016 Dienstverlening voor de landbouw;2016 2e kwartaal;5;0;0;0;0;0;5;5;5;0
947;016 Dienstverlening voor de landbouw;2016 3e kwartaal;10;5;0;0;0;0;5;10;0;5
948;016 Dienstverlening voor de landbouw;2016 4e kwartaal;10;5;0;5;0;0;10;10;5;10
949;016 Dienstverlening voor de landbouw;2016;35;10;5;15;5;0;30;35;10;25
950;016 Dienstverlening voor de landbouw;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
951;016 Dienstverlening voor de landbouw;2017 2e kwartaal;5;0;0;5;0;0;5;5;0;5
952;016 Dienstverlening voor de landbouw;2017 3e kwartaal;10;5;0;0;0;0;5;5;0;5
953;016 Dienstverlening voor de landbouw;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
954;016 Dienstverlening voor de landbouw;2017;20;5;0;5;0;0;15;15;5;15
955;016 Dienstverlening voor de landbouw;2018 1e kwartaal;5;0;0;0;0;0;5;5;0;5
956;016 Dienstverlening voor de landbouw;2018 2e kwartaal;5;0;0;0;0;0;5;5;0;0
957;016 Dienstverlening voor de landbouw;2018 3e kwartaal;5;0;0;0;0;0;5;5;0;0
958;016 Dienstverlening voor de landbouw;2018 4e kwartaal;5;0;5;5;0;0;5;5;0;5
959;016 Dienstverlening voor de landbouw;2018;15;0;5;10;0;0;15;15;5;15
960;016 Dienstverlening voor de landbouw;2019 1e kwartaal;10;5;0;0;0;0;5;10;0;10
961;016 Dienstverlening voor de landbouw;2019 2e kwartaal;15;5;5;0;0;0;15;15;5;10
962;016 Dienstverlening voor de landbouw;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
963;016 Dienstverlening voor de landbouw;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
964;016 Dienstverlening voor de landbouw;2019;25;10;10;5;0;0;20;25;5;15
965;016 Dienstverlening voor de landbouw;2020 1e kwartaal;5;0;5;0;0;0;5;5;0;5
966;016 Dienstverlening voor de landbouw;2020 2e kwartaal;5;5;0;0;0;0;5;5;0;5
967;016 Dienstverlening voor de landbouw;2020 3e kwartaal;5;0;0;0;0;0;5;5;0;0
968;016 Dienstverlening voor de landbouw;2020 4e kwartaal;5;0;5;0;0;0;5;5;0;5
969;016 Dienstverlening voor de landbouw;2020;20;5;10;5;0;0;20;20;5;15
970;016 Dienstverlening voor de landbouw;2021 1e kwartaal;5;5;0;0;0;0;5;5;0;5
971;016 Dienstverlening voor de landbouw;2021 2e kwartaal;10;0;0;5;0;0;10;10;0;10
972;016 Dienstverlening voor de landbouw;2021 3e kwartaal;5;0;0;0;0;0;5;5;0;5
973;016 Dienstverlening voor de landbouw;2021 4e kwartaal;5;0;0;0;0;0;5;5;0;5
974;016 Dienstverlening voor de landbouw;2021;25;5;5;10;0;0;20;25;0;20
975;016 Dienstverlening voor de landbouw;2022 1e kwartaal;10;5;5;0;0;0;10;10;5;5
976;016 Dienstverlening voor de landbouw;2022 2e kwartaal;10;0;5;5;0;0;5;5;5;5
977;016 Dienstverlening voor de landbouw;2022 3e kwartaal;5;0;5;5;0;0;5;5;0;5
978;016 Dienstverlening voor de landbouw;2022 4e kwartaal;10;5;0;10;0;0;10;10;0;10
979;016 Dienstverlening voor de landbouw;2022;35;10;10;15;0;0;35;35;10;30
980;016 Dienstverlening voor de landbouw;2023 1e kwartaal;5;0;0;0;0;0;5;5;0;5
981;016 Dienstverlening voor de landbouw;2023 2e kwartaal;5;0;0;0;0;0;5;5;0;5
982;016 Dienstverlening voor de landbouw;2023 3e kwartaal;10;5;0;0;0;0;5;10;5;5
983;016 Dienstverlening voor de landbouw;2023 4e kwartaal;10;0;5;0;0;0;10;10;0;10
984;016 Dienstverlening voor de landbouw;2023;25;5;10;5;0;0;20;25;5;20
985;016 Dienstverlening voor de landbouw;2024 1e kwartaal;10;0;5;5;0;0;10;10;0;10
986;016 Dienstverlening voor de landbouw;2024 2e kwartaal;5;0;0;0;0;0;5;5;0;5
987;016 Dienstverlening voor de landbouw;2024 3e kwartaal;5;0;0;0;0;0;5;5;0;5
988;016 Dienstverlening voor de landbouw;2024 4e kwartaal;5;0;5;0;0;0;5;5;0;5
989;016 Dienstverlening voor de landbouw;2024;25;5;10;10;0;0;25;25;0;25
990;017 Jacht;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
991;017 Jacht;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
992;017 Jacht;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
993;017 Jacht;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
994;017 Jacht;2007;0;0;0;0;0;0;0;0;0;0
995;017 Jacht;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
996;017 Jacht;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
997;017 Jacht;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
998;017 Jacht;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
999;017 Jacht;2008;0;0;0;0;0;0;0;0;0;0
1000;017 Jacht;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1001;017 Jacht;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1002;017 Jacht;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1003;017 Jacht;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1004;017 Jacht;2009;0;0;0;0;0;0;0;0;0;0
1005;017 Jacht;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1006;017 Jacht;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1007;017 Jacht;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1008;017 Jacht;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1009;017 Jacht;2010;0;0;0;0;0;0;0;0;0;0
1010;017 Jacht;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1011;017 Jacht;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1012;017 Jacht;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1013;017 Jacht;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1014;017 Jacht;2011;0;0;0;0;0;0;0;0;0;0
1015;017 Jacht;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1016;017 Jacht;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1017;017 Jacht;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1018;017 Jacht;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1019;017 Jacht;2012;0;0;0;0;0;0;0;0;0;0
1020;017 Jacht;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1021;017 Jacht;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1022;017 Jacht;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1023;017 Jacht;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1024;017 Jacht;2013;0;0;0;0;0;0;0;0;0;0
1025;017 Jacht;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1026;017 Jacht;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1027;017 Jacht;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1028;017 Jacht;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1029;017 Jacht;2014;0;0;0;0;0;0;0;0;0;0
1030;017 Jacht;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1031;017 Jacht;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1032;017 Jacht;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1033;017 Jacht;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1034;017 Jacht;2015;0;0;0;0;0;0;0;0;0;0
1035;017 Jacht;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1036;017 Jacht;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1037;017 Jacht;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1038;017 Jacht;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1039;017 Jacht;2016;0;0;0;0;0;0;0;0;0;0
1040;017 Jacht;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1041;017 Jacht;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1042;017 Jacht;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1043;017 Jacht;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1044;017 Jacht;2017;0;0;0;0;0;0;0;0;0;0
1045;017 Jacht;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1046;017 Jacht;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1047;017 Jacht;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1048;017 Jacht;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1049;017 Jacht;2018;0;0;0;0;0;0;0;0;0;0
1050;017 Jacht;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1051;017 Jacht;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1052;017 Jacht;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1053;017 Jacht;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1054;017 Jacht;2019;0;0;0;0;0;0;0;0;0;0
1055;017 Jacht;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1056;017 Jacht;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1057;017 Jacht;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1058;017 Jacht;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1059;017 Jacht;2020;0;0;0;0;0;0;0;0;0;0
1060;017 Jacht;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1061;017 Jacht;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1062;017 Jacht;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1063;017 Jacht;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1064;017 Jacht;2021;0;0;0;0;0;0;0;0;0;0
1065;017 Jacht;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1066;017 Jacht;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1067;017 Jacht;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1068;017 Jacht;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1069;017 Jacht;2022;0;0;0;0;0;0;0;0;0;0
1070;017 Jacht;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1071;017 Jacht;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1072;017 Jacht;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1073;017 Jacht;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1074;017 Jacht;2023;0;0;0;0;0;0;0;0;0;0
1075;017 Jacht;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1076;017 Jacht;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1077;017 Jacht;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1078;017 Jacht;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1079;017 Jacht;2024;0;0;0;0;0;0;0;0;0;0
1080;02 Bosbouw;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1081;02 Bosbouw;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1082;02 Bosbouw;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1083;02 Bosbouw;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1084;02 Bosbouw;2007;0;0;0;0;0;0;0;0;0;0
1085;02 Bosbouw;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1086;02 Bosbouw;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1087;02 Bosbouw;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1088;02 Bosbouw;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1089;02 Bosbouw;2008;0;0;0;0;0;0;0;0;0;0
1090;02 Bosbouw;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1091;02 Bosbouw;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1092;02 Bosbouw;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1093;02 Bosbouw;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1094;02 Bosbouw;2009;0;0;0;0;0;0;0;0;0;0
1095;02 Bosbouw;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1096;02 Bosbouw;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1097;02 Bosbouw;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1098;02 Bosbouw;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1099;02 Bosbouw;2010;0;0;0;0;0;0;0;0;0;0
1100;02 Bosbouw;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1101;02 Bosbouw;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1102;02 Bosbouw;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1103;02 Bosbouw;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1104;02 Bosbouw;2011;0;0;0;0;0;0;0;0;0;0
1105;02 Bosbouw;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1106;02 Bosbouw;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1107;02 Bosbouw;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1108;02 Bosbouw;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1109;02 Bosbouw;2012;0;0;0;0;0;0;0;0;0;0
1110;02 Bosbouw;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1111;02 Bosbouw;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1112;02 Bosbouw;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1113;02 Bosbouw;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1114;02 Bosbouw;2013;0;0;0;0;0;0;0;0;0;0
1115;02 Bosbouw;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1116;02 Bosbouw;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1117;02 Bosbouw;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1118;02 Bosbouw;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1119;02 Bosbouw;2014;0;0;0;0;0;0;0;0;0;0
1120;02 Bosbouw;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1121;02 Bosbouw;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1122;02 Bosbouw;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1123;02 Bosbouw;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1124;02 Bosbouw;2015;0;0;0;0;0;0;0;0;0;0
1125;02 Bosbouw;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1126;02 Bosbouw;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1127;02 Bosbouw;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1128;02 Bosbouw;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1129;02 Bosbouw;2016;0;0;0;0;0;0;0;0;0;0
1130;02 Bosbouw;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1131;02 Bosbouw;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1132;02 Bosbouw;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1133;02 Bosbouw;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1134;02 Bosbouw;2017;5;0;5;0;0;0;5;5;0;5
1135;02 Bosbouw;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1136;02 Bosbouw;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1137;02 Bosbouw;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1138;02 Bosbouw;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1139;02 Bosbouw;2018;0;0;0;0;0;0;0;0;0;0
1140;02 Bosbouw;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1141;02 Bosbouw;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1142;02 Bosbouw;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1143;02 Bosbouw;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1144;02 Bosbouw;2019;0;0;0;0;0;0;0;0;0;0
1145;02 Bosbouw;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1146;02 Bosbouw;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1147;02 Bosbouw;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1148;02 Bosbouw;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1149;02 Bosbouw;2020;0;0;0;0;0;0;0;0;0;0
1150;02 Bosbouw;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1151;02 Bosbouw;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1152;02 Bosbouw;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1153;02 Bosbouw;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1154;02 Bosbouw;2021;0;0;0;0;0;0;0;0;0;0
1155;02 Bosbouw;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1156;02 Bosbouw;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1157;02 Bosbouw;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1158;02 Bosbouw;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1159;02 Bosbouw;2022;0;0;0;0;0;0;0;0;0;0
1160;02 Bosbouw;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1161;02 Bosbouw;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1162;02 Bosbouw;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1163;02 Bosbouw;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1164;02 Bosbouw;2023;0;0;0;0;0;0;0;0;0;0
1165;02 Bosbouw;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1166;02 Bosbouw;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1167;02 Bosbouw;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1168;02 Bosbouw;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1169;02 Bosbouw;2024;0;0;0;0;0;0;0;0;0;0
1170;021 Bosbouw;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1171;021 Bosbouw;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1172;021 Bosbouw;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1173;021 Bosbouw;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1174;021 Bosbouw;2007;0;0;0;0;0;0;0;0;0;0
1175;021 Bosbouw;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1176;021 Bosbouw;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1177;021 Bosbouw;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1178;021 Bosbouw;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1179;021 Bosbouw;2008;0;0;0;0;0;0;0;0;0;0
1180;021 Bosbouw;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1181;021 Bosbouw;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1182;021 Bosbouw;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1183;021 Bosbouw;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1184;021 Bosbouw;2009;0;0;0;0;0;0;0;0;0;0
1185;021 Bosbouw;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1186;021 Bosbouw;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1187;021 Bosbouw;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1188;021 Bosbouw;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1189;021 Bosbouw;2010;0;0;0;0;0;0;0;0;0;0
1190;021 Bosbouw;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1191;021 Bosbouw;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1192;021 Bosbouw;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1193;021 Bosbouw;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1194;021 Bosbouw;2011;0;0;0;0;0;0;0;0;0;0
1195;021 Bosbouw;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1196;021 Bosbouw;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1197;021 Bosbouw;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1198;021 Bosbouw;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1199;021 Bosbouw;2012;0;0;0;0;0;0;0;0;0;0
1200;021 Bosbouw;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1201;021 Bosbouw;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1202;021 Bosbouw;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1203;021 Bosbouw;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1204;021 Bosbouw;2013;0;0;0;0;0;0;0;0;0;0
1205;021 Bosbouw;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1206;021 Bosbouw;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1207;021 Bosbouw;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1208;021 Bosbouw;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1209;021 Bosbouw;2014;0;0;0;0;0;0;0;0;0;0
1210;021 Bosbouw;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1211;021 Bosbouw;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1212;021 Bosbouw;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1213;021 Bosbouw;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1214;021 Bosbouw;2015;0;0;0;0;0;0;0;0;0;0
1215;021 Bosbouw;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1216;021 Bosbouw;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1217;021 Bosbouw;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1218;021 Bosbouw;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1219;021 Bosbouw;2016;0;0;0;0;0;0;0;0;0;0
1220;021 Bosbouw;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1221;021 Bosbouw;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1222;021 Bosbouw;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1223;021 Bosbouw;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1224;021 Bosbouw;2017;0;0;0;0;0;0;0;0;0;0
1225;021 Bosbouw;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1226;021 Bosbouw;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1227;021 Bosbouw;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1228;021 Bosbouw;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1229;021 Bosbouw;2018;0;0;0;0;0;0;0;0;0;0
1230;021 Bosbouw;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1231;021 Bosbouw;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1232;021 Bosbouw;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1233;021 Bosbouw;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1234;021 Bosbouw;2019;0;0;0;0;0;0;0;0;0;0
1235;021 Bosbouw;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1236;021 Bosbouw;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
