ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
28;45 Sale and repair of motor vehicles;2010 4th quarter;101.3;14.0
29;45 Sale and repair of motor vehicles;2010;100.0;8.4
30;45 Sale and repair of motor vehicles;2011 1st quarter;113.4;11.8
31;45 Sale and repair of motor vehicles;2011 2nd quarter;110.7;9.4
32;45 Sale and repair of motor vehicles;2011 3rd quarter;101.1;5.2
33;45 Sale and repair of motor vehicles;2011 4th quarter;103.1;1.7
34;45 Sale and repair of motor vehicles;2011;107.1;7.1
35;45 Sale and repair of motor vehicles;2012 1st quarter;109.1;-3.8
36;45 Sale and repair of motor vehicles;2012 2nd quarter;113.5;2.5
37;45 Sale and repair of motor vehicles;2012 3rd quarter;89.5;-11.5
38;45 Sale and repair of motor vehicles;2012 4th quarter;92.8;-10.0
39;45 Sale and repair of motor vehicles;2012;101.2;-5.5
40;45 Sale and repair of motor vehicles;2013 1st quarter;91.4;-16.2
41;45 Sale and repair of motor vehicles;2013 2nd quarter;95.2;-16.1
42;45 Sale and repair of motor vehicles;2013 3rd quarter;87.6;-2.2
43;45 Sale and repair of motor vehicles;2013 4th quarter;105.5;13.8
44;45 Sale and repair of motor vehicles;2013;94.9;-6.2
45;45 Sale and repair of motor vehicles;2014 1st quarter;92.6;1.3
46;45 Sale and repair of motor vehicles;2014 2nd quarter;94.1;-1.2
47;45 Sale and repair of motor vehicles;2014 3rd quarter;87.1;-0.5
48;45 Sale and repair of motor vehicles;2014 4th quarter;98.5;-6.6
49;45 Sale and repair of motor vehicles;2014;93.1;-1.9
50;45 Sale and repair of motor vehicles;2015 1st quarter;94.0;1.5
51;45 Sale and repair of motor vehicles;2015 2nd quarter;99.3;5.5
52;45 Sale and repair of motor vehicles;2015 3rd quarter;96.8;11.1
53;45 Sale and repair of motor vehicles;2015 4th quarter;121.8;23.6
54;45 Sale and repair of motor vehicles;2015;103.0;10.6
55;45 Sale and repair of motor vehicles;2016 1st quarter;101.0;7.4
56;45 Sale and repair of motor vehicles;2016 2nd quarter;107.2;8.0
57;45 Sale and repair of motor vehicles;2016 3rd quarter;97.5;0.7
58;45 Sale and repair of motor vehicles;2016 4th quarter;112.3;-7.7
59;45 Sale and repair of motor vehicles;2016;104.5;1.5
60;45 Sale and repair of motor vehicles;2017 1st quarter;109.5;8.4
61;45 Sale and repair of motor vehicles;2017 2nd quarter;112.5;5.0
62;45 Sale and repair of motor vehicles;2017 3rd quarter;101.2;3.8
63;45 Sale and repair of motor vehicles;2017 4th quarter;113.0;0.6
64;45 Sale and repair of motor vehicles;2017;109.1;4.4
65;451 Sale and repair of motor vehicles;2005 1st quarter;113.3;-3.3
66;451 Sale and repair of motor vehicles;2005 2nd quarter;113.1;0.6
67;451 Sale and repair of motor vehicles;2005 3rd quarter;101.9;0.3
68;451 Sale and repair of motor vehicles;2005 4th quarter;105.7;0.2
69;451 Sale and repair of motor vehicles;2005;108.5;-0.6
70;451 Sale and repair of motor vehicles;2006 1st quarter;122.8;8.4
71;451 Sale and repair of motor vehicles;2006 2nd quarter;117.3;3.7
72;451 Sale and repair of motor vehicles;2006 3rd quarter;106.4;4.4
73;451 Sale and repair of motor vehicles;2006 4th quarter;110.6;4.7
74;451 Sale and repair of motor vehicles;2006;114.3;5.3
75;451 Sale and repair of motor vehicles;2007 1st quarter;125.6;2.3
76;451 Sale and repair of motor vehicles;2007 2nd quarter;122.5;4.4
77;451 Sale and repair of motor vehicles;2007 3rd quarter;112.9;6.1
78;451 Sale and repair of motor vehicles;2007 4th quarter;114.5;3.5
79;451 Sale and repair of motor vehicles;2007;118.9;4.0
80;451 Sale and repair of motor vehicles;2008 1st quarter;127.7;1.6
81;451 Sale and repair of motor vehicles;2008 2nd quarter;118.1;-3.6
82;451 Sale and repair of motor vehicles;2008 3rd quarter;106.9;-5.3
83;451 Sale and repair of motor vehicles;2008 4th quarter;98.9;-13.7
84;451 Sale and repair of motor vehicles;2008;112.9;-5.1
85;451 Sale and repair of motor vehicles;2009 1st quarter;103.7;-18.8
86;451 Sale and repair of motor vehicles;2009 2nd quarter;93.9;-20.5
87;451 Sale and repair of motor vehicles;2009 3rd quarter;87.2;-18.5
88;451 Sale and repair of motor vehicles;2009 4th quarter;87.8;-11.2
89;451 Sale and repair of motor vehicles;2009;93.1;-17.5
90;451 Sale and repair of motor vehicles;2010 1st quarter;102.8;-0.9
91;451 Sale and repair of motor vehicles;2010 2nd quarter;101.0;7.5
92;451 Sale and repair of motor vehicles;2010 3rd quarter;96.0;10.1
93;451 Sale and repair of motor vehicles;2010 4th quarter;100.2;14.2
94;451 Sale and repair of motor vehicles;2010;100.0;7.4
95;451 Sale and repair of motor vehicles;2011 1st quarter;115.7;12.6
96;451 Sale and repair of motor vehicles;2011 2nd quarter;111.0;10.0
97;451 Sale and repair of motor vehicles;2011 3rd quarter;100.5;4.7
98;451 Sale and repair of motor vehicles;2011 4th quarter;100.4;0.1
99;451 Sale and repair of motor vehicles;2011;106.9;6.9
100;451 Sale and repair of motor vehicles;2012 1st quarter;109.7;-5.2
101;451 Sale and repair of motor vehicles;2012 2nd quarter;116.1;4.6
102;451 Sale and repair of motor vehicles;2012 3rd quarter;88.2;-12.3
103;451 Sale and repair of motor vehicles;2012 4th quarter;90.3;-10.1
104;451 Sale and repair of motor vehicles;2012;101.1;-5.5
105;451 Sale and repair of motor vehicles;2013 1st quarter;90.6;-17.4
106;451 Sale and repair of motor vehicles;2013 2nd quarter;93.5;-19.5
107;451 Sale and repair of motor vehicles;2013 3rd quarter;85.7;-2.8
108;451 Sale and repair of motor vehicles;2013 4th quarter;106.2;17.7
109;451 Sale and repair of motor vehicles;2013;94.0;-7.0
110;451 Sale and repair of motor vehicles;2014 1st quarter;90.8;0.2
111;451 Sale and repair of motor vehicles;2014 2nd quarter;91.4;-2.2
112;451 Sale and repair of motor vehicles;2014 3rd quarter;84.9;-0.9
113;451 Sale and repair of motor vehicles;2014 4th quarter;97.8;-8.0
114;451 Sale and repair of motor vehicles;2014;91.2;-3.0
115;451 Sale and repair of motor vehicles;2015 1st quarter;91.6;0.9
116;451 Sale and repair of motor vehicles;2015 2nd quarter;96.6;5.7
117;451 Sale and repair of motor vehicles;2015 3rd quarter;96.0;13.2
118;451 Sale and repair of motor vehicles;2015 4th quarter;125.1;27.9
119;451 Sale and repair of motor vehicles;2015;102.4;12.2
120;451 Sale and repair of motor vehicles;2016 1st quarter;99.2;8.3
121;451 Sale and repair of motor vehicles;2016 2nd quarter;104.2;7.8
122;451 Sale and repair of motor vehicles;2016 3rd quarter;95.6;-0.4
123;451 Sale and repair of motor vehicles;2016 4th quarter;112.2;-10.3
124;451 Sale and repair of motor vehicles;2016;102.8;0.4
125;451 Sale and repair of motor vehicles;2017 1st quarter;108.2;9.1
126;451 Sale and repair of motor vehicles;2017 2nd quarter;111.3;6.8
127;451 Sale and repair of motor vehicles;2017 3rd quarter;100.7;5.3
128;451 Sale and repair of motor vehicles;2017 4th quarter;113.0;0.7
129;451 Sale and repair of motor vehicles;2017;108.3;5.3
130;45111 Import of new passenger cars;2005 1st quarter;108.0;-4.4
131;45111 Import of new passenger cars;2005 2nd quarter;122.2;5.2
132;45111 Import of new passenger cars;2005 3rd quarter;104.8;2.9
133;45111 Import of new passenger cars;2005 4th quarter;121.2;-0.9
134;45111 Import of new passenger cars;2005;114.1;0.6
135;45111 Import of new passenger cars;2006 1st quarter;118.0;9.3
136;45111 Import of new passenger cars;2006 2nd quarter;129.4;5.8
137;45111 Import of new passenger cars;2006 3rd quarter;110.0;4.9
138;45111 Import of new passenger cars;2006 4th quarter;124.7;2.9
139;45111 Import of new passenger cars;2006;120.5;5.7
140;45111 Import of new passenger cars;2007 1st quarter;123.4;4.5
141;45111 Import of new passenger cars;2007 2nd quarter;133.0;2.8
142;45111 Import of new passenger cars;2007 3rd quarter;115.0;4.5
143;45111 Import of new passenger cars;2007 4th quarter;127.5;2.2
144;45111 Import of new passenger cars;2007;124.7;3.4
145;45111 Import of new passenger cars;2008 1st quarter;127.5;3.3
146;45111 Import of new passenger cars;2008 2nd quarter;124.3;-6.5
147;45111 Import of new passenger cars;2008 3rd quarter;108.0;-6.0
148;45111 Import of new passenger cars;2008 4th quarter;98.6;-22.6
149;45111 Import of new passenger cars;2008;114.6;-8.1
150;45111 Import of new passenger cars;2009 1st quarter;87.1;-31.6
151;45111 Import of new passenger cars;2009 2nd quarter;83.2;-33.0
152;45111 Import of new passenger cars;2009 3rd quarter;78.5;-27.3
153;45111 Import of new passenger cars;2009 4th quarter;86.3;-12.5
154;45111 Import of new passenger cars;2009;83.8;-26.9
155;45111 Import of new passenger cars;2010 1st quarter;93.9;7.7
156;45111 Import of new passenger cars;2010 2nd quarter;99.8;19.9
157;45111 Import of new passenger cars;2010 3rd quarter;96.5;22.9
158;45111 Import of new passenger cars;2010 4th quarter;109.9;27.3
159;45111 Import of new passenger cars;2010;100.0;19.3
160;45111 Import of new passenger cars;2011 1st quarter;116.1;23.7
161;45111 Import of new passenger cars;2011 2nd quarter;115.8;16.0
162;45111 Import of new passenger cars;2011 3rd quarter;103.5;7.3
163;45111 Import of new passenger cars;2011 4th quarter;115.4;5.0
164;45111 Import of new passenger cars;2011;112.7;12.7
165;45111 Import of new passenger cars;2012 1st quarter;116.2;0.0
166;45111 Import of new passenger cars;2012 2nd quarter;144.4;24.7
167;45111 Import of new passenger cars;2012 3rd quarter;86.6;-16.3
168;45111 Import of new passenger cars;2012 4th quarter;105.7;-8.4
169;45111 Import of new passenger cars;2012;113.2;0.5
170;45111 Import of new passenger cars;2013 1st quarter;89.3;-23.1
171;45111 Import of new passenger cars;2013 2nd quarter;99.0;-31.4
172;45111 Import of new passenger cars;2013 3rd quarter;88.3;1.9
173;45111 Import of new passenger cars;2013 4th quarter;131.3;24.2
174;45111 Import of new passenger cars;2013;102.0;-9.9
175;45111 Import of new passenger cars;2014 1st quarter;90.2;1.0
176;45111 Import of new passenger cars;2014 2nd quarter;98.5;-0.5
177;45111 Import of new passenger cars;2014 3rd quarter;87.3;-1.1
178;45111 Import of new passenger cars;2014 4th quarter;118.1;-10.1
179;45111 Import of new passenger cars;2014;98.5;-3.4
180;45111 Import of new passenger cars;2015 1st quarter;88.0;-2.4
181;45111 Import of new passenger cars;2015 2nd quarter;106.9;8.5
182;45111 Import of new passenger cars;2015 3rd quarter;107.0;22.5
183;45111 Import of new passenger cars;2015 4th quarter;165.9;40.5
184;45111 Import of new passenger cars;2015;116.9;18.7
185;45111 Import of new passenger cars;2016 1st quarter;95.5;8.5
186;45111 Import of new passenger cars;2016 2nd quarter;111.5;4.3
187;45111 Import of new passenger cars;2016 3rd quarter;96.9;-9.4
188;45111 Import of new passenger cars;2016 4th quarter;139.2;-16.1
189;45111 Import of new passenger cars;2016;110.8;-5.3
190;45111 Import of new passenger cars;2017 1st quarter;103.4;8.3
191;45111 Import of new passenger cars;2017 2nd quarter;123.0;10.3
192;45111 Import of new passenger cars;2017 3rd quarter;103.6;6.9
193;45111 Import of new passenger cars;2017 4th quarter;140.1;0.6
194;45111 Import of new passenger cars;2017;117.5;6.1
195;45112 Sale of passenger cars, no import;2005 1st quarter;116.3;-3.3
196;45112 Sale of passenger cars, no import;2005 2nd quarter;110.6;-1.5
197;45112 Sale of passenger cars, no import;2005 3rd quarter;101.7;-0.6
198;45112 Sale of passenger cars, no import;2005 4th quarter;98.5;-1.2
199;45112 Sale of passenger cars, no import;2005;106.8;-1.8
200;45112 Sale of passenger cars, no import;2006 1st quarter;123.1;5.8
201;45112 Sale of passenger cars, no import;2006 2nd quarter;112.6;1.8
202;45112 Sale of passenger cars, no import;2006 3rd quarter;104.3;2.5
203;45112 Sale of passenger cars, no import;2006 4th quarter;101.5;3.1
204;45112 Sale of passenger cars, no import;2006;110.4;3.4
205;45112 Sale of passenger cars, no import;2007 1st quarter;125.6;2.1
206;45112 Sale of passenger cars, no import;2007 2nd quarter;116.7;3.6
207;45112 Sale of passenger cars, no import;2007 3rd quarter;110.2;5.7
208;45112 Sale of passenger cars, no import;2007 4th quarter;103.7;2.1
209;45112 Sale of passenger cars, no import;2007;114.0;3.3
210;45112 Sale of passenger cars, no import;2008 1st quarter;124.7;-0.7
211;45112 Sale of passenger cars, no import;2008 2nd quarter;112.9;-3.3
212;45112 Sale of passenger cars, no import;2008 3rd quarter;104.2;-5.4
213;45112 Sale of passenger cars, no import;2008 4th quarter;92.6;-10.7
214;45112 Sale of passenger cars, no import;2008;108.6;-4.8
215;45112 Sale of passenger cars, no import;2009 1st quarter;107.1;-14.1
216;45112 Sale of passenger cars, no import;2009 2nd quarter;96.2;-14.8
217;45112 Sale of passenger cars, no import;2009 3rd quarter;88.4;-15.2
218;45112 Sale of passenger cars, no import;2009 4th quarter;85.5;-7.7
219;45112 Sale of passenger cars, no import;2009;94.3;-13.2
220;45112 Sale of passenger cars, no import;2010 1st quarter;106.6;-0.5
221;45112 Sale of passenger cars, no import;2010 2nd quarter;101.6;5.6
222;45112 Sale of passenger cars, no import;2010 3rd quarter;96.0;8.6
223;45112 Sale of passenger cars, no import;2010 4th quarter;95.8;12.1
224;45112 Sale of passenger cars, no import;2010;100.0;6.0
225;45112 Sale of passenger cars, no import;2011 1st quarter;115.3;8.1
226;45112 Sale of passenger cars, no import;2011 2nd quarter;107.2;5.5
227;45112 Sale of passenger cars, no import;2011 3rd quarter;96.7;0.7
228;45112 Sale of passenger cars, no import;2011 4th quarter;92.4;-3.5
229;45112 Sale of passenger cars, no import;2011;102.9;2.9
230;45112 Sale of passenger cars, no import;2012 1st quarter;108.1;-6.3
231;45112 Sale of passenger cars, no import;2012 2nd quarter;107.7;0.5
232;45112 Sale of passenger cars, no import;2012 3rd quarter;87.7;-9.3
233;45112 Sale of passenger cars, no import;2012 4th quarter;82.6;-10.6
234;45112 Sale of passenger cars, no import;2012;96.5;-6.2
235;45112 Sale of passenger cars, no import;2013 1st quarter;90.1;-16.6
236;45112 Sale of passenger cars, no import;2013 2nd quarter;89.8;-16.7
237;45112 Sale of passenger cars, no import;2013 3rd quarter;84.3;-3.9
238;45112 Sale of passenger cars, no import;2013 4th quarter;95.3;15.3
239;45112 Sale of passenger cars, no import;2013;89.9;-6.9
240;45112 Sale of passenger cars, no import;2014 1st quarter;89.4;-0.8
241;45112 Sale of passenger cars, no import;2014 2nd quarter;87.0;-3.1
242;45112 Sale of passenger cars, no import;2014 3rd quarter;82.4;-2.2
243;45112 Sale of passenger cars, no import;2014 4th quarter;89.0;-6.6
244;45112 Sale of passenger cars, no import;2014;86.9;-3.3
245;45112 Sale of passenger cars, no import;2015 1st quarter;89.8;0.5
246;45112 Sale of passenger cars, no import;2015 2nd quarter;89.6;3.0
247;45112 Sale of passenger cars, no import;2015 3rd quarter;89.7;8.9
248;45112 Sale of passenger cars, no import;2015 4th quarter;110.1;23.7
249;45112 Sale of passenger cars, no import;2015;94.8;9.0
250;45112 Sale of passenger cars, no import;2016 1st quarter;95.7;6.6
251;45112 Sale of passenger cars, no import;2016 2nd quarter;97.1;8.4
252;45112 Sale of passenger cars, no import;2016 3rd quarter;91.9;2.5
253;45112 Sale of passenger cars, no import;2016 4th quarter;98.4;-10.6
254;45112 Sale of passenger cars, no import;2016;95.8;1.1
255;45112 Sale of passenger cars, no import;2017 1st quarter;106.9;11.7
256;45112 Sale of passenger cars, no import;2017 2nd quarter;103.9;7.0
257;45112 Sale of passenger cars, no import;2017 3rd quarter;97.7;6.3
258;45112 Sale of passenger cars, no import;2017 4th quarter;101.0;2.6
259;45112 Sale of passenger cars, no import;2017;102.4;6.9
260;4519 Sale and repair of trucks, trailers;2005 1st quarter;107.4;0.2
261;4519 Sale and repair of trucks, trailers;2005 2nd quarter;106.3;1.6
262;4519 Sale and repair of trucks, trailers;2005 3rd quarter;96.5;-0.4
263;4519 Sale and repair of trucks, trailers;2005 4th quarter;113.0;12.9
264;4519 Sale and repair of trucks, trailers;2005;105.8;3.8
265;4519 Sale and repair of trucks, trailers;2006 1st quarter;132.6;23.5
266;4519 Sale and repair of trucks, trailers;2006 2nd quarter;117.5;10.5
267;4519 Sale and repair of trucks, trailers;2006 3rd quarter;111.3;15.3
268;4519 Sale and repair of trucks, trailers;2006 4th quarter;133.2;17.8
269;4519 Sale and repair of trucks, trailers;2006;123.7;16.8
270;4519 Sale and repair of trucks, trailers;2007 1st quarter;131.0;-1.2
271;4519 Sale and repair of trucks, trailers;2007 2nd quarter;132.9;13.1
272;4519 Sale and repair of trucks, trailers;2007 3rd quarter;125.0;12.3
273;4519 Sale and repair of trucks, trailers;2007 4th quarter;150.6;13.1
274;4519 Sale and repair of trucks, trailers;2007;134.9;9.1
275;4519 Sale and repair of trucks, trailers;2008 1st quarter;146.2;11.6
276;4519 Sale and repair of trucks, trailers;2008 2nd quarter;134.9;1.5
277;4519 Sale and repair of trucks, trailers;2008 3rd quarter;121.0;-3.2
278;4519 Sale and repair of trucks, trailers;2008 4th quarter;138.3;-8.2
279;4519 Sale and repair of trucks, trailers;2008;135.1;0.2
280;4519 Sale and repair of trucks, trailers;2009 1st quarter;122.1;-16.5
281;4519 Sale and repair of trucks, trailers;2009 2nd quarter;105.3;-22.0
282;4519 Sale and repair of trucks, trailers;2009 3rd quarter;100.3;-17.1
283;4519 Sale and repair of trucks, trailers;2009 4th quarter;105.8;-23.5
284;4519 Sale and repair of trucks, trailers;2009;108.4;-19.8
285;4519 Sale and repair of trucks, trailers;2010 1st quarter;100.3;-17.8
286;4519 Sale and repair of trucks, trailers;2010 2nd quarter;100.0;-5.0
287;4519 Sale and repair of trucks, trailers;2010 3rd quarter;95.0;-5.3
288;4519 Sale and repair of trucks, trailers;2010 4th quarter;104.6;-1.1
289;4519 Sale and repair of trucks, trailers;2010;100.0;-7.7
290;4519 Sale and repair of trucks, trailers;2011 1st quarter;117.5;17.1
291;4519 Sale and repair of trucks, trailers;2011 2nd quarter;123.4;23.3
292;4519 Sale and repair of trucks, trailers;2011 3rd quarter;117.4;23.6
293;4519 Sale and repair of trucks, trailers;2011 4th quarter;113.3;8.3
294;4519 Sale and repair of trucks, trailers;2011;117.9;17.9
295;4519 Sale and repair of trucks, trailers;2012 1st quarter;104.2;-11.4
296;4519 Sale and repair of trucks, trailers;2012 2nd quarter;99.9;-19.0
297;4519 Sale and repair of trucks, trailers;2012 3rd quarter;94.9;-19.2
298;4519 Sale and repair of trucks, trailers;2012 4th quarter;100.4;-11.4
299;4519 Sale and repair of trucks, trailers;2012;99.8;-15.3
300;4519 Sale and repair of trucks, trailers;2013 1st quarter;97.0;-6.9
301;4519 Sale and repair of trucks, trailers;2013 2nd quarter;102.9;3.0
302;4519 Sale and repair of trucks, trailers;2013 3rd quarter;88.0;-7.2
303;4519 Sale and repair of trucks, trailers;2013 4th quarter;113.9;13.4
304;4519 Sale and repair of trucks, trailers;2013;100.5;0.6
305;4519 Sale and repair of trucks, trailers;2014 1st quarter;101.2;4.4
306;4519 Sale and repair of trucks, trailers;2014 2nd quarter;101.7;-1.2
307;4519 Sale and repair of trucks, trailers;2014 3rd quarter;94.5;7.3
308;4519 Sale and repair of trucks, trailers;2014 4th quarter;103.4;-9.2
309;4519 Sale and repair of trucks, trailers;2014;100.2;-0.2
310;4519 Sale and repair of trucks, trailers;2015 1st quarter;111.8;10.5
311;4519 Sale and repair of trucks, trailers;2015 2nd quarter;115.8;13.8
312;4519 Sale and repair of trucks, trailers;2015 3rd quarter;109.1;15.4
313;4519 Sale and repair of trucks, trailers;2015 4th quarter;120.1;16.2
314;4519 Sale and repair of trucks, trailers;2015;114.2;14.0
315;4519 Sale and repair of trucks, trailers;2016 1st quarter;130.0;16.3
316;4519 Sale and repair of trucks, trailers;2016 2nd quarter;130.5;12.7
317;4519 Sale and repair of trucks, trailers;2016 3rd quarter;115.5;5.9
318;4519 Sale and repair of trucks, trailers;2016 4th quarter;132.5;10.3
319;4519 Sale and repair of trucks, trailers;2016;127.1;11.3
320;4519 Sale and repair of trucks, trailers;2017 1st quarter;128.0;-1.6
321;4519 Sale and repair of trucks, trailers;2017 2nd quarter;129.0;-1.1
322;4519 Sale and repair of trucks, trailers;2017 3rd quarter;112.1;-2.9
323;4519 Sale and repair of trucks, trailers;2017 4th quarter;122.4;-7.6
324;4519 Sale and repair of trucks, trailers;2017;122.9;-3.3
325;452 Specialised repair of motor vehicles;2005 1st quarter;89.2;1.6
326;452 Specialised repair of motor vehicles;2005 2nd quarter;94.4;5.1
327;452 Specialised repair of motor vehicles;2005 3rd quarter;89.2;2.6
328;452 Specialised repair of motor vehicles;2005 4th quarter;94.7;0.9
329;452 Specialised repair of motor vehicles;2005;91.9;2.5
330;452 Specialised repair of motor vehicles;2006 1st quarter;93.1;4.4
331;452 Specialised repair of motor vehicles;2006 2nd quarter;94.7;0.4
332;452 Specialised repair of motor vehicles;2006 3rd quarter;93.7;5.0
333;452 Specialised repair of motor vehicles;2006 4th quarter;101.8;7.5
334;452 Specialised repair of motor vehicles;2006;95.8;4.3
335;452 Specialised repair of motor vehicles;2007 1st quarter;99.5;6.8
336;452 Specialised repair of motor vehicles;2007 2nd quarter;99.6;5.2
337;452 Specialised repair of motor vehicles;2007 3rd quarter;94.4;0.8
338;452 Specialised repair of motor vehicles;2007 4th quarter;104.2;2.4
339;452 Specialised repair of motor vehicles;2007;99.4;3.8
340;452 Specialised repair of motor vehicles;2008 1st quarter;101.3;1.8
341;452 Specialised repair of motor vehicles;2008 2nd quarter;103.8;4.2
342;452 Specialised repair of motor vehicles;2008 3rd quarter;99.9;5.9
343;452 Specialised repair of motor vehicles;2008 4th quarter;109.5;5.1
344;452 Specialised repair of motor vehicles;2008;103.6;4.2
345;452 Specialised repair of motor vehicles;2009 1st quarter;100.1;-1.2
346;452 Specialised repair of motor vehicles;2009 2nd quarter;96.2;-7.3
347;452 Specialised repair of motor vehicles;2009 3rd quarter;91.7;-8.3
348;452 Specialised repair of motor vehicles;2009 4th quarter;105.4;-3.7
349;452 Specialised repair of motor vehicles;2009;98.3;-5.1
350;452 Specialised repair of motor vehicles;2010 1st quarter;99.8;-0.3
351;452 Specialised repair of motor vehicles;2010 2nd quarter;96.1;-0.1
352;452 Specialised repair of motor vehicles;2010 3rd quarter;93.7;2.3
353;452 Specialised repair of motor vehicles;2010 4th quarter;110.3;4.7
354;452 Specialised repair of motor vehicles;2010;100.0;1.7
355;452 Specialised repair of motor vehicles;2011 1st quarter;98.0;-1.9
356;452 Specialised repair of motor vehicles;2011 2nd quarter;101.4;5.5
357;452 Specialised repair of motor vehicles;2011 3rd quarter;94.5;0.8
358;452 Specialised repair of motor vehicles;2011 4th quarter;112.5;1.9
359;452 Specialised repair of motor vehicles;2011;101.6;1.6
360;452 Specialised repair of motor vehicles;2012 1st quarter;95.7;-2.3
361;452 Specialised repair of motor vehicles;2012 2nd quarter;97.1;-4.2
362;452 Specialised repair of motor vehicles;2012 3rd quarter;93.7;-0.8
363;452 Specialised repair of motor vehicles;2012 4th quarter;102.8;-8.6
364;452 Specialised repair of motor vehicles;2012;97.3;-4.2
365;452 Specialised repair of motor vehicles;2013 1st quarter;87.4;-8.6
366;452 Specialised repair of motor vehicles;2013 2nd quarter;92.2;-5.1
367;452 Specialised repair of motor vehicles;2013 3rd quarter;87.2;-7.0
368;452 Specialised repair of motor vehicles;2013 4th quarter;103.9;1.1
369;452 Specialised repair of motor vehicles;2013;92.7;-4.8
370;452 Specialised repair of motor vehicles;2014 1st quarter;87.9;0.6
371;452 Specialised repair of motor vehicles;2014 2nd quarter;91.2;-1.1
372;452 Specialised repair of motor vehicles;2014 3rd quarter;85.4;-2.0
373;452 Specialised repair of motor vehicles;2014 4th quarter;97.3;-6.3
374;452 Specialised repair of motor vehicles;2014;90.5;-2.4
375;452 Specialised repair of motor vehicles;2015 1st quarter;86.6;-1.5
376;452 Specialised repair of motor vehicles;2015 2nd quarter;91.2;0.0
377;452 Specialised repair of motor vehicles;2015 3rd quarter;91.1;6.6
378;452 Specialised repair of motor vehicles;2015 4th quarter;105.6;8.5
379;452 Specialised repair of motor vehicles;2015;93.6;3.5
380;452 Specialised repair of motor vehicles;2016 1st quarter;90.8;4.9
381;452 Specialised repair of motor vehicles;2016 2nd quarter;99.1;8.7
382;452 Specialised repair of motor vehicles;2016 3rd quarter;96.7;6.2
383;452 Specialised repair of motor vehicles;2016 4th quarter;107.6;1.9
384;452 Specialised repair of motor vehicles;2016;98.6;5.3
385;452 Specialised repair of motor vehicles;2017 1st quarter;97.6;7.5
386;452 Specialised repair of motor vehicles;2017 2nd quarter;103.5;4.5
387;452 Specialised repair of motor vehicles;2017 3rd quarter;95.9;-0.9
388;452 Specialised repair of motor vehicles;2017 4th quarter;114.3;6.2
389;452 Specialised repair of motor vehicles;2017;102.8;4.3
390;453 Sale of motor vehicle parts;2005 1st quarter;81.9;5.8
391;453 Sale of motor vehicle parts;2005 2nd quarter;85.0;5.5
392;453 Sale of motor vehicle parts;2005 3rd quarter;78.1;4.0
393;453 Sale of motor vehicle parts;2005 4th quarter;82.5;4.2
394;453 Sale of motor vehicle parts;2005;81.8;4.9
395;453 Sale of motor vehicle parts;2006 1st quarter;90.0;9.9
396;453 Sale of motor vehicle parts;2006 2nd quarter;93.0;9.5
397;453 Sale of motor vehicle parts;2006 3rd quarter;84.5;8.2
398;453 Sale of motor vehicle parts;2006 4th quarter;95.2;15.4
399;453 Sale of motor vehicle parts;2006;90.7;10.8
400;453 Sale of motor vehicle parts;2007 1st quarter;94.8;5.4
401;453 Sale of motor vehicle parts;2007 2nd quarter;98.4;5.8
402;453 Sale of motor vehicle parts;2007 3rd quarter;89.8;6.3
403;453 Sale of motor vehicle parts;2007 4th quarter;97.6;2.6
