ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
1225;Segment SUV;2017 1e kwartaal;103.5;1.4;1.0;101.7;1.6;2.3;6.2
1226;Segment SUV;2017 2e kwartaal;103.0;-0.5;1.1;101.1;-0.6;1.8;6.2
1227;Segment SUV;2017 3e kwartaal;102.5;-0.5;0.6;100.6;-0.5;1.4;6.2
1228;Segment SUV;2017 4e kwartaal;103.2;0.7;1.1;101.6;1.0;1.5;6.2
1229;Segment SUV;2017 jaargemiddelde;103.0;;0.9;101.2;;1.8;6.2
1230;Vrachtauto's;2001 3e kwartaal;95.1;;;;;;
1231;Vrachtauto's;2001 4e kwartaal;94.5;-0.6;;;;;
1232;Vrachtauto's;2002 1e kwartaal;94.8;0.4;;;;;
1233;Vrachtauto's;2002 2e kwartaal;95.2;0.4;;;;;
1234;Vrachtauto's;2002 3e kwartaal;95.2;0.0;0.1;;;;
1235;Vrachtauto's;2002 4e kwartaal;95.0;-0.2;0.6;;;;
1236;Vrachtauto's;2002 jaargemiddelde;95.1;;;;;;
1237;Vrachtauto's;2003 1e kwartaal;95.3;0.3;0.5;;;;
1238;Vrachtauto's;2003 2e kwartaal;95.1;-0.2;-0.1;;;;
1239;Vrachtauto's;2003 3e kwartaal;95.0;-0.1;-0.2;;;;
1240;Vrachtauto's;2003 4e kwartaal;95.6;0.7;0.6;;;;
1241;Vrachtauto's;2003 jaargemiddelde;95.3;;0.2;;;;
1242;Vrachtauto's;2004 1e kwartaal;96.0;0.4;0.8;;;;
1243;Vrachtauto's;2004 2e kwartaal;95.8;-0.3;0.7;;;;
1244;Vrachtauto's;2004 3e kwartaal;96.1;0.3;1.1;;;;
1245;Vrachtauto's;2004 4e kwartaal;96.2;0.1;0.6;;;;
1246;Vrachtauto's;2004 jaargemiddelde;96.0;;0.8;;;;
1247;Vrachtauto's;2005 1e kwartaal;97.3;1.1;1.3;;;;
1248;Vrachtauto's;2005 2e kwartaal;97.5;0.2;1.8;;;;
1249;Vrachtauto's;2005 3e kwartaal;97.3;-0.2;1.3;;;;
1250;Vrachtauto's;2005 4e kwartaal;97.4;0.1;1.2;;;;
1251;Vrachtauto's;2005 jaargemiddelde;97.4;;1.4;;;;
1252;Vrachtauto's;2006 1e kwartaal;98.5;1.1;1.2;;;;
1253;Vrachtauto's;2006 2e kwartaal;99.1;0.6;1.6;;;;
1254;Vrachtauto's;2006 3e kwartaal;99.3;0.2;2.0;;;;
1255;Vrachtauto's;2006 4e kwartaal;99.9;0.6;2.5;;;;
1256;Vrachtauto's;2006 jaargemiddelde;99.2;;1.8;;;;
1257;Vrachtauto's;2007 1e kwartaal;100.8;1.0;2.4;;;;
1258;Vrachtauto's;2007 2e kwartaal;101.3;0.5;2.3;;;;
1259;Vrachtauto's;2007 3e kwartaal;102.1;0.7;2.8;;;;
1260;Vrachtauto's;2007 4e kwartaal;102.0;-0.1;2.1;;;;
1261;Vrachtauto's;2007 jaargemiddelde;101.6;;2.4;;;;
1262;Vrachtauto's;2008 1e kwartaal;102.3;0.3;1.4;;;;
1263;Vrachtauto's;2008 2e kwartaal;103.0;0.7;1.6;;;;
1264;Vrachtauto's;2008 3e kwartaal;104.7;1.6;2.5;;;;
1265;Vrachtauto's;2008 4e kwartaal;100.6;-3.9;-1.3;;;;
1266;Vrachtauto's;2008 jaargemiddelde;102.6;;1.1;;;;
1267;Vrachtauto's;2009 1e kwartaal;99.9;-0.7;-2.3;;;;
1268;Vrachtauto's;2009 2e kwartaal;100.3;0.4;-2.6;;;;
1269;Vrachtauto's;2009 3e kwartaal;100.1;-0.2;-4.4;;;;
1270;Vrachtauto's;2009 4e kwartaal;99.8;-0.3;-0.8;;;;
1271;Vrachtauto's;2009 jaargemiddelde;100.0;;-2.6;;;;
1272;Vrachtauto's;2010 1e kwartaal;100.0;0.2;0.1;;;;5.8
1273;Vrachtauto's;2010 2e kwartaal;100.0;0.0;-0.3;;;;5.8
1274;Vrachtauto's;2010 3e kwartaal;99.8;-0.2;-0.3;;;;5.8
1275;Vrachtauto's;2010 4e kwartaal;100.2;0.4;0.4;;;;5.8
1276;Vrachtauto's;2010 jaargemiddelde;100.0;;0.0;;;;5.8
1277;Vrachtauto's;2011 1e kwartaal;101.0;0.8;1.0;;;;5.8
1278;Vrachtauto's;2011 2e kwartaal;101.4;0.3;1.4;;;;5.8
1279;Vrachtauto's;2011 3e kwartaal;101.0;-0.3;1.3;;;;5.8
1280;Vrachtauto's;2011 4e kwartaal;101.0;0.0;0.8;;;;5.8
1281;Vrachtauto's;2011 jaargemiddelde;101.1;;1.1;;;;5.8
1282;Vrachtauto's;2012 1e kwartaal;100.2;-0.8;-0.8;;;;5.8
1283;Vrachtauto's;2012 2e kwartaal;99.5;-0.8;-1.9;;;;5.8
1284;Vrachtauto's;2012 3e kwartaal;99.6;0.1;-1.5;;;;5.8
1285;Vrachtauto's;2012 4e kwartaal;99.5;0.0;-1.5;;;;5.8
1286;Vrachtauto's;2012 jaargemiddelde;99.7;;-1.4;;;;5.8
1287;Vrachtauto's;2013 1e kwartaal;99.7;0.2;-0.5;;;;5.8
1288;Vrachtauto's;2013 2e kwartaal;99.5;-0.3;0.0;;;;5.8
1289;Vrachtauto's;2013 3e kwartaal;99.7;0.3;0.2;;;;5.8
1290;Vrachtauto's;2013 4e kwartaal;99.8;0.1;0.3;;;;5.8
1291;Vrachtauto's;2013 jaargemiddelde;99.7;;0.0;;;;5.8
1292;Vrachtauto's;2014 1e kwartaal;100.0;0.1;0.2;;;;5.8
1293;Vrachtauto's;2014 2e kwartaal;99.7;-0.3;0.2;;;;5.8
1294;Vrachtauto's;2014 3e kwartaal;98.8;-0.9;-1.0;;;;5.8
1295;Vrachtauto's;2014 4e kwartaal;98.6;-0.1;-1.2;;;;5.8
1296;Vrachtauto's;2014 jaargemiddelde;99.3;;-0.4;;;;5.8
1297;Vrachtauto's;2015 1e kwartaal;98.6;0.0;-1.4;;;;5.8
1298;Vrachtauto's;2015 2e kwartaal;98.7;0.2;-0.9;;;;5.8
1299;Vrachtauto's;2015 3e kwartaal;98.8;0.1;0.1;;;;5.8
1300;Vrachtauto's;2015 4e kwartaal;98.9;0.1;0.3;;;;5.8
1301;Vrachtauto's;2015 jaargemiddelde;98.8;;-0.5;;;;5.8
1302;Vrachtauto's;2016 1e kwartaal;98.8;-0.1;0.2;;;;5.8
1303;Vrachtauto's;2016 2e kwartaal;98.6;-0.2;-0.2;;;;5.8
1304;Vrachtauto's;2016 3e kwartaal;98.4;-0.2;-0.4;;;;5.8
1305;Vrachtauto's;2016 4e kwartaal;98.5;0.1;-0.4;;;;5.8
1306;Vrachtauto's;2016 jaargemiddelde;98.6;;-0.2;;;;5.8
1307;Vrachtauto's;2017 1e kwartaal;98.4;-0.1;-0.4;;;;5.8
1308;Vrachtauto's;2017 2e kwartaal;98.6;0.1;0.0;;;;5.8
1309;Vrachtauto's;2017 3e kwartaal;98.6;0.0;0.2;;;;5.8
1310;Vrachtauto's;2017 4e kwartaal;98.5;-0.1;0.0;;;;5.8
1311;Vrachtauto's;2017 jaargemiddelde;98.5;;-0.1;;;;5.8
1312;Bestelauto's;2001 3e kwartaal;80.3;;;77.0;;;
1313;Bestelauto's;2001 4e kwartaal;79.9;-0.5;;76.2;-1.1;;
1314;Bestelauto's;2002 1e kwartaal;82.2;2.8;;77.7;2.0;;
1315;Bestelauto's;2002 2e kwartaal;82.2;0.0;;78.2;0.6;;
1316;Bestelauto's;2002 3e kwartaal;81.8;-0.4;1.9;77.6;-0.7;0.9;
1317;Bestelauto's;2002 4e kwartaal;82.0;0.2;2.6;77.9;0.4;2.3;
1318;Bestelauto's;2002 jaargemiddelde;82.1;;;77.9;;;
1319;Bestelauto's;2003 1e kwartaal;82.2;0.3;0.1;78.7;1.0;1.3;
1320;Bestelauto's;2003 2e kwartaal;82.7;0.5;0.6;78.2;-0.6;0.1;
1321;Bestelauto's;2003 3e kwartaal;83.2;0.7;1.7;78.8;0.7;1.5;
1322;Bestelauto's;2003 4e kwartaal;84.5;1.6;3.0;79.9;1.4;2.5;
1323;Bestelauto's;2003 jaargemiddelde;83.2;;1.3;78.9;;1.3;
1324;Bestelauto's;2004 1e kwartaal;84.9;0.4;3.2;80.3;0.5;1.9;
1325;Bestelauto's;2004 2e kwartaal;85.3;0.5;3.2;81.4;1.5;4.1;
1326;Bestelauto's;2004 3e kwartaal;85.2;-0.1;2.4;82.1;0.8;4.2;
1327;Bestelauto's;2004 4e kwartaal;85.7;0.6;1.4;83.4;1.5;4.4;
1328;Bestelauto's;2004 jaargemiddelde;85.3;;2.6;81.8;;3.7;
1329;Bestelauto's;2005 1e kwartaal;89.2;4.0;5.1;85.6;2.7;6.7;
1330;Bestelauto's;2005 2e kwartaal;90.2;1.1;5.7;87.6;2.3;7.6;
1331;Bestelauto's;2005 3e kwartaal;91.2;1.2;7.1;89.7;2.4;9.3;
1332;Bestelauto's;2005 4e kwartaal;91.9;0.7;7.2;90.3;0.7;8.4;
1333;Bestelauto's;2005 jaargemiddelde;90.6;;6.3;88.3;;8.0;
1334;Bestelauto's;2006 1e kwartaal;91.4;-0.5;2.5;90.0;-0.4;5.2;
1335;Bestelauto's;2006 2e kwartaal;92.5;1.1;2.6;91.5;1.6;4.4;
1336;Bestelauto's;2006 3e kwartaal;92.1;-0.4;0.9;91.2;-0.2;1.7;
1337;Bestelauto's;2006 4e kwartaal;92.7;0.6;0.8;90.5;-0.8;0.2;
1338;Bestelauto's;2006 jaargemiddelde;92.2;;1.7;90.8;;2.8;
1339;Bestelauto's;2007 1e kwartaal;92.6;-0.1;1.3;90.4;-0.1;0.4;
1340;Bestelauto's;2007 2e kwartaal;92.9;0.3;0.5;91.3;1.0;-0.2;
1341;Bestelauto's;2007 3e kwartaal;92.4;-0.5;0.4;91.3;0.0;0.0;
1342;Bestelauto's;2007 4e kwartaal;92.3;-0.2;-0.4;92.4;1.3;2.2;
1343;Bestelauto's;2007 jaargemiddelde;92.6;;0.4;91.4;;0.6;
1344;Bestelauto's;2008 1e kwartaal;92.1;-0.2;-0.6;92.8;0.4;2.6;
1345;Bestelauto's;2008 2e kwartaal;93.3;1.3;0.4;95.9;3.3;5.0;
1346;Bestelauto's;2008 3e kwartaal;93.9;0.7;1.6;97.1;1.3;6.4;
1347;Bestelauto's;2008 4e kwartaal;94.1;0.2;1.9;95.1;-2.1;2.9;
1348;Bestelauto's;2008 jaargemiddelde;93.3;;0.8;95.2;;4.2;
1349;Bestelauto's;2009 1e kwartaal;94.6;0.6;2.8;94.0;-1.1;1.3;
1350;Bestelauto's;2009 2e kwartaal;97.1;2.6;4.1;95.8;1.9;-0.1;
1351;Bestelauto's;2009 3e kwartaal;99.0;2.0;5.5;97.8;2.2;0.8;
1352;Bestelauto's;2009 4e kwartaal;99.3;0.3;5.6;98.6;0.7;3.6;
1353;Bestelauto's;2009 jaargemiddelde;97.5;;4.5;96.5;;1.4;
1354;Bestelauto's;2010 1e kwartaal;100.8;1.5;6.6;100.0;1.5;6.4;15.0
1355;Bestelauto's;2010 2e kwartaal;99.6;-1.3;2.6;99.9;-0.2;4.3;15.0
1356;Bestelauto's;2010 3e kwartaal;99.5;-0.1;0.5;99.5;-0.3;1.7;15.0
1357;Bestelauto's;2010 4e kwartaal;100.1;0.5;0.8;100.6;1.1;2.1;15.0
1358;Bestelauto's;2010 jaargemiddelde;100.0;;2.6;100.0;;3.6;15.0
1359;Bestelauto's;2011 1e kwartaal;101.7;1.6;0.8;104.2;3.6;4.2;15.0
1360;Bestelauto's;2011 2e kwartaal;102.1;0.4;2.6;105.6;1.3;5.7;15.0
1361;Bestelauto's;2011 3e kwartaal;102.4;0.2;2.9;105.6;0.0;6.1;15.0
1362;Bestelauto's;2011 4e kwartaal;102.5;0.1;2.4;106.3;0.6;5.6;15.0
1363;Bestelauto's;2011 jaargemiddelde;102.2;;2.2;105.4;;5.4;15.0
1364;Bestelauto's;2012 1e kwartaal;102.4;-0.1;0.7;106.9;0.6;2.6;15.0
1365;Bestelauto's;2012 2e kwartaal;102.8;0.5;0.7;107.0;0.1;1.4;15.0
1366;Bestelauto's;2012 3e kwartaal;102.4;-0.4;0.0;107.2;0.1;1.5;15.0
1367;Bestelauto's;2012 4e kwartaal;102.4;-0.1;-0.1;107.3;0.1;1.0;15.0
1368;Bestelauto's;2012 jaargemiddelde;102.5;;0.3;107.1;;1.6;15.0
1369;Bestelauto's;2013 1e kwartaal;103.5;1.1;1.1;107.9;0.5;0.9;15.0
1370;Bestelauto's;2013 2e kwartaal;103.2;-0.3;0.4;106.4;-1.3;-0.6;15.0
1371;Bestelauto's;2013 3e kwartaal;103.6;0.4;1.2;107.0;0.5;-0.2;15.0
1372;Bestelauto's;2013 4e kwartaal;102.8;-0.8;0.4;105.5;-1.4;-1.7;15.0
1373;Bestelauto's;2013 jaargemiddelde;103.3;;0.7;106.7;;-0.4;15.0
1374;Bestelauto's;2014 1e kwartaal;103.4;0.6;-0.1;106.2;0.7;-1.5;15.0
1375;Bestelauto's;2014 2e kwartaal;102.6;-0.8;-0.6;105.7;-0.5;-0.7;15.0
1376;Bestelauto's;2014 3e kwartaal;102.8;0.2;-0.8;105.6;-0.1;-1.3;15.0
1377;Bestelauto's;2014 4e kwartaal;103.5;0.6;0.7;104.1;-1.4;-1.3;15.0
1378;Bestelauto's;2014 jaargemiddelde;103.1;;-0.2;105.4;;-1.2;15.0
1379;Bestelauto's;2015 1e kwartaal;101.8;-1.6;-1.6;101.3;-2.8;-4.7;15.0
1380;Bestelauto's;2015 2e kwartaal;101.5;-0.2;-1.0;101.9;0.6;-3.6;15.0
1381;Bestelauto's;2015 3e kwartaal;101.0;-0.6;-1.8;99.8;-2.1;-5.5;15.0
1382;Bestelauto's;2015 4e kwartaal;100.1;-0.9;-3.3;98.7;-1.1;-5.2;15.0
1383;Bestelauto's;2015 jaargemiddelde;101.1;;-1.9;100.4;;-4.7;15.0
1384;Bestelauto's;2016 1e kwartaal;101.6;1.6;-0.2;97.6;-1.1;-3.6;15.0
1385;Bestelauto's;2016 2e kwartaal;102.4;0.8;0.8;98.4;0.9;-3.4;15.0
1386;Bestelauto's;2016 3e kwartaal;102.3;-0.1;1.3;98.1;-0.3;-1.7;15.0
1387;Bestelauto's;2016 4e kwartaal;102.3;0.0;2.3;99.4;1.3;0.7;15.0
1388;Bestelauto's;2016 jaargemiddelde;102.2;;1.1;98.4;;-2.0;15.0
1389;Bestelauto's;2017 1e kwartaal;102.8;0.4;1.1;100.3;0.9;2.8;15.0
1390;Bestelauto's;2017 2e kwartaal;102.3;-0.4;0.0;99.7;-0.6;1.3;15.0
1391;Bestelauto's;2017 3e kwartaal;101.5;-0.8;-0.8;99.0;-0.6;0.9;15.0
1392;Bestelauto's;2017 4e kwartaal;102.7;1.1;0.3;100.6;1.6;1.2;15.0
1393;Bestelauto's;2017 jaargemiddelde;102.3;;0.2;99.9;;1.5;15.0
1394;Bestelauto's: licht;2001 3e kwartaal;;;;;;;
1395;Bestelauto's: licht;2001 4e kwartaal;;;;;;;
1396;Bestelauto's: licht;2002 1e kwartaal;;;;;;;
1397;Bestelauto's: licht;2002 2e kwartaal;;;;;;;
1398;Bestelauto's: licht;2002 3e kwartaal;;;;;;;
1399;Bestelauto's: licht;2002 4e kwartaal;;;;;;;
1400;Bestelauto's: licht;2002 jaargemiddelde;;;;;;;
1401;Bestelauto's: licht;2003 1e kwartaal;;;;;;;
1402;Bestelauto's: licht;2003 2e kwartaal;;;;;;;
1403;Bestelauto's: licht;2003 3e kwartaal;;;;;;;
1404;Bestelauto's: licht;2003 4e kwartaal;;;;;;;
1405;Bestelauto's: licht;2003 jaargemiddelde;;;;;;;
1406;Bestelauto's: licht;2004 1e kwartaal;;;;;;;
1407;Bestelauto's: licht;2004 2e kwartaal;;;;;;;
1408;Bestelauto's: licht;2004 3e kwartaal;;;;;;;
1409;Bestelauto's: licht;2004 4e kwartaal;;;;;;;
1410;Bestelauto's: licht;2004 jaargemiddelde;;;;;;;
1411;Bestelauto's: licht;2005 1e kwartaal;;;;;;;
1412;Bestelauto's: licht;2005 2e kwartaal;;;;;;;
1413;Bestelauto's: licht;2005 3e kwartaal;;;;;;;
1414;Bestelauto's: licht;2005 4e kwartaal;;;;;;;
1415;Bestelauto's: licht;2005 jaargemiddelde;;;;;;;
1416;Bestelauto's: licht;2006 1e kwartaal;;;;;;;
1417;Bestelauto's: licht;2006 2e kwartaal;;;;;;;
1418;Bestelauto's: licht;2006 3e kwartaal;;;;;;;
1419;Bestelauto's: licht;2006 4e kwartaal;;;;;;;
1420;Bestelauto's: licht;2006 jaargemiddelde;;;;;;;
1421;Bestelauto's: licht;2007 1e kwartaal;;;;;;;
1422;Bestelauto's: licht;2007 2e kwartaal;;;;;;;
1423;Bestelauto's: licht;2007 3e kwartaal;;;;;;;
1424;Bestelauto's: licht;2007 4e kwartaal;;;;;;;
1425;Bestelauto's: licht;2007 jaargemiddelde;;;;;;;
1426;Bestelauto's: licht;2008 1e kwartaal;;;;;;;
1427;Bestelauto's: licht;2008 2e kwartaal;;;;;;;
1428;Bestelauto's: licht;2008 3e kwartaal;;;;;;;
1429;Bestelauto's: licht;2008 4e kwartaal;;;;;;;
1430;Bestelauto's: licht;2008 jaargemiddelde;;;;;;;
1431;Bestelauto's: licht;2009 1e kwartaal;;;;;;;
1432;Bestelauto's: licht;2009 2e kwartaal;;;;;;;
1433;Bestelauto's: licht;2009 3e kwartaal;;;;;;;
1434;Bestelauto's: licht;2009 4e kwartaal;;;;;;;
1435;Bestelauto's: licht;2009 jaargemiddelde;;;;;;;
1436;Bestelauto's: licht;2010 1e kwartaal;;;;;;;
1437;Bestelauto's: licht;2010 2e kwartaal;;;;;;;
1438;Bestelauto's: licht;2010 3e kwartaal;99.7;;;99.6;;;3.5
1439;Bestelauto's: licht;2010 4e kwartaal;99.6;-0.1;;100.4;0.9;;3.5
1440;Bestelauto's: licht;2010 jaargemiddelde;;;;;;;
1441;Bestelauto's: licht;2011 1e kwartaal;101.6;2.0;;104.0;3.6;;3.5
1442;Bestelauto's: licht;2011 2e kwartaal;101.8;0.2;;105.8;1.7;;3.5
1443;Bestelauto's: licht;2011 3e kwartaal;101.7;-0.1;2.0;105.1;-0.6;5.6;3.5
1444;Bestelauto's: licht;2011 4e kwartaal;101.9;0.2;2.3;106.2;1.0;5.8;3.5
1445;Bestelauto's: licht;2011 jaargemiddelde;101.8;;;105.3;;;3.5
1446;Bestelauto's: licht;2012 1e kwartaal;102.5;0.5;0.9;107.8;1.5;3.6;3.5
1447;Bestelauto's: licht;2012 2e kwartaal;103.0;0.5;1.2;107.9;0.1;2.0;3.5
1448;Bestelauto's: licht;2012 3e kwartaal;102.6;-0.4;0.9;108.0;0.1;2.7;3.5
1449;Bestelauto's: licht;2012 4e kwartaal;102.2;-0.3;0.3;108.0;0.0;1.7;3.5
1450;Bestelauto's: licht;2012 jaargemiddelde;102.6;;0.8;107.9;;2.5;3.5
1451;Bestelauto's: licht;2013 1e kwartaal;103.8;1.6;1.3;108.8;0.7;0.9;3.5
1452;Bestelauto's: licht;2013 2e kwartaal;104.0;0.1;0.9;107.5;-1.2;-0.4;3.5
1453;Bestelauto's: licht;2013 3e kwartaal;104.5;0.6;1.9;108.3;0.7;0.2;3.5
1454;Bestelauto's: licht;2013 4e kwartaal;104.0;-0.5;1.7;107.1;-1.1;-0.9;3.5
1455;Bestelauto's: licht;2013 jaargemiddelde;104.1;;1.5;107.9;;0.0;3.5
1456;Bestelauto's: licht;2014 1e kwartaal;104.3;0.3;0.4;107.7;0.6;-1.0;3.5
1457;Bestelauto's: licht;2014 2e kwartaal;103.5;-0.7;-0.4;107.2;-0.5;-0.3;3.5
1458;Bestelauto's: licht;2014 3e kwartaal;104.0;0.5;-0.5;107.4;0.2;-0.8;3.5
1459;Bestelauto's: licht;2014 4e kwartaal;104.6;0.5;0.6;106.1;-1.2;-0.9;3.5
1460;Bestelauto's: licht;2014 jaargemiddelde;104.1;;0.0;107.1;;-0.8;3.5
1461;Bestelauto's: licht;2015 1e kwartaal;103.0;-1.5;-1.2;103.1;-2.9;-4.3;3.5
1462;Bestelauto's: licht;2015 2e kwartaal;102.9;-0.1;-0.6;103.9;0.8;-3.1;3.5
1463;Bestelauto's: licht;2015 3e kwartaal;103.2;0.2;-0.8;102.7;-1.1;-4.4;3.5
1464;Bestelauto's: licht;2015 4e kwartaal;103.1;-0.1;-1.4;101.6;-1.0;-4.2;3.5
1465;Bestelauto's: licht;2015 jaargemiddelde;103.0;;-1.0;102.8;;-4.0;3.5
1466;Bestelauto's: licht;2016 1e kwartaal;104.2;1.1;1.2;100.1;-1.6;-2.9;3.5
1467;Bestelauto's: licht;2016 2e kwartaal;104.3;0.1;1.4;100.8;0.7;-3.0;3.5
1468;Bestelauto's: licht;2016 3e kwartaal;104.2;-0.1;1.0;99.9;-0.8;-2.7;3.5
1469;Bestelauto's: licht;2016 4e kwartaal;103.8;-0.4;0.6;100.8;0.9;-0.8;3.5
1470;Bestelauto's: licht;2016 jaargemiddelde;104.1;;1.0;100.4;;-2.4;3.5
1471;Bestelauto's: licht;2017 1e kwartaal;105.7;1.9;1.4;102.8;2.0;2.8;3.5
1472;Bestelauto's: licht;2017 2e kwartaal;104.9;-0.7;0.6;101.9;-0.9;1.1;3.5
1473;Bestelauto's: licht;2017 3e kwartaal;105.1;0.2;0.9;102.0;0.1;2.1;3.5
1474;Bestelauto's: licht;2017 4e kwartaal;105.6;0.5;1.8;103.2;1.2;2.3;3.5
1475;Bestelauto's: licht;2017 jaargemiddelde;105.3;;1.2;102.5;;2.1;3.5
1476;Bestelauto's: zwaar;2001 3e kwartaal;;;;;;;
1477;Bestelauto's: zwaar;2001 4e kwartaal;;;;;;;
1478;Bestelauto's: zwaar;2002 1e kwartaal;;;;;;;
1479;Bestelauto's: zwaar;2002 2e kwartaal;;;;;;;
1480;Bestelauto's: zwaar;2002 3e kwartaal;;;;;;;
1481;Bestelauto's: zwaar;2002 4e kwartaal;;;;;;;
1482;Bestelauto's: zwaar;2002 jaargemiddelde;;;;;;;
1483;Bestelauto's: zwaar;2003 1e kwartaal;;;;;;;
1484;Bestelauto's: zwaar;2003 2e kwartaal;;;;;;;
1485;Bestelauto's: zwaar;2003 3e kwartaal;;;;;;;
1486;Bestelauto's: zwaar;2003 4e kwartaal;;;;;;;
1487;Bestelauto's: zwaar;2003 jaargemiddelde;;;;;;;
1488;Bestelauto's: zwaar;2004 1e kwartaal;;;;;;;
1489;Bestelauto's: zwaar;2004 2e kwartaal;;;;;;;
1490;Bestelauto's: zwaar;2004 3e kwartaal;;;;;;;
1491;Bestelauto's: zwaar;2004 4e kwartaal;;;;;;;
1492;Bestelauto's: zwaar;2004 jaargemiddelde;;;;;;;
1493;Bestelauto's: zwaar;2005 1e kwartaal;;;;;;;
1494;Bestelauto's: zwaar;2005 2e kwartaal;;;;;;;
1495;Bestelauto's: zwaar;2005 3e kwartaal;;;;;;;
1496;Bestelauto's: zwaar;2005 4e kwartaal;;;;;;;
1497;Bestelauto's: zwaar;2005 jaargemiddelde;;;;;;;
1498;Bestelauto's: zwaar;2006 1e kwartaal;;;;;;;
1499;Bestelauto's: zwaar;2006 2e kwartaal;;;;;;;
1500;Bestelauto's: zwaar;2006 3e kwartaal;;;;;;;
1501;Bestelauto's: zwaar;2006 4e kwartaal;;;;;;;
1502;Bestelauto's: zwaar;2006 jaargemiddelde;;;;;;;
1503;Bestelauto's: zwaar;2007 1e kwartaal;;;;;;;
1504;Bestelauto's: zwaar;2007 2e kwartaal;;;;;;;
1505;Bestelauto's: zwaar;2007 3e kwartaal;;;;;;;
1506;Bestelauto's: zwaar;2007 4e kwartaal;;;;;;;
1507;Bestelauto's: zwaar;2007 jaargemiddelde;;;;;;;
1508;Bestelauto's: zwaar;2008 1e kwartaal;;;;;;;
1509;Bestelauto's: zwaar;2008 2e kwartaal;;;;;;;
1510;Bestelauto's: zwaar;2008 3e kwartaal;;;;;;;
1511;Bestelauto's: zwaar;2008 4e kwartaal;;;;;;;
1512;Bestelauto's: zwaar;2008 jaargemiddelde;;;;;;;
1513;Bestelauto's: zwaar;2009 1e kwartaal;;;;;;;
1514;Bestelauto's: zwaar;2009 2e kwartaal;;;;;;;
1515;Bestelauto's: zwaar;2009 3e kwartaal;;;;;;;
1516;Bestelauto's: zwaar;2009 4e kwartaal;;;;;;;
1517;Bestelauto's: zwaar;2009 jaargemiddelde;;;;;;;
1518;Bestelauto's: zwaar;2010 1e kwartaal;;;;;;;
1519;Bestelauto's: zwaar;2010 2e kwartaal;;;;;;;
1520;Bestelauto's: zwaar;2010 3e kwartaal;99.5;;;99.5;;;11.5
1521;Bestelauto's: zwaar;2010 4e kwartaal;100.2;0.7;;100.6;1.1;;11.5
1522;Bestelauto's: zwaar;2010 jaargemiddelde;;;;;;;
1523;Bestelauto's: zwaar;2011 1e kwartaal;101.7;1.5;;104.2;3.6;;11.5
1524;Bestelauto's: zwaar;2011 2e kwartaal;102.2;0.5;;105.5;1.3;;11.5
1525;Bestelauto's: zwaar;2011 3e kwartaal;102.6;0.3;3.1;105.8;0.2;6.3;11.5
1526;Bestelauto's: zwaar;2011 4e kwartaal;102.6;0.0;2.4;106.3;0.5;5.6;11.5
1527;Bestelauto's: zwaar;2011 jaargemiddelde;102.3;;;105.5;;;11.5
1528;Bestelauto's: zwaar;2012 1e kwartaal;102.3;-0.3;0.6;106.6;0.3;2.3;11.5
1529;Bestelauto's: zwaar;2012 2e kwartaal;102.8;0.5;0.5;106.8;0.1;1.2;11.5
1530;Bestelauto's: zwaar;2012 3e kwartaal;102.4;-0.4;-0.2;106.9;0.2;1.1;11.5
1531;Bestelauto's: zwaar;2012 4e kwartaal;102.4;0.0;-0.2;107.1;0.2;0.8;11.5
1532;Bestelauto's: zwaar;2012 jaargemiddelde;102.5;;0.2;106.9;;1.3;11.5
1533;Bestelauto's: zwaar;2013 1e kwartaal;103.4;0.9;1.0;107.6;0.4;0.9;11.5
1534;Bestelauto's: zwaar;2013 2e kwartaal;103.0;-0.4;0.2;106.1;-1.4;-0.6;11.5
1535;Bestelauto's: zwaar;2013 3e kwartaal;103.3;0.3;0.9;106.6;0.5;-0.3;11.5
1536;Bestelauto's: zwaar;2013 4e kwartaal;102.4;-0.9;0.0;105.0;-1.5;-2.0;11.5
1537;Bestelauto's: zwaar;2013 jaargemiddelde;103.0;;0.5;106.3;;-0.5;11.5
1538;Bestelauto's: zwaar;2014 1e kwartaal;103.1;0.7;-0.2;105.7;0.7;-1.7;11.5
1539;Bestelauto's: zwaar;2014 2e kwartaal;102.3;-0.8;-0.7;105.3;-0.5;-0.8;11.5
1540;Bestelauto's: zwaar;2014 3e kwartaal;102.4;0.2;-0.9;105.0;-0.2;-1.5;11.5
1541;Bestelauto's: zwaar;2014 4e kwartaal;103.1;0.7;0.7;103.5;-1.4;-1.4;11.5
1542;Bestelauto's: zwaar;2014 jaargemiddelde;102.7;;-0.3;104.9;;-1.4;11.5
1543;Bestelauto's: zwaar;2015 1e kwartaal;101.4;-1.7;-1.7;100.7;-2.7;-4.8;11.5
1544;Bestelauto's: zwaar;2015 2e kwartaal;101.1;-0.3;-1.1;101.3;0.6;-3.7;11.5
1545;Bestelauto's: zwaar;2015 3e kwartaal;100.3;-0.8;-2.1;98.9;-2.4;-5.8;11.5
1546;Bestelauto's: zwaar;2015 4e kwartaal;99.1;-1.2;-3.9;97.8;-1.1;-5.6;11.5
1547;Bestelauto's: zwaar;2015 jaargemiddelde;100.5;;-2.2;99.7;;-5.0;11.5
