ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
341;A-U All economic activities;E Water supply and waste management;2020;13.2;1806.3;687.5
342;A-U All economic activities;E Water supply and waste management;2021;14.8;2223.5;889.3
343;A-U All economic activities;E Water supply and waste management;2022;16.0;2782.2;1232.5
344;A-U All economic activities;36 Water collection and distribution;2015;1.1;227.9;15.8
345;A-U All economic activities;36 Water collection and distribution;2016;1.0;216.6;15.6
346;A-U All economic activities;36 Water collection and distribution;2017;1.1;225.8;18.2
347;A-U All economic activities;36 Water collection and distribution;2018;1.0;207.4;16.4
348;A-U All economic activities;36 Water collection and distribution;2019;1.0;208.4;16.9
349;A-U All economic activities;36 Water collection and distribution;2020;1.0;206.3;16.0
350;A-U All economic activities;36 Water collection and distribution;2021;1.2;237.2;18.5
351;A-U All economic activities;36 Water collection and distribution;2022;1.2;227.1;21.5
352;A-U All economic activities;37-39 Sewerage and waste treatment;2015;10.6;1397.2;557.0
353;A-U All economic activities;37-39 Sewerage and waste treatment;2016;11.1;1419.2;556.5
354;A-U All economic activities;37-39 Sewerage and waste treatment;2017;11.8;1526.2;610.9
355;A-U All economic activities;37-39 Sewerage and waste treatment;2018;12.0;1614.4;641.8
356;A-U All economic activities;37-39 Sewerage and waste treatment;2019;12.1;1581.6;689.3
357;A-U All economic activities;37-39 Sewerage and waste treatment;2020;12.2;1600.0;671.5
358;A-U All economic activities;37-39 Sewerage and waste treatment;2021;13.7;1986.3;870.8
359;A-U All economic activities;37-39 Sewerage and waste treatment;2022;14.8;2555.1;1211.0
360;A-U All economic activities;F Construction;2015;48.6;3134.2;1446.6
361;A-U All economic activities;F Construction;2016;42.6;2895.9;1298.8
362;A-U All economic activities;F Construction;2017;46.6;3345.8;1505.6
363;A-U All economic activities;F Construction;2018;45.3;3318.6;1542.6
364;A-U All economic activities;F Construction;2019;43.1;3334.9;1466.3
365;A-U All economic activities;F Construction;2020;42.4;3344.7;1469.5
366;A-U All economic activities;F Construction;2021;44.0;3654.5;1675.1
367;A-U All economic activities;F Construction;2022;49.7;3893.8;2075.0
368;A-U All economic activities;41 Construction buildings, development;2015;6.8;399.4;202.1
369;A-U All economic activities;41 Construction buildings, development;2016;5.9;371.1;185.7
370;A-U All economic activities;41 Construction buildings, development;2017;6.1;403.8;196.2
371;A-U All economic activities;41 Construction buildings, development;2018;6.1;418.1;206.7
372;A-U All economic activities;41 Construction buildings, development;2019;5.8;426.4;200.5
373;A-U All economic activities;41 Construction buildings, development;2020;5.9;460.9;199.1
374;A-U All economic activities;41 Construction buildings, development;2021;6.5;517.5;229.2
375;A-U All economic activities;41 Construction buildings, development;2022;7.2;523.7;285.1
376;A-U All economic activities;42 Civil engineering;2015;12.0;958.0;572.2
377;A-U All economic activities;42 Civil engineering;2016;10.2;874.7;484.7
378;A-U All economic activities;42 Civil engineering;2017;12.9;1118.4;632.1
379;A-U All economic activities;42 Civil engineering;2018;11.8;1032.0;641.6
380;A-U All economic activities;42 Civil engineering;2019;11.4;1019.3;575.9
381;A-U All economic activities;42 Civil engineering;2020;10.8;991.8;600.1
382;A-U All economic activities;42 Civil engineering;2021;9.7;1043.7;636.8
383;A-U All economic activities;42 Civil engineering;2022;12.2;1110.0;756.6
384;A-U All economic activities;43 Specialised construction activities;2015;29.9;1776.7;672.2
385;A-U All economic activities;43 Specialised construction activities;2016;26.4;1650.1;628.4
386;A-U All economic activities;43 Specialised construction activities;2017;27.6;1823.7;677.3
387;A-U All economic activities;43 Specialised construction activities;2018;27.5;1868.5;694.2
388;A-U All economic activities;43 Specialised construction activities;2019;26.0;1889.2;689.9
389;A-U All economic activities;43 Specialised construction activities;2020;25.6;1892.1;670.3
390;A-U All economic activities;43 Specialised construction activities;2021;27.7;2093.3;809.1
391;A-U All economic activities;43 Specialised construction activities;2022;30.3;2260.2;1033.4
392;A-U All economic activities;G-I Trade, transport, hotels, catering;2015;649.2;67583.4;23377.3
393;A-U All economic activities;G-I Trade, transport, hotels, catering;2016;665.1;69445.9;23199.3
394;A-U All economic activities;G-I Trade, transport, hotels, catering;2017;690.1;73685.9;25818.1
395;A-U All economic activities;G-I Trade, transport, hotels, catering;2018;710.4;76145.5;27075.1
396;A-U All economic activities;G-I Trade, transport, hotels, catering;2019;730.1;81003.8;27229.6
397;A-U All economic activities;G-I Trade, transport, hotels, catering;2020;701.4;75165.7;24413.1
398;A-U All economic activities;G-I Trade, transport, hotels, catering;2021;728.0;89006.0;28090.0
399;A-U All economic activities;G-I Trade, transport, hotels, catering;2022;758.1;99917.6;35042.2
400;A-U All economic activities;G-N Commercial services;2015;1467.5;146323.0;50763.4
401;A-U All economic activities;G-N Commercial services;2016;1481.1;145298.7;49009.3
402;A-U All economic activities;G-N Commercial services;2017;1561.1;155251.5;56547.5
403;A-U All economic activities;G-N Commercial services;2018;1633.1;163173.4;67789.9
404;A-U All economic activities;G-N Commercial services;2019;1661.2;171371.3;71972.8
405;A-U All economic activities;G-N Commercial services;2020;1600.7;159761.4;68360.8
406;A-U All economic activities;G-N Commercial services;2021;1616.1;181317.3;71623.8
407;A-U All economic activities;G-N Commercial services;2022;1748.0;203599.8;84487.9
408;A-U All economic activities;G Wholesale and retail trade;2015;387.8;42464.4;11344.7
409;A-U All economic activities;G Wholesale and retail trade;2016;396.0;43933.7;11583.8
410;A-U All economic activities;G Wholesale and retail trade;2017;411.4;46825.6;12961.2
411;A-U All economic activities;G Wholesale and retail trade;2018;418.5;48610.0;13074.5
412;A-U All economic activities;G Wholesale and retail trade;2019;429.0;52164.2;13127.2
413;A-U All economic activities;G Wholesale and retail trade;2020;412.3;50520.7;11949.9
414;A-U All economic activities;G Wholesale and retail trade;2021;429.0;60917.3;12958.4
415;A-U All economic activities;G Wholesale and retail trade;2022;446.5;63850.2;15496.3
416;A-U All economic activities;45 Sale and repair of motor vehicles;2015;30.4;2025.7;601.8
417;A-U All economic activities;45 Sale and repair of motor vehicles;2016;31.8;2147.6;599.3
418;A-U All economic activities;45 Sale and repair of motor vehicles;2017;33.6;2375.7;678.1
419;A-U All economic activities;45 Sale and repair of motor vehicles;2018;34.1;2443.9;702.6
420;A-U All economic activities;45 Sale and repair of motor vehicles;2019;33.5;2567.3;690.2
421;A-U All economic activities;45 Sale and repair of motor vehicles;2020;32.0;2439.7;634.8
422;A-U All economic activities;45 Sale and repair of motor vehicles;2021;32.9;2589.3;714.8
423;A-U All economic activities;45 Sale and repair of motor vehicles;2022;32.8;2591.1;815.0
424;A-U All economic activities;46 Wholesale trade (no motor vehicles);2015;298.5;37543.1;10538.0
425;A-U All economic activities;46 Wholesale trade (no motor vehicles);2016;304.5;38767.6;10776.3
426;A-U All economic activities;46 Wholesale trade (no motor vehicles);2017;314.6;41162.1;12046.8
427;A-U All economic activities;46 Wholesale trade (no motor vehicles);2018;318.8;42735.4;12123.6
428;A-U All economic activities;46 Wholesale trade (no motor vehicles);2019;327.4;45856.9;12167.4
429;A-U All economic activities;46 Wholesale trade (no motor vehicles);2020;320.0;44740.4;11077.6
430;A-U All economic activities;46 Wholesale trade (no motor vehicles);2021;333.0;54612.2;11947.4
431;A-U All economic activities;46 Wholesale trade (no motor vehicles);2022;342.3;57129.9;14281.5
432;A-U All economic activities;47 Retail trade (not in motor vehicles);2015;58.8;2895.7;204.9
433;A-U All economic activities;47 Retail trade (not in motor vehicles);2016;59.7;3018.6;208.2
434;A-U All economic activities;47 Retail trade (not in motor vehicles);2017;63.2;3287.8;236.3
435;A-U All economic activities;47 Retail trade (not in motor vehicles);2018;65.7;3430.6;248.3
436;A-U All economic activities;47 Retail trade (not in motor vehicles);2019;68.0;3739.9;269.5
437;A-U All economic activities;47 Retail trade (not in motor vehicles);2020;60.4;3340.6;237.5
438;A-U All economic activities;47 Retail trade (not in motor vehicles);2021;63.1;3715.8;296.1
439;A-U All economic activities;47 Retail trade (not in motor vehicles);2022;71.3;4129.2;399.8
440;A-U All economic activities;H Transportation and storage;2015;206.3;22406.5;11437.0
441;A-U All economic activities;H Transportation and storage;2016;210.2;22512.8;10968.6
442;A-U All economic activities;H Transportation and storage;2017;217.2;23602.0;12151.8
443;A-U All economic activities;H Transportation and storage;2018;226.4;23978.9;13226.9
444;A-U All economic activities;H Transportation and storage;2019;230.9;25032.8;13257.5
445;A-U All economic activities;H Transportation and storage;2020;232.1;22774.5;11900.4
446;A-U All economic activities;H Transportation and storage;2021;245.9;26030.5;14498.8
447;A-U All economic activities;H Transportation and storage;2022;248.7;32190.0;18432.7
448;A-U All economic activities;49 Land transport;2015;95.6;7329.7;2971.9
449;A-U All economic activities;49 Land transport;2016;99.3;7611.4;3126.6
450;A-U All economic activities;49 Land transport;2017;103.0;8201.8;3625.7
451;A-U All economic activities;49 Land transport;2018;107.2;8438.1;3970.1
452;A-U All economic activities;49 Land transport;2019;109.5;9160.2;4184.5
453;A-U All economic activities;49 Land transport;2020;106.2;8682.7;4111.7
454;A-U All economic activities;49 Land transport;2021;118.4;10172.0;4515.4
455;A-U All economic activities;49 Land transport;2022;117.8;11140.7;5886.7
456;A-U All economic activities;50 Water transport;2015;18.0;2929.8;3461.2
457;A-U All economic activities;50 Water transport;2016;17.0;2606.9;3141.3
458;A-U All economic activities;50 Water transport;2017;16.6;2650.5;3339.4
459;A-U All economic activities;50 Water transport;2018;16.5;2569.9;3661.2
460;A-U All economic activities;50 Water transport;2019;16.6;2647.8;3580.2
461;A-U All economic activities;50 Water transport;2020;17.1;2702.3;3533.4
462;A-U All economic activities;50 Water transport;2021;17.8;3185.9;4144.7
463;A-U All economic activities;50 Water transport;2022;17.5;4939.0;5097.4
464;A-U All economic activities;51 Air transport;2015;16.2;2629.1;2939.7
465;A-U All economic activities;51 Air transport;2016;16.3;2951.3;2631.9
466;A-U All economic activities;51 Air transport;2017;16.6;2955.2;2943.3
467;A-U All economic activities;51 Air transport;2018;17.2;2881.2;3212.8
468;A-U All economic activities;51 Air transport;2019;18.0;2717.8;3343.2
469;A-U All economic activities;51 Air transport;2020;19.2;1296.6;1965.6
470;A-U All economic activities;51 Air transport;2021;16.2;1237.1;2868.9
471;A-U All economic activities;51 Air transport;2022;16.3;2214.1;4324.4
472;A-U All economic activities;52 Warehousing, services for transport;2015;57.5;8344.4;1543.2
473;A-U All economic activities;52 Warehousing, services for transport;2016;59.2;8160.4;1501.8
474;A-U All economic activities;52 Warehousing, services for transport;2017;61.5;8585.6;1589.8
475;A-U All economic activities;52 Warehousing, services for transport;2018;64.4;8869.7;1622.2
476;A-U All economic activities;52 Warehousing, services for transport;2019;67.4;9312.9;1605.3
477;A-U All economic activities;52 Warehousing, services for transport;2020;68.5;8803.2;1608.0
478;A-U All economic activities;52 Warehousing, services for transport;2021;72.0;10008.3;1976.7
479;A-U All economic activities;52 Warehousing, services for transport;2022;77.1;12712.8;2281.0
480;A-U All economic activities;53 Postal and courier activities;2015;19.0;1173.7;521.1
481;A-U All economic activities;53 Postal and courier activities;2016;18.4;1182.8;567.0
482;A-U All economic activities;53 Postal and courier activities;2017;19.5;1208.8;653.6
483;A-U All economic activities;53 Postal and courier activities;2018;21.0;1220.0;760.5
484;A-U All economic activities;53 Postal and courier activities;2019;19.4;1194.0;544.2
485;A-U All economic activities;53 Postal and courier activities;2020;21.0;1289.7;681.6
486;A-U All economic activities;53 Postal and courier activities;2021;21.6;1427.2;993.0
487;A-U All economic activities;53 Postal and courier activities;2022;20.0;1183.5;843.2
488;A-U All economic activities;I Accommodation and food serving;2015;55.1;2712.4;595.6
489;A-U All economic activities;I Accommodation and food serving;2016;58.9;2999.4;646.9
490;A-U All economic activities;I Accommodation and food serving;2017;61.5;3258.3;705.1
491;A-U All economic activities;I Accommodation and food serving;2018;65.4;3556.6;773.7
492;A-U All economic activities;I Accommodation and food serving;2019;70.2;3806.9;845.0
493;A-U All economic activities;I Accommodation and food serving;2020;56.9;1870.5;562.8
494;A-U All economic activities;I Accommodation and food serving;2021;53.2;2058.2;632.8
495;A-U All economic activities;I Accommodation and food serving;2022;62.9;3877.4;1113.2
496;A-U All economic activities;55 Accommodation;2015;23.2;1167.2;196.7
497;A-U All economic activities;55 Accommodation;2016;25.1;1314.7;213.3
498;A-U All economic activities;55 Accommodation;2017;27.1;1549.0;244.8
499;A-U All economic activities;55 Accommodation;2018;29.2;1730.4;276.0
500;A-U All economic activities;55 Accommodation;2019;31.4;1837.5;300.8
501;A-U All economic activities;55 Accommodation;2020;20.6;688.7;153.3
502;A-U All economic activities;55 Accommodation;2021;17.6;750.0;159.1
503;A-U All economic activities;55 Accommodation;2022;24.3;1750.9;353.1
504;A-U All economic activities;56 Food and beverage service activities;2015;31.9;1545.2;398.9
505;A-U All economic activities;56 Food and beverage service activities;2016;33.7;1684.7;433.6
506;A-U All economic activities;56 Food and beverage service activities;2017;34.5;1709.3;460.3
507;A-U All economic activities;56 Food and beverage service activities;2018;36.2;1826.2;497.8
508;A-U All economic activities;56 Food and beverage service activities;2019;38.7;1969.4;544.2
509;A-U All economic activities;56 Food and beverage service activities;2020;36.4;1181.8;409.4
510;A-U All economic activities;56 Food and beverage service activities;2021;35.6;1308.2;473.7
511;A-U All economic activities;56 Food and beverage service activities;2022;38.6;2126.5;760.1
512;A-U All economic activities;J Information and communication;2015;118.7;13313.6;5502.1
513;A-U All economic activities;J Information and communication;2016;128.6;14679.4;7013.0
514;A-U All economic activities;J Information and communication;2017;142.1;16243.9;10425.1
