ID;RegioS;SBI74;Perioden;Productie_1;Verbruik_2;ToegevoegdeWaarde_3;Lonen_4;SocialeLasten_5;IndirecteBelastingen_6;OverigInkomen_7;Arbeidsvolume_8
3025;Groningen;Cultuur, sport en recreatie;1983;98;39;59;27;8;0;23;1.9
3026;Groningen;Cultuur, sport en recreatie;1984;103;41;61;28;7;0;25;2.0
3027;Groningen;Cultuur, sport en recreatie;1985;103;47;55;29;8;0;18;1.9
3028;Groningen;Cultuur, sport en recreatie;1986;112;50;61;30;8;0;21;1.6
3029;Groningen;Cultuur, sport en recreatie;1987;114;49;64;32;9;0;24;1.6
3030;Groningen;Cultuur, sport en recreatie;1988;115;49;65;33;9;0;21;1.7
3031;Groningen;Cultuur, sport en recreatie;1989;145;62;83;40;9;0;34;2.0
3032;Groningen;Cultuur, sport en recreatie;1990;148;63;85;47;6;0;32;2.0
3033;Groningen;Cultuur, sport en recreatie;1991;153;63;90;47;6;1;34;2.0
3034;Groningen;Cultuur, sport en recreatie;1992;165;68;97;49;7;1;38;2.1
3035;Groningen;Cultuur, sport en recreatie;1993;176;71;104;52;7;2;42;2.0
3036;Groningen;Overige diensten;1970;106;44;61;42;8;0;10;9.6
3037;Groningen;Overige diensten;1973;170;44;125;75;16;0;33;10.8
3038;Groningen;Overige diensten;1974;197;55;142;90;22;0;29;11.1
3039;Groningen;Overige diensten;1975;229;64;164;101;26;0;36;11.0
3040;Groningen;Overige diensten;1976;260;71;188;118;30;0;39;11.2
3041;Groningen;Overige diensten;1977;270;67;203;122;32;0;48;10.9
3042;Groningen;Overige diensten;1978;297;79;217;132;34;0;50;11.3
3043;Groningen;Overige diensten;1979;338;95;242;147;39;0;57;11.9
3044;Groningen;Overige diensten;1980;365;90;275;160;40;0;74;12.3
3045;Groningen;Overige diensten;1981;403;106;297;170;44;0;82;13.3
3046;Groningen;Overige diensten;1982;399;107;292;169;44;0;78;13.0
3047;Groningen;Overige diensten;1983;389;95;293;171;46;-1;77;12.7
3048;Groningen;Overige diensten;1984;409;99;309;181;49;0;79;13.1
3049;Groningen;Overige diensten;1985;436;113;323;204;57;0;61;13.4
3050;Groningen;Overige diensten;1986;462;126;336;208;55;0;71;14.0
3051;Groningen;Overige diensten;1987;466;128;337;219;56;1;59;14.0
3052;Groningen;Overige diensten;1988;463;128;334;216;55;1;60;13.7
3053;Groningen;Overige diensten;1989;485;134;351;229;54;3;64;14.1
3054;Groningen;Overige diensten;1990;524;149;374;267;37;3;65;14.5
3055;Groningen;Overige diensten;1991;559;160;399;284;39;0;74;15.0
3056;Groningen;Overige diensten;1992;597;167;429;303;42;0;83;15.3
3057;Groningen;Overige diensten;1993;625;174;451;313;44;0;93;15.2
3058;Groningen;Goederen en diensten n.e.g.;1970;3;3;0;0;0;0;0;0.0
3059;Groningen;Goederen en diensten n.e.g.;1973;4;4;0;0;0;0;0;0.0
3060;Groningen;Goederen en diensten n.e.g.;1974;6;6;0;0;0;0;0;0.0
3061;Groningen;Goederen en diensten n.e.g.;1975;5;5;0;0;0;0;0;0.0
3062;Groningen;Goederen en diensten n.e.g.;1976;7;7;0;0;0;0;0;0.0
3063;Groningen;Goederen en diensten n.e.g.;1977;9;9;0;0;0;0;0;0.0
3064;Groningen;Goederen en diensten n.e.g.;1978;16;16;0;0;0;0;0;0.0
3065;Groningen;Goederen en diensten n.e.g.;1979;14;14;0;0;0;0;0;0.0
3066;Groningen;Goederen en diensten n.e.g.;1980;16;16;0;0;0;0;0;0.0
3067;Groningen;Goederen en diensten n.e.g.;1981;19;19;0;0;0;0;0;0.0
3068;Groningen;Goederen en diensten n.e.g.;1982;25;25;0;0;0;0;0;0.0
3069;Groningen;Goederen en diensten n.e.g.;1983;25;25;0;0;0;0;0;0.0
3070;Groningen;Goederen en diensten n.e.g.;1984;28;28;0;0;0;0;0;0.0
3071;Groningen;Goederen en diensten n.e.g.;1985;33;33;0;0;0;0;0;0.0
3072;Groningen;Goederen en diensten n.e.g.;1986;38;38;0;0;0;0;0;0.0
3073;Groningen;Goederen en diensten n.e.g.;1987;30;30;0;0;0;0;0;0.0
3074;Groningen;Goederen en diensten n.e.g.;1988;29;29;0;0;0;0;0;0.0
3075;Groningen;Goederen en diensten n.e.g.;1989;29;29;0;0;0;0;0;0.0
3076;Groningen;Goederen en diensten n.e.g.;1990;31;31;0;0;0;0;0;0.0
3077;Groningen;Goederen en diensten n.e.g.;1991;30;30;0;0;0;0;0;0.0
3078;Groningen;Goederen en diensten n.e.g.;1992;30;30;0;0;0;0;0;0.0
3079;Groningen;Goederen en diensten n.e.g.;1993;29;29;0;0;0;0;0;0.0
3080;Groningen;Verbruik rentemarge banken;1970;0;29;-29;0;0;0;-29;0.0
3081;Groningen;Verbruik rentemarge banken;1973;0;51;-51;0;0;0;-51;0.0
3082;Groningen;Verbruik rentemarge banken;1974;0;56;-56;0;0;0;-56;0.0
3083;Groningen;Verbruik rentemarge banken;1975;0;74;-74;0;0;0;-74;0.0
3084;Groningen;Verbruik rentemarge banken;1976;0;85;-85;0;0;0;-85;0.0
3085;Groningen;Verbruik rentemarge banken;1977;0;83;-83;0;0;0;-83;0.0
3086;Groningen;Verbruik rentemarge banken;1978;0;93;-93;0;0;0;-93;0.0
3087;Groningen;Verbruik rentemarge banken;1979;0;101;-101;0;0;0;-101;0.0
3088;Groningen;Verbruik rentemarge banken;1980;0;111;-111;0;0;0;-111;0.0
3089;Groningen;Verbruik rentemarge banken;1981;0;140;-140;0;0;0;-140;0.0
3090;Groningen;Verbruik rentemarge banken;1982;0;135;-135;0;0;0;-135;0.0
3091;Groningen;Verbruik rentemarge banken;1983;0;147;-147;0;0;0;-147;0.0
3092;Groningen;Verbruik rentemarge banken;1984;0;149;-149;0;0;0;-149;0.0
3093;Groningen;Verbruik rentemarge banken;1985;0;158;-158;0;0;0;-158;0.0
3094;Groningen;Verbruik rentemarge banken;1986;0;154;-154;0;0;0;-154;0.0
3095;Groningen;Verbruik rentemarge banken;1987;0;159;-159;0;0;0;-159;0.0
3096;Groningen;Verbruik rentemarge banken;1988;0;168;-168;0;0;0;-168;0.0
3097;Groningen;Verbruik rentemarge banken;1989;0;173;-173;0;0;0;-173;0.0
3098;Groningen;Verbruik rentemarge banken;1990;0;171;-171;0;0;0;-171;0.0
3099;Groningen;Verbruik rentemarge banken;1991;0;182;-182;0;0;0;-182;0.0
3100;Groningen;Verbruik rentemarge banken;1992;0;186;-186;0;0;0;-186;0.0
3101;Groningen;Verbruik rentemarge banken;1993;0;212;-212;0;0;0;-212;0.0
3102;Groningen;Totaal bedrijfsklassen;1970;4138;1868;2269;849;205;15;1198;150.0
3103;Groningen;Totaal bedrijfsklassen;1973;6575;2695;3879;1280;358;9;2230;153.0
3104;Groningen;Totaal bedrijfsklassen;1974;7972;3089;4882;1507;435;-4;2944;152.2
3105;Groningen;Totaal bedrijfsklassen;1975;10223;3431;6791;1675;490;27;4598;149.4
3106;Groningen;Totaal bedrijfsklassen;1976;12320;3984;8335;1886;553;34;5861;150.8
3107;Groningen;Totaal bedrijfsklassen;1977;13381;4324;9057;2032;594;28;6402;149.2
3108;Groningen;Totaal bedrijfsklassen;1978;13656;4812;8844;2200;637;6;5999;149.6
3109;Groningen;Totaal bedrijfsklassen;1979;14706;5129;9577;2329;695;-10;6563;151.1
3110;Groningen;Totaal bedrijfsklassen;1980;17067;5698;11369;2496;757;16;8098;153.3
3111;Groningen;Totaal bedrijfsklassen;1981;19823;6310;13512;2488;760;40;10221;147.0
3112;Groningen;Totaal bedrijfsklassen;1982;20274;6676;13598;2616;788;-4;10198;145.3
3113;Groningen;Totaal bedrijfsklassen;1983;20687;6514;14173;2546;809;29;10787;139.8
3114;Groningen;Totaal bedrijfsklassen;1984;21927;6959;14968;2572;800;7;11587;139.8
3115;Groningen;Totaal bedrijfsklassen;1985;22604;7243;15360;2642;808;41;11867;140.7
3116;Groningen;Totaal bedrijfsklassen;1986;18506;6834;11672;2768;826;15;8061;142.7
3117;Groningen;Totaal bedrijfsklassen;1987;15703;6417;9285;2864;844;-189;5765;144.5
3118;Groningen;Totaal bedrijfsklassen;1988;15201;6598;8602;2920;837;-144;4990;145.7
3119;Groningen;Totaal bedrijfsklassen;1989;15885;6960;8924;3053;817;-49;5102;148.3
3120;Groningen;Totaal bedrijfsklassen;1990;17090;7451;9639;3466;569;-39;5642;149.6
3121;Groningen;Totaal bedrijfsklassen;1991;19062;7986;11076;3680;608;-38;6825;151.8
3122;Groningen;Totaal bedrijfsklassen;1992;19176;8046;11129;3895;641;110;6481;152.9
3123;Groningen;Totaal bedrijfsklassen;1993;19495;8242;11252;4010;652;135;6455;153.4
3124;Groningen;Totaal bedrijven;1970;3869;1797;2072;714;157;14;1185;131.6
3125;Groningen;Totaal bedrijven;1973;6149;2599;3549;1058;273;7;2210;132.3
3126;Groningen;Totaal bedrijven;1974;7465;2973;4491;1244;334;-7;2920;130.9
3127;Groningen;Totaal bedrijven;1975;9629;3292;6336;1367;373;23;4571;128.6
3128;Groningen;Totaal bedrijven;1976;11641;3822;7819;1538;419;30;5831;129.4
3129;Groningen;Totaal bedrijven;1977;12623;4137;8486;1647;447;24;6367;126.5
3130;Groningen;Totaal bedrijven;1978;12820;4601;8218;1781;475;0;5961;126.4
3131;Groningen;Totaal bedrijven;1979;13798;4892;8905;1891;510;-15;6519;127.2
3132;Groningen;Totaal bedrijven;1980;16029;5421;10608;1997;551;10;8047;128.2
3133;Groningen;Totaal bedrijven;1981;18734;6003;12730;1979;548;35;10166;121.3
3134;Groningen;Totaal bedrijven;1982;19090;6346;12744;2047;567;-8;10138;119.2
3135;Groningen;Totaal bedrijven;1983;19481;6166;13314;1988;573;26;10726;113.7
3136;Groningen;Totaal bedrijven;1984;20734;6602;14131;2023;579;4;11523;114.0
3137;Groningen;Totaal bedrijven;1985;21357;6857;14499;2072;588;36;11801;114.1
3138;Groningen;Totaal bedrijven;1986;17256;6451;10804;2194;606;9;7994;116.1
3139;Groningen;Totaal bedrijven;1987;14413;6016;8397;2272;625;-196;5696;117.7
3140;Groningen;Totaal bedrijven;1988;13892;6180;7711;2322;625;-151;4914;119.2
3141;Groningen;Totaal bedrijven;1989;14528;6499;8029;2448;614;-55;5022;122.1
3142;Groningen;Totaal bedrijven;1990;15703;6974;8729;2792;422;-46;5561;123.8
3143;Groningen;Totaal bedrijven;1991;17645;7520;10124;2971;457;-45;6740;126.0
3144;Groningen;Totaal bedrijven;1992;17652;7540;10112;3133;481;102;6394;127.3
3145;Groningen;Totaal bedrijven;1993;17892;7707;10185;3216;482;126;6360;127.4
3146;Groningen;Omzetbelasting finale bestedingen;1970;0;0;184;0;0;171;13;0.0
3147;Groningen;Omzetbelasting finale bestedingen;1973;0;0;452;0;0;432;20;0.0
3148;Groningen;Omzetbelasting finale bestedingen;1974;0;0;492;0;0;466;25;0.0
3149;Groningen;Omzetbelasting finale bestedingen;1975;0;0;548;0;0;520;27;0.0
3150;Groningen;Omzetbelasting finale bestedingen;1976;0;0;654;0;0;623;31;0.0
3151;Groningen;Omzetbelasting finale bestedingen;1977;0;0;759;0;0;726;32;0.0
3152;Groningen;Omzetbelasting finale bestedingen;1978;0;0;811;0;0;781;29;0.0
3153;Groningen;Omzetbelasting finale bestedingen;1979;0;0;842;0;0;820;21;0.0
3154;Groningen;Omzetbelasting finale bestedingen;1980;0;0;876;0;0;850;25;0.0
3155;Groningen;Omzetbelasting finale bestedingen;1981;0;0;883;0;0;852;31;0.0
3156;Groningen;Omzetbelasting finale bestedingen;1982;0;0;908;0;0;869;39;0.0
3157;Groningen;Omzetbelasting finale bestedingen;1983;0;0;933;0;0;898;35;0.0
3158;Groningen;Omzetbelasting finale bestedingen;1984;0;0;881;0;0;842;38;0.0
3159;Groningen;Omzetbelasting finale bestedingen;1985;0;0;949;0;0;906;43;0.0
3160;Groningen;Omzetbelasting finale bestedingen;1986;0;0;986;0;0;954;32;0.0
3161;Groningen;Omzetbelasting finale bestedingen;1987;0;0;1051;0;0;1010;41;0.0
3162;Groningen;Omzetbelasting finale bestedingen;1988;0;0;921;0;0;895;25;0.0
3163;Groningen;Omzetbelasting finale bestedingen;1989;0;0;872;0;0;846;25;0.0
3164;Groningen;Omzetbelasting finale bestedingen;1990;0;0;950;0;0;918;32;0.0
3165;Groningen;Omzetbelasting finale bestedingen;1991;0;0;1122;0;0;1079;42;0.0
3166;Groningen;Omzetbelasting finale bestedingen;1992;0;0;1119;0;0;1074;45;0.0
3167;Groningen;Omzetbelasting finale bestedingen;1993;0;0;1073;0;0;1031;41;0.0
3168;Friesland;Totaal bedrijfsindeling;1970;3435;1790;1815;750;183;150;730;134.0
3169;Friesland;Totaal bedrijfsindeling;1973;5057;2705;2585;1103;321;211;948;136.9
3170;Friesland;Totaal bedrijfsindeling;1974;5527;2839;2942;1325;387;216;1012;138.1
3171;Friesland;Totaal bedrijfsindeling;1975;5967;2995;3253;1484;436;241;1091;135.0
3172;Friesland;Totaal bedrijfsindeling;1976;6845;3479;3703;1661;494;260;1287;139.8
3173;Friesland;Totaal bedrijfsindeling;1977;7565;3833;4123;1782;512;287;1539;135.0
3174;Friesland;Totaal bedrijfsindeling;1978;8040;4052;4407;1933;562;325;1585;134.9
3175;Friesland;Totaal bedrijfsindeling;1979;8568;4469;4533;2091;626;231;1583;140.4
3176;Friesland;Totaal bedrijfsindeling;1980;9397;4897;4952;2255;687;274;1734;143.2
3177;Friesland;Totaal bedrijfsindeling;1981;9984;5269;5170;2262;697;309;1902;138.8
3178;Friesland;Totaal bedrijfsindeling;1982;10311;5392;5368;2317;704;249;2096;133.1
3179;Friesland;Totaal bedrijfsindeling;1983;10548;5530;5478;2282;728;316;2150;132.0
3180;Friesland;Totaal bedrijfsindeling;1984;10706;5681;5504;2261;709;277;2256;124.6
3181;Friesland;Totaal bedrijfsindeling;1985;11549;6055;6008;2370;736;142;2759;129.6
3182;Friesland;Totaal bedrijfsindeling;1986;11949;5956;6529;2465;749;288;3026;131.3
3183;Friesland;Totaal bedrijfsindeling;1987;11600;5854;6318;2530;760;332;2694;132.3
3184;Friesland;Totaal bedrijfsindeling;1988;12172;6279;6466;2596;774;304;2791;133.7
3185;Friesland;Totaal bedrijfsindeling;1989;13320;6767;7155;2732;751;456;3215;138.0
3186;Friesland;Totaal bedrijfsindeling;1990;14029;7062;7607;3193;534;529;3350;143.2
3187;Friesland;Totaal bedrijfsindeling;1991;14599;7302;7970;3345;574;517;3532;144.0
3188;Friesland;Totaal bedrijfsindeling;1992;15210;7596;8321;3541;599;594;3586;146.7
3189;Friesland;Totaal bedrijfsindeling;1993;15702;7841;8554;3637;632;595;3689;144.6
3190;Friesland;Land-, tuin-, bosbouw en visserij;1970;511;202;309;20;3;0;284;5.5
3191;Friesland;Land-, tuin-, bosbouw en visserij;1973;708;336;372;29;5;0;336;4.3
3192;Friesland;Land-, tuin-, bosbouw en visserij;1974;731;316;414;33;6;9;365;4.3
3193;Friesland;Land-, tuin-, bosbouw en visserij;1975;805;322;482;35;8;6;432;3.8
3194;Friesland;Land-, tuin-, bosbouw en visserij;1976;914;360;554;34;7;6;505;3.8
3195;Friesland;Land-, tuin-, bosbouw en visserij;1977;954;386;568;37;8;9;512;3.8
3196;Friesland;Land-, tuin-, bosbouw en visserij;1978;991;423;567;43;10;11;501;4.2
3197;Friesland;Land-, tuin-, bosbouw en visserij;1979;1008;497;510;44;11;8;446;4.4
3198;Friesland;Land-, tuin-, bosbouw en visserij;1980;1032;507;524;46;12;12;453;4.1
3199;Friesland;Land-, tuin-, bosbouw en visserij;1981;1129;537;591;41;11;20;517;3.6
3200;Friesland;Land-, tuin-, bosbouw en visserij;1982;1185;557;628;45;11;4;565;3.6
3201;Friesland;Land-, tuin-, bosbouw en visserij;1983;1248;574;673;49;13;26;584;3.9
3202;Friesland;Land-, tuin-, bosbouw en visserij;1984;1201;576;624;49;14;21;539;3.9
3203;Friesland;Land-, tuin-, bosbouw en visserij;1985;1165;570;594;53;14;27;498;3.9
3204;Friesland;Land-, tuin-, bosbouw en visserij;1986;1171;509;662;52;14;30;565;3.7
3205;Friesland;Land-, tuin-, bosbouw en visserij;1987;1060;459;600;53;14;12;520;3.7
3206;Friesland;Land-, tuin-, bosbouw en visserij;1988;1141;472;668;57;15;12;584;3.9
3207;Friesland;Land-, tuin-, bosbouw en visserij;1989;1220;500;720;58;15;20;625;3.9
3208;Friesland;Land-, tuin-, bosbouw en visserij;1990;1147;492;654;71;11;12;559;4.2
3209;Friesland;Land-, tuin-, bosbouw en visserij;1991;1154;508;646;73;11;7;553;4.3
3210;Friesland;Land-, tuin-, bosbouw en visserij;1992;1068;459;609;70;12;9;516;4.1
3211;Friesland;Land-, tuin-, bosbouw en visserij;1993;1061;462;598;67;11;14;505;3.9
3212;Friesland;Aardolie- en aardgaswinning;1970;4;0;4;0;0;0;4;0.0
3213;Friesland;Aardolie- en aardgaswinning;1973;10;0;9;0;0;0;9;0.0
3214;Friesland;Aardolie- en aardgaswinning;1974;14;2;12;0;0;0;12;0.0
3215;Friesland;Aardolie- en aardgaswinning;1975;23;2;20;0;0;0;20;0.0
3216;Friesland;Aardolie- en aardgaswinning;1976;27;2;24;0;0;0;24;0.0
3217;Friesland;Aardolie- en aardgaswinning;1977;34;3;31;0;0;0;31;0.0
3218;Friesland;Aardolie- en aardgaswinning;1978;48;5;43;0;0;0;43;0.0
3219;Friesland;Aardolie- en aardgaswinning;1979;76;8;67;0;0;0;67;0.0
3220;Friesland;Aardolie- en aardgaswinning;1980;107;11;95;0;0;0;95;0.0
3221;Friesland;Aardolie- en aardgaswinning;1981;149;16;132;0;0;0;132;0.0
3222;Friesland;Aardolie- en aardgaswinning;1982;201;23;177;0;0;0;177;0.0
3223;Friesland;Aardolie- en aardgaswinning;1983;156;19;137;0;0;0;137;0.0
3224;Friesland;Aardolie- en aardgaswinning;1984;177;19;157;0;0;0;157;0.0
3225;Friesland;Aardolie- en aardgaswinning;1985;566;51;514;0;0;0;514;0.0
3226;Friesland;Aardolie- en aardgaswinning;1986;756;89;666;2;0;2;661;0.0
3227;Friesland;Aardolie- en aardgaswinning;1987;588;84;503;2;0;2;497;0.0
3228;Friesland;Aardolie- en aardgaswinning;1988;582;101;480;3;0;2;473;0.1
3229;Friesland;Aardolie- en aardgaswinning;1989;702;120;582;4;0;3;574;0.1
3230;Friesland;Aardolie- en aardgaswinning;1990;823;167;655;4;0;10;639;0.0
3231;Friesland;Aardolie- en aardgaswinning;1991;859;156;702;4;0;15;681;0.0
3232;Friesland;Aardolie- en aardgaswinning;1992;762;166;596;4;0;30;560;0.0
3233;Friesland;Aardolie- en aardgaswinning;1993;680;165;515;4;0;29;480;0.2
3234;Friesland;Industrie, openb. nutsb. en ov.delfst.;1970;1361;955;406;225;48;-19;152;40.5
3235;Friesland;Industrie, openb. nutsb. en ov.delfst.;1973;2043;1453;589;319;83;-22;209;40.4
3236;Friesland;Industrie, openb. nutsb. en ov.delfst.;1974;2194;1499;695;397;104;-41;233;39.9
3237;Friesland;Industrie, openb. nutsb. en ov.delfst.;1975;2272;1575;697;429;110;-34;192;38.8
3238;Friesland;Industrie, openb. nutsb. en ov.delfst.;1976;2591;1825;765;455;121;-65;255;37.6
3239;Friesland;Industrie, openb. nutsb. en ov.delfst.;1977;2896;2012;883;486;124;-88;359;37.4
3240;Friesland;Industrie, openb. nutsb. en ov.delfst.;1978;2921;2034;887;505;132;-83;332;36.6
3241;Friesland;Industrie, openb. nutsb. en ov.delfst.;1979;2994;2186;807;531;142;-192;325;36.0
3242;Friesland;Industrie, openb. nutsb. en ov.delfst.;1980;3360;2430;930;560;153;-162;378;36.1
3243;Friesland;Industrie, openb. nutsb. en ov.delfst.;1981;3716;2742;974;562;161;-145;396;35.1
3244;Friesland;Industrie, openb. nutsb. en ov.delfst.;1982;3833;2823;1010;588;171;-171;421;33.8
3245;Friesland;Industrie, openb. nutsb. en ov.delfst.;1983;3903;2874;1029;571;173;-131;416;32.4
3246;Friesland;Industrie, openb. nutsb. en ov.delfst.;1984;3952;2947;1005;554;170;-175;455;31.4
3247;Friesland;Industrie, openb. nutsb. en ov.delfst.;1985;4152;3143;1008;577;174;-217;473;32.0
3248;Friesland;Industrie, openb. nutsb. en ov.delfst.;1986;4056;2995;1061;607;174;-245;525;31.1
3249;Friesland;Industrie, openb. nutsb. en ov.delfst.;1987;3762;2817;945;605;181;-189;347;30.6
3250;Friesland;Industrie, openb. nutsb. en ov.delfst.;1988;4008;3068;940;622;187;-232;362;30.6
3251;Friesland;Industrie, openb. nutsb. en ov.delfst.;1989;4395;3254;1141;636;173;-117;447;30.8
3252;Friesland;Industrie, openb. nutsb. en ov.delfst.;1990;4580;3313;1266;742;118;-73;479;31.7
3253;Friesland;Industrie, openb. nutsb. en ov.delfst.;1991;4652;3334;1317;766;126;-111;535;31.7
3254;Friesland;Industrie, openb. nutsb. en ov.delfst.;1992;4917;3510;1406;786;130;-79;569;31.3
3255;Friesland;Industrie, openb. nutsb. en ov.delfst.;1993;5075;3568;1507;801;135;-93;663;29.8
3256;Friesland;Bouwnijverheid en -installatiebedr.;1970;305;191;114;71;23;1;17;17.0
3257;Friesland;Bouwnijverheid en -installatiebedr.;1973;482;284;197;117;43;1;34;17.9
3258;Friesland;Bouwnijverheid en -installatiebedr.;1974;480;291;188;122;45;1;19;16.5
3259;Friesland;Bouwnijverheid en -installatiebedr.;1975;537;330;206;141;51;1;12;15.6
3260;Friesland;Bouwnijverheid en -installatiebedr.;1976;596;368;228;158;57;0;11;17.2
3261;Friesland;Bouwnijverheid en -installatiebedr.;1977;689;421;268;184;63;0;19;16.2
3262;Friesland;Bouwnijverheid en -installatiebedr.;1978;768;467;301;194;65;0;41;16.2
3263;Friesland;Bouwnijverheid en -installatiebedr.;1979;844;507;337;227;75;0;33;18.2
3264;Friesland;Bouwnijverheid en -installatiebedr.;1980;884;540;344;241;85;0;16;17.3
3265;Friesland;Bouwnijverheid en -installatiebedr.;1981;823;500;323;209;73;0;39;14.5
3266;Friesland;Bouwnijverheid en -installatiebedr.;1982;743;452;291;193;68;0;28;12.0
3267;Friesland;Bouwnijverheid en -installatiebedr.;1983;696;430;266;171;63;0;30;11.4
3268;Friesland;Bouwnijverheid en -installatiebedr.;1984;667;423;244;157;57;0;29;9.4
3269;Friesland;Bouwnijverheid en -installatiebedr.;1985;662;428;233;161;60;0;11;10.0
3270;Friesland;Bouwnijverheid en -installatiebedr.;1986;766;487;279;168;63;0;46;10.2
3271;Friesland;Bouwnijverheid en -installatiebedr.;1987;875;562;313;187;68;0;57;11.2
3272;Friesland;Bouwnijverheid en -installatiebedr.;1988;973;623;350;198;74;0;76;11.3
3273;Friesland;Bouwnijverheid en -installatiebedr.;1989;1117;726;391;219;81;0;89;12.2
3274;Friesland;Bouwnijverheid en -installatiebedr.;1990;1186;769;417;260;64;0;92;12.9
3275;Friesland;Bouwnijverheid en -installatiebedr.;1991;1279;836;442;272;74;0;96;13.0
3276;Friesland;Bouwnijverheid en -installatiebedr.;1992;1285;827;457;287;72;0;98;12.7
3277;Friesland;Bouwnijverheid en -installatiebedr.;1993;1395;914;481;299;78;0;102;13.2
3278;Friesland;Handel, horeca en reparatiebedrijven;1970;361;135;225;99;18;1;106;19.6
3279;Friesland;Handel, horeca en reparatiebedrijven;1973;453;166;287;128;30;3;124;18.5
3280;Friesland;Handel, horeca en reparatiebedrijven;1974;545;196;348;156;39;4;149;19.3
3281;Friesland;Handel, horeca en reparatiebedrijven;1975;577;206;371;169;42;4;155;19.0
3282;Friesland;Handel, horeca en reparatiebedrijven;1976;689;257;432;208;52;5;165;20.5
3283;Friesland;Handel, horeca en reparatiebedrijven;1977;721;271;449;220;54;5;167;19.2
3284;Friesland;Handel, horeca en reparatiebedrijven;1978;788;297;490;244;58;3;184;19.8
3285;Friesland;Handel, horeca en reparatiebedrijven;1979;902;347;554;280;69;4;200;20.6
3286;Friesland;Handel, horeca en reparatiebedrijven;1980;970;375;594;294;73;4;220;20.8
3287;Friesland;Handel, horeca en reparatiebedrijven;1981;932;359;572;276;68;4;223;19.8
3288;Friesland;Handel, horeca en reparatiebedrijven;1982;964;371;593;276;68;4;244;18.8
3289;Friesland;Handel, horeca en reparatiebedrijven;1983;986;380;605;277;72;4;251;18.2
