ID;Geslacht;Leeftijd;RegioSSituatie2013;Perioden;TotaleBevolking_1
60;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2020;3610.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2021;3617.5
62;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2022;3625.1
63;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2023;3632.6
64;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2024;3640.3
65;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2025;3647.8
66;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2026;3656.1
67;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2027;3663.7
68;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2028;3671.1
69;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2029;3678.9
70;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2030;3687.3
71;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2031;3695.5
72;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2032;3703.1
73;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2033;3710.8
74;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2034;3717.5
75;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2035;3724.3
76;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2036;3731.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2037;3736.4
78;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2038;3740.8
79;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2039;3745.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Nederland (LD);2040;3747.6
81;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2014;7948.7
82;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2015;7982.9
83;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2016;8019.4
84;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2017;8058.4
85;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2018;8100.3
86;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2019;8141.7
87;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2020;8181.9
88;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2021;8222.1
89;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2022;8261.0
90;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2023;8298.6
91;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2024;8335.0
92;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2025;8370.4
93;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2026;8403.9
94;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2027;8436.2
95;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2028;8466.4
96;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2029;8494.6
97;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2030;8521.3
98;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2031;8546.3
99;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2032;8569.9
100;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2033;8591.9
101;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2034;8612.4
102;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2035;8630.8
103;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2036;8648.2
104;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2037;8665.1
105;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2038;8680.0
106;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2039;8693.3
107;Totaal mannen en vrouwen;Totaal leeftijd;West-Nederland (LD);2040;8706.5
108;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2014;3595.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2015;3598.8
110;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2016;3603.3
111;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2017;3608.1
112;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2018;3613.6
113;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2019;3618.3
114;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2020;3622.7
115;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2021;3626.8
116;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2022;3630.5
117;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2023;3633.7
118;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2024;3637.1
119;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2025;3640.4
120;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2026;3643.5
121;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2027;3646.6
122;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2028;3649.7
123;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2029;3652.6
124;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2030;3654.3
125;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2031;3655.9
126;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2032;3657.2
127;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2033;3657.3
128;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2034;3657.4
129;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2035;3657.2
130;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2036;3655.5
131;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2037;3652.9
132;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2038;3650.3
133;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2039;3647.7
134;Totaal mannen en vrouwen;Totaal leeftijd;Zuid-Nederland (LD);2040;3644.1
135;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2014;583.5
136;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2015;585.3
137;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2016;586.8
138;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2017;588.7
139;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2018;590.4
140;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2019;592.4
141;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2020;594.1
142;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2021;596.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2022;597.7
144;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2023;599.5
145;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2024;600.9
146;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2025;601.9
147;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2026;602.3
148;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2027;602.8
149;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2028;602.9
150;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2029;602.4
151;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2030;602.1
152;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2031;602.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2032;601.4
154;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2033;600.5
155;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2034;599.8
156;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2035;598.7
157;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2036;597.5
158;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2037;596.4
159;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2038;595.5
160;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2039;594.7
161;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);2040;593.8
162;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2014;646.9
163;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2015;646.9
164;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2016;647.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2017;647.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2018;647.2
167;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2019;647.5
168;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2020;647.4
169;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2021;647.5
170;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2022;647.4
171;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2023;647.2
172;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2024;646.8
173;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2025;646.5
174;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2026;645.9
175;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2027;645.4
176;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2028;645.1
177;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2029;644.8
178;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2030;644.4
179;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2031;643.9
180;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2032;643.5
181;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2033;643.2
182;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2034;643.1
183;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2035;642.6
184;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2036;642.1
185;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2037;641.6
186;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2038;641.3
187;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2039;640.3
188;Totaal mannen en vrouwen;Totaal leeftijd;Friesland (PV);2040;639.7
189;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2014;490.1
190;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2015;489.2
191;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2016;488.4
192;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2017;487.4
193;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2018;486.6
194;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2019;485.7
195;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2020;485.1
196;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2021;484.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2022;483.4
198;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2023;482.8
199;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2024;482.4
200;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2025;482.2
201;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2026;482.3
202;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2027;482.4
203;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2028;482.9
204;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2029;483.6
205;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2030;484.2
206;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2031;484.4
207;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2032;484.8
208;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2033;485.3
209;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2034;485.4
210;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2035;485.5
211;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2036;485.6
212;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2037;485.4
213;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2038;485.0
214;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2039;484.5
215;Totaal mannen en vrouwen;Totaal leeftijd;Drenthe (PV);2040;484.0
216;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2014;1141.6
217;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2015;1143.3
218;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2016;1145.4
219;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2017;1147.5
220;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2018;1150.0
221;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2019;1152.6
222;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2020;1154.6
223;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2021;1156.7
224;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2022;1158.7
225;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2023;1160.5
226;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2024;1162.0
227;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2025;1163.6
228;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2026;1165.0
229;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2027;1166.7
230;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2028;1167.9
231;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2029;1169.5
232;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2030;1170.7
233;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2031;1171.8
234;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2032;1173.1
235;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2033;1174.0
236;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2034;1174.8
237;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2035;1175.5
238;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2036;1175.4
239;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2037;1175.3
240;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2038;1175.1
241;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2039;1174.6
242;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2040;1174.0
243;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2014;402.8
244;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2015;406.9
245;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2016;411.0
246;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2017;414.7
247;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2018;418.6
248;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2019;422.5
249;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2020;426.8
250;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2021;431.0
251;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2022;434.9
252;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2023;438.9
253;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2024;443.2
254;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2025;447.9
255;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2026;452.8
256;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2027;457.7
257;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2028;462.9
258;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2029;467.9
259;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2030;473.4
260;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2031;478.9
261;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2032;483.9
262;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2033;489.1
263;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2034;494.1
264;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2035;499.5
265;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2036;504.9
266;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2037;510.0
267;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2038;515.0
268;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2039;520.2
269;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2040;524.8
270;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2014;2015.5
271;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2015;2017.5
272;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2016;2019.0
273;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2017;2021.2
274;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2018;2023.5
275;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2019;2025.9
276;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2020;2028.6
277;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2021;2029.9
278;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2022;2031.5
279;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2023;2033.2
280;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2024;2035.1
281;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2025;2036.4
282;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2026;2038.4
283;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2027;2039.3
284;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2028;2040.3
285;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2029;2041.5
286;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2030;2043.2
287;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2031;2044.8
288;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2032;2046.1
289;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2033;2047.7
290;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2034;2048.6
291;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2035;2049.4
292;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2036;2050.7
293;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2037;2051.1
294;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2038;2050.8
295;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2039;2050.3
296;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2040;2048.7
297;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2014;1250.7
298;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2015;1257.5
299;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2016;1264.2
300;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2017;1271.5
301;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2018;1279.1
302;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2019;1286.8
303;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2020;1294.2
304;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2021;1301.9
305;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2022;1309.6
306;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2023;1317.1
307;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2024;1324.7
308;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2025;1332.3
309;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2026;1339.2
310;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2027;1345.9
311;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2028;1352.1
312;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2029;1357.9
313;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2030;1363.4
314;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2031;1368.4
315;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2032;1372.8
316;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2033;1377.3
317;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2034;1381.3
318;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2035;1385.1
319;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2036;1388.4
320;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2037;1391.8
321;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2038;1394.7
