ID;Geslacht;Leeftijd;RegioSSituatie2013;Perioden;TotaleBevolking_1
4481;Totaal mannen en vrouwen;0 tot 5 jaar;Leiden;2040;7.0
4482;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2014;4.5
4483;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2015;4.6
4484;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2016;4.8
4485;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2017;4.9
4486;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2018;5.2
4487;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2019;5.4
4488;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2020;5.6
4489;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2021;5.9
4490;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2022;6.1
4491;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2023;6.2
4492;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2024;6.2
4493;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2025;6.3
4494;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2026;6.3
4495;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2027;6.2
4496;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2028;6.2
4497;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2029;6.1
4498;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2030;6.0
4499;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2031;5.9
4500;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2032;5.9
4501;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2033;5.8
4502;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2034;5.8
4503;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2035;5.7
4504;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2036;5.6
4505;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2037;5.6
4506;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2038;5.5
4507;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2039;5.5
4508;Totaal mannen en vrouwen;0 tot 5 jaar;Maastricht;2040;5.4
4509;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2014;8.7
4510;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2015;8.8
4511;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2016;8.8
4512;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2017;9.0
4513;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2018;9.2
4514;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2019;9.3
4515;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2020;9.5
4516;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2021;9.7
4517;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2022;9.8
4518;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2023;9.9
4519;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2024;10.0
4520;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2025;10.1
4521;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2026;10.1
4522;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2027;10.1
4523;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2028;10.1
4524;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2029;10.1
4525;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2030;10.2
4526;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2031;10.2
4527;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2032;10.3
4528;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2033;10.3
4529;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2034;10.3
4530;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2035;10.3
4531;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2036;10.3
4532;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2037;10.3
4533;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2038;10.2
4534;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2039;10.1
4535;Totaal mannen en vrouwen;0 tot 5 jaar;Nijmegen;2040;10.1
4536;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2014;38.5
4537;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2015;38.9
4538;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2016;39.2
4539;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2017;39.5
4540;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2018;39.6
4541;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2019;39.9
4542;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2020;40.0
4543;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2021;40.0
4544;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2022;39.9
4545;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2023;39.9
4546;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2024;39.7
4547;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2025;39.6
4548;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2026;39.3
4549;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2027;39.1
4550;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2028;38.8
4551;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2029;38.5
4552;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2030;38.2
4553;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2031;38.0
4554;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2032;37.9
4555;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2033;37.9
4556;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2034;37.8
4557;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2035;37.6
4558;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2036;37.5
4559;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2037;37.4
4560;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2038;37.3
4561;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2039;37.2
4562;Totaal mannen en vrouwen;0 tot 5 jaar;Rotterdam;2040;37.2
4563;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2014;11.2
4564;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2015;11.1
4565;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2016;11.1
4566;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2017;11.1
4567;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2018;11.2
4568;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2019;11.3
4569;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2020;11.4
4570;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2021;11.5
4571;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2022;11.5
4572;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2023;11.7
4573;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2024;11.8
4574;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2025;11.8
4575;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2026;11.8
4576;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2027;11.9
4577;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2028;12.0
4578;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2029;12.0
4579;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2030;12.1
4580;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2031;12.1
4581;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2032;12.2
4582;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2033;12.2
4583;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2034;12.3
4584;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2035;12.4
4585;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2036;12.5
4586;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2037;12.5
4587;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2038;12.4
4588;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2039;12.4
4589;Totaal mannen en vrouwen;0 tot 5 jaar;Tilburg;2040;12.4
4590;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2014;22.6
4591;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2015;22.6
4592;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2016;22.8
4593;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2017;23.2
4594;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2018;23.9
4595;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2019;24.5
4596;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2020;25.2
4597;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2021;25.8
4598;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2022;26.3
4599;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2023;26.9
4600;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2024;27.2
4601;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2025;27.5
4602;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2026;27.7
4603;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2027;27.6
4604;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2028;27.6
4605;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2029;27.6
4606;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2030;27.6
4607;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2031;27.5
4608;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2032;27.6
4609;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2033;27.6
4610;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2034;27.6
4611;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2035;27.5
4612;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2036;27.3
4613;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2037;27.1
4614;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2038;26.9
4615;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2039;26.7
4616;Totaal mannen en vrouwen;0 tot 5 jaar;Utrecht (gemeente);2040;26.6
4617;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2014;4.9
4618;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2015;4.8
4619;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2016;4.8
4620;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2017;4.8
4621;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2018;4.8
4622;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2019;4.8
4623;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2020;4.8
4624;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2021;4.8
4625;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2022;4.8
4626;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2023;4.7
4627;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2024;4.7
4628;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2025;4.7
4629;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2026;4.7
4630;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2027;4.6
4631;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2028;4.6
4632;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2029;4.5
4633;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2030;4.5
4634;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2031;4.5
4635;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2032;4.4
4636;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2033;4.4
4637;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2034;4.4
4638;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2035;4.3
4639;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2036;4.3
4640;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2037;4.2
4641;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2038;4.2
4642;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2039;4.1
4643;Totaal mannen en vrouwen;0 tot 5 jaar;Venlo;2040;4.0
4644;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2014;5.9
4645;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2015;6.1
4646;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2016;6.4
4647;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2017;6.7
4648;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2018;6.8
4649;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2019;6.9
4650;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2020;7.0
4651;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2021;7.2
4652;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2022;7.3
4653;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2023;7.3
4654;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2024;7.4
4655;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2025;7.5
4656;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2026;7.6
4657;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2027;7.6
4658;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2028;7.6
4659;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2029;7.5
4660;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2030;7.5
4661;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2031;7.3
4662;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2032;7.3
4663;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2033;7.2
4664;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2034;7.1
4665;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2035;7.0
4666;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2036;6.9
4667;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2037;6.8
4668;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2038;6.7
4669;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2039;6.6
4670;Totaal mannen en vrouwen;0 tot 5 jaar;Westland;2040;6.5
4671;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2014;8.7
4672;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2015;8.8
4673;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2016;8.9
4674;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2017;9.0
4675;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2018;9.0
4676;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2019;9.1
4677;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2020;9.1
4678;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2021;9.2
4679;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2022;9.2
4680;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2023;9.2
4681;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2024;9.2
4682;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2025;9.2
4683;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2026;9.2
4684;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2027;9.2
4685;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2028;9.2
4686;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2029;9.2
4687;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2030;9.2
4688;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2031;9.2
4689;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2032;9.3
4690;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2033;9.3
4691;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2034;9.3
4692;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2035;9.2
4693;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2036;9.1
4694;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2037;9.0
4695;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2038;9.0
4696;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2039;8.9
4697;Totaal mannen en vrouwen;0 tot 5 jaar;Zaanstad;2040;8.7
4698;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2014;7.3
4699;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2015;7.3
4700;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2016;7.4
4701;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2017;7.3
4702;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2018;7.3
4703;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2019;7.2
4704;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2020;7.1
4705;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2021;7.0
4706;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2022;6.9
4707;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2023;6.7
4708;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2024;6.6
4709;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2025;6.5
4710;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2026;6.4
4711;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2027;6.2
4712;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2028;6.2
4713;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2029;6.1
4714;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2030;6.1
4715;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2031;6.0
4716;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2032;5.9
4717;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2033;5.9
4718;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2034;5.9
4719;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2035;5.9
4720;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2036;5.9
4721;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2037;5.9
4722;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2038;6.0
4723;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2039;6.0
4724;Totaal mannen en vrouwen;0 tot 5 jaar;Zoetermeer;2040;6.1
4725;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2014;8.3
4726;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2015;8.4
4727;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2016;8.5
4728;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2017;8.5
4729;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2018;8.6
4730;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2019;8.6
4731;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2020;8.6
4732;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2021;8.7
4733;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2022;8.8
4734;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2023;8.9
4735;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2024;9.0
4736;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2025;9.1
4737;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2026;9.1
4738;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2027;9.2
4739;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2028;9.3
4740;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2029;9.3
4741;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2030;9.3
4742;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2031;9.4
4743;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2032;9.4
4744;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2033;9.6
4745;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2034;9.6
4746;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2035;9.6
4747;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2036;9.6
4748;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2037;9.6
4749;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2038;9.5
4750;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2039;9.4
4751;Totaal mannen en vrouwen;0 tot 5 jaar;Zwolle;2040;9.3
4752;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2014;935.1
4753;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2015;926.0
4754;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2016;923.5
4755;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2017;918.1
4756;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2018;912.7
4757;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2019;905.0
4758;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2020;897.6
4759;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2021;893.2
4760;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2022;894.2
4761;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2023;900.2
4762;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2024;907.0
4763;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2025;914.4
4764;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2026;921.2
4765;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2027;927.8
4766;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2028;933.4
4767;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2029;938.5
4768;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2030;943.1
4769;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2031;947.2
4770;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2032;950.4
4771;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2033;953.2
4772;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2034;955.6
4773;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2035;957.2
4774;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2036;958.3
4775;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2037;958.9
4776;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2038;958.7
4777;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2039;957.6
4778;Totaal mannen en vrouwen;5 tot 10 jaar;Nederland;2040;955.5
4779;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2014;92.6
4780;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2015;91.0
4781;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2016;89.8
4782;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2017;88.4
4783;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2018;86.7
4784;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2019;85.0
4785;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2020;83.1
4786;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2021;81.8
4787;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2022;81.1
4788;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2023;81.6
4789;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2024;82.2
4790;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2025;82.8
4791;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2026;83.6
4792;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2027;84.3
4793;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2028;85.0
4794;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2029;85.7
4795;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2030;86.4
4796;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2031;87.0
4797;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2032;87.7
4798;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2033;88.2
4799;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2034;88.7
4800;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2035;89.0
4801;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2036;89.1
4802;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2037;89.1
4803;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2038;89.0
4804;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2039;88.7
4805;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Nederland (LD);2040;88.3
4806;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2014;209.6
4807;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2015;206.2
4808;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2016;204.1
4809;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2017;200.9
4810;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2018;198.7
4811;Totaal mannen en vrouwen;5 tot 10 jaar;Oost-Nederland (LD);2019;196.0
