ID;LeeftijdReferentiepersoon;KinderenInHuishouden;Perioden;Paren_1;Eenouderhuishoudens_2
2153;55 tot 60 jaar;Geen kinderen;2062;117496;
2154;55 tot 60 jaar;Geen kinderen;2063;114374;
2155;55 tot 60 jaar;Geen kinderen;2064;112809;
2156;55 tot 60 jaar;Geen kinderen;2065;111909;
2157;55 tot 60 jaar;Geen kinderen;2066;111800;
2158;55 tot 60 jaar;Geen kinderen;2067;110705;
2159;55 tot 60 jaar;Geen kinderen;2068;110128;
2160;55 tot 60 jaar;Geen kinderen;2069;107596;
2161;55 tot 60 jaar;Geen kinderen;2070;105762;
2162;55 tot 60 jaar;Één kind;2025;134666;57503.0
2163;55 tot 60 jaar;Één kind;2026;134509;58111.0
2164;55 tot 60 jaar;Één kind;2027;134214;58652.0
2165;55 tot 60 jaar;Één kind;2028;134051;58878.0
2166;55 tot 60 jaar;Één kind;2029;133385;57977.0
2167;55 tot 60 jaar;Één kind;2030;132299;56449.0
2168;55 tot 60 jaar;Één kind;2031;131702;54804.0
2169;55 tot 60 jaar;Één kind;2032;131495;53423.0
2170;55 tot 60 jaar;Één kind;2033;131572;52601.0
2171;55 tot 60 jaar;Één kind;2034;132368;52662.0
2172;55 tot 60 jaar;Één kind;2035;133374;53005.0
2173;55 tot 60 jaar;Één kind;2036;135358;54008.0
2174;55 tot 60 jaar;Één kind;2037;137425;54830.0
2175;55 tot 60 jaar;Één kind;2038;139052;55251.0
2176;55 tot 60 jaar;Één kind;2039;140681;55626.0
2177;55 tot 60 jaar;Één kind;2040;142337;56275.0
2178;55 tot 60 jaar;Één kind;2041;143867;56873.0
2179;55 tot 60 jaar;Één kind;2042;145552;57964.0
2180;55 tot 60 jaar;Één kind;2043;147157;59195.0
2181;55 tot 60 jaar;Één kind;2044;148521;60509.0
2182;55 tot 60 jaar;Één kind;2045;149683;61835.0
2183;55 tot 60 jaar;Één kind;2046;150793;63593.0
2184;55 tot 60 jaar;Één kind;2047;151499;65175.0
2185;55 tot 60 jaar;Één kind;2048;152390;66692.0
2186;55 tot 60 jaar;Één kind;2049;153593;68211.0
2187;55 tot 60 jaar;Één kind;2050;155030;69683.0
2188;55 tot 60 jaar;Één kind;2051;156409;70564.0
2189;55 tot 60 jaar;Één kind;2052;157854;71379.0
2190;55 tot 60 jaar;Één kind;2053;159533;72518.0
2191;55 tot 60 jaar;Één kind;2054;161394;74079.0
2192;55 tot 60 jaar;Één kind;2055;163178;75651.0
2193;55 tot 60 jaar;Één kind;2056;164971;77630.0
2194;55 tot 60 jaar;Één kind;2057;166698;79304.0
2195;55 tot 60 jaar;Één kind;2058;167887;80575.0
2196;55 tot 60 jaar;Één kind;2059;168740;81320.0
2197;55 tot 60 jaar;Één kind;2060;169256;81537.0
2198;55 tot 60 jaar;Één kind;2061;169242;81006.0
2199;55 tot 60 jaar;Één kind;2062;169066;80436.0
2200;55 tot 60 jaar;Één kind;2063;168521;79786.0
2201;55 tot 60 jaar;Één kind;2064;167777;79407.0
2202;55 tot 60 jaar;Één kind;2065;167329;79268.0
2203;55 tot 60 jaar;Één kind;2066;166944;79396.0
2204;55 tot 60 jaar;Één kind;2067;166597;79299.0
2205;55 tot 60 jaar;Één kind;2068;166081;79074.0
2206;55 tot 60 jaar;Één kind;2069;165139;78411.0
2207;55 tot 60 jaar;Één kind;2070;164402;78073.0
2208;55 tot 60 jaar;Twee kinderen;2025;99740;18798.0
2209;55 tot 60 jaar;Twee kinderen;2026;98693;18941.0
2210;55 tot 60 jaar;Twee kinderen;2027;97843;19047.0
2211;55 tot 60 jaar;Twee kinderen;2028;96964;19055.0
2212;55 tot 60 jaar;Twee kinderen;2029;96289;18687.0
2213;55 tot 60 jaar;Twee kinderen;2030;95567;18124.0
2214;55 tot 60 jaar;Twee kinderen;2031;95139;17531.0
2215;55 tot 60 jaar;Twee kinderen;2032;94786;17030.0
2216;55 tot 60 jaar;Twee kinderen;2033;94262;16705.0
2217;55 tot 60 jaar;Twee kinderen;2034;93985;16661.0
2218;55 tot 60 jaar;Twee kinderen;2035;93984;16714.0
2219;55 tot 60 jaar;Twee kinderen;2036;94186;16976.0
2220;55 tot 60 jaar;Twee kinderen;2037;94522;17191.0
2221;55 tot 60 jaar;Twee kinderen;2038;94879;17282.0
2222;55 tot 60 jaar;Twee kinderen;2039;95341;17361.0
2223;55 tot 60 jaar;Twee kinderen;2040;95979;17530.0
2224;55 tot 60 jaar;Twee kinderen;2041;96845;17691.0
2225;55 tot 60 jaar;Twee kinderen;2042;97894;18012.0
2226;55 tot 60 jaar;Twee kinderen;2043;99089;18381.0
2227;55 tot 60 jaar;Twee kinderen;2044;100594;18782.0
2228;55 tot 60 jaar;Twee kinderen;2045;102302;19196.0
2229;55 tot 60 jaar;Twee kinderen;2046;104089;19754.0
2230;55 tot 60 jaar;Twee kinderen;2047;105827;20265.0
2231;55 tot 60 jaar;Twee kinderen;2048;107633;20761.0
2232;55 tot 60 jaar;Twee kinderen;2049;109645;21261.0
2233;55 tot 60 jaar;Twee kinderen;2050;111437;21743.0
2234;55 tot 60 jaar;Twee kinderen;2051;113137;22041.0
2235;55 tot 60 jaar;Twee kinderen;2052;114443;22305.0
2236;55 tot 60 jaar;Twee kinderen;2053;115636;22670.0
2237;55 tot 60 jaar;Twee kinderen;2054;116696;23167.0
2238;55 tot 60 jaar;Twee kinderen;2055;117445;23661.0
2239;55 tot 60 jaar;Twee kinderen;2056;117845;24281.0
2240;55 tot 60 jaar;Twee kinderen;2057;117899;24792.0
2241;55 tot 60 jaar;Twee kinderen;2058;117789;25180.0
2242;55 tot 60 jaar;Twee kinderen;2059;117588;25410.0
2243;55 tot 60 jaar;Twee kinderen;2060;117401;25475.0
2244;55 tot 60 jaar;Twee kinderen;2061;117079;25306.0
2245;55 tot 60 jaar;Twee kinderen;2062;116683;25120.0
2246;55 tot 60 jaar;Twee kinderen;2063;116236;24909.0
2247;55 tot 60 jaar;Twee kinderen;2064;115718;24787.0
2248;55 tot 60 jaar;Twee kinderen;2065;115468;24744.0
2249;55 tot 60 jaar;Twee kinderen;2066;115133;24782.0
2250;55 tot 60 jaar;Twee kinderen;2067;115005;24750.0
2251;55 tot 60 jaar;Twee kinderen;2068;114737;24675.0
2252;55 tot 60 jaar;Twee kinderen;2069;114509;24465.0
2253;55 tot 60 jaar;Twee kinderen;2070;114340;24363.0
2254;55 tot 60 jaar;Drie kinderen of meer;2025;30015;3272.0
2255;55 tot 60 jaar;Drie kinderen of meer;2026;29278;3289.0
2256;55 tot 60 jaar;Drie kinderen of meer;2027;28678;3296.0
2257;55 tot 60 jaar;Drie kinderen of meer;2028;28011;3287.0
2258;55 tot 60 jaar;Drie kinderen of meer;2029;27467;3215.0
2259;55 tot 60 jaar;Drie kinderen of meer;2030;26938;3109.0
2260;55 tot 60 jaar;Drie kinderen of meer;2031;26420;2998.0
2261;55 tot 60 jaar;Drie kinderen of meer;2032;26026;2903.0
2262;55 tot 60 jaar;Drie kinderen of meer;2033;25530;2837.0
2263;55 tot 60 jaar;Drie kinderen of meer;2034;24990;2819.0
2264;55 tot 60 jaar;Drie kinderen of meer;2035;24598;2818.0
2265;55 tot 60 jaar;Drie kinderen of meer;2036;24206;2850.0
2266;55 tot 60 jaar;Drie kinderen of meer;2037;23885;2876.0
2267;55 tot 60 jaar;Drie kinderen of meer;2038;23584;2884.0
2268;55 tot 60 jaar;Drie kinderen of meer;2039;23326;2886.0
2269;55 tot 60 jaar;Drie kinderen of meer;2040;23214;2904.0
2270;55 tot 60 jaar;Drie kinderen of meer;2041;23259;2923.0
2271;55 tot 60 jaar;Drie kinderen of meer;2042;23345;2964.0
2272;55 tot 60 jaar;Drie kinderen of meer;2043;23500;3015.0
2273;55 tot 60 jaar;Drie kinderen of meer;2044;23757;3070.0
2274;55 tot 60 jaar;Drie kinderen of meer;2045;24034;3127.0
2275;55 tot 60 jaar;Drie kinderen of meer;2046;24247;3205.0
2276;55 tot 60 jaar;Drie kinderen of meer;2047;24459;3277.0
2277;55 tot 60 jaar;Drie kinderen of meer;2048;24698;3348.0
2278;55 tot 60 jaar;Drie kinderen of meer;2049;24989;3420.0
2279;55 tot 60 jaar;Drie kinderen of meer;2050;25214;3490.0
2280;55 tot 60 jaar;Drie kinderen of meer;2051;25423;3532.0
2281;55 tot 60 jaar;Drie kinderen of meer;2052;25573;3570.0
2282;55 tot 60 jaar;Drie kinderen of meer;2053;25703;3625.0
2283;55 tot 60 jaar;Drie kinderen of meer;2054;25822;3704.0
2284;55 tot 60 jaar;Drie kinderen of meer;2055;25878;3782.0
2285;55 tot 60 jaar;Drie kinderen of meer;2056;25858;3881.0
2286;55 tot 60 jaar;Drie kinderen of meer;2057;25767;3962.0
2287;55 tot 60 jaar;Drie kinderen of meer;2058;25694;4025.0
2288;55 tot 60 jaar;Drie kinderen of meer;2059;25614;4062.0
2289;55 tot 60 jaar;Drie kinderen of meer;2060;25565;4074.0
2290;55 tot 60 jaar;Drie kinderen of meer;2061;25498;4047.0
2291;55 tot 60 jaar;Drie kinderen of meer;2062;25428;4018.0
2292;55 tot 60 jaar;Drie kinderen of meer;2063;25366;3985.0
2293;55 tot 60 jaar;Drie kinderen of meer;2064;25308;3967.0
2294;55 tot 60 jaar;Drie kinderen of meer;2065;25317;3962.0
2295;55 tot 60 jaar;Drie kinderen of meer;2066;25293;3971.0
2296;55 tot 60 jaar;Drie kinderen of meer;2067;25370;3970.0
2297;55 tot 60 jaar;Drie kinderen of meer;2068;25412;3962.0
2298;55 tot 60 jaar;Drie kinderen of meer;2069;25511;3933.0
2299;55 tot 60 jaar;Drie kinderen of meer;2070;25602;3922.0
2300;60 tot 65 jaar;Totaal;2025;451250;44965.0
2301;60 tot 65 jaar;Totaal;2026;454267;46173.0
2302;60 tot 65 jaar;Totaal;2027;453797;47052.0
2303;60 tot 65 jaar;Totaal;2028;451984;47570.0
2304;60 tot 65 jaar;Totaal;2029;448995;48251.0
2305;60 tot 65 jaar;Totaal;2030;448465;49122.0
2306;60 tot 65 jaar;Totaal;2031;447263;49883.0
2307;60 tot 65 jaar;Totaal;2032;443947;50309.0
2308;60 tot 65 jaar;Totaal;2033;436676;50333.0
2309;60 tot 65 jaar;Totaal;2034;423329;49315.0
2310;60 tot 65 jaar;Totaal;2035;404003;47764.0
2311;60 tot 65 jaar;Totaal;2036;384370;46319.0
2312;60 tot 65 jaar;Totaal;2037;368443;45115.0
2313;60 tot 65 jaar;Totaal;2038;356390;44239.0
2314;60 tot 65 jaar;Totaal;2039;351208;44229.0
2315;60 tot 65 jaar;Totaal;2040;348585;44433.0
2316;60 tot 65 jaar;Totaal;2041;351523;45142.0
2317;60 tot 65 jaar;Totaal;2042;353399;45820.0
2318;60 tot 65 jaar;Totaal;2043;355101;46195.0
2319;60 tot 65 jaar;Totaal;2044;355545;46423.0
2320;60 tot 65 jaar;Totaal;2045;358387;46944.0
2321;60 tot 65 jaar;Totaal;2046;359695;47605.0
2322;60 tot 65 jaar;Totaal;2047;363936;48674.0
2323;60 tot 65 jaar;Totaal;2048;370270;49945.0
2324;60 tot 65 jaar;Totaal;2049;376896;51322.0
2325;60 tot 65 jaar;Totaal;2050;382177;52797.0
2326;60 tot 65 jaar;Totaal;2051;389297;54687.0
2327;60 tot 65 jaar;Totaal;2052;394521;56354.0
2328;60 tot 65 jaar;Totaal;2053;398328;57828.0
2329;60 tot 65 jaar;Totaal;2054;401869;59194.0
2330;60 tot 65 jaar;Totaal;2055;405243;60482.0
2331;60 tot 65 jaar;Totaal;2056;404467;61233.0
2332;60 tot 65 jaar;Totaal;2057;404301;61917.0
2333;60 tot 65 jaar;Totaal;2058;404933;62876.0
2334;60 tot 65 jaar;Totaal;2059;408084;64205.0
2335;60 tot 65 jaar;Totaal;2060;411432;65502.0
2336;60 tot 65 jaar;Totaal;2061;417429;67119.0
2337;60 tot 65 jaar;Totaal;2062;422297;68404.0
2338;60 tot 65 jaar;Totaal;2063;426411;69334.0
2339;60 tot 65 jaar;Totaal;2064;428084;69846.0
2340;60 tot 65 jaar;Totaal;2065;427304;69895.0
2341;60 tot 65 jaar;Totaal;2066;423891;69338.0
2342;60 tot 65 jaar;Totaal;2067;420692;68767.0
2343;60 tot 65 jaar;Totaal;2068;416499;68153.0
2344;60 tot 65 jaar;Totaal;2069;413623;67825.0
2345;60 tot 65 jaar;Totaal;2070;412069;67713.0
2346;60 tot 65 jaar;Geen kinderen;2025;304008;
2347;60 tot 65 jaar;Geen kinderen;2026;305060;
2348;60 tot 65 jaar;Geen kinderen;2027;303090;
2349;60 tot 65 jaar;Geen kinderen;2028;300539;
2350;60 tot 65 jaar;Geen kinderen;2029;297897;
2351;60 tot 65 jaar;Geen kinderen;2030;297743;
2352;60 tot 65 jaar;Geen kinderen;2031;297289;
2353;60 tot 65 jaar;Geen kinderen;2032;294862;
2354;60 tot 65 jaar;Geen kinderen;2033;288447;
2355;60 tot 65 jaar;Geen kinderen;2034;275986;
2356;60 tot 65 jaar;Geen kinderen;2035;257682;
2357;60 tot 65 jaar;Geen kinderen;2036;238058;
2358;60 tot 65 jaar;Geen kinderen;2037;222083;
2359;60 tot 65 jaar;Geen kinderen;2038;210418;
2360;60 tot 65 jaar;Geen kinderen;2039;204838;
2361;60 tot 65 jaar;Geen kinderen;2040;201428;
2362;60 tot 65 jaar;Geen kinderen;2041;203066;
2363;60 tot 65 jaar;Geen kinderen;2042;203051;
2364;60 tot 65 jaar;Geen kinderen;2043;203067;
2365;60 tot 65 jaar;Geen kinderen;2044;201932;
2366;60 tot 65 jaar;Geen kinderen;2045;202912;
2367;60 tot 65 jaar;Geen kinderen;2046;201758;
2368;60 tot 65 jaar;Geen kinderen;2047;203530;
2369;60 tot 65 jaar;Geen kinderen;2048;207374;
2370;60 tot 65 jaar;Geen kinderen;2049;211402;
2371;60 tot 65 jaar;Geen kinderen;2050;214027;
2372;60 tot 65 jaar;Geen kinderen;2051;218612;
2373;60 tot 65 jaar;Geen kinderen;2052;221650;
2374;60 tot 65 jaar;Geen kinderen;2053;223145;
2375;60 tot 65 jaar;Geen kinderen;2054;224135;
2376;60 tot 65 jaar;Geen kinderen;2055;225040;
2377;60 tot 65 jaar;Geen kinderen;2056;221895;
2378;60 tot 65 jaar;Geen kinderen;2057;219733;
2379;60 tot 65 jaar;Geen kinderen;2058;218492;
2380;60 tot 65 jaar;Geen kinderen;2059;219875;
2381;60 tot 65 jaar;Geen kinderen;2060;221890;
2382;60 tot 65 jaar;Geen kinderen;2061;226957;
2383;60 tot 65 jaar;Geen kinderen;2062;231276;
2384;60 tot 65 jaar;Geen kinderen;2063;235225;
2385;60 tot 65 jaar;Geen kinderen;2064;236839;
2386;60 tot 65 jaar;Geen kinderen;2065;236068;
2387;60 tot 65 jaar;Geen kinderen;2066;232946;
2388;60 tot 65 jaar;Geen kinderen;2067;230216;
2389;60 tot 65 jaar;Geen kinderen;2068;226708;
2390;60 tot 65 jaar;Geen kinderen;2069;224680;
2391;60 tot 65 jaar;Geen kinderen;2070;223488;
2392;60 tot 65 jaar;Één kind;2025;98577;36785.0
2393;60 tot 65 jaar;Één kind;2026;100445;37794.0
2394;60 tot 65 jaar;Één kind;2027;101988;38539.0
2395;60 tot 65 jaar;Één kind;2028;102988;38986.0
2396;60 tot 65 jaar;Één kind;2029;103063;39572.0
2397;60 tot 65 jaar;Één kind;2030;103229;40314.0
2398;60 tot 65 jaar;Één kind;2031;103122;40965.0
2399;60 tot 65 jaar;Één kind;2032;102777;41341.0
2400;60 tot 65 jaar;Één kind;2033;102583;41388.0
2401;60 tot 65 jaar;Één kind;2034;102202;40577.0
2402;60 tot 65 jaar;Één kind;2035;101563;39325.0
2403;60 tot 65 jaar;Één kind;2036;101776;38158.0
2404;60 tot 65 jaar;Één kind;2037;101953;37182.0
2405;60 tot 65 jaar;Één kind;2038;101862;36476.0
2406;60 tot 65 jaar;Één kind;2039;102446;36483.0
2407;60 tot 65 jaar;Één kind;2040;103202;36665.0
2408;60 tot 65 jaar;Één kind;2041;104305;37260.0
2409;60 tot 65 jaar;Één kind;2042;105896;37828.0
2410;60 tot 65 jaar;Één kind;2043;107230;38145.0
2411;60 tot 65 jaar;Één kind;2044;108302;38337.0
2412;60 tot 65 jaar;Één kind;2045;109365;38769.0
2413;60 tot 65 jaar;Één kind;2046;110749;39314.0
2414;60 tot 65 jaar;Één kind;2047;112095;40194.0
2415;60 tot 65 jaar;Één kind;2048;113425;41238.0
2416;60 tot 65 jaar;Één kind;2049;114736;42368.0
2417;60 tot 65 jaar;Één kind;2050;116181;43581.0
2418;60 tot 65 jaar;Één kind;2051;117614;45135.0
2419;60 tot 65 jaar;Één kind;2052;118921;46509.0
2420;60 tot 65 jaar;Één kind;2053;120422;47723.0
2421;60 tot 65 jaar;Één kind;2054;122131;48848.0
2422;60 tot 65 jaar;Één kind;2055;123919;49910.0
2423;60 tot 65 jaar;Één kind;2056;125670;50529.0
2424;60 tot 65 jaar;Één kind;2057;127278;51098.0
2425;60 tot 65 jaar;Één kind;2058;128810;51892.0
2426;60 tot 65 jaar;Één kind;2059;130320;52990.0
2427;60 tot 65 jaar;Één kind;2060;131505;54061.0
2428;60 tot 65 jaar;Één kind;2061;132469;55396.0
2429;60 tot 65 jaar;Één kind;2062;133116;56460.0
2430;60 tot 65 jaar;Één kind;2063;133383;57230.0
2431;60 tot 65 jaar;Één kind;2064;133550;57653.0
2432;60 tot 65 jaar;Één kind;2065;133571;57693.0
2433;60 tot 65 jaar;Één kind;2066;133384;57234.0
2434;60 tot 65 jaar;Één kind;2067;132994;56761.0
2435;60 tot 65 jaar;Één kind;2068;132422;56255.0
2436;60 tot 65 jaar;Één kind;2069;131692;55984.0
2437;60 tot 65 jaar;Één kind;2070;131319;55890.0
2438;60 tot 65 jaar;Twee kinderen;2025;38641;7087.0
2439;60 tot 65 jaar;Twee kinderen;2026;38859;7262.0
2440;60 tot 65 jaar;Twee kinderen;2027;38942;7382.0
2441;60 tot 65 jaar;Twee kinderen;2028;38878;7446.0
2442;60 tot 65 jaar;Twee kinderen;2029;38661;7531.0
2443;60 tot 65 jaar;Twee kinderen;2030;38375;7646.0
2444;60 tot 65 jaar;Twee kinderen;2031;38019;7745.0
2445;60 tot 65 jaar;Twee kinderen;2032;37678;7792.0
2446;60 tot 65 jaar;Twee kinderen;2033;37257;7775.0
2447;60 tot 65 jaar;Twee kinderen;2034;36945;7599.0
2448;60 tot 65 jaar;Twee kinderen;2035;36718;7343.0
2449;60 tot 65 jaar;Twee kinderen;2036;36670;7105.0
2450;60 tot 65 jaar;Twee kinderen;2037;36660;6909.0
2451;60 tot 65 jaar;Twee kinderen;2038;36539;6763.0
2452;60 tot 65 jaar;Twee kinderen;2039;36538;6752.0
2453;60 tot 65 jaar;Twee kinderen;2040;36673;6774.0
2454;60 tot 65 jaar;Twee kinderen;2041;36904;6876.0
2455;60 tot 65 jaar;Twee kinderen;2042;37247;6975.0
2456;60 tot 65 jaar;Twee kinderen;2043;37617;7029.0
2457;60 tot 65 jaar;Twee kinderen;2044;38102;7063.0
2458;60 tot 65 jaar;Twee kinderen;2045;38804;7144.0
2459;60 tot 65 jaar;Twee kinderen;2046;39764;7249.0
2460;60 tot 65 jaar;Twee kinderen;2047;40765;7418.0
2461;60 tot 65 jaar;Twee kinderen;2048;41806;7619.0
2462;60 tot 65 jaar;Twee kinderen;2049;42959;7837.0
2463;60 tot 65 jaar;Twee kinderen;2050;44058;8069.0
2464;60 tot 65 jaar;Twee kinderen;2051;45061;8365.0
2465;60 tot 65 jaar;Twee kinderen;2052;45864;8623.0
2466;60 tot 65 jaar;Twee kinderen;2053;46607;8851.0
2467;60 tot 65 jaar;Twee kinderen;2054;47373;9063.0
2468;60 tot 65 jaar;Twee kinderen;2055;47999;9261.0
2469;60 tot 65 jaar;Twee kinderen;2056;48577;9376.0
2470;60 tot 65 jaar;Twee kinderen;2057;48957;9477.0
2471;60 tot 65 jaar;Twee kinderen;2058;49285;9622.0
2472;60 tot 65 jaar;Twee kinderen;2059;49542;9824.0
2473;60 tot 65 jaar;Twee kinderen;2060;49694;10022.0
2474;60 tot 65 jaar;Twee kinderen;2061;49686;10268.0
2475;60 tot 65 jaar;Twee kinderen;2062;49613;10462.0
2476;60 tot 65 jaar;Twee kinderen;2063;49522;10602.0
2477;60 tot 65 jaar;Twee kinderen;2064;49424;10679.0
2478;60 tot 65 jaar;Twee kinderen;2065;49382;10686.0
2479;60 tot 65 jaar;Twee kinderen;2066;49280;10600.0
2480;60 tot 65 jaar;Twee kinderen;2067;49181;10512.0
2481;60 tot 65 jaar;Twee kinderen;2068;49051;10416.0
2482;60 tot 65 jaar;Twee kinderen;2069;48905;10365.0
2483;60 tot 65 jaar;Twee kinderen;2070;48878;10348.0
2484;60 tot 65 jaar;Drie kinderen of meer;2025;10024;1093.0
2485;60 tot 65 jaar;Drie kinderen of meer;2026;9903;1117.0
2486;60 tot 65 jaar;Drie kinderen of meer;2027;9777;1131.0
2487;60 tot 65 jaar;Drie kinderen of meer;2028;9579;1138.0
2488;60 tot 65 jaar;Drie kinderen of meer;2029;9374;1148.0
2489;60 tot 65 jaar;Drie kinderen of meer;2030;9118;1162.0
2490;60 tot 65 jaar;Drie kinderen of meer;2031;8833;1173.0
2491;60 tot 65 jaar;Drie kinderen of meer;2032;8630;1176.0
2492;60 tot 65 jaar;Drie kinderen of meer;2033;8389;1170.0
2493;60 tot 65 jaar;Drie kinderen of meer;2034;8196;1139.0
2494;60 tot 65 jaar;Drie kinderen of meer;2035;8040;1096.0
2495;60 tot 65 jaar;Drie kinderen of meer;2036;7866;1056.0
2496;60 tot 65 jaar;Drie kinderen of meer;2037;7747;1024.0
2497;60 tot 65 jaar;Drie kinderen of meer;2038;7571;1000.0
2498;60 tot 65 jaar;Drie kinderen of meer;2039;7386;994.0
2499;60 tot 65 jaar;Drie kinderen of meer;2040;7282;994.0
2500;60 tot 65 jaar;Drie kinderen of meer;2041;7248;1006.0
2501;60 tot 65 jaar;Drie kinderen of meer;2042;7205;1017.0
2502;60 tot 65 jaar;Drie kinderen of meer;2043;7187;1021.0
2503;60 tot 65 jaar;Drie kinderen of meer;2044;7209;1023.0
2504;60 tot 65 jaar;Drie kinderen of meer;2045;7306;1031.0
2505;60 tot 65 jaar;Drie kinderen of meer;2046;7424;1042.0
2506;60 tot 65 jaar;Drie kinderen of meer;2047;7546;1062.0
2507;60 tot 65 jaar;Drie kinderen of meer;2048;7665;1088.0
2508;60 tot 65 jaar;Drie kinderen of meer;2049;7799;1117.0
2509;60 tot 65 jaar;Drie kinderen of meer;2050;7911;1147.0
2510;60 tot 65 jaar;Drie kinderen of meer;2051;8010;1187.0
2511;60 tot 65 jaar;Drie kinderen of meer;2052;8086;1222.0
2512;60 tot 65 jaar;Drie kinderen of meer;2053;8154;1254.0
2513;60 tot 65 jaar;Drie kinderen of meer;2054;8230;1283.0
2514;60 tot 65 jaar;Drie kinderen of meer;2055;8285;1311.0
2515;60 tot 65 jaar;Drie kinderen of meer;2056;8325;1328.0
2516;60 tot 65 jaar;Drie kinderen of meer;2057;8333;1342.0
2517;60 tot 65 jaar;Drie kinderen of meer;2058;8346;1362.0
2518;60 tot 65 jaar;Drie kinderen of meer;2059;8347;1391.0
2519;60 tot 65 jaar;Drie kinderen of meer;2060;8343;1419.0
2520;60 tot 65 jaar;Drie kinderen of meer;2061;8317;1455.0
2521;60 tot 65 jaar;Drie kinderen of meer;2062;8292;1482.0
2522;60 tot 65 jaar;Drie kinderen of meer;2063;8281;1502.0
2523;60 tot 65 jaar;Drie kinderen of meer;2064;8271;1514.0
2524;60 tot 65 jaar;Drie kinderen of meer;2065;8283;1516.0
2525;60 tot 65 jaar;Drie kinderen of meer;2066;8281;1504.0
2526;60 tot 65 jaar;Drie kinderen of meer;2067;8301;1494.0
2527;60 tot 65 jaar;Drie kinderen of meer;2068;8318;1482.0
2528;60 tot 65 jaar;Drie kinderen of meer;2069;8346;1476.0
2529;60 tot 65 jaar;Drie kinderen of meer;2070;8384;1475.0
2530;65 tot 70 jaar;Totaal;2025;396767;22790.0
2531;65 tot 70 jaar;Totaal;2026;402977;23864.0
2532;65 tot 70 jaar;Totaal;2027;409212;25032.0
2533;65 tot 70 jaar;Totaal;2028;415232;25771.0
2534;65 tot 70 jaar;Totaal;2029;421156;26482.0
2535;65 tot 70 jaar;Totaal;2030;426871;27257.0
2536;65 tot 70 jaar;Totaal;2031;429973;27747.0
2537;65 tot 70 jaar;Totaal;2032;429689;28022.0
2538;65 tot 70 jaar;Totaal;2033;428158;28201.0
2539;65 tot 70 jaar;Totaal;2034;425536;28460.0
2540;65 tot 70 jaar;Totaal;2035;425384;28836.0
2541;65 tot 70 jaar;Totaal;2036;424548;29258.0
2542;65 tot 70 jaar;Totaal;2037;421635;29293.0
2543;65 tot 70 jaar;Totaal;2038;414921;29150.0
2544;65 tot 70 jaar;Totaal;2039;402372;28417.0
2545;65 tot 70 jaar;Totaal;2040;384193;27442.0
2546;65 tot 70 jaar;Totaal;2041;365717;26410.0
2547;65 tot 70 jaar;Totaal;2042;350811;25747.0
2548;65 tot 70 jaar;Totaal;2043;339551;25316.0
2549;65 tot 70 jaar;Totaal;2044;334855;25283.0
2550;65 tot 70 jaar;Totaal;2045;332596;25344.0
2551;65 tot 70 jaar;Totaal;2046;335639;25801.0
2552;65 tot 70 jaar;Totaal;2047;337627;26148.0
2553;65 tot 70 jaar;Totaal;2048;339409;26337.0
2554;65 tot 70 jaar;Totaal;2049;339959;26462.0
2555;65 tot 70 jaar;Totaal;2050;342807;26771.0
2556;65 tot 70 jaar;Totaal;2051;344223;27115.0
2557;65 tot 70 jaar;Totaal;2052;348445;27737.0
2558;65 tot 70 jaar;Totaal;2053;354746;28503.0
2559;65 tot 70 jaar;Totaal;2054;361313;29180.0
2560;65 tot 70 jaar;Totaal;2055;366609;29918.0
2561;65 tot 70 jaar;Totaal;2056;373744;30892.0
2562;65 tot 70 jaar;Totaal;2057;379049;31681.0
2563;65 tot 70 jaar;Totaal;2058;382939;32287.0
2564;65 tot 70 jaar;Totaal;2059;386552;32804.0
2565;65 tot 70 jaar;Totaal;2060;389986;33276.0
2566;65 tot 70 jaar;Totaal;2061;389310;33470.0
2567;65 tot 70 jaar;Totaal;2062;389202;33633.0
2568;65 tot 70 jaar;Totaal;2063;389837;33960.0
2569;65 tot 70 jaar;Totaal;2064;392974;34496.0
2570;65 tot 70 jaar;Totaal;2065;396308;35026.0
2571;65 tot 70 jaar;Totaal;2066;402248;35753.0
2572;65 tot 70 jaar;Totaal;2067;407078;36299.0
2573;65 tot 70 jaar;Totaal;2068;411160;36683.0
2574;65 tot 70 jaar;Totaal;2069;412843;36855.0
2575;65 tot 70 jaar;Totaal;2070;412093;36800.0
2576;65 tot 70 jaar;Geen kinderen;2025;335501;
2577;65 tot 70 jaar;Geen kinderen;2026;340180;
2578;65 tot 70 jaar;Geen kinderen;2027;344813;
2579;65 tot 70 jaar;Geen kinderen;2028;349750;
2580;65 tot 70 jaar;Geen kinderen;2029;354865;
2581;65 tot 70 jaar;Geen kinderen;2030;359448;
2582;65 tot 70 jaar;Geen kinderen;2031;361758;
2583;65 tot 70 jaar;Geen kinderen;2032;361064;
2584;65 tot 70 jaar;Geen kinderen;2033;359342;
2585;65 tot 70 jaar;Geen kinderen;2034;356994;
2586;65 tot 70 jaar;Geen kinderen;2035;357164;
2587;65 tot 70 jaar;Geen kinderen;2036;356385;
2588;65 tot 70 jaar;Geen kinderen;2037;353777;
2589;65 tot 70 jaar;Geen kinderen;2038;347540;
2590;65 tot 70 jaar;Geen kinderen;2039;335216;
2591;65 tot 70 jaar;Geen kinderen;2040;317236;
