ID;LeeftijdReferentiepersoon;KinderenInHuishouden;Perioden;Paren_1;Eenouderhuishoudens_2
59;Totaal;Geen kinderen;2038;2388528;
60;Totaal;Geen kinderen;2039;2381623;
61;Totaal;Geen kinderen;2040;2374463;
62;Totaal;Geen kinderen;2041;2367377;
63;Totaal;Geen kinderen;2042;2359105;
64;Totaal;Geen kinderen;2043;2351151;
65;Totaal;Geen kinderen;2044;2343500;
66;Totaal;Geen kinderen;2045;2335897;
67;Totaal;Geen kinderen;2046;2327578;
68;Totaal;Geen kinderen;2047;2319930;
69;Totaal;Geen kinderen;2048;2312702;
70;Totaal;Geen kinderen;2049;2305766;
71;Totaal;Geen kinderen;2050;2299392;
72;Totaal;Geen kinderen;2051;2293869;
73;Totaal;Geen kinderen;2052;2289686;
74;Totaal;Geen kinderen;2053;2286888;
75;Totaal;Geen kinderen;2054;2286030;
76;Totaal;Geen kinderen;2055;2286856;
77;Totaal;Geen kinderen;2056;2289507;
78;Totaal;Geen kinderen;2057;2293997;
79;Totaal;Geen kinderen;2058;2300251;
80;Totaal;Geen kinderen;2059;2308061;
81;Totaal;Geen kinderen;2060;2317239;
82;Totaal;Geen kinderen;2061;2327502;
83;Totaal;Geen kinderen;2062;2338591;
84;Totaal;Geen kinderen;2063;2350277;
85;Totaal;Geen kinderen;2064;2362311;
86;Totaal;Geen kinderen;2065;2374541;
87;Totaal;Geen kinderen;2066;2386802;
88;Totaal;Geen kinderen;2067;2398962;
89;Totaal;Geen kinderen;2068;2410880;
90;Totaal;Geen kinderen;2069;2422480;
91;Totaal;Geen kinderen;2070;2433737;
92;Totaal;Één kind;2025;789691;386881.0
93;Totaal;Één kind;2026;796628;390957.0
94;Totaal;Één kind;2027;805823;395718.0
95;Totaal;Één kind;2028;814142;399934.0
96;Totaal;Één kind;2029;822542;404128.0
97;Totaal;Één kind;2030;831751;408238.0
98;Totaal;Één kind;2031;840973;412224.0
99;Totaal;Één kind;2032;850381;416119.0
100;Totaal;Één kind;2033;860302;420071.0
101;Totaal;Één kind;2034;870125;423977.0
102;Totaal;Één kind;2035;879559;427784.0
103;Totaal;Één kind;2036;890523;432016.0
104;Totaal;Één kind;2037;899749;435729.0
105;Totaal;Één kind;2038;907441;439417.0
106;Totaal;Één kind;2039;915763;443214.0
107;Totaal;Één kind;2040;923954;447097.0
108;Totaal;Één kind;2041;931510;450972.0
109;Totaal;Één kind;2042;940107;455265.0
110;Totaal;Één kind;2043;947732;459508.0
111;Totaal;Één kind;2044;954371;463729.0
112;Totaal;Één kind;2045;960469;468013.0
113;Totaal;Één kind;2046;967220;472524.0
114;Totaal;Één kind;2047;972907;476842.0
115;Totaal;Één kind;2048;978091;481040.0
116;Totaal;Één kind;2049;983337;485234.0
117;Totaal;Één kind;2050;988710;489440.0
118;Totaal;Één kind;2051;994320;493559.0
119;Totaal;Één kind;2052;999841;497449.0
120;Totaal;Één kind;2053;1005624;501134.0
121;Totaal;Één kind;2054;1010961;504285.0
122;Totaal;Één kind;2055;1016383;507181.0
123;Totaal;Één kind;2056;1021732;509728.0
124;Totaal;Één kind;2057;1026818;511937.0
125;Totaal;Één kind;2058;1031645;513725.0
126;Totaal;Één kind;2059;1036121;515178.0
127;Totaal;Één kind;2060;1040203;516317.0
128;Totaal;Één kind;2061;1043952;517207.0
129;Totaal;Één kind;2062;1047354;517895.0
130;Totaal;Één kind;2063;1050466;518391.0
131;Totaal;Één kind;2064;1053250;518770.0
132;Totaal;Één kind;2065;1055682;519064.0
133;Totaal;Één kind;2066;1057804;519302.0
134;Totaal;Één kind;2067;1059527;519540.0
135;Totaal;Één kind;2068;1061016;519764.0
136;Totaal;Één kind;2069;1062191;520026.0
137;Totaal;Één kind;2070;1063072;520398.0
138;Totaal;Twee kinderen;2025;894110;178106.0
139;Totaal;Twee kinderen;2026;889790;178736.0
140;Totaal;Twee kinderen;2027;885812;179387.0
141;Totaal;Twee kinderen;2028;882542;180012.0
142;Totaal;Twee kinderen;2029;879602;180632.0
143;Totaal;Twee kinderen;2030;877826;181212.0
144;Totaal;Twee kinderen;2031;877183;181799.0
145;Totaal;Twee kinderen;2032;877669;182481.0
146;Totaal;Twee kinderen;2033;878764;183237.0
147;Totaal;Twee kinderen;2034;880850;184086.0
148;Totaal;Twee kinderen;2035;883480;184983.0
149;Totaal;Twee kinderen;2036;886792;185974.0
150;Totaal;Twee kinderen;2037;890486;187062.0
151;Totaal;Twee kinderen;2038;894322;188248.0
152;Totaal;Twee kinderen;2039;898929;189552.0
153;Totaal;Twee kinderen;2040;903277;190910.0
154;Totaal;Twee kinderen;2041;907438;192288.0
155;Totaal;Twee kinderen;2042;911995;193816.0
156;Totaal;Twee kinderen;2043;916563;195439.0
157;Totaal;Twee kinderen;2044;921311;197138.0
158;Totaal;Twee kinderen;2045;926280;198899.0
159;Totaal;Twee kinderen;2046;931501;200674.0
160;Totaal;Twee kinderen;2047;936525;202439.0
161;Totaal;Twee kinderen;2048;941252;204148.0
162;Totaal;Twee kinderen;2049;945503;205784.0
163;Totaal;Twee kinderen;2050;949140;207282.0
164;Totaal;Twee kinderen;2051;952017;208622.0
165;Totaal;Twee kinderen;2052;954052;209742.0
166;Totaal;Twee kinderen;2053;955329;210696.0
167;Totaal;Twee kinderen;2054;955829;211432.0
168;Totaal;Twee kinderen;2055;955789;211972.0
169;Totaal;Twee kinderen;2056;955263;212330.0
170;Totaal;Twee kinderen;2057;954448;212505.0
171;Totaal;Twee kinderen;2058;953393;212566.0
172;Totaal;Twee kinderen;2059;952349;212512.0
173;Totaal;Twee kinderen;2060;951478;212381.0
174;Totaal;Twee kinderen;2061;950887;212215.0
175;Totaal;Twee kinderen;2062;950696;212039.0
176;Totaal;Twee kinderen;2063;950908;211881.0
177;Totaal;Twee kinderen;2064;951586;211746.0
178;Totaal;Twee kinderen;2065;952739;211655.0
179;Totaal;Twee kinderen;2066;954289;211620.0
180;Totaal;Twee kinderen;2067;956301;211668.0
181;Totaal;Twee kinderen;2068;958660;211794.0
182;Totaal;Twee kinderen;2069;961394;212001.0
183;Totaal;Twee kinderen;2070;964421;212293.0
184;Totaal;Drie kinderen of meer;2025;348066;59213.0
185;Totaal;Drie kinderen of meer;2026;344819;59327.0
186;Totaal;Drie kinderen of meer;2027;340895;59326.0
187;Totaal;Drie kinderen of meer;2028;337653;59356.0
188;Totaal;Drie kinderen of meer;2029;334942;59425.0
189;Totaal;Drie kinderen of meer;2030;332264;59451.0
190;Totaal;Drie kinderen of meer;2031;329912;59462.0
191;Totaal;Drie kinderen of meer;2032;327785;59485.0
192;Totaal;Drie kinderen of meer;2033;325884;59553.0
193;Totaal;Drie kinderen of meer;2034;324112;59624.0
194;Totaal;Drie kinderen of meer;2035;322752;59726.0
195;Totaal;Drie kinderen of meer;2036;320995;59781.0
196;Totaal;Drie kinderen of meer;2037;320069;59932.0
197;Totaal;Drie kinderen of meer;2038;319767;60166.0
198;Totaal;Drie kinderen of meer;2039;318978;60361.0
199;Totaal;Drie kinderen of meer;2040;318308;60583.0
200;Totaal;Drie kinderen of meer;2041;317917;60829.0
201;Totaal;Drie kinderen of meer;2042;316831;61040.0
202;Totaal;Drie kinderen of meer;2043;315981;61277.0
203;Totaal;Drie kinderen of meer;2044;315278;61510.0
204;Totaal;Drie kinderen of meer;2045;314512;61740.0
205;Totaal;Drie kinderen of meer;2046;313270;61902.0
206;Totaal;Drie kinderen of meer;2047;312328;62095.0
207;Totaal;Drie kinderen of meer;2048;311553;62276.0
208;Totaal;Drie kinderen of meer;2049;310795;62425.0
209;Totaal;Drie kinderen of meer;2050;310045;62540.0
210;Totaal;Drie kinderen of meer;2051;309297;62638.0
211;Totaal;Drie kinderen of meer;2052;308681;62724.0
212;Totaal;Drie kinderen of meer;2053;307971;62778.0
213;Totaal;Drie kinderen of meer;2054;307494;62817.0
214;Totaal;Drie kinderen of meer;2055;306911;62800.0
215;Totaal;Drie kinderen of meer;2056;306287;62760.0
216;Totaal;Drie kinderen of meer;2057;305658;62686.0
217;Totaal;Drie kinderen of meer;2058;305072;62618.0
218;Totaal;Drie kinderen of meer;2059;304547;62545.0
219;Totaal;Drie kinderen of meer;2060;304136;62456.0
220;Totaal;Drie kinderen of meer;2061;303843;62386.0
221;Totaal;Drie kinderen of meer;2062;303734;62315.0
222;Totaal;Drie kinderen of meer;2063;303847;62299.0
223;Totaal;Drie kinderen of meer;2064;304250;62318.0
224;Totaal;Drie kinderen of meer;2065;304989;62372.0
225;Totaal;Drie kinderen of meer;2066;306091;62470.0
226;Totaal;Drie kinderen of meer;2067;307541;62597.0
227;Totaal;Drie kinderen of meer;2068;309287;62790.0
228;Totaal;Drie kinderen of meer;2069;311301;63027.0
229;Totaal;Drie kinderen of meer;2070;313542;63301.0
230;15 tot 20 jaar;Totaal;2025;3025;445.0
231;15 tot 20 jaar;Totaal;2026;2954;473.0
232;15 tot 20 jaar;Totaal;2027;2745;465.0
233;15 tot 20 jaar;Totaal;2028;2578;463.0
234;15 tot 20 jaar;Totaal;2029;2370;459.0
235;15 tot 20 jaar;Totaal;2030;2237;461.0
236;15 tot 20 jaar;Totaal;2031;2149;462.0
237;15 tot 20 jaar;Totaal;2032;2090;467.0
238;15 tot 20 jaar;Totaal;2033;2056;467.0
239;15 tot 20 jaar;Totaal;2034;2047;470.0
240;15 tot 20 jaar;Totaal;2035;2015;465.0
241;15 tot 20 jaar;Totaal;2036;2006;462.0
242;15 tot 20 jaar;Totaal;2037;1974;458.0
243;15 tot 20 jaar;Totaal;2038;1961;458.0
244;15 tot 20 jaar;Totaal;2039;1956;453.0
245;15 tot 20 jaar;Totaal;2040;1965;454.0
246;15 tot 20 jaar;Totaal;2041;1993;449.0
247;15 tot 20 jaar;Totaal;2042;1905;439.0
248;15 tot 20 jaar;Totaal;2043;1886;432.0
249;15 tot 20 jaar;Totaal;2044;1890;429.0
250;15 tot 20 jaar;Totaal;2045;1892;424.0
251;15 tot 20 jaar;Totaal;2046;1910;421.0
252;15 tot 20 jaar;Totaal;2047;1938;421.0
253;15 tot 20 jaar;Totaal;2048;1973;420.0
254;15 tot 20 jaar;Totaal;2049;2015;420.0
255;15 tot 20 jaar;Totaal;2050;2056;419.0
256;15 tot 20 jaar;Totaal;2051;2093;419.0
257;15 tot 20 jaar;Totaal;2052;2127;417.0
258;15 tot 20 jaar;Totaal;2053;2158;415.0
259;15 tot 20 jaar;Totaal;2054;2183;413.0
260;15 tot 20 jaar;Totaal;2055;2205;410.0
261;15 tot 20 jaar;Totaal;2056;2221;406.0
262;15 tot 20 jaar;Totaal;2057;2233;403.0
263;15 tot 20 jaar;Totaal;2058;2238;400.0
264;15 tot 20 jaar;Totaal;2059;2237;396.0
265;15 tot 20 jaar;Totaal;2060;2235;392.0
266;15 tot 20 jaar;Totaal;2061;2229;387.0
267;15 tot 20 jaar;Totaal;2062;2222;384.0
268;15 tot 20 jaar;Totaal;2063;2211;378.0
269;15 tot 20 jaar;Totaal;2064;2199;376.0
270;15 tot 20 jaar;Totaal;2065;2186;374.0
271;15 tot 20 jaar;Totaal;2066;2173;370.0
272;15 tot 20 jaar;Totaal;2067;2160;368.0
273;15 tot 20 jaar;Totaal;2068;2149;367.0
274;15 tot 20 jaar;Totaal;2069;2137;365.0
275;15 tot 20 jaar;Totaal;2070;2126;364.0
276;15 tot 20 jaar;Geen kinderen;2025;2882;
277;15 tot 20 jaar;Geen kinderen;2026;2807;
278;15 tot 20 jaar;Geen kinderen;2027;2595;
279;15 tot 20 jaar;Geen kinderen;2028;2424;
280;15 tot 20 jaar;Geen kinderen;2029;2212;
281;15 tot 20 jaar;Geen kinderen;2030;2074;
282;15 tot 20 jaar;Geen kinderen;2031;1982;
283;15 tot 20 jaar;Geen kinderen;2032;1918;
284;15 tot 20 jaar;Geen kinderen;2033;1880;
285;15 tot 20 jaar;Geen kinderen;2034;1866;
286;15 tot 20 jaar;Geen kinderen;2035;1832;
287;15 tot 20 jaar;Geen kinderen;2036;1820;
288;15 tot 20 jaar;Geen kinderen;2037;1785;
289;15 tot 20 jaar;Geen kinderen;2038;1769;
290;15 tot 20 jaar;Geen kinderen;2039;1762;
291;15 tot 20 jaar;Geen kinderen;2040;1768;
292;15 tot 20 jaar;Geen kinderen;2041;1792;
293;15 tot 20 jaar;Geen kinderen;2042;1703;
294;15 tot 20 jaar;Geen kinderen;2043;1682;
295;15 tot 20 jaar;Geen kinderen;2044;1683;
296;15 tot 20 jaar;Geen kinderen;2045;1683;
297;15 tot 20 jaar;Geen kinderen;2046;1699;
298;15 tot 20 jaar;Geen kinderen;2047;1725;
299;15 tot 20 jaar;Geen kinderen;2048;1758;
300;15 tot 20 jaar;Geen kinderen;2049;1797;
301;15 tot 20 jaar;Geen kinderen;2050;1835;
302;15 tot 20 jaar;Geen kinderen;2051;1870;
303;15 tot 20 jaar;Geen kinderen;2052;1902;
304;15 tot 20 jaar;Geen kinderen;2053;1930;
305;15 tot 20 jaar;Geen kinderen;2054;1953;
306;15 tot 20 jaar;Geen kinderen;2055;1972;
307;15 tot 20 jaar;Geen kinderen;2056;1986;
308;15 tot 20 jaar;Geen kinderen;2057;1996;
309;15 tot 20 jaar;Geen kinderen;2058;1999;
310;15 tot 20 jaar;Geen kinderen;2059;1996;
311;15 tot 20 jaar;Geen kinderen;2060;1993;
312;15 tot 20 jaar;Geen kinderen;2061;1985;
313;15 tot 20 jaar;Geen kinderen;2062;1977;
314;15 tot 20 jaar;Geen kinderen;2063;1965;
315;15 tot 20 jaar;Geen kinderen;2064;1953;
316;15 tot 20 jaar;Geen kinderen;2065;1939;
317;15 tot 20 jaar;Geen kinderen;2066;1926;
318;15 tot 20 jaar;Geen kinderen;2067;1913;
319;15 tot 20 jaar;Geen kinderen;2068;1902;
320;15 tot 20 jaar;Geen kinderen;2069;1890;
321;15 tot 20 jaar;Geen kinderen;2070;1879;
322;15 tot 20 jaar;Één kind;2025;106;418.0
323;15 tot 20 jaar;Één kind;2026;109;444.0
324;15 tot 20 jaar;Één kind;2027;112;437.0
325;15 tot 20 jaar;Één kind;2028;116;435.0
326;15 tot 20 jaar;Één kind;2029;120;431.0
327;15 tot 20 jaar;Één kind;2030;124;433.0
328;15 tot 20 jaar;Één kind;2031;128;434.0
329;15 tot 20 jaar;Één kind;2032;132;439.0
330;15 tot 20 jaar;Één kind;2033;136;439.0
331;15 tot 20 jaar;Één kind;2034;140;442.0
332;15 tot 20 jaar;Één kind;2035;142;437.0
333;15 tot 20 jaar;Één kind;2036;145;435.0
334;15 tot 20 jaar;Één kind;2037;148;431.0
335;15 tot 20 jaar;Één kind;2038;150;431.0
336;15 tot 20 jaar;Één kind;2039;152;426.0
337;15 tot 20 jaar;Één kind;2040;155;427.0
338;15 tot 20 jaar;Één kind;2041;157;423.0
339;15 tot 20 jaar;Één kind;2042;158;413.0
340;15 tot 20 jaar;Één kind;2043;160;407.0
341;15 tot 20 jaar;Één kind;2044;162;404.0
342;15 tot 20 jaar;Één kind;2045;164;399.0
343;15 tot 20 jaar;Één kind;2046;166;396.0
344;15 tot 20 jaar;Één kind;2047;167;396.0
345;15 tot 20 jaar;Één kind;2048;169;395.0
346;15 tot 20 jaar;Één kind;2049;171;395.0
347;15 tot 20 jaar;Één kind;2050;173;394.0
348;15 tot 20 jaar;Één kind;2051;175;394.0
349;15 tot 20 jaar;Één kind;2052;177;392.0
350;15 tot 20 jaar;Één kind;2053;179;391.0
351;15 tot 20 jaar;Één kind;2054;181;389.0
352;15 tot 20 jaar;Één kind;2055;184;386.0
353;15 tot 20 jaar;Één kind;2056;186;382.0
354;15 tot 20 jaar;Één kind;2057;188;379.0
355;15 tot 20 jaar;Één kind;2058;189;376.0
356;15 tot 20 jaar;Één kind;2059;191;373.0
357;15 tot 20 jaar;Één kind;2060;192;369.0
358;15 tot 20 jaar;Één kind;2061;194;364.0
359;15 tot 20 jaar;Één kind;2062;195;361.0
360;15 tot 20 jaar;Één kind;2063;196;356.0
361;15 tot 20 jaar;Één kind;2064;196;354.0
362;15 tot 20 jaar;Één kind;2065;197;352.0
363;15 tot 20 jaar;Één kind;2066;197;348.0
364;15 tot 20 jaar;Één kind;2067;197;346.0
365;15 tot 20 jaar;Één kind;2068;197;345.0
366;15 tot 20 jaar;Één kind;2069;197;343.0
367;15 tot 20 jaar;Één kind;2070;197;343.0
368;15 tot 20 jaar;Twee kinderen;2025;18;27.0
369;15 tot 20 jaar;Twee kinderen;2026;19;29.0
370;15 tot 20 jaar;Twee kinderen;2027;19;28.0
371;15 tot 20 jaar;Twee kinderen;2028;19;28.0
372;15 tot 20 jaar;Twee kinderen;2029;19;28.0
373;15 tot 20 jaar;Twee kinderen;2030;20;28.0
374;15 tot 20 jaar;Twee kinderen;2031;20;28.0
375;15 tot 20 jaar;Twee kinderen;2032;20;28.0
376;15 tot 20 jaar;Twee kinderen;2033;20;28.0
377;15 tot 20 jaar;Twee kinderen;2034;21;28.0
378;15 tot 20 jaar;Twee kinderen;2035;21;28.0
379;15 tot 20 jaar;Twee kinderen;2036;21;27.0
380;15 tot 20 jaar;Twee kinderen;2037;21;27.0
381;15 tot 20 jaar;Twee kinderen;2038;22;27.0
382;15 tot 20 jaar;Twee kinderen;2039;22;27.0
383;15 tot 20 jaar;Twee kinderen;2040;22;27.0
384;15 tot 20 jaar;Twee kinderen;2041;23;26.0
385;15 tot 20 jaar;Twee kinderen;2042;23;26.0
386;15 tot 20 jaar;Twee kinderen;2043;23;25.0
387;15 tot 20 jaar;Twee kinderen;2044;24;25.0
388;15 tot 20 jaar;Twee kinderen;2045;24;25.0
389;15 tot 20 jaar;Twee kinderen;2046;24;25.0
390;15 tot 20 jaar;Twee kinderen;2047;25;25.0
391;15 tot 20 jaar;Twee kinderen;2048;25;25.0
392;15 tot 20 jaar;Twee kinderen;2049;26;25.0
393;15 tot 20 jaar;Twee kinderen;2050;26;25.0
394;15 tot 20 jaar;Twee kinderen;2051;26;25.0
395;15 tot 20 jaar;Twee kinderen;2052;26;25.0
396;15 tot 20 jaar;Twee kinderen;2053;27;24.0
397;15 tot 20 jaar;Twee kinderen;2054;27;24.0
398;15 tot 20 jaar;Twee kinderen;2055;27;24.0
399;15 tot 20 jaar;Twee kinderen;2056;27;24.0
400;15 tot 20 jaar;Twee kinderen;2057;27;24.0
401;15 tot 20 jaar;Twee kinderen;2058;28;24.0
402;15 tot 20 jaar;Twee kinderen;2059;28;23.0
403;15 tot 20 jaar;Twee kinderen;2060;28;23.0
404;15 tot 20 jaar;Twee kinderen;2061;28;23.0
405;15 tot 20 jaar;Twee kinderen;2062;28;23.0
406;15 tot 20 jaar;Twee kinderen;2063;28;22.0
407;15 tot 20 jaar;Twee kinderen;2064;28;22.0
408;15 tot 20 jaar;Twee kinderen;2065;28;22.0
409;15 tot 20 jaar;Twee kinderen;2066;28;22.0
410;15 tot 20 jaar;Twee kinderen;2067;28;22.0
411;15 tot 20 jaar;Twee kinderen;2068;28;22.0
412;15 tot 20 jaar;Twee kinderen;2069;28;22.0
413;15 tot 20 jaar;Twee kinderen;2070;28;21.0
414;15 tot 20 jaar;Drie kinderen of meer;2025;19;0.0
415;15 tot 20 jaar;Drie kinderen of meer;2026;19;0.0
416;15 tot 20 jaar;Drie kinderen of meer;2027;19;0.0
417;15 tot 20 jaar;Drie kinderen of meer;2028;19;0.0
418;15 tot 20 jaar;Drie kinderen of meer;2029;19;0.0
419;15 tot 20 jaar;Drie kinderen of meer;2030;19;0.0
420;15 tot 20 jaar;Drie kinderen of meer;2031;19;0.0
421;15 tot 20 jaar;Drie kinderen of meer;2032;20;0.0
422;15 tot 20 jaar;Drie kinderen of meer;2033;20;0.0
423;15 tot 20 jaar;Drie kinderen of meer;2034;20;0.0
424;15 tot 20 jaar;Drie kinderen of meer;2035;20;0.0
425;15 tot 20 jaar;Drie kinderen of meer;2036;20;0.0
426;15 tot 20 jaar;Drie kinderen of meer;2037;20;0.0
427;15 tot 20 jaar;Drie kinderen of meer;2038;20;0.0
428;15 tot 20 jaar;Drie kinderen of meer;2039;20;0.0
429;15 tot 20 jaar;Drie kinderen of meer;2040;20;0.0
430;15 tot 20 jaar;Drie kinderen of meer;2041;21;0.0
431;15 tot 20 jaar;Drie kinderen of meer;2042;21;0.0
432;15 tot 20 jaar;Drie kinderen of meer;2043;21;0.0
433;15 tot 20 jaar;Drie kinderen of meer;2044;21;0.0
434;15 tot 20 jaar;Drie kinderen of meer;2045;21;0.0
435;15 tot 20 jaar;Drie kinderen of meer;2046;21;0.0
436;15 tot 20 jaar;Drie kinderen of meer;2047;21;0.0
437;15 tot 20 jaar;Drie kinderen of meer;2048;21;0.0
438;15 tot 20 jaar;Drie kinderen of meer;2049;21;0.0
439;15 tot 20 jaar;Drie kinderen of meer;2050;22;0.0
440;15 tot 20 jaar;Drie kinderen of meer;2051;22;0.0
441;15 tot 20 jaar;Drie kinderen of meer;2052;22;0.0
442;15 tot 20 jaar;Drie kinderen of meer;2053;22;0.0
443;15 tot 20 jaar;Drie kinderen of meer;2054;22;0.0
444;15 tot 20 jaar;Drie kinderen of meer;2055;22;0.0
445;15 tot 20 jaar;Drie kinderen of meer;2056;22;0.0
446;15 tot 20 jaar;Drie kinderen of meer;2057;22;0.0
447;15 tot 20 jaar;Drie kinderen of meer;2058;22;0.0
448;15 tot 20 jaar;Drie kinderen of meer;2059;22;0.0
449;15 tot 20 jaar;Drie kinderen of meer;2060;22;0.0
450;15 tot 20 jaar;Drie kinderen of meer;2061;22;0.0
451;15 tot 20 jaar;Drie kinderen of meer;2062;22;0.0
452;15 tot 20 jaar;Drie kinderen of meer;2063;22;0.0
453;15 tot 20 jaar;Drie kinderen of meer;2064;22;0.0
454;15 tot 20 jaar;Drie kinderen of meer;2065;22;0.0
455;15 tot 20 jaar;Drie kinderen of meer;2066;22;0.0
456;15 tot 20 jaar;Drie kinderen of meer;2067;22;0.0
457;15 tot 20 jaar;Drie kinderen of meer;2068;22;0.0
458;15 tot 20 jaar;Drie kinderen of meer;2069;22;0.0
459;15 tot 20 jaar;Drie kinderen of meer;2070;22;0.0
460;20 tot 25 jaar;Totaal;2025;51756;6385.0
461;20 tot 25 jaar;Totaal;2026;52351;6713.0
462;20 tot 25 jaar;Totaal;2027;52529;7002.0
463;20 tot 25 jaar;Totaal;2028;52042;7188.0
464;20 tot 25 jaar;Totaal;2029;50860;7218.0
465;20 tot 25 jaar;Totaal;2030;49635;7143.0
466;20 tot 25 jaar;Totaal;2031;48546;7122.0
467;20 tot 25 jaar;Totaal;2032;47632;7143.0
468;20 tot 25 jaar;Totaal;2033;47260;7195.0
469;20 tot 25 jaar;Totaal;2034;46533;7210.0
470;20 tot 25 jaar;Totaal;2035;45817;7204.0
471;20 tot 25 jaar;Totaal;2036;45068;7162.0
472;20 tot 25 jaar;Totaal;2037;44494;7135.0
473;20 tot 25 jaar;Totaal;2038;44118;7097.0
474;20 tot 25 jaar;Totaal;2039;43996;7094.0
475;20 tot 25 jaar;Totaal;2040;43612;7024.0
476;20 tot 25 jaar;Totaal;2041;43458;6981.0
477;20 tot 25 jaar;Totaal;2042;43229;6934.0
478;20 tot 25 jaar;Totaal;2043;43110;6906.0
479;20 tot 25 jaar;Totaal;2044;43133;6874.0
480;20 tot 25 jaar;Totaal;2045;43092;6834.0
481;20 tot 25 jaar;Totaal;2046;43138;6793.0
482;20 tot 25 jaar;Totaal;2047;42161;6642.0
483;20 tot 25 jaar;Totaal;2048;42059;6584.0
484;20 tot 25 jaar;Totaal;2049;42265;6561.0
485;20 tot 25 jaar;Totaal;2050;42594;6556.0
486;20 tot 25 jaar;Totaal;2051;43155;6568.0
487;20 tot 25 jaar;Totaal;2052;43889;6597.0
488;20 tot 25 jaar;Totaal;2053;44715;6638.0
489;20 tot 25 jaar;Totaal;2054;45573;6678.0
490;20 tot 25 jaar;Totaal;2055;46380;6711.0
491;20 tot 25 jaar;Totaal;2056;47070;6730.0
492;20 tot 25 jaar;Totaal;2057;47653;6744.0
493;20 tot 25 jaar;Totaal;2058;48130;6746.0
494;20 tot 25 jaar;Totaal;2059;48501;6741.0
495;20 tot 25 jaar;Totaal;2060;48759;6728.0
496;20 tot 25 jaar;Totaal;2061;48905;6707.0
497;20 tot 25 jaar;Totaal;2062;48941;6679.0
498;20 tot 25 jaar;Totaal;2063;48888;6642.0
499;20 tot 25 jaar;Totaal;2064;48757;6603.0
500;20 tot 25 jaar;Totaal;2065;48583;6568.0
501;20 tot 25 jaar;Totaal;2066;48372;6531.0
502;20 tot 25 jaar;Totaal;2067;48143;6493.0
503;20 tot 25 jaar;Totaal;2068;47908;6461.0
504;20 tot 25 jaar;Totaal;2069;47665;6431.0
505;20 tot 25 jaar;Totaal;2070;47434;6402.0
506;20 tot 25 jaar;Geen kinderen;2025;46587;
507;20 tot 25 jaar;Geen kinderen;2026;46952;
