ID;Gewassen;RegioS;Perioden;Oppervlakte_1;Opbrengst_2
250;30;Zuidelijk weidegebied;2003;;
251;30;Zuidelijk weidegebied;2004;;
252;30;Zuidelijk weidegebied;2005;;
253;30;Zuidelijk weidegebied;2006;;
254;30;Zuidelijk weidegebied;2007;;
255;30;Overig Nederland;1993;;
256;30;Overig Nederland;1994;;
257;30;Overig Nederland;1995;;
258;30;Overig Nederland;1996;;
259;30;Overig Nederland;1997;;
260;30;Overig Nederland;1998;;
261;30;Overig Nederland;1999;;
262;30;Overig Nederland;2000;;
263;30;Overig Nederland;2001;;
264;30;Overig Nederland;2002;;
265;30;Overig Nederland;2003;;
266;30;Overig Nederland;2004;;
267;30;Overig Nederland;2005;;
268;30;Overig Nederland;2006;;
269;30;Overig Nederland;2007;;
