ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
5184;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 37;432
5185;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 38;444
5186;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 39;463
5187;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 40;453
5188;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 41;464
5189;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 42;439
5190;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 43;444
5191;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 44;449
5192;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 45;478
5193;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 46;454
5194;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 47;460
5195;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 48;466
5196;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 49;493
5197;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 50;484
5198;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 51;487
5199;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 52;502
5200;Totaal mannen en vrouwen;0 tot 65 jaar;2012 week 53 (1 dag);82
5201;Totaal mannen en vrouwen;0 tot 65 jaar;2012;23398
5202;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 1 (6 dagen);400
5203;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 2;463
5204;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 3;467
5205;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 4;491
5206;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 5;487
5207;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 6;475
5208;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 7;446
5209;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 8;464
5210;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 9;455
5211;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 10;457
5212;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 11;441
5213;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 12;445
5214;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 13;434
5215;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 14;446
5216;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 15;472
5217;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 16;432
5218;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 17;411
5219;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 18;398
5220;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 19;434
5221;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 20;408
5222;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 21;436
5223;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 22;447
5224;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 23;434
5225;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 24;414
5226;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 25;454
5227;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 26;407
5228;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 27;432
5229;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 28;407
5230;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 29;438
5231;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 30;436
5232;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 31;404
5233;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 32;416
5234;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 33;406
5235;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 34;418
5236;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 35;398
5237;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 36;424
5238;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 37;425
5239;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 38;447
5240;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 39;378
5241;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 40;456
5242;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 41;424
5243;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 42;451
5244;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 43;451
5245;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 44;449
5246;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 45;395
5247;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 46;436
5248;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 47;461
5249;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 48;455
5250;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 49;425
5251;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 50;405
5252;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 51;430
5253;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 52;469
5254;Totaal mannen en vrouwen;0 tot 65 jaar;2013 week 53 (2 dagen);107
5255;Totaal mannen en vrouwen;0 tot 65 jaar;2013;22761
5256;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 1 (5 dagen);298
5257;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 2;434
5258;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 3;433
5259;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 4;421
5260;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 5;352
5261;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 6;449
5262;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 7;444
5263;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 8;414
5264;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 9;411
5265;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 10;445
5266;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 11;424
5267;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 12;427
5268;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 13;410
5269;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 14;397
5270;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 15;392
5271;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 16;408
5272;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 17;423
5273;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 18;407
5274;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 19;423
5275;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 20;443
5276;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 21;416
5277;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 22;402
5278;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 23;403
5279;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 24;384
5280;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 25;398
5281;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 26;378
5282;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 27;448
5283;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 28;451
5284;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 29;611
5285;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 30;416
5286;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 31;413
5287;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 32;414
5288;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 33;396
5289;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 34;393
5290;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 35;463
5291;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 36;430
5292;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 37;443
5293;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 38;410
5294;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 39;392
5295;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 40;444
5296;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 41;429
5297;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 42;440
5298;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 43;395
5299;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 44;442
5300;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 45;436
5301;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 46;434
5302;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 47;436
5303;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 48;425
5304;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 49;452
5305;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 50;474
5306;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 51;477
5307;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 52;393
5308;Totaal mannen en vrouwen;0 tot 65 jaar;2014 week 53 (3 dagen);191
5309;Totaal mannen en vrouwen;0 tot 65 jaar;2014;22184
5310;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 1 (4 dagen);251
5311;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 2;443
5312;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 3;432
5313;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 4;473
5314;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 5;417
5315;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 6;447
5316;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 7;432
5317;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 8;454
5318;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 9;416
5319;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 10;452
5320;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 11;442
5321;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 12;478
5322;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 13;421
5323;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 14;402
5324;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 15;431
5325;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 16;430
5326;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 17;429
5327;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 18;402
5328;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 19;434
5329;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 20;410
5330;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 21;388
5331;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 22;433
5332;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 23;398
5333;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 24;363
5334;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 25;384
5335;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 26;403
5336;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 27;455
5337;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 28;399
5338;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 29;455
5339;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 30;420
5340;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 31;395
5341;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 32;405
5342;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 33;388
5343;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 34;367
5344;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 35;428
5345;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 36;393
5346;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 37;437
5347;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 38;416
5348;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 39;439
5349;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 40;468
5350;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 41;442
5351;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 42;404
5352;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 43;441
5353;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 44;414
5354;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 45;461
5355;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 46;400
5356;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 47;450
5357;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 48;431
5358;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 49;445
5359;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 50;446
5360;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 51;407
5361;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 52;397
5362;Totaal mannen en vrouwen;0 tot 65 jaar;2015 week 53 (4 dagen);269
5363;Totaal mannen en vrouwen;0 tot 65 jaar;2015;22137
5364;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 0 (3 dagen);175
5365;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 1;463
5366;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 2;445
5367;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 3;432
5368;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 4;446
5369;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 5;455
5370;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 6;434
5371;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 7;448
5372;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 8;471
5373;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 9;479
5374;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 10;433
5375;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 11;485
5376;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 12;444
5377;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 13;437
5378;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 14;428
5379;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 15;395
5380;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 16;421
5381;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 17;407
5382;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 18;397
5383;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 19;424
5384;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 20;348
5385;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 21;421
5386;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 22;390
5387;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 23;378
5388;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 24;436
5389;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 25;412
5390;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 26;405
5391;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 27;407
5392;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 28;388
5393;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 29;428
5394;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 30;397
5395;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 31;416
5396;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 32;420
5397;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 33;411
5398;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 34;414
5399;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 35;420
5400;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 36;414
5401;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 37;439
5402;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 38;409
5403;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 39;411
5404;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 40;412
5405;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 41;461
5406;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 42;450
5407;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 43;458
5408;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 44;400
5409;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 45;426
5410;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 46;429
5411;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 47;395
5412;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 48;442
5413;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 49;457
5414;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 50;444
5415;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 51;417
5416;Totaal mannen en vrouwen;0 tot 65 jaar;2016 week 52 (6 dagen);413
5417;Totaal mannen en vrouwen;0 tot 65 jaar;2016;22287
5418;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 0 (1 dag);59
5419;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 1;454
5420;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 2;418
5421;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 3;428
5422;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 4;447
5423;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 5;424
5424;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 6;472
5425;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 7;466
5426;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 8;439
5427;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 9;407
5428;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 10;436
5429;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 11;426
5430;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 12;413
5431;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 13;426
5432;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 14;435
5433;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 15;401
5434;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 16;403
5435;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 17;388
5436;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 18;389
5437;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 19;379
5438;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 20;387
5439;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 21;402
5440;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 22;377
5441;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 23;418
5442;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 24;400
5443;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 25;415
5444;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 26;435
5445;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 27;401
5446;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 28;397
5447;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 29;397
5448;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 30;384
5449;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 31;386
5450;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 32;416
5451;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 33;404
5452;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 34;384
5453;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 35;401
5454;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 36;384
5455;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 37;416
5456;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 38;443
5457;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 39;401
5458;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 40;421
5459;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 41;416
5460;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 42;394
5461;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 43;397
5462;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 44;427
5463;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 45;445
5464;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 46;430
5465;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 47;411
5466;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 48;419
5467;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 49;457
5468;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 50;458
5469;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 51;424
5470;Totaal mannen en vrouwen;0 tot 65 jaar;2017 week 52;437
5471;Totaal mannen en vrouwen;0 tot 65 jaar;2017;21694
5472;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 1;431
5473;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 2;406
5474;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 3;423
5475;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 4;408
5476;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 5;456
5477;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 6;443
5478;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 7;427
5479;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 8;434
5480;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 9;468
5481;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 10;464
5482;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 11;445
5483;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 12;438
5484;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 13;411
5485;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 14;445
5486;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 15;402
5487;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 16;380
5488;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 17;400
5489;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 18;395
5490;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 19;371
5491;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 20;350
5492;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 21;391
5493;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 22;416
5494;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 23;399
5495;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 24;372
5496;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 25;362
5497;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 26;383
5498;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 27;406
5499;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 28;408
5500;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 29;391
5501;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 30;405
5502;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 31;402
5503;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 32;424
5504;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 33;404
5505;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 34;375
5506;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 35;407
5507;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 36;417
5508;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 37;368
5509;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 38;428
5510;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 39;447
5511;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 40;441
5512;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 41;432
5513;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 42;384
5514;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 43;430
5515;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 44;408
5516;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 45;407
5517;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 46;431
5518;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 47;403
5519;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 48;423
5520;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 49;438
5521;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 50;470
5522;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 51;425
5523;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 52;408
5524;Totaal mannen en vrouwen;0 tot 65 jaar;2018 week 53 (1 dag);66
5525;Totaal mannen en vrouwen;0 tot 65 jaar;2018;21568
5526;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 1 (6 dagen);341
5527;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 2;463
5528;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 3;396
5529;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 4;420
5530;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 5;438
5531;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 6;400
5532;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 7;405
5533;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 8;414
5534;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 9;400
5535;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 10;429
5536;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 11;414
5537;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 12;400
5538;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 13;396
5539;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 14;384
5540;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 15;403
5541;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 16;425
5542;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 17;367
5543;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 18;377
5544;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 19;378
5545;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 20;387
5546;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 21;404
5547;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 22;387
5548;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 23;417
5549;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 24;368
5550;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 25;365
5551;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 26;411
5552;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 27;385
5553;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 28;402
5554;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 29;402
5555;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 30;433
5556;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 31;379
5557;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 32;371
5558;Totaal mannen en vrouwen;0 tot 65 jaar;2019 week 33;360
