ID;Uitvalcategorie;Voertuigcategorie;Perioden;TotaalAantalUitgevallenVoertuigen_1;JongerDan1Jaar_2;k_1Jaar_3;k_2Jaar_4;k_3Jaar_5;k_4Jaar_6;k_5Jaar_7;k_6Jaar_8;k_7Jaar_9;k_8Jaar_10;k_9Jaar_11;k_10Jaar_12;k_11Jaar_13;k_12Jaar_14;k_13Jaar_15;k_14Jaar_16;k_15Jaar_17;k_16Jaar_18;k_17Jaar_19;k_18Jaar_20;k_19Jaar_21;k_20Jaar_22;k_21Jaar_23;k_22Jaar_24;k_23Jaar_25;k_24JaarOfOuder_26
187;Overige uitval;Personenauto;2011;2519.0;15.0;35.0;23.0;38.0;47.0;49.0;62.0;52.0;43.0;138.0;76.0;63.0;94.0;144.0;191.0;158.0;79.0;106.0;96.0;94.0;81.0;61.0;74.0;56.0;644.0
188;Overige uitval;Personenauto;2012;2086.0;14.0;24.0;22.0;38.0;45.0;48.0;64.0;64.0;67.0;61.0;84.0;61.0;99.0;115.0;177.0;157.0;57.0;53.0;72.0;56.0;60.0;43.0;35.0;33.0;537.0
189;Overige uitval;Personenauto;2013;1664.0;5.0;26.0;24.0;25.0;30.0;25.0;34.0;46.0;61.0;43.0;53.0;76.0;73.0;88.0;113.0;107.0;50.0;46.0;45.0;41.0;32.0;31.0;25.0;21.0;544.0
190;Overige uitval;Personenauto;2014;2210.0;19.0;19.0;39.0;30.0;40.0;27.0;89.0;48.0;57.0;66.0;63.0;76.0;71.0;102.0;130.0;114.0;62.0;36.0;43.0;40.0;34.0;25.0;37.0;17.0;926.0
191;Overige uitval;Personenauto;2015;2421.0;10.0;13.0;18.0;28.0;37.0;38.0;30.0;43.0;47.0;51.0;66.0;68.0;59.0;97.0;75.0;165.0;144.0;151.0;152.0;84.0;69.0;75.0;44.0;48.0;809.0
192;Overige uitval;Personenauto;2016;3307.0;10.0;16.0;36.0;62.0;90.0;90.0;79.0;52.0;53.0;155.0;102.0;89.0;83.0;97.0;98.0;120.0;197.0;188.0;210.0;206.0;104.0;86.0;74.0;47.0;963.0
193;Overige uitval;Personenauto;2017;2378.0;22.0;14.0;26.0;21.0;34.0;44.0;77.0;47.0;47.0;34.0;95.0;89.0;80.0;78.0;85.0;82.0;103.0;149.0;189.0;180.0;133.0;65.0;49.0;26.0;609.0
194;Overige uitval;Personenauto;2018;2320.0;11.0;24.0;21.0;24.0;24.0;25.0;29.0;44.0;43.0;38.0;42.0;50.0;85.0;82.0;93.0;109.0;123.0;131.0;164.0;195.0;136.0;127.0;60.0;34.0;606.0
195;Overige uitval;Personenauto;2019;2309.0;6.0;15.0;14.0;20.0;27.0;25.0;31.0;35.0;38.0;32.0;33.0;50.0;78.0;105.0;78.0;104.0;103.0;122.0;151.0;186.0;195.0;178.0;111.0;52.0;520.0
196;Overige uitval;Personenauto;2020;3054.0;1.0;14.0;18.0;28.0;32.0;28.0;28.0;34.0;47.0;42.0;53.0;48.0;75.0;97.0;122.0;139.0;160.0;151.0;191.0;210.0;220.0;243.0;180.0;171.0;722.0
197;Overige uitval;Personenauto;2021;3266.0;11.0;12.0;13.0;19.0;22.0;22.0;29.0;36.0;34.0;51.0;35.0;63.0;44.0;85.0;118.0;176.0;163.0;191.0;216.0;196.0;256.0;254.0;247.0;150.0;823.0
198;Overige uitval;Bedrijfsmotorvoertuig;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Overige uitval;Bedrijfsmotorvoertuig;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Overige uitval;Bedrijfsmotorvoertuig;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Overige uitval;Bedrijfsmotorvoertuig;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Overige uitval;Bedrijfsmotorvoertuig;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Overige uitval;Bedrijfsmotorvoertuig;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Overige uitval;Bedrijfsmotorvoertuig;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Overige uitval;Bedrijfsmotorvoertuig;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Overige uitval;Bedrijfsmotorvoertuig;2008;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Overige uitval;Bedrijfsmotorvoertuig;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Overige uitval;Bedrijfsmotorvoertuig;2010;2459.0;122.0;63.0;79.0;83.0;75.0;121.0;201.0;177.0;167.0;130.0;155.0;103.0;101.0;77.0;70.0;43.0;27.0;40.0;50.0;37.0;35.0;22.0;19.0;26.0;436.0
209;Overige uitval;Bedrijfsmotorvoertuig;2011;2704.0;317.0;51.0;55.0;96.0;102.0;99.0;126.0;216.0;171.0;156.0;127.0;160.0;130.0;88.0;101.0;84.0;40.0;36.0;36.0;30.0;28.0;36.0;21.0;13.0;385.0
210;Overige uitval;Bedrijfsmotorvoertuig;2012;2370.0;223.0;55.0;43.0;45.0;87.0;143.0;108.0;118.0;180.0;151.0;139.0;111.0;111.0;106.0;111.0;69.0;52.0;26.0;25.0;36.0;32.0;27.0;30.0;19.0;323.0
211;Overige uitval;Bedrijfsmotorvoertuig;2013;2132.0;133.0;66.0;38.0;43.0;61.0;127.0;152.0;102.0;125.0;184.0;132.0;106.0;92.0;105.0;86.0;70.0;53.0;43.0;24.0;18.0;25.0;19.0;18.0;10.0;300.0
212;Overige uitval;Bedrijfsmotorvoertuig;2014;2296.0;77.0;44.0;44.0;48.0;54.0;109.0;146.0;156.0;118.0;152.0;180.0;159.0;128.0;105.0;94.0;72.0;47.0;29.0;44.0;21.0;21.0;17.0;20.0;16.0;395.0
213;Overige uitval;Bedrijfsmotorvoertuig;2015;2200.0;82.0;29.0;47.0;50.0;61.0;102.0;109.0;183.0;193.0;116.0;124.0;164.0;115.0;116.0;86.0;96.0;84.0;74.0;57.0;34.0;28.0;8.0;15.0;15.0;212.0
214;Overige uitval;Bedrijfsmotorvoertuig;2016;2676.0;75.0;47.0;26.0;56.0;70.0;120.0;141.0;138.0;224.0;197.0;149.0;145.0;157.0;112.0;115.0;102.0;93.0;89.0;102.0;66.0;40.0;38.0;34.0;27.0;313.0
215;Overige uitval;Bedrijfsmotorvoertuig;2017;3054.0;74.0;28.0;46.0;48.0;51.0;141.0;208.0;184.0;138.0;264.0;224.0;129.0;148.0;173.0;128.0;108.0;105.0;92.0;113.0;100.0;70.0;57.0;39.0;31.0;355.0
216;Overige uitval;Bedrijfsmotorvoertuig;2018;3201.0;141.0;44.0;27.0;45.0;66.0;108.0;235.0;201.0;202.0;162.0;290.0;211.0;141.0;155.0;170.0;111.0;113.0;114.0;80.0;93.0;71.0;54.0;30.0;34.0;303.0
217;Overige uitval;Bedrijfsmotorvoertuig;2019;3490.0;196.0;59.0;42.0;57.0;69.0;150.0;202.0;293.0;227.0;228.0;210.0;262.0;202.0;146.0;129.0;121.0;105.0;121.0;83.0;91.0;82.0;73.0;30.0;32.0;280.0
218;Overige uitval;Bedrijfsmotorvoertuig;2020;4193.0;166.0;109.0;51.0;81.0;120.0;198.0;254.0;253.0;295.0;281.0;236.0;220.0;283.0;253.0;189.0;132.0;132.0;116.0;132.0;98.0;90.0;73.0;68.0;51.0;312.0
219;Overige uitval;Bedrijfsmotorvoertuig;2021;5433.0;170.0;97.0;85.0;117.0;177.0;295.0;383.0;353.0;352.0;379.0;342.0;296.0;278.0;376.0;252.0;193.0;155.0;198.0;125.0;125.0;95.0;97.0;55.0;66.0;372.0
