ID;SoortGezin;Gezinsgrootte;AantalKinderen;Regio;Gezinnen_1
21;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen, gem. 100001 en meer inw.;23714.0
22;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen;23714.0
23;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen, gem. 10001 - 20000 inw.;20577.0
24;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen, gem. 5001 - 10000 inw.;19798.0
25;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen, gem. 2001 - 5000 inw.;21580.0
26;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Groningen, gem. 1001 - 2000 inw.;2910.0
27;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 20001 - 50000 inw.;11259.0
28;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Leeuwarden;11259.0
29;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 10001 - 20000 inw.;47558.0
30;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 5001 - 10000 inw.;26102.0
31;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 2001 - 5000 inw.;6193.0
32;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 1001 - 2000 inw.;784.0
33;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Friesland, gem. 501 - 1000 inw.;789.0
34;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Drenthe, gem. 20001 - 50000 inw.;7839.0
35;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Emmen;7839.0
36;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Drenthe, gem. 10001 - 20000 inw.;12170.0
37;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Drenthe, gem. 5001 - 10000 inw.;11748.0
38;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Drenthe, gem. 2001 - 5000 inw.;12570.0
39;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Drenthe, gem. 1001 - 2000 inw.;700.0
40;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 50001 - 100000 inw.;11537.0
41;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Enschede;11537.0
42;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 20001 - 50000 inw.;39005.0
43;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Almelo;7257.0
44;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Deventer;8243.0
45;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Hengelo (O.);7738.0
46;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Lonneker;6640.0
47;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zwolle;9127.0
48;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 10001 - 20000 inw.;15874.0
49;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 5001 - 10000 inw.;28019.0
50;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 2001 - 5000 inw.;10654.0
51;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 1001 - 2000 inw.;1697.0
52;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Overijssel, gem. 501 - 1000 inw.;1134.0
53;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 50001 - 100000 inw.;48454.0
54;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Apeldoorn;13406.0
55;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Arnhem;17754.0
56;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Nijmegen;17294.0
57;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 20001 - 50000 inw.;12174.0
58;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Ede;6522.0
59;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Rheden;5652.0
60;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 10001 - 20000 inw.;40021.0
61;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 5001 - 10000 inw.;37175.0
62;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 2001 - 5000 inw.;25443.0
63;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 1001 - 2000 inw.;6924.0
64;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 501 - 1000 inw.;623.0
65;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gelderland, gem. 500 en minder inw.;132.0
66;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 100001 en meer inw.;35244.0
67;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht;35244.0
68;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 20001 - 50000 inw.;13813.0
69;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Amersfoort;8355.0
70;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeist;5458.0
71;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 10001 - 20000 inw.;11180.0
72;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 5001 - 10000 inw.;4796.0
73;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 2001 - 5000 inw.;15914.0
74;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 1001 - 2000 inw.;5442.0
75;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 501 - 1000 inw.;2632.0
76;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Utrecht, gem. 500 en minder inw.;372.0
77;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 100001 en meer inw.;211084.0
78;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Amsterdam;182333.0
79;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Haarlem;28751.0
80;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 50001 - 100000 inw.;13298.0
81;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Hilversum;13298.0
82;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 20001 - 50000 inw.;43025.0
83;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Alkmaar;6784.0
84;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Bussum;5707.0
85;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Haarlemmermeer;5577.0
86;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Helder (Den);7393.0
87;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Velsen;9417.0
88;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zaandam;8147.0
89;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 10001 - 20000 inw.;11501.0
90;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 5001 - 10000 inw.;31800.0
91;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 2001 - 5000 inw.;31495.0
92;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 1001 - 2000 inw.;10002.0
93;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 501 - 1000 inw.;2505.0
94;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Holland, gem. 500 en minder inw.;702.0
95;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 100001 en meer inw.;239337.0
96;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;'s-Gravenhage;103942.0
97;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Rotterdam;135395.0
98;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 50001 - 100000 inw.;51424.0
99;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Delft;10930.0
100;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Dordrecht;12958.0
101;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Leiden;15757.0
102;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Schiedam;11779.0
103;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 20001 - 50000 inw.;12748.0
104;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Gouda;6682.0
105;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Vlaardingen;6066.0
106;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 10001 - 20000 inw.;41727.0
107;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 5001 - 10000 inw.;31692.0
108;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 2001 - 5000 inw.;43704.0
109;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 1001 - 2000 inw.;12771.0
110;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 501 - 1000 inw.;5209.0
111;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zuid-Holland, gem. 500 en minder inw.;525.0
112;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 20001 - 50000 inw.;5377.0
113;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Vlissingen;5377.0
114;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 10001 - 20000 inw.;6958.0
115;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 5001 - 10000 inw.;6247.0
116;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 2001 - 5000 inw.;22775.0
117;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 1001 - 2000 inw.;10333.0
118;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 501 - 1000 inw.;5675.0
119;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Zeeland, gem. 500 en minder inw.;477.0
120;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 50001 - 100000 inw.;34238.0
121;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Eindhoven;18139.0
122;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Tilburg;16099.0
123;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 20001 - 50000 inw.;31123.0
124;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Bergen op Zoom;4316.0
125;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Breda;9477.0
126;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Helmond;4853.0
127;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;'s-Hertogenbosch;8081.0
128;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Roosendaal en Nispen;4396.0
129;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 10001 - 20000 inw.;17903.0
130;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 5001 - 10000 inw.;35076.0
131;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 2001 - 5000 inw.;38811.0
132;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 1001 - 2000 inw.;10329.0
133;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Noord-Brabant, gem. 501 - 1000 inw.;2184.0
134;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 50001 - 100000 inw.;13086.0
135;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Maastricht;13086.0
136;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 20001 - 50000 inw.;21548.0
137;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Heerlen;9225.0
138;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Kerkrade;7562.0
139;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Venlo;4761.0
140;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 10001 - 20000 inw.;22362.0
141;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 5001 - 10000 inw.;14106.0
142;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 2001 - 5000 inw.;20324.0
143;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 1001 - 2000 inw.;10190.0
144;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 501 - 1000 inw.;2242.0
145;Totaal aantal gezinnen;Totaal aantal gezinnen;Totaal aantal gezinnen;Limburg, gem. 500 en minder inw.;281.0
146;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Nederland;399788.0
147;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen (provincie);20465.0
148;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland;23458.0
149;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe;7656.0
150;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel;20671.0
151;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland;36335.0
152;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht (provincie);21790.0
153;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Noord-Holland;94994.0
154;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Zuid-Holland;107470.0
155;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Zeeland;14427.0
156;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Noord-Brabant;34272.0
157;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Limburg;18250.0
158;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met meer dan 100000 inwoners;135197.0
159;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 50001 - 100000 inwoners;39290.0
160;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 20001 - 50000 inwoners;43480.0
161;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 10001 - 20000 inwoners;54586.0
162;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 5001 - 10000 inwoners;50935.0
163;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 2001 - 5000 inwoners;53758.0
164;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 1001 - 2000 inwoners;16232.0
165;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 501 - 1000 inwoners;5625.0
166;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gemeenten met 500 of minder inwoners;685.0
167;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen, gem. 100001 en meer inw.;5879.0
168;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen;5879.0
169;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen, gem. 10001 - 20000 inw.;4432.0
170;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen, gem. 5001 - 10000 inw.;4293.0
171;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen, gem. 2001 - 5000 inw.;5193.0
172;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Groningen, gem. 1001 - 2000 inw.;668.0
173;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 20001 - 50000 inw.;3030.0
174;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Leeuwarden;3030.0
175;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 10001 - 20000 inw.;11672.0
176;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 5001 - 10000 inw.;6715.0
177;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 2001 - 5000 inw.;1626.0
178;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 1001 - 2000 inw.;194.0
179;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Friesland, gem. 501 - 1000 inw.;221.0
180;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe, gem. 20001 - 50000 inw.;1179.0
181;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Emmen;1179.0
182;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe, gem. 10001 - 20000 inw.;2505.0
183;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe, gem. 5001 - 10000 inw.;1798.0
184;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe, gem. 2001 - 5000 inw.;2069.0
185;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Drenthe, gem. 1001 - 2000 inw.;105.0
186;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 50001 - 100000 inw.;2419.0
187;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Enschede;2419.0
188;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 20001 - 50000 inw.;8266.0
189;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Almelo;1498.0
190;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Deventer;1935.0
191;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Hengelo (O.);1567.0
192;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Lonneker;1203.0
193;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Zwolle;2063.0
194;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 10001 - 20000 inw.;2674.0
195;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 5001 - 10000 inw.;4709.0
196;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 2001 - 5000 inw.;2045.0
197;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 1001 - 2000 inw.;295.0
198;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Overijssel, gem. 501 - 1000 inw.;263.0
199;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 50001 - 100000 inw.;11799.0
200;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Apeldoorn;3362.0
201;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Arnhem;4252.0
202;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Nijmegen;4185.0
203;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 20001 - 50000 inw.;2669.0
204;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Ede;1265.0
205;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Rheden;1404.0
206;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 10001 - 20000 inw.;8117.0
207;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 5001 - 10000 inw.;6932.0
208;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 2001 - 5000 inw.;5164.0
209;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 1001 - 2000 inw.;1463.0
210;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 501 - 1000 inw.;152.0
211;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Gelderland, gem. 500 en minder inw.;39.0
212;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 100001 en meer inw.;8642.0
213;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht;8642.0
214;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 20001 - 50000 inw.;3359.0
215;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Amersfoort;1796.0
216;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Zeist;1563.0
217;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 10001 - 20000 inw.;3201.0
218;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 5001 - 10000 inw.;1065.0
219;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 2001 - 5000 inw.;3501.0
220;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 1001 - 2000 inw.;1300.0
221;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 501 - 1000 inw.;629.0
222;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Utrecht, gem. 500 en minder inw.;93.0
223;Totaal aantal gezinnen;Totaal aantal gezinnen;Gezinnen zonder kinderen;Noord-Holland, gem. 100001 en meer inw.;57692.0
