ID;AllPersonalCharacteristics;Periods;FeelsOccasionallyInsecure_1;ScaredToBeAtHomeAlone_2;ScaredToOpenTheFrontDoor_3;ScaryPlacesInTheNeighbourhood_4;ChangedOutdoorLeisureActivities_5;ChanceToHaveOneSHomeBrokenInto_6
668;33;2001;28.4;31.0;58.4;36.2;15.0;3.7
669;33;2002;31.8;24.2;61.8;37.6;14.8;4.8
670;33;2003;28.9;24.5;58.7;35.8;14.6;4.4
671;33;2004;26.8;29.2;63.0;38.5;12.2;5.0
672;34;1997;;20.6;62.8;33.1;21.9;15.2
673;34;1998;;18.8;63.3;25.8;22.8;12.9
674;34;1999;28.3;18.4;63.6;33.4;22.0;9.6
675;34;2000;27.0;22.0;62.0;34.3;18.6;9.9
676;34;2001;27.1;16.9;61.5;29.3;20.8;8.7
677;34;2002;31.9;19.1;69.1;30.7;13.2;9.2
678;34;2003;29.9;18.3;58.6;34.5;25.6;8.7
679;34;2004;26.4;18.1;69.7;35.2;20.2;7.2
680;35;1997;;3.0;54.8;20.3;4.9;10.9
681;35;1998;;9.2;46.7;9.3;13.3;10.9
682;35;1999;20.1;5.7;59.2;19.9;8.5;8.2
683;35;2000;14.7;11.4;60.7;23.1;14.3;8.1
684;35;2001;13.9;10.1;56.3;18.9;8.3;8.0
685;35;2002;17.1;15.8;59.3;26.8;12.9;7.9
686;35;2003;18.9;4.3;53.9;19.5;10.1;7.1
687;35;2004;14.7;11.9;61.1;21.1;8.6;4.0
688;36;1997;;33.4;74.1;33.4;13.8;12.1
689;36;1998;;30.1;58.8;31.2;17.8;10.3
690;36;1999;25.1;39.3;73.0;45.4;19.6;7.3
691;36;2000;23.6;38.1;65.0;42.4;15.0;7.5
692;36;2001;27.6;34.8;72.5;42.1;16.7;7.7
693;36;2002;27.9;34.3;68.3;44.3;20.5;6.5
694;36;2003;27.7;34.8;70.7;44.3;15.2;6.7
695;36;2004;26.3;32.7;73.2;43.3;13.0;6.5
696;37;1997;;21.5;63.6;26.5;20.3;14.2
697;37;1998;;24.2;66.3;27.5;20.6;11.6
698;37;1999;23.4;23.5;67.8;37.6;25.9;9.2
699;37;2000;21.1;26.9;72.3;35.7;21.1;7.1
700;37;2001;22.0;21.8;71.4;33.1;18.6;7.4
701;37;2002;25.2;22.3;65.4;39.7;15.7;7.7
702;37;2003;26.2;20.1;67.9;34.3;20.8;7.5
703;37;2004;24.0;18.1;73.5;36.5;12.9;7.3
704;38;1997;;16.4;69.3;32.2;26.5;9.6
705;38;1998;;16.1;70.3;30.3;27.6;8.5
706;38;1999;25.6;17.7;70.6;38.9;30.4;6.2
707;38;2000;23.4;18.5;68.9;32.0;22.1;6.4
708;38;2001;25.7;17.8;71.3;36.2;23.1;6.5
709;38;2002;28.2;16.8;71.1;33.1;21.8;6.5
710;38;2003;27.5;17.5;69.8;34.7;24.3;5.9
711;38;2004;24.4;14.0;72.8;32.8;19.9;5.5
712;39;1997;;30.0;64.0;33.1;23.2;9.8
713;39;1998;;21.4;65.7;33.7;23.0;9.7
714;39;1999;27.9;26.6;70.7;44.9;20.2;7.1
715;39;2000;24.2;30.6;63.8;43.7;16.1;6.1
716;39;2001;28.1;26.2;63.9;37.8;18.9;6.9
717;39;2002;29.5;19.7;71.3;39.6;23.4;8.1
718;39;2003;28.0;23.7;64.0;37.8;14.9;7.1
719;39;2004;27.8;23.1;69.7;38.4;17.3;7.3
720;40;1997;;17.1;59.6;22.6;16.2;10.0
721;40;1998;;18.6;57.0;20.7;14.9;9.2
722;40;1999;20.6;17.1;61.3;28.8;18.9;6.9
723;40;2000;19.8;18.4;60.8;28.8;16.4;6.0
724;40;2001;21.6;17.1;61.1;28.6;15.9;6.5
725;40;2002;24.0;17.0;59.4;28.3;13.8;5.6
726;40;2003;22.4;15.1;60.9;27.2;13.9;5.7
727;40;2004;20.6;14.4;65.2;27.4;11.7;4.7
728;41;1997;;21.2;48.2;21.8;10.6;8.7
729;41;1998;;20.4;47.1;20.0;10.7;8.0
730;41;1999;20.7;23.7;49.6;29.5;13.2;6.2
731;41;2000;20.1;22.0;49.3;28.3;12.5;5.1
732;41;2001;21.3;21.7;50.9;29.0;11.1;5.2
733;41;2002;24.7;20.3;51.2;30.2;11.1;5.7
734;41;2003;22.7;18.6;51.7;28.8;11.6;5.0
735;41;2004;20.8;19.1;53.9;28.7;9.2;4.8
736;46;1997;;17.1;72.1;32.7;20.8;13.0
737;46;1998;;18.7;73.3;37.6;24.3;10.2
738;46;1999;30.1;19.9;74.1;46.0;24.2;9.0
739;46;2000;27.8;20.9;71.8;38.7;20.6;7.6
740;46;2001;31.0;21.2;76.5;42.7;19.9;9.5
741;46;2002;33.6;16.8;74.2;38.3;17.3;9.5
742;46;2003;29.8;19.5;73.3;41.5;19.0;8.3
743;46;2004;27.6;17.2;75.6;39.5;17.4;7.4
744;45;1997;;20.5;58.1;31.5;22.0;10.0
745;45;1998;;17.9;55.2;29.0;17.7;9.6
746;45;1999;23.8;23.3;60.0;38.1;22.7;6.3
747;45;2000;22.7;22.0;60.2;34.5;18.5;6.3
748;45;2001;25.7;19.3;59.6;37.1;19.3;6.0
749;45;2002;28.9;19.6;57.9;38.8;18.2;6.2
750;45;2003;28.1;19.1;58.9;35.4;17.6;5.7
751;45;2004;24.4;16.2;62.6;34.8;13.6;5.8
752;44;1997;;20.5;54.9;26.2;13.9;9.1
753;44;1998;;20.7;54.8;20.2;13.9;8.8
754;44;1999;21.4;19.4;57.3;29.6;17.0;6.1
755;44;2000;20.4;20.6;52.2;31.9;15.7;5.4
756;44;2001;21.5;20.4;56.8;28.9;13.8;5.4
757;44;2002;26.4;19.6;57.5;30.6;15.1;5.8
758;44;2003;23.6;17.9;56.1;28.7;14.5;5.1
759;44;2004;21.4;17.4;60.9;29.2;12.6;3.4
760;43;1997;;19.9;51.2;17.6;12.4;7.4
761;43;1998;;20.1;48.4;15.3;11.8;7.1
762;43;1999;17.5;20.4;51.2;23.7;13.7;5.5
763;43;2000;17.3;21.9;52.2;23.6;11.1;4.6
764;43;2001;17.3;19.0;49.9;22.7;10.6;4.3
765;43;2002;18.3;17.6;51.7;21.3;10.2;3.9
766;43;2003;18.1;14.8;51.4;22.6;9.8;4.3
767;43;2004;17.1;17.1;55.2;22.0;8.8;3.9
768;42;1997;;19.3;44.7;10.9;7.3;7.1
769;42;1998;;18.0;44.0;10.4;9.2;7.0
770;42;1999;15.4;20.3;46.3;18.8;12.2;5.5
771;42;2000;15.0;16.7;45.7;17.0;9.7;4.1
772;42;2001;15.9;20.0;46.9;17.1;9.2;4.5
773;42;2002;17.3;19.8;48.1;19.2;7.6;4.0
774;42;2003;16.0;16.7;50.8;15.9;10.1;3.9
775;42;2004;16.7;17.3;52.4;18.0;8.0;4.5
776;72;1997;;20.0;50.9;20.6;12.1;8.6
777;72;1998;;19.5;49.7;18.5;11.8;8.1
778;72;1999;19.5;20.6;51.2;27.0;14.0;6.1
779;72;2000;19.3;20.4;52.3;27.6;12.4;5.3
780;72;2001;20.5;19.8;52.7;26.9;12.0;5.4
781;72;2002;23.7;18.6;53.4;28.4;11.0;5.5
782;72;2003;21.9;17.2;52.9;25.7;11.0;5.0
783;72;2004;20.1;16.7;56.7;26.7;10.1;4.6
784;73;1997;;19.0;63.2;28.9;20.4;10.3
785;73;1998;;18.5;62.7;29.0;20.7;9.3
786;73;1999;25.5;21.1;68.2;38.8;24.6;7.1
787;73;2000;23.1;21.4;64.6;33.6;20.6;6.3
788;73;2001;25.9;19.9;66.3;35.9;19.5;6.8
789;73;2002;28.3;18.8;66.4;34.4;19.9;6.7
790;73;2003;26.9;18.5;67.3;36.9;20.8;6.3
791;73;2004;24.9;17.4;70.3;34.5;16.3;5.8
792;74;1997;;20.4;51.5;21.9;13.8;9.0
793;74;1998;;19.0;47.7;18.1;12.7;8.6
794;74;1999;20.6;21.5;51.8;28.0;15.5;5.8
795;74;2000;20.6;21.0;52.1;27.7;13.3;5.1
796;74;2001;20.7;20.2;52.2;26.8;13.0;5.7
797;74;2002;23.9;19.6;52.8;28.8;12.4;5.8
798;74;2003;22.1;17.5;53.3;26.5;12.6;5.2
799;74;2004;20.4;17.0;56.5;26.8;10.1;4.7
800;75;1997;;16.0;70.4;31.7;19.9;10.1
801;75;1998;;16.2;74.9;34.8;23.7;11.4
802;75;1999;26.3;17.9;79.5;43.2;28.0;6.7
803;75;2000;27.1;18.4;75.6;38.1;23.7;5.9
804;75;2001;28.8;18.8;79.2;42.6;22.0;6.8
805;75;2002;30.7;15.7;78.2;38.1;21.5;6.1
806;75;2003;29.0;18.0;76.9;41.9;21.5;6.5
807;75;2004;26.1;15.8;80.4;39.3;19.6;5.9
808;76;1997;;21.1;61.6;24.7;21.3;7.2
809;76;1998;;13.2;58.7;26.4;20.7;6.2
810;76;1999;23.6;23.6;60.5;40.5;18.2;8.5
811;76;2000;19.6;26.8;56.1;31.0;17.4;5.0
812;76;2001;26.5;19.9;58.6;37.0;15.3;5.8
813;76;2002;26.7;15.8;58.2;26.3;13.1;8.6
814;76;2003;29.5;19.8;53.4;32.2;18.7;5.7
815;76;2004;25.7;22.3;58.5;31.1;15.2;7.4
816;84;1997;;20.7;55.2;26.3;14.7;13.9
817;84;1998;;19.6;49.2;25.0;15.3;11.4
818;84;1999;32.3;22.4;54.1;35.6;19.8;9.9
819;84;2000;30.9;24.2;53.7;33.7;17.1;7.4
820;84;2001;30.3;22.4;52.7;33.5;15.4;8.6
821;84;2002;34.7;20.9;54.1;37.0;15.9;10.3
822;84;2003;32.2;18.7;54.7;34.0;15.7;8.0
823;84;2004;30.6;20.0;59.7;33.4;13.9;8.1
824;85;1997;;20.3;54.0;25.0;14.1;13.4
825;85;1998;;19.8;50.9;24.5;15.6;10.7
826;85;1999;29.6;22.7;54.1;34.3;18.9;8.6
827;85;2000;27.9;22.9;54.4;33.0;16.6;6.5
828;85;2001;27.3;20.9;50.1;31.1;13.7;7.6
829;85;2002;31.6;21.1;55.3;35.6;16.0;8.8
830;85;2003;31.1;18.8;55.2;33.8;15.2;7.1
831;85;2004;27.9;18.4;61.0;32.3;13.5;6.9
832;86;1997;;22.4;60.2;31.8;17.5;15.6
833;86;1998;;18.6;42.1;26.9;14.0;13.7
834;86;1999;42.2;21.4;53.9;40.6;23.1;14.6
835;86;2000;43.1;29.6;50.7;36.8;19.0;11.3
836;86;2001;41.4;27.8;61.7;41.7;21.2;12.1
837;86;2002;46.1;20.0;49.8;42.0;15.3;16.2
838;86;2003;36.8;18.5;52.9;35.0;17.3;11.6
839;86;2004;40.6;25.8;54.7;37.5;15.5;12.3
840;88;1997;;20.8;48.4;31.8;16.7;15.0
841;88;1998;;17.5;38.3;21.8;16.6;12.5
842;88;1999;42.5;18.5;53.8;39.0;26.8;10.9
843;88;2000;45.1;28.3;52.4;36.6;16.7;7.7
844;88;2001;40.3;26.4;50.9;39.1;21.2;10.7
845;88;2002;49.6;21.6;50.7;41.7;19.3;10.2
846;88;2003;37.2;16.2;52.9;39.0;19.2;8.1
847;88;2004;44.4;23.4;57.0;36.2;18.5;9.5
848;89;1997;;19.7;58.0;29.3;17.0;15.1
849;89;1998;;22.3;50.8;26.6;15.6;14.1
850;89;1999;31.5;22.8;53.7;33.7;19.7;11.9
851;89;2000;30.9;22.7;53.2;34.2;16.9;8.5
852;89;2001;32.1;23.2;56.8;32.6;16.1;9.7
853;89;2002;34.5;20.5;56.3;36.5;16.2;11.8
854;89;2003;31.9;21.3;54.5;34.1;14.2;9.3
855;89;2004;30.1;21.9;61.0;33.7;13.7;10.7
856;Victims of vandalism;1997;;22.5;56.5;24.2;13.6;12.5
857;Victims of vandalism;1998;;17.7;49.2;26.5;15.0;9.6
858;Victims of vandalism;1999;32.8;23.5;54.1;37.6;18.6;9.3
859;Victims of vandalism;2000;30.5;25.5;55.0;33.3;17.8;7.3
860;Victims of vandalism;2001;28.2;22.0;52.9;34.6;14.4;7.9
861;Victims of vandalism;2002;33.4;21.5;51.5;37.2;13.1;10.5
862;Victims of vandalism;2003;32.0;17.2;56.7;31.6;16.6;7.9
863;Victims of vandalism;2004;29.6;18.1;57.5;34.2;13.0;6.4
864;Victims of hit-and-run accidents;1997;;26.6;62.4;20.0;18.9;12.4
865;Victims of hit-and-run accidents;1998;;16.3;55.9;26.4;18.1;11.8
866;Victims of hit-and-run accidents;1999;27.5;19.4;52.3;44.5;21.7;7.7
867;Victims of hit-and-run accidents;2000;29.4;24.7;50.6;27.8;19.5;7.6
868;Victims of hit-and-run accidents;2001;29.8;22.1;52.9;40.1;12.5;8.0
869;Victims of hit-and-run accidents;2002;28.0;8.5;51.0;28.1;16.9;5.0
870;Victims of hit-and-run accidents;2003;27.5;15.0;46.1;31.0;17.3;2.5
871;Victims of hit-and-run accidents;2004;32.7;23.1;56.9;32.3;11.9;8.3
872;Victims of harassment by telephone;1997;;31.0;66.3;41.3;29.9;17.2
873;Victims of harassment by telephone;1998;;24.0;59.5;33.0;24.7;16.5
874;Victims of harassment by telephone;1999;34.6;29.0;66.2;44.7;25.7;12.4
875;Victims of harassment by telephone;2000;37.5;30.1;62.9;41.0;22.9;9.5
876;Victims of harassment by telephone;2001;36.1;27.1;59.7;39.8;24.5;10.3
877;Victims of harassment by telephone;2002;42.7;25.9;64.4;50.2;16.1;10.8
878;Victims of harassment by telephone;2003;37.3;27.1;65.7;40.5;23.8;9.2
879;Victims of harassment by telephone;2004;36.3;27.6;67.4;40.6;19.8;9.6
880;87;1997;;19.2;56.4;23.3;15.8;7.9
881;87;1998;;18.9;57.0;21.9;15.5;7.3
882;87;1999;19.6;20.3;59.3;30.4;17.8;5.5
883;87;2000;19.8;19.6;57.9;28.6;14.9;4.6
884;87;2001;20.3;19.1;59.8;29.4;14.8;4.7
885;87;2002;21.8;17.9;59.6;28.3;13.7;4.0
886;87;2003;21.4;17.3;59.4;28.3;14.1;4.7
887;87;2004;19.1;15.9;62.3;28.2;11.8;4.4
