ID;AllPersonalCharacteristics;Periods;FeelsOccasionallyInsecure_1;ScaredToBeAtHomeAlone_2;ScaredToOpenTheFrontDoor_3;ScaryPlacesInTheNeighbourhood_4;ChangedOutdoorLeisureActivities_5;ChanceToHaveOneSHomeBrokenInto_6
37;15;2002;34.3;24.2;51.1;33.0;14.7;4.6
38;15;2003;31.9;24.1;50.1;33.3;16.2;4.7
39;15;2004;30.4;25.3;54.4;33.4;11.6;5.1
40;16;1997;;22.2;49.9;19.1;9.5;8.3
41;16;1998;;21.6;48.0;19.7;13.2;6.9
42;16;1999;23.0;23.7;53.2;29.8;14.4;5.9
43;16;2000;22.2;24.0;51.6;27.4;11.9;5.1
44;16;2001;24.7;23.1;54.3;29.5;11.8;6.0
45;16;2002;27.9;22.5;53.4;30.2;11.5;5.1
46;16;2003;26.3;19.6;51.9;28.2;11.6;5.3
47;16;2004;24.0;20.5;58.1;28.9;9.9;3.9
48;17;1997;;16.6;42.8;21.3;11.1;10.1
49;17;1998;;15.9;43.2;19.6;9.5;9.0
50;17;1999;21.8;18.5;46.8;28.3;14.1;7.2
51;17;2000;20.4;15.4;42.8;25.3;10.9;6.2
52;17;2001;21.9;16.9;46.2;26.2;10.8;5.6
53;17;2002;24.9;15.5;49.0;28.5;10.7;6.6
54;17;2003;22.0;15.5;48.9;25.8;10.3;4.8
55;17;2004;21.5;14.3;52.0;25.3;8.7;5.7
56;18;1997;;13.8;48.7;20.4;12.0;12.0
57;18;1998;;11.3;45.5;19.9;9.1;11.3
58;18;1999;19.4;13.2;48.0;27.0;13.8;8.0
59;18;2000;18.6;14.3;48.1;28.3;10.5;7.4
60;18;2001;20.3;14.4;48.8;28.3;12.9;8.2
61;18;2002;23.7;13.8;47.2;26.1;9.9;7.9
62;18;2003;21.4;14.2;49.5;24.9;11.8;6.4
63;18;2004;19.8;10.1;51.4;25.8;10.5;5.7
64;19;1997;;14.1;61.2;22.1;15.9;13.4
65;19;1998;;13.2;59.6;20.0;18.7;11.8
66;19;1999;19.9;16.0;61.2;30.7;19.9;8.5
67;19;2000;18.1;17.3;60.7;24.9;16.5;8.1
68;19;2001;19.0;12.1;60.0;22.0;14.0;7.8
69;19;2002;22.8;14.7;59.5;29.1;11.2;6.6
70;19;2003;21.8;13.3;59.9;26.4;14.8;7.6
71;19;2004;20.2;11.9;62.3;25.5;9.3;6.1
72;20;1997;;14.6;78.7;29.0;26.8;8.4
73;20;1998;;18.3;78.6;26.1;21.9;9.1
74;20;1999;19.8;15.4;80.9;32.6;27.7;6.1
75;20;2000;19.8;18.9;79.5;33.0;24.1;5.5
76;20;2001;19.7;13.9;77.4;32.3;20.7;5.9
77;20;2002;22.8;14.2;74.4;28.8;23.0;5.5
78;20;2003;21.8;12.3;76.1;29.4;21.5;5.6
79;20;2004;19.0;12.0;80.3;29.7;19.3;5.0
80;21;1997;;15.6;89.7;38.6;43.8;7.2
81;21;1998;;19.4;90.0;34.9;46.9;6.5
82;21;1999;19.6;16.2;88.6;36.7;47.0;4.4
83;21;2000;19.5;16.0;88.9;35.9;36.7;4.0
84;21;2001;22.4;16.6;89.3;38.9;34.4;4.3
85;21;2002;19.5;18.2;86.8;34.0;35.8;3.6
86;21;2003;20.0;17.5;88.2;40.7;30.6;4.3
87;21;2004;16.1;14.3;91.2;34.1;32.6;3.7
88;Age cat. 2: 0-14 yrs;1997;;49.4;86.6;46.2;20.4;4.9
89;Age cat. 2: 0-14 yrs;1998;;46.5;81.2;40.4;15.2;4.3
90;Age cat. 2: 0-14 yrs;1999;20.9;52.8;85.2;55.2;15.6;3.1
91;Age cat. 2: 0-14 yrs;2000;22.8;43.5;81.5;44.6;16.5;1.9
92;Age cat. 2: 0-14 yrs;2001;24.7;45.8;85.0;54.8;12.9;2.9
93;Age cat. 2: 0-14 yrs;2002;26.0;41.6;85.6;48.8;12.6;
94;Age cat. 2: 0-14 yrs;2003;26.0;39.5;82.8;50.2;15.0;
95;Age cat. 2: 0-14 yrs;2004;21.6;39.8;87.2;51.0;10.8;
96;Age cat. 2: 15-24 yrs;1997;;27.3;49.6;25.2;13.4;6.0
97;Age cat. 2: 15-24 yrs;1998;;27.0;50.7;24.7;14.4;6.3
98;Age cat. 2: 15-24 yrs;1999;27.6;28.8;52.7;35.9;15.4;5.0
99;Age cat. 2: 15-24 yrs;2000;25.0;31.0;53.6;36.2;16.6;3.6
100;Age cat. 2: 15-24 yrs;2001;27.7;30.7;53.9;34.2;16.3;3.4
101;Age cat. 2: 15-24 yrs;2002;31.6;24.1;55.8;34.8;15.1;4.3
102;Age cat. 2: 15-24 yrs;2003;29.7;24.0;54.8;35.1;15.4;4.2
103;Age cat. 2: 15-24 yrs;2004;28.1;27.2;56.8;35.7;11.9;4.3
104;Age cat. 2: 25-44 yrs;1997;;19.5;46.5;20.2;10.3;9.2
105;Age cat. 2: 25-44 yrs;1998;;18.9;45.7;19.6;11.4;7.9
106;Age cat. 2: 25-44 yrs;1999;22.4;21.1;50.0;29.0;14.3;6.5
107;Age cat. 2: 25-44 yrs;2000;21.3;19.6;47.2;26.3;11.4;5.6
108;Age cat. 2: 25-44 yrs;2001;23.3;20.0;50.2;27.8;11.3;5.8
109;Age cat. 2: 25-44 yrs;2002;26.3;18.8;51.1;29.3;11.1;5.9
110;Age cat. 2: 25-44 yrs;2003;24.0;17.5;50.3;27.0;10.9;5.1
111;Age cat. 2: 25-44 yrs;2004;22.6;17.2;54.8;26.9;9.3;4.9
112;Age cat. 2: 45-64 yrs;1997;;13.9;53.8;21.1;13.6;12.6
113;Age cat. 2: 45-64 yrs;1998;;12.1;51.2;19.9;13.0;11.5
114;Age cat. 2: 45-64 yrs;1999;19.6;14.3;53.4;28.5;16.3;8.2
115;Age cat. 2: 45-64 yrs;2000;18.4;15.5;53.3;26.9;13.0;7.7
116;Age cat. 2: 45-64 yrs;2001;19.7;13.5;53.5;25.7;13.4;8.1
117;Age cat. 2: 45-64 yrs;2002;23.3;14.2;52.3;27.3;10.4;7.3
118;Age cat. 2: 45-64 yrs;2003;21.6;13.8;54.0;25.6;13.1;6.9
119;Age cat. 2: 45-64 yrs;2004;20.0;10.9;56.3;25.7;10.0;5.9
120;Age cat. 2: 65 yrs and older;1997;;15.0;83.2;32.8;33.7;7.9
121;Age cat. 2: 65 yrs and older;1998;;18.7;82.8;29.3;31.1;8.0
122;Age cat. 2: 65 yrs and older;1999;19.7;15.7;84.0;34.2;35.5;5.4
123;Age cat. 2: 65 yrs and older;2000;19.7;17.8;83.3;34.1;29.1;4.9
124;Age cat. 2: 65 yrs and older;2001;20.8;15.0;82.4;35.0;26.5;5.2
125;Age cat. 2: 65 yrs and older;2002;21.4;15.9;79.8;31.0;28.5;4.7
126;Age cat. 2: 65 yrs and older;2003;21.0;14.4;81.2;34.0;25.3;5.0
127;Age cat. 2: 65 yrs and older;2004;17.8;13.0;84.8;31.5;24.8;4.4
128;Age cat. 3: 0-14 yrs;1997;;49.4;86.6;46.2;20.4;4.9
129;Age cat. 3: 0-14 yrs;1998;;46.5;81.2;40.4;15.2;4.3
130;Age cat. 3: 0-14 yrs;1999;20.9;52.8;85.2;55.2;15.6;3.1
131;Age cat. 3: 0-14 yrs;2000;22.8;43.5;81.5;44.6;16.5;1.9
132;Age cat. 3: 0-14 yrs;2001;24.7;45.8;85.0;54.8;12.9;2.9
133;Age cat. 3: 0-14 yrs;2002;26.0;41.6;85.6;48.8;12.6;
134;Age cat. 3: 0-14 yrs;2003;26.0;39.5;82.8;50.2;15.0;
135;Age cat. 3: 0-14 yrs;2004;21.6;39.8;87.2;51.0;10.8;
136;Age cat. 3: 15-19 yrs;1997;;28.6;52.1;27.0;14.6;4.8
137;Age cat. 3: 15-19 yrs;1998;;29.4;56.1;23.5;14.2;6.0
138;Age cat. 3: 15-19 yrs;1999;25.9;33.9;55.2;37.4;11.9;3.2
139;Age cat. 3: 15-19 yrs;2000;22.7;32.0;55.5;43.7;15.1;3.1
140;Age cat. 3: 15-19 yrs;2001;24.8;33.6;54.7;37.8;16.8;3.3
141;Age cat. 3: 15-19 yrs;2002;28.3;23.0;60.0;35.2;14.4;3.1
142;Age cat. 3: 15-19 yrs;2003;26.2;24.7;60.1;35.2;15.2;3.1
143;Age cat. 3: 15-19 yrs;2004;25.4;29.1;60.2;38.0;12.4;3.3
144;Age cat. 3: 20-24 yrs;1997;;26.2;47.6;23.8;12.4;7.1
145;Age cat. 3: 20-24 yrs;1998;;24.8;45.4;25.8;14.6;6.6
146;Age cat. 3: 20-24 yrs;1999;29.3;23.8;50.2;34.4;18.9;6.6
147;Age cat. 3: 20-24 yrs;2000;27.3;30.0;51.7;28.6;18.1;4.0
148;Age cat. 3: 20-24 yrs;2001;30.4;28.1;53.1;30.9;15.8;3.5
149;Age cat. 3: 20-24 yrs;2002;34.8;25.2;51.4;34.4;15.8;5.2
150;Age cat. 3: 20-24 yrs;2003;33.2;23.4;49.9;34.9;15.6;5.2
151;Age cat. 3: 20-24 yrs;2004;30.8;25.4;53.5;33.5;11.4;5.3
152;Age cat. 3: 25-34 yrs;1997;;22.2;49.9;19.1;9.5;8.3
153;Age cat. 3: 25-34 yrs;1998;;21.6;48.0;19.7;13.2;6.9
154;Age cat. 3: 25-34 yrs;1999;23.0;23.7;53.2;29.8;14.4;5.9
155;Age cat. 3: 25-34 yrs;2000;22.2;24.0;51.6;27.4;11.9;5.1
156;Age cat. 3: 25-34 yrs;2001;24.7;23.1;54.3;29.5;11.8;6.0
157;Age cat. 3: 25-34 yrs;2002;27.9;22.5;53.4;30.2;11.5;5.1
158;Age cat. 3: 25-34 yrs;2003;26.3;19.6;51.9;28.2;11.6;5.3
159;Age cat. 3: 25-34 yrs;2004;24.0;20.5;58.1;28.9;9.9;3.9
160;Age cat. 3: 35-44 yrs;1997;;16.6;42.8;21.3;11.1;10.1
161;Age cat. 3: 35-44 yrs;1998;;15.9;43.2;19.6;9.5;9.0
162;Age cat. 3: 35-44 yrs;1999;21.8;18.5;46.8;28.3;14.1;7.2
163;Age cat. 3: 35-44 yrs;2000;20.4;15.4;42.8;25.3;10.9;6.2
164;Age cat. 3: 35-44 yrs;2001;21.9;16.9;46.2;26.2;10.8;5.6
165;Age cat. 3: 35-44 yrs;2002;24.9;15.5;49.0;28.5;10.7;6.6
166;Age cat. 3: 35-44 yrs;2003;22.0;15.5;48.9;25.8;10.3;4.8
167;Age cat. 3: 35-44 yrs;2004;21.5;14.3;52.0;25.3;8.7;5.7
168;Age cat. 3: 45-54 yrs;1997;;13.8;48.7;20.4;12.0;12.0
169;Age cat. 3: 45-54 yrs;1998;;11.3;45.5;19.9;9.1;11.3
170;Age cat. 3: 45-54 yrs;1999;19.4;13.2;48.0;27.0;13.8;8.0
171;Age cat. 3: 45-54 yrs;2000;18.6;14.3;48.1;28.3;10.5;7.4
172;Age cat. 3: 45-54 yrs;2001;20.3;14.4;48.8;28.3;12.9;8.2
173;Age cat. 3: 45-54 yrs;2002;23.7;13.8;47.2;26.1;9.9;7.9
174;Age cat. 3: 45-54 yrs;2003;21.4;14.2;49.5;24.9;11.8;6.4
175;Age cat. 3: 45-54 yrs;2004;19.8;10.1;51.4;25.8;10.5;5.7
176;Age cat. 3: 55-64 yrs;1997;;14.1;61.2;22.1;15.9;13.4
177;Age cat. 3: 55-64 yrs;1998;;13.2;59.6;20.0;18.7;11.8
178;Age cat. 3: 55-64 yrs;1999;19.9;16.0;61.2;30.7;19.9;8.5
179;Age cat. 3: 55-64 yrs;2000;18.1;17.3;60.7;24.9;16.5;8.1
180;Age cat. 3: 55-64 yrs;2001;19.0;12.1;60.0;22.0;14.0;7.8
181;Age cat. 3: 55-64 yrs;2002;22.8;14.7;59.5;29.1;11.2;6.6
182;Age cat. 3: 55-64 yrs;2003;21.8;13.3;59.9;26.4;14.8;7.6
183;Age cat. 3: 55-64 yrs;2004;20.2;11.9;62.3;25.5;9.3;6.1
184;Age cat. 3: 65-74 yrs;1997;;14.6;78.7;29.0;26.8;8.4
185;Age cat. 3: 65-74 yrs;1998;;18.3;78.6;26.1;21.9;9.1
186;Age cat. 3: 65-74 yrs;1999;19.8;15.4;80.9;32.6;27.7;6.1
187;Age cat. 3: 65-74 yrs;2000;19.8;18.9;79.5;33.0;24.1;5.5
188;Age cat. 3: 65-74 yrs;2001;19.7;13.9;77.4;32.3;20.7;5.9
189;Age cat. 3: 65-74 yrs;2002;22.8;14.2;74.4;28.8;23.0;5.5
190;Age cat. 3: 65-74 yrs;2003;21.8;12.3;76.1;29.4;21.5;5.6
191;Age cat. 3: 65-74 yrs;2004;19.0;12.0;80.3;29.7;19.3;5.0
192;Age cat. 3: 75-84 yrs;1997;;17.2;89.0;37.9;39.2;7.4
193;Age cat. 3: 75-84 yrs;1998;;19.2;89.2;35.8;45.7;6.8
194;Age cat. 3: 75-84 yrs;1999;20.1;13.5;87.7;36.4;43.5;4.5
195;Age cat. 3: 75-84 yrs;2000;19.6;17.3;88.3;36.5;35.6;4.0
196;Age cat. 3: 75-84 yrs;2001;22.8;14.5;89.4;37.6;32.8;4.6
197;Age cat. 3: 75-84 yrs;2002;19.1;18.9;85.4;32.3;36.3;3.6
198;Age cat. 3: 75-84 yrs;2003;20.0;19.1;87.7;39.8;29.0;4.6
199;Age cat. 3: 75-84 yrs;2004;16.8;15.7;90.4;33.5;32.3;4.3
200;Age cat. 3: 85 yrs and older;1997;;;;;;6.3
201;Age cat. 3: 85 yrs and older;1998;;;;;;4.6
202;Age cat. 3: 85 yrs and older;1999;16.8;;;;;4.1
203;Age cat. 3: 85 yrs and older;2000;18.9;;;;;3.6
204;Age cat. 3: 85 yrs and older;2001;20.1;;;;;2.7
205;Age cat. 3: 85 yrs and older;2002;21.4;;;;;3.6
206;Age cat. 3: 85 yrs and older;2003;20.3;;;;;2.7
207;Age cat. 3: 85 yrs and older;2004;13.1;7.2;94.9;36.6;34.0;0.7
208;90;1997;;19.1;56.1;19.9;8.7;4.3
209;90;1998;;24.1;62.0;21.1;5.3;5.3
210;90;1999;17.4;25.9;58.4;32.6;9.2;2.7
211;90;2000;17.5;18.1;58.4;26.7;9.3;1.4
212;90;2001;17.8;26.6;61.9;34.5;9.9;2.1
213;90;2002;21.4;21.4;69.3;31.5;9.0;3.4
214;90;2003;20.6;15.6;66.2;32.0;11.0;2.9
215;90;2004;18.5;22.6;65.4;33.5;10.1;2.6
216;92;1997;;7.3;29.1;11.8;5.5;5.8
217;92;1998;;4.2;26.7;8.9;11.5;5.6
218;92;1999;18.9;6.5;27.3;12.2;10.7;4.7
219;92;2000;18.4;8.5;33.5;13.2;11.2;3.4
220;92;2001;21.4;7.9;38.6;13.5;8.6;3.3
221;92;2002;26.8;6.4;33.4;15.8;7.6;4.6
222;92;2003;21.8;5.8;28.4;17.8;10.0;4.2
223;92;2004;21.9;5.0;34.4;17.3;8.1;4.3
224;94;1997;;5.9;28.9;8.2;6.2;7.4
225;94;1998;;4.9;26.3;9.7;8.9;6.4
226;94;1999;17.0;5.8;34.0;13.2;8.8;6.1
227;94;2000;16.4;4.4;34.6;13.6;8.7;4.7
228;94;2001;18.7;5.9;36.8;13.0;6.2;5.6
229;94;2002;22.4;7.3;35.8;18.2;5.0;4.6
230;94;2003;20.9;2.2;30.5;11.2;5.9;4.9
231;94;2004;17.0;3.6;38.1;14.0;6.1;3.7
232;96;1997;;3.6;24.0;10.3;5.7;8.8
233;96;1998;;2.6;24.1;10.5;6.8;7.7
234;96;1999;15.8;3.0;21.9;9.7;7.0;7.1
235;96;2000;15.7;1.9;21.7;10.9;7.2;5.5
236;96;2001;16.3;1.0;26.5;10.6;7.6;5.6
237;96;2002;17.9;3.3;30.3;12.0;5.6;5.8
238;96;2003;16.2;3.0;33.1;14.4;7.8;4.6
239;96;2004;16.5;3.3;35.1;12.1;6.1;4.9
240;98;1997;;2.7;31.3;10.5;7.7;10.8
241;98;1998;;1.8;24.0;9.2;6.6;9.6
242;98;1999;16.9;3.2;32.7;12.7;9.6;7.6
243;98;2000;14.7;3.0;27.8;12.7;4.3;7.6
244;98;2001;15.6;2.5;30.0;12.5;6.1;7.9
245;98;2002;18.2;4.7;26.9;11.1;5.1;7.2
246;98;2003;17.5;3.1;32.1;10.2;8.4;6.1
247;98;2004;14.5;2.7;33.7;11.5;5.2;5.9
248;Age cat. 4 x gender: men, 55-64 yrs;1997;;5.4;43.7;11.4;7.9;10.9
249;Age cat. 4 x gender: men, 55-64 yrs;1998;;1.5;39.4;11.4;11.1;10.5
250;Age cat. 4 x gender: men, 55-64 yrs;1999;16.0;3.8;45.2;15.0;11.0;7.1
251;Age cat. 4 x gender: men, 55-64 yrs;2000;13.1;4.3;43.9;13.1;7.0;7.5
252;Age cat. 4 x gender: men, 55-64 yrs;2001;16.1;4.1;42.0;9.7;9.0;7.8
253;Age cat. 4 x gender: men, 55-64 yrs;2002;19.4;2.6;42.5;15.5;6.3;5.9
254;Age cat. 4 x gender: men, 55-64 yrs;2003;17.0;2.2;40.3;14.8;7.2;6.0
255;Age cat. 4 x gender: men, 55-64 yrs;2004;17.1;3.4;46.6;12.5;5.9;5.8
256;Age cat. 4 x gender: men, 65-74 yrs;1997;;4.9;66.6;16.1;16.6;8.3
257;Age cat. 4 x gender: men, 65-74 yrs;1998;;4.8;65.2;13.9;12.8;8.4
258;Age cat. 4 x gender: men, 65-74 yrs;1999;15.1;5.2;68.0;19.3;15.7;5.9
259;Age cat. 4 x gender: men, 65-74 yrs;2000;15.7;9.8;66.1;19.5;15.0;5.9
260;Age cat. 4 x gender: men, 65-74 yrs;2001;16.6;5.9;61.1;16.5;11.8;5.3
261;Age cat. 4 x gender: men, 65-74 yrs;2002;16.7;2.5;55.7;17.7;10.2;4.2
262;Age cat. 4 x gender: men, 65-74 yrs;2003;16.9;2.5;58.2;16.9;9.8;5.9
263;Age cat. 4 x gender: men, 65-74 yrs;2004;13.8;4.1;68.6;17.9;11.6;5.4
264;Age cat. 4 x gender:men,75 yrs and older;1997;;5.9;78.8;22.2;20.7;7.5
265;Age cat. 4 x gender:men,75 yrs and older;1998;;7.3;77.9;19.8;31.7;6.7
266;Age cat. 4 x gender:men,75 yrs and older;1999;15.1;3.4;74.7;25.9;24.0;5.4
267;Age cat. 4 x gender:men,75 yrs and older;2000;15.3;4.5;78.5;22.4;21.8;5.1
268;Age cat. 4 x gender:men,75 yrs and older;2001;17.9;10.7;78.3;26.4;23.6;4.8
269;Age cat. 4 x gender:men,75 yrs and older;2002;13.9;7.6;71.8;20.9;19.7;3.8
270;Age cat. 4 x gender:men,75 yrs and older;2003;15.1;8.0;78.8;25.5;22.5;4.1
271;Age cat. 4 x gender:men,75 yrs and older;2004;13.2;5.6;82.6;22.4;18.4;3.1
272;91;1997;;56.9;81.9;51.8;26.6;4.8
273;91;1998;;52.2;77.1;44.8;22.0;5.2
274;91;1999;27.8;59.3;85.5;60.4;19.3;3.3
275;91;2000;25.6;55.6;81.6;59.9;21.3;2.9
276;91;2001;29.3;57.5;85.1;61.8;19.5;4.0
277;91;2002;30.1;43.8;82.8;57.3;20.0;2.7
278;91;2003;30.4;47.3;80.9;57.0;17.8;2.8
279;91;2004;26.2;49.6;84.1;59.0;13.3;2.3
280;93;1997;;50.5;71.7;40.5;21.3;7.9
281;93;1998;;50.0;69.4;41.4;20.7;7.2
282;93;1999;39.5;49.3;74.0;59.7;22.8;7.0
283;93;2000;36.0;55.1;68.6;53.2;24.4;4.7
284;93;2001;38.8;47.0;63.7;49.7;23.8;3.8
285;93;2002;41.9;41.7;68.4;49.8;21.6;4.6
286;93;2003;42.3;43.3;72.3;49.2;22.5;5.3
287;93;2004;39.0;46.0;74.4;49.5;15.2;5.9
288;95;1997;;38.1;70.7;29.9;12.8;9.3
289;95;1998;;38.0;69.3;29.5;17.4;7.4
290;95;1999;29.2;41.9;72.9;46.9;20.2;5.5
291;95;2000;28.3;44.6;69.9;42.3;15.3;5.5
292;95;2001;30.9;41.0;72.6;46.8;17.6;6.4
293;95;2002;33.5;37.9;71.5;42.6;18.2;5.7
294;95;2003;31.7;37.6;74.1;45.9;17.5;5.7
295;95;2004;31.1;37.5;78.5;44.1;13.8;4.1
296;97;1997;;30.1;62.8;33.0;16.9;11.4
297;97;1998;;29.5;62.5;28.9;12.3;10.4
298;97;1999;27.9;33.2;70.1;45.8;20.8;7.4
299;97;2000;25.3;28.8;63.8;39.5;14.7;6.9
300;97;2001;27.7;33.0;66.0;41.8;14.1;5.7
301;97;2002;32.2;27.8;67.7;44.7;15.8;7.4
302;97;2003;28.0;28.9;65.6;38.0;12.9;5.1
303;97;2004;26.5;25.6;69.4;39.0;11.4;6.5
304;99;1997;;25.1;66.2;30.5;16.3;13.3
305;99;1998;;21.6;68.1;31.2;11.8;13.1
306;99;1999;22.0;24.6;65.6;43.6;18.7;8.5
307;99;2000;22.6;26.7;69.8;45.1;17.2;7.2
308;99;2001;25.1;27.1;68.8;45.1;20.1;8.6
309;99;2002;29.3;23.8;68.9;42.0;15.0;8.6
310;99;2003;25.4;25.4;66.9;39.7;15.2;6.8
311;99;2004;25.2;17.6;69.3;40.5;15.8;5.6
312;Age cat. 4 x gender: women, 55-64 yrs;1997;;22.5;77.6;32.2;23.4;15.9
313;Age cat. 4 x gender: women, 55-64 yrs;1998;;23.6;78.2;28.0;25.7;13.1
314;Age cat. 4 x gender: women, 55-64 yrs;1999;23.8;29.0;77.8;47.1;29.1;9.9
315;Age cat. 4 x gender: women, 55-64 yrs;2000;23.0;31.3;78.6;37.6;26.6;8.8
316;Age cat. 4 x gender: women, 55-64 yrs;2001;21.8;20.9;79.3;35.2;19.5;7.7
317;Age cat. 4 x gender: women, 55-64 yrs;2002;26.3;26.9;76.1;42.3;15.9;7.3
318;Age cat. 4 x gender: women, 55-64 yrs;2003;26.6;24.2;79.2;37.8;22.1;9.1
319;Age cat. 4 x gender: women, 55-64 yrs;2004;23.4;20.7;78.3;38.8;12.8;6.5
320;Age cat. 4 x gender: women, 65-74 yrs;1997;;23.5;89.4;40.5;35.8;8.4
321;Age cat. 4 x gender: women, 65-74 yrs;1998;;32.0;91.3;37.7;30.4;9.7
322;Age cat. 4 x gender: women, 65-74 yrs;1999;23.6;24.1;91.2;43.2;37.3;6.3
323;Age cat. 4 x gender: women, 65-74 yrs;2000;23.3;26.7;90.8;44.4;31.6;5.2
324;Age cat. 4 x gender: women, 65-74 yrs;2001;22.4;20.4;90.5;45.1;27.8;6.5
325;Age cat. 4 x gender: women, 65-74 yrs;2002;28.1;25.5;92.1;39.4;35.0;6.6
326;Age cat. 4 x gender: women, 65-74 yrs;2003;26.1;21.5;92.0;40.7;31.9;5.3
327;Age cat. 4 x gender: women, 65-74 yrs;2004;23.6;19.6;91.3;40.9;26.4;4.5
328;Age cat.4x gender,women,75 yrs and older;1997;;21.5;96.1;48.9;57.2;7.1
329;Age cat.4x gender,women,75 yrs and older;1998;;26.0;96.4;43.3;55.0;6.4
330;Age cat.4x gender,women,75 yrs and older;1999;22.2;23.3;96.7;43.2;60.3;3.9
331;Age cat.4x gender,women,75 yrs and older;2000;22.0;22.1;94.4;43.1;44.5;3.3
332;Age cat.4x gender,women,75 yrs and older;2001;25.0;20.0;95.5;46.2;40.5;4.0
333;Age cat.4x gender,women,75 yrs and older;2002;22.8;24.3;95.5;42.0;45.2;3.5
334;Age cat.4x gender,women,75 yrs and older;2003;23.0;23.2;94.1;50.4;35.6;4.4
335;Age cat.4x gender,women,75 yrs and older;2004;17.9;19.2;96.0;40.8;40.5;4.1
336;Age cat. 5 x gender, men, 0-14 yrs;1997;;34.8;81.4;34.5;11.4;4.6
337;Age cat. 5 x gender, men, 0-14 yrs;1998;;37.8;79.3;28.0;6.3;4.9
338;Age cat. 5 x gender, men, 0-14 yrs;1999;17.7;36.7;78.1;44.1;10.1;2.8
339;Age cat. 5 x gender, men, 0-14 yrs;2000;20.7;24.9;74.1;27.4;12.7;1.1
340;Age cat. 5 x gender, men, 0-14 yrs;2001;20.7;31.7;77.7;42.7;9.0;2.3
341;Age cat. 5 x gender, men, 0-14 yrs;2002;25.2;35.8;83.3;42.4;11.3;
342;Age cat. 5 x gender, men, 0-14 yrs;2003;22.8;27.6;79.6;43.0;10.6;
343;Age cat. 5 x gender, men, 0-14 yrs;2004;18.9;30.5;84.6;40.8;9.4;
344;Age cat. 5 x gender: men, 15-24 yrs;1997;;7.3;30.4;10.5;5.8;5.3
345;Age cat. 5 x gender: men, 15-24 yrs;1998;;7.5;33.6;11.0;9.2;5.6
346;Age cat. 5 x gender: men, 15-24 yrs;1999;18.4;9.5;31.1;15.1;10.0;4.1
347;Age cat. 5 x gender: men, 15-24 yrs;2000;17.1;10.1;37.9;17.7;9.6;2.9
348;Age cat. 5 x gender: men, 15-24 yrs;2001;19.4;12.6;40.9;17.7;9.4;2.9
349;Age cat. 5 x gender: men, 15-24 yrs;2002;24.1;7.0;40.1;17.0;7.3;4.3
350;Age cat. 5 x gender: men, 15-24 yrs;2003;20.7;5.9;36.9;19.2;10.5;3.8
351;Age cat. 5 x gender: men, 15-24 yrs;2004;20.8;8.5;38.6;20.4;9.0;3.8
352;Age cat. 5 x gender: men, 25-44 yrs;1997;;4.8;26.5;9.2;6.0;8.1
