ID;GeharmoniseerdSysteem;Perioden;BalassaIndex_1;AandeelHoofdstukInDeTotaleUitvoer_2;UitvoerNederlandsProduct_3;Wederuitvoer_4
380;14 Stoffen voor het vlechten en ander...;2012;3.0;0.0;59.4;40.6
381;14 Stoffen voor het vlechten en ander...;2013;3.4;0.0;66.3;33.7
382;14 Stoffen voor het vlechten en ander...;2014;2.4;0.0;77.7;22.3
383;14 Stoffen voor het vlechten en ander...;2015;5.5;0.0;55.5;44.5
384;14 Stoffen voor het vlechten en ander...;2016;6.4;0.0;50.4;49.6
385;14 Stoffen voor het vlechten en ander...;2017;4.4;0.0;36.4;63.6
386;14 Stoffen voor het vlechten en ander...;2018;2.9;0.0;31.9;68.1
387;14 Stoffen voor het vlechten en ander...;2019;3.1;0.0;37.9;62.1
388;14 Stoffen voor het vlechten en ander...;2020;3.7;0.0;37.8;62.2
389;14 Stoffen voor het vlechten en ander...;2021;3.2;0.0;39.1;60.9
390;15 Vetten en oliën (dierlijke en plan...;1996;2.2;0.8;;
391;15 Vetten en oliën (dierlijke en plan...;1997;2.4;0.9;;
392;15 Vetten en oliën (dierlijke en plan...;1998;2.7;1.0;;
393;15 Vetten en oliën (dierlijke en plan...;1999;2.8;0.9;;
394;15 Vetten en oliën (dierlijke en plan...;2000;2.3;0.6;;
395;15 Vetten en oliën (dierlijke en plan...;2001;2.3;0.6;;
396;15 Vetten en oliën (dierlijke en plan...;2002;2.4;0.7;76.9;23.1
397;15 Vetten en oliën (dierlijke en plan...;2003;2.4;0.7;77.1;22.9
398;15 Vetten en oliën (dierlijke en plan...;2004;2.3;0.7;71.9;28.1
399;15 Vetten en oliën (dierlijke en plan...;2005;2.2;0.7;67.8;32.2
400;15 Vetten en oliën (dierlijke en plan...;2006;2.4;0.7;72.9;27.1
401;15 Vetten en oliën (dierlijke en plan...;2007;2.9;0.9;74.7;25.3
402;15 Vetten en oliën (dierlijke en plan...;2008;3.2;1.2;75.3;24.7
403;15 Vetten en oliën (dierlijke en plan...;2009;3.1;1.1;82.5;17.5
404;15 Vetten en oliën (dierlijke en plan...;2010;2.7;0.9;81.5;18.5
405;15 Vetten en oliën (dierlijke en plan...;2011;2.8;1.1;81.8;18.2
406;15 Vetten en oliën (dierlijke en plan...;2012;2.7;1.1;74.4;25.6
407;15 Vetten en oliën (dierlijke en plan...;2013;2.7;1.1;72.3;27.7
408;15 Vetten en oliën (dierlijke en plan...;2014;2.5;0.9;71.8;28.2
409;15 Vetten en oliën (dierlijke en plan...;2015;2.4;0.9;74.6;25.4
410;15 Vetten en oliën (dierlijke en plan...;2016;2.4;1.0;71.5;28.5
411;15 Vetten en oliën (dierlijke en plan...;2017;2.6;1.0;70.5;29.5
412;15 Vetten en oliën (dierlijke en plan...;2018;2.3;0.8;64.2;35.8
413;15 Vetten en oliën (dierlijke en plan...;2019;2.4;0.8;68.6;31.4
414;15 Vetten en oliën (dierlijke en plan...;2020;2.3;1.0;60.1;39.9
415;15 Vetten en oliën (dierlijke en plan...;2021;2.0;1.0;69.0;31.0
416;16 Bereidingen van vlees, vis, schaal...;1996;1.8;0.5;;
417;16 Bereidingen van vlees, vis, schaal...;1997;1.7;0.5;;
418;16 Bereidingen van vlees, vis, schaal...;1998;1.8;0.4;;
419;16 Bereidingen van vlees, vis, schaal...;1999;1.8;0.4;;
420;16 Bereidingen van vlees, vis, schaal...;2000;1.6;0.4;;
421;16 Bereidingen van vlees, vis, schaal...;2001;1.7;0.4;;
422;16 Bereidingen van vlees, vis, schaal...;2002;1.6;0.4;75.2;24.8
423;16 Bereidingen van vlees, vis, schaal...;2003;1.5;0.3;80.1;19.9
424;16 Bereidingen van vlees, vis, schaal...;2004;1.4;0.3;81.3;18.7
425;16 Bereidingen van vlees, vis, schaal...;2005;1.2;0.3;77.7;22.3
426;16 Bereidingen van vlees, vis, schaal...;2006;1.2;0.3;76.4;23.6
427;16 Bereidingen van vlees, vis, schaal...;2007;1.0;0.3;72.1;27.9
428;16 Bereidingen van vlees, vis, schaal...;2008;1.1;0.3;65.6;34.4
429;16 Bereidingen van vlees, vis, schaal...;2009;1.2;0.3;64.0;36.0
430;16 Bereidingen van vlees, vis, schaal...;2010;1.0;0.3;55.9;44.1
431;16 Bereidingen van vlees, vis, schaal...;2011;1.0;0.3;55.3;44.7
432;16 Bereidingen van vlees, vis, schaal...;2012;0.9;0.3;71.2;28.8
433;16 Bereidingen van vlees, vis, schaal...;2013;1.2;0.3;77.3;22.7
434;16 Bereidingen van vlees, vis, schaal...;2014;1.2;0.3;75.3;24.7
435;16 Bereidingen van vlees, vis, schaal...;2015;1.3;0.4;75.4;24.6
436;16 Bereidingen van vlees, vis, schaal...;2016;1.4;0.4;72.2;27.8
437;16 Bereidingen van vlees, vis, schaal...;2017;1.2;0.4;64.4;35.6
438;16 Bereidingen van vlees, vis, schaal...;2018;1.1;0.3;67.5;32.5
439;16 Bereidingen van vlees, vis, schaal...;2019;1.1;0.3;64.7;35.3
440;16 Bereidingen van vlees, vis, schaal...;2020;1.1;0.4;66.7;33.3
441;16 Bereidingen van vlees, vis, schaal...;2021;1.1;0.3;61.8;38.2
442;17 Suiker en suikerwerk;1996;1.3;0.4;;
443;17 Suiker en suikerwerk;1997;1.3;0.4;;
444;17 Suiker en suikerwerk;1998;1.2;0.4;;
445;17 Suiker en suikerwerk;1999;1.2;0.3;;
446;17 Suiker en suikerwerk;2000;1.2;0.3;;
447;17 Suiker en suikerwerk;2001;1.3;0.3;;
448;17 Suiker en suikerwerk;2002;1.4;0.3;84.3;15.7
449;17 Suiker en suikerwerk;2003;1.4;0.3;83.3;16.7
450;17 Suiker en suikerwerk;2004;1.4;0.3;79.1;20.9
451;17 Suiker en suikerwerk;2005;1.3;0.3;76.8;23.2
452;17 Suiker en suikerwerk;2006;1.2;0.3;80.3;19.7
453;17 Suiker en suikerwerk;2007;1.5;0.3;80.4;19.6
454;17 Suiker en suikerwerk;2008;1.3;0.3;80.2;19.8
455;17 Suiker en suikerwerk;2009;1.2;0.3;80.6;19.4
456;17 Suiker en suikerwerk;2010;1.2;0.3;82.1;17.9
457;17 Suiker en suikerwerk;2011;1.3;0.3;78.1;21.9
458;17 Suiker en suikerwerk;2012;1.3;0.3;79.1;20.9
459;17 Suiker en suikerwerk;2013;1.5;0.3;79.4;20.6
460;17 Suiker en suikerwerk;2014;1.6;0.3;81.0;19.0
461;17 Suiker en suikerwerk;2015;1.6;0.3;76.8;23.2
462;17 Suiker en suikerwerk;2016;1.6;0.3;80.8;19.2
463;17 Suiker en suikerwerk;2017;1.5;0.3;76.3;23.7
464;17 Suiker en suikerwerk;2018;1.6;0.3;78.6;21.4
465;17 Suiker en suikerwerk;2019;1.5;0.3;78.5;21.5
466;17 Suiker en suikerwerk;2020;1.5;0.3;76.1;23.9
467;17 Suiker en suikerwerk;2021;1.4;0.3;78.7;21.3
468;18 Cacao en bereidingen daarvan;1996;2.8;0.9;;
469;18 Cacao en bereidingen daarvan;1997;3.0;0.9;;
470;18 Cacao en bereidingen daarvan;1998;3.1;0.8;;
471;18 Cacao en bereidingen daarvan;1999;3.3;0.8;;
472;18 Cacao en bereidingen daarvan;2000;3.0;0.7;;
473;18 Cacao en bereidingen daarvan;2001;3.1;0.7;;
474;18 Cacao en bereidingen daarvan;2002;3.3;0.8;77.5;22.5
475;18 Cacao en bereidingen daarvan;2003;3.5;0.9;82.6;17.4
476;18 Cacao en bereidingen daarvan;2004;3.2;0.8;82.3;17.7
477;18 Cacao en bereidingen daarvan;2005;3.1;0.7;81.6;18.4
478;18 Cacao en bereidingen daarvan;2006;2.7;0.7;77.1;22.9
479;18 Cacao en bereidingen daarvan;2007;2.7;0.7;76.7;23.3
480;18 Cacao en bereidingen daarvan;2008;2.7;0.7;73.8;26.2
481;18 Cacao en bereidingen daarvan;2009;2.7;0.9;70.1;29.9
482;18 Cacao en bereidingen daarvan;2010;3.0;1.0;78.4;21.6
483;18 Cacao en bereidingen daarvan;2011;2.8;0.9;68.8;31.2
484;18 Cacao en bereidingen daarvan;2012;2.5;0.8;65.6;34.4
485;18 Cacao en bereidingen daarvan;2013;2.5;0.8;64.2;35.8
486;18 Cacao en bereidingen daarvan;2014;2.7;1.0;62.7;37.3
487;18 Cacao en bereidingen daarvan;2015;2.8;1.1;61.5;38.5
488;18 Cacao en bereidingen daarvan;2016;2.7;1.1;64.3;35.7
489;18 Cacao en bereidingen daarvan;2017;2.7;1.0;65.6;34.4
490;18 Cacao en bereidingen daarvan;2018;2.5;0.9;65.1;34.9
491;18 Cacao en bereidingen daarvan;2019;2.4;0.9;62.1;37.9
492;18 Cacao en bereidingen daarvan;2020;2.1;0.9;67.3;32.7
493;18 Cacao en bereidingen daarvan;2021;2.1;0.8;64.5;35.5
494;19 Bereidingen van graan, meel, zetme...;1996;1.5;0.8;;
495;19 Bereidingen van graan, meel, zetme...;1997;1.5;0.7;;
496;19 Bereidingen van graan, meel, zetme...;1998;1.4;0.7;;
497;19 Bereidingen van graan, meel, zetme...;1999;1.3;0.7;;
498;19 Bereidingen van graan, meel, zetme...;2000;1.3;0.6;;
499;19 Bereidingen van graan, meel, zetme...;2001;1.2;0.6;;
500;19 Bereidingen van graan, meel, zetme...;2002;1.2;0.6;86.2;13.8
501;19 Bereidingen van graan, meel, zetme...;2003;1.2;0.6;85.7;14.3
502;19 Bereidingen van graan, meel, zetme...;2004;1.1;0.6;83.6;16.4
503;19 Bereidingen van graan, meel, zetme...;2005;1.0;0.5;85.4;14.6
504;19 Bereidingen van graan, meel, zetme...;2006;1.0;0.5;87.0;13.0
505;19 Bereidingen van graan, meel, zetme...;2007;0.9;0.5;79.0;21.0
506;19 Bereidingen van graan, meel, zetme...;2008;0.9;0.5;79.9;20.1
507;19 Bereidingen van graan, meel, zetme...;2009;1.1;0.7;87.3;12.7
508;19 Bereidingen van graan, meel, zetme...;2010;1.1;0.6;80.2;19.8
509;19 Bereidingen van graan, meel, zetme...;2011;1.1;0.6;88.5;11.5
510;19 Bereidingen van graan, meel, zetme...;2012;1.1;0.7;89.1;10.9
511;19 Bereidingen van graan, meel, zetme...;2013;1.2;0.8;90.6;9.4
512;19 Bereidingen van graan, meel, zetme...;2014;1.4;0.9;87.4;12.6
513;19 Bereidingen van graan, meel, zetme...;2015;1.4;1.0;85.9;14.1
514;19 Bereidingen van graan, meel, zetme...;2016;1.4;1.0;86.1;13.9
515;19 Bereidingen van graan, meel, zetme...;2017;1.3;0.9;84.5;15.5
516;19 Bereidingen van graan, meel, zetme...;2018;1.4;1.0;86.7;13.3
517;19 Bereidingen van graan, meel, zetme...;2019;1.4;1.0;86.1;13.9
518;19 Bereidingen van graan, meel, zetme...;2020;1.4;1.1;85.0;15.0
519;19 Bereidingen van graan, meel, zetme...;2021;1.2;0.9;81.3;18.7
520;20 Bereidingen van groenten, vruchten...;1996;2.7;1.1;;
521;20 Bereidingen van groenten, vruchten...;1997;2.8;1.1;;
522;20 Bereidingen van groenten, vruchten...;1998;2.7;1.1;;
523;20 Bereidingen van groenten, vruchten...;1999;2.9;1.2;;
524;20 Bereidingen van groenten, vruchten...;2000;2.6;0.9;;
525;20 Bereidingen van groenten, vruchten...;2001;2.7;1.0;;
526;20 Bereidingen van groenten, vruchten...;2002;2.5;1.0;75.9;24.1
527;20 Bereidingen van groenten, vruchten...;2003;2.4;0.9;79.2;20.8
528;20 Bereidingen van groenten, vruchten...;2004;2.4;0.9;78.7;21.3
529;20 Bereidingen van groenten, vruchten...;2005;2.3;0.8;77.1;22.9
530;20 Bereidingen van groenten, vruchten...;2006;2.3;0.8;74.3;25.7
531;20 Bereidingen van groenten, vruchten...;2007;2.4;0.9;73.7;26.3
532;20 Bereidingen van groenten, vruchten...;2008;2.2;0.9;72.0;28.0
533;20 Bereidingen van groenten, vruchten...;2009;2.2;1.0;69.9;30.1
534;20 Bereidingen van groenten, vruchten...;2010;2.1;0.9;65.2;34.8
535;20 Bereidingen van groenten, vruchten...;2011;2.1;0.9;65.5;34.5
536;20 Bereidingen van groenten, vruchten...;2012;2.0;0.8;65.5;34.5
537;20 Bereidingen van groenten, vruchten...;2013;2.0;0.9;66.5;33.5
538;20 Bereidingen van groenten, vruchten...;2014;2.0;0.9;64.4;35.6
539;20 Bereidingen van groenten, vruchten...;2015;2.2;1.0;67.3;32.7
540;20 Bereidingen van groenten, vruchten...;2016;2.4;1.1;69.3;30.7
541;20 Bereidingen van groenten, vruchten...;2017;2.4;1.1;70.4;29.6
542;20 Bereidingen van groenten, vruchten...;2018;2.4;1.0;70.3;29.7
543;20 Bereidingen van groenten, vruchten...;2019;2.3;1.0;69.4;30.6
544;20 Bereidingen van groenten, vruchten...;2020;2.0;1.0;70.2;29.8
545;20 Bereidingen van groenten, vruchten...;2021;2.0;0.9;73.1;26.9
546;21 Diverse producten voor menselijke ...;1996;1.3;0.6;;
547;21 Diverse producten voor menselijke ...;1997;1.5;0.6;;
548;21 Diverse producten voor menselijke ...;1998;1.6;0.6;;
549;21 Diverse producten voor menselijke ...;1999;1.8;0.7;;
550;21 Diverse producten voor menselijke ...;2000;1.9;0.6;;
551;21 Diverse producten voor menselijke ...;2001;2.0;0.7;;
552;21 Diverse producten voor menselijke ...;2002;2.0;0.8;84.8;15.2
553;21 Diverse producten voor menselijke ...;2003;2.1;0.8;80.5;19.5
554;21 Diverse producten voor menselijke ...;2004;2.2;0.8;79.7;20.3
555;21 Diverse producten voor menselijke ...;2005;1.9;0.7;76.1;23.9
556;21 Diverse producten voor menselijke ...;2006;1.8;0.7;79.5;20.5
557;21 Diverse producten voor menselijke ...;2007;1.6;0.7;81.6;18.4
558;21 Diverse producten voor menselijke ...;2008;1.7;0.7;81.1;18.9
559;21 Diverse producten voor menselijke ...;2009;1.7;0.9;78.4;21.6
560;21 Diverse producten voor menselijke ...;2010;1.7;0.8;74.5;25.5
561;21 Diverse producten voor menselijke ...;2011;1.8;0.8;73.9;26.1
562;21 Diverse producten voor menselijke ...;2012;1.8;0.8;76.8;23.2
563;21 Diverse producten voor menselijke ...;2013;1.8;0.8;73.4;26.6
564;21 Diverse producten voor menselijke ...;2014;1.8;0.9;74.8;25.2
565;21 Diverse producten voor menselijke ...;2015;2.0;1.0;76.2;23.8
566;21 Diverse producten voor menselijke ...;2016;2.0;1.0;72.4;27.6
567;21 Diverse producten voor menselijke ...;2017;1.7;0.9;73.3;26.7
568;21 Diverse producten voor menselijke ...;2018;1.8;0.9;73.6;26.4
569;21 Diverse producten voor menselijke ...;2019;1.7;0.9;72.3;27.7
570;21 Diverse producten voor menselijke ...;2020;1.7;1.0;68.1;31.9
571;21 Diverse producten voor menselijke ...;2021;1.6;0.9;68.3;31.7
572;22 Dranken, alcoholhoudende vloeistof...;1996;0.8;1.0;;
573;22 Dranken, alcoholhoudende vloeistof...;1997;0.7;0.9;;
574;22 Dranken, alcoholhoudende vloeistof...;1998;0.8;0.9;;
575;22 Dranken, alcoholhoudende vloeistof...;1999;0.8;0.9;;
576;22 Dranken, alcoholhoudende vloeistof...;2000;0.8;0.9;;
577;22 Dranken, alcoholhoudende vloeistof...;2001;0.8;0.9;;
578;22 Dranken, alcoholhoudende vloeistof...;2002;0.9;1.1;88.5;11.5
579;22 Dranken, alcoholhoudende vloeistof...;2003;0.8;1.0;90.2;9.8
580;22 Dranken, alcoholhoudende vloeistof...;2004;0.8;0.9;88.1;11.9
581;22 Dranken, alcoholhoudende vloeistof...;2005;0.7;0.8;87.4;12.6
582;22 Dranken, alcoholhoudende vloeistof...;2006;0.8;0.9;88.6;11.4
583;22 Dranken, alcoholhoudende vloeistof...;2007;0.8;0.9;85.8;14.2
584;22 Dranken, alcoholhoudende vloeistof...;2008;0.8;0.9;82.7;17.3
585;22 Dranken, alcoholhoudende vloeistof...;2009;0.8;1.1;81.4;18.6
586;22 Dranken, alcoholhoudende vloeistof...;2010;0.7;0.9;82.1;17.9
587;22 Dranken, alcoholhoudende vloeistof...;2011;0.7;0.9;73.1;26.9
588;22 Dranken, alcoholhoudende vloeistof...;2012;0.7;1.0;74.7;25.3
589;22 Dranken, alcoholhoudende vloeistof...;2013;0.7;1.0;71.2;28.8
590;22 Dranken, alcoholhoudende vloeistof...;2014;0.7;1.0;70.3;29.7
591;22 Dranken, alcoholhoudende vloeistof...;2015;0.8;1.1;70.3;29.7
592;22 Dranken, alcoholhoudende vloeistof...;2016;0.8;1.1;68.9;31.1
593;22 Dranken, alcoholhoudende vloeistof...;2017;0.9;1.1;74.3;25.7
594;22 Dranken, alcoholhoudende vloeistof...;2018;0.8;1.0;74.4;25.6
595;22 Dranken, alcoholhoudende vloeistof...;2019;0.9;1.1;70.6;29.4
596;22 Dranken, alcoholhoudende vloeistof...;2020;1.0;1.2;71.2;28.8
597;22 Dranken, alcoholhoudende vloeistof...;2021;1.0;1.2;66.4;33.6
598;23 Resten en afval van de voedselindu...;1996;4.3;1.2;;
599;23 Resten en afval van de voedselindu...;1997;4.1;1.2;;
600;23 Resten en afval van de voedselindu...;1998;3.6;1.1;;
601;23 Resten en afval van de voedselindu...;1999;3.7;1.0;;
602;23 Resten en afval van de voedselindu...;2000;3.9;0.9;;
603;23 Resten en afval van de voedselindu...;2001;3.7;0.9;;
604;23 Resten en afval van de voedselindu...;2002;3.9;1.0;78.2;21.8
605;23 Resten en afval van de voedselindu...;2003;3.6;0.9;77.5;22.5
606;23 Resten en afval van de voedselindu...;2004;3.9;1.0;72.6;27.4
607;23 Resten en afval van de voedselindu...;2005;3.9;0.9;72.0;28.0
608;23 Resten en afval van de voedselindu...;2006;3.6;0.9;71.9;28.1
609;23 Resten en afval van de voedselindu...;2007;3.5;0.9;69.9;30.1
610;23 Resten en afval van de voedselindu...;2008;3.5;1.0;70.5;29.5
611;23 Resten en afval van de voedselindu...;2009;3.2;1.1;70.4;29.6
612;23 Resten en afval van de voedselindu...;2010;3.4;1.1;69.4;30.6
613;23 Resten en afval van de voedselindu...;2011;3.5;1.1;68.7;31.3
614;23 Resten en afval van de voedselindu...;2012;3.1;1.1;65.9;34.1
615;23 Resten en afval van de voedselindu...;2013;3.1;1.1;62.6;37.4
616;23 Resten en afval van de voedselindu...;2014;3.0;1.1;66.5;33.5
617;23 Resten en afval van de voedselindu...;2015;2.9;1.1;65.5;34.5
618;23 Resten en afval van de voedselindu...;2016;2.6;1.0;68.2;31.8
619;23 Resten en afval van de voedselindu...;2017;2.3;0.9;68.0;32.0
620;23 Resten en afval van de voedselindu...;2018;2.3;0.9;67.5;32.5
621;23 Resten en afval van de voedselindu...;2019;2.3;0.9;70.1;29.9
622;23 Resten en afval van de voedselindu...;2020;2.1;1.0;71.0;29.0
623;23 Resten en afval van de voedselindu...;2021;1.9;0.9;71.2;28.8
624;24 Tabak en tot verbruik bereide taba...;1996;6.5;1.6;;
625;24 Tabak en tot verbruik bereide taba...;1997;5.1;1.5;;
626;24 Tabak en tot verbruik bereide taba...;1998;5.7;1.6;;
627;24 Tabak en tot verbruik bereide taba...;1999;5.3;1.6;;
628;24 Tabak en tot verbruik bereide taba...;2000;5.1;1.4;;
629;24 Tabak en tot verbruik bereide taba...;2001;4.9;1.4;;
630;24 Tabak en tot verbruik bereide taba...;2002;5.6;1.6;90.3;9.7
631;24 Tabak en tot verbruik bereide taba...;2003;5.0;1.4;91.0;9.0
632;24 Tabak en tot verbruik bereide taba...;2004;5.2;1.3;89.5;10.5
633;24 Tabak en tot verbruik bereide taba...;2005;4.0;1.2;91.4;8.6
634;24 Tabak en tot verbruik bereide taba...;2006;3.3;1.0;89.8;10.2
635;24 Tabak en tot verbruik bereide taba...;2007;4.0;0.9;91.4;8.6
636;24 Tabak en tot verbruik bereide taba...;2008;3.3;0.8;86.2;13.8
637;24 Tabak en tot verbruik bereide taba...;2009;3.1;1.0;91.3;8.7
638;24 Tabak en tot verbruik bereide taba...;2010;3.1;0.8;92.3;7.7
639;24 Tabak en tot verbruik bereide taba...;2011;3.6;0.9;90.1;9.9
640;24 Tabak en tot verbruik bereide taba...;2012;3.1;0.8;86.3;13.7
641;24 Tabak en tot verbruik bereide taba...;2013;3.2;0.8;86.9;13.1
642;24 Tabak en tot verbruik bereide taba...;2014;2.5;0.6;80.7;19.3
643;24 Tabak en tot verbruik bereide taba...;2015;1.7;0.5;61.7;38.3
644;24 Tabak en tot verbruik bereide taba...;2016;1.5;0.4;59.3;40.7
645;24 Tabak en tot verbruik bereide taba...;2017;1.1;0.4;55.6;44.4
646;24 Tabak en tot verbruik bereide taba...;2018;0.8;0.3;71.8;28.2
647;24 Tabak en tot verbruik bereide taba...;2019;0.6;0.2;73.4;26.6
648;24 Tabak en tot verbruik bereide taba...;2020;0.5;0.2;73.5;26.5
649;24 Tabak en tot verbruik bereide taba...;2021;0.5;0.2;67.2;32.8
650;"25 Zout; zwavel; aarde en steen; gips...";1996;1.1;0.3;;
651;"25 Zout; zwavel; aarde en steen; gips...";1997;1.1;0.3;;
652;"25 Zout; zwavel; aarde en steen; gips...";1998;1.2;0.4;;
653;"25 Zout; zwavel; aarde en steen; gips...";1999;1.3;0.4;;
654;"25 Zout; zwavel; aarde en steen; gips...";2000;1.2;0.3;;
655;"25 Zout; zwavel; aarde en steen; gips...";2001;1.3;0.3;;
656;"25 Zout; zwavel; aarde en steen; gips...";2002;1.3;0.3;64.2;35.8
657;"25 Zout; zwavel; aarde en steen; gips...";2003;1.2;0.3;61.4;38.6
658;"25 Zout; zwavel; aarde en steen; gips...";2004;1.3;0.3;57.6;42.4
659;"25 Zout; zwavel; aarde en steen; gips...";2005;1.2;0.3;58.1;41.9
660;"25 Zout; zwavel; aarde en steen; gips...";2006;1.1;0.3;58.9;41.1
661;"25 Zout; zwavel; aarde en steen; gips...";2007;1.1;0.3;59.3;40.7
662;"25 Zout; zwavel; aarde en steen; gips...";2008;1.2;0.3;59.0;41.0
663;"25 Zout; zwavel; aarde en steen; gips...";2009;0.9;0.2;66.7;33.3
664;"25 Zout; zwavel; aarde en steen; gips...";2010;1.1;0.3;58.9;41.1
665;"25 Zout; zwavel; aarde en steen; gips...";2011;1.1;0.3;57.6;42.4
666;"25 Zout; zwavel; aarde en steen; gips...";2012;1.0;0.2;61.3;38.7
667;"25 Zout; zwavel; aarde en steen; gips...";2013;1.0;0.2;64.2;35.8
668;"25 Zout; zwavel; aarde en steen; gips...";2014;1.0;0.2;66.5;33.5
669;"25 Zout; zwavel; aarde en steen; gips...";2015;1.0;0.2;69.9;30.1
670;"25 Zout; zwavel; aarde en steen; gips...";2016;1.0;0.2;65.8;34.2
671;"25 Zout; zwavel; aarde en steen; gips...";2017;1.0;0.2;68.0;32.0
672;"25 Zout; zwavel; aarde en steen; gips...";2018;1.0;0.2;67.6;32.4
673;"25 Zout; zwavel; aarde en steen; gips...";2019;1.0;0.2;63.9;36.1
674;"25 Zout; zwavel; aarde en steen; gips...";2020;1.0;0.2;62.8;37.2
675;"25 Zout; zwavel; aarde en steen; gips...";2021;1.1;0.2;72.5;27.5
676;26 Ertsen, slakken en assen;1996;0.6;0.1;;
677;26 Ertsen, slakken en assen;1997;0.5;0.1;;
678;26 Ertsen, slakken en assen;1998;0.7;0.1;;
679;26 Ertsen, slakken en assen;1999;0.6;0.1;;
680;26 Ertsen, slakken en assen;2000;0.5;0.1;;
681;26 Ertsen, slakken en assen;2001;0.7;0.1;;
682;26 Ertsen, slakken en assen;2002;1.0;0.1;20.1;79.9
683;26 Ertsen, slakken en assen;2003;1.0;0.1;19.7;80.3
684;26 Ertsen, slakken en assen;2004;2.4;0.2;8.7;91.3
685;26 Ertsen, slakken en assen;2005;2.4;0.3;5.6;94.4
686;26 Ertsen, slakken en assen;2006;1.7;0.3;5.8;94.2
687;26 Ertsen, slakken en assen;2007;1.8;0.3;7.4;92.6
688;26 Ertsen, slakken en assen;2008;1.2;0.2;8.0;92.0
689;26 Ertsen, slakken en assen;2009;0.9;0.1;16.0;84.0
690;26 Ertsen, slakken en assen;2010;0.8;0.2;11.5;88.5
691;26 Ertsen, slakken en assen;2011;0.9;0.2;35.1;64.9
692;26 Ertsen, slakken en assen;2012;0.8;0.2;26.2;73.8
693;26 Ertsen, slakken en assen;2013;1.0;0.2;28.6;71.4
694;26 Ertsen, slakken en assen;2014;1.1;0.2;24.5;75.5
695;26 Ertsen, slakken en assen;2015;1.2;0.2;15.4;84.6
696;26 Ertsen, slakken en assen;2016;0.9;0.1;23.8;76.2
697;26 Ertsen, slakken en assen;2017;0.9;0.2;26.0;74.0
698;26 Ertsen, slakken en assen;2018;1.1;0.2;22.2;77.8
699;26 Ertsen, slakken en assen;2019;1.3;0.3;14.9;85.1
700;26 Ertsen, slakken en assen;2020;1.1;0.2;21.8;78.2
701;26 Ertsen, slakken en assen;2021;0.9;0.2;16.5;83.5
702;27 Minerale brandstoffen, aardolie en...;1996;2.9;7.5;;
703;27 Minerale brandstoffen, aardolie en...;1997;2.8;7.2;;
704;27 Minerale brandstoffen, aardolie en...;1998;2.9;5.6;;
705;27 Minerale brandstoffen, aardolie en...;1999;2.6;5.9;;
706;27 Minerale brandstoffen, aardolie en...;2000;2.5;8.6;;
707;27 Minerale brandstoffen, aardolie en...;2001;3.0;9.2;;
708;27 Minerale brandstoffen, aardolie en...;2002;2.7;8.2;74.6;25.4
709;27 Minerale brandstoffen, aardolie en...;2003;2.5;8.3;77.5;22.5
710;27 Minerale brandstoffen, aardolie en...;2004;2.4;8.7;78.8;21.2
711;27 Minerale brandstoffen, aardolie en...;2005;2.4;11.0;77.6;22.4
712;27 Minerale brandstoffen, aardolie en...;2006;2.6;13.0;75.7;24.3
713;27 Minerale brandstoffen, aardolie en...;2007;2.6;12.1;71.0;29.0
714;27 Minerale brandstoffen, aardolie en...;2008;2.6;15.3;81.3;18.7
715;27 Minerale brandstoffen, aardolie en...;2009;2.6;12.4;76.1;23.9
716;27 Minerale brandstoffen, aardolie en...;2010;2.6;13.7;73.8;26.2
717;27 Minerale brandstoffen, aardolie en...;2011;2.7;16.6;69.6;30.4
718;27 Minerale brandstoffen, aardolie en...;2012;2.8;19.3;62.0;38.0
719;27 Minerale brandstoffen, aardolie en...;2013;3.0;19.8;58.9;41.1
720;27 Minerale brandstoffen, aardolie en...;2014;2.7;16.9;66.3;33.7
721;27 Minerale brandstoffen, aardolie en...;2015;2.9;13.3;69.6;30.4
722;27 Minerale brandstoffen, aardolie en...;2016;3.2;11.9;66.3;33.7
723;27 Minerale brandstoffen, aardolie en...;2017;3.0;13.1;60.6;39.4
724;27 Minerale brandstoffen, aardolie en...;2018;2.8;13.8;61.8;38.2
725;27 Minerale brandstoffen, aardolie en...;2019;2.9;13.1;64.6;35.4
726;27 Minerale brandstoffen, aardolie en...;2020;3.1;9.2;68.8;31.2
727;27 Minerale brandstoffen, aardolie en...;2021;2.9;12.6;59.5;40.5
728;"28 Anorganische chemische producten; ...";1996;1.4;1.0;;
729;"28 Anorganische chemische producten; ...";1997;1.6;1.0;;
730;"28 Anorganische chemische producten; ...";1998;1.5;1.0;;
731;"28 Anorganische chemische producten; ...";1999;1.4;0.9;;
732;"28 Anorganische chemische producten; ...";2000;1.3;0.8;;
733;"28 Anorganische chemische producten; ...";2001;1.3;0.8;;
734;"28 Anorganische chemische producten; ...";2002;1.4;0.8;70.1;29.9
735;"28 Anorganische chemische producten; ...";2003;1.5;0.9;72.1;27.9
736;"28 Anorganische chemische producten; ...";2004;1.5;0.9;67.8;32.2
737;"28 Anorganische chemische producten; ...";2005;1.5;0.9;69.3;30.7
738;"28 Anorganische chemische producten; ...";2006;1.5;0.9;69.0;31.0
739;"28 Anorganische chemische producten; ...";2007;1.4;1.0;72.7;27.3
740;"28 Anorganische chemische producten; ...";2008;1.3;1.0;67.9;32.1
