ID;GeharmoniseerdSysteem;Perioden;BalassaIndex_1;AandeelHoofdstukInDeTotaleUitvoer_2;UitvoerNederlandsProduct_3;Wederuitvoer_4
1831;70 Glas en glaswerk;2007;0.4;0.3;69.0;31.0
1832;70 Glas en glaswerk;2008;0.4;0.3;69.0;31.0
1833;70 Glas en glaswerk;2009;0.5;0.3;66.7;33.3
1834;70 Glas en glaswerk;2010;0.5;0.3;65.9;34.1
1835;70 Glas en glaswerk;2011;0.5;0.2;68.1;31.9
1836;70 Glas en glaswerk;2012;0.5;0.2;66.6;33.4
1837;70 Glas en glaswerk;2013;0.5;0.2;68.6;31.4
1838;70 Glas en glaswerk;2014;0.5;0.2;67.3;32.7
1839;70 Glas en glaswerk;2015;0.5;0.2;69.1;30.9
1840;70 Glas en glaswerk;2016;0.5;0.3;69.4;30.6
1841;70 Glas en glaswerk;2017;0.5;0.2;66.6;33.4
1842;70 Glas en glaswerk;2018;0.4;0.2;60.4;39.6
1843;70 Glas en glaswerk;2019;0.4;0.2;57.7;42.3
1844;70 Glas en glaswerk;2020;0.4;0.2;60.4;39.6
1845;70 Glas en glaswerk;2021;0.4;0.2;58.1;41.9
1846;71 Echte en gekweekte parels, edelste...;1996;0.1;0.2;;
1847;71 Echte en gekweekte parels, edelste...;1997;0.1;0.2;;
1848;71 Echte en gekweekte parels, edelste...;1998;0.1;0.2;;
1849;71 Echte en gekweekte parels, edelste...;1999;0.1;0.2;;
1850;71 Echte en gekweekte parels, edelste...;2000;0.1;0.2;;
1851;71 Echte en gekweekte parels, edelste...;2001;0.1;0.2;;
1852;71 Echte en gekweekte parels, edelste...;2002;0.1;0.2;60.0;40.0
1853;71 Echte en gekweekte parels, edelste...;2003;0.1;0.1;64.9;35.1
1854;71 Echte en gekweekte parels, edelste...;2004;0.1;0.1;53.5;46.5
1855;71 Echte en gekweekte parels, edelste...;2005;0.1;0.1;59.6;40.4
1856;71 Echte en gekweekte parels, edelste...;2006;0.1;0.2;59.4;40.6
1857;71 Echte en gekweekte parels, edelste...;2007;0.1;0.2;68.0;32.0
1858;71 Echte en gekweekte parels, edelste...;2008;0.2;0.3;76.5;23.5
1859;71 Echte en gekweekte parels, edelste...;2009;0.3;0.4;62.9;37.1
1860;71 Echte en gekweekte parels, edelste...;2010;0.2;0.5;21.4;78.6
1861;71 Echte en gekweekte parels, edelste...;2011;0.2;0.6;29.0;71.0
1862;71 Echte en gekweekte parels, edelste...;2012;0.2;0.6;35.0;65.0
1863;71 Echte en gekweekte parels, edelste...;2013;0.1;0.4;26.8;73.2
1864;71 Echte en gekweekte parels, edelste...;2014;0.1;0.2;27.7;72.3
1865;71 Echte en gekweekte parels, edelste...;2015;0.1;0.3;25.7;74.3
1866;71 Echte en gekweekte parels, edelste...;2016;0.2;0.4;17.3;82.7
1867;71 Echte en gekweekte parels, edelste...;2017;0.2;0.3;16.9;83.1
1868;71 Echte en gekweekte parels, edelste...;2018;0.1;0.1;47.6;52.4
1869;71 Echte en gekweekte parels, edelste...;2019;0.1;0.1;66.6;33.4
1870;71 Echte en gekweekte parels, edelste...;2020;0.1;0.2;62.8;37.2
1871;71 Echte en gekweekte parels, edelste...;2021;0.1;0.2;61.5;38.5
1872;72 Gietijzer, ijzer en staal;1996;0.7;1.9;;
1873;72 Gietijzer, ijzer en staal;1997;0.8;2.0;;
1874;72 Gietijzer, ijzer en staal;1998;0.8;2.0;;
1875;72 Gietijzer, ijzer en staal;1999;0.7;1.6;;
1876;72 Gietijzer, ijzer en staal;2000;0.7;1.7;;
1877;72 Gietijzer, ijzer en staal;2001;0.7;1.6;;
1878;72 Gietijzer, ijzer en staal;2002;0.8;1.8;67.4;32.6
1879;72 Gietijzer, ijzer en staal;2003;0.8;1.9;67.9;32.1
1880;72 Gietijzer, ijzer en staal;2004;0.9;2.6;61.0;39.0
1881;72 Gietijzer, ijzer en staal;2005;0.9;2.7;60.2;39.8
1882;72 Gietijzer, ijzer en staal;2006;0.9;3.1;53.2;46.8
1883;72 Gietijzer, ijzer en staal;2007;0.9;3.2;52.8;47.2
1884;72 Gietijzer, ijzer en staal;2008;0.8;3.0;58.0;42.0
1885;72 Gietijzer, ijzer en staal;2009;0.9;2.2;63.0;37.0
1886;72 Gietijzer, ijzer en staal;2010;0.9;2.8;50.9;49.1
1887;72 Gietijzer, ijzer en staal;2011;0.9;3.0;56.8;43.2
1888;72 Gietijzer, ijzer en staal;2012;0.9;2.6;58.9;41.1
1889;72 Gietijzer, ijzer en staal;2013;0.9;2.3;63.2;36.8
1890;72 Gietijzer, ijzer en staal;2014;1.0;2.4;61.4;38.6
1891;72 Gietijzer, ijzer en staal;2015;1.0;2.3;60.2;39.8
1892;72 Gietijzer, ijzer en staal;2016;1.0;2.2;63.1;36.9
1893;72 Gietijzer, ijzer en staal;2017;1.0;2.4;63.7;36.3
1894;72 Gietijzer, ijzer en staal;2018;0.9;2.4;65.6;34.4
1895;72 Gietijzer, ijzer en staal;2019;0.9;2.1;65.7;34.3
1896;72 Gietijzer, ijzer en staal;2020;0.9;1.9;67.9;32.1
1897;72 Gietijzer, ijzer en staal;2021;0.8;2.4;64.3;35.7
1898;73 Werken van gietijzer, ijzer of staal;1996;0.8;1.6;;
1899;73 Werken van gietijzer, ijzer of staal;1997;0.8;1.6;;
1900;73 Werken van gietijzer, ijzer of staal;1998;0.7;1.5;;
1901;73 Werken van gietijzer, ijzer of staal;1999;0.8;1.4;;
1902;73 Werken van gietijzer, ijzer of staal;2000;0.7;1.3;;
1903;73 Werken van gietijzer, ijzer of staal;2001;0.7;1.2;;
1904;73 Werken van gietijzer, ijzer of staal;2002;0.7;1.3;66.9;33.1
1905;73 Werken van gietijzer, ijzer of staal;2003;0.7;1.3;68.3;31.7
1906;73 Werken van gietijzer, ijzer of staal;2004;0.7;1.4;64.4;35.6
1907;73 Werken van gietijzer, ijzer of staal;2005;0.6;1.3;64.7;35.3
1908;73 Werken van gietijzer, ijzer of staal;2006;0.6;1.4;64.6;35.4
1909;73 Werken van gietijzer, ijzer of staal;2007;0.6;1.5;65.3;34.7
1910;73 Werken van gietijzer, ijzer of staal;2008;0.6;1.5;62.6;37.4
1911;73 Werken van gietijzer, ijzer of staal;2009;0.6;1.4;64.8;35.2
1912;73 Werken van gietijzer, ijzer of staal;2010;0.6;1.4;63.5;36.5
1913;73 Werken van gietijzer, ijzer of staal;2011;0.6;1.3;60.5;39.5
1914;73 Werken van gietijzer, ijzer of staal;2012;0.6;1.3;62.7;37.3
1915;73 Werken van gietijzer, ijzer of staal;2013;0.6;1.4;66.3;33.7
1916;73 Werken van gietijzer, ijzer of staal;2014;0.6;1.3;66.1;33.9
1917;73 Werken van gietijzer, ijzer of staal;2015;0.7;1.4;69.1;30.9
1918;73 Werken van gietijzer, ijzer of staal;2016;0.8;1.6;67.1;32.9
1919;73 Werken van gietijzer, ijzer of staal;2017;0.7;1.4;65.6;34.4
1920;73 Werken van gietijzer, ijzer of staal;2018;0.6;1.3;67.1;32.9
1921;73 Werken van gietijzer, ijzer of staal;2019;0.6;1.3;65.9;34.1
1922;73 Werken van gietijzer, ijzer of staal;2020;0.7;1.4;66.6;33.4
1923;73 Werken van gietijzer, ijzer of staal;2021;0.6;1.4;65.6;34.4
1924;74 Koper en werken van koper;1996;0.5;0.3;;
1925;74 Koper en werken van koper;1997;0.4;0.3;;
1926;74 Koper en werken van koper;1998;0.4;0.2;;
1927;74 Koper en werken van koper;1999;0.4;0.2;;
1928;74 Koper en werken van koper;2000;0.4;0.2;;
1929;74 Koper en werken van koper;2001;0.4;0.2;;
1930;74 Koper en werken van koper;2002;0.4;0.2;77.0;23.0
1931;74 Koper en werken van koper;2003;0.5;0.2;72.3;27.7
1932;74 Koper en werken van koper;2004;0.5;0.3;75.3;24.7
1933;74 Koper en werken van koper;2005;0.5;0.3;72.5;27.5
1934;74 Koper en werken van koper;2006;0.4;0.4;69.7;30.3
1935;74 Koper en werken van koper;2007;0.5;0.4;61.0;39.0
1936;74 Koper en werken van koper;2008;0.4;0.3;65.6;34.4
1937;74 Koper en werken van koper;2009;0.4;0.3;69.2;30.8
1938;74 Koper en werken van koper;2010;0.4;0.3;66.7;33.3
1939;74 Koper en werken van koper;2011;0.4;0.4;60.7;39.3
1940;74 Koper en werken van koper;2012;0.5;0.4;59.5;40.5
1941;74 Koper en werken van koper;2013;0.4;0.3;64.8;35.2
1942;74 Koper en werken van koper;2014;0.4;0.3;61.2;38.8
1943;74 Koper en werken van koper;2015;0.6;0.4;65.7;34.3
1944;74 Koper en werken van koper;2016;0.5;0.4;59.8;40.2
1945;74 Koper en werken van koper;2017;0.5;0.4;57.5;42.5
1946;74 Koper en werken van koper;2018;0.5;0.4;65.3;34.7
1947;74 Koper en werken van koper;2019;0.6;0.4;51.5;48.5
1948;74 Koper en werken van koper;2020;0.5;0.4;49.5;50.5
1949;74 Koper en werken van koper;2021;0.5;0.5;48.9;51.1
1950;75 Nikkel en werken van nikkel;1996;1.8;0.2;;
1951;75 Nikkel en werken van nikkel;1997;2.4;0.2;;
1952;75 Nikkel en werken van nikkel;1998;3.4;0.3;;
1953;75 Nikkel en werken van nikkel;1999;3.0;0.2;;
1954;75 Nikkel en werken van nikkel;2000;3.1;0.3;;
1955;75 Nikkel en werken van nikkel;2001;2.4;0.2;;
1956;75 Nikkel en werken van nikkel;2002;2.7;0.2;16.2;83.8
1957;75 Nikkel en werken van nikkel;2003;3.5;0.3;16.8;83.2
1958;75 Nikkel en werken van nikkel;2004;3.1;0.3;11.4;88.6
1959;75 Nikkel en werken van nikkel;2005;2.4;0.3;22.0;78.0
1960;75 Nikkel en werken van nikkel;2006;3.8;0.6;5.1;94.9
1961;75 Nikkel en werken van nikkel;2007;3.2;0.6;4.2;95.8
1962;75 Nikkel en werken van nikkel;2008;1.3;0.2;18.5;81.5
1963;75 Nikkel en werken van nikkel;2009;1.2;0.1;18.4;81.6
1964;75 Nikkel en werken van nikkel;2010;1.9;0.2;10.5;89.5
1965;75 Nikkel en werken van nikkel;2011;1.9;0.3;10.5;89.5
1966;75 Nikkel en werken van nikkel;2012;1.4;0.2;14.7;85.3
1967;75 Nikkel en werken van nikkel;2013;1.3;0.2;14.4;85.6
1968;75 Nikkel en werken van nikkel;2014;1.8;0.2;15.1;84.9
1969;75 Nikkel en werken van nikkel;2015;1.5;0.2;19.1;80.9
1970;75 Nikkel en werken van nikkel;2016;1.6;0.2;26.3;73.7
1971;75 Nikkel en werken van nikkel;2017;1.2;0.1;24.1;75.9
1972;75 Nikkel en werken van nikkel;2018;1.2;0.1;21.1;78.9
1973;75 Nikkel en werken van nikkel;2019;1.3;0.1;25.6;74.4
1974;75 Nikkel en werken van nikkel;2020;1.3;0.1;19.7;80.3
1975;75 Nikkel en werken van nikkel;2021;1.8;0.2;20.5;79.5
1976;76 Aluminium en werken van alumium;1996;1.2;1.3;;
1977;76 Aluminium en werken van alumium;1997;1.2;1.3;;
1978;76 Aluminium en werken van alumium;1998;1.1;1.2;;
1979;76 Aluminium en werken van alumium;1999;1.1;1.1;;
1980;76 Aluminium en werken van alumium;2000;1.1;1.1;;
1981;76 Aluminium en werken van alumium;2001;1.1;1.1;;
1982;76 Aluminium en werken van alumium;2002;1.1;1.2;71.1;28.9
1983;76 Aluminium en werken van alumium;2003;1.1;1.1;66.9;33.1
1984;76 Aluminium en werken van alumium;2004;1.0;1.0;73.0;27.0
1985;76 Aluminium en werken van alumium;2005;1.0;1.0;74.7;25.3
1986;76 Aluminium en werken van alumium;2006;1.0;1.2;74.8;25.2
1987;76 Aluminium en werken van alumium;2007;0.9;1.2;67.8;32.2
1988;76 Aluminium en werken van alumium;2008;0.9;1.0;68.4;31.6
1989;76 Aluminium en werken van alumium;2009;0.8;0.8;64.7;35.3
1990;76 Aluminium en werken van alumium;2010;0.8;0.9;62.1;37.9
1991;76 Aluminium en werken van alumium;2011;0.8;0.8;61.3;38.7
1992;76 Aluminium en werken van alumium;2012;0.7;0.7;59.7;40.3
1993;76 Aluminium en werken van alumium;2013;0.7;0.7;53.6;46.4
1994;76 Aluminium en werken van alumium;2014;0.8;0.8;49.3;50.7
1995;76 Aluminium en werken van alumium;2015;0.8;0.9;48.9;51.1
1996;76 Aluminium en werken van alumium;2016;0.9;0.9;51.3;48.7
1997;76 Aluminium en werken van alumium;2017;0.8;0.9;56.1;43.9
1998;76 Aluminium en werken van alumium;2018;0.8;0.9;53.3;46.7
1999;76 Aluminium en werken van alumium;2019;0.7;0.8;52.7;47.3
2000;76 Aluminium en werken van alumium;2020;0.7;0.8;55.8;44.2
2001;76 Aluminium en werken van alumium;2021;0.8;1.0;53.8;46.2
2002;78 Lood en werken van lood;1996;0.5;0.0;;
2003;78 Lood en werken van lood;1997;0.5;0.0;;
2004;78 Lood en werken van lood;1998;0.5;0.0;;
2005;78 Lood en werken van lood;1999;0.6;0.0;;
2006;78 Lood en werken van lood;2000;0.6;0.0;;
2007;78 Lood en werken van lood;2001;0.5;0.0;;
2008;78 Lood en werken van lood;2002;0.4;0.0;74.7;25.3
2009;78 Lood en werken van lood;2003;0.8;0.0;50.3;49.7
2010;78 Lood en werken van lood;2004;0.9;0.0;51.9;48.1
2011;78 Lood en werken van lood;2005;0.6;0.0;53.1;46.9
2012;78 Lood en werken van lood;2006;0.5;0.0;62.6;37.4
2013;78 Lood en werken van lood;2007;0.6;0.0;67.3;32.7
2014;78 Lood en werken van lood;2008;0.4;0.0;84.6;15.4
2015;78 Lood en werken van lood;2009;0.4;0.0;55.8;44.2
2016;78 Lood en werken van lood;2010;0.5;0.0;69.1;30.9
2017;78 Lood en werken van lood;2011;0.5;0.0;78.8;21.2
2018;78 Lood en werken van lood;2012;0.4;0.0;85.5;14.5
2019;78 Lood en werken van lood;2013;0.6;0.0;86.9;13.1
2020;78 Lood en werken van lood;2014;0.8;0.0;68.3;31.7
2021;78 Lood en werken van lood;2015;0.6;0.0;80.7;19.3
2022;78 Lood en werken van lood;2016;0.6;0.0;59.6;40.4
2023;78 Lood en werken van lood;2017;0.4;0.0;87.5;12.5
2024;78 Lood en werken van lood;2018;0.5;0.0;92.6;7.4
2025;78 Lood en werken van lood;2019;0.5;0.0;80.6;19.4
2026;78 Lood en werken van lood;2020;0.4;0.0;89.6;10.4
2027;78 Lood en werken van lood;2021;0.7;0.0;90.3;9.7
2028;79 Zink en werken van zink;1996;1.6;0.1;;
2029;79 Zink en werken van zink;1997;1.9;0.2;;
2030;79 Zink en werken van zink;1998;2.6;0.2;;
2031;79 Zink en werken van zink;1999;2.2;0.2;;
2032;79 Zink en werken van zink;2000;2.1;0.2;;
2033;79 Zink en werken van zink;2001;1.8;0.1;;
2034;79 Zink en werken van zink;2002;1.8;0.1;77.2;22.8
2035;79 Zink en werken van zink;2003;2.1;0.1;64.5;35.5
2036;79 Zink en werken van zink;2004;1.9;0.1;73.6;26.4
2037;79 Zink en werken van zink;2005;1.7;0.2;80.2;19.8
2038;79 Zink en werken van zink;2006;2.1;0.3;80.9;19.1
2039;79 Zink en werken van zink;2007;1.7;0.3;78.7;21.3
2040;79 Zink en werken van zink;2008;1.7;0.1;73.9;26.1
2041;79 Zink en werken van zink;2009;1.3;0.1;65.4;34.6
2042;79 Zink en werken van zink;2010;1.2;0.1;52.5;47.5
2043;79 Zink en werken van zink;2011;1.0;0.1;57.4;42.6
2044;79 Zink en werken van zink;2012;1.2;0.1;27.2;72.8
2045;79 Zink en werken van zink;2013;1.6;0.1;69.7;30.3
2046;79 Zink en werken van zink;2014;1.6;0.2;73.2;26.8
2047;79 Zink en werken van zink;2015;1.5;0.2;68.9;31.1
2048;79 Zink en werken van zink;2016;1.6;0.2;72.6;27.4
2049;79 Zink en werken van zink;2017;1.5;0.2;62.4;37.6
2050;79 Zink en werken van zink;2018;1.4;0.2;64.1;35.9
2051;79 Zink en werken van zink;2019;1.6;0.2;56.5;43.5
2052;79 Zink en werken van zink;2020;1.6;0.2;56.2;43.8
2053;79 Zink en werken van zink;2021;1.7;0.2;75.4;24.6
2054;80 Tin en werken van tin;1996;1.6;0.0;;
2055;80 Tin en werken van tin;1997;1.8;0.0;;
2056;80 Tin en werken van tin;1998;4.0;0.0;;
2057;80 Tin en werken van tin;1999;3.7;0.0;;
2058;80 Tin en werken van tin;2000;2.7;0.0;;
2059;80 Tin en werken van tin;2001;1.3;0.0;;
2060;80 Tin en werken van tin;2002;2.4;0.0;32.4;67.6
2061;80 Tin en werken van tin;2003;2.1;0.0;37.2;62.8
2062;80 Tin en werken van tin;2004;2.2;0.0;21.9;78.1
2063;80 Tin en werken van tin;2005;2.0;0.0;20.9;79.1
2064;80 Tin en werken van tin;2006;1.9;0.0;25.3;74.7
2065;80 Tin en werken van tin;2007;2.3;0.0;52.6;47.4
2066;80 Tin en werken van tin;2008;2.0;0.0;39.0;61.0
2067;80 Tin en werken van tin;2009;1.6;0.0;50.3;49.7
2068;80 Tin en werken van tin;2010;2.3;0.0;49.5;50.5
2069;80 Tin en werken van tin;2011;1.9;0.0;44.2;55.8
2070;80 Tin en werken van tin;2012;2.3;0.0;33.7;66.3
2071;80 Tin en werken van tin;2013;2.7;0.0;32.8;67.2
2072;80 Tin en werken van tin;2014;3.3;0.0;32.6;67.4
2073;80 Tin en werken van tin;2015;4.0;0.0;14.2;85.8
2074;80 Tin en werken van tin;2016;3.0;0.0;17.5;82.5
2075;80 Tin en werken van tin;2017;2.8;0.0;14.3;85.7
2076;80 Tin en werken van tin;2018;1.7;0.0;10.3;89.7
2077;80 Tin en werken van tin;2019;1.5;0.0;15.5;84.5
2078;80 Tin en werken van tin;2020;1.6;0.0;16.6;83.4
2079;80 Tin en werken van tin;2021;2.0;0.0;19.1;80.9
2080;"81 Andere onedele metalen; cermets; w...";1996;0.8;0.1;;
2081;"81 Andere onedele metalen; cermets; w...";1997;0.8;0.1;;
2082;"81 Andere onedele metalen; cermets; w...";1998;0.7;0.1;;
2083;"81 Andere onedele metalen; cermets; w...";1999;0.8;0.1;;
2084;"81 Andere onedele metalen; cermets; w...";2000;0.7;0.1;;
2085;"81 Andere onedele metalen; cermets; w...";2001;0.6;0.1;;
2086;"81 Andere onedele metalen; cermets; w...";2002;0.6;0.0;30.7;69.3
2087;"81 Andere onedele metalen; cermets; w...";2003;0.7;0.1;33.7;66.3
2088;"81 Andere onedele metalen; cermets; w...";2004;0.6;0.1;32.3;67.7
2089;"81 Andere onedele metalen; cermets; w...";2005;0.5;0.1;36.3;63.7
2090;"81 Andere onedele metalen; cermets; w...";2006;0.5;0.1;36.7;63.3
2091;"81 Andere onedele metalen; cermets; w...";2007;0.7;0.1;37.5;62.5
2092;"81 Andere onedele metalen; cermets; w...";2008;0.5;0.1;47.4;52.6
2093;"81 Andere onedele metalen; cermets; w...";2009;0.6;0.1;46.5;53.5
2094;"81 Andere onedele metalen; cermets; w...";2010;1.0;0.1;28.6;71.4
2095;"81 Andere onedele metalen; cermets; w...";2011;0.8;0.1;39.9;60.1
2096;"81 Andere onedele metalen; cermets; w...";2012;0.5;0.1;26.1;73.9
2097;"81 Andere onedele metalen; cermets; w...";2013;0.5;0.1;40.4;59.6
2098;"81 Andere onedele metalen; cermets; w...";2014;0.4;0.0;32.2;67.8
2099;"81 Andere onedele metalen; cermets; w...";2015;0.4;0.0;42.6;57.4
2100;"81 Andere onedele metalen; cermets; w...";2016;0.6;0.1;42.3;57.7
2101;"81 Andere onedele metalen; cermets; w...";2017;0.6;0.1;54.0;46.0
2102;"81 Andere onedele metalen; cermets; w...";2018;0.5;0.1;36.6;63.4
2103;"81 Andere onedele metalen; cermets; w...";2019;0.5;0.0;40.5;59.5
2104;"81 Andere onedele metalen; cermets; w...";2020;0.6;0.0;36.9;63.1
2105;"81 Andere onedele metalen; cermets; w...";2021;0.8;0.1;40.0;60.0
2106;"82 Gereedschap; messenmakerswerk, lep...";1996;0.9;0.4;;
2107;"82 Gereedschap; messenmakerswerk, lep...";1997;1.0;0.5;;
2108;"82 Gereedschap; messenmakerswerk, lep...";1998;1.0;0.5;;
2109;"82 Gereedschap; messenmakerswerk, lep...";1999;1.0;0.5;;
2110;"82 Gereedschap; messenmakerswerk, lep...";2000;0.9;0.4;;
2111;"82 Gereedschap; messenmakerswerk, lep...";2001;0.8;0.4;;
2112;"82 Gereedschap; messenmakerswerk, lep...";2002;0.4;0.2;50.0;50.0
2113;"82 Gereedschap; messenmakerswerk, lep...";2003;0.4;0.2;49.6;50.4
2114;"82 Gereedschap; messenmakerswerk, lep...";2004;0.3;0.2;42.2;57.8
2115;"82 Gereedschap; messenmakerswerk, lep...";2005;0.4;0.2;39.8;60.2
2116;"82 Gereedschap; messenmakerswerk, lep...";2006;0.3;0.2;39.8;60.2
2117;"82 Gereedschap; messenmakerswerk, lep...";2007;0.4;0.2;41.5;58.5
2118;"82 Gereedschap; messenmakerswerk, lep...";2008;1.0;0.5;16.1;83.9
2119;"82 Gereedschap; messenmakerswerk, lep...";2009;1.0;0.4;21.3;78.7
2120;"82 Gereedschap; messenmakerswerk, lep...";2010;1.0;0.4;24.6;75.4
2121;"82 Gereedschap; messenmakerswerk, lep...";2011;1.1;0.5;26.8;73.2
2122;"82 Gereedschap; messenmakerswerk, lep...";2012;1.0;0.4;31.1;68.9
2123;"82 Gereedschap; messenmakerswerk, lep...";2013;1.0;0.4;32.5;67.5
2124;"82 Gereedschap; messenmakerswerk, lep...";2014;1.0;0.4;25.9;74.1
2125;"82 Gereedschap; messenmakerswerk, lep...";2015;0.6;0.3;51.1;48.9
2126;"82 Gereedschap; messenmakerswerk, lep...";2016;0.7;0.3;48.4;51.6
2127;"82 Gereedschap; messenmakerswerk, lep...";2017;0.8;0.3;52.4;47.6
2128;"82 Gereedschap; messenmakerswerk, lep...";2018;0.6;0.3;38.6;61.4
2129;"82 Gereedschap; messenmakerswerk, lep...";2019;0.7;0.3;38.3;61.7
2130;"82 Gereedschap; messenmakerswerk, lep...";2020;0.6;0.3;39.3;60.7
2131;"82 Gereedschap; messenmakerswerk, lep...";2021;0.6;0.2;38.8;61.2
2132;83 Allerlei werken van onedele metalen;1996;0.6;0.3;;
2133;83 Allerlei werken van onedele metalen;1997;0.5;0.3;;
2134;83 Allerlei werken van onedele metalen;1998;0.5;0.3;;
2135;83 Allerlei werken van onedele metalen;1999;0.5;0.3;;
2136;83 Allerlei werken van onedele metalen;2000;0.6;0.3;;
2137;83 Allerlei werken van onedele metalen;2001;0.5;0.3;;
2138;83 Allerlei werken van onedele metalen;2002;0.5;0.3;66.1;33.9
2139;83 Allerlei werken van onedele metalen;2003;0.4;0.2;63.5;36.5
2140;83 Allerlei werken van onedele metalen;2004;0.4;0.2;65.4;34.6
2141;83 Allerlei werken van onedele metalen;2005;0.4;0.2;64.0;36.0
2142;83 Allerlei werken van onedele metalen;2006;0.4;0.2;65.5;34.5
2143;83 Allerlei werken van onedele metalen;2007;0.5;0.2;68.3;31.7
2144;83 Allerlei werken van onedele metalen;2008;0.4;0.2;63.9;36.1
2145;83 Allerlei werken van onedele metalen;2009;0.5;0.2;59.8;40.2
2146;83 Allerlei werken van onedele metalen;2010;0.4;0.2;56.2;43.8
2147;83 Allerlei werken van onedele metalen;2011;0.4;0.2;57.8;42.2
2148;83 Allerlei werken van onedele metalen;2012;0.4;0.2;59.4;40.6
2149;83 Allerlei werken van onedele metalen;2013;0.4;0.2;60.4;39.6
2150;83 Allerlei werken van onedele metalen;2014;0.4;0.2;49.8;50.2
2151;83 Allerlei werken van onedele metalen;2015;0.4;0.2;55.4;44.6
2152;83 Allerlei werken van onedele metalen;2016;0.4;0.2;52.1;47.9
2153;83 Allerlei werken van onedele metalen;2017;0.4;0.2;48.7;51.3
2154;83 Allerlei werken van onedele metalen;2018;0.4;0.2;48.5;51.5
2155;83 Allerlei werken van onedele metalen;2019;0.4;0.2;50.0;50.0
2156;83 Allerlei werken van onedele metalen;2020;0.4;0.2;45.6;54.4
2157;83 Allerlei werken van onedele metalen;2021;0.4;0.2;50.5;49.5
2158;84 Kernreactoren, stoomketels, machin...;1996;0.8;14.0;;
2159;84 Kernreactoren, stoomketels, machin...;1997;0.9;15.0;;
2160;84 Kernreactoren, stoomketels, machin...;1998;1.0;16.9;;
2161;84 Kernreactoren, stoomketels, machin...;1999;1.0;17.0;;
2162;84 Kernreactoren, stoomketels, machin...;2000;1.0;16.6;;
2163;84 Kernreactoren, stoomketels, machin...;2001;1.0;17.1;;
2164;84 Kernreactoren, stoomketels, machin...;2002;1.0;16.5;28.1;71.9
2165;84 Kernreactoren, stoomketels, machin...;2003;1.1;16.5;29.1;70.9
2166;84 Kernreactoren, stoomketels, machin...;2004;1.0;16.0;29.2;70.8
2167;84 Kernreactoren, stoomketels, machin...;2005;1.0;16.2;29.9;70.1
2168;84 Kernreactoren, stoomketels, machin...;2006;1.0;15.9;27.0;73.0
2169;84 Kernreactoren, stoomketels, machin...;2007;1.0;16.4;35.5;64.5
2170;84 Kernreactoren, stoomketels, machin...;2008;1.0;15.1;36.9;63.1
2171;84 Kernreactoren, stoomketels, machin...;2009;1.0;15.1;35.8;64.2
2172;84 Kernreactoren, stoomketels, machin...;2010;1.0;15.0;35.7;64.3
2173;84 Kernreactoren, stoomketels, machin...;2011;1.0;14.2;40.4;59.6
2174;84 Kernreactoren, stoomketels, machin...;2012;0.9;13.2;37.3;62.7
2175;84 Kernreactoren, stoomketels, machin...;2013;0.9;13.2;38.8;61.2
2176;84 Kernreactoren, stoomketels, machin...;2014;1.0;13.6;41.2;58.8
2177;84 Kernreactoren, stoomketels, machin...;2015;1.0;13.5;48.5;51.5
2178;84 Kernreactoren, stoomketels, machin...;2016;0.9;13.3;45.1;54.9
2179;84 Kernreactoren, stoomketels, machin...;2017;0.9;12.8;49.4;50.6
2180;84 Kernreactoren, stoomketels, machin...;2018;0.9;13.3;52.8;47.2
2181;84 Kernreactoren, stoomketels, machin...;2019;0.9;13.5;52.0;48.0
2182;84 Kernreactoren, stoomketels, machin...;2020;1.0;13.7;53.5;46.5
2183;84 Kernreactoren, stoomketels, machin...;2021;1.0;13.0;57.2;42.8
2184;85 Elektrische machines, apparaten, u...;1996;0.8;8.5;;
2185;85 Elektrische machines, apparaten, u...;1997;0.9;9.0;;
2186;85 Elektrische machines, apparaten, u...;1998;0.9;9.5;;
2187;85 Elektrische machines, apparaten, u...;1999;0.9;10.4;;
2188;85 Elektrische machines, apparaten, u...;2000;1.0;11.9;;
2189;85 Elektrische machines, apparaten, u...;2001;1.0;11.9;;
2190;85 Elektrische machines, apparaten, u...;2002;0.9;10.3;28.1;71.9
2191;85 Elektrische machines, apparaten, u...;2003;1.1;10.5;27.5;72.5
2192;85 Elektrische machines, apparaten, u...;2004;1.1;11.3;22.9;77.1
2193;85 Elektrische machines, apparaten, u...;2005;1.0;10.8;23.2;76.8
2194;85 Elektrische machines, apparaten, u...;2006;0.9;9.6;24.6;75.4
2195;85 Elektrische machines, apparaten, u...;2007;1.3;11.4;19.6;80.4
2196;85 Elektrische machines, apparaten, u...;2008;1.1;9.4;23.2;76.8
2197;85 Elektrische machines, apparaten, u...;2009;1.1;9.4;25.5;74.5
2198;85 Elektrische machines, apparaten, u...;2010;1.1;9.8;22.4;77.6
2199;85 Elektrische machines, apparaten, u...;2011;1.1;8.7;22.3;77.7
2200;85 Elektrische machines, apparaten, u...;2012;1.0;8.1;22.2;77.8
2201;85 Elektrische machines, apparaten, u...;2013;1.1;7.9;23.0;77.0
2202;85 Elektrische machines, apparaten, u...;2014;1.1;8.6;23.1;76.9
2203;85 Elektrische machines, apparaten, u...;2015;1.2;9.4;25.6;74.4
2204;85 Elektrische machines, apparaten, u...;2016;1.2;9.4;21.1;78.9
2205;85 Elektrische machines, apparaten, u...;2017;1.1;10.2;18.7;81.3
