ID;Aardoliegrondstoffen;Bestemming;Perioden;TotaalAanbod_1;Winning_2;ProductieUitAndereBronnen_3;Invoer_4;Uitvoer_5;Voorraadmutatie_6;TotaalVerbruik_7;Verwerking_8;FinaalVerbruik_9;Beginvoorraad_10;Eindvoorraad_11;Voorraadmutatie_12
103;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 september;4954.0;185.0;113.0;7754.0;3431.0;333.0;4954.0;4719.0;235.0;7370.0;7037.0;333.0
104;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 3e kwartaal;14307.0;532.0;128.0;24439.0;11392.0;601.0;14307.0;13636.0;671.0;7638.0;7037.0;601.0
105;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 oktober;5197.0;199.0;26.0;8853.0;3721.0;-160.0;5197.0;5004.0;193.0;7037.0;7196.0;-160.0
106;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 november;4911.0;209.0;-4.0;7931.0;3429.0;203.0;4911.0;4769.0;142.0;7196.0;6993.0;203.0
107;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 december;4988.0;209.0;143.0;9059.0;3738.0;-687.0;4988.0;4762.0;227.0;6993.0;7680.0;-687.0
108;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2014 4e kwartaal;15096.0;617.0;165.0;25843.0;10887.0;-643.0;15096.0;14534.0;562.0;7037.0;7680.0;-643.0
109;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 januari;5149.0;184.0;74.0;8298.0;3741.0;335.0;5149.0;5018.0;131.0;7680.0;7344.0;335.0
110;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 februari;4743.0;185.0;53.0;8465.0;3470.0;-491.0;4743.0;4626.0;116.0;7344.0;7835.0;-491.0
111;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 maart;4591.0;200.0;101.0;8252.0;3953.0;-9.0;4591.0;4494.0;97.0;7835.0;7844.0;-9.0
112;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 1e kwartaal;14483.0;567.0;228.0;25015.0;11164.0;-164.0;14483.0;14138.0;344.0;7680.0;7844.0;-164.0
113;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 april;4733.0;171.0;13.0;8667.0;3820.0;-298.0;4733.0;4575.0;158.0;7844.0;8142.0;-298.0
114;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 mei;5293.0;175.0;-9.0;9395.0;4036.0;-232.0;5293.0;5111.0;182.0;8142.0;8374.0;-232.0
115;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 juni;5067.0;140.0;-34.0;8852.0;3665.0;-225.0;5067.0;4797.0;270.0;8374.0;8599.0;-225.0
116;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 2e kwartaal;15093.0;487.0;-31.0;26914.0;11521.0;-755.0;15093.0;14483.0;610.0;7844.0;8599.0;-755.0
117;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 juli;5269.0;150.0;33.0;8595.0;3813.0;304.0;5269.0;5052.0;217.0;8599.0;8295.0;304.0
118;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 augustus;5360.0;165.0;59.0;9259.0;3745.0;-379.0;5360.0;5080.0;280.0;8295.0;8674.0;-379.0
119;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 september;5251.0;149.0;15.0;8657.0;3783.0;212.0;5251.0;4996.0;254.0;8674.0;8461.0;212.0
120;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 3e kwartaal;15880.0;467.0;107.0;26511.0;11341.0;137.0;15880.0;15129.0;751.0;8599.0;8461.0;137.0
121;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 oktober;5420.0;151.0;38.0;8688.0;3511.0;54.0;5420.0;5235.0;186.0;8461.0;8408.0;54.0
122;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 november;4639.0;175.0;-46.0;7932.0;3431.0;9.0;4639.0;4407.0;231.0;8408.0;8399.0;9.0
123;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 december;5435.0;158.0;176.0;9429.0;4074.0;-254.0;5435.0;5237.0;198.0;8399.0;8653.0;-254.0
124;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2015 4e kwartaal;15494.0;484.0;168.0;26048.0;11015.0;-192.0;15494.0;14879.0;615.0;8461.0;8653.0;-192.0
125;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 januari;5087.0;167.0;63.0;9128.0;4045.0;-225.0;5087.0;4939.0;149.0;8653.0;8878.0;-225.0
126;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 februari;4753.0;133.0;18.0;7893.0;3535.0;245.0;4753.0;4620.0;133.0;8878.0;8633.0;245.0
127;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 maart;5042.0;149.0;47.0;8307.0;3673.0;210.0;5042.0;4778.0;264.0;8633.0;8422.0;210.0
128;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 1e kwartaal;14882.0;450.0;128.0;25327.0;11253.0;231.0;14882.0;14336.0;546.0;8653.0;8422.0;231.0
129;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 april;5038.0;116.0;6.0;8212.0;3557.0;262.0;5038.0;4885.0;153.0;8422.0;8160.0;262.0
130;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 mei;5039.0;127.0;12.0;8762.0;3711.0;-151.0;5039.0;4804.0;235.0;8160.0;8311.0;-151.0
131;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 juni;5030.0;102.0;15.0;8811.0;3589.0;-309.0;5030.0;4903.0;126.0;8311.0;8620.0;-309.0
132;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 2e kwartaal;15106.0;345.0;32.0;25785.0;10857.0;-197.0;15106.0;14592.0;515.0;8422.0;8620.0;-197.0
133;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 juli;4896.0;127.0;-17.0;9054.0;3826.0;-444.0;4896.0;4743.0;153.0;8620.0;9063.0;-444.0
134;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 augustus;5167.0;111.0;41.0;8455.0;3697.0;257.0;5167.0;4991.0;176.0;9063.0;8807.0;257.0
135;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 september;5231.0;100.0;3.0;8722.0;3617.0;22.0;5231.0;5017.0;214.0;8807.0;8785.0;22.0
136;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 3e kwartaal;15295.0;340.0;27.0;26232.0;11139.0;-165.0;15295.0;14751.0;543.0;8620.0;8785.0;-165.0
137;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 oktober;5493.0;142.0;45.0;8881.0;3606.0;32.0;5493.0;5277.0;216.0;8785.0;8752.0;32.0
138;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 november;5378.0;135.0;40.0;8323.0;3346.0;227.0;5378.0;5202.0;176.0;8752.0;8526.0;227.0
139;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 december;5463.0;146.0;66.0;8706.0;3893.0;438.0;5463.0;5267.0;196.0;8526.0;8087.0;438.0
140;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2016 4e kwartaal;16334.0;423.0;150.0;25909.0;10845.0;697.0;16334.0;15746.0;588.0;8785.0;8087.0;697.0
141;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 januari;5534.0;138.0;108.0;9433.0;3770.0;-376.0;5534.0;5340.0;194.0;8087.0;8463.0;-376.0
142;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 februari;4996.0;115.0;111.0;8562.0;3429.0;-364.0;4996.0;4834.0;162.0;8463.0;8827.0;-364.0
143;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 maart;5545.0;125.0;-2.0;8589.0;3845.0;678.0;5545.0;5389.0;156.0;8827.0;8149.0;678.0
144;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 1e kwartaal;16075.0;379.0;217.0;26584.0;11044.0;-62.0;16075.0;15563.0;512.0;8087.0;8149.0;-62.0
145;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 april;5499.0;126.0;-8.0;9685.0;3787.0;-515.0;5499.0;5340.0;159.0;8149.0;8665.0;-515.0
146;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 mei;5301.0;124.0;54.0;9232.0;3780.0;-329.0;5301.0;5124.0;177.0;8665.0;8994.0;-329.0
147;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 juni;5285.0;92.0;0.0;9266.0;3933.0;-140.0;5285.0;5082.0;202.0;8994.0;9134.0;-140.0
148;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 2e kwartaal;16084.0;340.0;47.0;28183.0;11500.0;-985.0;16084.0;15546.0;538.0;8149.0;9134.0;-985.0
149;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 juli;5436.0;104.0;43.0;9023.0;4056.0;323.0;5436.0;5218.0;217.0;9134.0;8811.0;323.0
150;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 augustus;4724.0;118.0;59.0;8043.0;4071.0;575.0;4724.0;4566.0;158.0;8811.0;8236.0;575.0
151;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 september;4825.0;112.0;52.0;7737.0;3909.0;834.0;4825.0;4693.0;132.0;8236.0;7401.0;834.0
152;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 3e kwartaal;14985.0;334.0;153.0;24803.0;12036.0;1733.0;14985.0;14477.0;508.0;9134.0;7401.0;1733.0
153;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 oktober;4682.0;128.0;24.0;8876.0;3629.0;-718.0;4682.0;4525.0;158.0;7401.0;8119.0;-718.0
154;Aardoliegrondstoffen, totaal;Totaal voor verwerking en doorvoer;2017 november;4726.0;146.0;121.0;8268.0;3756.0;-54.0;4726.0;4562.0;165.0;8119.0;8173.0;-54.0
