ID;GWW;Periods;InputPriceIndices_1;ChangesComparedTo1YearEarlier_2
950;4212a.11.10 Escalators;2022 December;124.0;6.6
951;4212a.11.10 Escalators;2023 January;123.4;3.2
952;4212a.11.10 Escalators;2023 February;122.1;1.5
953;4212a.11.10 Escalators;2023 March;122.1;-0.9
954;4212a.11.10 Escalators;2023 April;122.0;-4.3
955;4212a.11.10 Escalators;2023 May;121.6;-5.6
956;4212a.11.10 Escalators;2023 June;120.3;-6.2
957;4212a.11.10 Escalators;2023 July;118.6;-8.2
958;4212a.11.10 Escalators;2023 August;117.7;-7.7
959;4212a.11.10 Escalators;2023 September;117.2;-8.1
960;4212a.11.10 Escalators;2023 October;116.9;-7.1
961;4212a.11.10 Escalators;2023 November;116.5;-6.2
962;4212a.11.10 Escalators;2023 December;116.1;-6.4
963;4212a.11.10 Escalators;2024 January;116.2;-5.8
964;4212a.11.10 Escalators;2024 February;116.9;-4.3
965;4212a.11.10 Escalators;2024 March;117.0;-4.2
966;4212a.11.10 Escalators;2024 April;116.3;-4.7
967;4212a.11.10 Escalators;2024 May;115.7;-4.8
968;4212a.11.10 Escalators;2024 June;116.3;-3.3
969;4212a.11.10 Escalators;2024 July;117.0;-1.3
970;4212a.11.10 Escalators;2024 August;116.6;-0.9
971;4212a.11.10 Escalators;2024 September;116.7;-0.4
972;4212a.11.10 Escalators;2024 October;116.3;-0.5
973;4212a.11.10 Escalators;2024 November;116.5;0.0
974;4212a.11.10 Escalators;2024 December;116.1;0.0
975;4212a.11.10 Escalators;2025 January;116.7;0.5
976;4212a.11.11 Telecom;2020 January;100.0;
977;4212a.11.11 Telecom;2020 February;100.2;
978;4212a.11.11 Telecom;2020 March;99.8;
979;4212a.11.11 Telecom;2020 April;100.3;
980;4212a.11.11 Telecom;2020 May;100.2;
981;4212a.11.11 Telecom;2020 June;99.7;
982;4212a.11.11 Telecom;2020 July;100.3;
983;4212a.11.11 Telecom;2020 August;100.0;
984;4212a.11.11 Telecom;2020 September;99.9;
985;4212a.11.11 Telecom;2020 October;99.8;
986;4212a.11.11 Telecom;2020 November;99.6;
987;4212a.11.11 Telecom;2020 December;100.0;
988;4212a.11.11 Telecom;2021 January;100.4;0.4
989;4212a.11.11 Telecom;2021 February;100.5;0.3
990;4212a.11.11 Telecom;2021 March;101.0;1.2
991;4212a.11.11 Telecom;2021 April;101.1;0.9
992;4212a.11.11 Telecom;2021 May;101.3;1.1
993;4212a.11.11 Telecom;2021 June;101.4;1.7
994;4212a.11.11 Telecom;2021 July;102.0;1.7
995;4212a.11.11 Telecom;2021 August;101.1;1.1
996;4212a.11.11 Telecom;2021 September;101.1;1.2
997;4212a.11.11 Telecom;2021 October;101.6;1.7
998;4212a.11.11 Telecom;2021 November;101.8;2.1
999;4212a.11.11 Telecom;2021 December;101.9;1.9
1000;4212a.11.11 Telecom;2022 January;103.1;2.6
1001;4212a.11.11 Telecom;2022 February;104.6;4.0
1002;4212a.11.11 Telecom;2022 March;104.7;3.7
1003;4212a.11.11 Telecom;2022 April;105.3;4.2
1004;4212a.11.11 Telecom;2022 May;105.7;4.4
1005;4212a.11.11 Telecom;2022 June;105.7;4.2
1006;4212a.11.11 Telecom;2022 July;106.4;4.4
1007;4212a.11.11 Telecom;2022 August;106.5;5.3
1008;4212a.11.11 Telecom;2022 September;107.0;5.8
1009;4212a.11.11 Telecom;2022 October;107.1;5.5
1010;4212a.11.11 Telecom;2022 November;106.9;5.1
1011;4212a.11.11 Telecom;2022 December;109.1;7.0
1012;4212a.11.11 Telecom;2023 January;108.8;5.5
1013;4212a.11.11 Telecom;2023 February;108.9;4.2
1014;4212a.11.11 Telecom;2023 March;109.8;4.9
1015;4212a.11.11 Telecom;2023 April;109.5;3.9
1016;4212a.11.11 Telecom;2023 May;109.1;3.2
1017;4212a.11.11 Telecom;2023 June;109.3;3.4
1018;4212a.11.11 Telecom;2023 July;108.6;2.0
1019;4212a.11.11 Telecom;2023 August;108.7;2.1
1020;4212a.11.11 Telecom;2023 September;108.6;1.6
1021;4212a.11.11 Telecom;2023 October;108.9;1.7
1022;4212a.11.11 Telecom;2023 November;108.8;1.8
1023;4212a.11.11 Telecom;2023 December;109.1;0.0
1024;4212a.11.11 Telecom;2024 January;110.7;1.8
1025;4212a.11.11 Telecom;2024 February;110.4;1.4
1026;4212a.11.11 Telecom;2024 March;110.5;0.6
1027;4212a.11.11 Telecom;2024 April;111.1;1.4
1028;4212a.11.11 Telecom;2024 May;111.2;2.0
1029;4212a.11.11 Telecom;2024 June;112.4;2.8
1030;4212a.11.11 Telecom;2024 July;114.7;5.6
1031;4212a.11.11 Telecom;2024 August;114.3;5.2
1032;4212a.11.11 Telecom;2024 September;114.1;5.0
1033;4212a.11.11 Telecom;2024 October;114.1;4.7
1034;4212a.11.11 Telecom;2024 November;114.3;5.0
1035;4212a.11.11 Telecom;2024 December;114.5;4.9
1036;4212a.11.11 Telecom;2025 January;115.9;4.7
1037;4212a.11.12 Traction power supply/CAB;2020 January;99.6;
1038;4212a.11.12 Traction power supply/CAB;2020 February;99.8;
1039;4212a.11.12 Traction power supply/CAB;2020 March;99.6;
1040;4212a.11.12 Traction power supply/CAB;2020 April;99.8;
1041;4212a.11.12 Traction power supply/CAB;2020 May;99.8;
1042;4212a.11.12 Traction power supply/CAB;2020 June;99.6;
1043;4212a.11.12 Traction power supply/CAB;2020 July;100.3;
1044;4212a.11.12 Traction power supply/CAB;2020 August;100.1;
1045;4212a.11.12 Traction power supply/CAB;2020 September;100.2;
1046;4212a.11.12 Traction power supply/CAB;2020 October;100.4;
1047;4212a.11.12 Traction power supply/CAB;2020 November;100.3;
1048;4212a.11.12 Traction power supply/CAB;2020 December;100.6;
1049;4212a.11.12 Traction power supply/CAB;2021 January;100.2;0.6
1050;4212a.11.12 Traction power supply/CAB;2021 February;100.3;0.5
1051;4212a.11.12 Traction power supply/CAB;2021 March;100.7;1.2
1052;4212a.11.12 Traction power supply/CAB;2021 April;101.0;1.2
1053;4212a.11.12 Traction power supply/CAB;2021 May;101.3;1.4
1054;4212a.11.12 Traction power supply/CAB;2021 June;101.4;1.9
1055;4212a.11.12 Traction power supply/CAB;2021 July;102.1;1.9
1056;4212a.11.12 Traction power supply/CAB;2021 August;101.8;1.7
1057;4212a.11.12 Traction power supply/CAB;2021 September;101.9;1.7
1058;4212a.11.12 Traction power supply/CAB;2021 October;102.5;2.1
1059;4212a.11.12 Traction power supply/CAB;2021 November;102.6;2.3
1060;4212a.11.12 Traction power supply/CAB;2021 December;102.9;2.3
1061;4212a.11.12 Traction power supply/CAB;2022 January;106.0;5.8
1062;4212a.11.12 Traction power supply/CAB;2022 February;106.1;5.8
1063;4212a.11.12 Traction power supply/CAB;2022 March;106.3;5.6
1064;4212a.11.12 Traction power supply/CAB;2022 April;107.4;6.4
1065;4212a.11.12 Traction power supply/CAB;2022 May;110.1;8.7
1066;4212a.11.12 Traction power supply/CAB;2022 June;109.8;8.3
1067;4212a.11.12 Traction power supply/CAB;2022 July;110.4;8.1
1068;4212a.11.12 Traction power supply/CAB;2022 August;110.8;8.8
1069;4212a.11.12 Traction power supply/CAB;2022 September;111.3;9.3
1070;4212a.11.12 Traction power supply/CAB;2022 October;112.9;10.1
1071;4212a.11.12 Traction power supply/CAB;2022 November;113.0;10.1
1072;4212a.11.12 Traction power supply/CAB;2022 December;112.8;9.6
1073;4212a.11.12 Traction power supply/CAB;2023 January;113.8;7.4
1074;4212a.11.12 Traction power supply/CAB;2023 February;114.0;7.4
1075;4212a.11.12 Traction power supply/CAB;2023 March;114.4;7.6
1076;4212a.11.12 Traction power supply/CAB;2023 April;114.7;6.8
1077;4212a.11.12 Traction power supply/CAB;2023 May;114.4;4.0
1078;4212a.11.12 Traction power supply/CAB;2023 June;114.7;4.4
1079;4212a.11.12 Traction power supply/CAB;2023 July;115.2;4.4
1080;4212a.11.12 Traction power supply/CAB;2023 August;115.2;4.0
1081;4212a.11.12 Traction power supply/CAB;2023 September;115.1;3.4
1082;4212a.11.12 Traction power supply/CAB;2023 October;115.3;2.2
1083;4212a.11.12 Traction power supply/CAB;2023 November;120.1;6.3
1084;4212a.11.12 Traction power supply/CAB;2023 December;120.6;6.9
1085;4212a.11.12 Traction power supply/CAB;2024 January;121.1;6.4
1086;4212a.11.12 Traction power supply/CAB;2024 February;122.1;7.1
1087;4212a.11.12 Traction power supply/CAB;2024 March;122.2;6.8
1088;4212a.11.12 Traction power supply/CAB;2024 April;123.7;7.8
1089;4212a.11.12 Traction power supply/CAB;2024 May;122.5;7.0
1090;4212a.11.12 Traction power supply/CAB;2024 June;121.8;6.2
1091;4212a.11.12 Traction power supply/CAB;2024 July;124.5;8.0
1092;4212a.11.12 Traction power supply/CAB;2024 August;124.5;8.0
1093;4212a.11.12 Traction power supply/CAB;2024 September;124.0;7.7
1094;4212a.11.12 Traction power supply/CAB;2024 October;124.0;7.5
1095;4212a.11.12 Traction power supply/CAB;2024 November;124.5;3.6
1096;4212a.11.12 Traction power supply/CAB;2024 December;124.5;3.2
1097;4212a.11.12 Traction power supply/CAB;2025 January;125.6;3.8
1098;4212a.11.13 Train security;2020 January;99.8;
1099;4212a.11.13 Train security;2020 February;100.1;
1100;4212a.11.13 Train security;2020 March;99.8;
1101;4212a.11.13 Train security;2020 April;100.1;
1102;4212a.11.13 Train security;2020 May;100.1;
1103;4212a.11.13 Train security;2020 June;99.7;
1104;4212a.11.13 Train security;2020 July;100.3;
1105;4212a.11.13 Train security;2020 August;100.0;
1106;4212a.11.13 Train security;2020 September;100.1;
1107;4212a.11.13 Train security;2020 October;100.0;
1108;4212a.11.13 Train security;2020 November;99.9;
1109;4212a.11.13 Train security;2020 December;100.1;
1110;4212a.11.13 Train security;2021 January;100.7;0.8
1111;4212a.11.13 Train security;2021 February;100.8;0.7
1112;4212a.11.13 Train security;2021 March;101.1;1.3
1113;4212a.11.13 Train security;2021 April;101.3;1.2
1114;4212a.11.13 Train security;2021 May;101.4;1.3
1115;4212a.11.13 Train security;2021 June;101.6;1.9
1116;4212a.11.13 Train security;2021 July;102.3;2.0
1117;4212a.11.13 Train security;2021 August;101.5;1.5
1118;4212a.11.13 Train security;2021 September;101.7;1.6
1119;4212a.11.13 Train security;2021 October;102.2;2.2
1120;4212a.11.13 Train security;2021 November;102.4;2.5
1121;4212a.11.13 Train security;2021 December;102.6;2.5
1122;4212a.11.13 Train security;2022 January;104.6;3.9
1123;4212a.11.13 Train security;2022 February;105.7;4.8
1124;4212a.11.13 Train security;2022 March;105.9;4.7
1125;4212a.11.13 Train security;2022 April;106.8;5.4
1126;4212a.11.13 Train security;2022 May;107.5;6.0
1127;4212a.11.13 Train security;2022 June;107.5;5.8
1128;4212a.11.13 Train security;2022 July;108.6;6.2
1129;4212a.11.13 Train security;2022 August;108.6;6.9
1130;4212a.11.13 Train security;2022 September;109.1;7.3
1131;4212a.11.13 Train security;2022 October;109.5;7.1
1132;4212a.11.13 Train security;2022 November;109.3;6.7
1133;4212a.11.13 Train security;2022 December;110.6;7.8
1134;4212a.11.13 Train security;2023 January;111.8;6.9
1135;4212a.11.13 Train security;2023 February;111.8;5.8
1136;4212a.11.13 Train security;2023 March;112.4;6.2
1137;4212a.11.13 Train security;2023 April;112.0;4.8
1138;4212a.11.13 Train security;2023 May;111.4;3.6
1139;4212a.11.13 Train security;2023 June;111.4;3.6
1140;4212a.11.13 Train security;2023 July;111.6;2.7
1141;4212a.11.13 Train security;2023 August;111.8;3.0
1142;4212a.11.13 Train security;2023 September;112.2;2.9
1143;4212a.11.13 Train security;2023 October;112.5;2.7
1144;4212a.11.13 Train security;2023 November;113.1;3.4
1145;4212a.11.13 Train security;2023 December;113.1;2.3
1146;4212a.11.13 Train security;2024 January;115.0;2.9
1147;4212a.11.13 Train security;2024 February;115.0;2.9
1148;4212a.11.13 Train security;2024 March;115.1;2.3
1149;4212a.11.13 Train security;2024 April;115.8;3.4
1150;4212a.11.13 Train security;2024 May;115.6;3.8
1151;4212a.11.13 Train security;2024 June;116.4;4.5
1152;4212a.11.13 Train security;2024 July;118.0;5.8
1153;4212a.11.13 Train security;2024 August;117.8;5.3
1154;4212a.11.13 Train security;2024 September;117.7;4.9
1155;4212a.11.13 Train security;2024 October;117.9;4.8
1156;4212a.11.13 Train security;2024 November;118.3;4.7
1157;4212a.11.13 Train security;2024 December;118.5;4.7
1158;4212a.11.13 Train security;2025 January;120.4;4.8
1159;4212a.11.14 Mechanical engineering;2020 January;99.5;
1160;4212a.11.14 Mechanical engineering;2020 February;99.7;
1161;4212a.11.14 Mechanical engineering;2020 March;99.6;
1162;4212a.11.14 Mechanical engineering;2020 April;99.8;
1163;4212a.11.14 Mechanical engineering;2020 May;99.7;
1164;4212a.11.14 Mechanical engineering;2020 June;99.6;
1165;4212a.11.14 Mechanical engineering;2020 July;100.4;
1166;4212a.11.14 Mechanical engineering;2020 August;100.2;
1167;4212a.11.14 Mechanical engineering;2020 September;100.3;
1168;4212a.11.14 Mechanical engineering;2020 October;100.3;
1169;4212a.11.14 Mechanical engineering;2020 November;100.2;
1170;4212a.11.14 Mechanical engineering;2020 December;100.7;
1171;4212a.11.14 Mechanical engineering;2021 January;101.1;1.6
1172;4212a.11.14 Mechanical engineering;2021 February;101.2;1.5
1173;4212a.11.14 Mechanical engineering;2021 March;101.3;1.7
1174;4212a.11.14 Mechanical engineering;2021 April;101.6;1.8
1175;4212a.11.14 Mechanical engineering;2021 May;101.6;1.9
1176;4212a.11.14 Mechanical engineering;2021 June;101.8;2.2
1177;4212a.11.14 Mechanical engineering;2021 July;102.9;2.5
1178;4212a.11.14 Mechanical engineering;2021 August;102.1;1.9
1179;4212a.11.14 Mechanical engineering;2021 September;102.1;1.8
1180;4212a.11.14 Mechanical engineering;2021 October;102.9;2.6
1181;4212a.11.14 Mechanical engineering;2021 November;103.0;2.7
1182;4212a.11.14 Mechanical engineering;2021 December;103.2;2.4
1183;4212a.11.14 Mechanical engineering;2022 January;105.1;4.0
1184;4212a.11.14 Mechanical engineering;2022 February;106.1;4.9
1185;4212a.11.14 Mechanical engineering;2022 March;106.4;5.0
1186;4212a.11.14 Mechanical engineering;2022 April;107.2;5.5
1187;4212a.11.14 Mechanical engineering;2022 May;108.7;7.0
1188;4212a.11.14 Mechanical engineering;2022 June;108.6;6.7
1189;4212a.11.14 Mechanical engineering;2022 July;109.9;6.8
1190;4212a.11.14 Mechanical engineering;2022 August;110.2;8.0
1191;4212a.11.14 Mechanical engineering;2022 September;110.8;8.6
1192;4212a.11.14 Mechanical engineering;2022 October;111.9;8.7
1193;4212a.11.14 Mechanical engineering;2022 November;111.7;8.5
1194;4212a.11.14 Mechanical engineering;2022 December;113.5;10.1
1195;4212a.11.14 Mechanical engineering;2023 January;114.0;8.5
1196;4212a.11.14 Mechanical engineering;2023 February;114.0;7.5
1197;4212a.11.14 Mechanical engineering;2023 March;114.6;7.8
1198;4212a.11.14 Mechanical engineering;2023 April;114.8;7.1
1199;4212a.11.14 Mechanical engineering;2023 May;114.7;5.5
1200;4212a.11.14 Mechanical engineering;2023 June;114.9;5.7
1201;4212a.11.14 Mechanical engineering;2023 July;115.1;4.7
1202;4212a.11.14 Mechanical engineering;2023 August;115.1;4.5
1203;4212a.11.14 Mechanical engineering;2023 September;115.1;3.9
1204;4212a.11.14 Mechanical engineering;2023 October;115.4;3.1
1205;4212a.11.14 Mechanical engineering;2023 November;117.6;5.3
1206;4212a.11.14 Mechanical engineering;2023 December;117.8;3.8
1207;4212a.11.14 Mechanical engineering;2024 January;119.0;4.3
1208;4212a.11.14 Mechanical engineering;2024 February;119.5;4.8
1209;4212a.11.14 Mechanical engineering;2024 March;119.6;4.3
1210;4212a.11.14 Mechanical engineering;2024 April;120.1;4.6
1211;4212a.11.14 Mechanical engineering;2024 May;119.2;3.9
1212;4212a.11.14 Mechanical engineering;2024 June;119.8;4.3
1213;4212a.11.14 Mechanical engineering;2024 July;121.7;5.8
1214;4212a.11.14 Mechanical engineering;2024 August;121.8;5.8
1215;4212a.11.14 Mechanical engineering;2024 September;121.9;5.9
1216;4212a.11.14 Mechanical engineering;2024 October;121.7;5.5
1217;4212a.11.14 Mechanical engineering;2024 November;122.1;3.9
1218;4212a.11.14 Mechanical engineering;2024 December;122.3;3.8
1219;4212a.11.14 Mechanical engineering;2025 January;123.7;4.0
1220;4212a.12 Transfers and Stations;2020 January;99.8;
1221;4212a.12 Transfers and Stations;2020 February;99.9;
1222;4212a.12 Transfers and Stations;2020 March;99.8;
1223;4212a.12 Transfers and Stations;2020 April;99.6;
1224;4212a.12 Transfers and Stations;2020 May;99.4;
1225;4212a.12 Transfers and Stations;2020 June;99.5;
1226;4212a.12 Transfers and Stations;2020 July;100.2;
1227;4212a.12 Transfers and Stations;2020 August;100.3;
1228;4212a.12 Transfers and Stations;2020 September;100.3;
1229;4212a.12 Transfers and Stations;2020 October;100.1;
1230;4212a.12 Transfers and Stations;2020 November;100.2;
1231;4212a.12 Transfers and Stations;2020 December;100.9;
1232;4212a.12 Transfers and Stations;2021 January;102.0;2.2
1233;4212a.12 Transfers and Stations;2021 February;102.5;2.6
1234;4212a.12 Transfers and Stations;2021 March;102.7;2.9
1235;4212a.12 Transfers and Stations;2021 April;103.5;3.8
1236;4212a.12 Transfers and Stations;2021 May;104.3;4.9
1237;4212a.12 Transfers and Stations;2021 June;105.4;6.0
1238;4212a.12 Transfers and Stations;2021 July;107.4;7.2
1239;4212a.12 Transfers and Stations;2021 August;107.4;7.1
1240;4212a.12 Transfers and Stations;2021 September;107.5;7.2
1241;4212a.12 Transfers and Stations;2021 October;108.7;8.6
1242;4212a.12 Transfers and Stations;2021 November;108.7;8.5
1243;4212a.12 Transfers and Stations;2021 December;109.0;8.0
1244;4212a.12 Transfers and Stations;2022 January;111.4;9.2
1245;4212a.12 Transfers and Stations;2022 February;112.2;9.5
1246;4212a.12 Transfers and Stations;2022 March;114.1;11.1
1247;4212a.12 Transfers and Stations;2022 April;117.5;13.6
1248;4212a.12 Transfers and Stations;2022 May;118.6;13.7
1249;4212a.12 Transfers and Stations;2022 June;117.1;11.1
1250;4212a.12 Transfers and Stations;2022 July;118.5;10.3
1251;4212a.12 Transfers and Stations;2022 August;118.3;10.1
1252;4212a.12 Transfers and Stations;2022 September;119.1;10.8
1253;4212a.12 Transfers and Stations;2022 October;118.6;9.0
1254;4212a.12 Transfers and Stations;2022 November;118.3;8.8
1255;4212a.12 Transfers and Stations;2022 December;117.3;7.6
1256;4212a.12 Transfers and Stations;2023 January;118.5;6.4
1257;4212a.12 Transfers and Stations;2023 February;118.6;5.7
1258;4212a.12 Transfers and Stations;2023 March;119.4;4.6
1259;4212a.12 Transfers and Stations;2023 April;119.8;2.0
1260;4212a.12 Transfers and Stations;2023 May;119.5;0.8
1261;4212a.12 Transfers and Stations;2023 June;119.1;1.7
1262;4212a.12 Transfers and Stations;2023 July;119.2;0.6
1263;4212a.12 Transfers and Stations;2023 August;118.6;0.2
1264;4212a.12 Transfers and Stations;2023 September;118.6;-0.4
1265;4212a.12 Transfers and Stations;2023 October;118.2;-0.3
1266;4212a.12 Transfers and Stations;2023 November;117.8;-0.4
1267;4212a.12 Transfers and Stations;2023 December;118.1;0.7
1268;4212a.12 Transfers and Stations;2024 January;120.1;1.3
1269;4212a.12 Transfers and Stations;2024 February;120.1;1.3
1270;4212a.12 Transfers and Stations;2024 March;120.0;0.5
1271;4212a.12 Transfers and Stations;2024 April;119.8;0.0
1272;4212a.12 Transfers and Stations;2024 May;119.4;-0.1
1273;4212a.12 Transfers and Stations;2024 June;119.9;0.7
1274;4212a.12 Transfers and Stations;2024 July;123.2;3.3
1275;4212a.12 Transfers and Stations;2024 August;123.3;4.0
1276;4212a.12 Transfers and Stations;2024 September;123.5;4.1
1277;4212a.12 Transfers and Stations;2024 October;123.1;4.1
1278;4212a.12 Transfers and Stations;2024 November;123.5;4.8
1279;4212a.12 Transfers and Stations;2024 December;123.5;4.5
1280;4212a.12 Transfers and Stations;2025 January;124.3;3.5
1281;"4212b Railways; Exploitation/Maintenance";2020 January;100.0;
1282;"4212b Railways; Exploitation/Maintenance";2020 February;99.7;
1283;"4212b Railways; Exploitation/Maintenance";2020 March;99.4;
1284;"4212b Railways; Exploitation/Maintenance";2020 April;99.2;
1285;"4212b Railways; Exploitation/Maintenance";2020 May;99.1;
1286;"4212b Railways; Exploitation/Maintenance";2020 June;99.4;
1287;"4212b Railways; Exploitation/Maintenance";2020 July;100.0;
1288;"4212b Railways; Exploitation/Maintenance";2020 August;100.2;
1289;"4212b Railways; Exploitation/Maintenance";2020 September;100.5;
1290;"4212b Railways; Exploitation/Maintenance";2020 October;100.6;
1291;"4212b Railways; Exploitation/Maintenance";2020 November;100.7;
1292;"4212b Railways; Exploitation/Maintenance";2020 December;101.4;
1293;"4212b Railways; Exploitation/Maintenance";2021 January;102.8;2.9
1294;"4212b Railways; Exploitation/Maintenance";2021 February;103.0;3.3
1295;"4212b Railways; Exploitation/Maintenance";2021 March;103.3;3.9
1296;"4212b Railways; Exploitation/Maintenance";2021 April;103.9;4.7
1297;"4212b Railways; Exploitation/Maintenance";2021 May;104.6;5.5
1298;"4212b Railways; Exploitation/Maintenance";2021 June;105.8;6.4
1299;"4212b Railways; Exploitation/Maintenance";2021 July;107.5;7.5
1300;"4212b Railways; Exploitation/Maintenance";2021 August;107.5;7.3
1301;"4212b Railways; Exploitation/Maintenance";2021 September;109.4;8.9
1302;"4212b Railways; Exploitation/Maintenance";2021 October;111.6;11.0
1303;"4212b Railways; Exploitation/Maintenance";2021 November;112.9;12.2
1304;"4212b Railways; Exploitation/Maintenance";2021 December;115.5;14.0
1305;"4212b Railways; Exploitation/Maintenance";2022 January;118.5;15.3
1306;"4212b Railways; Exploitation/Maintenance";2022 February;118.2;14.8
1307;"4212b Railways; Exploitation/Maintenance";2022 March;121.6;17.7
1308;"4212b Railways; Exploitation/Maintenance";2022 April;122.7;18.1
1309;"4212b Railways; Exploitation/Maintenance";2022 May;122.9;17.5
1310;"4212b Railways; Exploitation/Maintenance";2022 June;123.1;16.4
1311;"4212b Railways; Exploitation/Maintenance";2022 July;127.1;18.3
1312;"4212b Railways; Exploitation/Maintenance";2022 August;131.5;22.4
1313;"4212b Railways; Exploitation/Maintenance";2022 September;129.9;18.7
1314;"4212b Railways; Exploitation/Maintenance";2022 October;127.4;14.1
1315;"4212b Railways; Exploitation/Maintenance";2022 November;126.7;12.2
1316;"4212b Railways; Exploitation/Maintenance";2022 December;128.7;11.4
1317;"4212b Railways; Exploitation/Maintenance";2023 January;129.5;9.3
1318;"4212b Railways; Exploitation/Maintenance";2023 February;129.8;9.8
1319;"4212b Railways; Exploitation/Maintenance";2023 March;128.5;5.7
1320;"4212b Railways; Exploitation/Maintenance";2023 April;125.5;2.3
1321;"4212b Railways; Exploitation/Maintenance";2023 May;124.6;1.4
1322;"4212b Railways; Exploitation/Maintenance";2023 June;125.2;1.7
1323;"4212b Railways; Exploitation/Maintenance";2023 July;123.7;-2.7
1324;"4212b Railways; Exploitation/Maintenance";2023 August;124.0;-5.7
1325;"4212b Railways; Exploitation/Maintenance";2023 September;124.5;-4.2
1326;"4212b Railways; Exploitation/Maintenance";2023 October;124.6;-2.2
1327;"4212b Railways; Exploitation/Maintenance";2023 November;125.3;-1.1
1328;"4212b Railways; Exploitation/Maintenance";2023 December;124.5;-3.2
1329;"4212b Railways; Exploitation/Maintenance";2024 January;124.8;-3.7
1330;"4212b Railways; Exploitation/Maintenance";2024 February;124.5;-4.1
1331;"4212b Railways; Exploitation/Maintenance";2024 March;124.3;-3.3
1332;"4212b Railways; Exploitation/Maintenance";2024 April;123.8;-1.3
1333;"4212b Railways; Exploitation/Maintenance";2024 May;123.7;-0.8
1334;"4212b Railways; Exploitation/Maintenance";2024 June;124.2;-0.8
1335;"4212b Railways; Exploitation/Maintenance";2024 July;126.1;2.0
1336;"4212b Railways; Exploitation/Maintenance";2024 August;126.5;2.0
1337;"4212b Railways; Exploitation/Maintenance";2024 September;126.7;1.8
1338;"4212b Railways; Exploitation/Maintenance";2024 October;127.5;2.3
1339;"4212b Railways; Exploitation/Maintenance";2024 November;128.8;2.8
1340;"4212b Railways; Exploitation/Maintenance";2024 December;128.7;3.4
1341;"4212b Railways; Exploitation/Maintenance";2025 January;130.7;4.8
1342;"4213 Bridges and tunnels; constructio.";2020 January;100.3;
1343;"4213 Bridges and tunnels; constructio.";2020 February;100.1;
1344;"4213 Bridges and tunnels; constructio.";2020 March;99.8;
1345;"4213 Bridges and tunnels; constructio.";2020 April;99.5;
1346;"4213 Bridges and tunnels; constructio.";2020 May;99.0;
1347;"4213 Bridges and tunnels; constructio.";2020 June;98.9;
1348;"4213 Bridges and tunnels; constructio.";2020 July;99.8;
1349;"4213 Bridges and tunnels; constructio.";2020 August;100.0;
1350;"4213 Bridges and tunnels; constructio.";2020 September;99.9;
1351;"4213 Bridges and tunnels; constructio.";2020 October;100.0;
1352;"4213 Bridges and tunnels; constructio.";2020 November;100.5;
1353;"4213 Bridges and tunnels; constructio.";2020 December;102.1;
1354;"4213 Bridges and tunnels; constructio.";2021 January;104.3;3.9
1355;"4213 Bridges and tunnels; constructio.";2021 February;105.0;4.9
1356;"4213 Bridges and tunnels; constructio.";2021 March;105.2;5.5
1357;"4213 Bridges and tunnels; constructio.";2021 April;106.2;6.7
1358;"4213 Bridges and tunnels; constructio.";2021 May;108.2;9.3
1359;"4213 Bridges and tunnels; constructio.";2021 June;110.2;11.4
1360;"4213 Bridges and tunnels; constructio.";2021 July;112.4;12.6
1361;"4213 Bridges and tunnels; constructio.";2021 August;113.1;13.1
1362;"4213 Bridges and tunnels; constructio.";2021 September;112.9;13.0
1363;"4213 Bridges and tunnels; constructio.";2021 October;114.0;14.0
1364;"4213 Bridges and tunnels; constructio.";2021 November;114.1;13.5
1365;"4213 Bridges and tunnels; constructio.";2021 December;114.5;12.1
1366;"4213 Bridges and tunnels; constructio.";2022 January;118.0;13.2
1367;"4213 Bridges and tunnels; constructio.";2022 February;119.3;13.6
1368;"4213 Bridges and tunnels; constructio.";2022 March;125.1;18.8
1369;"4213 Bridges and tunnels; constructio.";2022 April;130.0;22.4
1370;"4213 Bridges and tunnels; constructio.";2022 May;131.0;21.0
1371;"4213 Bridges and tunnels; constructio.";2022 June;128.0;16.1
1372;"4213 Bridges and tunnels; constructio.";2022 July;128.5;14.3
1373;"4213 Bridges and tunnels; constructio.";2022 August;127.8;13.0
1374;"4213 Bridges and tunnels; constructio.";2022 September;128.0;13.4
1375;"4213 Bridges and tunnels; constructio.";2022 October;127.3;11.7
1376;"4213 Bridges and tunnels; constructio.";2022 November;125.6;10.1
1377;"4213 Bridges and tunnels; constructio.";2022 December;123.8;8.1
1378;"4213 Bridges and tunnels; constructio.";2023 January;126.7;7.4
1379;"4213 Bridges and tunnels; constructio.";2023 February;126.0;5.6
1380;"4213 Bridges and tunnels; constructio.";2023 March;126.9;1.5
1381;"4213 Bridges and tunnels; constructio.";2023 April;126.7;-2.5
1382;"4213 Bridges and tunnels; constructio.";2023 May;126.3;-3.5
1383;"4213 Bridges and tunnels; constructio.";2023 June;125.6;-1.9
1384;"4213 Bridges and tunnels; constructio.";2023 July;125.1;-2.7
1385;"4213 Bridges and tunnels; constructio.";2023 August;124.7;-2.4
1386;"4213 Bridges and tunnels; constructio.";2023 September;124.6;-2.7
1387;"4213 Bridges and tunnels; constructio.";2023 October;124.5;-2.2
1388;"4213 Bridges and tunnels; constructio.";2023 November;124.1;-1.2
1389;"4213 Bridges and tunnels; constructio.";2023 December;124.6;0.7
1390;"4213 Bridges and tunnels; constructio.";2024 January;126.0;-0.5
