ID;GWW;Periods;InputPriceIndices_1;ChangesComparedTo1YearEarlier_2
239;4212 Above and underground railways;2024 September;126.6;3.0
240;4212 Above and underground railways;2024 October;126.0;2.6
241;4212 Above and underground railways;2024 November;126.9;3.4
242;4212 Above and underground railways;2024 December;127.0;3.7
243;4212 Above and underground railways;2025 January;128.8;4.0
244;"4212a  Railways; Construction";2020 January;99.9;
245;"4212a  Railways; Construction";2020 February;99.9;
246;"4212a  Railways; Construction";2020 March;99.8;
247;"4212a  Railways; Construction";2020 April;99.7;
248;"4212a  Railways; Construction";2020 May;99.5;
249;"4212a  Railways; Construction";2020 June;99.4;
250;"4212a  Railways; Construction";2020 July;100.1;
251;"4212a  Railways; Construction";2020 August;100.2;
252;"4212a  Railways; Construction";2020 September;100.0;
253;"4212a  Railways; Construction";2020 October;100.1;
254;"4212a  Railways; Construction";2020 November;100.3;
255;"4212a  Railways; Construction";2020 December;101.0;
256;"4212a  Railways; Construction";2021 January;102.9;3.0
257;"4212a  Railways; Construction";2021 February;103.3;3.4
258;"4212a  Railways; Construction";2021 March;103.7;3.9
259;"4212a  Railways; Construction";2021 April;104.4;4.7
260;"4212a  Railways; Construction";2021 May;105.4;5.9
261;"4212a  Railways; Construction";2021 June;106.3;6.9
262;"4212a  Railways; Construction";2021 July;108.1;7.9
263;"4212a  Railways; Construction";2021 August;108.4;8.2
264;"4212a  Railways; Construction";2021 September;108.4;8.4
265;"4212a  Railways; Construction";2021 October;109.6;9.4
266;"4212a  Railways; Construction";2021 November;109.6;9.3
267;"4212a  Railways; Construction";2021 December;110.0;8.9
268;"4212a  Railways; Construction";2022 January;112.8;9.7
269;"4212a  Railways; Construction";2022 February;113.4;9.8
270;"4212a  Railways; Construction";2022 March;115.7;11.6
271;"4212a  Railways; Construction";2022 April;119.1;14.1
272;"4212a  Railways; Construction";2022 May;120.2;14.1
273;"4212a  Railways; Construction";2022 June;119.1;12.0
274;"4212a  Railways; Construction";2022 July;119.5;10.5
275;"4212a  Railways; Construction";2022 August;119.1;9.9
276;"4212a  Railways; Construction";2022 September;119.4;10.1
277;"4212a  Railways; Construction";2022 October;118.7;8.3
278;"4212a  Railways; Construction";2022 November;117.7;7.4
279;"4212a  Railways; Construction";2022 December;116.7;6.1
280;"4212a  Railways; Construction";2023 January;118.2;4.8
281;"4212a  Railways; Construction";2023 February;118.0;4.1
282;"4212a  Railways; Construction";2023 March;118.7;2.5
283;"4212a  Railways; Construction";2023 April;119.1;0.0
284;"4212a  Railways; Construction";2023 May;118.8;-1.1
285;"4212a  Railways; Construction";2023 June;118.2;-0.8
286;"4212a  Railways; Construction";2023 July;118.3;-1.0
287;"4212a  Railways; Construction";2023 August;118.2;-0.7
288;"4212a  Railways; Construction";2023 September;118.4;-0.9
289;"4212a  Railways; Construction";2023 October;118.5;-0.2
290;"4212a  Railways; Construction";2023 November;118.5;0.6
291;"4212a  Railways; Construction";2023 December;118.7;1.7
292;"4212a  Railways; Construction";2024 January;120.7;2.1
293;"4212a  Railways; Construction";2024 February;120.9;2.4
294;"4212a  Railways; Construction";2024 March;120.9;1.9
295;"4212a  Railways; Construction";2024 April;121.2;1.8
296;"4212a  Railways; Construction";2024 May;120.9;1.7
297;"4212a  Railways; Construction";2024 June;121.2;2.6
298;"4212a  Railways; Construction";2024 July;123.6;4.5
299;"4212a  Railways; Construction";2024 August;123.6;4.6
300;"4212a  Railways; Construction";2024 September;123.7;4.5
301;"4212a  Railways; Construction";2024 October;123.5;4.3
302;"4212a  Railways; Construction";2024 November;123.8;4.5
303;"4212a  Railways; Construction";2024 December;123.8;4.3
304;"4212a  Railways; Construction";2025 January;125.2;3.7
305;4212a.11 Rail infrastructure;2020 January;100.1;
306;4212a.11 Rail infrastructure;2020 February;100.1;
307;4212a.11 Rail infrastructure;2020 March;99.9;
308;4212a.11 Rail infrastructure;2020 April;99.8;
309;4212a.11 Rail infrastructure;2020 May;99.4;
310;4212a.11 Rail infrastructure;2020 June;99.3;
311;4212a.11 Rail infrastructure;2020 July;100.1;
312;4212a.11 Rail infrastructure;2020 August;100.1;
313;4212a.11 Rail infrastructure;2020 September;99.9;
314;4212a.11 Rail infrastructure;2020 October;100.0;
315;4212a.11 Rail infrastructure;2020 November;100.2;
316;4212a.11 Rail infrastructure;2020 December;101.1;
317;4212a.11 Rail infrastructure;2021 January;103.0;2.9
318;4212a.11 Rail infrastructure;2021 February;103.7;3.5
319;4212a.11 Rail infrastructure;2021 March;104.2;4.3
320;4212a.11 Rail infrastructure;2021 April;105.1;5.3
321;4212a.11 Rail infrastructure;2021 May;106.4;7.0
322;4212a.11 Rail infrastructure;2021 June;107.6;8.3
323;4212a.11 Rail infrastructure;2021 July;109.8;9.7
324;4212a.11 Rail infrastructure;2021 August;110.5;10.4
325;4212a.11 Rail infrastructure;2021 September;110.6;10.7
326;4212a.11 Rail infrastructure;2021 October;112.0;12.0
327;4212a.11 Rail infrastructure;2021 November;112.1;11.8
328;4212a.11 Rail infrastructure;2021 December;112.6;11.4
329;4212a.11 Rail infrastructure;2022 January;115.5;12.1
330;4212a.11 Rail infrastructure;2022 February;116.3;12.2
331;4212a.11 Rail infrastructure;2022 March;119.3;14.5
332;4212a.11 Rail infrastructure;2022 April;123.6;17.6
333;4212a.11 Rail infrastructure;2022 May;125.1;17.6
334;4212a.11 Rail infrastructure;2022 June;123.5;14.8
335;4212a.11 Rail infrastructure;2022 July;123.7;12.7
336;4212a.11 Rail infrastructure;2022 August;123.1;11.5
337;4212a.11 Rail infrastructure;2022 September;123.6;11.8
338;4212a.11 Rail infrastructure;2022 October;122.6;9.5
339;4212a.11 Rail infrastructure;2022 November;121.3;8.3
340;4212a.11 Rail infrastructure;2022 December;120.0;6.6
341;4212a.11 Rail infrastructure;2023 January;120.9;4.6
342;4212a.11 Rail infrastructure;2023 February;120.6;3.7
343;4212a.11 Rail infrastructure;2023 March;121.3;1.7
344;4212a.11 Rail infrastructure;2023 April;121.8;-1.4
345;4212a.11 Rail infrastructure;2023 May;121.5;-2.9
346;4212a.11 Rail infrastructure;2023 June;120.5;-2.4
347;4212a.11 Rail infrastructure;2023 July;120.4;-2.7
348;4212a.11 Rail infrastructure;2023 August;120.1;-2.5
349;4212a.11 Rail infrastructure;2023 September;120.0;-2.9
350;4212a.11 Rail infrastructure;2023 October;120.0;-2.1
351;4212a.11 Rail infrastructure;2023 November;120.0;-1.1
352;4212a.11 Rail infrastructure;2023 December;120.1;0.1
353;4212a.11 Rail infrastructure;2024 January;121.8;0.8
354;4212a.11 Rail infrastructure;2024 February;122.1;1.2
355;4212a.11 Rail infrastructure;2024 March;122.1;0.6
356;4212a.11 Rail infrastructure;2024 April;122.4;0.5
357;4212a.11 Rail infrastructure;2024 May;121.9;0.4
358;4212a.11 Rail infrastructure;2024 June;122.2;1.4
359;4212a.11 Rail infrastructure;2024 July;124.9;3.7
360;4212a.11 Rail infrastructure;2024 August;124.9;4.0
361;4212a.11 Rail infrastructure;2024 September;124.9;4.1
362;4212a.11 Rail infrastructure;2024 October;124.4;3.6
363;4212a.11 Rail infrastructure;2024 November;124.7;3.9
364;4212a.11 Rail infrastructure;2024 December;124.7;3.8
365;4212a.11 Rail infrastructure;2025 January;125.7;3.2
366;4212a.11.01 Track construction/ground.;2020 January;100.1;
367;4212a.11.01 Track construction/ground.;2020 February;100.4;
368;4212a.11.01 Track construction/ground.;2020 March;99.4;
369;4212a.11.01 Track construction/ground.;2020 April;99.9;
370;4212a.11.01 Track construction/ground.;2020 May;99.6;
371;4212a.11.01 Track construction/ground.;2020 June;99.9;
372;4212a.11.01 Track construction/ground.;2020 July;100.6;
373;4212a.11.01 Track construction/ground.;2020 August;100.8;
374;4212a.11.01 Track construction/ground.;2020 September;99.4;
375;4212a.11.01 Track construction/ground.;2020 October;99.8;
376;4212a.11.01 Track construction/ground.;2020 November;100.0;
377;4212a.11.01 Track construction/ground.;2020 December;100.3;
378;4212a.11.01 Track construction/ground.;2021 January;102.7;2.5
379;4212a.11.01 Track construction/ground.;2021 February;103.1;2.7
380;4212a.11.01 Track construction/ground.;2021 March;103.3;4.0
381;4212a.11.01 Track construction/ground.;2021 April;101.4;1.5
382;4212a.11.01 Track construction/ground.;2021 May;103.7;4.1
383;4212a.11.01 Track construction/ground.;2021 June;104.0;4.1
384;4212a.11.01 Track construction/ground.;2021 July;104.2;3.6
385;4212a.11.01 Track construction/ground.;2021 August;104.7;3.8
386;4212a.11.01 Track construction/ground.;2021 September;104.8;5.4
387;4212a.11.01 Track construction/ground.;2021 October;105.8;6.1
388;4212a.11.01 Track construction/ground.;2021 November;106.6;6.7
389;4212a.11.01 Track construction/ground.;2021 December;107.1;6.8
390;4212a.11.01 Track construction/ground.;2022 January;109.0;6.2
391;4212a.11.01 Track construction/ground.;2022 February;110.1;6.8
392;4212a.11.01 Track construction/ground.;2022 March;113.0;9.4
393;4212a.11.01 Track construction/ground.;2022 April;114.3;12.8
394;4212a.11.01 Track construction/ground.;2022 May;114.8;10.6
395;4212a.11.01 Track construction/ground.;2022 June;116.0;11.5
396;4212a.11.01 Track construction/ground.;2022 July;116.4;11.7
397;4212a.11.01 Track construction/ground.;2022 August;118.1;12.8
398;4212a.11.01 Track construction/ground.;2022 September;117.8;12.4
399;4212a.11.01 Track construction/ground.;2022 October;119.2;12.7
400;4212a.11.01 Track construction/ground.;2022 November;118.0;10.6
401;4212a.11.01 Track construction/ground.;2022 December;116.8;9.0
402;4212a.11.01 Track construction/ground.;2023 January;118.4;8.6
403;4212a.11.01 Track construction/ground.;2023 February;118.0;7.2
404;4212a.11.01 Track construction/ground.;2023 March;118.7;5.1
405;4212a.11.01 Track construction/ground.;2023 April;120.9;5.7
406;4212a.11.01 Track construction/ground.;2023 May;120.9;5.3
407;4212a.11.01 Track construction/ground.;2023 June;121.0;4.3
408;4212a.11.01 Track construction/ground.;2023 July;124.9;7.4
409;4212a.11.01 Track construction/ground.;2023 August;125.8;6.6
410;4212a.11.01 Track construction/ground.;2023 September;126.5;7.4
411;4212a.11.01 Track construction/ground.;2023 October;127.0;6.5
412;4212a.11.01 Track construction/ground.;2023 November;126.3;7.1
413;4212a.11.01 Track construction/ground.;2023 December;126.0;7.9
414;4212a.11.01 Track construction/ground.;2024 January;130.0;9.8
415;4212a.11.01 Track construction/ground.;2024 February;130.4;10.5
416;4212a.11.01 Track construction/ground.;2024 March;130.5;10.0
417;4212a.11.01 Track construction/ground.;2024 April;131.0;8.4
418;4212a.11.01 Track construction/ground.;2024 May;130.4;7.9
419;4212a.11.01 Track construction/ground.;2024 June;130.2;7.6
420;4212a.11.01 Track construction/ground.;2024 July;132.7;6.2
421;4212a.11.01 Track construction/ground.;2024 August;132.0;4.9
422;4212a.11.01 Track construction/ground.;2024 September;132.1;4.4
423;4212a.11.01 Track construction/ground.;2024 October;133.6;5.2
424;4212a.11.01 Track construction/ground.;2024 November;134.2;6.2
425;4212a.11.01 Track construction/ground.;2024 December;133.3;5.8
426;4212a.11.01 Track construction/ground.;2025 January;134.7;3.7
427;4212a.11.02 civil engineering;2020 January;99.9;
428;4212a.11.02 civil engineering;2020 February;99.9;
429;4212a.11.02 civil engineering;2020 March;99.9;
430;4212a.11.02 civil engineering;2020 April;99.7;
431;4212a.11.02 civil engineering;2020 May;99.4;
432;4212a.11.02 civil engineering;2020 June;99.4;
433;4212a.11.02 civil engineering;2020 July;100.1;
434;4212a.11.02 civil engineering;2020 August;100.2;
435;4212a.11.02 civil engineering;2020 September;100.2;
436;4212a.11.02 civil engineering;2020 October;100.0;
437;4212a.11.02 civil engineering;2020 November;100.2;
438;4212a.11.02 civil engineering;2020 December;100.9;
439;4212a.11.02 civil engineering;2021 January;102.2;2.3
440;4212a.11.02 civil engineering;2021 February;102.7;2.8
441;4212a.11.02 civil engineering;2021 March;102.9;2.9
442;4212a.11.02 civil engineering;2021 April;103.7;4.1
443;4212a.11.02 civil engineering;2021 May;104.8;5.4
444;4212a.11.02 civil engineering;2021 June;106.1;6.7
445;4212a.11.02 civil engineering;2021 July;108.4;8.3
446;4212a.11.02 civil engineering;2021 August;108.8;8.5
447;4212a.11.02 civil engineering;2021 September;108.8;8.5
448;4212a.11.02 civil engineering;2021 October;110.1;10.1
449;4212a.11.02 civil engineering;2021 November;110.1;9.9
450;4212a.11.02 civil engineering;2021 December;110.4;9.4
451;4212a.11.02 civil engineering;2022 January;113.0;10.6
452;4212a.11.02 civil engineering;2022 February;113.6;10.6
453;4212a.11.02 civil engineering;2022 March;115.9;12.6
454;4212a.11.02 civil engineering;2022 April;120.0;15.7
455;4212a.11.02 civil engineering;2022 May;121.3;15.8
456;4212a.11.02 civil engineering;2022 June;119.4;12.5
457;4212a.11.02 civil engineering;2022 July;120.9;11.5
458;4212a.11.02 civil engineering;2022 August;120.6;10.9
459;4212a.11.02 civil engineering;2022 September;121.3;11.5
460;4212a.11.02 civil engineering;2022 October;120.6;9.5
461;4212a.11.02 civil engineering;2022 November;120.3;9.2
462;4212a.11.02 civil engineering;2022 December;118.5;7.4
463;4212a.11.02 civil engineering;2023 January;120.0;6.1
464;4212a.11.02 civil engineering;2023 February;120.0;5.6
465;4212a.11.02 civil engineering;2023 March;120.8;4.2
466;4212a.11.02 civil engineering;2023 April;121.4;1.1
467;4212a.11.02 civil engineering;2023 May;121.0;-0.3
468;4212a.11.02 civil engineering;2023 June;120.4;0.9
469;4212a.11.02 civil engineering;2023 July;120.6;-0.2
470;4212a.11.02 civil engineering;2023 August;119.7;-0.7
471;4212a.11.02 civil engineering;2023 September;119.7;-1.3
472;4212a.11.02 civil engineering;2023 October;119.2;-1.2
473;4212a.11.02 civil engineering;2023 November;118.7;-1.3
474;4212a.11.02 civil engineering;2023 December;119.1;0.5
475;4212a.11.02 civil engineering;2024 January;121.0;0.9
476;4212a.11.02 civil engineering;2024 February;121.0;0.8
477;4212a.11.02 civil engineering;2024 March;120.9;0.1
478;4212a.11.02 civil engineering;2024 April;120.6;-0.6
479;4212a.11.02 civil engineering;2024 May;120.0;-0.8
480;4212a.11.02 civil engineering;2024 June;120.4;0.0
481;4212a.11.02 civil engineering;2024 July;123.7;2.6
482;4212a.11.02 civil engineering;2024 August;124.1;3.6
483;4212a.11.02 civil engineering;2024 September;124.3;3.8
484;4212a.11.02 civil engineering;2024 October;123.8;3.9
485;4212a.11.02 civil engineering;2024 November;124.2;4.6
486;4212a.11.02 civil engineering;2024 December;124.1;4.3
487;4212a.11.02 civil engineering;2025 January;124.9;3.2
