ID;Populatie;KenmerkenVanDeSchenking;KenmerkenVanDeSchenker;KenmerkenVanDeOntvanger;Perioden;AantalSchenkingen_1;TotaalBrutoSchenking_2;GemiddeldBrutoSchenking_3;MediaanBrutoSchenking_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoSchenking_8;GemiddeldNettoSchenking_9;MediaanNettoSchenking_10
68;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2011 ;5.4;253.4;47.2;26.0;19.8;3.7;0.0;233.6;43.6;25.0
69;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2012;4.8;261.3;54.1;25.0;18.7;3.9;0.0;242.6;50.3;25.0
70;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2013;5.5;575.6;105.1;30.0;24.4;4.5;0.0;551.1;100.6;27.5
71;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2014;8.5;580.4;68.5;50.0;19.5;2.3;0.0;560.9;66.2;50.0
72;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2015;5.0;463.7;93.6;27.6;21.3;4.3;0.0;442.4;89.3;25.3
73;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2016;4.9;344.1;70.7;30.0;22.0;4.5;0.0;322.1;66.2;27.8
74;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2017;7.4;834.3;112.0;50.0;49.6;6.7;0.0;784.7;105.4;50.0
75;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2018;6.6;800.5;120.6;50.0;32.5;4.9;0.0;768.1;115.7;50.0
76;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2019;7.3;1207.0;165.3;50.0;45.5;6.2;0.0;1161.6;159.1;50.0
77;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2020;8.8;1368.5;155.9;50.0;68.1;7.8;0.0;1300.5;148.2;50.0
78;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2021;11.6;1863.6;161.0;67.3;83.4;7.2;0.0;1780.2;153.8;65.0
79;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 0 tot 25 jaar;2022;20.9;1582.9;75.6;50.0;53.3;2.5;0.0;1529.5;73.1;50.0
80;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2007;44.8;1955.8;43.6;24.1;151.5;3.4;1.0;1804.3;40.3;23.0
81;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2008;42.7;2036.0;47.6;25.0;166.4;3.9;1.0;1869.6;43.7;24.0
82;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2009;46.7;2061.0;44.2;27.3;159.9;3.4;1.1;1901.0;40.7;26.2
83;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2010;27.6;1966.6;71.2;25.3;150.9;5.5;1.0;1815.6;65.7;24.0
84;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2011 ;27.8;2178.0;78.3;28.0;117.5;4.2;0.9;2060.5;74.1;26.2
85;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2012;25.3;2436.1;96.2;30.0;128.0;5.1;1.0;2308.1;91.1;30.0
86;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2013;47.8;3726.5;78.0;46.1;119.5;2.5;0.0;3607.0;75.5;45.0
87;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2014;80.4;5667.8;70.5;50.0;121.3;1.5;0.0;5546.5;69.0;50.0
88;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2015;25.3;2658.3;104.9;35.0;122.0;4.8;0.3;2536.3;100.1;32.9
89;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2016;26.2;2921.5;111.6;35.0;138.2;5.3;0.0;2783.3;106.4;32.9
90;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2017;38.7;3579.6;92.6;50.0;139.9;3.6;0.0;3439.7;89.0;47.0
91;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2018;32.5;3452.1;106.1;50.0;144.0;4.4;0.0;3308.1;101.6;46.8
92;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2019;33.7;3535.9;104.9;50.0;152.3;4.5;0.0;3383.6;100.4;50.0
93;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2020;39.7;4701.2;118.3;50.0;205.9;5.2;0.0;4495.3;113.1;50.0
94;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2021;47.5;6293.1;132.4;53.9;245.2;5.2;0.0;6047.9;127.2;50.0
95;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 25 tot 45 jaar;2022;59.2;4953.4;83.7;50.0;191.8;3.2;0.0;4761.7;80.5;50.0
96;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2007;29.8;1242.7;41.6;26.5;109.2;3.7;1.1;1133.5;38.0;25.4
97;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2008;29.6;1371.5;46.4;26.9;109.4;3.7;1.1;1262.1;42.7;25.7
98;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2009;32.7;1323.3;40.5;27.3;101.7;3.1;1.1;1221.6;37.4;26.2
99;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2010;16.5;1057.5;63.9;36.3;114.1;6.9;3.4;943.4;57.0;32.5
100;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2011 ;15.0;954.7;63.8;40.0;96.6;6.5;3.9;858.1;57.4;36.5
101;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2012;16.0;1205.6;75.3;42.8;116.5;7.3;4.0;1089.2;68.0;37.4
102;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2013;38.0;2493.6;65.7;46.7;140.3;3.7;1.1;2353.3;62.0;45.0
103;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2014;58.4;3509.4;60.1;50.0;109.2;1.9;0.0;3400.2;58.3;49.8
104;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2015;18.6;1313.9;70.7;43.9;131.3;7.1;4.0;1182.6;63.7;40.0
105;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2016;19.5;1563.5;80.2;50.0;144.2;7.4;4.5;1419.4;72.8;45.3
106;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2017;21.8;1629.0;74.7;50.0;159.8;7.3;4.5;1469.2;67.4;45.5
107;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2018;23.4;2020.4;86.3;50.0;184.3;7.9;4.7;1836.1;78.4;45.5
108;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2019;24.9;2345.6;94.1;55.0;213.9;8.6;5.0;2131.7;85.5;50.0
109;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2020;28.5;2542.6;89.3;55.5;258.1;9.1;5.1;2284.5;80.3;50.5
110;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2021;32.0;3196.0;99.7;66.6;292.0;9.1;6.2;2904.0;90.6;60.0
111;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 45 tot 65 jaar;2022;30.2;2714.7;89.8;69.3;274.7;9.1;6.5;2440.0;80.7;61.7
112;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2007;1.6;63.8;41.2;26.5;11.8;7.6;2.9;52.1;33.6;24.6
113;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2008;1.5;59.9;40.9;26.9;9.8;6.7;2.4;50.0;34.2;24.9
114;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2009;1.5;61.6;40.4;26.5;9.2;6.1;2.3;52.4;34.3;24.3
115;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2010;1.2;68.2;55.1;29.3;11.1;9.0;4.5;57.1;46.1;25.0
116;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2011 ;1.1;56.5;50.7;27.2;9.1;8.1;3.9;47.5;42.6;23.0
117;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2012;1.2;65.2;53.1;27.2;12.1;9.8;4.0;53.1;43.3;23.0
118;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2013;2.5;116.2;47.0;32.0;13.0;5.3;2.0;103.2;41.8;28.0
119;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2014;3.4;191.9;57.0;40.0;12.4;3.7;0.0;179.5;53.3;36.1
120;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2015;1.3;77.8;58.4;26.9;11.1;8.3;3.8;66.7;50.1;23.0
121;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2016;1.5;92.6;63.9;29.6;14.5;10.0;4.3;78.1;53.9;23.3
122;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2017;1.7;100.6;60.3;30.0;20.5;12.3;4.4;80.1;48.0;24.7
123;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2018;1.8;97.6;53.3;31.7;16.4;9.0;4.8;81.2;44.4;26.5
124;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2019;2.0;104.9;52.3;32.0;18.4;9.2;4.8;86.5;43.1;25.2
125;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2020;2.3;131.7;56.7;34.8;22.9;9.9;4.8;108.7;46.9;28.7
126;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2021;2.6;152.4;59.5;38.6;25.3;9.9;5.0;127.1;49.6;31.9
127;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: 65 jaar of ouder;2022;2.7;158.1;59.2;43.7;25.0;9.4;5.4;133.0;49.8;35.7
128;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2007;10.1;448.0;44.5;26.1;43.6;4.3;1.1;404.4;40.1;25.0
129;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2008;8.9;584.6;65.7;26.4;34.7;3.9;1.1;550.0;61.8;25.0
130;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2009;9.4;433.8;46.4;27.3;43.9;4.7;1.2;389.9;41.7;26.2
131;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2010;4.3;277.5;64.1;30.0;32.4;7.5;2.3;245.1;56.6;26.7
132;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2011 ;2.8;187.8;67.6;32.4;18.1;6.5;2.7;169.6;61.1;29.3
133;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2012;2.7;250.2;91.3;36.1;24.1;8.8;3.0;226.0;82.5;32.0
134;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2013;4.1;290.8;71.0;49.4;23.3;5.7;1.5;267.5;65.3;45.0
135;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2014;6.0;418.2;69.7;50.0;21.3;3.6;0.0;396.9;66.1;50.0
136;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2015;2.6;218.1;83.0;50.0;23.0;8.8;4.5;195.0;74.2;45.5
137;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2016;2.8;220.1;80.0;50.0;24.5;8.9;4.2;195.6;71.0;45.5
138;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2017;3.1;363.8;115.8;50.0;37.1;11.8;2.7;326.7;104.0;50.0
139;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2018;2.8;234.2;83.3;55.0;22.3;7.9;4.3;212.0;75.4;50.0
140;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2019;3.0;287.2;97.0;57.7;24.4;8.2;4.5;262.7;88.8;50.5
141;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2020;3.1;368.1;119.0;60.0;31.6;10.2;4.9;336.5;108.8;54.1
142;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2021;3.4;497.8;145.5;71.5;39.2;11.5;5.6;458.6;134.0;63.7
143;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Leeftijd: onbekend;2022;3.4;301.8;88.3;60.0;29.6;8.7;4.4;272.3;79.7;51.0
144;Alle schenkingen;Totaal alle schenkingen;Totaal alle schenkers;Woningbezit: eigen woning;2007;70.3;2821.4;40.1;25.7;227.0;3.2;1.1;2594.4;36.9;24.4
