ID;Populatie;KenmerkenVanDeSchenking;KenmerkenVanDeSchenker;KenmerkenVanDeOntvanger;Perioden;AantalSchenkingen_1;TotaalBrutoSchenking_2;GemiddeldBrutoSchenking_3;MediaanBrutoSchenking_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoSchenking_8;GemiddeldNettoSchenking_9;MediaanNettoSchenking_10
6112;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2007;0.1;;;;;;;;;
6113;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2008;0.1;;;;;;;;;
6114;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2009;0.1;;;;;;;;;
6115;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2010;0.1;2.8;27.9;24.0;0.0;0.0;0.0;2.8;27.9;24.0
6116;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2011 ;0.1;;;;;;;;;
6117;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2012;0.1;;;;;;;;;
6118;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2013;0.3;11.3;42.5;27.8;0.0;0.0;0.0;11.3;42.5;27.8
6119;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2014;0.7;36.8;52.2;50.0;0.0;0.0;0.0;36.8;52.2;50.0
6120;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2015;0.1;;;;;;;;;
6121;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2016;0.2;6.1;40.4;25.4;0.0;0.0;0.0;6.1;40.4;25.4
6122;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2017;0.3;14.8;57.8;31.5;0.0;0.0;0.0;14.8;57.8;31.5
6123;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2018;0.2;6.4;37.6;20.0;0.0;0.0;0.0;6.4;37.6;20.0
6124;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2019;0.2;15.1;80.3;26.0;0.0;0.0;0.0;15.1;80.3;26.0
6125;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2020;0.2;6.4;35.2;21.0;0.0;0.0;0.0;6.4;35.2;21.0
6126;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2021;0.2;11.1;57.6;26.9;0.0;0.0;0.0;11.1;57.6;26.9
6127;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: vrouwen;2022;0.3;14.1;51.1;27.2;0.0;0.0;0.0;14.1;51.1;27.2
6128;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2007;0.0;;;;;;;;;
6129;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2008;0.0;;;;;;;;;
6130;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2009;0.0;;;;;;;;;
6131;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2010;0.0;;;;;;;;;
6132;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2011 ;0.0;;;;;;;;;
6133;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2012;0.0;;;;;;;;;
6134;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2013;0.0;;;;;;;;;
6135;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2014;0.0;;;;;;;;;
6136;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2015;0.0;;;;;;;;;
6137;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2016;0.0;;;;;;;;;
6138;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2017;0.0;;;;;;;;;
6139;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2018;0.0;;;;;;;;;
6140;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2019;0.0;;;;;;;;;
6141;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2020;0.0;;;;;;;;;
6142;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2021;0.0;;;;;;;;;
6143;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Geslacht: onbekend;2022;0.0;;;;;;;;;
6144;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2007;0.0;;;;;;;;;
6145;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2008;0.0;;;;;;;;;
6146;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2009;0.0;;;;;;;;;
6147;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2010;0.1;;;;;;;;;
6148;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2011 ;0.1;;;;;;;;;
6149;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2012;0.1;;;;;;;;;
6150;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2013;0.1;;;;;;;;;
6151;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2014;0.1;7.4;50.5;34.6;0.0;0.0;0.0;7.4;50.5;34.6
6152;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2015;0.1;;;;;;;;;
6153;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2016;0.1;;;;;;;;;
6154;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2017;0.1;9.0;88.4;62.7;0.0;0.0;0.0;9.0;88.4;62.7
6155;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2018;0.1;;;;;;;;;
6156;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2019;0.1;;;;;;;;;
6157;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2020;0.1;;;;;;;;;
6158;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2021;0.1;;;;;;;;;
6159;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 0 tot 25 jaar;2022;0.2;6.9;42.9;25.0;0.0;0.0;0.0;6.9;42.9;25.0
6160;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2007;0.1;3.9;36.0;22.0;0.0;0.0;0.0;3.9;36.0;22.0
6161;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2008;0.1;2.6;19.6;22.4;0.0;0.0;0.0;2.6;19.6;22.4
6162;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2009;0.1;2.4;20.6;22.8;0.0;0.0;0.0;2.4;20.6;22.8
6163;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2010;0.1;3.6;26.2;24.0;0.0;0.0;0.0;3.6;26.2;24.0
6164;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2011 ;0.1;10.9;88.6;24.1;0.0;0.0;0.0;10.9;88.6;24.1
6165;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2012;0.1;7.0;49.6;24.1;0.0;0.0;0.0;7.0;49.6;24.1
6166;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2013;0.4;35.3;97.9;32.7;0.0;0.0;0.0;35.3;97.9;32.7
6167;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2014;0.9;51.5;58.3;50.0;0.0;0.0;0.0;51.5;58.3;50.0
6168;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2015;0.2;11.4;65.8;25.0;0.0;0.0;0.0;11.4;65.8;25.0
6169;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2016;0.2;15.2;66.6;25.4;0.0;0.0;0.0;15.2;66.6;25.4
6170;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2017;0.4;50.3;118.7;30.1;0.0;0.0;0.0;50.3;118.7;30.1
6171;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2018;0.3;21.5;76.1;25.0;0.0;0.0;0.0;21.5;76.1;25.0
6172;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2019;0.3;29.7;106.2;26.0;0.0;0.0;0.0;29.7;106.2;26.0
6173;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2020;0.3;13.4;45.2;25.0;0.0;0.0;0.0;13.4;45.2;25.0
6174;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2021;0.3;17.5;55.5;26.9;0.0;0.0;0.0;17.5;55.5;26.9
6175;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 25 tot 45 jaar;2022;0.4;21.8;50.1;27.2;0.0;0.0;0.0;21.8;50.1;27.2
6176;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2007;0.0;;;;;;;;;
6177;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2008;0.0;;;;;;;;;
6178;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2009;0.0;;;;;;;;;
6179;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2010;0.0;;;;;;;;;
6180;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2011 ;0.0;;;;;;;;;
6181;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2012;0.0;;;;;;;;;
6182;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2013;0.1;;;;;;;;;
6183;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2014;0.3;19.2;58.1;50.0;0.0;0.0;0.0;19.2;58.1;50.0
6184;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2015;0.0;;;;;;;;;
6185;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2016;0.0;;;;;;;;;
6186;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2017;0.0;;;;;;;;;
6187;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2018;0.0;;;;;;;;;
6188;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2019;0.0;;;;;;;;;
6189;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2020;0.0;;;;;;;;;
6190;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2021;0.0;;;;;;;;;
6191;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 45 tot 65 jaar;2022;0.0;;;;;;;;;
6192;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2007;0.0;;;;;;;;;
6193;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2008;0.0;;;;;;;;;
6194;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2009;0.0;;;;;;;;;
6195;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2010;0.0;;;;;;;;;
6196;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2011 ;0.0;;;;;;;;;
6197;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2012;0.0;;;;;;;;;
6198;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2013;0.0;;;;;;;;;
6199;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2014;0.0;;;;;;;;;
6200;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2015;0.0;;;;;;;;;
6201;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2016;0.0;;;;;;;;;
6202;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2017;0.0;;;;;;;;;
6203;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2018;0.0;;;;;;;;;
6204;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2019;0.0;;;;;;;;;
6205;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2020;0.0;;;;;;;;;
6206;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2021;0.0;;;;;;;;;
6207;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: 65 jaar of ouder;2022;0.0;;;;;;;;;
6208;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2007;0.0;;;;;;;;;
6209;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2008;0.0;;;;;;;;;
6210;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2009;0.0;;;;;;;;;
6211;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2010;0.0;;;;;;;;;
6212;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2011 ;0.0;;;;;;;;;
6213;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2012;0.0;;;;;;;;;
6214;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2013;0.0;;;;;;;;;
6215;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2014;0.0;;;;;;;;;
6216;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2015;0.0;;;;;;;;;
6217;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2016;0.0;;;;;;;;;
6218;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2017;0.0;;;;;;;;;
6219;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2018;0.0;;;;;;;;;
6220;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2019;0.0;;;;;;;;;
6221;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2020;0.0;;;;;;;;;
6222;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2021;0.0;;;;;;;;;
6223;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Leeftijd: onbekend;2022;0.0;;;;;;;;;
6224;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2007;0.1;3.2;29.4;22.0;0.0;0.0;0.0;3.2;29.4;22.0
6225;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2008;0.1;2.6;19.6;22.4;0.0;0.0;0.0;2.6;19.6;22.4
6226;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2009;0.1;2.7;22.4;22.8;0.0;0.0;0.0;2.7;22.4;22.8
6227;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2010;0.2;4.3;25.0;24.0;0.0;0.0;0.0;4.3;25.0;24.0
6228;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2011 ;0.1;5.5;45.1;24.1;0.0;0.0;0.0;5.5;45.1;24.1
6229;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2012;0.1;7.0;47.8;24.1;0.0;0.0;0.0;7.0;47.8;24.1
6230;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2013;0.4;32.3;74.2;37.6;0.0;0.0;0.0;32.3;74.2;37.6
6231;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2014;1.2;65.2;56.3;50.0;0.0;0.0;0.0;65.2;56.3;50.0
6232;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2015;0.2;10.5;65.0;25.0;0.0;0.0;0.0;10.5;65.0;25.0
6233;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2016;0.2;13.1;64.1;25.0;0.0;0.0;0.0;13.1;64.1;25.0
6234;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2017;0.4;44.9;125.0;45.0;0.0;0.0;0.0;44.9;125.0;45.0
6235;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2018;0.2;23.6;96.4;25.0;0.0;0.0;0.0;23.6;96.4;25.0
6236;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2019;0.2;18.5;83.3;26.0;0.0;0.0;0.0;18.5;83.3;26.0
6237;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2020;0.2;12.6;55.3;25.5;0.0;0.0;0.0;12.6;55.3;25.5
6238;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2021;0.2;14.6;59.3;26.9;0.0;0.0;0.0;14.6;59.3;26.9
6239;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: eigen woning;2022;0.3;13.6;42.0;27.2;0.0;0.0;0.0;13.6;42.0;27.2
6240;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2007;0.0;;;;;;;;;
6241;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2008;0.0;;;;;;;;;
6242;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2009;0.0;;;;;;;;;
6243;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2010;0.0;;;;;;;;;
6244;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2011 ;0.1;;;;;;;;;
6245;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2012;0.1;;;;;;;;;
6246;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2013;0.1;13.5;125.0;24.7;0.0;0.0;0.0;13.5;125.0;24.7
6247;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2014;0.2;13.6;60.6;35.0;0.0;0.0;0.0;13.6;60.6;35.0
6248;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2015;0.1;;;;;;;;;
6249;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2016;0.1;7.7;71.1;25.2;0.0;0.0;0.0;7.7;71.1;25.2
6250;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2017;0.2;16.4;91.8;25.5;0.0;0.0;0.0;16.4;91.8;25.5
6251;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2018;0.1;5.8;39.1;17.3;0.0;0.0;0.0;5.8;39.1;17.3
6252;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2019;0.2;21.3;138.3;25.3;0.0;0.0;0.0;21.3;138.3;25.3
6253;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2020;0.2;5.2;32.2;20.0;0.0;0.0;0.0;5.2;32.2;20.0
6254;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2021;0.2;12.9;73.0;26.9;0.0;0.0;0.0;12.9;73.0;26.9
6255;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: huurwoning;2022;0.3;15.8;56.1;27.2;0.0;0.0;0.0;15.8;56.1;27.2
6256;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2007;0.0;;;;;;;;;
6257;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2008;0.0;;;;;;;;;
6258;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2009;0.0;;;;;;;;;
6259;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2010;0.0;;;;;;;;;
6260;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2011 ;0.0;;;;;;;;;
6261;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2012;0.0;;;;;;;;;
6262;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2013;0.0;;;;;;;;;
6263;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2014;0.0;;;;;;;;;
6264;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2015;0.0;;;;;;;;;
6265;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2016;0.0;;;;;;;;;
6266;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2017;0.0;;;;;;;;;
6267;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2018;0.0;;;;;;;;;
6268;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2019;0.0;;;;;;;;;
6269;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2020;0.0;;;;;;;;;
6270;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2021;0.0;;;;;;;;;
6271;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: institutioneel;2022;0.0;;;;;;;;;
6272;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2007;0.0;;;;;;;;;
6273;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2008;0.0;;;;;;;;;
6274;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2009;0.0;;;;;;;;;
6275;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2010;0.0;;;;;;;;;
6276;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2011 ;0.0;;;;;;;;;
6277;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2012;0.0;;;;;;;;;
6278;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2013;0.0;;;;;;;;;
6279;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2014;0.0;;;;;;;;;
6280;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2015;0.0;;;;;;;;;
6281;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2016;0.0;;;;;;;;;
6282;Alle schenkingen;Geen belasting verschuldigd;Vermogen: 1e 20%-groep;Woningbezit: onbekend;2017;0.0;;;;;;;;;
