ID;Vakantiekenmerken;Perioden;TotaalMeestBezochteVakantielanden_1;Belgie_2;Frankrijk_3;Duitsland_4;OverigeLanden_5
57;SL: caravan, vouwwagen;2014;;;;;
58;SL: caravan, vouwwagen;2015;;;;;
59;SL: caravan, vouwwagen;2016;;;;;
60;SL: boot;2002;0.0;0.0;0.0;0.0;0.0
61;SL: boot;2003;0.0;0.0;0.0;0.0;0.0
62;SL: boot;2004;0.0;0.0;0.0;0.0;0.0
63;SL: boot;2005;0.0;0.0;0.0;0.0;0.0
64;SL: boot;2006;0.0;0.0;0.0;0.0;0.0
65;SL: boot;2007;0.0;0.0;0.0;0.0;0.0
66;SL: boot;2008;0.0;0.0;0.0;0.0;0.0
67;SL: boot;2009;0.0;0.0;0.0;0.0;0.0
68;SL: boot;2010;0.0;0.0;0.0;0.0;0.0
69;SL: boot;2011;2.0;2.0;0.0;0.0;0.0
70;SL: boot;2012;0.0;;;;
71;SL: boot;2013;;;;;
72;SL: boot;2014;;;;;
73;SL: boot;2015;;;;;
74;SL: boot;2016;;;;;
75;Overige seizoenrecreatieve logiesvormen;2002;10.0;0.0;0.0;10.0;0.0
76;Overige seizoenrecreatieve logiesvormen;2003;3.0;3.0;0.0;0.0;0.0
77;Overige seizoenrecreatieve logiesvormen;2004;0.0;0.0;0.0;0.0;0.0
78;Overige seizoenrecreatieve logiesvormen;2005;3.0;0.0;0.0;3.0;0.0
79;Overige seizoenrecreatieve logiesvormen;2006;0.0;0.0;0.0;0.0;0.0
80;Overige seizoenrecreatieve logiesvormen;2007;2.0;2.0;0.0;0.0;0.0
81;Overige seizoenrecreatieve logiesvormen;2008;3.0;0.0;0.0;3.0;0.0
82;Overige seizoenrecreatieve logiesvormen;2009;3.0;0.0;3.0;0.0;0.0
83;Overige seizoenrecreatieve logiesvormen;2010;8.0;3.0;3.0;0.0;2.0
84;Overige seizoenrecreatieve logiesvormen;2011;5.0;5.0;0.0;0.0;0.0
85;Overige seizoenrecreatieve logiesvormen;2012;0.0;;;;
86;Overige seizoenrecreatieve logiesvormen;2013;;;;;
87;Overige seizoenrecreatieve logiesvormen;2014;;;;;
88;Overige seizoenrecreatieve logiesvormen;2015;;;;;
89;Overige seizoenrecreatieve logiesvormen;2016;;;;;
90;Totaal toeristische logiesvormen;2002;3391.0;1050.0;672.0;952.0;716.0
91;Totaal toeristische logiesvormen;2003;3226.0;1055.0;562.0;897.0;712.0
92;Totaal toeristische logiesvormen;2004;3340.0;1060.0;578.0;968.0;733.0
93;Totaal toeristische logiesvormen;2005;3131.0;987.0;572.0;932.0;639.0
94;Totaal toeristische logiesvormen;2006;3056.0;942.0;526.0;882.0;707.0
95;Totaal toeristische logiesvormen;2007;3422.0;1077.0;539.0;1080.0;726.0
96;Totaal toeristische logiesvormen;2008;3116.0;949.0;525.0;935.0;706.0
97;Totaal toeristische logiesvormen;2009;3534.0;1049.0;516.0;1251.0;717.0
98;Totaal toeristische logiesvormen;2010;3377.0;1081.0;505.0;1002.0;789.0
99;Totaal toeristische logiesvormen;2011;3423.0;1014.0;475.0;1104.0;830.0
100;Totaal toeristische logiesvormen;2012;3634.0;979.0;524.0;1240.0;891.0
101;Totaal toeristische logiesvormen;2013;3476.0;927.0;429.0;1179.0;942.0
102;Totaal toeristische logiesvormen;2014;3259.0;715.0;410.0;1181.0;952.0
103;Totaal toeristische logiesvormen;2015;3545.0;832.0;420.0;1304.0;988.0
104;Totaal toeristische logiesvormen;2016;3390.0;692.0;392.0;1312.0;995.0
105;TL: woning familie, vrienden, kennissen;2002;444.0;130.0;48.0;177.0;88.0
106;TL: woning familie, vrienden, kennissen;2003;422.0;128.0;45.0;144.0;105.0
107;TL: woning familie, vrienden, kennissen;2004;519.0;142.0;60.0;188.0;129.0
108;TL: woning familie, vrienden, kennissen;2005;373.0;108.0;52.0;151.0;63.0
109;TL: woning familie, vrienden, kennissen;2006;359.0;99.0;59.0;108.0;92.0
110;TL: woning familie, vrienden, kennissen;2007;373.0;157.0;15.0;119.0;82.0
111;TL: woning familie, vrienden, kennissen;2008;354.0;124.0;29.0;108.0;93.0
112;TL: woning familie, vrienden, kennissen;2009;334.0;140.0;16.0;115.0;64.0
113;TL: woning familie, vrienden, kennissen;2010;364.0;139.0;14.0;105.0;106.0
114;TL: woning familie, vrienden, kennissen;2011;284.0;90.0;59.0;47.0;88.0
115;TL: woning familie, vrienden, kennissen;2012;317.0;;;;
116;TL: woning familie, vrienden, kennissen;2013;;;;;
117;TL: woning familie, vrienden, kennissen;2014;;;;;
118;TL: woning familie, vrienden, kennissen;2015;;;;;
119;TL: woning familie, vrienden, kennissen;2016;;;;;
120;TL: woning van andere particulier;2002;66.0;42.0;2.0;8.0;15.0
121;TL: woning van andere particulier;2003;81.0;41.0;0.0;34.0;6.0
122;TL: woning van andere particulier;2004;95.0;58.0;10.0;13.0;13.0
123;TL: woning van andere particulier;2005;85.0;52.0;6.0;19.0;8.0
124;TL: woning van andere particulier;2006;67.0;52.0;0.0;8.0;7.0
125;TL: woning van andere particulier;2007;81.0;58.0;2.0;12.0;9.0
126;TL: woning van andere particulier;2008;99.0;66.0;0.0;28.0;4.0
127;TL: woning van andere particulier;2009;98.0;60.0;3.0;27.0;7.0
128;TL: woning van andere particulier;2010;90.0;54.0;8.0;18.0;11.0
129;TL: woning van andere particulier;2011;73.0;29.0;12.0;24.0;9.0
130;TL: woning van andere particulier;2012;130.0;;;;
131;TL: woning van andere particulier;2013;;;;;
132;TL: woning van andere particulier;2014;;;;;
133;TL: woning van andere particulier;2015;;;;;
134;TL: woning van andere particulier;2016;;;;;
135;TL: hotel;2002;1841.0;451.0;507.0;473.0;410.0
136;TL: hotel;2003;1727.0;461.0;424.0;435.0;407.0
137;TL: hotel;2004;1846.0;492.0;402.0;528.0;425.0
138;TL: hotel;2005;1804.0;432.0;420.0;551.0;401.0
139;TL: hotel;2006;1770.0;428.0;367.0;510.0;465.0
140;TL: hotel;2007;2058.0;494.0;416.0;690.0;458.0
141;TL: hotel;2008;1884.0;453.0;402.0;581.0;448.0
142;TL: hotel;2009;2228.0;497.0;394.0;830.0;506.0
143;TL: hotel;2010;2024.0;506.0;387.0;639.0;493.0
144;TL: hotel;2011;2094.0;469.0;332.0;752.0;542.0
145;TL: hotel;2012;2187.0;479.0;362.0;761.0;585.0
146;TL: hotel;2013;2180.0;465.0;317.0;744.0;654.0
147;TL: hotel;2014;2004.0;371.0;303.0;750.0;581.0
148;TL: hotel;2015;2094.0;355.0;315.0;830.0;594.0
149;TL: hotel;2016;2128.0;351.0;270.0;860.0;647.0
150;TL: pension, bed & breakfast;2002;111.0;22.0;14.0;52.0;23.0
151;TL: pension, bed & breakfast;2003;104.0;19.0;9.0;45.0;32.0
152;TL: pension, bed & breakfast;2004;84.0;17.0;15.0;34.0;18.0
153;TL: pension, bed & breakfast;2005;126.0;28.0;6.0;58.0;34.0
154;TL: pension, bed & breakfast;2006;121.0;43.0;4.0;40.0;34.0
155;TL: pension, bed & breakfast;2007;146.0;25.0;13.0;67.0;41.0
156;TL: pension, bed & breakfast;2008;128.0;30.0;8.0;54.0;36.0
157;TL: pension, bed & breakfast;2009;124.0;57.0;8.0;41.0;18.0
158;TL: pension, bed & breakfast;2010;121.0;36.0;0.0;39.0;46.0
159;TL: pension, bed & breakfast;2011;92.0;30.0;2.0;38.0;21.0
160;TL: pension, bed & breakfast;2012;186.0;;;;
161;TL: pension, bed & breakfast;2013;;;;;
162;TL: pension, bed & breakfast;2014;;;;;
163;TL: pension, bed & breakfast;2015;;;;;
164;TL: pension, bed & breakfast;2016;;;;;
165;TL: appartement;2002;61.0;14.0;13.0;20.0;14.0
166;TL: appartement;2003;65.0;19.0;12.0;18.0;16.0
167;TL: appartement;2004;82.0;29.0;13.0;26.0;14.0
168;TL: appartement;2005;72.0;23.0;14.0;10.0;25.0
169;TL: appartement;2006;68.0;10.0;20.0;24.0;15.0
170;TL: appartement;2007;87.0;18.0;12.0;36.0;21.0
171;TL: appartement;2008;62.0;12.0;9.0;24.0;17.0
172;TL: appartement;2009;100.0;22.0;17.0;39.0;22.0
173;TL: appartement;2010;117.0;33.0;13.0;26.0;45.0
174;TL: appartement;2011;95.0;22.0;5.0;28.0;41.0
175;TL: appartement;2012;85.0;;;;
176;TL: appartement;2013;;;;;
177;TL: appartement;2014;;;;;
178;TL: appartement;2015;;;;;
179;TL: appartement;2016;;;;;
180;TL: zomerhuisje, vakantiebungalow;2002;366.0;212.0;37.0;113.0;4.0
181;TL: zomerhuisje, vakantiebungalow;2003;373.0;240.0;32.0;89.0;13.0
182;TL: zomerhuisje, vakantiebungalow;2004;295.0;161.0;29.0;92.0;13.0
183;TL: zomerhuisje, vakantiebungalow;2005;335.0;214.0;41.0;66.0;14.0
184;TL: zomerhuisje, vakantiebungalow;2006;351.0;189.0;33.0;119.0;10.0
185;TL: zomerhuisje, vakantiebungalow;2007;293.0;181.0;46.0;57.0;9.0
186;TL: zomerhuisje, vakantiebungalow;2008;283.0;152.0;35.0;78.0;18.0
187;TL: zomerhuisje, vakantiebungalow;2009;288.0;139.0;28.0;108.0;14.0
188;TL: zomerhuisje, vakantiebungalow;2010;349.0;179.0;35.0;124.0;10.0
189;TL: zomerhuisje, vakantiebungalow;2011;427.0;251.0;40.0;109.0;27.0
190;TL: zomerhuisje, vakantiebungalow;2012;349.0;;;;
191;TL: zomerhuisje, vakantiebungalow;2013;;;;;
192;TL: zomerhuisje, vakantiebungalow;2014;;;;;
193;TL: zomerhuisje, vakantiebungalow;2015;;;;;
194;TL: zomerhuisje, vakantiebungalow;2016;;;;;
195;TL: tent, bungalowtent;2002;148.0;78.0;29.0;18.0;24.0
196;TL: tent, bungalowtent;2003;110.0;54.0;13.0;28.0;15.0
197;TL: tent, bungalowtent;2004;135.0;55.0;26.0;15.0;39.0
198;TL: tent, bungalowtent;2005;81.0;46.0;7.0;22.0;7.0
199;TL: tent, bungalowtent;2006;88.0;55.0;10.0;20.0;3.0
200;TL: tent, bungalowtent;2007;65.0;38.0;5.0;16.0;6.0
201;TL: tent, bungalowtent;2008;66.0;29.0;12.0;10.0;15.0
202;TL: tent, bungalowtent;2009;77.0;29.0;18.0;22.0;7.0
203;TL: tent, bungalowtent;2010;104.0;29.0;21.0;25.0;29.0
204;TL: tent, bungalowtent;2011;67.0;37.0;6.0;15.0;9.0
205;TL: tent, bungalowtent;2012;72.0;;;;
206;TL: tent, bungalowtent;2013;;;;;
207;TL: tent, bungalowtent;2014;;;;;
208;TL: tent, bungalowtent;2015;;;;;
209;TL: tent, bungalowtent;2016;;;;;
210;TL: caravan, vouwwagen;2002;55.0;14.0;12.0;9.0;21.0
211;TL: caravan, vouwwagen;2003;73.0;25.0;13.0;21.0;14.0
212;TL: caravan, vouwwagen;2004;60.0;28.0;12.0;10.0;11.0
213;TL: caravan, vouwwagen;2005;69.0;23.0;18.0;9.0;18.0
214;TL: caravan, vouwwagen;2006;59.0;24.0;15.0;11.0;10.0
215;TL: caravan, vouwwagen;2007;66.0;30.0;9.0;19.0;8.0
216;TL: caravan, vouwwagen;2008;60.0;31.0;24.0;2.0;3.0
217;TL: caravan, vouwwagen;2009;89.0;47.0;19.0;15.0;8.0
218;TL: caravan, vouwwagen;2010;74.0;39.0;26.0;7.0;1.0
219;TL: caravan, vouwwagen;2011;45.0;23.0;6.0;12.0;4.0
220;TL: caravan, vouwwagen;2012;75.0;;;;
221;TL: caravan, vouwwagen;2013;;;;;
222;TL: caravan, vouwwagen;2014;;;;;
223;TL: caravan, vouwwagen;2015;;;;;
224;TL: caravan, vouwwagen;2016;;;;;
225;TL: camper;2002;68.0;19.0;3.0;46.0;
226;TL: camper;2003;49.0;6.0;8.0;36.0;
227;TL: camper;2004;42.0;17.0;0.0;25.0;
228;TL: camper;2005;38.0;9.0;1.0;20.0;8.0
229;TL: camper;2006;40.0;8.0;0.0;25.0;7.0
230;TL: camper;2007;71.0;24.0;3.0;40.0;3.0
231;TL: camper;2008;49.0;14.0;5.0;23.0;8.0
232;TL: camper;2009;56.0;20.0;5.0;26.0;5.0
233;TL: camper;2010;42.0;19.0;0.0;11.0;11.0
234;TL: camper;2011;74.0;18.0;3.0;48.0;6.0
235;TL: camper;2012;95.0;;;;
236;TL: camper;2013;;;;;
237;TL: camper;2014;;;;;
238;TL: camper;2015;;;;;
239;TL: camper;2016;;;;;
240;TL: boot;2002;94.0;0.0;0.0;9.0;85.0
241;TL: boot;2003;80.0;0.0;0.0;5.0;75.0
242;TL: boot;2004;45.0;3.0;0.0;3.0;40.0
243;TL: boot;2005;27.0;0.0;0.0;5.0;22.0
244;TL: boot;2006;32.0;3.0;3.0;3.0;23.0
245;TL: boot;2007;50.0;0.0;0.0;6.0;44.0
246;TL: boot;2008;38.0;0.0;0.0;4.0;34.0
247;TL: boot;2009;39.0;0.0;2.0;3.0;34.0
248;TL: boot;2010;13.0;0.0;0.0;0.0;13.0
249;TL: boot;2011;81.0;0.0;0.0;7.0;74.0
250;TL: boot;2012;32.0;;;;
251;TL: boot;2013;;;;;
252;TL: boot;2014;;;;;
253;TL: boot;2015;;;;;
254;TL: boot;2016;;;;;
255;TL: jeugdherberg/groepsaccommodatie;2002;84.0;52.0;2.0;15.0;15.0
256;TL: jeugdherberg/groepsaccommodatie;2003;107.0;51.0;1.0;42.0;13.0
257;TL: jeugdherberg/groepsaccommodatie;2004;88.0;33.0;2.0;32.0;22.0
258;TL: jeugdherberg/groepsaccommodatie;2005;73.0;45.0;5.0;14.0;10.0
259;TL: jeugdherberg/groepsaccommodatie;2006;55.0;15.0;9.0;14.0;17.0
260;TL: jeugdherberg/groepsaccommodatie;2007;105.0;50.0;12.0;15.0;28.0
261;TL: jeugdherberg/groepsaccommodatie;2008;66.0;34.0;0.0;18.0;14.0
262;TL: jeugdherberg/groepsaccommodatie;2009;80.0;33.0;2.0;21.0;25.0
263;TL: jeugdherberg/groepsaccommodatie;2010;62.0;36.0;0.0;7.0;19.0
264;TL: jeugdherberg/groepsaccommodatie;2011;76.0;36.0;9.0;24.0;7.0
265;TL: jeugdherberg/groepsaccommodatie;2012;62.0;;;;
266;TL: jeugdherberg/groepsaccommodatie;2013;;;;;
267;TL: jeugdherberg/groepsaccommodatie;2014;;;;;
268;TL: jeugdherberg/groepsaccommodatie;2015;;;;;
269;TL: jeugdherberg/groepsaccommodatie;2016;;;;;
270;Overige toeristische logiesvormen;2002;52.0;17.0;4.0;12.0;19.0
271;Overige toeristische logiesvormen;2003;34.0;11.0;6.0;1.0;16.0
272;Overige toeristische logiesvormen;2004;51.0;26.0;10.0;4.0;11.0
273;Overige toeristische logiesvormen;2005;46.0;7.0;3.0;5.0;30.0
274;Overige toeristische logiesvormen;2006;45.0;15.0;7.0;0.0;23.0
275;Overige toeristische logiesvormen;2007;27.0;1.0;4.0;4.0;17.0
276;Overige toeristische logiesvormen;2008;26.0;3.0;2.0;5.0;16.0
277;Overige toeristische logiesvormen;2009;21.0;6.0;3.0;5.0;7.0
278;Overige toeristische logiesvormen;2010;19.0;11.0;2.0;1.0;6.0
279;Overige toeristische logiesvormen;2011;14.0;9.0;1.0;0.0;3.0
280;Overige toeristische logiesvormen;2012;41.0;;;;
281;Overige toeristische logiesvormen;2013;;;;;
282;Overige toeristische logiesvormen;2014;;;;;
283;Overige toeristische logiesvormen;2015;;;;;
284;Overige toeristische logiesvormen;2016;;;;;
285;Geboekt bij een reisbureau;2002;776.0;130.0;321.0;87.0;239.0
286;Geboekt bij een reisbureau;2003;697.0;129.0;235.0;99.0;234.0
287;Geboekt bij een reisbureau;2004;810.0;180.0;248.0;176.0;206.0
288;Geboekt bij een reisbureau;2005;797.0;164.0;239.0;157.0;237.0
289;Geboekt bij een reisbureau;2006;778.0;167.0;218.0;170.0;223.0
290;Geboekt bij een reisbureau;2007;872.0;174.0;234.0;223.0;241.0
291;Geboekt bij een reisbureau;2008;870.0;202.0;234.0;192.0;241.0
292;Geboekt bij een reisbureau;2009;833.0;133.0;189.0;274.0;237.0
293;Geboekt bij een reisbureau;2010;719.0;180.0;208.0;165.0;166.0
294;Geboekt bij een reisbureau;2011;708.0;112.0;168.0;205.0;223.0
295;Geboekt bij een reisbureau;2012;727.0;81.0;176.0;225.0;245.0
296;Geboekt bij een reisbureau;2013;673.0;118.0;134.0;201.0;220.0
297;Geboekt bij een reisbureau;2014;642.0;112.0;97.0;182.0;252.0
298;Geboekt bij een reisbureau;2015;687.0;98.0;126.0;221.0;242.0
299;Geboekt bij een reisbureau;2016;625.0;79.0;78.0;221.0;246.0
300;Geboekt bij een bank, VVV e.d.;2002;171.0;63.0;43.0;34.0;31.0
301;Geboekt bij een bank, VVV e.d.;2003;339.0;115.0;53.0;83.0;87.0
302;Geboekt bij een bank, VVV e.d.;2004;249.0;97.0;33.0;64.0;55.0
303;Geboekt bij een bank, VVV e.d.;2005;196.0;74.0;7.0;70.0;45.0
304;Geboekt bij een bank, VVV e.d.;2006;102.0;26.0;9.0;43.0;23.0
305;Geboekt bij een bank, VVV e.d.;2007;82.0;27.0;2.0;21.0;32.0
306;Geboekt bij een bank, VVV e.d.;2008;190.0;64.0;21.0;59.0;45.0
307;Geboekt bij een bank, VVV e.d.;2009;347.0;94.0;48.0;136.0;69.0
308;Geboekt bij een bank, VVV e.d.;2010;351.0;109.0;42.0;124.0;77.0
309;Geboekt bij een bank, VVV e.d.;2011;889.0;288.0;62.0;346.0;193.0
310;Geboekt bij een bank, VVV e.d.;2012;976.0;307.0;89.0;337.0;243.0
311;Geboekt bij een bank, VVV e.d.;2013;1076.0;282.0;104.0;390.0;301.0
312;Geboekt bij een bank, VVV e.d.;2014;1026.0;271.0;119.0;345.0;292.0
313;Geboekt bij een bank, VVV e.d.;2015;1188.0;261.0;154.0;424.0;349.0
314;Geboekt bij een bank, VVV e.d.;2016;1248.0;223.0;146.0;465.0;414.0
315;Geb. boek-centr. hotel-/bungalowketen;2002;180.0;101.0;16.0;62.0;1.0
316;Geb. boek-centr. hotel-/bungalowketen;2003;227.0;119.0;27.0;68.0;14.0
317;Geb. boek-centr. hotel-/bungalowketen;2004;247.0;112.0;20.0;79.0;36.0
318;Geb. boek-centr. hotel-/bungalowketen;2005;278.0;116.0;55.0;81.0;25.0
319;Geb. boek-centr. hotel-/bungalowketen;2006;273.0;111.0;43.0;84.0;35.0
320;Geb. boek-centr. hotel-/bungalowketen;2007;319.0;135.0;76.0;66.0;42.0
321;Geb. boek-centr. hotel-/bungalowketen;2008;329.0;146.0;58.0;76.0;48.0
322;Geb. boek-centr. hotel-/bungalowketen;2009;312.0;141.0;36.0;109.0;26.0
323;Geb. boek-centr. hotel-/bungalowketen;2010;412.0;152.0;45.0;154.0;61.0
324;Geb. boek-centr. hotel-/bungalowketen;2011;444.0;186.0;39.0;141.0;78.0
325;Geb. boek-centr. hotel-/bungalowketen;2012;453.0;169.0;52.0;142.0;90.0
326;Geb. boek-centr. hotel-/bungalowketen;2013;413.0;158.0;35.0;125.0;96.0
327;Geb. boek-centr. hotel-/bungalowketen;2014;;;;;
328;Geb. boek-centr. hotel-/bungalowketen;2015;370.0;104.0;22.0;162.0;83.0
329;Geb. boek-centr. hotel-/bungalowketen;2016;425.0;128.0;34.0;187.0;76.0
330;Rechtstreeks geboekt bij reisorganisatie;2002;339.0;34.0;45.0;53.0;206.0
331;Rechtstreeks geboekt bij reisorganisatie;2003;283.0;34.0;43.0;45.0;161.0
332;Rechtstreeks geboekt bij reisorganisatie;2004;289.0;29.0;40.0;26.0;193.0
333;Rechtstreeks geboekt bij reisorganisatie;2005;248.0;29.0;44.0;39.0;135.0
334;Rechtstreeks geboekt bij reisorganisatie;2006;269.0;22.0;35.0;34.0;178.0
335;Rechtstreeks geboekt bij reisorganisatie;2007;307.0;26.0;29.0;57.0;195.0
336;Rechtstreeks geboekt bij reisorganisatie;2008;248.0;35.0;25.0;11.0;178.0
337;Rechtstreeks geboekt bij reisorganisatie;2009;341.0;22.0;40.0;70.0;210.0
338;Rechtstreeks geboekt bij reisorganisatie;2010;371.0;25.0;42.0;40.0;264.0
339;Rechtstreeks geboekt bij reisorganisatie;2011;263.0;13.0;42.0;36.0;172.0
340;Rechtstreeks geboekt bij reisorganisatie;2012;264.0;;;;
341;Rechtstreeks geboekt bij reisorganisatie;2013;;;;;
342;Rechtstreeks geboekt bij reisorganisatie;2014;;;;;
343;Rechtstreeks geboekt bij reisorganisatie;2015;;;;;
344;Rechtstreeks geboekt bij reisorganisatie;2016;;;;;
345;Boekingsinstantie onbekend;2002;364.0;126.0;67.0;83.0;88.0
346;Boekingsinstantie onbekend;2003;371.0;139.0;44.0;99.0;88.0
347;Boekingsinstantie onbekend;2004;395.0;144.0;73.0;102.0;75.0
348;Boekingsinstantie onbekend;2005;403.0;162.0;74.0;84.0;83.0
349;Boekingsinstantie onbekend;2006;415.0;120.0;62.0;115.0;118.0
350;Boekingsinstantie onbekend;2007;509.0;164.0;73.0;136.0;136.0
351;Boekingsinstantie onbekend;2008;350.0;106.0;43.0;106.0;95.0
352;Boekingsinstantie onbekend;2009;457.0;150.0;63.0;153.0;91.0
353;Boekingsinstantie onbekend;2010;421.0;163.0;42.0;105.0;111.0
354;Boekingsinstantie onbekend;2011;338.0;98.0;56.0;88.0;96.0
355;Boekingsinstantie onbekend;2012;328.0;;;;
356;Boekingsinstantie onbekend;2013;;;;;
357;Boekingsinstantie onbekend;2014;;;;;
358;Boekingsinstantie onbekend;2015;;;;;
359;Boekingsinstantie onbekend;2016;;;;;
360;Log. rechtstr. geres. eigenaar/beheerder;2002;634.0;236.0;75.0;274.0;49.0
361;Log. rechtstr. geres. eigenaar/beheerder;2003;623.0;264.0;74.0;227.0;58.0
362;Log. rechtstr. geres. eigenaar/beheerder;2004;629.0;240.0;69.0;256.0;64.0
363;Log. rechtstr. geres. eigenaar/beheerder;2005;618.0;247.0;68.0;257.0;45.0
364;Log. rechtstr. geres. eigenaar/beheerder;2006;704.0;307.0;84.0;258.0;54.0
365;Log. rechtstr. geres. eigenaar/beheerder;2007;768.0;302.0;68.0;355.0;43.0
366;Log. rechtstr. geres. eigenaar/beheerder;2008;638.0;206.0;91.0;293.0;47.0
367;Log. rechtstr. geres. eigenaar/beheerder;2009;740.0;285.0;100.0;311.0;44.0
368;Log. rechtstr. geres. eigenaar/beheerder;2010;649.0;244.0;89.0;269.0;48.0
369;Log. rechtstr. geres. eigenaar/beheerder;2011;416.0;154.0;61.0;176.0;26.0
370;Log. rechtstr. geres. eigenaar/beheerder;2012;448.0;170.0;52.0;191.0;34.0
371;Log. rechtstr. geres. eigenaar/beheerder;2013;407.0;134.0;44.0;199.0;30.0
372;Log. rechtstr. geres. eigenaar/beheerder;2014;343.0;87.0;46.0;164.0;47.0
373;Log. rechtstr. geres. eigenaar/beheerder;2015;;;;;
374;Log. rechtstr. geres. eigenaar/beheerder;2016;;;;;
375;Logies niet vooraf geboekt;2002;928.0;360.0;106.0;358.0;103.0
376;Logies niet vooraf geboekt;2003;686.0;254.0;86.0;276.0;70.0
377;Logies niet vooraf geboekt;2004;722.0;257.0;96.0;265.0;103.0
378;Logies niet vooraf geboekt;2005;592.0;195.0;85.0;244.0;68.0
379;Logies niet vooraf geboekt;2006;515.0;189.0;74.0;178.0;75.0
