ID;Marges;EigenaarOfHuurder;KenmerkenWoningen;RegioS;Perioden;TotaalWoonlasten_1;NettoWoonuitgaven_2;BijkomendeWoonlasten_3;Woonquote_4;GeenScheefhuur_5;GoedkopeScheefhuur_6;DureScheefhuur_7
92;Waarde;Totaal;Totaal;Achterhoek (CR);2015;784.8;581.7;203.1;32.5;88.3;4.5;7.1
93;Waarde;Totaal;Totaal;Arnhem/Nijmegen (CR);2009;751.8;544.8;207.0;31.4;83.7;12.5;3.8
94;Waarde;Totaal;Totaal;Arnhem/Nijmegen (CR);2012;810.2;600.7;209.5;33.2;84.7;10.6;4.7
95;Waarde;Totaal;Totaal;Arnhem/Nijmegen (CR);2015;796.3;606.5;189.8;32.4;84.1;7.9;8.0
96;Waarde;Totaal;Totaal;Zuidwest-Gelderland (CR);2009;818.9;568.4;250.5;30.7;85.1;12.6;2.3
97;Waarde;Totaal;Totaal;Zuidwest-Gelderland (CR);2012;859.0;617.7;241.3;31.9;87.0;11.0;2.1
98;Waarde;Totaal;Totaal;Zuidwest-Gelderland (CR);2015;844.7;625.8;218.9;31.8;89.1;6.4;4.5
99;Waarde;Totaal;Totaal;Utrecht (CR);2009;811.2;593.6;217.6;29.7;84.6;12.8;2.6
100;Waarde;Totaal;Totaal;Utrecht (CR);2012;861.8;647.7;214.2;31.9;85.6;9.4;5.0
101;Waarde;Totaal;Totaal;Utrecht (CR);2015;859.4;664.3;195.2;31.2;86.0;7.8;6.2
102;Waarde;Totaal;Totaal;Kop van Noord-Holland (CR);2009;803.3;568.6;234.7;31.0;88.4;10.1;1.6
103;Waarde;Totaal;Totaal;Kop van Noord-Holland (CR);2012;837.1;603.5;233.6;33.7;86.5;9.1;4.5
104;Waarde;Totaal;Totaal;Kop van Noord-Holland (CR);2015;790.3;570.3;220.0;31.6;90.7;4.2;5.0
105;Waarde;Totaal;Totaal;Alkmaar en omgeving (CR);2009;780.6;561.8;218.8;31.5;88.8;7.6;3.6
106;Waarde;Totaal;Totaal;Alkmaar en omgeving (CR);2012;844.4;618.1;226.3;33.1;87.0;8.0;5.1
107;Waarde;Totaal;Totaal;Alkmaar en omgeving (CR);2015;815.1;607.4;207.7;30.8;87.4;8.3;4.4
108;Waarde;Totaal;Totaal;IJmond (CR);2009;749.9;535.8;214.2;29.1;82.8;15.0;2.3
109;Waarde;Totaal;Totaal;IJmond (CR);2012;868.5;637.8;230.7;33.1;83.4;13.5;3.1
110;Waarde;Totaal;Totaal;IJmond (CR);2015;779.3;572.8;206.5;29.8;85.0;7.4;7.7
111;Waarde;Totaal;Totaal;Agglomeratie Haarlem (CR);2009;825.5;620.5;205.0;32.5;84.0;12.7;3.4
112;Waarde;Totaal;Totaal;Agglomeratie Haarlem (CR);2012;903.6;688.8;214.8;33.4;85.0;8.8;6.2
113;Waarde;Totaal;Totaal;Agglomeratie Haarlem (CR);2015;901.7;698.7;203.1;33.6;84.8;8.1;7.2
114;Waarde;Totaal;Totaal;Zaanstreek (CR);2009;730.7;509.3;221.4;32.6;80.8;16.2;3.0
115;Waarde;Totaal;Totaal;Zaanstreek (CR);2012;807.3;581.9;225.4;33.2;81.2;11.7;7.1
116;Waarde;Totaal;Totaal;Zaanstreek (CR);2015;810.4;597.5;212.9;31.8;79.9;11.7;8.4
117;Waarde;Totaal;Totaal;Groot-Amsterdam (CR);2009;720.2;531.6;188.6;33.2;77.3;17.4;5.3
118;Waarde;Totaal;Totaal;Groot-Amsterdam (CR);2012;790.5;594.4;196.1;34.9;78.8;14.3;6.9
119;Waarde;Totaal;Totaal;Groot-Amsterdam (CR);2015;797.2;617.2;180.0;35.3;78.9;11.5;9.6
120;Waarde;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2009;851.5;618.5;233.0;32.0;85.9;11.5;2.6
121;Waarde;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2012;931.2;692.8;238.4;33.1;85.6;10.3;4.0
122;Waarde;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2015;1063.8;844.7;219.1;33.8;84.0;5.9;10.1
123;Waarde;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2009;798.4;584.7;213.7;31.3;86.7;10.7;2.6
124;Waarde;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2012;869.2;648.5;220.7;32.8;84.3;10.2;5.5
125;Waarde;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2015;850.3;651.4;198.9;32.9;85.1;8.0;6.9
126;Waarde;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2009;793.5;590.4;203.1;33.8;81.1;13.6;5.3
127;Waarde;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2012;833.7;626.5;207.2;35.2;80.8;11.4;7.8
128;Waarde;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2015;829.1;636.2;192.9;34.5;82.0;8.5;9.5
129;Waarde;Totaal;Totaal;Delft en Westland (CR);2009;760.5;548.9;211.6;32.8;83.4;12.8;3.8
130;Waarde;Totaal;Totaal;Delft en Westland (CR);2012;810.2;595.0;215.2;34.3;81.6;11.7;6.7
131;Waarde;Totaal;Totaal;Delft en Westland (CR);2015;791.7;593.8;197.9;34.0;82.5;8.1;9.4
132;Waarde;Totaal;Totaal;Oost-Zuid-Holland (CR);2009;802.7;577.6;225.1;30.9;86.5;10.5;3.0
133;Waarde;Totaal;Totaal;Oost-Zuid-Holland (CR);2012;871.0;647.6;223.4;32.5;84.0;11.1;4.9
134;Waarde;Totaal;Totaal;Oost-Zuid-Holland (CR);2015;820.3;613.2;207.1;32.0;87.4;7.2;5.4
135;Waarde;Totaal;Totaal;Groot-Rijnmond (CR);2009;736.5;535.3;201.2;31.2;80.5;14.3;5.2
136;Waarde;Totaal;Totaal;Groot-Rijnmond (CR);2012;788.9;580.9;208.0;34.1;81.0;11.7;7.3
137;Waarde;Totaal;Totaal;Groot-Rijnmond (CR);2015;771.5;577.4;194.1;32.9;81.8;8.9;9.3
138;Waarde;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2009;766.5;548.7;217.8;29.9;85.5;11.5;3.0
139;Waarde;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2012;825.1;573.2;251.9;31.8;81.6;13.6;4.7
140;Waarde;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2015;792.3;590.4;202.0;31.5;83.3;8.8;7.9
141;Waarde;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2009;730.2;498.2;232.1;31.4;93.0;5.7;1.2
142;Waarde;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2012;750.9;525.2;225.7;31.3;90.6;6.1;3.3
143;Waarde;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2015;717.1;503.7;213.4;31.1;92.1;4.5;3.4
144;Waarde;Totaal;Totaal;Overig Zeeland (CR);2009;738.1;517.3;220.8;31.4;88.0;9.9;2.1
145;Waarde;Totaal;Totaal;Overig Zeeland (CR);2012;802.0;578.7;223.3;32.3;87.8;9.0;3.3
146;Waarde;Totaal;Totaal;Overig Zeeland (CR);2015;759.3;551.3;208.0;31.6;88.6;5.8;5.6
147;Waarde;Totaal;Totaal;West-Noord-Brabant (CR);2009;791.0;561.4;229.5;31.0;87.0;10.3;2.7
148;Waarde;Totaal;Totaal;West-Noord-Brabant (CR);2012;826.7;591.6;235.1;32.5;84.6;9.9;5.5
149;Waarde;Totaal;Totaal;West-Noord-Brabant (CR);2015;805.6;597.3;208.4;31.6;86.4;6.9;6.7
150;Waarde;Totaal;Totaal;Midden-Noord-Brabant (CR);2009;792.4;570.9;221.5;31.0;87.2;10.8;2.0
151;Waarde;Totaal;Totaal;Midden-Noord-Brabant (CR);2012;821.7;604.7;217.0;34.2;84.8;9.6;5.6
152;Waarde;Totaal;Totaal;Midden-Noord-Brabant (CR);2015;787.9;589.7;198.2;32.8;84.3;6.4;9.3
153;Waarde;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2009;797.8;567.4;230.4;30.7;85.3;12.3;2.4
154;Waarde;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2012;860.4;630.3;230.1;33.1;87.4;9.0;3.7
155;Waarde;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2015;805.0;599.3;205.6;30.8;86.5;6.7;6.8
156;Waarde;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2009;782.6;559.1;223.6;31.2;87.9;9.0;3.2
157;Waarde;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2012;838.8;614.2;224.7;32.7;87.5;7.9;4.6
158;Waarde;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2015;824.3;621.3;203.0;32.9;86.4;6.3;7.3
159;Waarde;Totaal;Totaal;Noord-Limburg (CR);2009;791.6;554.3;237.4;31.6;89.8;6.8;3.4
160;Waarde;Totaal;Totaal;Noord-Limburg (CR);2012;820.9;580.0;240.9;33.3;87.2;7.8;5.0
161;Waarde;Totaal;Totaal;Noord-Limburg (CR);2015;802.3;589.8;212.5;32.1;88.8;5.9;5.3
162;Waarde;Totaal;Totaal;Midden-Limburg (CR);2009;790.0;544.6;245.4;32.2;87.0;8.7;4.3
163;Waarde;Totaal;Totaal;Midden-Limburg (CR);2012;837.7;595.3;242.4;34.8;88.9;6.5;4.6
164;Waarde;Totaal;Totaal;Midden-Limburg (CR);2015;736.6;524.9;211.6;32.0;91.4;2.4;6.2
165;Waarde;Totaal;Totaal;Zuid-Limburg (CR);2009;735.0;510.3;224.7;32.8;87.1;9.4;3.5
166;Waarde;Totaal;Totaal;Zuid-Limburg (CR);2012;764.7;539.6;225.1;33.8;85.8;7.8;6.4
167;Waarde;Totaal;Totaal;Zuid-Limburg (CR);2015;719.9;518.7;201.2;32.8;86.1;6.0;7.9
168;Waarde;Totaal;Totaal;Flevoland (CR);2009;795.6;571.3;224.3;31.1;89.7;6.5;3.8
169;Waarde;Totaal;Totaal;Flevoland (CR);2012;818.9;599.4;219.5;32.4;85.0;8.5;6.5
170;Waarde;Totaal;Totaal;Flevoland (CR);2015;822.7;624.9;197.8;32.5;86.7;4.0;9.3
171;Waarde;Totaal;Totaal;Almere;2009;799.4;584.3;215.1;30.7;86.2;8.4;5.4
172;Waarde;Totaal;Totaal;Almere;2012;810.9;596.2;214.8;30.8;81.1;10.3;8.5
173;Waarde;Totaal;Totaal;Almere;2015;837.0;643.3;193.7;33.2;84.6;4.6;10.8
174;Waarde;Totaal;Totaal;Amersfoort;2009;774.4;578.4;196.0;27.3;83.5;15.9;0.6
175;Waarde;Totaal;Totaal;Amersfoort;2012;886.1;691.5;194.6;31.7;85.0;9.0;6.0
176;Waarde;Totaal;Totaal;Amersfoort;2015;885.9;701.7;184.2;29.6;87.6;5.3;7.1
177;Waarde;Totaal;Totaal;Amsterdam;2009;677.4;504.2;173.2;34.7;74.5;19.3;6.2
178;Waarde;Totaal;Totaal;Amsterdam;2012;752.1;572.8;179.2;36.5;76.1;15.9;8.0
179;Waarde;Totaal;Totaal;Amsterdam;2015;779.8;615.3;164.5;36.7;76.0;13.5;10.5
180;Waarde;Totaal;Totaal;Apeldoorn;2009;795.3;578.3;216.9;31.6;84.8;13.1;2.1
181;Waarde;Totaal;Totaal;Apeldoorn;2012;867.8;638.3;229.4;33.5;85.2;8.4;6.4
182;Waarde;Totaal;Totaal;Apeldoorn;2015;793.0;598.7;194.3;30.8;86.9;3.8;9.2
183;Waarde;Totaal;Totaal;Arnhem;2009;703.0;521.0;182.1;32.4;80.4;14.2;5.4
184;Waarde;Totaal;Totaal;Arnhem;2012;767.4;578.7;188.6;34.5;81.7;13.3;5.0
185;Waarde;Totaal;Totaal;Arnhem;2015;771.3;597.0;174.3;33.4;81.9;8.3;9.7
186;Waarde;Totaal;Totaal;Breda;2009;766.7;551.4;215.3;31.8;85.2;11.0;3.8
187;Waarde;Totaal;Totaal;Breda;2012;845.7;622.4;223.3;33.4;83.8;9.2;7.1
188;Waarde;Totaal;Totaal;Breda;2015;835.3;638.2;197.1;32.3;87.6;5.3;7.1
189;Waarde;Totaal;Totaal;Dordrecht;2009;756.5;551.1;205.4;31.6;87.1;8.6;4.3
190;Waarde;Totaal;Totaal;Dordrecht;2012;748.4;542.9;205.5;33.2;83.6;9.9;6.5
191;Waarde;Totaal;Totaal;Dordrecht;2015;747.4;556.0;191.4;32.8;85.9;6.7;7.4
192;Waarde;Totaal;Totaal;Ede;2009;846.5;624.7;221.8;31.5;88.2;7.6;4.2
193;Waarde;Totaal;Totaal;Ede;2012;856.8;637.0;219.8;31.3;87.4;7.6;5.0
194;Waarde;Totaal;Totaal;Ede;2015;763.5;567.1;196.5;29.8;91.4;3.8;4.9
195;Waarde;Totaal;Totaal;Eindhoven;2009;720.5;525.9;194.6;32.4;82.7;11.8;5.5
196;Waarde;Totaal;Totaal;Eindhoven;2012;767.8;570.9;196.9;33.6;83.2;10.2;6.7
197;Waarde;Totaal;Totaal;Eindhoven;2015;777.5;603.8;173.8;34.3;82.0;8.1;9.9
198;Waarde;Totaal;Totaal;Emmen;2009;781.6;539.5;242.1;34.4;88.3;7.9;3.9
199;Waarde;Totaal;Totaal;Emmen;2012;844.7;605.5;239.2;34.1;89.9;4.5;5.6
200;Waarde;Totaal;Totaal;Emmen;2015;752.4;549.4;203.0;34.7;91.5;3.6;4.9
201;Waarde;Totaal;Totaal;Enschede;2009;712.8;498.9;214.0;35.1;87.4;8.6;4.0
202;Waarde;Totaal;Totaal;Enschede;2012;747.2;536.0;211.2;35.9;87.8;4.5;7.7
203;Waarde;Totaal;Totaal;Enschede;2015;715.9;534.5;181.3;35.6;83.8;7.4;8.8
204;Waarde;Totaal;Totaal;'s-Gravenhage (gemeente);2009;769.5;572.5;197.1;35.4;80.6;13.5;5.9
205;Waarde;Totaal;Totaal;'s-Gravenhage (gemeente);2012;799.9;597.6;202.3;36.7;79.1;11.6;9.3
206;Waarde;Totaal;Totaal;'s-Gravenhage (gemeente);2015;812.0;622.8;189.2;36.2;81.4;7.8;10.8
207;Waarde;Totaal;Totaal;Groningen (gemeente);2009;665.4;475.7;189.8;36.6;85.1;9.8;5.1
208;Waarde;Totaal;Totaal;Groningen (gemeente);2012;693.1;502.4;190.6;34.8;85.2;9.1;5.8
209;Waarde;Totaal;Totaal;Groningen (gemeente);2015;701.1;530.1;171.0;38.1;79.3;6.7;13.9
210;Waarde;Totaal;Totaal;Haarlem;2009;782.7;591.2;191.5;32.7;83.3;13.2;3.5
211;Waarde;Totaal;Totaal;Haarlem;2012;869.2;667.8;201.4;33.1;82.9;11.0;6.1
212;Waarde;Totaal;Totaal;Haarlem;2015;898.0;703.6;194.3;34.4;84.1;7.8;8.1
213;Waarde;Totaal;Totaal;Haarlemmermeer;2009;831.3;620.9;210.4;27.9;79.0;16.4;4.6
214;Waarde;Totaal;Totaal;Haarlemmermeer;2012;861.4;642.2;219.3;29.3;84.3;9.9;5.8
215;Waarde;Totaal;Totaal;Haarlemmermeer;2015;840.3;630.1;210.1;30.7;86.9;6.8;6.3
216;Waarde;Totaal;Totaal;'s-Hertogenbosch;2009;764.9;554.9;209.9;30.5;80.7;16.9;2.4
217;Waarde;Totaal;Totaal;'s-Hertogenbosch;2012;826.5;613.1;213.5;34.2;82.6;11.6;5.9
218;Waarde;Totaal;Totaal;'s-Hertogenbosch;2015;806.8;620.4;186.4;32.8;83.1;8.1;8.8
219;Waarde;Totaal;Totaal;Leiden;2009;753.2;566.8;186.4;33.0;82.5;13.7;3.8
220;Waarde;Totaal;Totaal;Leiden;2012;806.6;613.3;193.3;33.7;82.1;12.0;5.9
221;Waarde;Totaal;Totaal;Leiden;2015;802.8;628.9;173.9;35.5;77.9;9.9;12.2
222;Waarde;Totaal;Totaal;Maastricht;2009;710.4;501.0;209.4;33.7;81.1;14.0;4.9
223;Waarde;Totaal;Totaal;Maastricht;2012;721.5;514.8;206.7;35.5;83.6;10.2;6.2
224;Waarde;Totaal;Totaal;Maastricht;2015;758.9;570.1;188.8;36.3;81.7;8.5;9.8
225;Waarde;Totaal;Totaal;Nijmegen;2009;689.6;509.3;180.4;33.7;82.9;13.2;3.9
226;Waarde;Totaal;Totaal;Nijmegen;2012;748.0;565.2;182.8;33.5;81.9;12.8;5.3
227;Waarde;Totaal;Totaal;Nijmegen;2015;777.4;606.8;170.6;35.4;85.1;7.9;6.9
228;Waarde;Totaal;Totaal;Rotterdam;2009;664.1;486.9;177.3;32.9;76.5;16.2;7.2
229;Waarde;Totaal;Totaal;Rotterdam;2012;721.3;531.4;189.8;36.4;77.0;12.7;10.2
230;Waarde;Totaal;Totaal;Rotterdam;2015;735.2;552.8;182.4;34.9;79.7;9.6;10.7
