ID;BestemmingVoorInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
633;L Verhuur en handel van onroerend goed;2016;1317;616;701;1351.0;641.0;710.0;-1.3;3.9;-5.6;97.5;96.1;98.7
634;L Verhuur en handel van onroerend goed;2017;1379;654;725;1393.0;657.0;736.0;3.1;2.4;3.7;99.0;99.6;98.5
635;L Verhuur en handel van onroerend goed;2018;1409;682;727;1402.0;667.0;735.0;0.7;1.5;-0.1;100.5;102.3;98.9
636;L Verhuur en handel van onroerend goed;2019;1401;703;698;1364.0;674.0;689.0;-2.7;1.2;-6.3;102.7;104.2;101.3
637;L Verhuur en handel van onroerend goed;2020;1419;666;753;1394.0;666.0;727.0;2.1;-1.3;5.6;101.8;100.0;103.5
638;L Verhuur en handel van onroerend goed;2021;1789;819;970;1612.0;697.0;912.0;15.6;4.7;25.4;111.0;117.5;106.4
639;L Verhuur en handel van onroerend goed;2022;2190;1111;1079;1694.0;693.0;1003.0;5.1;-0.6;10.0;129.2;160.4;107.6
640;68 Verhuur en handel van onroerend goed;2015;1369;617;752;1369.0;617.0;752.0;;;;100.0;100.0;100.0
641;68 Verhuur en handel van onroerend goed;2016;1317;616;701;1351.0;641.0;710.0;-1.3;3.9;-5.6;97.5;96.1;98.7
642;68 Verhuur en handel van onroerend goed;2017;1379;654;725;1393.0;657.0;736.0;3.1;2.4;3.7;99.0;99.6;98.5
643;68 Verhuur en handel van onroerend goed;2018;1409;682;727;1402.0;667.0;735.0;0.7;1.5;-0.1;100.5;102.3;98.9
644;68 Verhuur en handel van onroerend goed;2019;1401;703;698;1364.0;674.0;689.0;-2.7;1.2;-6.3;102.7;104.2;101.3
645;68 Verhuur en handel van onroerend goed;2020;1419;666;753;1394.0;666.0;727.0;2.1;-1.3;5.6;101.8;100.0;103.5
646;68 Verhuur en handel van onroerend goed;2021;1789;819;970;1612.0;697.0;912.0;15.6;4.7;25.4;111.0;117.5;106.4
647;68 Verhuur en handel van onroerend goed;2022;2190;1111;1079;1694.0;693.0;1003.0;5.1;-0.6;10.0;129.2;160.4;107.6
648;M-N Zakelijke dienstverlening;2015;20965;2405;18560;20965.0;2405.0;18560.0;;;;100.0;100.0;100.0
649;M-N Zakelijke dienstverlening;2016;21263;2566;18697;21281.0;2646.0;18635.0;1.5;10.0;0.4;99.9;97.0;100.3
650;M-N Zakelijke dienstverlening;2017;25048;2864;22184;24802.0;2912.0;21884.0;16.5;10.1;17.4;101.0;98.4;101.4
651;M-N Zakelijke dienstverlening;2018;31637;3055;28582;30758.0;3100.0;27635.0;24.0;6.5;26.3;102.9;98.5;103.4
652;M-N Zakelijke dienstverlening;2019;33649;3333;30316;32205.0;3391.0;28797.0;4.7;9.4;4.2;104.5;98.3;105.3
653;M-N Zakelijke dienstverlening;2020;31827;3496;28331;30439.0;3621.0;26829.0;-5.5;6.8;-6.8;104.6;96.5;105.6
654;M-N Zakelijke dienstverlening;2021;36970;3935;33035;34247.0;3740.0;30491.0;12.5;3.3;13.6;108.0;105.2;108.3
655;M-N Zakelijke dienstverlening;2022;43913;4830;39083;38829.0;3858.0;34942.0;13.4;3.2;14.6;113.1;125.2;111.9
656;M Specialistische zakelijke diensten;2015;13544;1285;12259;13544.0;1285.0;12259.0;;;;100.0;100.0;100.0
657;M Specialistische zakelijke diensten;2016;12956;1431;11525;12970.0;1472.0;11498.0;-4.2;14.6;-6.2;99.9;97.2;100.2
658;M Specialistische zakelijke diensten;2017;15630;1618;14012;15497.0;1631.0;13861.0;19.5;10.8;20.6;100.9;99.2;101.1
659;M Specialistische zakelijke diensten;2018;20226;1740;18486;19605.0;1745.0;17849.0;26.5;7.0;28.8;103.2;99.7;103.6
660;M Specialistische zakelijke diensten;2019;21325;1883;19442;20329.0;1900.0;18421.0;3.7;8.9;3.2;104.9;99.1;105.5
661;M Specialistische zakelijke diensten;2020;21525;2000;19525;20455.0;2064.0;18392.0;0.6;8.7;-0.2;105.2;96.9;106.2
662;M Specialistische zakelijke diensten;2021;22663;2207;20456;20854.0;2082.0;18772.0;2.0;0.8;2.1;108.7;106.0;109.0
663;M Specialistische zakelijke diensten;2022;26364;2741;23623;23134.0;2141.0;20987.0;10.9;2.9;11.8;114.0;128.0;112.6
664;69-71 Management- en technisch advies;2015;10887;747;10140;10887.0;747.0;10140.0;;;;100.0;100.0;100.0
665;69-71 Management- en technisch advies;2016;9998;808;9190;10015.0;830.0;9185.0;-8.0;11.1;-9.4;99.8;97.3;100.1
666;69-71 Management- en technisch advies;2017;12624;890;11734;12537.0;898.0;11636.0;25.2;8.2;26.7;100.7;99.1;100.8
667;69-71 Management- en technisch advies;2018;17067;966;16101;16545.0;968.0;15567.0;32.0;7.9;33.8;103.2;99.8;103.4
668;69-71 Management- en technisch advies;2019;18021;1027;16994;17155.0;1024.0;16123.0;3.7;5.7;3.6;105.0;100.3;105.4
669;69-71 Management- en technisch advies;2020;18403;1033;17370;17435.0;1052.0;16375.0;1.6;2.8;1.6;105.6;98.2;106.1
670;69-71 Management- en technisch advies;2021;19119;1126;17993;17604.0;1070.0;16527.0;1.0;1.6;0.9;108.6;105.3;108.9
671;69-71 Management- en technisch advies;2022;21962;1379;20583;19411.0;1103.0;18297.0;10.3;3.1;10.7;113.1;125.0;112.5
672;69-70 Juridisch en managementadvies;2015;9926;348;9578;9926.0;348.0;9578.0;;;;100.0;100.0;100.0
673;69-70 Juridisch en managementadvies;2016;8949;358;8591;8950.0;372.0;8578.0;-9.8;6.9;-10.4;100.0;96.2;100.2
674;69-70 Juridisch en managementadvies;2017;11471;390;11081;11377.0;401.0;10973.0;27.1;7.8;27.9;100.8;97.2;101.0
675;69-70 Juridisch en managementadvies;2018;15757;413;15344;15231.0;418.0;14805.0;33.9;4.1;34.9;103.5;98.9;103.6
676;69-70 Juridisch en managementadvies;2019;16718;445;16273;15863.0;447.0;15408.0;4.2;7.0;4.1;105.4;99.6;105.6
677;69-70 Juridisch en managementadvies;2020;16957;427;16530;16006.0;441.0;15556.0;0.9;-1.3;1.0;105.9;96.9;106.3
678;69-70 Juridisch en managementadvies;2021;17519;485;17034;16094.0;465.0;15622.0;0.5;5.4;0.4;108.9;104.4;109.0
679;69-70 Juridisch en managementadvies;2022;20053;625;19428;17739.0;484.0;17247.0;10.2;4.1;10.4;113.0;129.2;112.6
680;69 Juridische diensten en administratie;2015;682;86;596;682.0;86.0;596.0;;;;100.0;100.0;100.0
681;69 Juridische diensten en administratie;2016;730;89;641;735.0;95.0;640.0;7.8;10.5;7.4;99.3;93.7;100.2
682;69 Juridische diensten en administratie;2017;809;98;711;805.0;99.0;706.0;9.6;4.5;10.3;100.4;98.7;100.7
683;69 Juridische diensten en administratie;2018;829;101;728;818.0;102.0;716.0;1.6;3.1;1.4;101.3;98.7;101.7
684;69 Juridische diensten en administratie;2019;870;102;768;843.0;104.0;738.0;3.0;2.0;3.2;103.2;97.8;104.0
685;69 Juridische diensten en administratie;2020;957;102;855;935.0;109.0;825.0;10.9;4.9;11.7;102.3;93.2;103.6
686;69 Juridische diensten en administratie;2021;947;113;834;898.0;111.0;787.0;-4.0;1.0;-4.6;105.5;102.2;105.9
687;69 Juridische diensten en administratie;2022;1044;145;899;936.0;109.0;827.0;4.2;-1.8;5.0;111.5;133.6;108.7
688;70 Holdings en managementadviesbureaus;2015;9244;262;8982;9244.0;262.0;8982.0;;;;100.0;100.0;100.0
689;70 Holdings en managementadviesbureaus;2016;8219;269;7950;8215.0;277.0;7938.0;-11.1;5.7;-11.6;100.0;97.1;100.2
690;70 Holdings en managementadviesbureaus;2017;10662;292;10370;10571.0;302.0;10267.0;28.7;8.9;29.3;100.9;96.8;101.0
691;70 Holdings en managementadviesbureaus;2018;14928;312;14616;14410.0;315.0;14088.0;36.3;4.5;37.2;103.6;99.0;103.7
692;70 Holdings en managementadviesbureaus;2019;15848;343;15505;15017.0;342.0;14669.0;4.2;8.7;4.1;105.5;100.2;105.7
693;70 Holdings en managementadviesbureaus;2020;16000;325;15675;15070.0;331.0;14732.0;0.4;-3.2;0.4;106.2;98.1;106.4
694;70 Holdings en managementadviesbureaus;2021;16572;372;16200;15193.0;354.0;14834.0;0.8;6.8;0.7;109.1;105.1;109.2
695;70 Holdings en managementadviesbureaus;2022;19009;480;18529;16799.0;375.0;16418.0;10.6;5.9;10.7;113.2;128.1;112.9
696;71 Architecten-, ingenieursbureaus e.d.;2015;961;399;562;961.0;399.0;562.0;;;;100.0;100.0;100.0
697;71 Architecten-, ingenieursbureaus e.d.;2016;1049;450;599;1065.0;458.0;607.0;10.8;14.8;8.0;98.5;98.3;98.7
698;71 Architecten-, ingenieursbureaus e.d.;2017;1153;500;653;1157.0;497.0;661.0;8.7;8.4;8.8;99.6;100.7;98.8
699;71 Architecten-, ingenieursbureaus e.d.;2018;1310;553;757;1308.0;550.0;758.0;13.0;10.8;14.7;100.2;100.5;99.9
700;71 Architecten-, ingenieursbureaus e.d.;2019;1303;582;721;1284.0;576.0;708.0;-1.8;4.7;-6.6;101.5;101.0;101.9
701;71 Architecten-, ingenieursbureaus e.d.;2020;1446;606;840;1425.0;611.0;814.0;11.0;6.0;15.0;101.5;99.2;103.2
702;71 Architecten-, ingenieursbureaus e.d.;2021;1600;641;959;1509.0;605.0;902.0;5.9;-1.0;10.8;106.1;106.0;106.3
703;71 Architecten-, ingenieursbureaus e.d.;2022;1909;754;1155;1671.0;619.0;1050.0;10.8;2.3;16.4;114.3;121.8;110.0
704;72 Research;2015;790;214;576;790.0;214.0;576.0;;;;100.0;100.0;100.0
705;72 Research;2016;869;285;584;874.0;295.0;579.0;10.6;37.9;0.5;99.4;96.6;100.9
706;72 Research;2017;949;369;580;922.0;356.0;568.0;5.5;20.7;-1.9;102.9;103.6;102.1
707;72 Research;2018;1039;429;610;982.0;399.0;584.0;6.4;12.2;2.8;105.9;107.4;104.5
708;72 Research;2019;1056;481;575;1004.0;467.0;538.0;2.3;16.8;-7.9;105.2;103.1;106.9
709;72 Research;2020;1170;591;579;1138.0;595.0;546.0;13.4;27.4;1.6;102.8;99.4;106.0
710;72 Research;2021;1325;651;674;1170.0;559.0;610.0;2.8;-5.9;11.7;113.2;116.4;110.4
711;72 Research;2022;1609;826;783;1236.0;546.0;691.0;5.6;-2.3;13.2;130.2;151.2;113.3
712;73-75 Reclame, design, overige diensten;2015;1867;324;1543;1867.0;324.0;1543.0;;;;100.0;100.0;100.0
713;73-75 Reclame, design, overige diensten;2016;2089;338;1751;2081.0;347.0;1734.0;11.5;7.1;12.4;100.4;97.4;101.0
714;73-75 Reclame, design, overige diensten;2017;2057;359;1698;2039.0;378.0;1663.0;-2.0;8.9;-4.1;100.9;95.0;102.1
715;73-75 Reclame, design, overige diensten;2018;2120;345;1775;2087.0;376.0;1712.0;2.3;-0.6;2.9;101.6;91.8;103.7
716;73-75 Reclame, design, overige diensten;2019;2248;375;1873;2177.0;405.0;1774.0;4.3;7.8;3.7;103.2;92.6;105.6
717;73-75 Reclame, design, overige diensten;2020;1952;376;1576;1885.0;407.0;1486.0;-13.4;0.5;-16.2;103.6;92.3;106.0
718;73-75 Reclame, design, overige diensten;2021;2219;430;1789;2087.0;445.0;1650.0;10.7;9.3;11.0;106.3;96.6;108.4
719;73-75 Reclame, design, overige diensten;2022;2793;536;2257;2500.0;490.0;2017.0;19.8;10.0;22.2;111.7;109.5;111.9
720;73 Reclamewezen en marktonderzoek;2015;905;77;828;905.0;77.0;828.0;;;;100.0;100.0;100.0
721;73 Reclamewezen en marktonderzoek;2016;1231;85;1146;1226.0;92.0;1134.0;35.5;19.5;37.0;100.4;92.4;101.1
722;73 Reclamewezen en marktonderzoek;2017;1251;98;1153;1226.0;104.0;1123.0;0.0;12.9;-1.0;102.0;94.3;102.7
723;73 Reclamewezen en marktonderzoek;2018;1243;83;1160;1204.0;88.0;1116.0;-1.8;-15.3;-0.6;103.2;94.3;103.9
724;73 Reclamewezen en marktonderzoek;2019;1291;79;1212;1241.0;87.0;1154.0;3.1;-1.2;3.4;104.0;90.9;105.0
725;73 Reclamewezen en marktonderzoek;2020;1127;77;1050;1096.0;94.0;1004.0;-11.7;7.6;-13.0;102.8;82.3;104.5
726;73 Reclamewezen en marktonderzoek;2021;1415;96;1319;1350.0;108.0;1243.0;23.2;15.6;23.7;104.8;88.8;106.2
727;73 Reclamewezen en marktonderzoek;2022;1762;141;1621;1598.0;131.0;1469.0;18.4;20.8;18.2;110.3;107.9;110.4
728;74-75 Overige professionele diensten;2015;962;247;715;962.0;247.0;715.0;;;;100.0;100.0;100.0
729;74-75 Overige professionele diensten;2016;858;253;605;855.0;255.0;600.0;-11.1;3.2;-16.1;100.4;99.2;100.8
730;74-75 Overige professionele diensten;2017;806;261;545;813.0;274.0;540.0;-4.9;7.5;-10.1;99.1;95.2;101.0
731;74-75 Overige professionele diensten;2018;877;262;615;884.0;288.0;596.0;8.7;5.0;10.5;99.2;91.0;103.2
732;74-75 Overige professionele diensten;2019;957;296;661;938.0;319.0;621.0;6.2;10.7;4.2;102.0;92.9;106.4
733;74-75 Overige professionele diensten;2020;825;299;526;790.0;314.0;483.0;-15.8;-1.4;-22.2;104.4;95.1;108.9
734;74-75 Overige professionele diensten;2021;804;334;470;740.0;338.0;414.0;-6.3;7.7;-14.3;108.6;98.7;113.5
735;74-75 Overige professionele diensten;2022;1031;395;636;906.0;362.0;552.0;22.4;6.9;33.4;113.8;109.2;115.1
736;74 Design, fotografie, vertaalbureaus;2015;870;160;710;870.0;160.0;710.0;;;;100.0;100.0;100.0
737;74 Design, fotografie, vertaalbureaus;2016;747;148;599;745.0;151.0;594.0;-14.4;-5.6;-16.3;100.3;98.0;100.8
738;74 Design, fotografie, vertaalbureaus;2017;680;143;537;680.0;149.0;532.0;-8.7;-1.4;-10.5;100.0;96.0;101.0
739;74 Design, fotografie, vertaalbureaus;2018;760;151;609;758.0;169.0;590.0;11.5;13.3;11.0;100.2;89.5;103.2
740;74 Design, fotografie, vertaalbureaus;2019;822;168;654;795.0;182.0;614.0;4.9;7.9;4.1;103.4;92.2;106.5
741;74 Design, fotografie, vertaalbureaus;2020;680;163;517;645.0;176.0;474.0;-18.9;-3.6;-22.8;105.4;92.8;109.0
742;74 Design, fotografie, vertaalbureaus;2021;650;191;459;593.0;199.0;404.0;-8.1;13.5;-14.9;109.6;95.8;113.7
743;74 Design, fotografie, vertaalbureaus;2022;865;240;625;754.0;219.0;542.0;27.1;9.9;34.2;114.8;109.5;115.4
744;75 Veterinaire dienstverlening;2015;92;87;5;92.0;87.0;5.0;;;;100.0;100.0;100.0
745;75 Veterinaire dienstverlening;2016;111;105;6;110.0;104.0;6.0;19.6;19.5;20.0;100.9;101.0;100.0
746;75 Veterinaire dienstverlening;2017;126;118;8;133.0;125.0;8.0;20.7;20.0;33.3;94.9;94.6;100.0
747;75 Veterinaire dienstverlening;2018;117;111;6;124.0;118.0;6.0;-6.3;-5.1;-25.0;94.1;93.7;100.0
748;75 Veterinaire dienstverlening;2019;135;128;7;142.0;136.0;7.0;14.5;14.4;16.7;94.8;94.4;100.0
749;75 Veterinaire dienstverlening;2020;145;136;9;147.0;138.0;9.0;3.0;1.6;28.6;98.9;98.8;100.0
750;75 Veterinaire dienstverlening;2021;154;143;11;150.0;139.0;11.0;2.1;0.7;22.2;102.9;103.1;100.0
751;75 Veterinaire dienstverlening;2022;166;155;11;154.0;143.0;11.0;2.6;2.8;0.0;108.1;108.7;100.0
752;N Verhuur en overige zakelijke diensten;2015;7421;1120;6301;7421.0;1120.0;6301.0;;;;100.0;100.0;100.0
753;N Verhuur en overige zakelijke diensten;2016;8307;1135;7172;8311.0;1174.0;7137.0;12.0;4.8;13.3;100.0;96.7;100.5
754;N Verhuur en overige zakelijke diensten;2017;9418;1246;8172;9305.0;1281.0;8024.0;12.0;9.1;12.4;101.2;97.3;101.8
755;N Verhuur en overige zakelijke diensten;2018;11411;1315;10096;11154.0;1355.0;9790.0;19.9;5.8;22.0;102.3;97.1;103.1
756;N Verhuur en overige zakelijke diensten;2019;12324;1450;10874;11879.0;1492.0;10381.0;6.5;10.1;6.0;103.7;97.2;104.8
757;N Verhuur en overige zakelijke diensten;2020;10302;1496;8806;9973.0;1556.0;8432.0;-16.0;4.3;-18.8;103.3;96.1;104.4
758;N Verhuur en overige zakelijke diensten;2021;14307;1728;12579;13421.0;1658.0;11749.0;34.6;6.6;39.3;106.6;104.2;107.1
759;N Verhuur en overige zakelijke diensten;2022;17549;2089;15460;15737.0;1717.0;13998.0;17.3;3.5;19.1;111.5;121.7;110.4
760;77 Verhuur van roerende goederen;2015;1668;125;1543;1668.0;125.0;1543.0;;;;100.0;100.0;100.0
761;77 Verhuur van roerende goederen;2016;1641;131;1510;1662.0;157.0;1505.0;-0.4;25.6;-2.5;98.7;83.4;100.3
762;77 Verhuur van roerende goederen;2017;1755;162;1593;1763.0;181.0;1585.0;6.1;15.3;5.3;99.5;89.5;100.5
763;77 Verhuur van roerende goederen;2018;3294;161;3133;3246.0;171.0;3062.0;84.1;-5.6;93.2;101.5;94.2;102.3
764;77 Verhuur van roerende goederen;2019;4114;161;3953;3958.0;178.0;3761.0;21.9;4.3;22.8;103.9;90.3;105.1
765;77 Verhuur van roerende goederen;2020;4939;153;4786;4725.0;174.0;4524.0;19.4;-2.5;20.3;104.5;88.0;105.8
766;77 Verhuur van roerende goederen;2021;7565;222;7343;7023.0;218.0;6756.0;48.6;25.5;49.4;107.7;101.7;108.7
767;77 Verhuur van roerende goederen;2022;8381;296;8085;7503.0;221.0;7229.0;6.8;1.4;7.0;111.7;133.8;111.8
768;78 Uitzendbureaus en arbeidsbemiddeling;2015;543;54;489;543.0;54.0;489.0;;;;100.0;100.0;100.0
769;78 Uitzendbureaus en arbeidsbemiddeling;2016;562;56;506;561.0;58.0;503.0;3.3;7.4;2.9;100.2;96.6;100.6
770;78 Uitzendbureaus en arbeidsbemiddeling;2017;568;50;518;567.0;54.0;513.0;1.1;-7.1;2.0;100.2;92.8;101.0
771;78 Uitzendbureaus en arbeidsbemiddeling;2018;578;47;531;576.0;55.0;521.0;1.6;2.0;1.5;100.4;85.6;101.9
772;78 Uitzendbureaus en arbeidsbemiddeling;2019;581;51;530;569.0;63.0;507.0;-1.2;14.9;-2.6;102.1;80.8;104.5
773;78 Uitzendbureaus en arbeidsbemiddeling;2020;621;53;568;609.0;69.0;542.0;7.1;9.8;6.8;101.9;76.5;104.9
774;78 Uitzendbureaus en arbeidsbemiddeling;2021;647;61;586;616.0;69.0;548.0;1.1;0.0;1.2;105.0;88.0;106.9
775;78 Uitzendbureaus en arbeidsbemiddeling;2022;694;72;622;638.0;67.0;572.0;3.6;-3.3;4.3;108.8;107.4;108.8
776;79 Reisbureaus, reisorganisatie en -info;2015;3926;29;3897;3926.0;29.0;3897.0;;;;100.0;100.0;100.0
777;79 Reisbureaus, reisorganisatie en -info;2016;4794;30;4764;4764.0;27.0;4737.0;21.3;-6.9;21.6;100.6;111.1;100.6
778;79 Reisbureaus, reisorganisatie en -info;2017;5648;33;5615;5516.0;29.0;5488.0;15.8;6.7;15.8;102.4;114.6;102.3
779;79 Reisbureaus, reisorganisatie en -info;2018;5999;32;5967;5801.0;29.0;5773.0;5.2;0.0;5.2;103.4;111.1;103.4
780;79 Reisbureaus, reisorganisatie en -info;2019;5960;31;5929;5725.0;30.0;5696.0;-1.3;3.1;-1.3;104.1;104.4;104.1
781;79 Reisbureaus, reisorganisatie en -info;2020;2998;27;2971;2946.0;27.0;2919.0;-48.5;-9.7;-48.7;101.8;100.6;101.8
782;79 Reisbureaus, reisorganisatie en -info;2021;4110;22;4088;3950.0;21.0;3930.0;34.1;-22.2;34.6;104.0;105.4;104.0
783;79 Reisbureaus, reisorganisatie en -info;2022;6168;43;6125;5716.0;37.0;5679.0;44.7;77.3;44.5;107.9;116.3;107.9
784;80-82 Overige zakelijke dienstverlening;2015;1284;912;372;1284.0;912.0;372.0;;;;100.0;100.0;100.0
785;80-82 Overige zakelijke dienstverlening;2016;1310;918;392;1324.0;932.0;392.0;3.1;2.2;5.4;98.9;98.5;100.0
786;80-82 Overige zakelijke dienstverlening;2017;1447;1001;446;1456.0;1018.0;438.0;10.0;9.3;11.7;99.4;98.3;101.8
787;80-82 Overige zakelijke dienstverlening;2018;1540;1075;465;1551.0;1100.0;452.0;6.5;8.0;3.1;99.3;97.8;102.9
788;80-82 Overige zakelijke dienstverlening;2019;1669;1207;462;1658.0;1220.0;440.0;6.9;11.0;-2.6;100.7;98.9;105.0
789;80-82 Overige zakelijke dienstverlening;2020;1744;1263;481;1733.0;1286.0;451.0;4.6;5.4;2.4;100.6;98.2;106.8
790;80-82 Overige zakelijke dienstverlening;2021;1985;1423;562;1864.0;1352.0;513.0;7.6;5.1;13.9;106.5;105.2;109.5
791;80-82 Overige zakelijke dienstverlening;2022;2306;1678;628;1951.0;1393.0;558.0;4.6;3.0;8.7;118.2;120.4;112.5
792;80 Beveiligings- en opsporingsdiensten;2015;119;77;42;119.0;77.0;42.0;;;;100.0;100.0;100.0
793;80 Beveiligings- en opsporingsdiensten;2016;116;70;46;118.0;70.0;48.0;-0.8;-9.1;14.3;98.3;100.0;95.8
794;80 Beveiligings- en opsporingsdiensten;2017;128;82;46;127.0;78.0;49.0;7.8;11.4;2.2;100.7;105.1;93.8
795;80 Beveiligings- en opsporingsdiensten;2018;145;93;52;143.0;88.0;54.0;12.5;13.4;10.9;101.4;105.1;95.6
796;80 Beveiligings- en opsporingsdiensten;2019;155;101;54;151.0;98.0;52.0;5.5;10.8;-3.8;102.7;103.1;103.3
797;80 Beveiligings- en opsporingsdiensten;2020;158;106;52;153.0;104.0;48.0;1.3;5.9;-7.4;103.3;102.1;107.4
798;80 Beveiligings- en opsporingsdiensten;2021;196;139;57;187.0;134.0;52.0;22.2;29.2;7.7;104.9;103.6;109.3
799;80 Beveiligings- en opsporingsdiensten;2022;235;173;62;217.0;160.0;57.0;16.3;19.4;8.8;108.2;108.0;109.3
800;81 Schoonmaakbedrijven, hoveniers e.d.;2015;767;602;165;767.0;602.0;165.0;;;;100.0;100.0;100.0
801;81 Schoonmaakbedrijven, hoveniers e.d.;2016;785;615;170;790.0;622.0;168.0;3.0;3.3;1.8;99.4;98.9;101.2
802;81 Schoonmaakbedrijven, hoveniers e.d.;2017;864;675;189;870.0;683.0;187.0;10.1;9.8;11.2;99.4;98.9;101.2
803;81 Schoonmaakbedrijven, hoveniers e.d.;2018;930;735;195;942.0;750.0;192.0;8.3;9.9;2.6;98.7;97.9;101.7
804;81 Schoonmaakbedrijven, hoveniers e.d.;2019;1016;822;194;1012.0;824.0;189.0;7.4;9.8;-1.5;100.4;99.8;102.8
805;81 Schoonmaakbedrijven, hoveniers e.d.;2020;1089;879;210;1079.0;877.0;202.0;6.6;6.4;7.2;101.0;100.2;103.8
806;81 Schoonmaakbedrijven, hoveniers e.d.;2021;1167;948;219;1092.0;891.0;202.0;1.3;1.6;0.0;106.8;106.4;108.2
807;81 Schoonmaakbedrijven, hoveniers e.d.;2022;1349;1104;245;1143.0;922.0;222.0;4.6;3.5;9.6;118.0;119.7;110.5
808;82 Overige zakelijke dienstverlening;2015;398;233;165;398.0;233.0;165.0;;;;100.0;100.0;100.0
809;82 Overige zakelijke dienstverlening;2016;409;233;176;416.0;240.0;176.0;4.5;3.0;6.7;98.3;97.1;100.0
810;82 Overige zakelijke dienstverlening;2017;455;244;211;460.0;258.0;202.0;10.5;7.3;14.8;99.0;94.8;104.5
811;82 Overige zakelijke dienstverlening;2018;465;247;218;466.0;260.0;206.0;1.3;0.8;1.9;99.8;95.1;105.9
812;82 Overige zakelijke dienstverlening;2019;498;284;214;495.0;297.0;199.0;6.2;14.6;-3.2;100.6;95.5;107.4
813;82 Overige zakelijke dienstverlening;2020;497;278;219;502.0;304.0;200.0;1.4;2.1;0.5;99.0;91.5;109.4
814;82 Overige zakelijke dienstverlening;2021;622;336;286;586.0;326.0;258.0;16.7;7.2;28.8;106.2;103.2;111.0
815;82 Overige zakelijke dienstverlening;2022;722;401;321;591.0;309.0;278.0;1.0;-5.1;8.0;122.1;129.7;115.3
816;O-Q Overheid en zorg;2015;8186;5471;2715;8186.0;5471.0;2715.0;;;;100.0;100.0;100.0
817;O-Q Overheid en zorg;2016;8658;5808;2850;8897.0;6023.0;2874.0;8.7;10.1;5.9;97.3;96.4;99.2
818;O-Q Overheid en zorg;2017;8656;5766;2890;8975.0;6070.0;2905.0;0.9;0.8;1.1;96.4;95.0;99.5
819;O-Q Overheid en zorg;2018;9047;6070;2977;9366.0;6389.0;2980.0;4.4;5.3;2.6;96.6;95.0;99.9
820;O-Q Overheid en zorg;2019;9485;6386;3099;9763.0;6761.0;3009.0;4.2;5.8;1.0;97.2;94.5;103.0
821;O-Q Overheid en zorg;2020;10412;6960;3452;10558.0;7350.0;3219.0;8.1;8.7;7.0;98.6;94.7;107.2
822;O-Q Overheid en zorg;2021;12431;8891;3540;11844.0;8704.0;3206.0;12.2;18.4;-0.4;105.0;102.2;110.4
823;O-Q Overheid en zorg;2022;13718;10044;3674;11286.0;7986.0;3339.0;-4.7;-8.2;4.2;121.6;125.8;110.0
824;O Openbaar bestuur en overheidsdiensten;2015;2888;1179;1709;2888.0;1179.0;1709.0;;;;100.0;100.0;100.0
825;O Openbaar bestuur en overheidsdiensten;2016;3083;1304;1779;3125.0;1345.0;1780.0;8.2;14.1;4.2;98.7;97.0;99.9
826;O Openbaar bestuur en overheidsdiensten;2017;3011;1238;1773;3043.0;1260.0;1781.0;-2.6;-6.3;0.1;99.0;98.2;99.6
827;O Openbaar bestuur en overheidsdiensten;2018;3132;1300;1832;3141.0;1312.0;1827.0;3.2;4.1;2.6;99.7;99.1;100.3
828;O Openbaar bestuur en overheidsdiensten;2019;3280;1361;1919;3228.0;1375.0;1852.0;2.8;4.8;1.4;101.6;99.0;103.6
829;O Openbaar bestuur en overheidsdiensten;2020;3748;1577;2171;3602.0;1589.0;2014.0;11.6;15.6;8.8;104.0;99.2;107.8
830;O Openbaar bestuur en overheidsdiensten;2021;4913;2738;2175;4511.0;2605.0;1957.0;25.2;63.9;-2.9;108.9;105.1;111.2
831;O Openbaar bestuur en overheidsdiensten;2022;4738;2545;2193;3981.0;2003.0;2006.0;-11.8;-23.1;2.5;119.0;127.1;109.3
832;84 Openbaar bestuur en overheidsdiensten;2015;2888;1179;1709;2888.0;1179.0;1709.0;;;;100.0;100.0;100.0
833;84 Openbaar bestuur en overheidsdiensten;2016;3083;1304;1779;3125.0;1345.0;1780.0;8.2;14.1;4.2;98.7;97.0;99.9
834;84 Openbaar bestuur en overheidsdiensten;2017;3011;1238;1773;3043.0;1260.0;1781.0;-2.6;-6.3;0.1;99.0;98.2;99.6
835;84 Openbaar bestuur en overheidsdiensten;2018;3132;1300;1832;3141.0;1312.0;1827.0;3.2;4.1;2.6;99.7;99.1;100.3
836;84 Openbaar bestuur en overheidsdiensten;2019;3280;1361;1919;3228.0;1375.0;1852.0;2.8;4.8;1.4;101.6;99.0;103.6
837;84 Openbaar bestuur en overheidsdiensten;2020;3748;1577;2171;3602.0;1589.0;2014.0;11.6;15.6;8.8;104.0;99.2;107.8
838;84 Openbaar bestuur en overheidsdiensten;2021;4913;2738;2175;4511.0;2605.0;1957.0;25.2;63.9;-2.9;108.9;105.1;111.2
