ID;HerkomstBestemming;ResiduProduct;GevaarlijkNietGevaarlijk;Perioden;TotaalAfval_1;ChemischAfval_2;MetaalAfval_3;NietMetaalAfval_4;AfgedanktMateriaal_5;DierlijkEnPlantaardigAfval_6;GemengdAfval_7;Slib_8;MineraalAfval_9
1563;16-18 Hout-, papier-, grafische industr.;3;2;1999;;;;;;;;;
1564;16-18 Hout-, papier-, grafische industr.;3;2;2000;;;;;;;;;
1565;16-18 Hout-, papier-, grafische industr.;3;2;2001;;;;;;;;;
1566;16-18 Hout-, papier-, grafische industr.;3;2;2002;1250.0;32.0;13.0;958.0;0.0;21.0;208.0;17.0;1.0
1567;16-18 Hout-, papier-, grafische industr.;3;2;2003;1245.0;39.0;13.0;947.0;0.0;20.0;208.0;17.0;1.0
1568;16-18 Hout-, papier-, grafische industr.;3;2;2004;1106.0;43.0;12.0;820.0;0.0;1.0;203.0;25.0;1.0
1569;16-18 Hout-, papier-, grafische industr.;3;2;2005;1074.0;41.0;12.0;827.0;0.0;1.0;165.0;20.0;6.0
1570;16-18 Hout-, papier-, grafische industr.;3;2;2006;1132.0;40.0;10.0;850.0;0.0;2.0;208.0;15.0;7.0
1571;16-18 Hout-, papier-, grafische industr.;3;2;2007;1109.0;40.0;8.0;845.0;0.0;2.0;191.0;15.0;7.0
1572;16-18 Hout-, papier-, grafische industr.;3;2;2008;1052.0;32.0;13.0;800.0;1.0;0.0;189.0;13.0;3.0
1573;16-18 Hout-, papier-, grafische industr.;3;2;2009;;;;;;;;;
1574;16-18 Hout-, papier-, grafische industr.;3;2;2010;;;;;;;;;
1575;16-18 Hout-, papier-, grafische industr.;1;3;1990;;;;;;;;;
1576;16-18 Hout-, papier-, grafische industr.;1;3;1991;;;;;;;;;
1577;16-18 Hout-, papier-, grafische industr.;1;3;1992;;;;;;;;;
1578;16-18 Hout-, papier-, grafische industr.;1;3;1993;;;;;;;;;
1579;16-18 Hout-, papier-, grafische industr.;1;3;1994;;;;;;;;;
1580;16-18 Hout-, papier-, grafische industr.;1;3;1995;;;;;;;;;
1581;16-18 Hout-, papier-, grafische industr.;1;3;1996;;;;;;;;;
1582;16-18 Hout-, papier-, grafische industr.;1;3;1997;;;;;;;;;
1583;16-18 Hout-, papier-, grafische industr.;1;3;1998;;;;;;;;;
1584;16-18 Hout-, papier-, grafische industr.;1;3;1999;;;;;;;;;
1585;16-18 Hout-, papier-, grafische industr.;1;3;2000;;;;;;;;;
1586;16-18 Hout-, papier-, grafische industr.;1;3;2001;;;;;;;;;
1587;16-18 Hout-, papier-, grafische industr.;1;3;2002;990.0;46.0;5.0;693.0;0.0;21.0;208.0;17.0;1.0
1588;16-18 Hout-, papier-, grafische industr.;1;3;2003;1080.0;52.0;2.0;779.0;0.0;20.0;208.0;17.0;1.0
1589;16-18 Hout-, papier-, grafische industr.;1;3;2004;864.0;56.0;2.0;577.0;0.0;1.0;203.0;25.0;2.0
1590;16-18 Hout-, papier-, grafische industr.;1;3;2005;893.0;52.0;2.0;645.0;0.0;1.0;165.0;20.0;7.0
1591;16-18 Hout-, papier-, grafische industr.;1;3;2006;830.0;52.0;2.0;543.0;0.0;2.0;208.0;15.0;7.0
1592;16-18 Hout-, papier-, grafische industr.;1;3;2007;822.0;51.0;2.0;554.0;0.0;2.0;191.0;15.0;7.0
1593;16-18 Hout-, papier-, grafische industr.;1;3;2008;793.0;46.0;3.0;538.0;1.0;0.0;189.0;13.0;3.0
1594;16-18 Hout-, papier-, grafische industr.;1;3;2009;;;;;;;;;
1595;16-18 Hout-, papier-, grafische industr.;1;3;2010;;;;;;;;;
1596;16-18 Hout-, papier-, grafische industr.;1;1;1990;;;;;;;;;
1597;16-18 Hout-, papier-, grafische industr.;1;1;1991;;;;;;;;;
1598;16-18 Hout-, papier-, grafische industr.;1;1;1992;;;;;;;;;
1599;16-18 Hout-, papier-, grafische industr.;1;1;1993;;;;;;;;;
1600;16-18 Hout-, papier-, grafische industr.;1;1;1994;;;;;;;;;
1601;16-18 Hout-, papier-, grafische industr.;1;1;1995;;;;;;;;;
1602;16-18 Hout-, papier-, grafische industr.;1;1;1996;;;;;;;;;
1603;16-18 Hout-, papier-, grafische industr.;1;1;1997;;;;;;;;;
1604;16-18 Hout-, papier-, grafische industr.;1;1;1998;;;;;;;;;
1605;16-18 Hout-, papier-, grafische industr.;1;1;1999;;;;;;;;;
1606;16-18 Hout-, papier-, grafische industr.;1;1;2000;;;;;;;;;
1607;16-18 Hout-, papier-, grafische industr.;1;1;2001;;;;;;;;;
1608;16-18 Hout-, papier-, grafische industr.;1;1;2002;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1609;16-18 Hout-, papier-, grafische industr.;1;1;2003;14.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1610;16-18 Hout-, papier-, grafische industr.;1;1;2004;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1611;16-18 Hout-, papier-, grafische industr.;1;1;2005;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1612;16-18 Hout-, papier-, grafische industr.;1;1;2006;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1613;16-18 Hout-, papier-, grafische industr.;1;1;2007;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1614;16-18 Hout-, papier-, grafische industr.;1;1;2008;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1615;16-18 Hout-, papier-, grafische industr.;1;1;2009;;;;;;;;;
1616;16-18 Hout-, papier-, grafische industr.;1;1;2010;;;;;;;;;
1617;16-18 Hout-, papier-, grafische industr.;1;2;1990;;;;;;;;;
1618;16-18 Hout-, papier-, grafische industr.;1;2;1991;;;;;;;;;
1619;16-18 Hout-, papier-, grafische industr.;1;2;1992;;;;;;;;;
1620;16-18 Hout-, papier-, grafische industr.;1;2;1993;;;;;;;;;
1621;16-18 Hout-, papier-, grafische industr.;1;2;1994;;;;;;;;;
1622;16-18 Hout-, papier-, grafische industr.;1;2;1995;;;;;;;;;
1623;16-18 Hout-, papier-, grafische industr.;1;2;1996;;;;;;;;;
1624;16-18 Hout-, papier-, grafische industr.;1;2;1997;;;;;;;;;
1625;16-18 Hout-, papier-, grafische industr.;1;2;1998;;;;;;;;;
1626;16-18 Hout-, papier-, grafische industr.;1;2;1999;;;;;;;;;
1627;16-18 Hout-, papier-, grafische industr.;1;2;2000;;;;;;;;;
1628;16-18 Hout-, papier-, grafische industr.;1;2;2001;;;;;;;;;
1629;16-18 Hout-, papier-, grafische industr.;1;2;2002;976.0;32.0;5.0;693.0;0.0;21.0;208.0;17.0;0.0
1630;16-18 Hout-, papier-, grafische industr.;1;2;2003;1066.0;39.0;2.0;779.0;0.0;20.0;208.0;17.0;1.0
1631;16-18 Hout-, papier-, grafische industr.;1;2;2004;852.0;43.0;1.0;577.0;0.0;1.0;203.0;25.0;1.0
1632;16-18 Hout-, papier-, grafische industr.;1;2;2005;880.0;41.0;2.0;645.0;0.0;1.0;165.0;20.0;6.0
1633;16-18 Hout-, papier-, grafische industr.;1;2;2006;817.0;40.0;2.0;543.0;0.0;2.0;208.0;15.0;7.0
1634;16-18 Hout-, papier-, grafische industr.;1;2;2007;810.0;40.0;2.0;554.0;0.0;2.0;191.0;15.0;7.0
1635;16-18 Hout-, papier-, grafische industr.;1;2;2008;779.0;32.0;3.0;538.0;1.0;0.0;189.0;13.0;3.0
1636;16-18 Hout-, papier-, grafische industr.;1;2;2009;;;;;;;;;
1637;16-18 Hout-, papier-, grafische industr.;1;2;2010;;;;;;;;;
1638;16-18 Hout-, papier-, grafische industr.;2;3;1990;;;;;;;;;
1639;16-18 Hout-, papier-, grafische industr.;2;3;1991;;;;;;;;;
1640;16-18 Hout-, papier-, grafische industr.;2;3;1992;;;;;;;;;
1641;16-18 Hout-, papier-, grafische industr.;2;3;1993;;;;;;;;;
1642;16-18 Hout-, papier-, grafische industr.;2;3;1994;;;;;;;;;
1643;16-18 Hout-, papier-, grafische industr.;2;3;1995;;;;;;;;;
1644;16-18 Hout-, papier-, grafische industr.;2;3;1996;;;;;;;;;
1645;16-18 Hout-, papier-, grafische industr.;2;3;1997;;;;;;;;;
1646;16-18 Hout-, papier-, grafische industr.;2;3;1998;;;;;;;;;
1647;16-18 Hout-, papier-, grafische industr.;2;3;1999;;;;;;;;;
1648;16-18 Hout-, papier-, grafische industr.;2;3;2000;;;;;;;;;
1649;16-18 Hout-, papier-, grafische industr.;2;3;2001;;;;;;;;;
1650;16-18 Hout-, papier-, grafische industr.;2;3;2002;275.0;2.0;8.0;265.0;0.0;0.0;0.0;0.0;0.0
1651;16-18 Hout-, papier-, grafische industr.;2;3;2003;180.0;1.0;11.0;168.0;0.0;0.0;0.0;0.0;0.0
1652;16-18 Hout-, papier-, grafische industr.;2;3;2004;255.0;1.0;11.0;243.0;0.0;0.0;0.0;0.0;0.0
1653;16-18 Hout-, papier-, grafische industr.;2;3;2005;194.0;1.0;10.0;183.0;0.0;0.0;0.0;0.0;0.0
1654;16-18 Hout-, papier-, grafische industr.;2;3;2006;315.0;0.0;9.0;306.0;0.0;0.0;0.0;0.0;0.0
1655;16-18 Hout-, papier-, grafische industr.;2;3;2007;298.0;0.0;7.0;292.0;0.0;0.0;0.0;0.0;0.0
1656;16-18 Hout-, papier-, grafische industr.;2;3;2008;273.0;0.0;10.0;263.0;0.0;0.0;0.0;0.0;0.0
1657;16-18 Hout-, papier-, grafische industr.;2;3;2009;;;;;;;;;
1658;16-18 Hout-, papier-, grafische industr.;2;3;2010;;;;;;;;;
1659;16-18 Hout-, papier-, grafische industr.;2;1;1990;;;;;;;;;
1660;16-18 Hout-, papier-, grafische industr.;2;1;1991;;;;;;;;;
1661;16-18 Hout-, papier-, grafische industr.;2;1;1992;;;;;;;;;
1662;16-18 Hout-, papier-, grafische industr.;2;1;1993;;;;;;;;;
1663;16-18 Hout-, papier-, grafische industr.;2;1;1994;;;;;;;;;
1664;16-18 Hout-, papier-, grafische industr.;2;1;1995;;;;;;;;;
1665;16-18 Hout-, papier-, grafische industr.;2;1;1996;;;;;;;;;
1666;16-18 Hout-, papier-, grafische industr.;2;1;1997;;;;;;;;;
1667;16-18 Hout-, papier-, grafische industr.;2;1;1998;;;;;;;;;
1668;16-18 Hout-, papier-, grafische industr.;2;1;1999;;;;;;;;;
1669;16-18 Hout-, papier-, grafische industr.;2;1;2000;;;;;;;;;
1670;16-18 Hout-, papier-, grafische industr.;2;1;2001;;;;;;;;;
1671;16-18 Hout-, papier-, grafische industr.;2;1;2002;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1672;16-18 Hout-, papier-, grafische industr.;2;1;2003;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1673;16-18 Hout-, papier-, grafische industr.;2;1;2004;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1674;16-18 Hout-, papier-, grafische industr.;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1675;16-18 Hout-, papier-, grafische industr.;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1676;16-18 Hout-, papier-, grafische industr.;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1677;16-18 Hout-, papier-, grafische industr.;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1678;16-18 Hout-, papier-, grafische industr.;2;1;2009;;;;;;;;;
1679;16-18 Hout-, papier-, grafische industr.;2;1;2010;;;;;;;;;
1680;16-18 Hout-, papier-, grafische industr.;2;2;1990;;;;;;;;;
1681;16-18 Hout-, papier-, grafische industr.;2;2;1991;;;;;;;;;
1682;16-18 Hout-, papier-, grafische industr.;2;2;1992;;;;;;;;;
1683;16-18 Hout-, papier-, grafische industr.;2;2;1993;;;;;;;;;
1684;16-18 Hout-, papier-, grafische industr.;2;2;1994;;;;;;;;;
1685;16-18 Hout-, papier-, grafische industr.;2;2;1995;;;;;;;;;
1686;16-18 Hout-, papier-, grafische industr.;2;2;1996;;;;;;;;;
1687;16-18 Hout-, papier-, grafische industr.;2;2;1997;;;;;;;;;
1688;16-18 Hout-, papier-, grafische industr.;2;2;1998;;;;;;;;;
1689;16-18 Hout-, papier-, grafische industr.;2;2;1999;;;;;;;;;
1690;16-18 Hout-, papier-, grafische industr.;2;2;2000;;;;;;;;;
1691;16-18 Hout-, papier-, grafische industr.;2;2;2001;;;;;;;;;
1692;16-18 Hout-, papier-, grafische industr.;2;2;2002;274.0;0.0;8.0;265.0;0.0;0.0;0.0;0.0;0.0
1693;16-18 Hout-, papier-, grafische industr.;2;2;2003;178.0;0.0;11.0;168.0;0.0;0.0;0.0;0.0;0.0
1694;16-18 Hout-, papier-, grafische industr.;2;2;2004;254.0;0.0;11.0;243.0;0.0;0.0;0.0;0.0;0.0
1695;16-18 Hout-, papier-, grafische industr.;2;2;2005;194.0;1.0;10.0;183.0;0.0;0.0;0.0;0.0;0.0
1696;16-18 Hout-, papier-, grafische industr.;2;2;2006;315.0;0.0;9.0;306.0;0.0;0.0;0.0;0.0;0.0
1697;16-18 Hout-, papier-, grafische industr.;2;2;2007;298.0;0.0;7.0;292.0;0.0;0.0;0.0;0.0;0.0
1698;16-18 Hout-, papier-, grafische industr.;2;2;2008;273.0;0.0;10.0;263.0;0.0;0.0;0.0;0.0;0.0
1699;16-18 Hout-, papier-, grafische industr.;2;2;2009;;;;;;;;;
1700;16-18 Hout-, papier-, grafische industr.;2;2;2010;;;;;;;;;
1701;16 Houtindustrie;3;3;1990;;;;;;;;;
1702;16 Houtindustrie;3;3;1991;;;;;;;;;
1703;16 Houtindustrie;3;3;1992;;;;;;;;;
1704;16 Houtindustrie;3;3;1993;;;;;;;;;
1705;16 Houtindustrie;3;3;1994;;;;;;;;;
1706;16 Houtindustrie;3;3;1995;;;;;;;;;
1707;16 Houtindustrie;3;3;1996;;;;;;;;;
1708;16 Houtindustrie;3;3;1997;;;;;;;;;
1709;16 Houtindustrie;3;3;1998;;;;;;;;;
1710;16 Houtindustrie;3;3;1999;;;;;;;;;
1711;16 Houtindustrie;3;3;2000;;;;;;;;;
1712;16 Houtindustrie;3;3;2001;;;;;;;;;
1713;16 Houtindustrie;3;3;2002;313.0;2.0;2.0;275.0;0.0;0.0;35.0;0.0;0.0
1714;16 Houtindustrie;3;3;2003;307.0;2.0;2.0;269.0;0.0;0.0;34.0;0.0;0.0
1715;16 Houtindustrie;3;3;2004;238.0;1.0;1.0;216.0;0.0;0.0;18.0;0.0;1.0
1716;16 Houtindustrie;3;3;2005;248.0;1.0;1.0;225.0;0.0;0.0;19.0;0.0;2.0
1717;16 Houtindustrie;3;3;2006;261.0;1.0;2.0;232.0;0.0;2.0;17.0;0.0;7.0
1718;16 Houtindustrie;3;3;2007;261.0;1.0;2.0;233.0;0.0;2.0;17.0;0.0;7.0
1719;16 Houtindustrie;3;3;2008;249.0;6.0;2.0;217.0;0.0;0.0;22.0;0.0;3.0
1720;16 Houtindustrie;3;3;2009;217.0;5.0;1.0;189.0;0.0;0.0;19.0;0.0;2.0
1721;16 Houtindustrie;3;3;2010;242.0;6.0;3.0;205.0;0.0;2.0;18.0;0.0;9.0
1722;16 Houtindustrie;3;1;1990;;;;;;;;;
1723;16 Houtindustrie;3;1;1991;;;;;;;;;
1724;16 Houtindustrie;3;1;1992;;;;;;;;;
1725;16 Houtindustrie;3;1;1993;;;;;;;;;
1726;16 Houtindustrie;3;1;1994;;;;;;;;;
1727;16 Houtindustrie;3;1;1995;;;;;;;;;
1728;16 Houtindustrie;3;1;1996;;;;;;;;;
1729;16 Houtindustrie;3;1;1997;;;;;;;;;
1730;16 Houtindustrie;3;1;1998;;;;;;;;;
1731;16 Houtindustrie;3;1;1999;;;;;;;;;
1732;16 Houtindustrie;3;1;2000;;;;;;;;;
1733;16 Houtindustrie;3;1;2001;;;;;;;;;
1734;16 Houtindustrie;3;1;2002;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1735;16 Houtindustrie;3;1;2003;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1736;16 Houtindustrie;3;1;2004;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1737;16 Houtindustrie;3;1;2005;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1738;16 Houtindustrie;3;1;2006;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1739;16 Houtindustrie;3;1;2007;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1740;16 Houtindustrie;3;1;2008;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1741;16 Houtindustrie;3;1;2009;;;;;;;;;
1742;16 Houtindustrie;3;1;2010;;;;;;;;;
1743;16 Houtindustrie;3;2;1990;;;;;;;;;
1744;16 Houtindustrie;3;2;1991;;;;;;;;;
1745;16 Houtindustrie;3;2;1992;;;;;;;;;
1746;16 Houtindustrie;3;2;1993;;;;;;;;;
1747;16 Houtindustrie;3;2;1994;;;;;;;;;
1748;16 Houtindustrie;3;2;1995;;;;;;;;;
1749;16 Houtindustrie;3;2;1996;;;;;;;;;
1750;16 Houtindustrie;3;2;1997;;;;;;;;;
1751;16 Houtindustrie;3;2;1998;;;;;;;;;
1752;16 Houtindustrie;3;2;1999;;;;;;;;;
1753;16 Houtindustrie;3;2;2000;;;;;;;;;
1754;16 Houtindustrie;3;2;2001;;;;;;;;;
1755;16 Houtindustrie;3;2;2002;312.0;0.0;2.0;275.0;0.0;0.0;35.0;0.0;0.0
1756;16 Houtindustrie;3;2;2003;305.0;0.0;2.0;269.0;0.0;0.0;34.0;0.0;0.0
1757;16 Houtindustrie;3;2;2004;237.0;0.0;1.0;216.0;0.0;0.0;18.0;0.0;1.0
1758;16 Houtindustrie;3;2;2005;247.0;0.0;1.0;225.0;0.0;0.0;19.0;0.0;2.0
1759;16 Houtindustrie;3;2;2006;260.0;0.0;2.0;232.0;0.0;2.0;17.0;0.0;7.0
1760;16 Houtindustrie;3;2;2007;260.0;0.0;2.0;233.0;0.0;2.0;17.0;0.0;7.0
1761;16 Houtindustrie;3;2;2008;244.0;1.0;2.0;217.0;0.0;0.0;22.0;0.0;3.0
1762;16 Houtindustrie;3;2;2009;;;;;;;;;
1763;16 Houtindustrie;3;2;2010;;;;;;;;;
1764;16 Houtindustrie;1;3;1990;;;;;;;;;
1765;16 Houtindustrie;1;3;1991;;;;;;;;;
1766;16 Houtindustrie;1;3;1992;;;;;;;;;
1767;16 Houtindustrie;1;3;1993;;;;;;;;;
1768;16 Houtindustrie;1;3;1994;;;;;;;;;
1769;16 Houtindustrie;1;3;1995;;;;;;;;;
1770;16 Houtindustrie;1;3;1996;;;;;;;;;
1771;16 Houtindustrie;1;3;1997;;;;;;;;;
1772;16 Houtindustrie;1;3;1998;;;;;;;;;
1773;16 Houtindustrie;1;3;1999;;;;;;;;;
1774;16 Houtindustrie;1;3;2000;;;;;;;;;
1775;16 Houtindustrie;1;3;2001;;;;;;;;;
1776;16 Houtindustrie;1;3;2002;309.0;2.0;1.0;272.0;0.0;0.0;34.0;0.0;0.0
1777;16 Houtindustrie;1;3;2003;303.0;2.0;0.0;267.0;0.0;0.0;34.0;0.0;0.0
1778;16 Houtindustrie;1;3;2004;236.0;1.0;0.0;214.0;0.0;0.0;18.0;0.0;1.0
1779;16 Houtindustrie;1;3;2005;246.0;1.0;0.0;224.0;0.0;0.0;19.0;0.0;2.0
1780;16 Houtindustrie;1;3;2006;241.0;1.0;0.0;213.0;0.0;2.0;17.0;0.0;7.0
1781;16 Houtindustrie;1;3;2007;248.0;1.0;0.0;221.0;0.0;2.0;17.0;0.0;7.0
1782;16 Houtindustrie;1;3;2008;236.0;6.0;0.0;205.0;0.0;0.0;22.0;0.0;3.0
1783;16 Houtindustrie;1;3;2009;;;;;;;;;
1784;16 Houtindustrie;1;3;2010;;;;;;;;;
1785;16 Houtindustrie;1;1;1990;;;;;;;;;
1786;16 Houtindustrie;1;1;1991;;;;;;;;;
1787;16 Houtindustrie;1;1;1992;;;;;;;;;
1788;16 Houtindustrie;1;1;1993;;;;;;;;;
1789;16 Houtindustrie;1;1;1994;;;;;;;;;
1790;16 Houtindustrie;1;1;1995;;;;;;;;;
1791;16 Houtindustrie;1;1;1996;;;;;;;;;
1792;16 Houtindustrie;1;1;1997;;;;;;;;;
1793;16 Houtindustrie;1;1;1998;;;;;;;;;
1794;16 Houtindustrie;1;1;1999;;;;;;;;;
1795;16 Houtindustrie;1;1;2000;;;;;;;;;
1796;16 Houtindustrie;1;1;2001;;;;;;;;;
1797;16 Houtindustrie;1;1;2002;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1798;16 Houtindustrie;1;1;2003;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1799;16 Houtindustrie;1;1;2004;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1800;16 Houtindustrie;1;1;2005;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1801;16 Houtindustrie;1;1;2006;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1802;16 Houtindustrie;1;1;2007;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1803;16 Houtindustrie;1;1;2008;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1804;16 Houtindustrie;1;1;2009;;;;;;;;;
1805;16 Houtindustrie;1;1;2010;;;;;;;;;
1806;16 Houtindustrie;1;2;1990;;;;;;;;;
1807;16 Houtindustrie;1;2;1991;;;;;;;;;
1808;16 Houtindustrie;1;2;1992;;;;;;;;;
1809;16 Houtindustrie;1;2;1993;;;;;;;;;
1810;16 Houtindustrie;1;2;1994;;;;;;;;;
1811;16 Houtindustrie;1;2;1995;;;;;;;;;
1812;16 Houtindustrie;1;2;1996;;;;;;;;;
1813;16 Houtindustrie;1;2;1997;;;;;;;;;
1814;16 Houtindustrie;1;2;1998;;;;;;;;;
1815;16 Houtindustrie;1;2;1999;;;;;;;;;
1816;16 Houtindustrie;1;2;2000;;;;;;;;;
1817;16 Houtindustrie;1;2;2001;;;;;;;;;
1818;16 Houtindustrie;1;2;2002;308.0;0.0;1.0;272.0;0.0;0.0;34.0;0.0;0.0
1819;16 Houtindustrie;1;2;2003;302.0;0.0;0.0;267.0;0.0;0.0;34.0;0.0;0.0
1820;16 Houtindustrie;1;2;2004;235.0;0.0;0.0;214.0;0.0;0.0;18.0;0.0;1.0
1821;16 Houtindustrie;1;2;2005;245.0;0.0;0.0;224.0;0.0;0.0;19.0;0.0;2.0
1822;16 Houtindustrie;1;2;2006;239.0;0.0;0.0;213.0;0.0;2.0;17.0;0.0;7.0
1823;16 Houtindustrie;1;2;2007;246.0;0.0;0.0;221.0;0.0;2.0;17.0;0.0;7.0
1824;16 Houtindustrie;1;2;2008;231.0;1.0;0.0;205.0;0.0;0.0;22.0;0.0;3.0
1825;16 Houtindustrie;1;2;2009;;;;;;;;;
1826;16 Houtindustrie;1;2;2010;;;;;;;;;
1827;16 Houtindustrie;2;3;1990;;;;;;;;;
1828;16 Houtindustrie;2;3;1991;;;;;;;;;
1829;16 Houtindustrie;2;3;1992;;;;;;;;;
1830;16 Houtindustrie;2;3;1993;;;;;;;;;
1831;16 Houtindustrie;2;3;1994;;;;;;;;;
1832;16 Houtindustrie;2;3;1995;;;;;;;;;
1833;16 Houtindustrie;2;3;1996;;;;;;;;;
1834;16 Houtindustrie;2;3;1997;;;;;;;;;
1835;16 Houtindustrie;2;3;1998;;;;;;;;;
1836;16 Houtindustrie;2;3;1999;;;;;;;;;
1837;16 Houtindustrie;2;3;2000;;;;;;;;;
1838;16 Houtindustrie;2;3;2001;;;;;;;;;
1839;16 Houtindustrie;2;3;2002;4.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
1840;16 Houtindustrie;2;3;2003;4.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
1841;16 Houtindustrie;2;3;2004;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
1842;16 Houtindustrie;2;3;2005;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
1843;16 Houtindustrie;2;3;2006;20.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;0.0
1844;16 Houtindustrie;2;3;2007;14.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0
1845;16 Houtindustrie;2;3;2008;13.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0
1846;16 Houtindustrie;2;3;2009;;;;;;;;;
1847;16 Houtindustrie;2;3;2010;;;;;;;;;
1848;16 Houtindustrie;2;1;1990;;;;;;;;;
1849;16 Houtindustrie;2;1;1991;;;;;;;;;
1850;16 Houtindustrie;2;1;1992;;;;;;;;;
1851;16 Houtindustrie;2;1;1993;;;;;;;;;
1852;16 Houtindustrie;2;1;1994;;;;;;;;;
1853;16 Houtindustrie;2;1;1995;;;;;;;;;
1854;16 Houtindustrie;2;1;1996;;;;;;;;;
1855;16 Houtindustrie;2;1;1997;;;;;;;;;
1856;16 Houtindustrie;2;1;1998;;;;;;;;;
1857;16 Houtindustrie;2;1;1999;;;;;;;;;
1858;16 Houtindustrie;2;1;2000;;;;;;;;;
1859;16 Houtindustrie;2;1;2001;;;;;;;;;
1860;16 Houtindustrie;2;1;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1861;16 Houtindustrie;2;1;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1862;16 Houtindustrie;2;1;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1863;16 Houtindustrie;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1864;16 Houtindustrie;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1865;16 Houtindustrie;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1866;16 Houtindustrie;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1867;16 Houtindustrie;2;1;2009;;;;;;;;;
1868;16 Houtindustrie;2;1;2010;;;;;;;;;
1869;16 Houtindustrie;2;2;1990;;;;;;;;;
1870;16 Houtindustrie;2;2;1991;;;;;;;;;
1871;16 Houtindustrie;2;2;1992;;;;;;;;;
1872;16 Houtindustrie;2;2;1993;;;;;;;;;
1873;16 Houtindustrie;2;2;1994;;;;;;;;;
1874;16 Houtindustrie;2;2;1995;;;;;;;;;
1875;16 Houtindustrie;2;2;1996;;;;;;;;;
1876;16 Houtindustrie;2;2;1997;;;;;;;;;
1877;16 Houtindustrie;2;2;1998;;;;;;;;;
1878;16 Houtindustrie;2;2;1999;;;;;;;;;
1879;16 Houtindustrie;2;2;2000;;;;;;;;;
1880;16 Houtindustrie;2;2;2001;;;;;;;;;
1881;16 Houtindustrie;2;2;2002;4.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
1882;16 Houtindustrie;2;2;2003;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
1883;16 Houtindustrie;2;2;2004;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
1884;16 Houtindustrie;2;2;2005;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
1885;16 Houtindustrie;2;2;2006;20.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;0.0
1886;16 Houtindustrie;2;2;2007;14.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0
