ID;Energiedragers;Sectoren;Perioden;TotaalAanbod_1;Winning_2;EnergieAanvoer_3;EnergieAflevering_4;Voorraadmutatie_5;StatistischeVerschillen_6;TotaalVerbruik_7;SaldoInzetProductieEnergie_8;SaldoElektriciteitWKKOmzetting_9;SaldoAndereOmzetting_10;TotaalInzetEnergieVoorOmzetting_11;InzetElektriciteitWKKOmzetting_12;InzetAndereOmzetting_13;TotaalProductieEnergieUitOmzetting_14;ProductieElektriciteitWKKOmzetting_15;ProductieAndereOmzetting_16;EigenVerbruik_17;VerliezenBijDistributie_18;FinaalEnergieverbruik_19;NietEnergetischGebruik_20
76;Totaal energiedragers;Winning van olie en gas;1998;37.5;2554.7;6.7;2525.3;1.4;;37.5;0.5;0.3;0.2;7.1;1.4;5.7;6.6;1.1;5.5;37.0;;;
77;Totaal energiedragers;Winning van olie en gas;1999;33.2;2377.0;3.6;2347.2;-0.1;;33.2;0.3;0.2;0.1;4.3;1.0;3.2;4.0;0.8;3.1;32.9;;;
78;Totaal energiedragers;Winning van olie en gas;2000;33.3;2312.8;4.0;2278.1;-5.4;;33.3;0.4;0.2;0.2;8.6;1.0;7.6;8.2;0.8;7.4;32.9;;;
79;Totaal energiedragers;Winning van olie en gas;2001;32.8;2427.2;5.6;2404.2;4.2;;32.8;0.3;0.2;0.1;5.4;1.0;4.4;5.1;0.8;4.3;32.5;;;
80;Totaal energiedragers;Winning van olie en gas;2002;35.1;2421.2;6.0;2390.7;-1.4;;35.1;0.4;0.2;0.2;8.0;1.0;7.0;7.6;0.8;6.8;34.8;;;
81;Totaal energiedragers;Winning van olie en gas;2003;32.7;2318.2;5.3;2290.7;-0.1;;32.7;0.2;0.0;0.2;5.3;0.1;5.2;5.1;0.1;5.0;32.5;;;
82;Totaal energiedragers;Winning van olie en gas;2004;33.7;2702.6;5.5;2674.1;-0.4;;33.7;0.2;0.0;0.2;5.5;0.3;5.2;5.3;0.3;5.0;33.5;;;
83;Totaal energiedragers;Winning van olie en gas;2005;33.4;2450.1;5.8;2425.7;3.2;;33.4;0.2;0.1;0.1;5.5;0.8;4.8;5.3;0.7;4.6;33.1;;;
84;Totaal energiedragers;Winning van olie en gas;2006;29.3;2409.3;4.5;2382.1;-2.3;;29.3;0.1;0.0;0.1;4.3;0.1;4.2;4.1;0.1;4.0;29.2;;;
85;Totaal energiedragers;Winning van olie en gas;2007;25.3;2342.8;4.5;2325.6;3.6;;25.3;0.1;0.1;0.0;0.9;0.6;0.3;0.8;0.5;0.4;25.2;;;
86;Totaal energiedragers;Winning van olie en gas;2008;27.3;2645.4;14.7;2630.9;-2.0;;27.3;0.0;0.1;-0.1;4.4;0.4;4.0;4.4;0.3;4.1;27.3;;;
87;Totaal energiedragers;Winning van olie en gas;2009;30.0;2431.2;9.8;2410.6;-0.5;;30.0;0.0;0.1;-0.1;3.1;0.4;2.7;3.1;0.3;2.8;30.0;;;
88;Totaal energiedragers;Winning van olie en gas;2010;33.1;2770.4;9.8;2750.4;3.2;;33.1;0.0;0.1;0.0;1.8;0.4;1.5;1.8;0.3;1.5;33.0;;;
89;Totaal energiedragers;Winning van olie en gas;2011;32.2;2564.9;6.3;2536.8;-2.2;;32.2;0.1;0.1;0.0;1.0;0.4;0.6;0.9;0.3;0.6;32.1;;;
90;Totaal energiedragers;Winning van olie en gas;2012;34.2;2525.6;7.7;2498.4;-0.7;;34.2;0.0;;0.0;1.1;;1.1;1.1;;1.1;34.2;;;
91;Totaal energiedragers;Winning van olie en gas;2013;40.2;2672.0;11.5;2638.5;-4.8;;40.2;0.2;;0.2;7.4;;7.4;7.1;;7.1;40.0;;;
92;Totaal energiedragers;Winning van olie en gas;2014;36.3;2255.5;9.8;2229.9;0.9;;36.3;0.2;;0.2;7.0;;7.0;6.8;;6.8;36.1;;;
93;Totaal energiedragers;Winning van olie en gas;2015;34.8;1728.7;12.2;1712.2;6.0;;34.8;-0.1;;-0.1;-0.1;;-0.1;;;;34.8;;;
94;Totaal energiedragers;Winning van olie en gas;2016;34.1;1648.0;10.2;1622.3;-1.8;;34.1;0.0;;0.0;0.0;;0.0;;;;34.1;;;
95;Totaal energiedragers;Winning van olie en gas;2017;35.5;1416.4;199.4;1585.5;5.3;;35.5;0.0;;0.0;0.0;;0.0;;;;35.5;;;
96;Totaal energiedragers;Winning van olie en gas;2018;34.4;1210.1;159.1;1333.5;-1.4;;34.4;0.0;;0.0;0.0;;0.0;;;;34.3;;;
97;Totaal energiedragers;Winning van olie en gas;2019;29.7;1034.2;173.5;1174.6;-3.5;;29.7;0.1;;0.1;0.1;;0.1;;;;29.6;;;
98;Totaal energiedragers;Winning van olie en gas;2020;29.0;755.9;177.3;906.4;2.2;;29.0;-0.1;;-0.1;-0.1;;-0.1;;;;29.1;;;
99;Totaal energiedragers;Winning van olie en gas;2021;28.4;684.4;186.5;841.1;-1.3;;28.4;0.0;;0.0;0.0;;0.0;;;;28.5;;;
100;Totaal energiedragers;Winning van olie en gas;2022;24.3;543.7;85.3;604.9;0.2;;24.3;0.0;;0.0;0.0;;0.0;;;;24.3;;;
101;Totaal energiedragers;Winning van olie en gas;2023;19.4;371.4;70.6;425.5;3.0;;19.4;-0.1;;-0.1;-0.1;;-0.1;;;;19.5;;;
102;Totaal energiedragers;Cokesfabrieken;1990;13.3;;112.0;98.5;-0.2;;13.3;3.3;0.1;3.3;111.0;0.3;110.7;107.7;0.2;107.5;10.0;;;
103;Totaal energiedragers;Cokesfabrieken;1991;14.9;;120.4;105.4;-0.1;;14.9;4.0;0.0;4.0;118.7;0.3;118.5;114.7;0.2;114.5;10.9;;;
104;Totaal energiedragers;Cokesfabrieken;1992;14.9;;119.7;104.6;-0.2;;14.9;4.0;0.0;4.0;118.4;0.3;118.1;114.3;0.2;114.1;10.9;;;
105;Totaal energiedragers;Cokesfabrieken;1993;15.3;;119.1;104.7;0.9;;15.3;4.5;0.0;4.5;117.3;0.3;117.1;112.8;0.2;112.6;10.8;;;
106;Totaal energiedragers;Cokesfabrieken;1994;19.6;;129.1;108.9;-0.6;;19.6;8.7;0.0;8.7;121.3;0.3;121.0;112.6;0.3;112.3;10.8;;;
107;Totaal energiedragers;Cokesfabrieken;1995;16.0;;128.2;108.7;-3.6;;16.0;5.2;0.0;5.1;117.6;0.3;117.3;112.4;0.3;112.2;10.8;;;
108;Totaal energiedragers;Cokesfabrieken;1996;16.8;;116.1;104.2;4.8;;16.8;6.2;0.0;6.2;119.6;0.3;119.3;113.4;0.3;113.1;10.5;;;
109;Totaal energiedragers;Cokesfabrieken;1997;15.4;;124.7;99.4;-10.0;;15.4;4.9;0.0;4.9;116.9;0.2;116.6;111.9;0.2;111.7;10.4;;;
110;Totaal energiedragers;Cokesfabrieken;1998;16.0;;117.4;99.2;-2.2;;16.0;5.6;0.0;5.5;113.3;0.2;113.2;107.8;0.1;107.6;10.4;;;
111;Totaal energiedragers;Cokesfabrieken;1999;13.8;;91.3;84.3;6.7;;13.8;5.2;0.0;5.2;93.7;0.1;93.6;88.5;0.1;88.4;8.6;;;
112;Totaal energiedragers;Cokesfabrieken;2000;12.5;;81.2;74.1;5.4;;12.5;4.7;;4.7;86.1;;86.1;81.4;;81.4;7.8;;;
113;Totaal energiedragers;Cokesfabrieken;2001;13.2;;96.3;75.9;-7.3;;13.2;4.9;;4.9;88.8;;88.8;83.9;;83.9;8.4;;;
114;Totaal energiedragers;Cokesfabrieken;2002;13.1;;83.6;72.6;2.1;;13.1;5.3;;5.3;85.4;;85.4;80.1;;80.1;7.8;;;
115;Totaal energiedragers;Cokesfabrieken;2003;13.2;;86.1;74.7;1.9;;13.2;5.2;;5.2;87.4;;87.4;82.2;;82.2;8.0;;;
116;Totaal energiedragers;Cokesfabrieken;2004;14.0;;88.7;77.5;2.8;;14.0;5.8;;5.8;90.2;;90.2;84.4;;84.4;8.2;;;
117;Totaal energiedragers;Cokesfabrieken;2005;13.6;;93.4;77.4;-2.3;;13.6;5.5;;5.5;90.4;;90.4;84.9;;84.9;8.1;;;
118;Totaal energiedragers;Cokesfabrieken;2006;13.0;;87.3;75.4;1.1;;13.0;5.2;;5.2;87.3;;87.3;82.1;;82.1;7.8;;;
119;Totaal energiedragers;Cokesfabrieken;2007;13.7;;94.4;77.1;-3.6;;13.7;5.5;;5.5;89.0;;89.0;83.5;;83.5;8.2;;;
120;Totaal energiedragers;Cokesfabrieken;2008;14.6;;85.1;74.7;4.1;;14.6;6.3;;6.3;87.7;;87.7;81.4;;81.4;8.3;;;
121;Totaal energiedragers;Cokesfabrieken;2009;12.1;;68.4;60.2;3.8;;12.1;5.7;;5.7;71.1;;71.1;65.5;;65.5;6.4;;;
122;Totaal energiedragers;Cokesfabrieken;2010;13.5;;92.1;71.8;-6.8;;13.5;5.7;;5.7;84.0;;84.0;78.3;;78.3;7.8;;;
123;Totaal energiedragers;Cokesfabrieken;2011;14.9;;87.6;70.9;-1.8;;14.9;7.2;;7.2;84.7;;84.7;77.6;;77.6;7.7;;;
124;Totaal energiedragers;Cokesfabrieken;2012;12.7;;77.3;67.1;2.5;;12.7;5.3;;5.3;78.5;;78.5;73.3;;73.3;7.5;;;
125;Totaal energiedragers;Cokesfabrieken;2013;12.3;;82.1;69.8;-0.1;;12.3;4.6;;4.6;80.3;;80.3;75.8;;75.8;7.7;;;
126;Totaal energiedragers;Cokesfabrieken;2014;14.0;;83.6;71.0;1.4;;14.0;6.0;;6.0;83.2;;83.2;77.2;;77.2;8.0;;;
127;Totaal energiedragers;Cokesfabrieken;2015;16.6;;85.4;71.8;3.0;;16.6;7.3;;7.3;85.0;;85.0;77.7;;77.7;9.3;;;
128;Totaal energiedragers;Cokesfabrieken;2016;15.5;;84.9;70.5;1.2;;15.5;6.3;;6.3;82.9;;82.9;76.6;;76.6;9.2;;;
129;Totaal energiedragers;Cokesfabrieken;2017;13.0;;86.8;69.0;-4.8;;13.0;3.9;;3.9;78.8;;78.8;74.9;;74.9;9.1;;;
130;Totaal energiedragers;Cokesfabrieken;2018;11.5;;78.4;70.2;3.3;;11.5;2.2;;2.2;78.0;;78.0;75.8;;75.8;9.3;;;
131;Totaal energiedragers;Cokesfabrieken;2019;13.0;;85.2;69.4;-2.8;;13.0;4.0;;4.0;79.1;;79.1;75.1;;75.1;9.0;;;
