ID;BronTechniek;Energietoepassing;Perioden;EindverbruikInTerajoule_1;InTotaalEindverbruikEnergie_2;VermedenPrimaireEnergieInTerajoule_3;InTotaalBinnenlandsEnergieverbruik_4;VermedenEmissieCO2InKton_5;InVanTotaleCO2Emissie_6
330;Windenergie op land;Elektriciteit;2008;12154.0;0.53;28530.0;0.86;1966.0;1.12
331;Windenergie op land;Elektriciteit;2009;13543.0;0.63;31206.0;0.96;2131.0;1.26
332;Windenergie op land;Elektriciteit;2010;13455.0;0.58;30303.0;0.87;2039.0;1.12
333;Windenergie op land;Elektriciteit;2011;14336.0;0.67;31718.0;0.98;2141.0;1.28
334;Windenergie op land;Elektriciteit;2012;14963.0;0.68;34292.0;1.05;2442.0;1.48
335;Windenergie op land;Elektriciteit;2013;16676.0;0.76;37219.0;1.15;2743.0;1.65
336;Windenergie op land;Warmte;1990;;;;;;
337;Windenergie op land;Warmte;1991;;;;;;
338;Windenergie op land;Warmte;1992;;;;;;
339;Windenergie op land;Warmte;1993;;;;;;
340;Windenergie op land;Warmte;1994;;;;;;
341;Windenergie op land;Warmte;1995;;;;;;
342;Windenergie op land;Warmte;1996;;;;;;
343;Windenergie op land;Warmte;1997;;;;;;
344;Windenergie op land;Warmte;1998;;;;;;
345;Windenergie op land;Warmte;1999;;;;;;
346;Windenergie op land;Warmte;2000;;;;;;
347;Windenergie op land;Warmte;2001;;;;;;
348;Windenergie op land;Warmte;2002;;;;;;
349;Windenergie op land;Warmte;2003;;;;;;
350;Windenergie op land;Warmte;2004;;;;;;
351;Windenergie op land;Warmte;2005;;;;;;
352;Windenergie op land;Warmte;2006;;;;;;
353;Windenergie op land;Warmte;2007;;;;;;
354;Windenergie op land;Warmte;2008;;;;;;
355;Windenergie op land;Warmte;2009;;;;;;
356;Windenergie op land;Warmte;2010;;;;;;
357;Windenergie op land;Warmte;2011;;;;;;
358;Windenergie op land;Warmte;2012;;;;;;
359;Windenergie op land;Warmte;2013;;;;;;
360;Windenergie op land;Vervoer;1990;;;;;;
361;Windenergie op land;Vervoer;1991;;;;;;
362;Windenergie op land;Vervoer;1992;;;;;;
363;Windenergie op land;Vervoer;1993;;;;;;
364;Windenergie op land;Vervoer;1994;;;;;;
365;Windenergie op land;Vervoer;1995;;;;;;
366;Windenergie op land;Vervoer;1996;;;;;;
367;Windenergie op land;Vervoer;1997;;;;;;
368;Windenergie op land;Vervoer;1998;;;;;;
369;Windenergie op land;Vervoer;1999;;;;;;
370;Windenergie op land;Vervoer;2000;;;;;;
371;Windenergie op land;Vervoer;2001;;;;;;
372;Windenergie op land;Vervoer;2002;;;;;;
373;Windenergie op land;Vervoer;2003;;;;;;
374;Windenergie op land;Vervoer;2004;;;;;;
375;Windenergie op land;Vervoer;2005;;;;;;
376;Windenergie op land;Vervoer;2006;;;;;;
377;Windenergie op land;Vervoer;2007;;;;;;
378;Windenergie op land;Vervoer;2008;;;;;;
379;Windenergie op land;Vervoer;2009;;;;;;
380;Windenergie op land;Vervoer;2010;;;;;;
381;Windenergie op land;Vervoer;2011;;;;;;
382;Windenergie op land;Vervoer;2012;;;;;;
383;Windenergie op land;Vervoer;2013;;;;;;
384;Windenergie op zee;Totaal energietoepassingen;1990;0.0;0.0;0.0;0.0;0.0;0.0
385;Windenergie op zee;Totaal energietoepassingen;1991;0.0;0.0;0.0;0.0;0.0;0.0
386;Windenergie op zee;Totaal energietoepassingen;1992;0.0;0.0;0.0;0.0;0.0;0.0
387;Windenergie op zee;Totaal energietoepassingen;1993;0.0;0.0;0.0;0.0;0.0;0.0
388;Windenergie op zee;Totaal energietoepassingen;1994;0.0;0.0;0.0;0.0;0.0;0.0
389;Windenergie op zee;Totaal energietoepassingen;1995;0.0;0.0;0.0;0.0;0.0;0.0
390;Windenergie op zee;Totaal energietoepassingen;1996;0.0;0.0;0.0;0.0;0.0;0.0
391;Windenergie op zee;Totaal energietoepassingen;1997;0.0;0.0;0.0;0.0;0.0;0.0
392;Windenergie op zee;Totaal energietoepassingen;1998;0.0;0.0;0.0;0.0;0.0;0.0
393;Windenergie op zee;Totaal energietoepassingen;1999;0.0;0.0;0.0;0.0;0.0;0.0
394;Windenergie op zee;Totaal energietoepassingen;2000;0.0;0.0;0.0;0.0;0.0;0.0
395;Windenergie op zee;Totaal energietoepassingen;2001;0.0;0.0;0.0;0.0;0.0;0.0
396;Windenergie op zee;Totaal energietoepassingen;2002;0.0;0.0;0.0;0.0;0.0;0.0
397;Windenergie op zee;Totaal energietoepassingen;2003;0.0;0.0;0.0;0.0;0.0;0.0
398;Windenergie op zee;Totaal energietoepassingen;2004;0.0;0.0;0.0;0.0;0.0;0.0
399;Windenergie op zee;Totaal energietoepassingen;2005;0.0;0.0;0.0;0.0;0.0;0.0
400;Windenergie op zee;Totaal energietoepassingen;2006;228.0;0.01;530.0;0.02;37.0;0.02
401;Windenergie op zee;Totaal energietoepassingen;2007;1092.0;0.05;2517.0;0.08;173.0;0.1
402;Windenergie op zee;Totaal energietoepassingen;2008;1977.0;0.09;4641.0;0.14;320.0;0.18
403;Windenergie op zee;Totaal energietoepassingen;2009;2588.0;0.12;5962.0;0.18;407.0;0.24
404;Windenergie op zee;Totaal energietoepassingen;2010;2755.0;0.12;6205.0;0.18;418.0;0.23
405;Windenergie op zee;Totaal energietoepassingen;2011;2674.0;0.12;5915.0;0.18;399.0;0.24
406;Windenergie op zee;Totaal energietoepassingen;2012;2817.0;0.13;6247.0;0.19;445.0;0.27
407;Windenergie op zee;Totaal energietoepassingen;2013;2648.0;0.12;6136.0;0.19;452.0;0.27
408;Windenergie op zee;Elektriciteit;1990;0.0;0.0;0.0;0.0;0.0;0.0
409;Windenergie op zee;Elektriciteit;1991;0.0;0.0;0.0;0.0;0.0;0.0
410;Windenergie op zee;Elektriciteit;1992;0.0;0.0;0.0;0.0;0.0;0.0
411;Windenergie op zee;Elektriciteit;1993;0.0;0.0;0.0;0.0;0.0;0.0
412;Windenergie op zee;Elektriciteit;1994;0.0;0.0;0.0;0.0;0.0;0.0
413;Windenergie op zee;Elektriciteit;1995;0.0;0.0;0.0;0.0;0.0;0.0
414;Windenergie op zee;Elektriciteit;1996;0.0;0.0;0.0;0.0;0.0;0.0
415;Windenergie op zee;Elektriciteit;1997;0.0;0.0;0.0;0.0;0.0;0.0
416;Windenergie op zee;Elektriciteit;1998;0.0;0.0;0.0;0.0;0.0;0.0
417;Windenergie op zee;Elektriciteit;1999;0.0;0.0;0.0;0.0;0.0;0.0
418;Windenergie op zee;Elektriciteit;2000;0.0;0.0;0.0;0.0;0.0;0.0
419;Windenergie op zee;Elektriciteit;2001;0.0;0.0;0.0;0.0;0.0;0.0
420;Windenergie op zee;Elektriciteit;2002;0.0;0.0;0.0;0.0;0.0;0.0
421;Windenergie op zee;Elektriciteit;2003;0.0;0.0;0.0;0.0;0.0;0.0
422;Windenergie op zee;Elektriciteit;2004;0.0;0.0;0.0;0.0;0.0;0.0
423;Windenergie op zee;Elektriciteit;2005;0.0;0.0;0.0;0.0;0.0;0.0
424;Windenergie op zee;Elektriciteit;2006;228.0;0.01;530.0;0.02;37.0;0.02
425;Windenergie op zee;Elektriciteit;2007;1092.0;0.05;2517.0;0.08;173.0;0.1
426;Windenergie op zee;Elektriciteit;2008;1977.0;0.09;4641.0;0.14;320.0;0.18
427;Windenergie op zee;Elektriciteit;2009;2588.0;0.12;5962.0;0.18;407.0;0.24
428;Windenergie op zee;Elektriciteit;2010;2755.0;0.12;6205.0;0.18;418.0;0.23
429;Windenergie op zee;Elektriciteit;2011;2674.0;0.12;5915.0;0.18;399.0;0.24
430;Windenergie op zee;Elektriciteit;2012;2817.0;0.13;6247.0;0.19;445.0;0.27
431;Windenergie op zee;Elektriciteit;2013;2648.0;0.12;6136.0;0.19;452.0;0.27
432;Windenergie op zee;Warmte;1990;;;;;;
433;Windenergie op zee;Warmte;1991;;;;;;
434;Windenergie op zee;Warmte;1992;;;;;;
435;Windenergie op zee;Warmte;1993;;;;;;
436;Windenergie op zee;Warmte;1994;;;;;;
437;Windenergie op zee;Warmte;1995;;;;;;
438;Windenergie op zee;Warmte;1996;;;;;;
439;Windenergie op zee;Warmte;1997;;;;;;
440;Windenergie op zee;Warmte;1998;;;;;;
441;Windenergie op zee;Warmte;1999;;;;;;
442;Windenergie op zee;Warmte;2000;;;;;;
443;Windenergie op zee;Warmte;2001;;;;;;
444;Windenergie op zee;Warmte;2002;;;;;;
445;Windenergie op zee;Warmte;2003;;;;;;
446;Windenergie op zee;Warmte;2004;;;;;;
447;Windenergie op zee;Warmte;2005;;;;;;
448;Windenergie op zee;Warmte;2006;;;;;;
449;Windenergie op zee;Warmte;2007;;;;;;
450;Windenergie op zee;Warmte;2008;;;;;;
451;Windenergie op zee;Warmte;2009;;;;;;
452;Windenergie op zee;Warmte;2010;;;;;;
453;Windenergie op zee;Warmte;2011;;;;;;
454;Windenergie op zee;Warmte;2012;;;;;;
455;Windenergie op zee;Warmte;2013;;;;;;
456;Windenergie op zee;Vervoer;1990;;;;;;
457;Windenergie op zee;Vervoer;1991;;;;;;
458;Windenergie op zee;Vervoer;1992;;;;;;
459;Windenergie op zee;Vervoer;1993;;;;;;
460;Windenergie op zee;Vervoer;1994;;;;;;
461;Windenergie op zee;Vervoer;1995;;;;;;
462;Windenergie op zee;Vervoer;1996;;;;;;
463;Windenergie op zee;Vervoer;1997;;;;;;
464;Windenergie op zee;Vervoer;1998;;;;;;
465;Windenergie op zee;Vervoer;1999;;;;;;
466;Windenergie op zee;Vervoer;2000;;;;;;
467;Windenergie op zee;Vervoer;2001;;;;;;
468;Windenergie op zee;Vervoer;2002;;;;;;
469;Windenergie op zee;Vervoer;2003;;;;;;
470;Windenergie op zee;Vervoer;2004;;;;;;
471;Windenergie op zee;Vervoer;2005;;;;;;
472;Windenergie op zee;Vervoer;2006;;;;;;
473;Windenergie op zee;Vervoer;2007;;;;;;
474;Windenergie op zee;Vervoer;2008;;;;;;
475;Windenergie op zee;Vervoer;2009;;;;;;
476;Windenergie op zee;Vervoer;2010;;;;;;
477;Windenergie op zee;Vervoer;2011;;;;;;
478;Windenergie op zee;Vervoer;2012;;;;;;
479;Windenergie op zee;Vervoer;2013;;;;;;
480;Totaal zonne-energie;Totaal energietoepassingen;1990;88.0;0.0;76.0;0.0;4.0;0.0
481;Totaal zonne-energie;Totaal energietoepassingen;1991;101.0;0.01;89.0;0.0;5.0;0.0
482;Totaal zonne-energie;Totaal energietoepassingen;1992;123.0;0.01;109.0;0.0;6.0;0.0
483;Totaal zonne-energie;Totaal energietoepassingen;1993;141.0;0.01;127.0;0.0;7.0;0.0
484;Totaal zonne-energie;Totaal energietoepassingen;1994;166.0;0.01;149.0;0.01;8.0;0.01
485;Totaal zonne-energie;Totaal energietoepassingen;1995;197.0;0.01;177.0;0.01;10.0;0.01
486;Totaal zonne-energie;Totaal energietoepassingen;1996;231.0;0.01;211.0;0.01;12.0;0.01
487;Totaal zonne-energie;Totaal energietoepassingen;1997;281.0;0.01;265.0;0.01;15.0;0.01
488;Totaal zonne-energie;Totaal energietoepassingen;1998;339.0;0.02;333.0;0.01;19.0;0.01
489;Totaal zonne-energie;Totaal energietoepassingen;1999;404.0;0.02;407.0;0.01;23.0;0.01
490;Totaal zonne-energie;Totaal energietoepassingen;2000;474.0;0.02;489.0;0.02;28.0;0.02
491;Totaal zonne-energie;Totaal energietoepassingen;2001;562.0;0.03;605.0;0.02;36.0;0.02
492;Totaal zonne-energie;Totaal energietoepassingen;2002;651.0;0.03;707.0;0.02;42.0;0.02
493;Totaal zonne-energie;Totaal energietoepassingen;2003;762.0;0.03;896.0;0.03;54.0;0.03
494;Totaal zonne-energie;Totaal energietoepassingen;2004;837.0;0.04;994.0;0.03;60.0;0.03
495;Totaal zonne-energie;Totaal energietoepassingen;2005;887.0;0.04;1053.0;0.03;63.0;0.04
496;Totaal zonne-energie;Totaal energietoepassingen;2006;918.0;0.04;1089.0;0.03;65.0;0.04
497;Totaal zonne-energie;Totaal energietoepassingen;2007;951.0;0.04;1122.0;0.03;67.0;0.04
498;Totaal zonne-energie;Totaal energietoepassingen;2008;996.0;0.04;1172.0;0.04;70.0;0.04
499;Totaal zonne-energie;Totaal energietoepassingen;2009;1096.0;0.05;1302.0;0.04;78.0;0.05
500;Totaal zonne-energie;Totaal energietoepassingen;2010;1217.0;0.05;1479.0;0.04;89.0;0.05
501;Totaal zonne-energie;Totaal energietoepassingen;2011;1402.0;0.07;1842.0;0.06;113.0;0.07
502;Totaal zonne-energie;Totaal energietoepassingen;2012;1982.0;0.09;3207.0;0.1;213.0;0.13
503;Totaal zonne-energie;Totaal energietoepassingen;2013;2946.0;0.13;5418.0;0.17;380.0;0.23
504;Totaal zonne-energie;Elektriciteit;1990;1.0;0.0;3.0;0.0;0.0;0.0
505;Totaal zonne-energie;Elektriciteit;1991;2.0;0.0;4.0;0.0;0.0;0.0
506;Totaal zonne-energie;Elektriciteit;1992;2.0;0.0;5.0;0.0;0.0;0.0
507;Totaal zonne-energie;Elektriciteit;1993;2.0;0.0;6.0;0.0;0.0;0.0
508;Totaal zonne-energie;Elektriciteit;1994;3.0;0.0;8.0;0.0;1.0;0.0
509;Totaal zonne-energie;Elektriciteit;1995;4.0;0.0;10.0;0.0;1.0;0.0
510;Totaal zonne-energie;Elektriciteit;1996;5.0;0.0;14.0;0.0;1.0;0.0
511;Totaal zonne-energie;Elektriciteit;1997;7.0;0.0;17.0;0.0;1.0;0.0
512;Totaal zonne-energie;Elektriciteit;1998;13.0;0.0;31.0;0.0;2.0;0.0
513;Totaal zonne-energie;Elektriciteit;1999;19.0;0.0;47.0;0.0;3.0;0.0
514;Totaal zonne-energie;Elektriciteit;2000;28.0;0.0;70.0;0.0;5.0;0.0
515;Totaal zonne-energie;Elektriciteit;2001;47.0;0.0;120.0;0.0;8.0;0.0
516;Totaal zonne-energie;Elektriciteit;2002;61.0;0.0;156.0;0.0;11.0;0.01
517;Totaal zonne-energie;Elektriciteit;2003;111.0;0.01;281.0;0.01;20.0;0.01
518;Totaal zonne-energie;Elektriciteit;2004;119.0;0.01;297.0;0.01;21.0;0.01
519;Totaal zonne-energie;Elektriciteit;2005;122.0;0.01;304.0;0.01;21.0;0.01
520;Totaal zonne-energie;Elektriciteit;2006;125.0;0.01;306.0;0.01;21.0;0.01
521;Totaal zonne-energie;Elektriciteit;2007;128.0;0.01;309.0;0.01;21.0;0.01
522;Totaal zonne-energie;Elektriciteit;2008;138.0;0.01;340.0;0.01;23.0;0.01
523;Totaal zonne-energie;Elektriciteit;2009;165.0;0.01;398.0;0.01;27.0;0.02
524;Totaal zonne-energie;Elektriciteit;2010;216.0;0.01;508.0;0.01;34.0;0.02
525;Totaal zonne-energie;Elektriciteit;2011;361.0;0.02;829.0;0.03;56.0;0.03
526;Totaal zonne-energie;Elektriciteit;2012;914.0;0.04;2170.0;0.07;154.0;0.09
527;Totaal zonne-energie;Elektriciteit;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
528;Totaal zonne-energie;Warmte;1990;87.0;0.0;73.0;0.0;4.0;0.0
529;Totaal zonne-energie;Warmte;1991;99.0;0.01;85.0;0.0;5.0;0.0
530;Totaal zonne-energie;Warmte;1992;121.0;0.01;104.0;0.0;6.0;0.0
531;Totaal zonne-energie;Warmte;1993;139.0;0.01;120.0;0.0;7.0;0.0
532;Totaal zonne-energie;Warmte;1994;164.0;0.01;141.0;0.0;8.0;0.0
533;Totaal zonne-energie;Warmte;1995;193.0;0.01;167.0;0.01;9.0;0.01
534;Totaal zonne-energie;Warmte;1996;225.0;0.01;197.0;0.01;11.0;0.01
535;Totaal zonne-energie;Warmte;1997;274.0;0.01;248.0;0.01;14.0;0.01
536;Totaal zonne-energie;Warmte;1998;326.0;0.02;302.0;0.01;17.0;0.01
537;Totaal zonne-energie;Warmte;1999;385.0;0.02;360.0;0.01;20.0;0.01
538;Totaal zonne-energie;Warmte;2000;446.0;0.02;419.0;0.01;24.0;0.01
539;Totaal zonne-energie;Warmte;2001;515.0;0.02;485.0;0.02;27.0;0.02
540;Totaal zonne-energie;Warmte;2002;590.0;0.03;551.0;0.02;31.0;0.02
541;Totaal zonne-energie;Warmte;2003;652.0;0.03;615.0;0.02;35.0;0.02
542;Totaal zonne-energie;Warmte;2004;718.0;0.03;697.0;0.02;39.0;0.02
543;Totaal zonne-energie;Warmte;2005;764.0;0.03;748.0;0.02;42.0;0.02
544;Totaal zonne-energie;Warmte;2006;793.0;0.04;783.0;0.02;44.0;0.03
545;Totaal zonne-energie;Warmte;2007;823.0;0.04;812.0;0.02;46.0;0.03
546;Totaal zonne-energie;Warmte;2008;858.0;0.04;832.0;0.03;47.0;0.03
547;Totaal zonne-energie;Warmte;2009;932.0;0.04;904.0;0.03;51.0;0.03
548;Totaal zonne-energie;Warmte;2010;1001.0;0.04;972.0;0.03;55.0;0.03
549;Totaal zonne-energie;Warmte;2011;1041.0;0.05;1013.0;0.03;57.0;0.03
550;Totaal zonne-energie;Warmte;2012;1069.0;0.05;1038.0;0.03;58.0;0.04
551;Totaal zonne-energie;Warmte;2013;1089.0;0.05;1059.0;0.03;59.0;0.04
552;Totaal zonne-energie;Vervoer;1990;;;;;;
553;Totaal zonne-energie;Vervoer;1991;;;;;;
554;Totaal zonne-energie;Vervoer;1992;;;;;;
555;Totaal zonne-energie;Vervoer;1993;;;;;;
556;Totaal zonne-energie;Vervoer;1994;;;;;;
557;Totaal zonne-energie;Vervoer;1995;;;;;;
558;Totaal zonne-energie;Vervoer;1996;;;;;;
559;Totaal zonne-energie;Vervoer;1997;;;;;;
560;Totaal zonne-energie;Vervoer;1998;;;;;;
561;Totaal zonne-energie;Vervoer;1999;;;;;;
562;Totaal zonne-energie;Vervoer;2000;;;;;;
563;Totaal zonne-energie;Vervoer;2001;;;;;;
564;Totaal zonne-energie;Vervoer;2002;;;;;;
565;Totaal zonne-energie;Vervoer;2003;;;;;;
566;Totaal zonne-energie;Vervoer;2004;;;;;;
567;Totaal zonne-energie;Vervoer;2005;;;;;;
568;Totaal zonne-energie;Vervoer;2006;;;;;;
569;Totaal zonne-energie;Vervoer;2007;;;;;;
570;Totaal zonne-energie;Vervoer;2008;;;;;;
571;Totaal zonne-energie;Vervoer;2009;;;;;;
572;Totaal zonne-energie;Vervoer;2010;;;;;;
573;Totaal zonne-energie;Vervoer;2011;;;;;;
574;Totaal zonne-energie;Vervoer;2012;;;;;;
575;Totaal zonne-energie;Vervoer;2013;;;;;;
576;Totaal zonnestroom;Totaal energietoepassingen;1990;1.0;0.0;3.0;0.0;0.0;0.0
577;Totaal zonnestroom;Totaal energietoepassingen;1991;2.0;0.0;4.0;0.0;0.0;0.0
578;Totaal zonnestroom;Totaal energietoepassingen;1992;2.0;0.0;5.0;0.0;0.0;0.0
579;Totaal zonnestroom;Totaal energietoepassingen;1993;2.0;0.0;6.0;0.0;0.0;0.0
580;Totaal zonnestroom;Totaal energietoepassingen;1994;3.0;0.0;8.0;0.0;1.0;0.0
581;Totaal zonnestroom;Totaal energietoepassingen;1995;4.0;0.0;10.0;0.0;1.0;0.0
582;Totaal zonnestroom;Totaal energietoepassingen;1996;5.0;0.0;14.0;0.0;1.0;0.0
583;Totaal zonnestroom;Totaal energietoepassingen;1997;7.0;0.0;17.0;0.0;1.0;0.0
584;Totaal zonnestroom;Totaal energietoepassingen;1998;13.0;0.0;31.0;0.0;2.0;0.0
585;Totaal zonnestroom;Totaal energietoepassingen;1999;19.0;0.0;47.0;0.0;3.0;0.0
586;Totaal zonnestroom;Totaal energietoepassingen;2000;28.0;0.0;70.0;0.0;5.0;0.0
587;Totaal zonnestroom;Totaal energietoepassingen;2001;47.0;0.0;120.0;0.0;8.0;0.0
588;Totaal zonnestroom;Totaal energietoepassingen;2002;61.0;0.0;156.0;0.0;11.0;0.01
589;Totaal zonnestroom;Totaal energietoepassingen;2003;111.0;0.01;281.0;0.01;20.0;0.01
590;Totaal zonnestroom;Totaal energietoepassingen;2004;119.0;0.01;297.0;0.01;21.0;0.01
591;Totaal zonnestroom;Totaal energietoepassingen;2005;122.0;0.01;304.0;0.01;21.0;0.01
592;Totaal zonnestroom;Totaal energietoepassingen;2006;125.0;0.01;306.0;0.01;21.0;0.01
593;Totaal zonnestroom;Totaal energietoepassingen;2007;128.0;0.01;309.0;0.01;21.0;0.01
594;Totaal zonnestroom;Totaal energietoepassingen;2008;138.0;0.01;340.0;0.01;23.0;0.01
595;Totaal zonnestroom;Totaal energietoepassingen;2009;165.0;0.01;398.0;0.01;27.0;0.02
596;Totaal zonnestroom;Totaal energietoepassingen;2010;216.0;0.01;508.0;0.01;34.0;0.02
597;Totaal zonnestroom;Totaal energietoepassingen;2011;361.0;0.02;829.0;0.03;56.0;0.03
598;Totaal zonnestroom;Totaal energietoepassingen;2012;914.0;0.04;2170.0;0.07;154.0;0.09
599;Totaal zonnestroom;Totaal energietoepassingen;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
600;Totaal zonnestroom;Elektriciteit;1990;1.0;0.0;3.0;0.0;0.0;0.0
601;Totaal zonnestroom;Elektriciteit;1991;2.0;0.0;4.0;0.0;0.0;0.0
602;Totaal zonnestroom;Elektriciteit;1992;2.0;0.0;5.0;0.0;0.0;0.0
603;Totaal zonnestroom;Elektriciteit;1993;2.0;0.0;6.0;0.0;0.0;0.0
604;Totaal zonnestroom;Elektriciteit;1994;3.0;0.0;8.0;0.0;1.0;0.0
605;Totaal zonnestroom;Elektriciteit;1995;4.0;0.0;10.0;0.0;1.0;0.0
606;Totaal zonnestroom;Elektriciteit;1996;5.0;0.0;14.0;0.0;1.0;0.0
607;Totaal zonnestroom;Elektriciteit;1997;7.0;0.0;17.0;0.0;1.0;0.0
608;Totaal zonnestroom;Elektriciteit;1998;13.0;0.0;31.0;0.0;2.0;0.0
609;Totaal zonnestroom;Elektriciteit;1999;19.0;0.0;47.0;0.0;3.0;0.0
610;Totaal zonnestroom;Elektriciteit;2000;28.0;0.0;70.0;0.0;5.0;0.0
611;Totaal zonnestroom;Elektriciteit;2001;47.0;0.0;120.0;0.0;8.0;0.0
612;Totaal zonnestroom;Elektriciteit;2002;61.0;0.0;156.0;0.0;11.0;0.01
613;Totaal zonnestroom;Elektriciteit;2003;111.0;0.01;281.0;0.01;20.0;0.01
614;Totaal zonnestroom;Elektriciteit;2004;119.0;0.01;297.0;0.01;21.0;0.01
615;Totaal zonnestroom;Elektriciteit;2005;122.0;0.01;304.0;0.01;21.0;0.01
616;Totaal zonnestroom;Elektriciteit;2006;125.0;0.01;306.0;0.01;21.0;0.01
617;Totaal zonnestroom;Elektriciteit;2007;128.0;0.01;309.0;0.01;21.0;0.01
618;Totaal zonnestroom;Elektriciteit;2008;138.0;0.01;340.0;0.01;23.0;0.01
619;Totaal zonnestroom;Elektriciteit;2009;165.0;0.01;398.0;0.01;27.0;0.02
620;Totaal zonnestroom;Elektriciteit;2010;216.0;0.01;508.0;0.01;34.0;0.02
621;Totaal zonnestroom;Elektriciteit;2011;361.0;0.02;829.0;0.03;56.0;0.03
622;Totaal zonnestroom;Elektriciteit;2012;914.0;0.04;2170.0;0.07;154.0;0.09
623;Totaal zonnestroom;Elektriciteit;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
624;Totaal zonnestroom;Warmte;1990;;;;;;
625;Totaal zonnestroom;Warmte;1991;;;;;;
626;Totaal zonnestroom;Warmte;1992;;;;;;
627;Totaal zonnestroom;Warmte;1993;;;;;;
628;Totaal zonnestroom;Warmte;1994;;;;;;
629;Totaal zonnestroom;Warmte;1995;;;;;;
630;Totaal zonnestroom;Warmte;1996;;;;;;
631;Totaal zonnestroom;Warmte;1997;;;;;;
632;Totaal zonnestroom;Warmte;1998;;;;;;
633;Totaal zonnestroom;Warmte;1999;;;;;;
634;Totaal zonnestroom;Warmte;2000;;;;;;
635;Totaal zonnestroom;Warmte;2001;;;;;;
636;Totaal zonnestroom;Warmte;2002;;;;;;
637;Totaal zonnestroom;Warmte;2003;;;;;;
638;Totaal zonnestroom;Warmte;2004;;;;;;
639;Totaal zonnestroom;Warmte;2005;;;;;;
640;Totaal zonnestroom;Warmte;2006;;;;;;
641;Totaal zonnestroom;Warmte;2007;;;;;;
642;Totaal zonnestroom;Warmte;2008;;;;;;
643;Totaal zonnestroom;Warmte;2009;;;;;;
644;Totaal zonnestroom;Warmte;2010;;;;;;
645;Totaal zonnestroom;Warmte;2011;;;;;;
646;Totaal zonnestroom;Warmte;2012;;;;;;
647;Totaal zonnestroom;Warmte;2013;;;;;;
648;Totaal zonnestroom;Vervoer;1990;;;;;;
649;Totaal zonnestroom;Vervoer;1991;;;;;;
650;Totaal zonnestroom;Vervoer;1992;;;;;;
651;Totaal zonnestroom;Vervoer;1993;;;;;;
652;Totaal zonnestroom;Vervoer;1994;;;;;;
653;Totaal zonnestroom;Vervoer;1995;;;;;;
654;Totaal zonnestroom;Vervoer;1996;;;;;;
655;Totaal zonnestroom;Vervoer;1997;;;;;;
656;Totaal zonnestroom;Vervoer;1998;;;;;;
657;Totaal zonnestroom;Vervoer;1999;;;;;;
658;Totaal zonnestroom;Vervoer;2000;;;;;;
659;Totaal zonnestroom;Vervoer;2001;;;;;;
660;Totaal zonnestroom;Vervoer;2002;;;;;;
661;Totaal zonnestroom;Vervoer;2003;;;;;;
662;Totaal zonnestroom;Vervoer;2004;;;;;;
663;Totaal zonnestroom;Vervoer;2005;;;;;;
664;Totaal zonnestroom;Vervoer;2006;;;;;;
665;Totaal zonnestroom;Vervoer;2007;;;;;;
666;Totaal zonnestroom;Vervoer;2008;;;;;;
667;Totaal zonnestroom;Vervoer;2009;;;;;;
668;Totaal zonnestroom;Vervoer;2010;;;;;;
669;Totaal zonnestroom;Vervoer;2011;;;;;;
670;Totaal zonnestroom;Vervoer;2012;;;;;;
671;Totaal zonnestroom;Vervoer;2013;;;;;;
672;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1990;1.0;0.0;3.0;0.0;0.0;0.0
673;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1991;1.0;0.0;4.0;0.0;0.0;0.0
674;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1992;2.0;0.0;5.0;0.0;0.0;0.0
675;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1993;2.0;0.0;6.0;0.0;0.0;0.0
676;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1994;3.0;0.0;7.0;0.0;0.0;0.0
677;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1995;3.0;0.0;8.0;0.0;1.0;0.0
678;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1996;4.0;0.0;9.0;0.0;1.0;0.0
679;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1997;4.0;0.0;11.0;0.0;1.0;0.0
680;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1998;5.0;0.0;12.0;0.0;1.0;0.0
681;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;1999;6.0;0.0;14.0;0.0;1.0;0.0
682;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;2000;6.0;0.0;15.0;0.0;1.0;0.0
683;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;2001;6.0;0.0;16.0;0.0;1.0;0.0
684;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;2002;7.0;0.0;17.0;0.0;1.0;0.0
685;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;2003;7.0;0.0;17.0;0.0;1.0;0.0
686;Zonnestroom, niet aan het net gekoppeld;Totaal energietoepassingen;2004;7.0;0.0;17.0;0.0;1.0;0.0
