ID;InEnUitvoer;Landgroepen;Perioden;TotaalRegistratieEnBijschatting_1;Registratiewaarde_2;RegistratieAandeel_3;BijschattingWaarde_4;BijschattingAandeel_5
94;Invoer;Alle landen;2003 april;16.9;15.4;91.0;1.5;9.0
95;Invoer;Alle landen;2003 mei;16.6;15.0;91.0;1.5;9.0
96;Invoer;Alle landen;2003 juni;16.3;14.1;87.0;2.2;13.0
97;Invoer;Alle landen;2003 juli;16.6;15.0;90.0;1.6;10.0
98;Invoer;Alle landen;2003 augustus;15.1;13.7;90.0;1.5;10.0
99;Invoer;Alle landen;2003 september;17.5;15.6;89.0;1.9;11.0
100;Invoer;Alle landen;2003 oktober;18.9;17.0;90.0;1.9;10.0
101;Invoer;Alle landen;2003 november;17.6;15.5;88.0;2.2;12.0
102;Invoer;Alle landen;2003 december;18.1;16.2;89.0;2.0;11.0
103;Invoer;Alle landen;2003;206.9;185.2;90.0;21.6;10.0
104;Invoer;Alle landen;2004 januari;17.0;15.6;92.0;1.4;8.0
105;Invoer;Alle landen;2004 februari;17.3;15.9;92.0;1.4;8.0
106;Invoer;Alle landen;2004 maart;20.2;18.6;92.0;1.6;8.0
107;Invoer;Alle landen;2004 april;18.2;16.7;92.0;1.5;8.0
108;Invoer;Alle landen;2004 mei;17.8;16.3;91.0;1.5;9.0
109;Invoer;Alle landen;2004 juni;19.7;18.1;92.0;1.6;8.0
110;Invoer;Alle landen;2004 juli;18.4;16.8;91.0;1.6;9.0
111;Invoer;Alle landen;2004 augustus;18.2;16.3;90.0;1.9;10.0
112;Invoer;Alle landen;2004 september;19.9;18.0;90.0;1.9;10.0
113;Invoer;Alle landen;2004 oktober;20.2;18.2;90.0;2.0;10.0
114;Invoer;Alle landen;2004 november;20.7;18.4;89.0;2.3;11.0
115;Invoer;Alle landen;2004 december;20.6;18.1;88.0;2.4;12.0
116;Invoer;Alle landen;2004;228.2;207.1;91.0;21.2;9.0
117;Invoer;Alle landen;2005 januari;18.7;17.3;92.0;1.5;8.0
118;Invoer;Alle landen;2005 februari;18.7;17.1;92.0;1.6;8.0
119;Invoer;Alle landen;2005 maart;21.1;19.4;92.0;1.7;8.0
120;Invoer;Alle landen;2005 april;20.3;18.7;92.0;1.6;8.0
121;Invoer;Alle landen;2005 mei;19.3;17.9;92.0;1.5;8.0
122;Invoer;Alle landen;2005 juni;20.9;18.8;90.0;2.1;10.0
123;Invoer;Alle landen;2005 juli;20.1;18.3;91.0;1.9;9.0
124;Invoer;Alle landen;2005 augustus;20.4;18.7;92.0;1.7;8.0
125;Invoer;Alle landen;2005 september;22.3;20.4;91.0;2.0;9.0
126;Invoer;Alle landen;2005 oktober;22.3;20.3;91.0;2.0;9.0
127;Invoer;Alle landen;2005 november;23.0;21.0;91.0;2.0;9.0
128;Invoer;Alle landen;2005 december;22.6;20.1;89.0;2.5;11.0
129;Invoer;Alle landen;2005;249.8;227.8;91.0;22.0;9.0
130;Invoer;Alle landen;2006 januari;22.8;21.2;93.0;1.5;7.0
131;Invoer;Alle landen;2006 februari;21.5;19.9;93.0;1.6;7.0
132;Invoer;Alle landen;2006 maart;25.4;23.6;93.0;1.8;7.0
133;Invoer;Alle landen;2006 april;22.4;20.8;93.0;1.6;7.0
134;Invoer;Alle landen;2006 mei;24.2;22.6;93.0;1.6;7.0
135;Invoer;Alle landen;2006 juni;24.1;22.3;93.0;1.8;7.0
136;Invoer;Alle landen;2006 juli;22.8;21.1;93.0;1.7;7.0
137;Invoer;Alle landen;2006 augustus;23.2;21.6;93.0;1.6;7.0
138;Invoer;Alle landen;2006 september;24.1;22.1;91.0;2.1;9.0
139;Invoer;Alle landen;2006 oktober;25.6;23.6;92.0;2.0;8.0
140;Invoer;Alle landen;2006 november;25.6;23.6;92.0;2.0;8.0
141;Invoer;Alle landen;2006 december;23.6;21.4;90.0;2.3;10.0
142;Invoer;Alle landen;2006;285.4;263.9;92.0;21.5;8.0
143;Invoer;Alle landen;2007 januari;24.5;22.9;94.0;1.6;6.0
144;Invoer;Alle landen;2007 februari;23.8;22.2;93.0;1.5;7.0
145;Invoer;Alle landen;2007 maart;26.5;24.6;93.0;1.8;7.0
146;Invoer;Alle landen;2007 april;24.3;22.4;92.0;1.8;8.0
147;Invoer;Alle landen;2007 mei;26.0;24.3;93.0;1.7;7.0
148;Invoer;Alle landen;2007 juni;25.7;23.9;93.0;1.9;7.0
149;Invoer;Alle landen;2007 juli;25.1;23.2;93.0;1.9;7.0
150;Invoer;Alle landen;2007 augustus;24.9;23.2;93.0;1.7;7.0
151;Invoer;Alle landen;2007 september;25.4;23.7;93.0;1.7;7.0
152;Invoer;Alle landen;2007 oktober;27.7;25.6;92.0;2.1;8.0
153;Invoer;Alle landen;2007 november;28.2;26.1;92.0;2.1;8.0
154;Invoer;Alle landen;2007 december;25.2;23.0;91.0;2.2;9.0
155;Invoer;Alle landen;2007;307.3;285.3;93.0;22.0;7.0
156;Invoer;Alle landen;2008 januari;28.1;26.4;94.0;1.7;6.0
157;Invoer;Alle landen;2008 februari;27.9;26.0;93.0;1.9;7.0
158;Invoer;Alle landen;2008 maart;28.1;26.1;93.0;1.9;7.0
159;Invoer;Alle landen;2008 april;28.5;26.5;93.0;2.0;7.0
160;Invoer;Alle landen;2008 mei;28.2;26.3;93.0;1.8;7.0
161;Invoer;Alle landen;2008 juni;29.2;26.5;91.0;2.7;9.0
162;Invoer;Alle landen;2008 juli;28.8;26.6;93.0;2.1;7.0
163;Invoer;Alle landen;2008 augustus;27.1;25.1;93.0;2.0;7.0
164;Invoer;Alle landen;2008 september;30.0;27.9;93.0;2.1;7.0
165;Invoer;Alle landen;2008 oktober;29.6;27.3;92.0;2.3;8.0
166;Invoer;Alle landen;2008 november;26.5;24.4;92.0;2.1;8.0
167;Invoer;Alle landen;2008 december;24.0;21.8;91.0;2.2;9.0
168;Invoer;Alle landen;2008;335.9;311.0;93.0;24.9;7.0
169;Invoer;Alle landen;2009 januari;22.1;20.4;92.0;1.7;8.0
170;Invoer;Alle landen;2009 februari;21.8;20.2;92.0;1.6;8.0
171;Invoer;Alle landen;2009 maart;23.8;22.0;92.0;1.8;8.0
172;Invoer;Alle landen;2009 april;21.6;19.8;92.0;1.8;8.0
173;Invoer;Alle landen;2009 mei;21.3;19.5;91.0;1.8;9.0
174;Invoer;Alle landen;2009 juni;22.4;20.8;93.0;1.6;7.0
175;Invoer;Alle landen;2009 juli;22.9;21.2;93.0;1.7;7.0
176;Invoer;Alle landen;2009 augustus;21.4;19.9;93.0;1.5;7.0
177;Invoer;Alle landen;2009 september;23.5;21.7;92.0;1.8;8.0
178;Invoer;Alle landen;2009 oktober;24.1;22.3;92.0;1.8;8.0
179;Invoer;Alle landen;2009 november;24.4;22.5;92.0;1.9;8.0
180;Invoer;Alle landen;2009 december;24.7;22.7;92.0;2.0;8.0
181;Invoer;Alle landen;2009;274.0;252.8;92.0;21.2;8.0
182;Invoer;Alle landen;2010 januari;24.6;22.8;93.0;1.8;7.0
183;Invoer;Alle landen;2010 februari;23.8;21.9;92.0;1.9;8.0
184;Invoer;Alle landen;2010 maart;28.5;26.8;94.0;1.7;6.0
185;Invoer;Alle landen;2010 april;27.1;24.9;92.0;2.2;8.0
186;Invoer;Alle landen;2010 mei;27.1;25.5;94.0;1.6;6.0
187;Invoer;Alle landen;2010 juni;29.6;27.4;92.0;2.2;8.0
188;Invoer;Alle landen;2010 juli;27.7;26.0;94.0;1.7;6.0
189;Invoer;Alle landen;2010 augustus;26.4;24.8;94.0;1.6;6.0
190;Invoer;Alle landen;2010 september;28.0;25.5;91.0;2.5;9.0
191;Invoer;Alle landen;2010 oktober;29.5;27.5;93.0;2.0;7.0
192;Invoer;Alle landen;2010 november;30.0;28.0;93.0;2.0;7.0
193;Invoer;Alle landen;2010 december;29.8;27.7;93.0;2.1;7.0
194;Invoer;Alle landen;2010;331.9;308.9;93.0;23.0;7.0
195;Invoer;EU-landen;1996 januari;7.3;6.1;84.0;1.2;16.0
196;Invoer;EU-landen;1996 februari;7.3;6.2;85.0;1.1;15.0
197;Invoer;EU-landen;1996 maart;8.0;6.8;85.0;1.2;15.0
198;Invoer;EU-landen;1996 april;7.2;6.1;85.0;1.1;15.0
199;Invoer;EU-landen;1996 mei;7.4;6.3;85.0;1.1;15.0
200;Invoer;EU-landen;1996 juni;7.4;6.2;83.0;1.2;17.0
201;Invoer;EU-landen;1996 juli;7.2;6.0;83.0;1.2;17.0
202;Invoer;EU-landen;1996 augustus;6.5;5.3;82.0;1.2;18.0
203;Invoer;EU-landen;1996 september;7.7;6.4;84.0;1.3;16.0
204;Invoer;EU-landen;1996 oktober;8.3;6.9;84.0;1.4;16.0
205;Invoer;EU-landen;1996 november;7.7;6.4;83.0;1.3;17.0
206;Invoer;EU-landen;1996 december;7.7;6.1;79.0;1.6;21.0
207;Invoer;EU-landen;1996;89.6;74.9;84.0;14.8;16.0
208;Invoer;EU-landen;1997 januari;7.6;6.5;85.0;1.1;15.0
209;Invoer;EU-landen;1997 februari;7.8;6.6;85.0;1.2;15.0
210;Invoer;EU-landen;1997 maart;8.4;7.1;85.0;1.2;15.0
211;Invoer;EU-landen;1997 april;8.3;7.0;85.0;1.3;15.0
212;Invoer;EU-landen;1997 mei;7.9;6.7;85.0;1.2;15.0
213;Invoer;EU-landen;1997 juni;8.5;7.0;83.0;1.5;17.0
214;Invoer;EU-landen;1997 juli;8.1;6.8;83.0;1.4;17.0
215;Invoer;EU-landen;1997 augustus;6.9;5.8;84.0;1.1;16.0
216;Invoer;EU-landen;1997 september;8.6;7.3;85.0;1.3;15.0
217;Invoer;EU-landen;1997 oktober;8.9;7.5;84.0;1.4;16.0
218;Invoer;EU-landen;1997 november;8.5;7.0;83.0;1.4;17.0
219;Invoer;EU-landen;1997 december;8.5;6.5;77.0;1.9;23.0
220;Invoer;EU-landen;1997;97.9;81.9;84.0;16.0;16.0
221;Invoer;EU-landen;1998 januari;8.0;6.9;86.0;1.1;14.0
222;Invoer;EU-landen;1998 februari;8.3;7.0;85.0;1.3;15.0
223;Invoer;EU-landen;1998 maart;9.3;7.7;83.0;1.5;17.0
224;Invoer;EU-landen;1998 april;8.7;7.4;85.0;1.3;15.0
225;Invoer;EU-landen;1998 mei;8.3;7.1;85.0;1.2;15.0
226;Invoer;EU-landen;1998 juni;8.9;7.6;85.0;1.3;15.0
227;Invoer;EU-landen;1998 juli;8.4;7.1;85.0;1.3;15.0
228;Invoer;EU-landen;1998 augustus;7.0;5.8;83.0;1.2;17.0
229;Invoer;EU-landen;1998 september;8.6;7.2;84.0;1.4;16.0
230;Invoer;EU-landen;1998 oktober;8.8;7.5;85.0;1.3;15.0
231;Invoer;EU-landen;1998 november;8.7;7.4;84.0;1.4;16.0
232;Invoer;EU-landen;1998 december;8.5;7.0;82.0;1.5;18.0
233;Invoer;EU-landen;1998;101.5;85.7;84.0;15.8;16.0
234;Invoer;EU-landen;1999 januari;7.7;6.6;85.0;1.1;15.0
235;Invoer;EU-landen;1999 februari;8.1;6.8;85.0;1.2;15.0
236;Invoer;EU-landen;1999 maart;9.4;8.0;85.0;1.4;15.0
237;Invoer;EU-landen;1999 april;8.5;7.1;84.0;1.4;16.0
238;Invoer;EU-landen;1999 mei;8.2;6.9;84.0;1.3;16.0
239;Invoer;EU-landen;1999 juni;9.0;7.5;83.0;1.6;17.0
240;Invoer;EU-landen;1999 juli;8.5;7.0;83.0;1.5;17.0
241;Invoer;EU-landen;1999 augustus;7.5;6.2;82.0;1.3;18.0
242;Invoer;EU-landen;1999 september;9.3;7.6;83.0;1.6;17.0
243;Invoer;EU-landen;1999 oktober;9.2;7.4;81.0;1.8;19.0
244;Invoer;EU-landen;1999 november;9.8;7.7;79.0;2.0;21.0
245;Invoer;EU-landen;1999 december;9.8;7.6;78.0;2.2;22.0
246;Invoer;EU-landen;1999;104.9;86.5;82.0;18.4;18.0
247;Invoer;EU-landen;2000 januari;8.7;7.2;83.0;1.4;17.0
248;Invoer;EU-landen;2000 februari;9.6;8.0;84.0;1.6;16.0
249;Invoer;EU-landen;2000 maart;10.7;9.0;84.0;1.7;16.0
250;Invoer;EU-landen;2000 april;9.3;7.5;81.0;1.8;19.0
251;Invoer;EU-landen;2000 mei;10.3;8.5;83.0;1.8;17.0
252;Invoer;EU-landen;2000 juni;9.8;7.8;79.0;2.0;21.0
253;Invoer;EU-landen;2000 juli;9.1;7.4;81.0;1.8;19.0
254;Invoer;EU-landen;2000 augustus;9.0;7.1;79.0;1.9;21.0
255;Invoer;EU-landen;2000 september;9.9;7.9;79.0;2.0;21.0
256;Invoer;EU-landen;2000 oktober;10.6;8.4;79.0;2.2;21.0
257;Invoer;EU-landen;2000 november;11.2;8.9;80.0;2.3;20.0
258;Invoer;EU-landen;2000 december;10.5;8.1;77.0;2.4;23.0
259;Invoer;EU-landen;2000;118.7;95.8;81.0;22.9;19.0
260;Invoer;EU-landen;2001 januari;10.3;8.5;83.0;1.8;17.0
261;Invoer;EU-landen;2001 februari;10.1;8.2;81.0;1.9;19.0
262;Invoer;EU-landen;2001 maart;11.0;9.0;82.0;2.0;18.0
263;Invoer;EU-landen;2001 april;9.6;7.8;81.0;1.8;19.0
264;Invoer;EU-landen;2001 mei;10.4;8.4;81.0;2.0;19.0
265;Invoer;EU-landen;2001 juni;10.3;8.3;80.0;2.0;20.0
266;Invoer;EU-landen;2001 juli;9.6;7.7;81.0;1.9;19.0
267;Invoer;EU-landen;2001 augustus;8.9;6.9;77.0;2.1;23.0
268;Invoer;EU-landen;2001 september;9.6;7.5;78.0;2.1;22.0
269;Invoer;EU-landen;2001 oktober;10.1;8.0;79.0;2.1;21.0
270;Invoer;EU-landen;2001 november;10.0;7.9;79.0;2.1;21.0
271;Invoer;EU-landen;2001 december;9.3;7.0;75.0;2.3;25.0
272;Invoer;EU-landen;2001;119.3;95.2;80.0;24.0;20.0
273;Invoer;EU-landen;2002 januari;9.4;7.6;82.0;1.7;18.0
274;Invoer;EU-landen;2002 februari;9.3;7.7;82.0;1.7;18.0
275;Invoer;EU-landen;2002 maart;10.1;8.3;82.0;1.8;18.0
276;Invoer;EU-landen;2002 april;9.8;8.0;81.0;1.8;19.0
277;Invoer;EU-landen;2002 mei;9.8;8.0;82.0;1.8;18.0
278;Invoer;EU-landen;2002 juni;9.9;8.1;82.0;1.8;18.0
279;Invoer;EU-landen;2002 juli;9.4;7.6;81.0;1.8;19.0
280;Invoer;EU-landen;2002 augustus;8.8;7.0;80.0;1.8;20.0
281;Invoer;EU-landen;2002 september;10.2;8.1;79.0;2.1;21.0
282;Invoer;EU-landen;2002 oktober;10.5;8.6;82.0;1.9;18.0
283;Invoer;EU-landen;2002 november;9.9;8.0;80.0;2.0;20.0
284;Invoer;EU-landen;2002 december;9.8;7.7;79.0;2.1;21.0
285;Invoer;EU-landen;2002;116.9;94.7;81.0;22.3;19.0
286;Invoer;EU-landen;2003 januari;9.6;8.2;85.0;1.4;15.0
287;Invoer;EU-landen;2003 februari;9.7;8.1;83.0;1.6;17.0
288;Invoer;EU-landen;2003 maart;10.6;8.9;84.0;1.7;16.0
289;Invoer;EU-landen;2003 april;9.6;8.1;85.0;1.5;15.0
290;Invoer;EU-landen;2003 mei;9.4;8.0;85.0;1.4;15.0
291;Invoer;EU-landen;2003 juni;9.5;7.8;82.0;1.8;18.0
292;Invoer;EU-landen;2003 juli;9.7;8.2;85.0;1.5;15.0
293;Invoer;EU-landen;2003 augustus;8.4;7.0;83.0;1.4;17.0
294;Invoer;EU-landen;2003 september;9.8;8.1;82.0;1.7;18.0
295;Invoer;EU-landen;2003 oktober;10.6;8.8;83.0;1.8;17.0
296;Invoer;EU-landen;2003 november;9.9;8.1;81.0;1.8;19.0
297;Invoer;EU-landen;2003 december;10.2;8.3;81.0;1.9;19.0
298;Invoer;EU-landen;2003;117.2;97.7;83.0;19.5;17.0
299;Invoer;EU-landen;2004 januari;9.4;8.2;87.0;1.2;13.0
300;Invoer;EU-landen;2004 februari;9.6;8.3;86.0;1.3;14.0
301;Invoer;EU-landen;2004 maart;11.2;9.7;87.0;1.5;13.0
302;Invoer;EU-landen;2004 april;10.0;8.6;86.0;1.4;14.0
303;Invoer;EU-landen;2004 mei;10.1;8.7;86.0;1.4;14.0
304;Invoer;EU-landen;2004 juni;11.6;10.1;87.0;1.5;13.0
305;Invoer;EU-landen;2004 juli;10.5;9.0;86.0;1.5;14.0
306;Invoer;EU-landen;2004 augustus;10.0;8.3;84.0;1.6;16.0
307;Invoer;EU-landen;2004 september;11.6;9.7;84.0;1.8;16.0
308;Invoer;EU-landen;2004 oktober;11.3;9.5;84.0;1.9;16.0
309;Invoer;EU-landen;2004 november;11.7;9.7;83.0;2.0;17.0
310;Invoer;EU-landen;2004 december;11.7;9.5;81.0;2.2;19.0
311;Invoer;EU-landen;2004;;;;;
312;Invoer;EU-landen;2005 januari;10.6;9.2;87.0;1.4;13.0
313;Invoer;EU-landen;2005 februari;10.8;9.3;87.0;1.4;13.0
314;Invoer;EU-landen;2005 maart;12.2;10.6;87.0;1.6;13.0
315;Invoer;EU-landen;2005 april;11.7;10.1;87.0;1.6;13.0
316;Invoer;EU-landen;2005 mei;11.0;9.6;87.0;1.4;13.0
317;Invoer;EU-landen;2005 juni;11.8;10.2;86.0;1.6;14.0
318;Invoer;EU-landen;2005 juli;10.8;9.1;84.0;1.7;16.0
319;Invoer;EU-landen;2005 augustus;10.5;9.0;86.0;1.5;14.0
320;Invoer;EU-landen;2005 september;12.2;10.4;85.0;1.8;15.0
321;Invoer;EU-landen;2005 oktober;12.0;10.1;85.0;1.8;15.0
322;Invoer;EU-landen;2005 november;12.4;10.5;85.0;1.9;15.0
323;Invoer;EU-landen;2005 december;12.4;10.0;81.0;2.4;19.0
324;Invoer;EU-landen;2005;138.2;118.1;85.0;20.1;15.0
325;Invoer;EU-landen;2006 januari;12.2;10.7;88.0;1.4;12.0
326;Invoer;EU-landen;2006 februari;12.1;10.6;88.0;1.5;12.0
327;Invoer;EU-landen;2006 maart;14.3;12.6;88.0;1.7;12.0
328;Invoer;EU-landen;2006 april;12.7;11.1;88.0;1.5;12.0
329;Invoer;EU-landen;2006 mei;13.9;12.4;89.0;1.5;11.0
330;Invoer;EU-landen;2006 juni;13.6;11.9;88.0;1.7;12.0
331;Invoer;EU-landen;2006 juli;12.7;11.2;88.0;1.5;12.0
332;Invoer;EU-landen;2006 augustus;12.5;11.0;88.0;1.5;12.0
333;Invoer;EU-landen;2006 september;13.4;11.4;85.0;2.0;15.0
334;Invoer;EU-landen;2006 oktober;14.0;12.1;86.0;1.9;14.0
335;Invoer;EU-landen;2006 november;14.1;12.3;87.0;1.8;13.0
336;Invoer;EU-landen;2006 december;13.1;11.1;84.0;2.1;16.0
337;Invoer;EU-landen;2006;158.5;138.3;87.0;20.2;13.0
338;Invoer;EU-landen;2007 januari;13.4;12.0;89.0;1.4;11.0
339;Invoer;EU-landen;2007 februari;13.6;12.1;89.0;1.5;11.0
340;Invoer;EU-landen;2007 maart;15.4;13.7;89.0;1.7;11.0
341;Invoer;EU-landen;2007 april;13.7;12.0;87.0;1.7;13.0
342;Invoer;EU-landen;2007 mei;14.7;13.0;89.0;1.7;11.0
343;Invoer;EU-landen;2007 juni;14.9;13.1;88.0;1.8;12.0
344;Invoer;EU-landen;2007 juli;14.0;12.3;88.0;1.7;12.0
345;Invoer;EU-landen;2007 augustus;13.9;12.3;89.0;1.6;11.0
346;Invoer;EU-landen;2007 september;14.4;12.7;88.0;1.7;12.0
347;Invoer;EU-landen;2007 oktober;15.7;13.8;88.0;1.9;12.0
348;Invoer;EU-landen;2007 november;15.9;13.9;88.0;2.0;12.0
349;Invoer;EU-landen;2007 december;14.0;12.0;85.0;2.0;15.0
350;Invoer;EU-landen;2007;173.5;152.9;88.0;20.6;12.0
351;Invoer;EU-landen;2008 januari;15.3;13.7;89.0;1.6;11.0
352;Invoer;EU-landen;2008 februari;15.8;13.9;88.0;1.9;12.0
353;Invoer;EU-landen;2008 maart;15.4;13.6;88.0;1.8;12.0
354;Invoer;EU-landen;2008 april;16.2;14.2;88.0;1.9;12.0
355;Invoer;EU-landen;2008 mei;15.6;13.8;88.0;1.8;12.0
356;Invoer;EU-landen;2008 juni;16.2;13.8;85.0;2.4;15.0
357;Invoer;EU-landen;2008 juli;15.9;13.8;87.0;2.1;13.0
