ID;Geslacht;LeeftijdOp31December;Marges;Perioden;LevensverwachtingLV_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
306;Totaal mannen en vrouwen;10 jaar;Standaardfout;1986;;;;;;;;;;
307;Totaal mannen en vrouwen;10 jaar;Standaardfout;1987;;;;;;;;;;
308;Totaal mannen en vrouwen;10 jaar;Standaardfout;1988;;;;;;;;;;
309;Totaal mannen en vrouwen;10 jaar;Standaardfout;1989;;;;;;;;;;
310;Totaal mannen en vrouwen;10 jaar;Standaardfout;1990;;;;;;;;;;
311;Totaal mannen en vrouwen;10 jaar;Standaardfout;1991;;;;;;;;;;
312;Totaal mannen en vrouwen;10 jaar;Standaardfout;1992;;;;;;;;;;
313;Totaal mannen en vrouwen;10 jaar;Standaardfout;1993;;;;;;;;;;
314;Totaal mannen en vrouwen;10 jaar;Standaardfout;1994;;;;;;;;;;
315;Totaal mannen en vrouwen;10 jaar;Standaardfout;1995;;;;;;;;;;
316;Totaal mannen en vrouwen;10 jaar;Standaardfout;1996;;;;;;;;;;
317;Totaal mannen en vrouwen;10 jaar;Standaardfout;1997;;;;;;;;;;
318;Totaal mannen en vrouwen;10 jaar;Standaardfout;1998;;;;;;;;;;
319;Totaal mannen en vrouwen;10 jaar;Standaardfout;1999;;;;;;;;;;
320;Totaal mannen en vrouwen;10 jaar;Standaardfout;2000;;;;;;;;;;
321;Totaal mannen en vrouwen;10 jaar;Standaardfout;2001;;;;;;;;;;
322;Totaal mannen en vrouwen;10 jaar;Standaardfout;2002;;;;;;;;;;
323;Totaal mannen en vrouwen;10 jaar;Standaardfout;2003;;;;;;;;;;
324;Totaal mannen en vrouwen;10 jaar;Standaardfout;2004;;;;;;;;;;
325;Totaal mannen en vrouwen;10 jaar;Standaardfout;2005;;;;;;;;;;
326;Totaal mannen en vrouwen;10 jaar;Standaardfout;2006;;;;;;;;;;
327;Totaal mannen en vrouwen;10 jaar;Standaardfout;2007;;;;;;;;;;
328;Totaal mannen en vrouwen;10 jaar;Standaardfout;2008;;;;;;;;;;
329;Totaal mannen en vrouwen;10 jaar;Standaardfout;2009;;;;;;;;;;
330;Totaal mannen en vrouwen;10 jaar;Standaardfout;2010;;;;;;;;;;
331;Totaal mannen en vrouwen;10 jaar;Standaardfout;2011;;;;;;;;;;
332;Totaal mannen en vrouwen;10 jaar;Standaardfout;2012;;;;;;;;;;
333;Totaal mannen en vrouwen;10 jaar;Standaardfout;2013;;;;;;;;;;
334;Totaal mannen en vrouwen;10 jaar;Standaardfout;2014;;;;;;;;;;
335;Totaal mannen en vrouwen;10 jaar;Standaardfout;2015;;;;;;;;;;
336;Totaal mannen en vrouwen;10 jaar;Standaardfout;2016;;;;;;;;;;
337;Totaal mannen en vrouwen;10 jaar;Standaardfout;2017;;;;;;;;;;
338;Totaal mannen en vrouwen;10 jaar;Standaardfout;2018;;0.3;0.3;0.2;0.3;0.3;0.4;0.3;0.3;0.2
339;Totaal mannen en vrouwen;10 jaar;Standaardfout;2019;;0.3;0.2;0.2;0.3;0.4;0.4;0.3;0.3;0.2
340;Totaal mannen en vrouwen;10 jaar;Standaardfout;2020;;0.3;0.3;0.2;0.3;0.4;0.4;0.3;0.4;0.2
341;Totaal mannen en vrouwen;10 jaar;Standaardfout;2021;;0.3;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
342;Totaal mannen en vrouwen;10 jaar;Standaardfout;2022;;0.3;0.2;0.2;0.3;0.3;0.4;0.3;0.3;0.2
343;Totaal mannen en vrouwen;10 jaar;Standaardfout;2023;;0.3;0.2;0.2;0.3;0.4;0.4;0.3;0.3;0.2
344;Totaal mannen en vrouwen;15 jaar;Waarde;1981;;;;;;;;;;
345;Totaal mannen en vrouwen;15 jaar;Waarde;1982;;;;;;;;;;
346;Totaal mannen en vrouwen;15 jaar;Waarde;1983;;;;;;;;;;
347;Totaal mannen en vrouwen;15 jaar;Waarde;1984;;;;;;;;;;
348;Totaal mannen en vrouwen;15 jaar;Waarde;1985;;;;;;;;;;
349;Totaal mannen en vrouwen;15 jaar;Waarde;1986;;;;;;;;;;
350;Totaal mannen en vrouwen;15 jaar;Waarde;1987;;;;;;;;;;
351;Totaal mannen en vrouwen;15 jaar;Waarde;1988;;;;;;;;;;
352;Totaal mannen en vrouwen;15 jaar;Waarde;1989;;;;;;;;;;
353;Totaal mannen en vrouwen;15 jaar;Waarde;1990;;;;;;;;;;
354;Totaal mannen en vrouwen;15 jaar;Waarde;1991;;;;;;;;;;
355;Totaal mannen en vrouwen;15 jaar;Waarde;1992;;;;;;;;;;
356;Totaal mannen en vrouwen;15 jaar;Waarde;1993;;;;;;;;;;
357;Totaal mannen en vrouwen;15 jaar;Waarde;1994;;;;;;;;;;
358;Totaal mannen en vrouwen;15 jaar;Waarde;1995;;;;;;;;;;
359;Totaal mannen en vrouwen;15 jaar;Waarde;1996;;;;;;;;;;
360;Totaal mannen en vrouwen;15 jaar;Waarde;1997;;;;;;;;;;
361;Totaal mannen en vrouwen;15 jaar;Waarde;1998;;;;;;;;;;
362;Totaal mannen en vrouwen;15 jaar;Waarde;1999;;;;;;;;;;
363;Totaal mannen en vrouwen;15 jaar;Waarde;2000;;;;;;;;;;
364;Totaal mannen en vrouwen;15 jaar;Waarde;2001;;;;;;;;;;
365;Totaal mannen en vrouwen;15 jaar;Waarde;2002;;;;;;;;;;
366;Totaal mannen en vrouwen;15 jaar;Waarde;2003;;;;;;;;;;
367;Totaal mannen en vrouwen;15 jaar;Waarde;2004;;;;;;;;;;
368;Totaal mannen en vrouwen;15 jaar;Waarde;2005;;;;;;;;;;
369;Totaal mannen en vrouwen;15 jaar;Waarde;2006;;;;;;;;;;
370;Totaal mannen en vrouwen;15 jaar;Waarde;2007;;;;;;;;;;
371;Totaal mannen en vrouwen;15 jaar;Waarde;2008;;;;;;;;;;
372;Totaal mannen en vrouwen;15 jaar;Waarde;2009;;;;;;;;;;
373;Totaal mannen en vrouwen;15 jaar;Waarde;2010;;;;;;;;;;
374;Totaal mannen en vrouwen;15 jaar;Waarde;2011;;;;;;;;;;
375;Totaal mannen en vrouwen;15 jaar;Waarde;2012;;;;;;;;;;
376;Totaal mannen en vrouwen;15 jaar;Waarde;2013;;;;;;;;;;
377;Totaal mannen en vrouwen;15 jaar;Waarde;2014;;;;;;;;;;
378;Totaal mannen en vrouwen;15 jaar;Waarde;2015;;;;;;;;;;
379;Totaal mannen en vrouwen;15 jaar;Waarde;2016;;;;;;;;;;
380;Totaal mannen en vrouwen;15 jaar;Waarde;2017;;;;;;;;;;
381;Totaal mannen en vrouwen;15 jaar;Waarde;2018;67.65;50.0;57.9;61.4;42.6;31.0;34.2;59.3;44.9;62.8
382;Totaal mannen en vrouwen;15 jaar;Waarde;2019;67.93;50.5;58.1;61.7;42.6;30.9;33.8;59.9;45.0;63.4
383;Totaal mannen en vrouwen;15 jaar;Waarde;2020;67.28;52.5;58.3;61.6;41.8;30.7;33.7;59.0;45.4;63.4
384;Totaal mannen en vrouwen;15 jaar;Waarde;2021;67.21;51.5;58.8;62.0;40.7;31.0;33.8;56.9;45.4;63.7
385;Totaal mannen en vrouwen;15 jaar;Waarde;2022;67.48;49.1;57.5;61.2;40.3;30.9;33.8;58.0;44.5;62.8
386;Totaal mannen en vrouwen;15 jaar;Waarde;2023;67.72;49.6;57.6;61.4;40.1;30.5;33.3;58.3;44.2;63.1
387;Totaal mannen en vrouwen;15 jaar;Standaardfout;1981;;;;;;;;;;
388;Totaal mannen en vrouwen;15 jaar;Standaardfout;1982;;;;;;;;;;
389;Totaal mannen en vrouwen;15 jaar;Standaardfout;1983;;;;;;;;;;
390;Totaal mannen en vrouwen;15 jaar;Standaardfout;1984;;;;;;;;;;
391;Totaal mannen en vrouwen;15 jaar;Standaardfout;1985;;;;;;;;;;
392;Totaal mannen en vrouwen;15 jaar;Standaardfout;1986;;;;;;;;;;
393;Totaal mannen en vrouwen;15 jaar;Standaardfout;1987;;;;;;;;;;
394;Totaal mannen en vrouwen;15 jaar;Standaardfout;1988;;;;;;;;;;
395;Totaal mannen en vrouwen;15 jaar;Standaardfout;1989;;;;;;;;;;
396;Totaal mannen en vrouwen;15 jaar;Standaardfout;1990;;;;;;;;;;
397;Totaal mannen en vrouwen;15 jaar;Standaardfout;1991;;;;;;;;;;
398;Totaal mannen en vrouwen;15 jaar;Standaardfout;1992;;;;;;;;;;
399;Totaal mannen en vrouwen;15 jaar;Standaardfout;1993;;;;;;;;;;
400;Totaal mannen en vrouwen;15 jaar;Standaardfout;1994;;;;;;;;;;
401;Totaal mannen en vrouwen;15 jaar;Standaardfout;1995;;;;;;;;;;
402;Totaal mannen en vrouwen;15 jaar;Standaardfout;1996;;;;;;;;;;
403;Totaal mannen en vrouwen;15 jaar;Standaardfout;1997;;;;;;;;;;
404;Totaal mannen en vrouwen;15 jaar;Standaardfout;1998;;;;;;;;;;
405;Totaal mannen en vrouwen;15 jaar;Standaardfout;1999;;;;;;;;;;
406;Totaal mannen en vrouwen;15 jaar;Standaardfout;2000;;;;;;;;;;
407;Totaal mannen en vrouwen;15 jaar;Standaardfout;2001;;;;;;;;;;
408;Totaal mannen en vrouwen;15 jaar;Standaardfout;2002;;;;;;;;;;
409;Totaal mannen en vrouwen;15 jaar;Standaardfout;2003;;;;;;;;;;
410;Totaal mannen en vrouwen;15 jaar;Standaardfout;2004;;;;;;;;;;
411;Totaal mannen en vrouwen;15 jaar;Standaardfout;2005;;;;;;;;;;
412;Totaal mannen en vrouwen;15 jaar;Standaardfout;2006;;;;;;;;;;
413;Totaal mannen en vrouwen;15 jaar;Standaardfout;2007;;;;;;;;;;
414;Totaal mannen en vrouwen;15 jaar;Standaardfout;2008;;;;;;;;;;
415;Totaal mannen en vrouwen;15 jaar;Standaardfout;2009;;;;;;;;;;
416;Totaal mannen en vrouwen;15 jaar;Standaardfout;2010;;;;;;;;;;
417;Totaal mannen en vrouwen;15 jaar;Standaardfout;2011;;;;;;;;;;
418;Totaal mannen en vrouwen;15 jaar;Standaardfout;2012;;;;;;;;;;
419;Totaal mannen en vrouwen;15 jaar;Standaardfout;2013;;;;;;;;;;
420;Totaal mannen en vrouwen;15 jaar;Standaardfout;2014;;;;;;;;;;
421;Totaal mannen en vrouwen;15 jaar;Standaardfout;2015;;;;;;;;;;
422;Totaal mannen en vrouwen;15 jaar;Standaardfout;2016;;;;;;;;;;
423;Totaal mannen en vrouwen;15 jaar;Standaardfout;2017;;;;;;;;;;
424;Totaal mannen en vrouwen;15 jaar;Standaardfout;2018;;0.3;0.3;0.2;0.3;0.3;0.4;0.3;0.3;0.2
425;Totaal mannen en vrouwen;15 jaar;Standaardfout;2019;;0.3;0.2;0.2;0.3;0.3;0.4;0.2;0.3;0.2
426;Totaal mannen en vrouwen;15 jaar;Standaardfout;2020;;0.3;0.3;0.2;0.3;0.4;0.4;0.3;0.3;0.2
427;Totaal mannen en vrouwen;15 jaar;Standaardfout;2021;;0.3;0.3;0.2;0.4;0.4;0.4;0.3;0.4;0.2
428;Totaal mannen en vrouwen;15 jaar;Standaardfout;2022;;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.2
429;Totaal mannen en vrouwen;15 jaar;Standaardfout;2023;;0.3;0.2;0.2;0.3;0.3;0.4;0.3;0.3;0.2
430;Totaal mannen en vrouwen;20 jaar;Waarde;1981;;;;;;;;;;
431;Totaal mannen en vrouwen;20 jaar;Waarde;1982;;;;;;;;;;
432;Totaal mannen en vrouwen;20 jaar;Waarde;1983;;;;;;;;;;
433;Totaal mannen en vrouwen;20 jaar;Waarde;1984;;;;;;;;;;
434;Totaal mannen en vrouwen;20 jaar;Waarde;1985;;;;;;;;;;
435;Totaal mannen en vrouwen;20 jaar;Waarde;1986;;;;;;;;;;
436;Totaal mannen en vrouwen;20 jaar;Waarde;1987;;;;;;;;;;
437;Totaal mannen en vrouwen;20 jaar;Waarde;1988;;;;;;;;;;
438;Totaal mannen en vrouwen;20 jaar;Waarde;1989;;;;;;;;;;
439;Totaal mannen en vrouwen;20 jaar;Waarde;1990;;;;;;;;;;
440;Totaal mannen en vrouwen;20 jaar;Waarde;1991;;;;;;;;;;
441;Totaal mannen en vrouwen;20 jaar;Waarde;1992;;;;;;;;;;
442;Totaal mannen en vrouwen;20 jaar;Waarde;1993;;;;;;;;;;
443;Totaal mannen en vrouwen;20 jaar;Waarde;1994;;;;;;;;;;
444;Totaal mannen en vrouwen;20 jaar;Waarde;1995;;;;;;;;;;
445;Totaal mannen en vrouwen;20 jaar;Waarde;1996;;;;;;;;;;
446;Totaal mannen en vrouwen;20 jaar;Waarde;1997;;;;;;;;;;
447;Totaal mannen en vrouwen;20 jaar;Waarde;1998;;;;;;;;;;
448;Totaal mannen en vrouwen;20 jaar;Waarde;1999;;;;;;;;;;
449;Totaal mannen en vrouwen;20 jaar;Waarde;2000;;;;;;;;;;
450;Totaal mannen en vrouwen;20 jaar;Waarde;2001;;;;;;;;;;
451;Totaal mannen en vrouwen;20 jaar;Waarde;2002;;;;;;;;;;
452;Totaal mannen en vrouwen;20 jaar;Waarde;2003;;;;;;;;;;
453;Totaal mannen en vrouwen;20 jaar;Waarde;2004;;;;;;;;;;
454;Totaal mannen en vrouwen;20 jaar;Waarde;2005;;;;;;;;;;
455;Totaal mannen en vrouwen;20 jaar;Waarde;2006;;;;;;;;;;
456;Totaal mannen en vrouwen;20 jaar;Waarde;2007;;;;;;;;;;
457;Totaal mannen en vrouwen;20 jaar;Waarde;2008;;;;;;;;;;
458;Totaal mannen en vrouwen;20 jaar;Waarde;2009;;;;;;;;;;
459;Totaal mannen en vrouwen;20 jaar;Waarde;2010;;;;;;;;;;
460;Totaal mannen en vrouwen;20 jaar;Waarde;2011;;;;;;;;;;
461;Totaal mannen en vrouwen;20 jaar;Waarde;2012;;;;;;;;;;
462;Totaal mannen en vrouwen;20 jaar;Waarde;2013;;;;;;;;;;
463;Totaal mannen en vrouwen;20 jaar;Waarde;2014;;;;;;;;;;
464;Totaal mannen en vrouwen;20 jaar;Waarde;2015;;;;;;;;;;
465;Totaal mannen en vrouwen;20 jaar;Waarde;2016;;;;;;;;;;
466;Totaal mannen en vrouwen;20 jaar;Waarde;2017;;;;;;;;;;
467;Totaal mannen en vrouwen;20 jaar;Waarde;2018;62.71;45.5;53.0;56.5;38.7;27.5;30.7;54.8;40.6;57.9
468;Totaal mannen en vrouwen;20 jaar;Waarde;2019;62.99;46.2;53.3;56.8;38.5;27.1;30.0;55.5;40.8;58.5
469;Totaal mannen en vrouwen;20 jaar;Waarde;2020;62.33;48.0;53.5;56.7;37.8;27.2;30.1;54.6;41.2;58.5
470;Totaal mannen en vrouwen;20 jaar;Waarde;2021;62.26;47.1;54.0;57.1;36.9;27.5;30.3;52.9;41.0;58.8
471;Totaal mannen en vrouwen;20 jaar;Waarde;2022;62.55;44.8;52.8;56.4;36.7;27.2;30.1;53.9;40.2;57.9
472;Totaal mannen en vrouwen;20 jaar;Waarde;2023;62.79;45.2;52.9;56.6;36.5;26.9;29.6;54.1;40.0;58.3
473;Totaal mannen en vrouwen;20 jaar;Standaardfout;1981;;;;;;;;;;
474;Totaal mannen en vrouwen;20 jaar;Standaardfout;1982;;;;;;;;;;
475;Totaal mannen en vrouwen;20 jaar;Standaardfout;1983;;;;;;;;;;
476;Totaal mannen en vrouwen;20 jaar;Standaardfout;1984;;;;;;;;;;
477;Totaal mannen en vrouwen;20 jaar;Standaardfout;1985;;;;;;;;;;
478;Totaal mannen en vrouwen;20 jaar;Standaardfout;1986;;;;;;;;;;
479;Totaal mannen en vrouwen;20 jaar;Standaardfout;1987;;;;;;;;;;
480;Totaal mannen en vrouwen;20 jaar;Standaardfout;1988;;;;;;;;;;
481;Totaal mannen en vrouwen;20 jaar;Standaardfout;1989;;;;;;;;;;
482;Totaal mannen en vrouwen;20 jaar;Standaardfout;1990;;;;;;;;;;
483;Totaal mannen en vrouwen;20 jaar;Standaardfout;1991;;;;;;;;;;
484;Totaal mannen en vrouwen;20 jaar;Standaardfout;1992;;;;;;;;;;
485;Totaal mannen en vrouwen;20 jaar;Standaardfout;1993;;;;;;;;;;
486;Totaal mannen en vrouwen;20 jaar;Standaardfout;1994;;;;;;;;;;
487;Totaal mannen en vrouwen;20 jaar;Standaardfout;1995;;;;;;;;;;
488;Totaal mannen en vrouwen;20 jaar;Standaardfout;1996;;;;;;;;;;
489;Totaal mannen en vrouwen;20 jaar;Standaardfout;1997;;;;;;;;;;
490;Totaal mannen en vrouwen;20 jaar;Standaardfout;1998;;;;;;;;;;
491;Totaal mannen en vrouwen;20 jaar;Standaardfout;1999;;;;;;;;;;
492;Totaal mannen en vrouwen;20 jaar;Standaardfout;2000;;;;;;;;;;
493;Totaal mannen en vrouwen;20 jaar;Standaardfout;2001;;;;;;;;;;
494;Totaal mannen en vrouwen;20 jaar;Standaardfout;2002;;;;;;;;;;
495;Totaal mannen en vrouwen;20 jaar;Standaardfout;2003;;;;;;;;;;
496;Totaal mannen en vrouwen;20 jaar;Standaardfout;2004;;;;;;;;;;
497;Totaal mannen en vrouwen;20 jaar;Standaardfout;2005;;;;;;;;;;
498;Totaal mannen en vrouwen;20 jaar;Standaardfout;2006;;;;;;;;;;
499;Totaal mannen en vrouwen;20 jaar;Standaardfout;2007;;;;;;;;;;
500;Totaal mannen en vrouwen;20 jaar;Standaardfout;2008;;;;;;;;;;
501;Totaal mannen en vrouwen;20 jaar;Standaardfout;2009;;;;;;;;;;
502;Totaal mannen en vrouwen;20 jaar;Standaardfout;2010;;;;;;;;;;
503;Totaal mannen en vrouwen;20 jaar;Standaardfout;2011;;;;;;;;;;
504;Totaal mannen en vrouwen;20 jaar;Standaardfout;2012;;;;;;;;;;
505;Totaal mannen en vrouwen;20 jaar;Standaardfout;2013;;;;;;;;;;
506;Totaal mannen en vrouwen;20 jaar;Standaardfout;2014;;;;;;;;;;
507;Totaal mannen en vrouwen;20 jaar;Standaardfout;2015;;;;;;;;;;
508;Totaal mannen en vrouwen;20 jaar;Standaardfout;2016;;;;;;;;;;
509;Totaal mannen en vrouwen;20 jaar;Standaardfout;2017;;;;;;;;;;
510;Totaal mannen en vrouwen;20 jaar;Standaardfout;2018;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
511;Totaal mannen en vrouwen;20 jaar;Standaardfout;2019;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
512;Totaal mannen en vrouwen;20 jaar;Standaardfout;2020;;0.3;0.2;0.2;0.3;0.3;0.4;0.3;0.3;0.2
513;Totaal mannen en vrouwen;20 jaar;Standaardfout;2021;;0.3;0.2;0.2;0.3;0.4;0.4;0.3;0.3;0.2
514;Totaal mannen en vrouwen;20 jaar;Standaardfout;2022;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
515;Totaal mannen en vrouwen;20 jaar;Standaardfout;2023;;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.2
516;Totaal mannen en vrouwen;25 jaar;Waarde;1981;;;;;;;;;;
517;Totaal mannen en vrouwen;25 jaar;Waarde;1982;;;;;;;;;;
518;Totaal mannen en vrouwen;25 jaar;Waarde;1983;;;;;;;;;;
519;Totaal mannen en vrouwen;25 jaar;Waarde;1984;;;;;;;;;;
520;Totaal mannen en vrouwen;25 jaar;Waarde;1985;;;;;;;;;;
521;Totaal mannen en vrouwen;25 jaar;Waarde;1986;;;;;;;;;;
522;Totaal mannen en vrouwen;25 jaar;Waarde;1987;;;;;;;;;;
523;Totaal mannen en vrouwen;25 jaar;Waarde;1988;;;;;;;;;;
524;Totaal mannen en vrouwen;25 jaar;Waarde;1989;;;;;;;;;;
525;Totaal mannen en vrouwen;25 jaar;Waarde;1990;;;;;;;;;;
526;Totaal mannen en vrouwen;25 jaar;Waarde;1991;;;;;;;;;;
527;Totaal mannen en vrouwen;25 jaar;Waarde;1992;;;;;;;;;;
528;Totaal mannen en vrouwen;25 jaar;Waarde;1993;;;;;;;;;;
529;Totaal mannen en vrouwen;25 jaar;Waarde;1994;;;;;;;;;;
530;Totaal mannen en vrouwen;25 jaar;Waarde;1995;;;;;;;;;;
531;Totaal mannen en vrouwen;25 jaar;Waarde;1996;;;;;;;;;;
532;Totaal mannen en vrouwen;25 jaar;Waarde;1997;;;;;;;;;;
533;Totaal mannen en vrouwen;25 jaar;Waarde;1998;;;;;;;;;;
534;Totaal mannen en vrouwen;25 jaar;Waarde;1999;;;;;;;;;;
535;Totaal mannen en vrouwen;25 jaar;Waarde;2000;;;;;;;;;;
536;Totaal mannen en vrouwen;25 jaar;Waarde;2001;;;;;;;;;;
537;Totaal mannen en vrouwen;25 jaar;Waarde;2002;;;;;;;;;;
538;Totaal mannen en vrouwen;25 jaar;Waarde;2003;;;;;;;;;;
539;Totaal mannen en vrouwen;25 jaar;Waarde;2004;;;;;;;;;;
540;Totaal mannen en vrouwen;25 jaar;Waarde;2005;;;;;;;;;;
541;Totaal mannen en vrouwen;25 jaar;Waarde;2006;;;;;;;;;;
542;Totaal mannen en vrouwen;25 jaar;Waarde;2007;;;;;;;;;;
543;Totaal mannen en vrouwen;25 jaar;Waarde;2008;;;;;;;;;;
544;Totaal mannen en vrouwen;25 jaar;Waarde;2009;;;;;;;;;;
545;Totaal mannen en vrouwen;25 jaar;Waarde;2010;;;;;;;;;;
546;Totaal mannen en vrouwen;25 jaar;Waarde;2011;;;;;;;;;;
547;Totaal mannen en vrouwen;25 jaar;Waarde;2012;;;;;;;;;;
548;Totaal mannen en vrouwen;25 jaar;Waarde;2013;;;;;;;;;;
549;Totaal mannen en vrouwen;25 jaar;Waarde;2014;;;;;;;;;;
550;Totaal mannen en vrouwen;25 jaar;Waarde;2015;;;;;;;;;;
551;Totaal mannen en vrouwen;25 jaar;Waarde;2016;;;;;;;;;;
552;Totaal mannen en vrouwen;25 jaar;Waarde;2017;;;;;;;;;;
553;Totaal mannen en vrouwen;25 jaar;Waarde;2018;57.79;41.2;48.2;51.7;34.5;23.9;27.0;50.5;36.7;53.1
554;Totaal mannen en vrouwen;25 jaar;Waarde;2019;58.08;41.9;48.5;51.9;34.4;23.5;26.4;51.3;36.6;53.7
555;Totaal mannen en vrouwen;25 jaar;Waarde;2020;57.41;43.6;48.7;51.9;33.9;23.6;26.4;50.4;36.9;53.7
556;Totaal mannen en vrouwen;25 jaar;Waarde;2021;57.35;43.0;49.2;52.2;33.0;24.2;27.0;49.1;37.0;54.0
557;Totaal mannen en vrouwen;25 jaar;Waarde;2022;57.65;40.9;48.0;51.5;32.8;23.8;26.6;50.0;36.1;53.1
558;Totaal mannen en vrouwen;25 jaar;Waarde;2023;57.88;41.2;48.2;51.8;32.6;23.5;26.2;50.1;36.0;53.4
559;Totaal mannen en vrouwen;25 jaar;Standaardfout;1981;;;;;;;;;;
560;Totaal mannen en vrouwen;25 jaar;Standaardfout;1982;;;;;;;;;;
561;Totaal mannen en vrouwen;25 jaar;Standaardfout;1983;;;;;;;;;;
562;Totaal mannen en vrouwen;25 jaar;Standaardfout;1984;;;;;;;;;;
563;Totaal mannen en vrouwen;25 jaar;Standaardfout;1985;;;;;;;;;;
564;Totaal mannen en vrouwen;25 jaar;Standaardfout;1986;;;;;;;;;;
565;Totaal mannen en vrouwen;25 jaar;Standaardfout;1987;;;;;;;;;;
566;Totaal mannen en vrouwen;25 jaar;Standaardfout;1988;;;;;;;;;;
567;Totaal mannen en vrouwen;25 jaar;Standaardfout;1989;;;;;;;;;;
568;Totaal mannen en vrouwen;25 jaar;Standaardfout;1990;;;;;;;;;;
569;Totaal mannen en vrouwen;25 jaar;Standaardfout;1991;;;;;;;;;;
570;Totaal mannen en vrouwen;25 jaar;Standaardfout;1992;;;;;;;;;;
571;Totaal mannen en vrouwen;25 jaar;Standaardfout;1993;;;;;;;;;;
572;Totaal mannen en vrouwen;25 jaar;Standaardfout;1994;;;;;;;;;;
573;Totaal mannen en vrouwen;25 jaar;Standaardfout;1995;;;;;;;;;;
574;Totaal mannen en vrouwen;25 jaar;Standaardfout;1996;;;;;;;;;;
575;Totaal mannen en vrouwen;25 jaar;Standaardfout;1997;;;;;;;;;;
576;Totaal mannen en vrouwen;25 jaar;Standaardfout;1998;;;;;;;;;;
577;Totaal mannen en vrouwen;25 jaar;Standaardfout;1999;;;;;;;;;;
578;Totaal mannen en vrouwen;25 jaar;Standaardfout;2000;;;;;;;;;;
579;Totaal mannen en vrouwen;25 jaar;Standaardfout;2001;;;;;;;;;;
580;Totaal mannen en vrouwen;25 jaar;Standaardfout;2002;;;;;;;;;;
581;Totaal mannen en vrouwen;25 jaar;Standaardfout;2003;;;;;;;;;;
582;Totaal mannen en vrouwen;25 jaar;Standaardfout;2004;;;;;;;;;;
583;Totaal mannen en vrouwen;25 jaar;Standaardfout;2005;;;;;;;;;;
584;Totaal mannen en vrouwen;25 jaar;Standaardfout;2006;;;;;;;;;;
585;Totaal mannen en vrouwen;25 jaar;Standaardfout;2007;;;;;;;;;;
586;Totaal mannen en vrouwen;25 jaar;Standaardfout;2008;;;;;;;;;;
587;Totaal mannen en vrouwen;25 jaar;Standaardfout;2009;;;;;;;;;;
588;Totaal mannen en vrouwen;25 jaar;Standaardfout;2010;;;;;;;;;;
589;Totaal mannen en vrouwen;25 jaar;Standaardfout;2011;;;;;;;;;;
590;Totaal mannen en vrouwen;25 jaar;Standaardfout;2012;;;;;;;;;;
591;Totaal mannen en vrouwen;25 jaar;Standaardfout;2013;;;;;;;;;;
592;Totaal mannen en vrouwen;25 jaar;Standaardfout;2014;;;;;;;;;;
593;Totaal mannen en vrouwen;25 jaar;Standaardfout;2015;;;;;;;;;;
594;Totaal mannen en vrouwen;25 jaar;Standaardfout;2016;;;;;;;;;;
595;Totaal mannen en vrouwen;25 jaar;Standaardfout;2017;;;;;;;;;;
596;Totaal mannen en vrouwen;25 jaar;Standaardfout;2018;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
597;Totaal mannen en vrouwen;25 jaar;Standaardfout;2019;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
598;Totaal mannen en vrouwen;25 jaar;Standaardfout;2020;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
599;Totaal mannen en vrouwen;25 jaar;Standaardfout;2021;;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.2
600;Totaal mannen en vrouwen;25 jaar;Standaardfout;2022;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
601;Totaal mannen en vrouwen;25 jaar;Standaardfout;2023;;0.3;0.2;0.2;0.3;0.3;0.3;0.2;0.3;0.2
602;Totaal mannen en vrouwen;30 jaar;Waarde;1981;;;;;;;;;;
603;Totaal mannen en vrouwen;30 jaar;Waarde;1982;;;;;;;;;;
604;Totaal mannen en vrouwen;30 jaar;Waarde;1983;;;;;;;;;;
605;Totaal mannen en vrouwen;30 jaar;Waarde;1984;;;;;;;;;;
606;Totaal mannen en vrouwen;30 jaar;Waarde;1985;;;;;;;;;;
607;Totaal mannen en vrouwen;30 jaar;Waarde;1986;;;;;;;;;;
608;Totaal mannen en vrouwen;30 jaar;Waarde;1987;;;;;;;;;;
609;Totaal mannen en vrouwen;30 jaar;Waarde;1988;;;;;;;;;;
610;Totaal mannen en vrouwen;30 jaar;Waarde;1989;;;;;;;;;;
611;Totaal mannen en vrouwen;30 jaar;Waarde;1990;;;;;;;;;;
