ID;Region;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
3055;Zuid-Holland;1998 January;14.2;9.6;4.6;4.5;2.7;1.6;;;;;;;;;;;;;;68.7;42.9;25.8;24.4;16.7;6.5;;;;;;;;;;;;;
3056;Zuid-Holland;1998 February;21.1;16.3;4.8;4.8;1.8;2.3;;;;;;;;;;;;;;91.9;68.3;23.6;22.5;8.8;10.0;;;;;;;;;;;;;
3057;Zuid-Holland;1998 March;19.5;14.4;5.1;5.0;3.1;1.3;;;;;;;;;;;;;;71.3;47.0;24.3;23.4;15.0;6.3;;;;;;;;;;;;;
3058;Zuid-Holland;1998 1st Quarter;54.8;40.3;14.5;14.3;7.7;5.2;1.1;;;;;;;;;;;;;232.0;158.3;73.7;70.3;40.6;22.8;4.7;;;;;;;;;;;;
3059;Zuid-Holland;1998 April;54.6;18.4;36.2;36.0;23.2;4.4;5.1;1.5;;;;;;;1.1;;;;;230.4;67.6;162.8;161.1;110.2;16.6;23.9;4.3;;;;;;;3.8;;;;
3060;Zuid-Holland;1998 May;73.5;42.2;31.3;30.9;22.6;1.9;4.1;1.1;;;;;;;;;;;;277.9;158.0;119.9;118.4;86.1;8.0;17.8;2.5;;;;;;;;;;;
3061;Zuid-Holland;1998 June;77.7;43.4;34.2;33.8;28.3;1.4;2.0;;;;;;;;;;;;;304.7;158.6;146.1;144.5;122.2;5.8;9.1;;;;;;;;;;;;
3062;Zuid-Holland;1998 2nd Quarter;205.8;104.1;101.7;100.7;74.1;7.7;11.2;3.1;;;;;;;2.7;;;;;813.0;384.2;428.8;424.0;318.6;30.4;50.8;8.2;;;;;;;10.0;;;;
3063;Zuid-Holland;1998 July;82.6;41.4;41.2;40.5;24.7;3.5;3.9;2.3;;1.4;;1.3;;;2.1;;;;;433.6;218.0;215.6;213.3;151.5;16.2;20.5;6.2;;2.5;;5.0;;;6.2;;;;
3064;Zuid-Holland;1998 August;118.4;59.9;58.5;57.8;34.4;2.9;7.6;2.6;;5.6;1.2;;;;2.7;;;;;696.5;373.8;322.7;319.5;224.5;13.9;49.3;6.9;;11.2;3.1;;;;6.8;;;;
3065;Zuid-Holland;1998 September;49.9;32.0;17.9;17.7;12.9;1.3;2.1;;;;;;;;;;;;;247.4;140.6;106.8;105.9;85.7;5.3;9.9;;;;;;;;;;;;
3066;Zuid-Holland;1998 3rd Quarter;250.9;133.3;117.6;116.0;72.0;7.6;13.6;5.3;1.4;7.2;2.0;1.6;;;5.4;;;;;1377.5;732.4;645.1;638.7;461.7;35.4;79.8;13.8;7.0;13.9;5.2;5.9;;;15.9;;;;
3067;Zuid-Holland;1998 October;49.7;27.6;22.1;22.1;18.8;;2.0;;;;;;;;;;;;;238.5;123.1;115.4;115.0;100.6;;9.0;;;;;;;;;;;;
3068;Zuid-Holland;1998 November;27.5;20.6;6.9;6.9;2.9;3.2;;;;;;;;;;;;;;106.7;77.4;29.2;29.1;14.0;11.7;;;;;;;;;;;;;
3069;Zuid-Holland;1998 December;17.5;13.4;4.1;4.1;2.9;;;;;;;;;;;;;;;109.6;85.3;24.3;24.3;15.2;;;;;;;;;;;;;;
3070;Zuid-Holland;1998 4th Quarter;94.7;61.6;33.1;33.0;24.5;5.1;2.7;;;;;;;;;;;;;454.7;285.8;168.9;168.5;129.8;19.1;12.1;;;;;;;;;;;;
3071;Zuid-Holland;1998 Total;606.2;339.3;266.9;264.0;178.3;25.6;28.6;8.5;1.9;7.9;2.2;2.2;;;8.6;1.3;;;;2877.2;1560.7;1316.5;1301.4;950.7;107.7;147.4;23.3;9.7;15.2;6.3;9.0;;;32.1;9.5;;;
3072;Zuid-Holland;1999 January;21.1;14.1;7.0;6.9;5.5;;;;;;;;;;;;;;;118.2;78.1;40.1;39.8;30.8;;;;;;;;;;;;;;
3073;Zuid-Holland;1999 February;35.0;28.8;6.2;6.2;3.7;1.8;;;;;;;;;;;;;;146.1;118.4;27.7;27.6;16.9;6.3;;;;;;;;;;;;;
3074;Zuid-Holland;1999 March;27.4;20.9;6.5;6.5;4.8;1.0;;;;;;;;;;;;;;115.1;83.6;31.5;31.2;24.7;2.5;;;;;;;;;;;;;
3075;Zuid-Holland;1999 1st Quarter;83.5;63.8;19.7;19.6;14.0;3.7;1.1;;;;;;;;;;;;;379.4;280.0;99.4;98.7;72.4;13.4;4.9;;;;;;;;;;;;
3076;Zuid-Holland;1999 April;62.5;25.2;37.3;37.1;25.3;3.3;5.8;1.5;;;;;;;;;;;;248.7;86.5;162.2;161.6;109.7;11.7;29.1;3.9;;;;;;;;;;;
3077;Zuid-Holland;1999 May;94.5;53.0;41.6;41.4;32.6;2.7;3.9;;;;;;;;;;;;;375.1;219.1;156.0;155.1;121.1;8.5;15.7;;;;;;;;;;;;
3078;Zuid-Holland;1999 June;70.3;36.4;33.9;33.6;24.2;1.5;4.8;;;;;;;;1.8;;;;;287.8;135.5;152.3;151.4;113.3;5.6;20.7;;;;;;;;6.6;;;;
3079;Zuid-Holland;1999 2nd Quarter;227.4;114.6;112.8;112.2;82.2;7.5;14.5;2.7;;;;;;;3.0;;;;;911.6;441.1;470.5;468.1;344.1;25.8;65.5;7.5;;;;;;;16.0;;;;
3080;Zuid-Holland;1999 July;109.9;45.4;64.5;63.8;43.9;2.7;4.6;2.0;1.2;1.3;;1.7;;;5.8;;;;;604.5;250.3;354.2;351.4;273.3;10.5;27.5;5.1;3.6;3.2;;7.0;;;18.8;;;;
3081;Zuid-Holland;1999 August;131.3;64.5;66.8;66.3;42.0;2.9;9.0;2.1;1.9;3.3;1.4;;;;3.3;;;;;706.3;377.1;329.2;326.9;212.1;12.7;66.7;6.1;5.2;7.9;4.0;;;;11.3;;;;
3082;Zuid-Holland;1999 September;60.6;33.2;27.3;27.2;21.1;1.4;2.3;;;;;;;;1.2;;;;;275.5;139.7;135.7;134.9;108.4;5.1;12.8;;;;;;;;4.7;;;;
3083;Zuid-Holland;1999 3rd Quarter;301.8;143.1;158.6;157.2;107.0;7.0;15.9;4.5;3.2;4.8;2.4;2.2;;;10.3;;;;;1586.3;767.1;819.2;813.1;593.7;28.2;107.0;12.1;9.5;11.5;8.2;8.1;;;34.8;;;;
3084;Zuid-Holland;1999 October;47.2;25.3;21.9;21.7;18.7;;1.5;;;;;;;;;;;;;223.2;108.8;114.4;113.7;99.2;;8.1;;;;;;;;;;;;
3085;Zuid-Holland;1999 November;33.1;23.4;9.6;9.5;4.8;4.2;;;;;;;;;;;;;;121.3;80.2;41.1;40.7;21.4;15.9;;;;;;;;;;;;;
3086;Zuid-Holland;1999 December;20.7;18.8;1.9;1.9;1.1;;;;;;;;;;;;;;;88.3;77.7;10.6;10.5;5.6;;;;;;;;;;;;;;
3087;Zuid-Holland;1999 4th Quarter;100.9;67.5;33.4;33.2;24.7;5.1;1.8;;;;;;;;;;;;;432.8;266.7;166.1;164.9;126.2;19.1;9.9;;;;;;;;;;;;
3088;Zuid-Holland;1999 Total;713.5;389.0;324.5;322.2;227.9;23.3;33.2;7.6;4.0;5.4;3.0;3.1;;;14.5;;;;;3310.2;1755.0;1555.2;1544.8;1136.4;86.6;187.3;22.2;13.3;13.9;10.7;11.9;;;62.6;;;;
3089;Zuid-Holland;2000 January;26.8;17.5;9.3;9.2;7.5;1.4;;;;;;;;;;;;;;123.4;76.3;47.1;46.2;38.8;5.2;;;;;;;;;;;;;
3090;Zuid-Holland;2000 February;22.2;17.0;5.2;5.2;2.6;;1.4;;;;;;;;;;;;;96.4;69.9;26.5;26.4;13.2;;7.7;;;;;;;;;;;;
3091;Zuid-Holland;2000 March;33.3;25.2;8.0;8.0;6.0;1.1;;;;;;;;;;;;;;156.2;111.9;44.3;43.8;28.4;4.4;;;;;;;;;;;;;
3092;Zuid-Holland;2000 1st Quarter;82.3;59.7;22.6;22.4;16.1;3.4;2.2;;;;;;;;;;;;;376.0;258.1;117.8;116.4;80.4;12.4;15.3;;;;;;;;;;;;
3093;Zuid-Holland;2000 April;63.7;27.7;36.1;35.7;23.5;3.1;4.7;2.5;;;;;;;;;;;;280.2;115.7;164.5;163.0;111.9;12.8;24.1;8.1;;;;;;;;;;;
3094;Zuid-Holland;2000 May;77.0;52.3;24.7;24.2;16.2;1.7;3.7;1.1;;;;;;;1.1;;;;;311.6;202.9;108.7;102.4;68.4;5.7;14.6;7.6;;;;;;;4.9;;;;
3095;Zuid-Holland;2000 June;90.9;47.9;43.0;42.7;30.3;3.1;3.2;;;;;1.6;;;3.2;;;;;380.1;205.1;175.0;173.6;128.7;6.0;15.2;;;;;5.2;;;15.2;;;;
3096;Zuid-Holland;2000 2nd Quarter;231.6;127.8;103.8;102.7;70.1;7.9;11.6;4.3;;;;1.9;;;5.1;;;;;971.8;523.7;448.2;439.1;309.0;24.5;53.9;17.5;;;;6.2;;;23.5;;;;
3097;Zuid-Holland;2000 July;89.4;47.3;42.1;40.9;25.6;2.5;2.9;2.6;;1.2;;1.4;;;3.0;;;;;510.4;265.3;245.1;241.2;179.7;10.5;16.1;6.9;;2.4;;6.0;;;11.7;;;;
3098;Zuid-Holland;2000 August;113.8;62.7;51.1;50.3;26.9;3.0;7.2;3.8;;4.4;1.3;;;;3.0;;;;;619.7;356.6;263.2;260.1;163.5;12.3;43.6;10.8;;9.1;3.7;;;;13.9;;;;
3099;Zuid-Holland;2000 September;61.4;37.8;23.5;23.3;17.5;1.6;2.1;;;;;;;;1.3;;;;;311.2;170.7;140.5;139.6;107.7;6.6;13.4;;;;;;;;9.1;;;;
3100;Zuid-Holland;2000 3rd Quarter;264.6;147.9;116.7;114.5;70.0;7.1;12.1;6.8;1.5;5.8;2.3;1.5;;;7.4;1.3;;;;1441.3;792.6;648.8;641.0;450.9;29.4;73.1;18.5;7.6;11.8;8.3;6.6;;;34.7;3.8;;;
3101;Zuid-Holland;2000 October;59.2;36.2;22.9;22.8;19.6;1.2;1.4;;;;;;;;;;;;;272.9;151.7;121.2;120.8;107.4;3.4;6.8;;;;;;;;;;;;
3102;Zuid-Holland;2000 November;29.3;22.2;7.1;7.0;3.2;2.8;;;;;;;;;;;;;;128.3;84.0;44.3;43.9;16.2;21.5;;;;;;;;;;;;;
3103;Zuid-Holland;2000 December;20.9;16.4;4.5;4.5;2.5;;;;;;;;;;;;;;;105.5;69.7;35.9;35.9;15.2;;;;;;;;;;;;;;
3104;Zuid-Holland;2000 4th Quarter;109.3;74.8;34.5;34.3;25.3;4.8;2.2;;;;;;;;1.0;;;;;506.8;305.3;201.5;200.6;138.8;28.8;14.4;;;;;;;;9.8;;;;
3105;Zuid-Holland;2000 Total;687.8;410.3;277.6;273.9;181.5;23.1;28.1;11.9;2.2;6.9;2.7;3.6;;;13.8;2.0;;;;3295.9;1879.7;1416.2;1397.1;979.1;95.2;156.7;45.4;10.9;14.0;9.8;13.5;;;72.5;7.9;;;
3106;Zuid-Holland;2001 January;28.1;21.2;7.0;7.0;5.5;1.1;;;;;;;;;;;;;;108.8;79.0;29.8;29.8;23.6;4.7;;;;;;;;;;;;;
3107;Zuid-Holland;2001 February;25.3;19.8;5.5;5.5;3.5;;1.2;;;;;;;;;;;;;105.1;78.1;27.0;27.0;16.2;;6.1;;;;;;;;;;;;
3108;Zuid-Holland;2001 March;34.7;29.9;4.8;4.7;3.3;;;;;;;;;;;;;;;159.4;136.9;22.5;22.4;15.1;;;;;;;;;;;;;;
3109;Zuid-Holland;2001 1st Quarter;88.1;70.8;17.3;17.2;12.3;2.7;1.8;;;;;;;;;;;;;373.3;294.0;79.2;79.1;54.9;11.0;10.1;;;;;;;;;;;;
3110;Zuid-Holland;2001 April;60.9;31.7;29.1;29.0;19.3;3.1;3.8;1.3;;;;;;;;;;;;283.6;145.9;137.7;137.1;95.6;12.3;19.0;4.3;;;;;;;;;;;
3111;Zuid-Holland;2001 May;75.4;56.6;18.8;18.6;12.9;1.5;2.2;;;;;;;;;;;;;317.2;237.2;80.1;79.1;56.3;5.4;10.7;;;;;;;;;;;;
3112;Zuid-Holland;2001 June;85.8;55.4;30.4;30.2;23.9;1.0;3.2;;;;;;;;1.1;;;;;388.2;246.8;141.4;140.5;113.4;3.8;14.8;;;;;;;;4.6;;;;
3113;Zuid-Holland;2001 2nd Quarter;222.1;143.7;78.4;77.8;56.2;5.6;9.2;2.4;;;;;;;2.7;;;;;989.0;629.8;359.2;356.8;265.3;21.4;44.5;7.3;;;;;;;11.9;;;;
3114;Zuid-Holland;2001 July;119.0;79.8;39.2;38.7;27.8;2.1;3.3;1.1;;;;1.2;;;1.6;;;;;561.5;350.7;210.8;208.9;160.3;9.6;17.4;3.0;;;;6.3;;;7.0;;;;
3115;Zuid-Holland;2001 August;112.4;71.1;41.3;40.6;25.8;2.8;6.8;1.6;;1.2;;;;;;;;;;713.7;482.0;231.7;227.0;149.6;12.5;44.1;4.2;;2.9;;;;;;;;;
3116;Zuid-Holland;2001 September;58.8;39.9;18.8;18.7;14.6;1.1;1.8;;;;;;;;;;;;;282.3;181.4;101.0;100.2;76.0;4.8;12.7;;;;;;;;;;;;
3117;Zuid-Holland;2001 3rd Quarter;290.2;190.8;99.3;97.9;68.3;6.1;11.9;3.0;;1.8;1.5;1.5;;;3.1;;;;;1557.6;1014.1;543.5;536.0;385.9;26.9;74.2;7.9;;4.4;5.8;7.4;;;19.2;;;;
3118;Zuid-Holland;2001 October;59.5;37.5;22.1;22.0;18.0;1.9;1.5;;;;;;;;;;;;;281.6;168.4;113.2;112.9;96.8;6.4;6.4;;;;;;;;;;;;
3119;Zuid-Holland;2001 November;38.9;29.5;9.4;9.4;4.6;2.8;;;;;;;;;;;;;;127.8;98.8;29.0;29.0;16.5;6.8;;;;;;;;;;;;;
3120;Zuid-Holland;2001 December;28.8;24.4;4.3;4.3;3.0;;;;;;;;;;;;;;;123.3;101.7;21.6;21.6;13.4;;;;;;;;;;;;;;
3121;Zuid-Holland;2001 4th Quarter;127.2;91.4;35.8;35.7;25.6;5.4;2.5;;;;;;;;;;;;;532.7;369.0;163.8;163.4;126.7;16.2;12.0;;;;;;;;;;;;
3122;Zuid-Holland;2001 Total;727.6;496.8;230.8;228.6;162.3;19.8;25.4;6.3;1.6;2.9;1.7;2.3;;;6.3;;1.0;;;3452.6;2306.9;1145.7;1135.3;832.7;75.5;140.8;17.8;7.0;7.7;6.6;12.3;;;35.0;;6.3;;
3123;Zuid-Holland;2002 January;25.5;19.0;6.5;6.4;5.3;;;;;;;;;;;;;;;125.1;88.0;37.0;36.6;27.2;;;;;;;;;;;;;;
3124;Zuid-Holland;2002 February;32.3;26.7;5.6;5.6;3.2;1.3;;;;;;;;;;;;;;142.3;113.6;28.7;28.3;14.0;5.0;;;;;;;;;;;;;
3125;Zuid-Holland;2002 March;39.8;26.3;13.5;13.4;8.9;1.4;2.4;;;;;;;;;;;;;202.1;132.4;69.7;68.8;43.4;4.6;12.3;;;;;;;;;;;;
3126;Zuid-Holland;2002 1st Quarter;97.6;72.0;25.6;25.4;17.4;3.0;3.6;;;;;;;;;;;;;469.4;334.1;135.4;133.7;84.6;11.3;21.2;;;;;;;;;;;;
3127;Zuid-Holland;2002 April;68.8;38.0;30.8;30.6;18.0;3.6;4.5;2.0;;;;;;;1.1;;;;;335.6;184.2;151.4;149.8;82.4;14.1;22.2;7.1;;;;;;;17.9;;;;
3128;Zuid-Holland;2002 May;112.1;77.5;34.6;34.4;27.6;1.9;2.5;;;;;;;;;;;;;520.5;375.1;145.4;144.0;114.4;7.0;11.9;;;;;;;;;;;;
3129;Zuid-Holland;2002 June;85.3;51.0;34.3;34.1;27.3;1.5;3.0;;;;;;;;;;;;;427.5;279.2;148.3;147.2;118.5;4.6;15.3;;;;;;;;;;;;
3130;Zuid-Holland;2002 2nd Quarter;266.2;166.5;99.7;99.2;73.0;7.0;10.0;3.3;1.1;;;;;;2.1;;;;;1283.6;838.5;445.1;441.0;315.3;25.6;49.3;10.9;3.2;;;;;;24.1;;;;
3131;Zuid-Holland;2002 July;93.3;55.8;37.4;36.8;24.4;2.7;3.5;1.2;;;;1.4;;;1.3;;;;;565.8;351.4;214.4;210.9;149.7;11.8;21.3;3.2;;;;6.9;;;7.0;;;;
3132;Zuid-Holland;2002 August;126.4;72.5;53.9;53.2;36.2;3.4;7.0;1.3;;2.0;;;;;1.3;;;;;886.0;547.6;338.4;334.0;249.0;14.2;46.4;4.2;;5.1;;;;;6.1;;;;
3133;Zuid-Holland;2002 September;67.6;42.0;25.6;25.3;16.9;1.7;2.8;;;1.2;;;;;;;;;;334.3;214.2;120.0;118.1;82.2;4.9;12.2;;;1.6;;;;;;;;;
3134;Zuid-Holland;2002 3rd Quarter;287.3;170.3;117.0;115.3;77.5;7.8;13.2;3.3;1.4;3.8;1.4;1.6;;1.8;3.2;;1.0;;;1786.1;1113.2;672.8;663.0;481.0;30.9;79.8;8.9;5.7;9.3;6.3;7.9;;11.4;20.9;;6.6;;
3135;Zuid-Holland;2002 October;53.8;34.4;19.4;19.4;16.7;;1.2;;;;;;;;;;;;;305.8;195.6;110.2;109.9;93.2;;7.0;;;;;;;;;;;;
3136;Zuid-Holland;2002 November;34.5;23.1;11.4;11.4;5.0;4.6;1.0;;;;;;;;;;;;;156.1;99.4;56.7;56.2;23.6;17.2;6.3;;;;;;;;;;;;
3137;Zuid-Holland;2002 December;26.5;20.9;5.6;5.6;3.3;1.3;;;;;;;;;;;;;;140.3;102.6;37.7;37.4;18.7;5.1;;;;;;;;;;;;;
3138;Zuid-Holland;2002 4th Quarter;114.9;78.4;36.5;36.4;25.0;6.8;2.5;;;;;;;;;;;;;602.2;397.6;204.6;203.5;135.5;24.8;16.2;;;;;;;;;;;;
3139;Zuid-Holland;2002 Total;766.0;487.1;278.8;276.2;192.9;24.6;29.2;7.3;2.7;5.0;1.6;2.7;;3.3;6.3;;1.3;;;4141.3;2683.4;1457.9;1441.3;1016.4;92.6;166.6;24.7;11.4;17.0;7.7;12.7;;26.4;64.1;;9.1;;
3140;Zuid-Holland;2003 January;25.4;17.3;8.1;8.0;5.5;1.5;;;;;;;;;;;;;;133.0;81.2;51.8;51.1;31.1;5.9;;;;;;;;;;;;;
3141;Zuid-Holland;2003 February;25.5;19.8;5.7;5.6;2.3;2.4;;;;;;;;;;;;;;122.4;85.0;37.4;36.9;13.0;8.9;;;;;;;;;;;;;
3142;Zuid-Holland;2003 March;38.6;27.9;10.8;10.7;5.5;4.5;;;;;;;;;;;;;;174.3;120.8;53.5;53.1;23.7;16.9;;;;;;;;;;;;;
3143;Zuid-Holland;2003 1st Quarter;89.5;65.0;24.5;24.4;13.3;8.4;;;;;;;;;1.5;;;;;429.7;287.0;142.7;141.0;67.8;31.7;;;;;;;;;29.9;;;;
3144;Zuid-Holland;2003 April;86.0;46.7;39.3;39.1;22.1;8.9;4.3;1.4;;;;;;;;;;;;375.0;191.2;183.7;183.1;106.0;37.2;22.2;3.5;;;;;;;;;;;
3145;Zuid-Holland;2003 May;71.5;49.9;21.6;21.4;14.6;1.4;3.0;;;;;;;;;;;;;293.6;192.9;100.7;100.0;65.9;5.3;15.2;;;;;;;;;;;;
3146;Zuid-Holland;2003 June;89.0;49.9;39.1;39.0;33.1;2.1;1.8;;;;;;;;;;;;;398.1;231.1;167.0;165.6;136.4;9.0;9.3;;;;;;;;;;;;
3147;Zuid-Holland;2003 2nd Quarter;246.6;146.6;100.0;99.5;69.8;12.4;9.1;2.5;;;;;;1.2;1.9;;;;;1066.6;615.2;451.4;448.7;308.3;51.6;46.7;7.3;;;;;;6.1;20.0;;;;
3148;Zuid-Holland;2003 July;78.9;49.9;29.0;28.5;16.7;2.3;2.9;1.3;;;;1.5;;1.3;;;;;;440.4;287.2;153.2;149.4;87.8;10.8;19.4;3.5;;;;6.7;;8.9;;;;;
3149;Zuid-Holland;2003 August;117.8;62.2;55.6;55.3;37.8;4.5;5.8;1.6;;1.7;;;;;1.5;;;;;734.9;394.8;340.1;337.8;250.6;21.8;39.2;4.7;;4.2;;;;;7.0;;;;
3150;Zuid-Holland;2003 September;62.0;37.0;25.0;24.7;19.0;2.5;1.3;;;;;;;;;;;;;316.1;169.5;146.7;145.4;112.7;10.3;9.1;;;;;;;;;;;;
3151;Zuid-Holland;2003 3rd Quarter;258.6;149.1;109.6;108.5;73.5;9.3;10.1;3.2;1.1;2.4;1.3;1.8;;2.6;2.7;;;;;1491.5;851.5;640.0;632.6;451.1;42.9;67.8;8.9;6.1;6.3;5.3;8.1;;15.0;19.4;;;;
3152;Zuid-Holland;2003 October;58.3;34.8;23.5;22.3;16.9;3.6;;;;;;;;;;;1.2;;;281.2;161.2;120.1;115.0;85.8;15.9;;;;;;;;;;;4.6;;
3153;Zuid-Holland;2003 November;32.5;22.2;10.3;10.3;3.9;5.6;;;;;;;;;;;;;;142.1;93.8;48.3;48.1;18.6;19.4;;;;;;;;;;;;;
3154;Zuid-Holland;2003 December;30.9;22.8;8.1;8.1;2.3;5.3;;;;;;;;;;;;;;133.8;98.6;35.1;34.7;11.1;17.6;;;;;;;;;;;;;
3155;Zuid-Holland;2003 4th Quarter;121.6;79.8;41.9;40.6;23.1;14.5;1.2;;;;;;;;;;1.2;;;557.1;353.5;203.5;197.7;115.5;52.9;8.8;;;;;;;;;;4.6;;
3156;Zuid-Holland;2003 Total;716.4;440.4;276.0;272.9;179.7;44.6;20.9;6.1;1.9;3.4;1.6;2.9;;4.4;6.7;;1.8;;;3544.9;2107.3;1437.6;1420.1;942.7;179.1;129.8;18.6;9.4;10.3;6.4;12.8;;27.9;80.5;;8.7;;
3157;Zuid-Holland;2004 January;26.5;19.0;7.5;7.5;4.8;2.2;;;;;;;;;;;;;;122.5;80.9;41.6;41.1;25.6;8.3;;;;;;;;;;;;;
3158;Zuid-Holland;2004 February;31.8;21.5;10.3;10.2;4.4;5.2;;;;;;;;;;;;;;127.4;84.3;43.1;42.7;18.0;19.0;;;;;;;;;;;;;
3159;Zuid-Holland;2004 March;32.0;24.2;7.8;7.8;3.5;3.7;;;;;;;;;;;;;;124.2;91.9;32.3;32.1;15.1;12.4;;;;;;;;;;;;;
3160;Zuid-Holland;2004 1st Quarter;90.3;64.6;25.6;25.5;12.7;11.1;;;;;;;;;;;;;;374.1;257.1;117.0;115.9;58.8;39.8;;;;;;;;;;;;;
3161;Zuid-Holland;2004 April;69.2;29.0;40.2;40.0;23.1;9.1;4.0;1.1;;;;;;;;;;;;297.0;128.1;168.9;168.1;100.5;33.7;19.4;3.5;;;;;;;;;;;
3162;Zuid-Holland;2004 May;96.4;69.9;26.4;26.3;16.3;5.7;2.2;;;;;;;;;;;;;393.1;293.1;100.0;99.7;58.7;18.0;12.1;;;;;;;;;;;;
3163;Zuid-Holland;2004 June;87.0;53.4;33.5;33.3;25.3;2.9;2.9;;;;;;;;;;;;;378.2;228.1;150.1;148.8;108.2;13.4;14.5;;;;;;;;;;;;
3164;Zuid-Holland;2004 2nd Quarter;252.6;152.4;100.2;99.7;64.7;17.8;9.1;2.0;1.1;;;1.5;;1.5;;;;;;1068.3;649.3;418.9;416.5;267.4;65.2;46.0;6.1;4.2;;;5.7;;12.1;;;;;
3165;Zuid-Holland;2004 July;99.2;60.2;39.0;38.7;21.3;5.5;3.7;1.5;;;;2.1;;;1.8;;;;;549.7;338.3;211.5;210.0;124.8;23.8;22.7;4.9;;;;8.5;;;9.5;;;;
3166;Zuid-Holland;2004 August;116.7;66.5;50.2;50.1;35.1;5.2;5.1;1.3;;1.4;;;;;;;;;;734.3;434.2;300.1;299.1;218.3;25.4;35.8;3.8;;3.4;;;;;;;;;
3167;Zuid-Holland;2004 September;63.2;40.0;23.2;23.1;17.1;3.5;1.6;;;;;;;;;;;;;292.6;166.9;125.8;125.0;97.3;14.7;9.1;;;;;;;;;;;;
3168;Zuid-Holland;2004 3rd Quarter;279.2;166.7;112.5;111.8;73.5;14.2;10.3;3.1;1.3;2.0;1.1;2.4;;1.4;2.4;;;;;1576.7;939.3;637.4;634.0;440.3;63.9;67.5;9.3;6.5;4.9;4.2;9.9;;10.7;15.8;;;;
3169;Zuid-Holland;2004 October;51.5;34.5;16.9;16.8;13.4;2.1;;;;;;;;;;;;;;227.6;144.5;83.1;82.3;67.4;7.2;;;;;;;;;;;;;
3170;Zuid-Holland;2004 November;34.3;18.4;16.0;16.0;6.3;9.0;;;;;;;;;;;;;;138.0;75.0;63.1;62.8;23.4;34.5;;;;;;;;;;;;;
3171;Zuid-Holland;2004 December;21.4;16.1;5.3;5.3;2.7;2.4;;;;;;;;;;;;;;96.6;77.0;19.6;18.7;8.8;6.6;;;;;;;;;;;;;
3172;Zuid-Holland;2004 4th Quarter;107.2;69.0;38.2;38.0;22.5;13.5;1.1;;;;;;;;;;;;;462.3;296.5;165.8;163.8;99.6;48.4;10.2;;;;;;;;;;;;
3173;Zuid-Holland;2004 Total;729.2;452.6;276.6;275.1;173.3;56.5;21.2;5.6;2.6;2.9;1.3;4.0;;3.1;4.0;;;;;3481.3;2142.3;1339.1;1330.3;866.1;217.3;127.3;17.7;12.1;7.7;5.2;16.1;;24.8;34.6;;;;
3174;Zuid-Holland;2005 January;26.8;19.2;7.6;7.6;3.7;3.6;;;;;;;;;;;;;;112.3;76.9;35.4;35.4;18.0;15.4;;;;;;;;;;;;;
3175;Zuid-Holland;2005 February;33.1;24.2;8.9;8.8;2.9;5.5;;;;;;;;;;;;;;133.3;99.0;34.3;34.2;11.5;19.8;;;;;;;;;;;;;
3176;Zuid-Holland;2005 March;38.0;23.1;14.9;14.7;8.7;3.3;2.0;;;;;;;;;;;;;160.8;97.3;63.6;61.9;37.8;12.0;9.4;;;;;;;;;;;;
3177;Zuid-Holland;2005 1st Quarter;97.9;66.6;31.3;31.1;15.2;12.4;2.3;;;;;;;;;;;;;406.5;273.2;133.3;131.5;67.3;47.2;11.3;;;;;;;;;;;;
3178;Zuid-Holland;2005 April;53.0;24.9;28.1;27.9;11.7;8.5;3.7;2.3;;;;;;;;;;;;220.0;99.6;120.4;119.6;52.3;32.3;21.5;6.7;;;;;;;;;;;
3179;Zuid-Holland;2005 May;78.5;46.8;31.6;31.3;21.9;2.3;3.9;1.1;;;;;;;;;;;;303.6;184.5;119.1;118.2;79.5;7.4;19.9;2.9;;;;;;;;;;;
3180;Zuid-Holland;2005 June;69.8;47.1;22.8;22.5;13.8;2.4;3.4;;;;;;;;1.5;;;;;297.0;196.8;100.2;99.2;65.7;8.9;15.5;;;;;;;;4.9;;;;
3181;Zuid-Holland;2005 2nd Quarter;201.3;118.8;82.5;81.7;47.4;13.3;10.9;4.0;;;;;;1.1;2.7;;;;;820.6;480.9;339.7;337.0;197.5;48.6;57.0;10.9;;;;;;4.3;10.7;;;;
3182;Zuid-Holland;2005 July;101.4;52.2;49.2;48.8;28.5;6.3;4.5;2.3;;;;1.6;;;2.2;;;;;521.0;272.2;248.8;246.6;158.7;28.5;24.6;5.9;;;;7.8;;;8.7;;;;
3183;Zuid-Holland;2005 August;105.0;53.5;51.4;51.1;33.6;2.9;5.4;2.6;;2.4;;;;;1.9;;;;;603.8;330.2;273.6;272.2;196.1;12.9;36.9;5.7;;3.8;;;;;7.3;;;;
