ID;Activiteiten;SoortUitgaven;Perioden;TotaalAanbiedersVeiligheidszorg_1;DienstJustitieleInrichtingen_2;Politie_3;OpenbaarMinisterieEnRechtspraak_4;OverigeAanbiedersMinisterieVJ_5;BijzondereOpsporingsdiensten_6;Douane_7;OverigeAanbiedersOverigeMinisteries_8;Jeugdzorg_9;ProvinciesEnGemeenten_10;Verzekeraars_11;RechtskundigeDienstverleners_12;BeveiligingsEnOpsporingsbedrijven_13;VerkoopBeveiligingsmaterialen_14;TotaalAanbiedersVeiligheidszorg_15;DienstJustitieleInrichtingen_16;Politie_17;OpenbaarMinisterieEnRechtspraak_18;OverigeAanbiedersMinisterieVJ_19;BijzondereOpsporingsdiensten_20;Douane_21;OverigeAanbiedersOverigeMinisteries_22;Jeugdzorg_23;ProvinciesEnGemeenten_24;Verzekeraars_25;RechtskundigeDienstverleners_26;BeveiligingsEnOpsporingsbedrijven_27;VerkoopBeveiligingsmaterialen_28;TotaalAanbiedersVeiligheidszorg_29;DienstJustitieleInrichtingen_30;Politie_31;OpenbaarMinisterieEnRechtspraak_32;OverigeAanbiedersMinisterieVJ_33;BijzondereOpsporingsdiensten_34;Douane_35;OverigeAanbiedersOverigeMinisteries_36;Jeugdzorg_37;ProvinciesEnGemeenten_38;Verzekeraars_39;RechtskundigeDienstverleners_40;BeveiligingsEnOpsporingsbedrijven_41;VerkoopBeveiligingsmaterialen_42;TotaalAanbiedersVeiligheidszorg_43;DienstJustitieleInrichtingen_44;Politie_45;OpenbaarMinisterieEnRechtspraak_46;OverigeAanbiedersMinisterieVJ_47;BijzondereOpsporingsdiensten_48;Douane_49;OverigeAanbiedersOverigeMinisteries_50;Jeugdzorg_51;ProvinciesEnGemeenten_52;Verzekeraars_53;RechtskundigeDienstverleners_54;BeveiligingsEnOpsporingsbedrijven_55;VerkoopBeveiligingsmaterialen_56
10;Totaal activiteiten;Totaal uitgaven;2012;13062.7;2106.7;4530.8;955.9;908.7;157.7;311.4;206.2;66.7;576.8;;463.3;1940.2;838.5;11360.6;1829.7;3934.4;822.6;782.6;134.8;264.8;180.7;54.4;506.2;;409.2;1702.4;738.7;115.7;125.6;112.1;108.3;143.6;92.8;89.0;123.1;144.5;142.3;;146.2;119.5;85.9;-1.1;-1.9;0.5;-2.6;-1.0;4.7;-3.1;-1.6;4.3;-5.5;;-0.3;-0.2;-6.0
11;Totaal activiteiten;Totaal uitgaven;2013;12850.7;2333.2;4221.6;921.8;884.6;163.4;327.4;179.7;65.1;569.6;;467.9;1915.8;800.6;11073.1;2018.7;3643.2;786.0;758.5;138.7;276.9;156.2;53.2;497.3;;403.2;1651.3;689.9;112.8;138.6;103.8;103.5;139.2;95.5;93.1;106.3;141.2;139.8;;144.0;115.9;80.3;-2.5;10.3;-7.4;-4.4;-3.1;3.0;4.6;-13.6;-2.3;-1.8;;-1.5;-3.0;-6.6
12;Totaal activiteiten;Totaal uitgaven;2014;12782.7;2192.5;4311.6;834.8;870.6;170.5;328.7;181.6;62.2;577.8;;472.6;2004.1;775.6;10978.5;1888.1;3712.3;709.9;744.1;144.6;278.1;157.3;50.1;502.2;;403.3;1727.8;660.5;111.8;129.6;105.8;93.5;136.6;99.6;93.5;107.1;133.0;141.2;;144.0;121.2;76.8;-0.9;-6.5;1.9;-9.7;-1.9;4.3;0.4;0.8;-5.8;1.0;;0.0;4.6;-4.3
13;Totaal activiteiten;Totaal uitgaven;2015;12932.2;2121.2;4285.7;838.4;910.1;170.5;328.7;189.0;60.1;548.7;;472.6;2156.4;850.8;11043.2;1813.7;3678.6;712.9;774.0;144.3;277.7;162.8;47.8;472.0;;400.7;1837.7;720.9;112.5;124.5;104.8;93.9;142.0;99.4;93.4;110.8;127.0;132.7;;143.1;129.0;83.9;0.6;-3.9;-0.9;0.4;4.0;-0.2;-0.1;3.5;-4.5;-6.0;;-0.6;6.4;9.1
14;Totaal activiteiten;Personele uitgaven;2002;5287.6;583.8;2305.8;330.5;254.4;100.4;205.0;90.6;20.6;77.1;;150.6;939.5;229.4;5752.7;633.5;2494.1;356.7;275.6;109.0;222.4;96.8;22.5;83.0;;158.3;1056.9;243.9;94.7;94.3;99.8;80.9;84.2;96.4;87.6;105.1;74.6;55.3;;89.0;98.4;100.1;;;;;;;;;;;;;;
15;Totaal activiteiten;Personele uitgaven;2003;5784.3;626.6;2515.9;364.3;275.3;108.4;241.8;95.7;23.0;86.4;;164.0;1057.8;225.0;6046.5;654.5;2606.8;377.7;287.1;113.2;252.6;98.3;23.9;89.6;;168.8;1142.0;232.2;99.6;97.4;104.3;85.7;87.7;100.2;99.5;106.7;79.3;59.7;;94.9;106.4;95.3;5.1;3.3;4.5;5.9;4.2;3.9;13.6;1.6;6.2;7.9;;6.6;8.1;-4.8
16;Totaal activiteiten;Personele uitgaven;2004;5916.7;668.6;2566.5;380.9;295.2;112.1;247.1;90.5;27.8;112.0;;165.5;1011.8;238.8;6038.9;680.8;2616.4;386.4;300.5;114.1;251.6;91.6;28.4;113.5;;168.2;1046.5;240.7;99.4;101.3;104.7;87.7;91.8;101.0;99.1;99.6;94.3;75.7;;94.5;97.5;98.8;-0.1;4.0;0.4;2.3;4.7;0.8;-0.4;-6.7;19.0;26.7;;-0.3;-8.4;3.7
17;Totaal activiteiten;Personele uitgaven;2005;6073.3;672.0;2498.9;440.8;327.4;113.0;253.9;92.1;30.1;150.0;;178.0;1073.6;243.7;6073.3;672.0;2498.9;440.8;327.4;113.0;253.9;92.1;30.1;150.0;;178.0;1073.6;243.7;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;100.0;100.0;100.0;0.6;-1.3;-4.5;14.1;8.9;-1.0;0.9;0.5;6.0;32.2;;5.8;2.6;1.3
18;Totaal activiteiten;Personele uitgaven;2006;6375.1;709.7;2571.7;450.8;362.5;114.1;252.9;101.4;39.3;162.1;;223.2;1146.0;241.5;6350.8;702.5;2558.9;444.4;358.8;112.9;250.4;100.4;38.6;160.7;;220.6;1162.3;240.2;104.6;104.5;102.4;100.8;109.6;99.9;98.6;109.1;128.2;107.1;;124.0;108.3;98.6;4.6;4.5;2.4;0.8;9.6;-0.1;-1.4;9.1;28.2;7.1;;24.0;8.3;-1.4
19;Totaal activiteiten;Personele uitgaven;2007;6750.5;731.6;2656.6;497.8;396.6;113.1;264.0;125.2;38.6;175.8;;237.4;1260.0;253.8;6594.6;696.5;2611.1;478.0;378.2;107.7;251.4;120.4;36.7;169.5;;230.9;1265.2;248.8;108.6;103.6;104.5;108.4;115.5;95.3;99.0;130.8;121.9;113.0;;129.8;117.8;102.1;3.8;-0.9;2.0;7.6;5.4;-4.6;0.4;19.9;-4.9;5.5;;4.7;8.9;3.6
20;Totaal activiteiten;Personele uitgaven;2008;7452.6;824.2;2953.5;558.3;496.6;114.1;273.0;122.9;42.5;201.8;;247.2;1352.2;266.4;6879.0;758.8;2667.9;515.6;457.6;105.1;251.4;114.2;38.6;187.0;;234.6;1297.3;250.8;113.3;112.9;106.8;117.0;139.8;93.0;99.0;124.0;128.2;124.7;;131.8;120.8;102.9;4.3;8.9;2.2;7.9;21.0;-2.4;0.0;-5.2;5.2;10.3;;1.6;2.5;0.8
21;Totaal activiteiten;Personele uitgaven;2009;7943.8;863.3;3192.0;605.5;544.3;120.2;279.6;131.4;46.2;228.0;;282.7;1394.8;255.7;7147.4;769.5;2826.1;540.6;486.3;107.2;249.2;118.5;39.7;209.3;;265.2;1301.0;234.7;117.7;114.5;113.1;122.7;148.6;94.8;98.2;128.8;132.0;139.5;;149.0;121.2;96.3;3.9;1.4;5.9;4.9;6.3;2.0;-0.8;3.8;2.9;11.9;;13.0;0.3;-6.4
22;Totaal activiteiten;Personele uitgaven;2010;7975.7;883.0;3248.1;588.7;560.8;125.3;284.2;127.2;48.1;243.9;;284.1;1349.2;233.2;7001.3;762.7;2817.8;509.9;485.5;108.2;245.5;113.7;39.8;220.2;;263.2;1223.5;211.5;115.3;113.5;112.8;115.7;148.3;95.8;96.7;123.5;132.2;146.8;;147.9;114.0;86.8;-2.0;-0.9;-0.3;-5.7;-0.2;1.0;-1.5;-4.1;0.2;5.2;;-0.8;-6.0;-9.9
23;Totaal activiteiten;Personele uitgaven;2011;8029.9;893.7;3196.3;609.3;561.4;122.7;287.0;127.0;50.3;243.5;;290.6;1410.7;237.3;7044.0;769.6;2800.9;525.6;483.9;105.7;247.2;113.1;40.8;218.2;;263.0;1264.1;211.8;116.0;114.5;112.1;119.2;147.8;93.5;97.4;122.9;135.5;145.5;;147.8;117.7;86.9;0.6;0.9;-0.6;3.1;-0.3;-2.3;0.7;-0.5;2.5;-0.9;;0.0;3.3;0.2
24;Totaal activiteiten;Personele uitgaven;2012;8121.4;893.3;3272.4;601.6;565.1;127.6;286.6;138.4;53.3;236.0;;296.7;1422.3;228.2;6994.0;757.3;2822.2;509.4;479.0;108.2;242.9;120.8;42.6;205.0;;262.1;1245.0;199.5;115.2;112.7;112.9;115.6;146.3;95.7;95.7;131.3;141.5;136.7;;147.3;116.0;81.9;-0.7;-1.6;0.8;-3.1;-1.0;2.3;-1.7;6.8;4.4;-6.1;;-0.4;-1.5;-5.8
25;Totaal activiteiten;Personele uitgaven;2013;8139.6;989.4;3213.9;624.9;546.0;131.8;290.6;122.5;52.0;233.1;;299.7;1418.0;217.7;6939.9;832.2;2753.5;523.9;459.5;110.9;244.5;105.6;41.6;200.2;;258.2;1222.2;187.6;114.3;123.8;110.2;118.9;140.3;98.1;96.3;114.7;138.3;133.5;;145.1;113.8;77.0;-0.8;9.9;-2.4;2.8;-4.1;2.5;0.6;-12.6;-2.2;-2.4;;-1.5;-1.8;-6.0
26;Totaal activiteiten;Personele uitgaven;2014;8193.0;929.8;3252.4;620.8;536.6;140.0;288.8;120.7;49.7;236.4;;302.8;1502.5;212.4;6989.0;783.1;2785.5;522.6;451.9;118.0;243.2;104.0;39.2;203.6;;258.4;1299.7;179.8;115.1;116.5;111.5;118.6;138.0;104.4;95.8;113.0;130.1;135.7;;145.2;121.1;73.8;0.7;-5.9;1.2;-0.2;-1.7;6.4;-0.5;-1.5;-5.9;1.7;;0.1;6.3;-4.1
27;Totaal activiteiten;Personele uitgaven;2015;8350.3;912.2;3291.1;617.2;550.0;140.0;288.8;129.4;48.0;224.6;;302.8;1616.7;229.5;7103.7;768.3;2818.6;521.7;462.7;118.0;243.2;111.3;37.4;191.7;;256.7;1380.0;194.2;117.0;114.3;112.8;118.3;141.3;104.4;95.8;120.9;124.2;127.8;;144.3;128.5;79.7;1.6;-1.9;1.2;-0.2;2.4;0.0;0.0;7.0;-4.5;-5.8;;-0.6;6.2;8.0
28;Totaal activiteiten;Materiële uitgaven;2002;3238.6;600.5;901.9;279.0;241.0;46.9;23.6;50.6;5.2;106.4;;85.9;307.5;590.2;3402.8;630.8;947.5;293.1;253.2;49.3;24.7;53.2;5.4;111.8;;90.3;323.2;620.4;90.9;80.4;93.8;92.0;116.4;153.0;56.7;97.0;71.9;54.3;;88.5;92.0;100.7;;;;;;;;;;;;;;
29;Totaal activiteiten;Materiële uitgaven;2003;3325.2;663.3;870.5;293.6;237.1;39.0;27.8;51.8;5.8;119.0;;93.8;346.2;577.4;3392.0;673.9;884.4;298.3;240.9;39.6;28.2;52.6;5.9;120.9;;96.5;356.4;594.4;90.6;85.8;87.5;93.6;110.8;122.9;64.7;96.0;77.8;58.8;;94.6;101.4;96.5;-0.3;6.8;-6.7;1.8;-4.8;-19.7;14.1;-1.0;8.1;8.2;;6.9;10.3;-4.2
30;Totaal activiteiten;Materiële uitgaven;2004;3571.0;784.3;922.5;350.1;199.7;32.8;29.3;57.4;7.0;155.0;;94.9;331.2;607.0;3631.5;797.7;938.2;356.0;203.0;33.3;29.8;58.3;7.1;157.6;;96.5;336.7;617.2;97.0;101.6;92.8;111.8;93.4;103.5;68.2;106.4;93.8;76.6;;94.6;95.8;100.2;7.1;18.4;6.1;19.3;-15.7;-15.8;5.5;10.9;20.7;30.4;;0.0;-5.5;3.8
31;Totaal activiteiten;Materiële uitgaven;2005;3744.9;785.0;1010.5;318.6;217.5;32.2;43.7;54.8;7.6;205.7;;102.1;351.4;615.9;3744.9;785.0;1010.5;318.6;217.5;32.2;43.7;54.8;7.6;205.7;;102.1;351.4;615.9;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;100.0;100.0;100.0;3.1;-1.6;7.7;-10.5;7.1;-3.4;46.7;-6.0;6.6;30.5;;5.8;4.4;-0.2
32;Totaal activiteiten;Materiële uitgaven;2006;4075.7;845.7;1150.6;328.4;248.7;33.0;53.6;64.2;10.4;226.2;;127.4;375.0;612.2;4033.6;837.3;1139.2;325.2;246.3;32.7;53.1;63.6;10.3;224.0;;126.0;370.7;605.2;107.7;106.7;112.7;102.1;113.2;101.5;121.5;116.0;136.4;108.9;;123.4;105.5;98.3;7.7;6.7;12.7;2.1;13.2;1.5;21.5;16.0;36.4;8.9;;23.4;5.5;-1.7
33;Totaal activiteiten;Materiële uitgaven;2007;4369.2;963.0;1206.6;323.0;298.2;34.3;34.1;70.6;9.0;236.9;;132.3;397.0;664.2;4252.8;937.5;1174.7;314.5;290.3;33.4;33.2;68.7;8.7;230.7;;128.7;386.2;646.2;113.6;119.4;116.3;98.7;133.5;103.8;76.1;125.4;115.0;112.1;;126.1;109.9;104.9;5.4;12.0;3.1;-3.3;17.9;2.3;-37.4;8.1;-15.7;3.0;;2.2;4.2;6.8
34;Totaal activiteiten;Materiële uitgaven;2008;4578.7;1038.0;1241.2;303.3;311.1;31.5;28.7;63.1;10.9;281.3;;138.8;435.8;695.0;4317.7;976.4;1167.5;285.3;292.6;29.6;27.0;59.3;10.3;264.6;;131.8;413.7;659.7;115.3;124.4;115.5;89.5;134.5;92.0;61.8;108.2;135.4;128.6;;129.1;117.7;107.1;1.5;4.1;-0.6;-9.3;0.8;-11.4;-18.7;-13.7;17.7;14.7;;2.4;7.1;2.1
35;Totaal activiteiten;Materiële uitgaven;2009;4883.9;1131.6;1312.0;313.3;340.4;26.2;24.6;74.9;11.6;333.1;;158.6;493.2;664.3;4580.5;1061.2;1230.4;293.8;319.2;24.6;23.0;70.3;10.9;312.4;;148.8;462.7;623.1;122.3;135.2;121.8;92.2;146.8;76.3;52.8;128.2;144.1;151.9;;145.8;131.7;101.2;6.1;8.7;5.4;3.0;9.1;-17.1;-14.6;18.5;6.4;18.1;;12.9;11.8;-5.5
36;Totaal activiteiten;Materiële uitgaven;2010;4904.7;1163.2;1241.7;343.0;338.7;32.9;44.1;88.9;12.1;363.6;;159.4;503.0;614.0;4485.8;1059.1;1130.6;312.3;308.4;30.0;40.1;80.9;11.0;331.1;;147.7;465.9;568.7;119.8;134.9;111.9;98.0;141.8;93.2;91.9;147.7;145.5;161.0;;144.7;132.6;92.3;-2.1;-0.2;-8.1;6.3;-3.4;22.1;74.1;15.2;1.0;6.0;;-0.8;0.7;-8.7
37;Totaal activiteiten;Materiële uitgaven;2011;4925.0;1213.8;1236.4;353.5;339.5;25.4;28.9;78.2;12.7;351.5;;163.1;487.7;634.1;4447.7;1095.3;1115.7;319.0;306.4;23.0;26.1;70.6;11.4;317.2;;147.6;441.4;573.9;118.8;139.5;110.4;100.1;140.9;71.3;59.7;128.8;150.7;154.2;;144.6;125.6;93.2;-0.9;3.4;-1.3;2.1;-0.7;-23.5;-35.0;-12.7;3.6;-4.2;;0.0;-5.3;0.9
38;Totaal activiteiten;Materiële uitgaven;2012;4941.3;1213.3;1258.4;354.3;343.6;30.1;24.8;67.8;13.4;340.7;;166.6;517.9;610.4;4366.6;1072.4;1112.2;313.2;303.6;26.6;21.9;59.9;11.9;301.1;;147.1;457.5;539.2;116.6;136.6;110.1;98.3;139.6;82.7;50.2;109.3;156.5;146.4;;144.2;130.2;87.5;-1.8;-2.1;-0.3;-1.8;-0.9;15.9;-16.0;-15.2;3.8;-5.1;;-0.3;3.6;-6.1
39;Totaal activiteiten;Materiële uitgaven;2013;4711.2;1343.8;1007.6;296.9;338.6;31.5;36.7;57.3;13.1;336.5;;168.3;497.9;582.9;4133.2;1186.5;889.7;262.1;299.0;27.8;32.4;50.6;11.6;297.1;;145.0;429.0;502.3;110.4;151.1;88.0;82.3;137.5;86.5;74.3;92.3;152.7;144.4;;142.1;122.1;81.6;-5.3;10.6;-20.0;-16.3;-1.5;4.6;48.0;-15.6;-2.5;-1.3;;-1.5;-6.2;-6.8
40;Totaal activiteiten;Materiële uitgaven;2014;4589.7;1262.8;1059.1;214.0;334.0;30.5;39.9;60.9;12.5;341.3;;169.8;501.6;563.2;3989.5;1105.0;926.8;187.3;292.3;26.7;34.9;53.3;10.9;298.7;;144.9;428.0;480.7;106.5;140.8;91.7;58.8;134.4;82.9;80.0;97.3;144.5;145.2;;142.0;121.8;78.0;-3.5;-6.9;4.2;-28.6;-2.3;-4.2;7.6;5.5;-5.3;0.5;;-0.1;-0.2;-4.3
41;Totaal activiteiten;Materiële uitgaven;2015;4581.9;1209.0;994.7;221.2;360.0;30.5;39.9;59.6;12.1;324.1;;169.8;539.7;621.2;3939.5;1045.4;860.1;191.3;311.3;26.4;34.5;51.5;10.4;280.3;;144.0;457.6;526.7;105.2;133.2;85.1;60.0;143.1;81.9;79.0;94.0;137.9;136.3;;141.1;130.2;85.5;-1.3;-5.4;-7.2;2.1;6.5;-1.2;-1.2;-3.4;-4.6;-6.2;;-0.6;6.9;9.6
42;Preventie;Totaal uitgaven;2002;4036.0;;1365.6;;76.7;51.1;228.5;92.7;;183.5;;;1218.3;819.6;4354.7;;1465.1;;82.3;54.5;247.2;98.4;;194.8;;;1348.3;864.3;93.1;;97.4;;57.3;161.2;83.1;107.5;;54.8;;;96.8;100.5;;;;;;;;;;;;;;
43;Preventie;Totaal uitgaven;2003;4320.9;;1438.7;;90.1;42.4;269.6;100.6;;205.4;;;1371.7;802.5;4504.4;;1483.1;;93.0;43.7;280.8;102.7;;210.4;;;1463.9;826.5;96.3;;98.6;;64.8;129.4;94.4;112.3;;59.2;;;105.1;96.2;3.4;;1.2;;13.1;-19.7;13.6;4.4;;8.1;;;8.6;-4.4
44;Preventie;Totaal uitgaven;2004;4431.4;;1497.4;;100.1;38.2;276.4;94.4;;267.0;;;1312.1;845.8;4523.8;;1525.5;;101.9;38.9;281.4;95.7;;271.1;;;1351.4;857.9;96.7;;101.4;;71.0;115.2;94.6;104.6;;76.2;;;97.1;99.8;0.4;;2.9;;9.5;-11.0;0.2;-6.9;;28.8;;;-7.7;3.8
45;Preventie;Totaal uitgaven;2005;4678.4;;1504.6;;143.5;33.8;297.5;91.5;;355.7;;;1392.2;859.6;4678.4;;1504.6;;143.5;33.8;297.5;91.5;;355.7;;;1392.2;859.6;100.0;;100.0;;100.0;100.0;100.0;100.0;;100.0;;;100.0;100.0;3.4;;-1.4;;40.9;-13.2;5.7;-4.4;;31.2;;;3.0;0.2
46;Preventie;Totaal uitgaven;2006;4936.1;;1589.5;;185.8;34.6;306.5;91.6;;388.4;;;1486.0;853.7;4919.4;;1579.2;;183.9;34.2;303.4;90.7;;384.6;;;1497.8;845.4;105.1;;105.0;;128.1;101.3;102.0;99.2;;108.1;;;107.6;98.3;5.1;;5.0;;28.1;1.3;2.0;-0.8;;8.1;;;7.6;-1.7
47;Preventie;Totaal uitgaven;2007;5262.2;;1653.6;;229.0;38.7;298.2;93.2;;412.7;;;1618.9;918.0;5161.3;;1620.4;;220.5;37.2;284.6;90.1;;400.2;;;1613.5;894.9;110.3;;107.7;;153.6;110.0;95.7;98.5;;112.5;;;115.9;104.1;4.9;;2.6;;19.9;8.5;-6.2;-0.7;;4.0;;;7.7;5.9
48;Preventie;Totaal uitgaven;2008;5645.2;;1777.4;;244.7;31.4;301.7;98.7;;483.1;;;1746.9;961.4;5286.1;;1625.3;;227.3;29.2;278.4;92.1;;451.6;;;1671.7;910.5;113.0;;108.0;;158.4;86.3;93.6;100.7;;127.0;;;120.1;105.9;2.4;;0.3;;3.1;-21.5;-2.2;2.3;;12.9;;;3.6;1.7
49;Preventie;Totaal uitgaven;2009;5966.1;;1916.2;;259.8;32.2;304.2;128.0;;561.2;;;1844.6;919.9;5484.2;;1726.0;;236.6;29.2;272.3;117.4;;521.7;;;1723.1;857.8;117.2;;114.7;;164.9;86.4;91.5;128.4;;146.7;;;123.8;99.8;3.7;;6.2;;4.1;0.1;-2.2;27.5;;15.5;;;3.1;-5.8
50;Preventie;Totaal uitgaven;2010;5952.1;;1913.6;;266.9;33.5;328.2;145.8;;607.6;;;1809.5;847.1;5347.3;;1683.0;;235.6;29.4;285.6;131.7;;551.2;;;1650.5;780.2;114.3;;111.9;;164.2;87.1;96.0;144.0;;155.0;;;118.6;90.8;-2.5;;-2.5;;-0.4;0.7;4.9;12.1;;5.7;;;-4.2;-9.0
