ID;Activiteiten;SoortUitgaven;Perioden;TotaalAanbiedersVeiligheidszorg_1;DienstJustitieleInrichtingen_2;Politie_3;OpenbaarMinisterieEnRechtspraak_4;OverigeAanbiedersMinisterieVJ_5;BijzondereOpsporingsdiensten_6;Douane_7;OverigeAanbiedersOverigeMinisteries_8;Jeugdzorg_9;ProvinciesEnGemeenten_10;Verzekeraars_11;RechtskundigeDienstverleners_12;BeveiligingsEnOpsporingsbedrijven_13;VerkoopBeveiligingsmaterialen_14;TotaalAanbiedersVeiligheidszorg_15;DienstJustitieleInrichtingen_16;Politie_17;OpenbaarMinisterieEnRechtspraak_18;OverigeAanbiedersMinisterieVJ_19;BijzondereOpsporingsdiensten_20;Douane_21;OverigeAanbiedersOverigeMinisteries_22;Jeugdzorg_23;ProvinciesEnGemeenten_24;Verzekeraars_25;RechtskundigeDienstverleners_26;BeveiligingsEnOpsporingsbedrijven_27;VerkoopBeveiligingsmaterialen_28;TotaalAanbiedersVeiligheidszorg_29;DienstJustitieleInrichtingen_30;Politie_31;OpenbaarMinisterieEnRechtspraak_32;OverigeAanbiedersMinisterieVJ_33;BijzondereOpsporingsdiensten_34;Douane_35;OverigeAanbiedersOverigeMinisteries_36;Jeugdzorg_37;ProvinciesEnGemeenten_38;Verzekeraars_39;RechtskundigeDienstverleners_40;BeveiligingsEnOpsporingsbedrijven_41;VerkoopBeveiligingsmaterialen_42;TotaalAanbiedersVeiligheidszorg_43;DienstJustitieleInrichtingen_44;Politie_45;OpenbaarMinisterieEnRechtspraak_46;OverigeAanbiedersMinisterieVJ_47;BijzondereOpsporingsdiensten_48;Douane_49;OverigeAanbiedersOverigeMinisteries_50;Jeugdzorg_51;ProvinciesEnGemeenten_52;Verzekeraars_53;RechtskundigeDienstverleners_54;BeveiligingsEnOpsporingsbedrijven_55;VerkoopBeveiligingsmaterialen_56
129;Vervolging;Totaal uitgaven;2005;593.5;;;516.0;77.6;;;;;;;;;;593.5;;;516.0;77.6;;;;;;;;;;100.0;;;100.0;100.0;;;;;;;;;;-2.6;;;-1.8;-7.6;;;;;;;;;
130;Vervolging;Totaal uitgaven;2006;590.0;;;520.2;69.8;;;;;;;;;;582.9;;;513.8;69.1;;;;;;;;;;98.2;;;99.6;89.1;;;;;;;;;;-1.8;;;-0.4;-10.9;;;;;;;;;
131;Vervolging;Totaal uitgaven;2007;619.2;;;544.9;74.3;;;;;;;;;;597.7;;;526.4;71.3;;;;;;;;;;100.7;;;102.0;91.9;;;;;;;;;;2.5;;;2.5;3.1;;;;;;;;;
132;Vervolging;Totaal uitgaven;2008;669.4;;;570.9;98.5;;;;;;;;;;622.2;;;531.0;91.2;;;;;;;;;;104.8;;;102.9;117.6;;;;;;;;;;4.1;;;0.9;28.0;;;;;;;;;
133;Vervolging;Totaal uitgaven;2009;714.1;;;611.2;103.0;;;;;;;;;;649.0;;;555.9;93.2;;;;;;;;;;109.3;;;107.7;120.1;;;;;;;;;;4.3;;;4.7;2.1;;;;;;;;;
134;Vervolging;Totaal uitgaven;2010;714.5;;;615.6;98.9;;;;;;;;;;631.5;;;544.7;86.8;;;;;;;;;;106.4;;;105.6;111.9;;;;;;;;;;-2.7;;;-2.0;-6.8;;;;;;;;;
135;Vervolging;Totaal uitgaven;2011;751.7;;;641.0;110.6;;;;;;;;;;660.2;;;563.7;96.5;;;;;;;;;;111.2;;;109.3;124.4;;;;;;;;;;4.5;;;3.5;11.2;;;;;;;;;
136;Vervolging;Totaal uitgaven;2012;750.6;;;636.9;113.6;;;;;;;;;;646.7;;;549.3;97.4;;;;;;;;;;109.0;;;106.5;125.6;;;;;;;;;;-2.0;;;-2.6;0.9;;;;;;;;;
137;Vervolging;Totaal uitgaven;2013;662.1;;;578.0;84.0;;;;;;;;;;565.1;;;493.6;71.5;;;;;;;;;;95.2;;;95.7;92.2;;;;;;;;;;-12.6;;;-10.2;-26.6;;;;;;;;;
138;Vervolging;Totaal uitgaven;2014;562.4;;;482.5;80.0;;;;;;;;;;478.0;;;410.1;67.9;;;;;;;;;;80.5;;;79.5;87.6;;;;;;;;;;-15.4;;;-16.9;-5.0;;;;;;;;;
139;Vervolging;Totaal uitgaven;2015;563.1;;;484.2;78.9;;;;;;;;;;478.4;;;411.7;66.8;;;;;;;;;;80.6;;;79.8;86.1;;;;;;;;;;0.1;;;0.4;-1.7;;;;;;;;;
140;Vervolging;Personele uitgaven;2002;265.0;;;206.5;58.5;;;;;;;;;;286.3;;;222.9;63.4;;;;;;;;;;84.9;;;81.1;101.5;;;;;;;;;;;;;;;;;;;;;;;
141;Vervolging;Personele uitgaven;2003;292.9;;;224.5;68.4;;;;;;;;;;304.0;;;232.8;71.3;;;;;;;;;;90.1;;;84.7;114.2;;;;;;;;;;6.2;;;4.4;12.5;;;;;;;;;
142;Vervolging;Personele uitgaven;2004;299.8;;;236.2;63.6;;;;;;;;;;304.4;;;239.7;64.8;;;;;;;;;;90.2;;;87.2;103.8;;;;;;;;;;0.1;;;3.0;-9.1;;;;;;;;;
143;Vervolging;Personele uitgaven;2005;337.3;;;274.9;62.4;;;;;;;;;;337.3;;;274.9;62.4;;;;;;;;;;100.0;;;100.0;100.0;;;;;;;;;;10.8;;;14.7;-3.6;;;;;;;;;
144;Vervolging;Personele uitgaven;2006;339.4;;;286.6;52.8;;;;;;;;;;334.8;;;282.6;52.2;;;;;;;;;;99.2;;;102.8;83.7;;;;;;;;;;-0.8;;;2.8;-16.3;;;;;;;;;
145;Vervolging;Personele uitgaven;2007;362.8;;;307.9;54.9;;;;;;;;;;348.1;;;295.7;52.4;;;;;;;;;;103.2;;;107.6;83.9;;;;;;;;;;4.0;;;4.7;0.3;;;;;;;;;
146;Vervolging;Personele uitgaven;2008;427.4;;;352.5;74.9;;;;;;;;;;394.6;;;325.6;69.0;;;;;;;;;;117.0;;;118.4;110.6;;;;;;;;;;13.4;;;10.1;31.8;;;;;;;;;
147;Vervolging;Personele uitgaven;2009;461.8;;;384.4;77.4;;;;;;;;;;412.4;;;343.2;69.2;;;;;;;;;;122.3;;;124.8;110.9;;;;;;;;;;4.5;;;5.4;0.2;;;;;;;;;
148;Vervolging;Personele uitgaven;2010;429.1;;;355.4;73.7;;;;;;;;;;371.6;;;307.8;63.8;;;;;;;;;;110.2;;;112.0;102.2;;;;;;;;;;-9.9;;;-10.3;-7.8;;;;;;;;;
149;Vervolging;Personele uitgaven;2011;452.3;;;370.1;82.3;;;;;;;;;;390.1;;;319.2;70.9;;;;;;;;;;115.7;;;116.1;113.6;;;;;;;;;;5.0;;;3.7;11.1;;;;;;;;;
150;Vervolging;Personele uitgaven;2012;451.6;;;367.4;84.2;;;;;;;;;;382.5;;;311.2;71.3;;;;;;;;;;113.4;;;113.2;114.3;;;;;;;;;;-2.0;;;-2.5;0.6;;;;;;;;;
151;Vervolging;Personele uitgaven;2013;441.4;;;377.0;64.4;;;;;;;;;;370.3;;;316.1;54.2;;;;;;;;;;109.8;;;115.0;86.8;;;;;;;;;;-3.2;;;1.6;-24.0;;;;;;;;;
152;Vervolging;Personele uitgaven;2014;426.3;;;364.9;61.4;;;;;;;;;;358.9;;;307.2;51.7;;;;;;;;;;106.4;;;111.7;82.9;;;;;;;;;;-3.1;;;-2.8;-4.6;;;;;;;;;
153;Vervolging;Personele uitgaven;2015;420.9;;;359.9;60.9;;;;;;;;;;355.4;;;304.2;51.2;;;;;;;;;;105.4;;;110.7;82.1;;;;;;;;;;-1.0;;;-1.0;-1.0;;;;;;;;;
154;Vervolging;Materiële uitgaven;2002;237.3;;;218.1;19.2;;;;;;;;;;249.3;;;229.1;20.2;;;;;;;;;;97.3;;;95.0;133.2;;;;;;;;;;;;;;;;;;;;;;;
155;Vervolging;Materiële uitgaven;2003;253.4;;;233.9;19.5;;;;;;;;;;257.5;;;237.7;19.8;;;;;;;;;;100.5;;;98.6;130.9;;;;;;;;;;3.3;;;3.7;-1.7;;;;;;;;;
156;Vervolging;Materiële uitgaven;2004;299.9;;;281.0;18.8;;;;;;;;;;305.0;;;285.8;19.2;;;;;;;;;;119.0;;;118.6;126.5;;;;;;;;;;18.4;;;20.3;-3.4;;;;;;;;;
157;Vervolging;Materiële uitgaven;2005;256.2;;;241.1;15.1;;;;;;;;;;256.2;;;241.1;15.1;;;;;;;;;;100.0;;;100.0;100.0;;;;;;;;;;-16.0;;;-15.7;-21.0;;;;;;;;;
158;Vervolging;Materiële uitgaven;2006;250.6;;;233.5;17.1;;;;;;;;;;248.1;;;231.2;16.9;;;;;;;;;;96.8;;;95.9;111.7;;;;;;;;;;-3.2;;;-4.1;11.7;;;;;;;;;
159;Vervolging;Materiële uitgaven;2007;256.4;;;237.0;19.4;;;;;;;;;;249.6;;;230.7;18.9;;;;;;;;;;97.4;;;95.7;124.7;;;;;;;;;;0.6;;;-0.2;11.7;;;;;;;;;
160;Vervolging;Materiële uitgaven;2008;242.0;;;218.4;23.6;;;;;;;;;;227.6;;;205.4;22.2;;;;;;;;;;88.8;;;85.2;146.5;;;;;;;;;;-8.8;;;-11.0;17.4;;;;;;;;;
161;Vervolging;Materiële uitgaven;2009;252.3;;;226.8;25.6;;;;;;;;;;236.6;;;212.7;24.0;;;;;;;;;;92.4;;;88.2;158.3;;;;;;;;;;4.0;;;3.5;8.1;;;;;;;;;
162;Vervolging;Materiële uitgaven;2010;285.4;;;260.2;25.2;;;;;;;;;;259.9;;;236.9;23.0;;;;;;;;;;101.4;;;98.3;151.7;;;;;;;;;;9.8;;;11.4;-4.2;;;;;;;;;
163;Vervolging;Materiële uitgaven;2011;299.3;;;270.9;28.4;;;;;;;;;;270.1;;;244.5;25.6;;;;;;;;;;105.4;;;101.4;169.1;;;;;;;;;;3.9;;;3.2;11.5;;;;;;;;;
164;Vervolging;Materiële uitgaven;2012;299.0;;;269.5;29.5;;;;;;;;;;264.3;;;238.2;26.1;;;;;;;;;;103.1;;;98.8;172.1;;;;;;;;;;-2.2;;;-2.6;1.8;;;;;;;;;
165;Vervolging;Materiële uitgaven;2013;220.6;;;201.0;19.6;;;;;;;;;;194.8;;;177.5;17.3;;;;;;;;;;76.0;;;73.6;114.4;;;;;;;;;;-26.3;;;-25.5;-33.5;;;;;;;;;
166;Vervolging;Materiële uitgaven;2014;136.2;;;117.6;18.5;;;;;;;;;;119.2;;;102.9;16.2;;;;;;;;;;46.5;;;42.7;107.1;;;;;;;;;;-38.8;;;-42.0;-6.4;;;;;;;;;
167;Vervolging;Materiële uitgaven;2015;142.3;;;124.3;18.0;;;;;;;;;;123.0;;;107.5;15.6;;;;;;;;;;48.0;;;44.6;102.7;;;;;;;;;;3.2;;;4.4;-4.1;;;;;;;;;
168;Berechting;Totaal uitgaven;2002;184.9;;;184.9;;;;;;;;;;;197.8;;;197.8;;;;;;;;;;;81.3;;;81.3;;;;;;;;;;;;;;;;;;;;;;;;
169;Berechting;Totaal uitgaven;2003;199.5;;;199.5;;;;;;;;;;;205.6;;;205.6;;;;;;;;;;;84.5;;;84.5;;;;;;;;;;;3.9;;;3.9;;;;;;;;;;
170;Berechting;Totaal uitgaven;2004;213.7;;;213.7;;;;;;;;;;;217.0;;;217.0;;;;;;;;;;;89.2;;;89.2;;;;;;;;;;;5.5;;;5.5;;;;;;;;;;
171;Berechting;Totaal uitgaven;2005;243.4;;;243.4;;;;;;;;;;;243.4;;;243.4;;;;;;;;;;;100.0;;;100.0;;;;;;;;;;;12.2;;;12.2;;;;;;;;;;
172;Berechting;Totaal uitgaven;2006;259.0;;;259.0;;;;;;;;;;;255.8;;;255.8;;;;;;;;;;;105.1;;;105.1;;;;;;;;;;;5.1;;;5.1;;;;;;;;;;
173;Berechting;Totaal uitgaven;2007;275.9;;;275.9;;;;;;;;;;;266.1;;;266.1;;;;;;;;;;;109.3;;;109.3;;;;;;;;;;;4.0;;;4.0;;;;;;;;;;
174;Berechting;Totaal uitgaven;2008;290.7;;;290.7;;;;;;;;;;;269.9;;;269.9;;;;;;;;;;;110.9;;;110.9;;;;;;;;;;;1.4;;;1.4;;;;;;;;;;
175;Berechting;Totaal uitgaven;2009;307.7;;;307.7;;;;;;;;;;;278.6;;;278.6;;;;;;;;;;;114.5;;;114.5;;;;;;;;;;;3.2;;;3.2;;;;;;;;;;
176;Berechting;Totaal uitgaven;2010;316.1;;;316.1;;;;;;;;;;;277.5;;;277.5;;;;;;;;;;;114.0;;;114.0;;;;;;;;;;;-0.4;;;-0.4;;;;;;;;;;
177;Berechting;Totaal uitgaven;2011;321.8;;;321.8;;;;;;;;;;;280.9;;;280.9;;;;;;;;;;;115.4;;;115.4;;;;;;;;;;;1.2;;;1.2;;;;;;;;;;
178;Berechting;Totaal uitgaven;2012;318.9;;;318.9;;;;;;;;;;;273.2;;;273.2;;;;;;;;;;;112.3;;;112.3;;;;;;;;;;;-2.7;;;-2.7;;;;;;;;;;
179;Berechting;Totaal uitgaven;2013;343.7;;;343.7;;;;;;;;;;;292.5;;;292.5;;;;;;;;;;;120.2;;;120.2;;;;;;;;;;;7.0;;;7.0;;;;;;;;;;
180;Berechting;Totaal uitgaven;2014;352.3;;;352.3;;;;;;;;;;;299.8;;;299.8;;;;;;;;;;;123.2;;;123.2;;;;;;;;;;;2.5;;;2.5;;;;;;;;;;
181;Berechting;Totaal uitgaven;2015;354.2;;;354.2;;;;;;;;;;;301.3;;;301.3;;;;;;;;;;;123.8;;;123.8;;;;;;;;;;;0.5;;;0.5;;;;;;;;;;
182;Berechting;Personele uitgaven;2002;124.0;;;124.0;;;;;;;;;;;133.8;;;133.8;;;;;;;;;;;80.7;;;80.7;;;;;;;;;;;;;;;;;;;;;;;;
183;Berechting;Personele uitgaven;2003;139.8;;;139.8;;;;;;;;;;;144.9;;;144.9;;;;;;;;;;;87.4;;;87.4;;;;;;;;;;;8.3;;;8.3;;;;;;;;;;
184;Berechting;Personele uitgaven;2004;144.7;;;144.7;;;;;;;;;;;146.8;;;146.8;;;;;;;;;;;88.5;;;88.5;;;;;;;;;;;1.3;;;1.3;;;;;;;;;;
185;Berechting;Personele uitgaven;2005;165.9;;;165.9;;;;;;;;;;;165.9;;;165.9;;;;;;;;;;;100.0;;;100.0;;;;;;;;;;;13.0;;;13.0;;;;;;;;;;
186;Berechting;Personele uitgaven;2006;164.1;;;164.1;;;;;;;;;;;161.8;;;161.8;;;;;;;;;;;97.5;;;97.5;;;;;;;;;;;-2.5;;;-2.5;;;;;;;;;;
187;Berechting;Personele uitgaven;2007;189.9;;;189.9;;;;;;;;;;;182.3;;;182.3;;;;;;;;;;;109.9;;;109.9;;;;;;;;;;;12.7;;;12.7;;;;;;;;;;
188;Berechting;Personele uitgaven;2008;205.8;;;205.8;;;;;;;;;;;190.0;;;190.0;;;;;;;;;;;114.6;;;114.6;;;;;;;;;;;4.2;;;4.2;;;;;;;;;;
189;Berechting;Personele uitgaven;2009;221.1;;;221.1;;;;;;;;;;;197.4;;;197.4;;;;;;;;;;;119.0;;;119.0;;;;;;;;;;;3.9;;;3.9;;;;;;;;;;
190;Berechting;Personele uitgaven;2010;233.3;;;233.3;;;;;;;;;;;202.0;;;202.0;;;;;;;;;;;121.8;;;121.8;;;;;;;;;;;2.3;;;2.3;;;;;;;;;;
191;Berechting;Personele uitgaven;2011;239.2;;;239.2;;;;;;;;;;;206.3;;;206.3;;;;;;;;;;;124.4;;;124.4;;;;;;;;;;;2.1;;;2.1;;;;;;;;;;
192;Berechting;Personele uitgaven;2012;234.1;;;234.1;;;;;;;;;;;198.3;;;198.3;;;;;;;;;;;119.5;;;119.5;;;;;;;;;;;-3.9;;;-3.9;;;;;;;;;;
193;Berechting;Personele uitgaven;2013;247.9;;;247.9;;;;;;;;;;;207.8;;;207.8;;;;;;;;;;;125.3;;;125.3;;;;;;;;;;;4.8;;;4.8;;;;;;;;;;
194;Berechting;Personele uitgaven;2014;255.9;;;255.9;;;;;;;;;;;215.5;;;215.5;;;;;;;;;;;129.9;;;129.9;;;;;;;;;;;3.7;;;3.7;;;;;;;;;;
195;Berechting;Personele uitgaven;2015;257.3;;;257.3;;;;;;;;;;;217.4;;;217.4;;;;;;;;;;;131.1;;;131.1;;;;;;;;;;;0.9;;;0.9;;;;;;;;;;
196;Berechting;Materiële uitgaven;2002;60.9;;;60.9;;;;;;;;;;;64.0;;;64.0;;;;;;;;;;;82.6;;;82.6;;;;;;;;;;;;;;;;;;;;;;;;
197;Berechting;Materiële uitgaven;2003;59.7;;;59.7;;;;;;;;;;;60.7;;;60.7;;;;;;;;;;;78.3;;;78.3;;;;;;;;;;;-5.2;;;-5.2;;;;;;;;;;
198;Berechting;Materiële uitgaven;2004;69.0;;;69.0;;;;;;;;;;;70.2;;;70.2;;;;;;;;;;;90.6;;;90.6;;;;;;;;;;;15.7;;;15.7;;;;;;;;;;
199;Berechting;Materiële uitgaven;2005;77.5;;;77.5;;;;;;;;;;;77.5;;;77.5;;;;;;;;;;;100.0;;;100.0;;;;;;;;;;;10.4;;;10.4;;;;;;;;;;
200;Berechting;Materiële uitgaven;2006;94.9;;;94.9;;;;;;;;;;;94.0;;;94.0;;;;;;;;;;;121.2;;;121.2;;;;;;;;;;;21.2;;;21.2;;;;;;;;;;
201;Berechting;Materiële uitgaven;2007;86.0;;;86.0;;;;;;;;;;;83.8;;;83.8;;;;;;;;;;;108.1;;;108.1;;;;;;;;;;;-10.9;;;-10.9;;;;;;;;;;
202;Berechting;Materiële uitgaven;2008;84.9;;;84.9;;;;;;;;;;;79.9;;;79.9;;;;;;;;;;;103.0;;;103.0;;;;;;;;;;;-4.6;;;-4.6;;;;;;;;;;
203;Berechting;Materiële uitgaven;2009;86.6;;;86.6;;;;;;;;;;;81.2;;;81.2;;;;;;;;;;;104.7;;;104.7;;;;;;;;;;;1.6;;;1.6;;;;;;;;;;
204;Berechting;Materiële uitgaven;2010;82.8;;;82.8;;;;;;;;;;;75.4;;;75.4;;;;;;;;;;;97.3;;;97.3;;;;;;;;;;;-7.1;;;-7.1;;;;;;;;;;
205;Berechting;Materiële uitgaven;2011;82.6;;;82.6;;;;;;;;;;;74.5;;;74.5;;;;;;;;;;;96.2;;;96.2;;;;;;;;;;;-1.2;;;-1.2;;;;;;;;;;
206;Berechting;Materiële uitgaven;2012;84.8;;;84.8;;;;;;;;;;;75.0;;;75.0;;;;;;;;;;;96.7;;;96.7;;;;;;;;;;;0.6;;;0.6;;;;;;;;;;
207;Berechting;Materiële uitgaven;2013;95.9;;;95.9;;;;;;;;;;;84.7;;;84.7;;;;;;;;;;;109.2;;;109.2;;;;;;;;;;;12.9;;;12.9;;;;;;;;;;
208;Berechting;Materiële uitgaven;2014;96.4;;;96.4;;;;;;;;;;;84.3;;;84.3;;;;;;;;;;;108.8;;;108.8;;;;;;;;;;;-0.4;;;-0.4;;;;;;;;;;
209;Berechting;Materiële uitgaven;2015;97.0;;;97.0;;;;;;;;;;;83.8;;;83.8;;;;;;;;;;;108.2;;;108.2;;;;;;;;;;;-0.6;;;-0.6;;;;;;;;;;
210;Tenuitvoerlegging;Totaal uitgaven;2002;1283.6;1184.3;;;99.3;;;;;;;;;;1370.4;1264.3;;;106.1;;;;;;;;;;85.9;86.8;;;76.7;;;;;;;;;;;;;;;;;;;;;;;
211;Tenuitvoerlegging;Totaal uitgaven;2003;1398.0;1289.8;;;108.1;;;;;;;;;;1439.8;1328.3;;;111.5;;;;;;;;;;90.3;91.2;;;80.7;;;;;;;;;;5.1;5.1;;;5.1;;;;;;;;;
212;Tenuitvoerlegging;Totaal uitgaven;2004;1585.9;1452.9;;;132.9;;;;;;;;;;1613.7;1478.5;;;135.3;;;;;;;;;;101.2;101.5;;;97.9;;;;;;;;;;12.1;11.3;;;21.3;;;;;;;;;
213;Tenuitvoerlegging;Totaal uitgaven;2005;1595.2;1457.0;;;138.2;;;;;;;;;;1595.2;1457.0;;;138.2;;;;;;;;;;100.0;100.0;;;100.0;;;;;;;;;;-1.1;-1.5;;;2.2;;;;;;;;;
214;Tenuitvoerlegging;Totaal uitgaven;2006;1709.3;1555.4;;;153.9;;;;;;;;;;1692.2;1539.9;;;152.3;;;;;;;;;;106.1;105.7;;;110.2;;;;;;;;;;6.1;5.7;;;10.2;;;;;;;;;
215;Tenuitvoerlegging;Totaal uitgaven;2007;1853.3;1694.5;;;158.7;;;;;;;;;;1786.7;1634.0;;;152.7;;;;;;;;;;112.0;112.1;;;110.5;;;;;;;;;;5.6;6.1;;;0.2;;;;;;;;;
216;Tenuitvoerlegging;Totaal uitgaven;2008;2047.1;1862.2;;;184.9;;;;;;;;;;1907.0;1735.2;;;171.8;;;;;;;;;;119.5;119.1;;;124.3;;;;;;;;;;6.7;6.2;;;12.5;;;;;;;;;
217;Tenuitvoerlegging;Totaal uitgaven;2009;2199.5;1994.9;;;204.6;;;;;;;;;;2017.1;1830.7;;;186.4;;;;;;;;;;126.4;125.6;;;134.8;;;;;;;;;;5.8;5.5;;;8.5;;;;;;;;;
218;Tenuitvoerlegging;Totaal uitgaven;2010;2259.9;2046.2;;;213.7;;;;;;;;;;2010.1;1821.8;;;188.3;;;;;;;;;;126.0;125.0;;;136.3;;;;;;;;;;-0.3;-0.5;;;1.1;;;;;;;;;
219;Tenuitvoerlegging;Totaal uitgaven;2011;2295.3;2107.5;;;187.7;;;;;;;;;;2029.6;1865.0;;;164.6;;;;;;;;;;127.2;128.0;;;119.1;;;;;;;;;;1.0;2.4;;;-12.6;;;;;;;;;
220;Tenuitvoerlegging;Totaal uitgaven;2012;2272.2;2106.7;;;165.5;;;;;;;;;;1972.2;1829.7;;;142.6;;;;;;;;;;123.6;125.6;;;103.1;;;;;;;;;;-2.8;-1.9;;;-13.4;;;;;;;;;
221;Tenuitvoerlegging;Totaal uitgaven;2013;2499.4;2333.2;;;166.1;;;;;;;;;;2161.3;2018.7;;;142.6;;;;;;;;;;135.5;138.6;;;103.2;;;;;;;;;;9.6;10.3;;;0.0;;;;;;;;;
222;Tenuitvoerlegging;Totaal uitgaven;2014;2351.2;2192.5;;;158.7;;;;;;;;;;2023.8;1888.1;;;135.7;;;;;;;;;;126.9;129.6;;;98.2;;;;;;;;;;-6.4;-6.5;;;-4.9;;;;;;;;;
223;Tenuitvoerlegging;Totaal uitgaven;2015;2288.5;2121.2;;;167.2;;;;;;;;;;1956.1;1813.7;;;142.4;;;;;;;;;;122.6;124.5;;;103.0;;;;;;;;;;-3.3;-3.9;;;5.0;;;;;;;;;
224;Tenuitvoerlegging;Personele uitgaven;2002;634.7;583.8;;;50.9;;;;;;;;;;688.7;633.5;;;55.2;;;;;;;;;;92.1;94.3;;;72.8;;;;;;;;;;;;;;;;;;;;;;;
225;Tenuitvoerlegging;Personele uitgaven;2003;685.1;626.6;;;58.6;;;;;;;;;;715.6;654.5;;;61.1;;;;;;;;;;95.7;97.4;;;80.7;;;;;;;;;;3.9;3.3;;;10.8;;;;;;;;;
226;Tenuitvoerlegging;Personele uitgaven;2004;740.4;668.6;;;71.8;;;;;;;;;;753.9;680.8;;;73.1;;;;;;;;;;100.8;101.3;;;96.5;;;;;;;;;;5.4;4.0;;;19.6;;;;;;;;;
227;Tenuitvoerlegging;Personele uitgaven;2005;747.8;672.0;;;75.7;;;;;;;;;;747.8;672.0;;;75.7;;;;;;;;;;100.0;100.0;;;100.0;;;;;;;;;;-0.8;-1.3;;;3.6;;;;;;;;;
228;Tenuitvoerlegging;Personele uitgaven;2006;797.0;709.7;;;87.2;;;;;;;;;;788.9;702.5;;;86.4;;;;;;;;;;105.5;104.5;;;114.0;;;;;;;;;;5.5;4.5;;;14.0;;;;;;;;;
229;Tenuitvoerlegging;Personele uitgaven;2007;822.7;731.6;;;91.1;;;;;;;;;;783.4;696.5;;;86.8;;;;;;;;;;104.8;103.6;;;114.6;;;;;;;;;;-0.7;-0.9;;;0.5;;;;;;;;;
230;Tenuitvoerlegging;Personele uitgaven;2008;935.5;824.2;;;111.3;;;;;;;;;;861.4;758.8;;;102.5;;;;;;;;;;115.2;112.9;;;135.4;;;;;;;;;;10.0;8.9;;;18.1;;;;;;;;;
231;Tenuitvoerlegging;Personele uitgaven;2009;986.1;863.3;;;122.8;;;;;;;;;;879.1;769.5;;;109.6;;;;;;;;;;117.6;114.5;;;144.7;;;;;;;;;;2.1;1.4;;;6.9;;;;;;;;;
232;Tenuitvoerlegging;Personele uitgaven;2010;1018.0;883.0;;;135.1;;;;;;;;;;879.4;762.7;;;116.8;;;;;;;;;;117.6;113.5;;;154.2;;;;;;;;;;0.0;-0.9;;;6.6;;;;;;;;;
233;Tenuitvoerlegging;Personele uitgaven;2011;1010.5;893.7;;;116.8;;;;;;;;;;870.2;769.6;;;100.6;;;;;;;;;;116.4;114.5;;;132.8;;;;;;;;;;-1.0;0.9;;;-13.9;;;;;;;;;
234;Tenuitvoerlegging;Personele uitgaven;2012;996.6;893.3;;;103.2;;;;;;;;;;844.8;757.3;;;87.5;;;;;;;;;;113.0;112.7;;;115.5;;;;;;;;;;-2.9;-1.6;;;-13.0;;;;;;;;;
235;Tenuitvoerlegging;Personele uitgaven;2013;1087.1;989.4;;;97.6;;;;;;;;;;914.4;832.2;;;82.1;;;;;;;;;;122.3;123.8;;;108.4;;;;;;;;;;8.2;9.9;;;-6.1;;;;;;;;;
236;Tenuitvoerlegging;Personele uitgaven;2014;1026.0;929.8;;;96.2;;;;;;;;;;864.1;783.1;;;81.0;;;;;;;;;;115.6;116.5;;;107.0;;;;;;;;;;-5.5;-5.9;;;-1.3;;;;;;;;;
237;Tenuitvoerlegging;Personele uitgaven;2015;1008.9;912.2;;;96.7;;;;;;;;;;849.7;768.3;;;81.4;;;;;;;;;;113.6;114.3;;;107.5;;;;;;;;;;-1.7;-1.9;;;0.5;;;;;;;;;
238;Tenuitvoerlegging;Materiële uitgaven;2002;648.9;600.5;;;48.5;;;;;;;;;;681.7;630.8;;;50.9;;;;;;;;;;80.4;80.4;;;81.5;;;;;;;;;;;;;;;;;;;;;;;
239;Tenuitvoerlegging;Materiële uitgaven;2003;712.8;663.3;;;49.6;;;;;;;;;;724.2;673.9;;;50.4;;;;;;;;;;85.5;85.8;;;80.6;;;;;;;;;;6.2;6.8;;;-1.0;;;;;;;;;
240;Tenuitvoerlegging;Materiële uitgaven;2004;845.5;784.3;;;61.1;;;;;;;;;;859.8;797.7;;;62.2;;;;;;;;;;101.5;101.6;;;99.5;;;;;;;;;;18.7;18.4;;;23.4;;;;;;;;;
241;Tenuitvoerlegging;Materiële uitgaven;2005;847.5;785.0;;;62.5;;;;;;;;;;847.5;785.0;;;62.5;;;;;;;;;;100.0;100.0;;;100.0;;;;;;;;;;-1.4;-1.6;;;0.5;;;;;;;;;
242;Tenuitvoerlegging;Materiële uitgaven;2006;912.3;845.7;;;66.6;;;;;;;;;;903.3;837.3;;;66.0;;;;;;;;;;106.6;106.7;;;105.6;;;;;;;;;;6.6;6.7;;;5.6;;;;;;;;;
243;Tenuitvoerlegging;Materiële uitgaven;2007;1030.6;963.0;;;67.6;;;;;;;;;;1003.3;937.5;;;65.8;;;;;;;;;;118.4;119.4;;;105.4;;;;;;;;;;11.1;12.0;;;-0.2;;;;;;;;;
244;Tenuitvoerlegging;Materiële uitgaven;2008;1111.6;1038.0;;;73.6;;;;;;;;;;1045.6;976.4;;;69.2;;;;;;;;;;123.4;124.4;;;110.9;;;;;;;;;;4.2;4.1;;;5.2;;;;;;;;;
245;Tenuitvoerlegging;Materiële uitgaven;2009;1213.4;1131.6;;;81.9;;;;;;;;;;1138.0;1061.2;;;76.8;;;;;;;;;;134.3;135.2;;;122.9;;;;;;;;;;8.8;8.7;;;10.9;;;;;;;;;
