ID;SBI93;Perioden;Omzet_1;VoortschrijdendeOmzet_2;Omzet_3;CumulatieveOmzet_4
41;7411b Juridische en administratieve ..;2005 2e kwartaal;108.0;104.0;4.9;2.2
42;7411b Juridische en administratieve ..;2005 3e kwartaal;98.0;105.0;3.6;2.7
43;7411b Juridische en administratieve ..;2005 4e kwartaal;117.0;107.0;5.7;3.5
44;7411b Juridische en administratieve ..;2005;107.0;107.0;3.5;3.5
45;7411b Juridische en administratieve ..;2006 1e kwartaal;114.0;109.0;10.1;10.1
46;7411b Juridische en administratieve ..;2006 2e kwartaal;116.0;111.0;6.9;8.5
47;7411b Juridische en administratieve ..;2006 3e kwartaal;107.0;114.0;9.3;8.7
48;7411b Juridische en administratieve ..;2006 4e kwartaal;128.0;116.0;8.8;8.8
49;7411b Juridische en administratieve ..;2006;116.0;116.0;8.8;8.8
50;7411b Juridische en administratieve ..;2007 1e kwartaal;123.0;118.0;7.6;7.6
51;7411b Juridische en administratieve ..;2007 2e kwartaal;126.0;121.0;8.6;8.1
52;7411b Juridische en administratieve ..;2007 3e kwartaal;117.0;123.0;9.0;8.4
53;7411b Juridische en administratieve ..;2007 4e kwartaal;136.0;126.0;7.0;8.0
54;7411b Juridische en administratieve ..;2007;126.0;126.0;8.0;8.0
55;7411b Juridische en administratieve ..;2008 1e kwartaal;131.0;128.0;6.6;6.6
56;7411b Juridische en administratieve ..;2008 2e kwartaal;135.0;130.0;6.9;6.8
57;7411b Juridische en administratieve ..;2008 3e kwartaal;125.0;132.0;6.6;6.7
58;7411b Juridische en administratieve ..;2008 4e kwartaal;144.0;134.0;5.5;6.4
59;7411b Juridische en administratieve ..;2008;134.0;134.0;6.4;6.4
60;7411 Rechtskundige dienstverlening;2003 1e kwartaal;;;;
61;7411 Rechtskundige dienstverlening;2003 2e kwartaal;;;;
62;7411 Rechtskundige dienstverlening;2003 3e kwartaal;109.0;;;
63;7411 Rechtskundige dienstverlening;2003 4e kwartaal;128.0;;;
64;7411 Rechtskundige dienstverlening;2003;;;;
65;7411 Rechtskundige dienstverlening;2004 1e kwartaal;111.0;;;
66;7411 Rechtskundige dienstverlening;2004 2e kwartaal;118.0;117.0;;
67;7411 Rechtskundige dienstverlening;2004 3e kwartaal;114.0;118.0;3.9;
68;7411 Rechtskundige dienstverlening;2004 4e kwartaal;130.0;118.0;1.7;
69;7411 Rechtskundige dienstverlening;2004;118.0;118.0;;
70;7411 Rechtskundige dienstverlening;2005 1e kwartaal;109.0;118.0;-1.6;-1.6
71;7411 Rechtskundige dienstverlening;2005 2e kwartaal;125.0;120.0;5.8;2.2
72;7411 Rechtskundige dienstverlening;2005 3e kwartaal;118.0;121.0;4.2;2.9
73;7411 Rechtskundige dienstverlening;2005 4e kwartaal;138.0;123.0;6.0;3.8
74;7411 Rechtskundige dienstverlening;2005;123.0;123.0;3.8;3.8
75;7411 Rechtskundige dienstverlening;2006 1e kwartaal;121.0;126.0;10.9;10.9
76;7411 Rechtskundige dienstverlening;2006 2e kwartaal;131.0;127.0;4.6;7.5
77;7411 Rechtskundige dienstverlening;2006 3e kwartaal;123.0;128.0;4.1;6.4
78;7411 Rechtskundige dienstverlening;2006 4e kwartaal;145.0;130.0;4.9;6.0
79;7411 Rechtskundige dienstverlening;2006;130.0;130.0;6.0;6.0
80;7411 Rechtskundige dienstverlening;2007 1e kwartaal;126.0;131.0;3.6;3.6
81;7411 Rechtskundige dienstverlening;2007 2e kwartaal;134.0;132.0;2.2;2.9
82;7411 Rechtskundige dienstverlening;2007 3e kwartaal;131.0;134.0;5.9;3.9
83;7411 Rechtskundige dienstverlening;2007 4e kwartaal;150.0;135.0;3.2;3.7
84;7411 Rechtskundige dienstverlening;2007;135.0;135.0;3.7;3.7
85;7411 Rechtskundige dienstverlening;2008 1e kwartaal;132.0;136.0;5.0;5.0
86;7411 Rechtskundige dienstverlening;2008 2e kwartaal;140.0;138.0;4.8;4.9
87;7411 Rechtskundige dienstverlening;2008 3e kwartaal;133.0;139.0;1.8;3.9
88;7411 Rechtskundige dienstverlening;2008 4e kwartaal;153.0;139.0;2.2;3.4
89;7411 Rechtskundige dienstverlening;2008;139.0;139.0;3.4;3.4
90;7412a Accountants en economische ..;2003 1e kwartaal;104.0;;;
91;7412a Accountants en economische ..;2003 2e kwartaal;103.0;;;
92;7412a Accountants en economische ..;2003 3e kwartaal;88.0;;;
93;7412a Accountants en economische ..;2003 4e kwartaal;108.0;100.0;;
94;7412a Accountants en economische ..;2003;100.0;100.0;;
95;7412a Accountants en economische ..;2004 1e kwartaal;102.0;100.0;-1.5;-1.5
96;7412a Accountants en economische ..;2004 2e kwartaal;100.0;99.0;-2.7;-2.1
97;7412a Accountants en economische ..;2004 3e kwartaal;91.0;100.0;3.7;-0.3
98;7412a Accountants en economische ..;2004 4e kwartaal;107.0;100.0;-0.8;-0.5
99;7412a Accountants en economische ..;2004;100.0;100.0;-0.5;-0.5
100;7412a Accountants en economische ..;2005 1e kwartaal;102.0;100.0;-0.1;-0.1
101;7412a Accountants en economische ..;2005 2e kwartaal;105.0;101.0;4.6;2.2
102;7412a Accountants en economische ..;2005 3e kwartaal;94.0;102.0;3.5;2.6
103;7412a Accountants en economische ..;2005 4e kwartaal;113.0;103.0;5.6;3.4
104;7412a Accountants en economische ..;2005;103.0;103.0;3.4;3.4
105;7412a Accountants en economische ..;2006 1e kwartaal;112.0;106.0;10.0;10.0
106;7412a Accountants en economische ..;2006 2e kwartaal;113.0;108.0;7.5;8.7
107;7412a Accountants en economische ..;2006 3e kwartaal;104.0;110.0;10.7;9.3
108;7412a Accountants en economische ..;2006 4e kwartaal;124.0;113.0;9.8;9.5
109;7412a Accountants en economische ..;2006;113.0;113.0;9.5;9.5
110;7412a Accountants en economische ..;2007 1e kwartaal;122.0;116.0;8.6;8.6
111;7412a Accountants en economische ..;2007 2e kwartaal;124.0;118.0;10.2;9.4
112;7412a Accountants en economische ..;2007 3e kwartaal;114.0;121.0;9.8;9.5
113;7412a Accountants en economische ..;2007 4e kwartaal;134.0;123.0;7.9;9.1
114;7412a Accountants en economische ..;2007;123.0;123.0;9.1;9.1
115;7412a Accountants en economische ..;2008 1e kwartaal;131.0;126.0;7.0;7.0
116;7412a Accountants en economische ..;2008 2e kwartaal;133.0;128.0;7.4;7.2
117;7412a Accountants en economische ..;2008 3e kwartaal;123.0;130.0;7.8;7.4
118;7412a Accountants en economische ..;2008 4e kwartaal;142.0;132.0;6.3;7.1
119;7412a Accountants en economische ..;2008;132.0;132.0;7.1;7.1
120;742 Architecten-, ingenieurs- en ..;2003 1e kwartaal;101.0;;;
121;742 Architecten-, ingenieurs- en ..;2003 2e kwartaal;111.0;;;
122;742 Architecten-, ingenieurs- en ..;2003 3e kwartaal;103.0;;;
123;742 Architecten-, ingenieurs- en ..;2003 4e kwartaal;116.0;108.0;;
124;742 Architecten-, ingenieurs- en ..;2003;108.0;108.0;;
125;742 Architecten-, ingenieurs- en ..;2004 1e kwartaal;102.0;108.0;0.6;0.6
126;742 Architecten-, ingenieurs- en ..;2004 2e kwartaal;109.0;107.0;-1.4;-0.5
127;742 Architecten-, ingenieurs- en ..;2004 3e kwartaal;105.0;108.0;2.0;0.3
128;742 Architecten-, ingenieurs- en ..;2004 4e kwartaal;121.0;109.0;4.6;1.5
129;742 Architecten-, ingenieurs- en ..;2004;109.0;109.0;1.5;1.5
130;742 Architecten-, ingenieurs- en ..;2005 1e kwartaal;103.0;110.0;1.4;1.4
131;742 Architecten-, ingenieurs- en ..;2005 2e kwartaal;111.0;110.0;1.8;1.6
132;742 Architecten-, ingenieurs- en ..;2005 3e kwartaal;116.0;113.0;9.8;4.3
133;742 Architecten-, ingenieurs- en ..;2005 4e kwartaal;126.0;114.0;3.5;4.1
134;742 Architecten-, ingenieurs- en ..;2005;114.0;114.0;4.1;4.1
135;742 Architecten-, ingenieurs- en ..;2006 1e kwartaal;114.0;117.0;10.9;10.9
136;742 Architecten-, ingenieurs- en ..;2006 2e kwartaal;125.0;120.0;12.8;11.9
137;742 Architecten-, ingenieurs- en ..;2006 3e kwartaal;121.0;121.0;4.7;9.3
138;742 Architecten-, ingenieurs- en ..;2006 4e kwartaal;136.0;124.0;8.4;9.1
139;742 Architecten-, ingenieurs- en ..;2006;124.0;124.0;9.1;9.1
140;742 Architecten-, ingenieurs- en ..;2007 1e kwartaal;125.0;127.0;9.2;9.2
141;742 Architecten-, ingenieurs- en ..;2007 2e kwartaal;135.0;129.0;8.0;8.6
142;742 Architecten-, ingenieurs- en ..;2007 3e kwartaal;126.0;130.0;3.9;7.0
143;742 Architecten-, ingenieurs- en ..;2007 4e kwartaal;147.0;133.0;7.8;7.2
144;742 Architecten-, ingenieurs- en ..;2007;133.0;133.0;7.2;7.2
145;742 Architecten-, ingenieurs- en ..;2008 1e kwartaal;135.0;136.0;8.2;8.2
146;742 Architecten-, ingenieurs- en ..;2008 2e kwartaal;144.0;138.0;6.8;7.5
147;742 Architecten-, ingenieurs- en ..;2008 3e kwartaal;137.0;141.0;8.8;7.9
148;742 Architecten-, ingenieurs- en ..;2008 4e kwartaal;160.0;144.0;8.8;8.1
149;742 Architecten-, ingenieurs- en ..;2008;144.0;144.0;8.1;8.1
150;743 Keuring en controle;2003 1e kwartaal;126.0;;;
151;743 Keuring en controle;2003 2e kwartaal;134.0;;;
152;743 Keuring en controle;2003 3e kwartaal;131.0;;;
153;743 Keuring en controle;2003 4e kwartaal;147.0;134.0;;
154;743 Keuring en controle;2003;134.0;134.0;;
155;743 Keuring en controle;2004 1e kwartaal;126.0;134.0;-0.1;-0.1
156;743 Keuring en controle;2004 2e kwartaal;131.0;134.0;-1.6;-0.9
157;743 Keuring en controle;2004 3e kwartaal;126.0;133.0;-4.0;-1.9
158;743 Keuring en controle;2004 4e kwartaal;133.0;129.0;-10.1;-4.2
159;743 Keuring en controle;2004;129.0;129.0;-4.2;-4.2
160;743 Keuring en controle;2005 1e kwartaal;122.0;128.0;-2.8;-2.8
161;743 Keuring en controle;2005 2e kwartaal;136.0;129.0;3.5;0.4
162;743 Keuring en controle;2005 3e kwartaal;132.0;131.0;4.4;1.7
163;743 Keuring en controle;2005 4e kwartaal;145.0;134.0;9.5;3.7
164;743 Keuring en controle;2005;134.0;134.0;3.7;3.7
165;743 Keuring en controle;2006 1e kwartaal;139.0;138.0;13.8;13.8
166;743 Keuring en controle;2006 2e kwartaal;148.0;141.0;8.6;11.1
167;743 Keuring en controle;2006 3e kwartaal;146.0;144.0;10.6;10.9
168;743 Keuring en controle;2006 4e kwartaal;173.0;151.0;19.4;13.2
169;743 Keuring en controle;2006;151.0;151.0;13.2;13.2
170;743 Keuring en controle;2007 1e kwartaal;156.0;156.0;12.3;12.3
171;743 Keuring en controle;2007 2e kwartaal;166.0;160.0;12.1;12.2
172;743 Keuring en controle;2007 3e kwartaal;160.0;164.0;9.7;11.4
173;743 Keuring en controle;2007 4e kwartaal;181.0;166.0;4.4;9.4
174;743 Keuring en controle;2007;166.0;166.0;9.4;9.4
175;743 Keuring en controle;2008 1e kwartaal;169.0;169.0;8.5;8.5
176;743 Keuring en controle;2008 2e kwartaal;186.0;174.0;12.2;10.4
177;743 Keuring en controle;2008 3e kwartaal;175.0;178.0;9.9;10.2
178;743 Keuring en controle;2008 4e kwartaal;199.0;182.0;10.1;10.2
179;743 Keuring en controle;2008;182.0;182.0;10.2;10.2
180;744 Reclamebureaus en dergelijke;2003 1e kwartaal;80.0;;;
181;744 Reclamebureaus en dergelijke;2003 2e kwartaal;91.0;;;
182;744 Reclamebureaus en dergelijke;2003 3e kwartaal;76.0;;;
183;744 Reclamebureaus en dergelijke;2003 4e kwartaal;100.0;87.0;;
184;744 Reclamebureaus en dergelijke;2003;87.0;87.0;;
185;744 Reclamebureaus en dergelijke;2004 1e kwartaal;79.0;86.0;-1.6;-1.6
186;744 Reclamebureaus en dergelijke;2004 2e kwartaal;94.0;87.0;3.3;1.0
187;744 Reclamebureaus en dergelijke;2004 3e kwartaal;80.0;88.0;5.6;2.4
188;744 Reclamebureaus en dergelijke;2004 4e kwartaal;108.0;90.0;7.2;3.8
189;744 Reclamebureaus en dergelijke;2004;90.0;90.0;3.8;3.8
190;744 Reclamebureaus en dergelijke;2005 1e kwartaal;82.0;91.0;3.7;3.7
191;744 Reclamebureaus en dergelijke;2005 2e kwartaal;98.0;92.0;4.0;3.9
192;744 Reclamebureaus en dergelijke;2005 3e kwartaal;83.0;92.0;3.7;3.8
193;744 Reclamebureaus en dergelijke;2005 4e kwartaal;113.0;94.0;4.7;4.1
194;744 Reclamebureaus en dergelijke;2005;94.0;94.0;4.1;4.1
195;744 Reclamebureaus en dergelijke;2006 1e kwartaal;84.0;94.0;2.5;2.5
196;744 Reclamebureaus en dergelijke;2006 2e kwartaal;97.0;94.0;-0.8;0.7
197;744 Reclamebureaus en dergelijke;2006 3e kwartaal;80.0;93.0;-3.5;-0.6
198;744 Reclamebureaus en dergelijke;2006 4e kwartaal;116.0;94.0;2.8;0.4
199;744 Reclamebureaus en dergelijke;2006;94.0;94.0;0.4;0.4
200;744 Reclamebureaus en dergelijke;2007 1e kwartaal;83.0;94.0;-1.5;-1.5
201;744 Reclamebureaus en dergelijke;2007 2e kwartaal;97.0;94.0;0.4;-0.5
202;744 Reclamebureaus en dergelijke;2007 3e kwartaal;79.0;94.0;-1.2;-0.7
203;744 Reclamebureaus en dergelijke;2007 4e kwartaal;113.0;93.0;-2.0;-1.1
204;744 Reclamebureaus en dergelijke;2007;93.0;93.0;-1.1;-1.1
205;744 Reclamebureaus en dergelijke;2008 1e kwartaal;82.0;93.0;-1.0;-1.0
206;744 Reclamebureaus en dergelijke;2008 2e kwartaal;98.0;93.0;0.7;0.0
207;744 Reclamebureaus en dergelijke;2008 3e kwartaal;81.0;94.0;2.8;0.8
208;744 Reclamebureaus en dergelijke;2008 4e kwartaal;109.0;92.0;-3.9;-0.6
209;744 Reclamebureaus en dergelijke;2008;92.0;92.0;-0.6;-0.6
210;746 Beveiliging en opsporing;2003 1e kwartaal;;;;
211;746 Beveiliging en opsporing;2003 2e kwartaal;;;;
212;746 Beveiliging en opsporing;2003 3e kwartaal;160.0;;;
213;746 Beveiliging en opsporing;2003 4e kwartaal;161.0;;;
214;746 Beveiliging en opsporing;2003;;;;
215;746 Beveiliging en opsporing;2004 1e kwartaal;152.0;;;
216;746 Beveiliging en opsporing;2004 2e kwartaal;154.0;157.0;;
217;746 Beveiliging en opsporing;2004 3e kwartaal;158.0;156.0;-1.0;
218;746 Beveiliging en opsporing;2004 4e kwartaal;165.0;157.0;2.3;
219;746 Beveiliging en opsporing;2004;157.0;157.0;;
220;746 Beveiliging en opsporing;2005 1e kwartaal;160.0;159.0;5.1;5.1
221;746 Beveiliging en opsporing;2005 2e kwartaal;167.0;162.0;8.3;6.7
222;746 Beveiliging en opsporing;2005 3e kwartaal;169.0;165.0;6.8;6.8
223;746 Beveiliging en opsporing;2005 4e kwartaal;178.0;168.0;7.6;7.0
224;746 Beveiliging en opsporing;2005;168.0;168.0;7.0;7.0
225;746 Beveiliging en opsporing;2006 1e kwartaal;177.0;173.0;10.9;10.9
226;746 Beveiliging en opsporing;2006 2e kwartaal;181.0;176.0;8.4;9.6
227;746 Beveiliging en opsporing;2006 3e kwartaal;182.0;179.0;8.0;9.1
228;746 Beveiliging en opsporing;2006 4e kwartaal;191.0;183.0;7.4;8.6
229;746 Beveiliging en opsporing;2006;183.0;183.0;8.6;8.6
230;746 Beveiliging en opsporing;2007 1e kwartaal;185.0;185.0;4.7;4.7
231;746 Beveiliging en opsporing;2007 2e kwartaal;186.0;186.0;2.5;3.6
232;746 Beveiliging en opsporing;2007 3e kwartaal;193.0;188.0;5.6;4.3
233;746 Beveiliging en opsporing;2007 4e kwartaal;197.0;190.0;3.5;4.1
234;746 Beveiliging en opsporing;2007;190.0;190.0;4.1;4.1
235;746 Beveiliging en opsporing;2008 1e kwartaal;206.0;195.0;11.5;11.5
236;746 Beveiliging en opsporing;2008 2e kwartaal;209.0;201.0;12.4;11.9
237;746 Beveiliging en opsporing;2008 3e kwartaal;213.0;206.0;10.4;11.4
238;746 Beveiliging en opsporing;2008 4e kwartaal;216.0;211.0;9.3;10.8
239;746 Beveiliging en opsporing;2008;211.0;211.0;10.8;10.8
240;747 Reiniging van gebouwen en ..;2003 1e kwartaal;106.0;;;
241;747 Reiniging van gebouwen en ..;2003 2e kwartaal;117.0;;;
242;747 Reiniging van gebouwen en ..;2003 3e kwartaal;115.0;;;
243;747 Reiniging van gebouwen en ..;2003 4e kwartaal;121.0;115.0;;
244;747 Reiniging van gebouwen en ..;2003;115.0;115.0;;
245;747 Reiniging van gebouwen en ..;2004 1e kwartaal;110.0;116.0;3.9;3.9
246;747 Reiniging van gebouwen en ..;2004 2e kwartaal;115.0;115.0;-1.6;1.0
247;747 Reiniging van gebouwen en ..;2004 3e kwartaal;114.0;115.0;-1.0;0.3
248;747 Reiniging van gebouwen en ..;2004 4e kwartaal;127.0;116.0;4.9;1.5
249;747 Reiniging van gebouwen en ..;2004;116.0;116.0;1.5;1.5
250;747 Reiniging van gebouwen en ..;2005 1e kwartaal;113.0;117.0;2.6;2.6
251;747 Reiniging van gebouwen en ..;2005 2e kwartaal;121.0;119.0;4.9;3.8
252;747 Reiniging van gebouwen en ..;2005 3e kwartaal;118.0;120.0;3.8;3.8
253;747 Reiniging van gebouwen en ..;2005 4e kwartaal;132.0;121.0;4.2;3.9
254;747 Reiniging van gebouwen en ..;2005;121.0;121.0;3.9;3.9
255;747 Reiniging van gebouwen en ..;2006 1e kwartaal;115.0;122.0;2.6;2.6
256;747 Reiniging van gebouwen en ..;2006 2e kwartaal;128.0;123.0;5.8;4.2
257;747 Reiniging van gebouwen en ..;2006 3e kwartaal;130.0;126.0;9.9;6.2
258;747 Reiniging van gebouwen en ..;2006 4e kwartaal;143.0;129.0;7.9;6.6
259;747 Reiniging van gebouwen en ..;2006;129.0;129.0;6.6;6.6
260;747 Reiniging van gebouwen en ..;2007 1e kwartaal;125.0;131.0;8.4;8.4
261;747 Reiniging van gebouwen en ..;2007 2e kwartaal;134.0;133.0;4.8;6.5
262;747 Reiniging van gebouwen en ..;2007 3e kwartaal;133.0;134.0;2.2;5.0
263;747 Reiniging van gebouwen en ..;2007 4e kwartaal;147.0;135.0;3.0;4.5
264;747 Reiniging van gebouwen en ..;2007;135.0;135.0;4.5;4.5
265;747 Reiniging van gebouwen en ..;2008 1e kwartaal;134.0;137.0;7.1;7.1
266;747 Reiniging van gebouwen en ..;2008 2e kwartaal;143.0;139.0;6.8;7.0
267;747 Reiniging van gebouwen en ..;2008 3e kwartaal;143.0;142.0;7.8;7.2
268;747 Reiniging van gebouwen en ..;2008 4e kwartaal;156.0;144.0;6.5;7.0
269;747 Reiniging van gebouwen en ..;2008;144.0;144.0;7.0;7.0
270;74701 Reiniging van gebouwen;2003 1e kwartaal;108.0;;;
271;74701 Reiniging van gebouwen;2003 2e kwartaal;121.0;;;
272;74701 Reiniging van gebouwen;2003 3e kwartaal;118.0;;;
273;74701 Reiniging van gebouwen;2003 4e kwartaal;124.0;118.0;;
274;74701 Reiniging van gebouwen;2003;118.0;118.0;;
275;74701 Reiniging van gebouwen;2004 1e kwartaal;111.0;118.0;3.4;3.4
276;74701 Reiniging van gebouwen;2004 2e kwartaal;117.0;118.0;-3.1;0.0
277;74701 Reiniging van gebouwen;2004 3e kwartaal;116.0;117.0;-2.1;-0.7
278;74701 Reiniging van gebouwen;2004 4e kwartaal;128.0;118.0;3.1;0.3
279;74701 Reiniging van gebouwen;2004;118.0;118.0;0.3;0.3
280;74701 Reiniging van gebouwen;2005 1e kwartaal;113.0;118.0;1.7;1.7
281;74701 Reiniging van gebouwen;2005 2e kwartaal;122.0;120.0;4.1;3.0
282;74701 Reiniging van gebouwen;2005 3e kwartaal;119.0;120.0;2.7;2.9
283;74701 Reiniging van gebouwen;2005 4e kwartaal;132.0;121.0;3.4;3.0
284;74701 Reiniging van gebouwen;2005;121.0;121.0;3.0;3.0
285;74701 Reiniging van gebouwen;2006 1e kwartaal;116.0;122.0;2.1;2.1
286;74701 Reiniging van gebouwen;2006 2e kwartaal;127.0;123.0;4.7;3.4
287;74701 Reiniging van gebouwen;2006 3e kwartaal;129.0;126.0;8.7;5.2
288;74701 Reiniging van gebouwen;2006 4e kwartaal;142.0;129.0;7.7;5.9
289;74701 Reiniging van gebouwen;2006;129.0;129.0;5.9;5.9
290;74701 Reiniging van gebouwen;2007 1e kwartaal;125.0;131.0;8.3;8.3
291;74701 Reiniging van gebouwen;2007 2e kwartaal;133.0;132.0;4.4;6.3
292;74701 Reiniging van gebouwen;2007 3e kwartaal;133.0;133.0;2.8;5.1
293;74701 Reiniging van gebouwen;2007 4e kwartaal;147.0;134.0;3.5;4.6
294;74701 Reiniging van gebouwen;2007;134.0;134.0;4.6;4.6
295;74701 Reiniging van gebouwen;2008 1e kwartaal;135.0;137.0;8.1;8.1
296;74701 Reiniging van gebouwen;2008 2e kwartaal;143.0;139.0;7.1;7.6
297;74701 Reiniging van gebouwen;2008 3e kwartaal;143.0;142.0;7.8;7.7
298;74701 Reiniging van gebouwen;2008 4e kwartaal;157.0;145.0;6.8;7.4
299;74701 Reiniging van gebouwen;2008;145.0;145.0;7.4;7.4
300;748 Fotografie, pakken en sorteren ..;2003 1e kwartaal;96.0;;;
301;748 Fotografie, pakken en sorteren ..;2003 2e kwartaal;97.0;;;
302;748 Fotografie, pakken en sorteren ..;2003 3e kwartaal;91.0;;;
303;748 Fotografie, pakken en sorteren ..;2003 4e kwartaal;100.0;96.0;;
304;748 Fotografie, pakken en sorteren ..;2003;96.0;96.0;;
305;748 Fotografie, pakken en sorteren ..;2004 1e kwartaal;96.0;96.0;0.2;0.2
306;748 Fotografie, pakken en sorteren ..;2004 2e kwartaal;97.0;96.0;-0.8;-0.3
307;748 Fotografie, pakken en sorteren ..;2004 3e kwartaal;88.0;95.0;-3.3;-1.3
308;748 Fotografie, pakken en sorteren ..;2004 4e kwartaal;105.0;96.0;5.0;0.4
309;748 Fotografie, pakken en sorteren ..;2004;96.0;96.0;0.4;0.4
310;748 Fotografie, pakken en sorteren ..;2005 1e kwartaal;98.0;97.0;1.5;1.5
311;748 Fotografie, pakken en sorteren ..;2005 2e kwartaal;98.0;97.0;1.5;1.5
312;748 Fotografie, pakken en sorteren ..;2005 3e kwartaal;91.0;98.0;3.0;1.9
313;748 Fotografie, pakken en sorteren ..;2005 4e kwartaal;107.0;98.0;1.9;1.9
314;748 Fotografie, pakken en sorteren ..;2005;98.0;98.0;1.9;1.9
315;748 Fotografie, pakken en sorteren ..;2006 1e kwartaal;98.0;98.0;0.1;0.1
316;748 Fotografie, pakken en sorteren ..;2006 2e kwartaal;101.0;99.0;3.5;1.8
317;748 Fotografie, pakken en sorteren ..;2006 3e kwartaal;93.0;100.0;2.7;2.1
318;748 Fotografie, pakken en sorteren ..;2006 4e kwartaal;116.0;102.0;8.4;3.8
319;748 Fotografie, pakken en sorteren ..;2006;102.0;102.0;3.8;3.8
320;748 Fotografie, pakken en sorteren ..;2007 1e kwartaal;111.0;105.0;13.4;13.4
321;748 Fotografie, pakken en sorteren ..;2007 2e kwartaal;111.0;108.0;9.1;11.2
322;748 Fotografie, pakken en sorteren ..;2007 3e kwartaal;100.0;109.0;7.7;10.1
323;748 Fotografie, pakken en sorteren ..;2007 4e kwartaal;123.0;111.0;6.1;9.0
324;748 Fotografie, pakken en sorteren ..;2007;111.0;111.0;9.0;9.0
325;748 Fotografie, pakken en sorteren ..;2008 1e kwartaal;115.0;112.0;4.0;4.0
326;748 Fotografie, pakken en sorteren ..;2008 2e kwartaal;119.0;114.0;7.7;5.8
327;748 Fotografie, pakken en sorteren ..;2008 3e kwartaal;106.0;116.0;6.3;6.0
328;748 Fotografie, pakken en sorteren ..;2008 4e kwartaal;128.0;117.0;3.7;5.3
329;748 Fotografie, pakken en sorteren ..;2008;117.0;117.0;5.3;5.3
