ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
2178;65 Insurance and pension funding;1998;3163.0;4669.0;34.3;67.8
2179;65 Insurance and pension funding;1999;2629.0;3796.0;-18.7;69.3
2180;65 Insurance and pension funding;2000;4793.0;6589.0;73.6;72.7
2181;65 Insurance and pension funding;2001;3980.0;5172.0;-21.5;77.0
2182;65 Insurance and pension funding;2002;3567.0;4474.0;-13.5;79.7
2183;65 Insurance and pension funding;2003;1829.0;2254.0;-49.6;81.2
2184;65 Insurance and pension funding;2004;2479.0;3012.0;33.6;82.3
2185;65 Insurance and pension funding;2005;1883.0;2258.0;-25.0;83.4
2186;65 Insurance and pension funding;2006;2183.0;2564.0;13.5;85.1
2187;65 Insurance and pension funding;2007;1743.0;2010.0;-21.6;86.7
2188;65 Insurance and pension funding;2008;1461.0;1658.0;-17.5;88.1
2189;65 Insurance and pension funding;2009;1626.0;1815.0;9.4;89.6
2190;65 Insurance and pension funding;2010;842.0;926.0;-49.0;90.9
2191;65 Insurance and pension funding;2011;999.0;1107.0;19.5;90.3
2192;65 Insurance and pension funding;2012;944.0;1060.0;-4.2;89.0
2193;65 Insurance and pension funding;2013;857.0;958.0;-9.6;89.5
2194;65 Insurance and pension funding;2014;1010.0;1126.0;17.5;89.7
2195;65 Insurance and pension funding;2015;767.0;849.0;-24.6;90.3
2196;65 Insurance and pension funding;2016;1001.0;1116.0;31.4;89.7
2197;65 Insurance and pension funding;2017;1526.0;1692.0;51.5;90.2
2198;65 Insurance and pension funding;2018;1357.0;1463.0;-13.5;92.7
2199;65 Insurance and pension funding;2019;1046.0;1103.0;-24.6;94.8
2200;65 Insurance and pension funding;2020;1604.0;1645.0;49.1;97.5
2201;65 Insurance and pension funding;2021;1000.0;1000.0;-39.2;100.0
2202;65 Insurance and pension funding;2022;923.0;895.0;-10.5;103.1
2203;65 Insurance and pension funding;2023;;;;
2204;66 Other financial services;1995;176.0;135.0;;130.7
2205;66 Other financial services;1996;182.0;149.0;10.8;122.0
2206;66 Other financial services;1997;196.0;161.0;8.2;121.4
2207;66 Other financial services;1998;278.0;243.0;50.5;114.4
2208;66 Other financial services;1999;330.0;296.0;21.9;111.3
2209;66 Other financial services;2000;358.0;324.0;9.4;110.4
2210;66 Other financial services;2001;380.0;349.0;7.5;109.0
2211;66 Other financial services;2002;372.0;343.0;-1.6;108.4
2212;66 Other financial services;2003;372.0;350.0;1.9;106.4
2213;66 Other financial services;2004;384.0;364.0;4.0;105.6
2214;66 Other financial services;2005;389.0;373.0;2.6;104.2
2215;66 Other financial services;2006;373.0;360.0;-3.6;103.7
2216;66 Other financial services;2007;537.0;517.0;43.7;103.9
2217;66 Other financial services;2008;532.0;518.0;0.2;102.7
2218;66 Other financial services;2009;742.0;732.0;41.4;101.3
2219;66 Other financial services;2010;475.0;473.0;-35.4;100.5
2220;66 Other financial services;2011;487.0;499.0;5.7;97.5
2221;66 Other financial services;2012;499.0;519.0;3.9;96.2
2222;66 Other financial services;2013;505.0;524.0;1.0;96.3
2223;66 Other financial services;2014;528.0;548.0;4.6;96.3
2224;66 Other financial services;2015;554.0;577.0;5.3;96.0
2225;66 Other financial services;2016;580.0;611.0;6.0;94.8
2226;66 Other financial services;2017;672.0;705.0;15.3;95.3
2227;66 Other financial services;2018;663.0;687.0;-2.5;96.4
2228;66 Other financial services;2019;699.0;724.0;5.3;96.6
2229;66 Other financial services;2020;653.0;667.0;-7.9;97.9
2230;66 Other financial services;2021;627.0;627.0;-6.0;100.0
2231;66 Other financial services;2022;851.0;817.0;30.3;104.2
2232;66 Other financial services;2023;;;;
2233;L Renting, buying, selling real estate;1995;18188.0;34817.0;;52.2
2234;L Renting, buying, selling real estate;1996;19747.0;36174.0;3.9;54.6
2235;L Renting, buying, selling real estate;1997;22003.0;39116.0;8.1;56.3
2236;L Renting, buying, selling real estate;1998;22846.0;39268.0;0.4;58.2
2237;L Renting, buying, selling real estate;1999;25376.0;41516.0;5.7;61.1
2238;L Renting, buying, selling real estate;2000;26451.0;40523.0;-2.4;65.3
2239;L Renting, buying, selling real estate;2001;30868.0;44273.0;9.3;69.7
2240;L Renting, buying, selling real estate;2002;31965.0;43250.0;-2.3;73.9
2241;L Renting, buying, selling real estate;2003;31835.0;41313.0;-4.5;77.1
2242;L Renting, buying, selling real estate;2004;33991.0;42821.0;3.7;79.4
2243;L Renting, buying, selling real estate;2005;36951.0;45387.0;6.0;81.4
2244;L Renting, buying, selling real estate;2006;40329.0;47750.0;5.2;84.5
2245;L Renting, buying, selling real estate;2007;45087.0;52280.0;9.5;86.2
2246;L Renting, buying, selling real estate;2008;47502.0;53537.0;2.4;88.7
2247;L Renting, buying, selling real estate;2009;42900.0;46883.0;-12.4;91.5
2248;L Renting, buying, selling real estate;2010;35618.0;38562.0;-17.7;92.4
2249;L Renting, buying, selling real estate;2011;32589.0;36643.0;-5.0;88.9
2250;L Renting, buying, selling real estate;2012;28029.0;32378.0;-11.6;86.6
2251;L Renting, buying, selling real estate;2013;24951.0;29157.0;-9.9;85.6
2252;L Renting, buying, selling real estate;2014;26460.0;31488.0;8.0;84.0
2253;L Renting, buying, selling real estate;2015;29963.0;36426.0;15.7;82.3
2254;L Renting, buying, selling real estate;2016;36364.0;43878.0;20.5;82.9
2255;L Renting, buying, selling real estate;2017;40322.0;48408.0;10.3;83.3
2256;L Renting, buying, selling real estate;2018;45287.0;52173.0;7.8;86.8
2257;L Renting, buying, selling real estate;2019;49868.0;55021.0;5.5;90.6
2258;L Renting, buying, selling real estate;2020;53396.0;56090.0;1.9;95.2
2259;L Renting, buying, selling real estate;2021;61925.0;61925.0;10.4;100.0
2260;L Renting, buying, selling real estate;2022;67105.0;62920.0;1.6;106.7
2261;L Renting, buying, selling real estate;2023;69060.0;62507.0;-0.7;110.5
2262;68 Renting, buying, selling real estate;1995;18188.0;34817.0;;52.2
2263;68 Renting, buying, selling real estate;1996;19747.0;36174.0;3.9;54.6
2264;68 Renting, buying, selling real estate;1997;22003.0;39116.0;8.1;56.3
2265;68 Renting, buying, selling real estate;1998;22846.0;39268.0;0.4;58.2
2266;68 Renting, buying, selling real estate;1999;25376.0;41516.0;5.7;61.1
2267;68 Renting, buying, selling real estate;2000;26451.0;40523.0;-2.4;65.3
2268;68 Renting, buying, selling real estate;2001;30868.0;44273.0;9.3;69.7
2269;68 Renting, buying, selling real estate;2002;31965.0;43250.0;-2.3;73.9
2270;68 Renting, buying, selling real estate;2003;31835.0;41313.0;-4.5;77.1
2271;68 Renting, buying, selling real estate;2004;33991.0;42821.0;3.7;79.4
2272;68 Renting, buying, selling real estate;2005;36951.0;45387.0;6.0;81.4
2273;68 Renting, buying, selling real estate;2006;40329.0;47750.0;5.2;84.5
2274;68 Renting, buying, selling real estate;2007;45087.0;52280.0;9.5;86.2
2275;68 Renting, buying, selling real estate;2008;47502.0;53537.0;2.4;88.7
2276;68 Renting, buying, selling real estate;2009;42900.0;46883.0;-12.4;91.5
2277;68 Renting, buying, selling real estate;2010;35618.0;38562.0;-17.7;92.4
2278;68 Renting, buying, selling real estate;2011;32589.0;36643.0;-5.0;88.9
2279;68 Renting, buying, selling real estate;2012;28029.0;32378.0;-11.6;86.6
2280;68 Renting, buying, selling real estate;2013;24951.0;29157.0;-9.9;85.6
2281;68 Renting, buying, selling real estate;2014;26460.0;31488.0;8.0;84.0
2282;68 Renting, buying, selling real estate;2015;29963.0;36426.0;15.7;82.3
2283;68 Renting, buying, selling real estate;2016;36364.0;43878.0;20.5;82.9
2284;68 Renting, buying, selling real estate;2017;40322.0;48408.0;10.3;83.3
2285;68 Renting, buying, selling real estate;2018;45287.0;52173.0;7.8;86.8
2286;68 Renting, buying, selling real estate;2019;49868.0;55021.0;5.5;90.6
2287;68 Renting, buying, selling real estate;2020;53396.0;56090.0;1.9;95.2
2288;68 Renting, buying, selling real estate;2021;61925.0;61925.0;10.4;100.0
2289;68 Renting, buying, selling real estate;2022;67105.0;62920.0;1.6;106.7
2290;68 Renting, buying, selling real estate;2023;;;;
2291;M-N Business services;1995;4179.0;4932.0;;84.7
2292;M-N Business services;1996;4754.0;5667.0;14.9;83.9
2293;M-N Business services;1997;5431.0;6486.0;14.5;83.7
2294;M-N Business services;1998;6307.0;7669.0;18.2;82.2
2295;M-N Business services;1999;7079.0;8704.0;13.5;81.3
2296;M-N Business services;2000;7453.0;8991.0;3.3;82.9
2297;M-N Business services;2001;8123.0;9784.0;8.8;83.0
2298;M-N Business services;2002;7899.0;9541.0;-2.5;82.8
2299;M-N Business services;2003;7890.0;9559.0;0.2;82.5
2300;M-N Business services;2004;8507.0;10218.0;6.9;83.3
2301;M-N Business services;2005;9090.0;10801.0;5.7;84.2
2302;M-N Business services;2006;10213.0;12022.0;11.3;85.0
2303;M-N Business services;2007;21026.0;24080.0;100.3;87.3
2304;M-N Business services;2008;11349.0;13016.0;-45.9;87.2
2305;M-N Business services;2009;9809.0;11284.0;-13.3;86.9
2306;M-N Business services;2010;8559.0;9830.0;-12.9;87.1
2307;M-N Business services;2011;10181.0;11879.0;20.8;85.7
2308;M-N Business services;2012;10355.0;12021.0;1.2;86.1
2309;M-N Business services;2013;15030.0;17114.0;42.4;87.8
2310;M-N Business services;2014;10292.0;11693.0;-31.7;88.0
2311;M-N Business services;2015;42869.0;48540.0;315.1;88.3
2312;M-N Business services;2016;12176.0;13644.0;-71.9;89.2
2313;M-N Business services;2017;13676.0;15179.0;11.3;90.1
2314;M-N Business services;2018;16254.0;17592.0;15.9;92.4
2315;M-N Business services;2019;18620.0;19682.0;11.9;94.6
2316;M-N Business services;2020;16496.0;16978.0;-13.7;97.2
2317;M-N Business services;2021;17183.0;17183.0;1.2;100.0
2318;M-N Business services;2022;18269.0;17211.0;0.2;106.1
2319;M-N Business services;2023;21018.0;18973.0;10.2;110.8
2320;M Other specialised business services;1995;1629.0;1581.0;;103.1
2321;M Other specialised business services;1996;1851.0;1872.0;18.4;98.9
2322;M Other specialised business services;1997;2191.0;2212.0;18.2;99.1
2323;M Other specialised business services;1998;2681.0;2815.0;27.3;95.2
2324;M Other specialised business services;1999;2772.0;2978.0;5.8;93.1
2325;M Other specialised business services;2000;2895.0;3103.0;4.2;93.3
2326;M Other specialised business services;2001;2998.0;3246.0;4.6;92.4
2327;M Other specialised business services;2002;3019.0;3322.0;2.3;90.9
2328;M Other specialised business services;2003;2862.0;3188.0;-4.0;89.8
2329;M Other specialised business services;2004;2925.0;3256.0;2.1;89.8
2330;M Other specialised business services;2005;3085.0;3453.0;6.1;89.4
2331;M Other specialised business services;2006;3461.0;3876.0;12.3;89.3
2332;M Other specialised business services;2007;3851.0;4278.0;10.4;90.0
2333;M Other specialised business services;2008;4085.0;4523.0;5.7;90.3
2334;M Other specialised business services;2009;3758.0;4135.0;-8.6;90.9
2335;M Other specialised business services;2010;3420.0;3759.0;-9.1;91.0
2336;M Other specialised business services;2011;3872.0;4306.0;14.5;89.9
2337;M Other specialised business services;2012;3788.0;4206.0;-2.3;90.1
2338;M Other specialised business services;2013;4280.0;4743.0;12.8;90.2
2339;M Other specialised business services;2014;4030.0;4470.0;-5.7;90.1
2340;M Other specialised business services;2015;4403.0;4850.0;8.5;90.8
2341;M Other specialised business services;2016;4676.0;5163.0;6.5;90.6
2342;M Other specialised business services;2017;5105.0;5599.0;8.4;91.2
2343;M Other specialised business services;2018;5879.0;6313.0;12.8;93.1
2344;M Other specialised business services;2019;6462.0;6780.0;7.4;95.3
2345;M Other specialised business services;2020;6467.0;6644.0;-2.0;97.3
2346;M Other specialised business services;2021;7264.0;7264.0;9.3;100.0
2347;M Other specialised business services;2022;7456.0;7106.0;-2.2;104.9
2348;M Other specialised business services;2023;;;;
2349;69-71 Management,  technical consultancy;1995;1013.0;927.0;;109.3
2350;69-71 Management,  technical consultancy;1996;1195.0;1155.0;24.6;103.5
2351;69-71 Management,  technical consultancy;1997;1413.0;1377.0;19.2;102.6
2352;69-71 Management,  technical consultancy;1998;1794.0;1838.0;33.5;97.6
2353;69-71 Management,  technical consultancy;1999;1871.0;1969.0;7.1;95.0
2354;69-71 Management,  technical consultancy;2000;2022.0;2127.0;8.0;95.1
2355;69-71 Management,  technical consultancy;2001;2104.0;2244.0;5.5;93.8
2356;69-71 Management,  technical consultancy;2002;2133.0;2322.0;3.5;91.8
2357;69-71 Management,  technical consultancy;2003;2045.0;2260.0;-2.7;90.5
2358;69-71 Management,  technical consultancy;2004;2107.0;2332.0;3.2;90.3
2359;69-71 Management,  technical consultancy;2005;2222.0;2474.0;6.1;89.8
2360;69-71 Management,  technical consultancy;2006;2510.0;2800.0;13.2;89.6
2361;69-71 Management,  technical consultancy;2007;2779.0;3072.0;9.7;90.5
2362;69-71 Management,  technical consultancy;2008;2852.0;3156.0;2.7;90.4
2363;69-71 Management,  technical consultancy;2009;2755.0;3038.0;-3.8;90.7
2364;69-71 Management,  technical consultancy;2010;2498.0;2752.0;-9.4;90.8
2365;69-71 Management,  technical consultancy;2011;2784.0;3106.0;12.9;89.6
2366;69-71 Management,  technical consultancy;2012;2763.0;3080.0;-0.8;89.7
2367;69-71 Management,  technical consultancy;2013;3192.0;3551.0;15.3;89.9
2368;69-71 Management,  technical consultancy;2014;2948.0;3285.0;-7.5;89.7
2369;69-71 Management,  technical consultancy;2015;3206.0;3548.0;8.0;90.4
2370;69-71 Management,  technical consultancy;2016;3494.0;3869.0;9.0;90.3
2371;69-71 Management,  technical consultancy;2017;3712.0;4086.0;5.6;90.8
2372;69-71 Management,  technical consultancy;2018;4396.0;4732.0;15.8;92.9
2373;69-71 Management,  technical consultancy;2019;5006.0;5258.0;11.1;95.2
2374;69-71 Management,  technical consultancy;2020;5040.0;5190.0;-1.3;97.1
2375;69-71 Management,  technical consultancy;2021;5565.0;5565.0;7.2;100.0
2376;69-71 Management,  technical consultancy;2022;5786.0;5502.0;-1.1;105.2
2377;69-71 Management,  technical consultancy;2023;;;;
2378;69-70 Legal and management consultancy;1995;617.0;536.0;;115.1
2379;69-70 Legal and management consultancy;1996;770.0;717.0;33.7;107.4
2380;69-70 Legal and management consultancy;1997;901.0;851.0;18.7;105.9
2381;69-70 Legal and management consultancy;1998;1179.0;1179.0;38.5;100.0
2382;69-70 Legal and management consultancy;1999;1253.0;1296.0;9.9;96.7
2383;69-70 Legal and management consultancy;2000;1365.0;1415.0;9.2;96.5
2384;69-70 Legal and management consultancy;2001;1418.0;1494.0;5.6;94.9
2385;69-70 Legal and management consultancy;2002;1421.0;1536.0;2.8;92.5
2386;69-70 Legal and management consultancy;2003;1379.0;1514.0;-1.5;91.1
2387;69-70 Legal and management consultancy;2004;1420.0;1564.0;3.3;90.8
2388;69-70 Legal and management consultancy;2005;1523.0;1690.0;8.0;90.1
2389;69-70 Legal and management consultancy;2006;1729.0;1924.0;13.9;89.9
2390;69-70 Legal and management consultancy;2007;1925.0;2124.0;10.4;90.6
2391;69-70 Legal and management consultancy;2008;1971.0;2183.0;2.8;90.3
2392;69-70 Legal and management consultancy;2009;2070.0;2286.0;4.7;90.6
2393;69-70 Legal and management consultancy;2010;1715.0;1892.0;-17.2;90.7
2394;69-70 Legal and management consultancy;2011;1941.0;2179.0;15.2;89.1
2395;69-70 Legal and management consultancy;2012;1995.0;2241.0;2.8;89.0
2396;69-70 Legal and management consultancy;2013;2022.0;2261.0;0.9;89.4
2397;69-70 Legal and management consultancy;2014;2014.0;2249.0;-0.5;89.5
2398;69-70 Legal and management consultancy;2015;2618.0;2905.0;29.1;90.1
2399;69-70 Legal and management consultancy;2016;2855.0;3171.0;9.2;90.0
2400;69-70 Legal and management consultancy;2017;3032.0;3346.0;5.5;90.6
2401;69-70 Legal and management consultancy;2018;3639.0;3921.0;17.2;92.8
2402;69-70 Legal and management consultancy;2019;4292.0;4512.0;15.1;95.1
2403;69-70 Legal and management consultancy;2020;4255.0;4384.0;-2.8;97.1
2404;69-70 Legal and management consultancy;2021;4736.0;4736.0;8.0;100.0
2405;69-70 Legal and management consultancy;2022;4888.0;4648.0;-1.9;105.2
2406;69-70 Legal and management consultancy;2023;;;;
2407;69 Legal services, administration etc.;1995;;;;
2408;69 Legal services, administration etc.;1996;;;;
2409;69 Legal services, administration etc.;1997;;;;
2410;69 Legal services, administration etc.;1998;;;;
2411;69 Legal services, administration etc.;1999;;;;
2412;69 Legal services, administration etc.;2000;;;;
2413;69 Legal services, administration etc.;2001;;;;
2414;69 Legal services, administration etc.;2002;;;;
2415;69 Legal services, administration etc.;2003;;;;
2416;69 Legal services, administration etc.;2004;;;;
2417;69 Legal services, administration etc.;2005;;;;
2418;69 Legal services, administration etc.;2006;;;;
2419;69 Legal services, administration etc.;2007;;;;
2420;69 Legal services, administration etc.;2008;;;;
2421;69 Legal services, administration etc.;2009;;;;
2422;69 Legal services, administration etc.;2010;;;;
2423;69 Legal services, administration etc.;2011;;;;
2424;69 Legal services, administration etc.;2012;;;;
2425;69 Legal services, administration etc.;2013;;;;
2426;69 Legal services, administration etc.;2014;;;;
2427;69 Legal services, administration etc.;2015;521.0;556.0;;93.8
2428;69 Legal services, administration etc.;2016;425.0;457.0;-17.7;92.9
2429;69 Legal services, administration etc.;2017;465.0;499.0;9.2;93.1
2430;69 Legal services, administration etc.;2018;485.0;513.0;2.8;94.5
2431;69 Legal services, administration etc.;2019;599.0;622.0;21.2;96.2
2432;69 Legal services, administration etc.;2020;513.0;522.0;-16.2;98.3
2433;69 Legal services, administration etc.;2021;484.0;484.0;-7.2;100.0
2434;69 Legal services, administration etc.;2022;570.0;546.0;12.8;104.4
2435;69 Legal services, administration etc.;2023;;;;
2436;70 Holding companies (not financial);1995;;;;
2437;70 Holding companies (not financial);1996;;;;
2438;70 Holding companies (not financial);1997;;;;
2439;70 Holding companies (not financial);1998;;;;
2440;70 Holding companies (not financial);1999;;;;
2441;70 Holding companies (not financial);2000;;;;
2442;70 Holding companies (not financial);2001;;;;
2443;70 Holding companies (not financial);2002;;;;
2444;70 Holding companies (not financial);2003;;;;
2445;70 Holding companies (not financial);2004;;;;
2446;70 Holding companies (not financial);2005;;;;
2447;70 Holding companies (not financial);2006;;;;
2448;70 Holding companies (not financial);2007;;;;
2449;70 Holding companies (not financial);2008;;;;
2450;70 Holding companies (not financial);2009;;;;
2451;70 Holding companies (not financial);2010;;;;
2452;70 Holding companies (not financial);2011;;;;
2453;70 Holding companies (not financial);2012;;;;
2454;70 Holding companies (not financial);2013;;;;
2455;70 Holding companies (not financial);2014;;;;
