ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
23;Totaal Stationaire en mobiele bronnen;Kooldioxide (CO2);2021;169100.0
24;Totaal Stationaire en mobiele bronnen;Kooldioxide (CO2);2022;156700.0
25;Totaal Stationaire en mobiele bronnen;Kooldioxide (CO2);2023;142100.0
26;Totaal Stationaire en mobiele bronnen;Methaan (CH4);1990;1282.0
27;Totaal Stationaire en mobiele bronnen;Methaan (CH4);1995;1191.7
28;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2000;973.4
29;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2001;947.1
30;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2002;901.4
31;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2003;870.3
32;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2004;854.4
33;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2005;795.5
34;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2006;776.7
35;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2007;777.6
36;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2008;785.7
37;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2009;778.3
38;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2010;775.2
39;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2011;752.4
40;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2012;735.9
41;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2013;734.7
42;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2014;717.2
43;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2015;725.1
44;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2016;730.0
45;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2017;716.8
46;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2018;692.9
47;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2019;687.8
48;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2020;677.4
49;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2021;666.6
50;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2022;644.6
51;Totaal Stationaire en mobiele bronnen;Methaan (CH4);2023;638.6
52;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);1990;60.3
53;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);1995;60.8
54;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2000;53.8
55;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2001;50.8
56;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2002;47.8
57;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2003;47.3
58;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2004;48.6
59;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2005;48.5
60;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2006;48.9
61;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2007;43.6
62;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2008;31.1
63;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2009;30.5
64;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2010;29.4
65;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2011;28.7
66;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2012;28.2
67;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2013;28.8
68;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2014;29.4
69;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2015;30.3
70;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2016;29.3
71;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2017;30.0
72;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2018;29.3
73;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2019;28.7
74;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2020;28.1
75;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2021;27.0
76;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2022;25.2
77;Totaal Stationaire en mobiele bronnen;Distikstofoxide (N20);2023;24.7
78;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);1990;346.6
79;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);1995;219.7
80;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2000;174.9
81;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2001;168.7
82;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2002;161.2
83;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2003;158.2
84;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2004;158.0
85;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2005;155.3
86;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2006;157.9
87;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2007;154.1
88;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2008;141.3
89;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2009;137.0
90;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2010;134.1
91;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2011;131.4
92;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2012;127.5
93;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2013;124.2
94;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2014;128.0
95;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2015;129.4
96;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2016;130.7
97;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2017;133.1
98;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2018;131.6
99;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2019;125.1
100;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2020;124.5
101;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2021;123.0
102;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2022;120.6
103;Totaal Stationaire en mobiele bronnen;Ammoniak (NH3);2023;116.4
104;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);1990;718.5
105;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);1995;615.4
106;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2000;548.9
107;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2001;539.6
108;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2002;525.0
109;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2003;519.7
110;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2004;511.6
111;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2005;501.7
112;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2006;492.1
113;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2007;464.9
114;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2008;440.4
115;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2009;405.7
116;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2010;406.4
117;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2011;394.4
118;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2012;375.2
119;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2013;358.1
120;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2014;352.2
121;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2015;359.3
122;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2016;351.8
123;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2017;341.3
124;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2018;340.2
125;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2019;333.5
126;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2020;309.0
127;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2021;301.4
128;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2022;293.7
129;Totaal Stationaire en mobiele bronnen;Stikstofoxiden (NOx);2023;279.8
130;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);1990;243.6
131;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);1995;183.2
132;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2000;139.6
133;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2001;140.6
134;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2002;132.9
135;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2003;127.6
136;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2004;127.9
137;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2005;129.1
138;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2006;132.5
139;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2007;122.0
140;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2008;92.8
141;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2009;77.7
142;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2010;69.9
143;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2011;59.8
144;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2012;58.2
145;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2013;51.9
146;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2014;52.8
147;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2015;42.5
148;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2016;33.8
149;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2017;32.0
150;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2018;29.5
151;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2019;26.8
152;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2020;22.9
153;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2021;24.1
154;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2022;23.3
155;Totaal Stationaire en mobiele bronnen;Zwaveldioxide (SO2);2023;20.4
156;Totaal Stationaire en mobiele bronnen;NMVOS;1990;601.5
157;Totaal Stationaire en mobiele bronnen;NMVOS;1995;427.4
158;Totaal Stationaire en mobiele bronnen;NMVOS;2000;336.1
159;Totaal Stationaire en mobiele bronnen;NMVOS;2001;308.0
160;Totaal Stationaire en mobiele bronnen;NMVOS;2002;292.6
161;Totaal Stationaire en mobiele bronnen;NMVOS;2003;285.9
162;Totaal Stationaire en mobiele bronnen;NMVOS;2004;267.7
163;Totaal Stationaire en mobiele bronnen;NMVOS;2005;270.4
164;Totaal Stationaire en mobiele bronnen;NMVOS;2006;264.6
165;Totaal Stationaire en mobiele bronnen;NMVOS;2007;266.0
166;Totaal Stationaire en mobiele bronnen;NMVOS;2008;259.7
167;Totaal Stationaire en mobiele bronnen;NMVOS;2009;259.7
168;Totaal Stationaire en mobiele bronnen;NMVOS;2010;272.1
169;Totaal Stationaire en mobiele bronnen;NMVOS;2011;266.8
170;Totaal Stationaire en mobiele bronnen;NMVOS;2012;262.7
171;Totaal Stationaire en mobiele bronnen;NMVOS;2013;262.5
172;Totaal Stationaire en mobiele bronnen;NMVOS;2014;248.0
173;Totaal Stationaire en mobiele bronnen;NMVOS;2015;258.1
174;Totaal Stationaire en mobiele bronnen;NMVOS;2016;255.4
175;Totaal Stationaire en mobiele bronnen;NMVOS;2017;256.4
176;Totaal Stationaire en mobiele bronnen;NMVOS;2018;250.0
177;Totaal Stationaire en mobiele bronnen;NMVOS;2019;246.3
178;Totaal Stationaire en mobiele bronnen;NMVOS;2020;255.7
179;Totaal Stationaire en mobiele bronnen;NMVOS;2021;242.8
180;Totaal Stationaire en mobiele bronnen;NMVOS;2022;244.0
181;Totaal Stationaire en mobiele bronnen;NMVOS;2023;241.3
182;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);1990;83.7
183;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);1995;66.2
184;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2000;55.6
185;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2001;54.1
186;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2002;52.3
187;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2003;50.3
188;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2004;49.5
189;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2005;48.4
190;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2006;47.7
191;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2007;45.8
192;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2008;43.2
193;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2009;40.6
194;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2010;40.4
195;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2011;37.9
196;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2012;36.5
197;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2013;36.1
198;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2014;35.2
199;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2015;34.9
200;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2016;33.6
201;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2017;32.7
202;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2018;32.2
203;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2019;31.2
204;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2020;29.1
205;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2021;29.2
206;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2022;29.2
207;Totaal Stationaire en mobiele bronnen;PM10 (fijn stof);2023;28.6
208;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);1990;60.1
209;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);1995;48.5
210;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2000;39.9
211;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2001;38.8
212;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2002;36.9
213;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2003;36.2
214;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2004;35.2
215;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2005;34.2
216;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2006;33.8
217;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2007;31.3
218;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2008;28.8
219;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2009;26.8
220;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2010;26.5
221;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2011;23.9
222;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2012;22.6
223;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2013;22.2
224;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2014;21.1
225;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2015;20.9
226;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2016;19.7
227;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2017;19.0
228;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2018;18.8
229;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2019;18.0
230;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2020;16.7
231;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2021;16.8
232;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2022;16.6
233;Totaal Stationaire en mobiele bronnen;PM2.5 (fijn stof);2023;16.0
234;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);1990;1183.7
235;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);1995;914.0
236;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2000;760.0
237;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2001;755.9
238;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2002;740.4
239;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2003;739.2
240;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2004;759.7
241;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2005;732.7
242;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2006;717.7
243;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2007;686.0
244;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2008;675.5
245;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2009;608.9
246;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2010;632.8
247;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2011;584.9
248;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2012;568.2
249;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2013;548.1
250;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2014;520.7
251;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2015;525.3
252;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2016;519.2
253;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2017;502.4
254;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2018;504.7
255;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2019;485.5
256;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2020;433.4
257;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2021;431.1
258;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2022;418.1
259;Totaal Stationaire en mobiele bronnen;Koolmonoxide (CO);2023;393.7
260;"Stationaire bronnen; totaal";Kooldioxide (CO2);1990;136700.0
261;"Stationaire bronnen; totaal";Kooldioxide (CO2);1995;144700.0
262;"Stationaire bronnen; totaal";Kooldioxide (CO2);2000;142400.0
263;"Stationaire bronnen; totaal";Kooldioxide (CO2);2001;147500.0
264;"Stationaire bronnen; totaal";Kooldioxide (CO2);2002;147000.0
265;"Stationaire bronnen; totaal";Kooldioxide (CO2);2003;149700.0
266;"Stationaire bronnen; totaal";Kooldioxide (CO2);2004;151900.0
267;"Stationaire bronnen; totaal";Kooldioxide (CO2);2005;149000.0
268;"Stationaire bronnen; totaal";Kooldioxide (CO2);2006;143400.0
269;"Stationaire bronnen; totaal";Kooldioxide (CO2);2007;143700.0
270;"Stationaire bronnen; totaal";Kooldioxide (CO2);2008;148000.0
271;"Stationaire bronnen; totaal";Kooldioxide (CO2);2009;145500.0
272;"Stationaire bronnen; totaal";Kooldioxide (CO2);2010;157900.0
273;"Stationaire bronnen; totaal";Kooldioxide (CO2);2011;144400.0
274;"Stationaire bronnen; totaal";Kooldioxide (CO2);2012;143100.0
275;"Stationaire bronnen; totaal";Kooldioxide (CO2);2013;143000.0
276;"Stationaire bronnen; totaal";Kooldioxide (CO2);2014;136900.0
277;"Stationaire bronnen; totaal";Kooldioxide (CO2);2015;143600.0
278;"Stationaire bronnen; totaal";Kooldioxide (CO2);2016;144600.0
279;"Stationaire bronnen; totaal";Kooldioxide (CO2);2017;141600.0
280;"Stationaire bronnen; totaal";Kooldioxide (CO2);2018;137400.0
281;"Stationaire bronnen; totaal";Kooldioxide (CO2);2019;134100.0
282;"Stationaire bronnen; totaal";Kooldioxide (CO2);2020;125800.0
283;"Stationaire bronnen; totaal";Kooldioxide (CO2);2021;131400.0
284;"Stationaire bronnen; totaal";Kooldioxide (CO2);2022;117900.0
285;"Stationaire bronnen; totaal";Kooldioxide (CO2);2023;103600.0
286;"Stationaire bronnen; totaal";Methaan (CH4);1990;1274.3
287;"Stationaire bronnen; totaal";Methaan (CH4);1995;1186.4
288;"Stationaire bronnen; totaal";Methaan (CH4);2000;969.5
289;"Stationaire bronnen; totaal";Methaan (CH4);2001;943.3
290;"Stationaire bronnen; totaal";Methaan (CH4);2002;897.7
291;"Stationaire bronnen; totaal";Methaan (CH4);2003;866.7
292;"Stationaire bronnen; totaal";Methaan (CH4);2004;850.9
293;"Stationaire bronnen; totaal";Methaan (CH4);2005;792.3
294;"Stationaire bronnen; totaal";Methaan (CH4);2006;773.7
295;"Stationaire bronnen; totaal";Methaan (CH4);2007;774.8
296;"Stationaire bronnen; totaal";Methaan (CH4);2008;783.1
297;"Stationaire bronnen; totaal";Methaan (CH4);2009;775.9
298;"Stationaire bronnen; totaal";Methaan (CH4);2010;772.8
299;"Stationaire bronnen; totaal";Methaan (CH4);2011;749.9
300;"Stationaire bronnen; totaal";Methaan (CH4);2012;733.3
301;"Stationaire bronnen; totaal";Methaan (CH4);2013;732.0
302;"Stationaire bronnen; totaal";Methaan (CH4);2014;714.5
303;"Stationaire bronnen; totaal";Methaan (CH4);2015;722.4
304;"Stationaire bronnen; totaal";Methaan (CH4);2016;727.1
305;"Stationaire bronnen; totaal";Methaan (CH4);2017;713.9
306;"Stationaire bronnen; totaal";Methaan (CH4);2018;689.5
307;"Stationaire bronnen; totaal";Methaan (CH4);2019;684.2
308;"Stationaire bronnen; totaal";Methaan (CH4);2020;673.8
309;"Stationaire bronnen; totaal";Methaan (CH4);2021;663.0
310;"Stationaire bronnen; totaal";Methaan (CH4);2022;640.8
311;"Stationaire bronnen; totaal";Methaan (CH4);2023;634.9
312;"Stationaire bronnen; totaal";Distikstofoxide (N20);1990;59.8
313;"Stationaire bronnen; totaal";Distikstofoxide (N20);1995;59.8
314;"Stationaire bronnen; totaal";Distikstofoxide (N20);2000;52.7
315;"Stationaire bronnen; totaal";Distikstofoxide (N20);2001;49.7
316;"Stationaire bronnen; totaal";Distikstofoxide (N20);2002;46.8
317;"Stationaire bronnen; totaal";Distikstofoxide (N20);2003;46.3
318;"Stationaire bronnen; totaal";Distikstofoxide (N20);2004;47.6
319;"Stationaire bronnen; totaal";Distikstofoxide (N20);2005;47.4
320;"Stationaire bronnen; totaal";Distikstofoxide (N20);2006;47.7
321;"Stationaire bronnen; totaal";Distikstofoxide (N20);2007;42.5
322;"Stationaire bronnen; totaal";Distikstofoxide (N20);2008;29.9
323;"Stationaire bronnen; totaal";Distikstofoxide (N20);2009;29.3
324;"Stationaire bronnen; totaal";Distikstofoxide (N20);2010;28.2
325;"Stationaire bronnen; totaal";Distikstofoxide (N20);2011;27.5
326;"Stationaire bronnen; totaal";Distikstofoxide (N20);2012;26.9
327;"Stationaire bronnen; totaal";Distikstofoxide (N20);2013;27.6
328;"Stationaire bronnen; totaal";Distikstofoxide (N20);2014;28.2
329;"Stationaire bronnen; totaal";Distikstofoxide (N20);2015;29.0
330;"Stationaire bronnen; totaal";Distikstofoxide (N20);2016;28.0
331;"Stationaire bronnen; totaal";Distikstofoxide (N20);2017;28.6
332;"Stationaire bronnen; totaal";Distikstofoxide (N20);2018;27.9
333;"Stationaire bronnen; totaal";Distikstofoxide (N20);2019;27.4
334;"Stationaire bronnen; totaal";Distikstofoxide (N20);2020;26.8
335;"Stationaire bronnen; totaal";Distikstofoxide (N20);2021;25.7
336;"Stationaire bronnen; totaal";Distikstofoxide (N20);2022;23.8
337;"Stationaire bronnen; totaal";Distikstofoxide (N20);2023;23.3
338;"Stationaire bronnen; totaal";Ammoniak (NH3);1990;345.6
339;"Stationaire bronnen; totaal";Ammoniak (NH3);1995;217.4
340;"Stationaire bronnen; totaal";Ammoniak (NH3);2000;170.5
341;"Stationaire bronnen; totaal";Ammoniak (NH3);2001;163.8
342;"Stationaire bronnen; totaal";Ammoniak (NH3);2002;156.1
343;"Stationaire bronnen; totaal";Ammoniak (NH3);2003;152.9
344;"Stationaire bronnen; totaal";Ammoniak (NH3);2004;152.5
345;"Stationaire bronnen; totaal";Ammoniak (NH3);2005;150.2
346;"Stationaire bronnen; totaal";Ammoniak (NH3);2006;153.1
347;"Stationaire bronnen; totaal";Ammoniak (NH3);2007;149.6
348;"Stationaire bronnen; totaal";Ammoniak (NH3);2008;137.2
349;"Stationaire bronnen; totaal";Ammoniak (NH3);2009;133.3
350;"Stationaire bronnen; totaal";Ammoniak (NH3);2010;130.4
351;"Stationaire bronnen; totaal";Ammoniak (NH3);2011;127.8
352;"Stationaire bronnen; totaal";Ammoniak (NH3);2012;124.0
353;"Stationaire bronnen; totaal";Ammoniak (NH3);2013;120.8
354;"Stationaire bronnen; totaal";Ammoniak (NH3);2014;124.5
355;"Stationaire bronnen; totaal";Ammoniak (NH3);2015;125.8
356;"Stationaire bronnen; totaal";Ammoniak (NH3);2016;127.1
357;"Stationaire bronnen; totaal";Ammoniak (NH3);2017;129.4
358;"Stationaire bronnen; totaal";Ammoniak (NH3);2018;127.8
359;"Stationaire bronnen; totaal";Ammoniak (NH3);2019;121.4
360;"Stationaire bronnen; totaal";Ammoniak (NH3);2020;121.1
361;"Stationaire bronnen; totaal";Ammoniak (NH3);2021;119.4
362;"Stationaire bronnen; totaal";Ammoniak (NH3);2022;116.8
