ID;Vakantiekenmerken;Perioden;TotaalNaarOrganisatievormEnVervoer_1;GeorganiseerdeReisPerAuto_2;GeorganiseerdeReisPerTouringcar_3;GeorganiseerdeReisPerVliegtuig_4;GeorganiseerdeReisMetOverigVervoer_5;NietGeorganiseerdeReizen_6
502;51;2009;288.0;213.0;;2.0;1.0;70.0
503;51;2010;349.0;257.0;4.0;0.0;2.0;85.0
504;51;2011;427.0;286.0;4.0;8.0;11.0;119.0
505;51;2012;349.0;;;;;
506;51;2013;;;;;;
507;51;2014;;;;;;
508;51;2015;;;;;;
509;51;2016;;;;;;
510;52;2002;148.0;9.0;;0.0;2.0;133.0
511;52;2003;110.0;14.0;;2.0;5.0;86.0
512;52;2004;135.0;42.0;;4.0;;79.0
513;52;2005;81.0;15.0;;3.0;;55.0
514;52;2006;88.0;15.0;;0.0;;46.0
515;52;2007;65.0;13.0;0.0;0.0;7.0;45.0
516;52;2008;66.0;17.0;;0.0;;33.0
517;52;2009;77.0;10.0;;0.0;8.0;49.0
518;52;2010;104.0;25.0;;2.0;;77.0
519;52;2011;67.0;10.0;6.0;;7.0;44.0
520;52;2012;72.0;;;;;
521;52;2013;;;;;;
522;52;2014;;;;;;
523;52;2015;;;;;;
524;52;2016;;;;;;
525;53;2002;55.0;8.0;;0.0;0.0;45.0
526;53;2003;73.0;7.0;;0.0;0.0;66.0
527;53;2004;60.0;12.0;;2.0;;45.0
528;53;2005;69.0;32.0;;2.0;;34.0
529;53;2006;59.0;19.0;;2.0;;36.0
530;53;2007;66.0;18.0;2.0;2.0;0.0;44.0
531;53;2008;60.0;20.0;;0.0;;36.0
532;53;2009;89.0;18.0;;0.0;0.0;67.0
533;53;2010;74.0;34.0;;0.0;4.0;35.0
534;53;2011;45.0;25.0;;2.0;;18.0
535;53;2012;75.0;;;;;
536;53;2013;;;;;;
537;53;2014;;;;;;
538;53;2015;;;;;;
539;53;2016;;;;;;
540;54;2002;68.0;2.0;;0.0;0.0;66.0
541;54;2003;49.0;4.0;;0.0;0.0;45.0
542;54;2004;42.0;5.0;;0.0;;37.0
543;54;2005;38.0;5.0;;0.0;;33.0
544;54;2006;40.0;5.0;;0.0;;35.0
545;54;2007;71.0;3.0;0.0;0.0;0.0;67.0
546;54;2008;49.0;5.0;;0.0;;45.0
547;54;2009;56.0;8.0;;0.0;0.0;48.0
548;54;2010;42.0;16.0;;0.0;;26.0
549;54;2011;74.0;7.0;2.0;;;65.0
550;54;2012;95.0;;;;;
551;54;2013;;;;;;
552;54;2014;;;;;;
553;54;2015;;;;;;
554;54;2016;;;;;;
555;55;2002;94.0;0.0;;0.0;79.0;15.0
556;55;2003;80.0;3.0;;0.0;69.0;5.0
557;55;2004;45.0;0.0;;0.0;;4.0
558;55;2005;27.0;0.0;;0.0;;0.0
559;55;2006;32.0;3.0;;0.0;;5.0
560;55;2007;50.0;0.0;0.0;0.0;49.0;2.0
561;55;2008;38.0;0.0;;0.0;;0.0
562;55;2009;39.0;2.0;;0.0;33.0;2.0
563;55;2010;13.0;0.0;;0.0;11.0;2.0
564;55;2011;81.0;;5.0;;74.0;1.0
565;55;2012;32.0;;;;;
566;55;2013;;;;;;
567;55;2014;;;;;;
568;55;2015;;;;;;
569;55;2016;;;;;;
570;56;2002;84.0;15.0;;8.0;6.0;46.0
571;56;2003;107.0;32.0;;4.0;24.0;32.0
572;56;2004;88.0;22.0;;8.0;;36.0
573;56;2005;73.0;21.0;;0.0;;21.0
574;56;2006;55.0;11.0;;5.0;;20.0
575;56;2007;105.0;36.0;18.0;24.0;2.0;25.0
576;56;2008;66.0;21.0;;14.0;;18.0
577;56;2009;80.0;13.0;;20.0;8.0;21.0
578;56;2010;62.0;12.0;8.0;11.0;9.0;22.0
579;56;2011;76.0;26.0;9.0;2.0;15.0;25.0
580;56;2012;62.0;;;;;
581;56;2013;;;;;;
582;56;2014;;;;;;
583;56;2015;;;;;;
584;56;2016;;;;;;
585;57;2002;52.0;5.0;;0.0;17.0;30.0
586;57;2003;34.0;3.0;;2.0;8.0;14.0
587;57;2004;51.0;8.0;;2.0;;30.0
588;57;2005;46.0;6.0;;0.0;;11.0
589;57;2006;45.0;3.0;;9.0;;17.0
590;57;2007;27.0;0.0;14.0;0.0;8.0;5.0
591;57;2008;26.0;1.0;;0.0;;10.0
592;57;2009;21.0;4.0;;0.0;5.0;10.0
593;57;2010;19.0;2.0;5.0;0.0;6.0;5.0
594;57;2011;14.0;4.0;2.0;;2.0;7.0
595;57;2012;41.0;;;;;
596;57;2013;;;;;;
597;57;2014;;;;;;
598;57;2015;;;;;;
599;57;2016;;;;;;
