ID;Uitvalcategorie;RegioS;Perioden;TotaalMotorvoertuigen_1;Personenauto_2;TotaalBedrijfsmotorvoertuigen_3;Bestelauto_4;VrachtautoExclTrekkerVoorOplegger_5;TrekkerVoorOplegger_6;SpeciaalVoertuig_7;Bus_8;TotaalGewichtMotorvoertuigen_9;Personenauto_10;TotaalGewichtBedrijfsmotorvoertuigen_11;Bestelauto_12;VrachtautoExclTrekkerVoorOplegger_13;TrekkerVoorOplegger_14;SpeciaalVoertuig_15;Bus_16
24;Totaal uitval;West-Nederland (LD);2021;189948;168004;21944;19171;799;1412;464;98;259000;202173;56827;32703;7178;11043;4574;1328
25;Totaal uitval;West-Nederland (LD);2022;178241;158856;19385;16607;769;1497;436;76;246676;193931;52745;28783;6709;11723;4576;953
26;Totaal uitval;West-Nederland (LD);2023;168743;146184;22559;19198;868;1833;566;94;245766;181635;64131;33469;8237;14436;6735;1254
27;Totaal uitval;West-Nederland (LD);2024;185100;154296;30804;27259;908;1880;670;87;274164;195348;78816;47465;8444;14849;7096;962
28;Totaal uitval;Zuid-Nederland (LD);2018;120250;105172;15078;11287;951;1869;623;348;170749;119599;51151;18634;8985;14193;5468;3871
29;Totaal uitval;Zuid-Nederland (LD);2019;123153;107355;15798;11956;1047;2102;541;152;175646;122580;53065;20081;10240;16206;4703;1835
30;Totaal uitval;Zuid-Nederland (LD);2020;115449;100010;15439;11722;1043;1891;472;311;167101;114697;52404;19677;10316;14627;4393;3391
31;Totaal uitval;Zuid-Nederland (LD);2021;134924;119489;15435;11646;988;1974;551;276;192961;138902;54059;19783;9924;15430;5966;2956
32;Totaal uitval;Zuid-Nederland (LD);2022;121755;107458;14297;10590;942;2057;568;140;178868;126851;52017;18371;9255;16130;6511;1751
33;Totaal uitval;Zuid-Nederland (LD);2023;115119;98585;16534;12242;1040;2415;636;201;179598;118419;61178;21328;10598;19148;7585;2519
34;Totaal uitval;Zuid-Nederland (LD);2024;125522;104085;21437;16787;1334;2455;638;223;197910;126288;71622;29472;13744;19354;6697;2356
35;Totaal uitval;Groningen (PV);2018;13605;11962;1643;1423;131;44;44;1;17590;13285;4305;2257;1440;317;278;13
36;Totaal uitval;Groningen (PV);2019;12853;11169;1684;1519;58;43;64;0;16196;12457;3739;2447;501;317;474;0
37;Totaal uitval;Groningen (PV);2020;11535;9961;1574;1420;51;51;47;5;14627;11224;3402;2255;392;393;302;61
38;Totaal uitval;Groningen (PV);2021;12281;10765;1516;1375;30;55;53;3;15503;12166;3337;2266;256;418;353;45
39;Totaal uitval;Groningen (PV);2022;10576;9201;1375;1259;23;52;37;4;13557;10611;2945;2119;210;408;167;42
40;Totaal uitval;Groningen (PV);2023;10027;8674;1353;1215;35;69;27;7;13146;10079;3068;2008;282;536;138;104
41;Totaal uitval;Groningen (PV);2024;11938;10254;1684;1550;27;68;33;6;15404;11854;3550;2537;202;542;185;84
42;Totaal uitval;Fryslân (PV);2018;17674;15047;2627;2153;123;246;70;35;25443;18145;7299;3486;1130;1927;374;381
43;Totaal uitval;Fryslân (PV);2019;19051;16091;2960;2341;135;280;66;138;28640;19469;9170;3879;1399;2169;375;1350
44;Totaal uitval;Fryslân (PV);2020;17885;15107;2778;2283;147;252;90;6;26080;18471;7609;3803;1337;1948;450;71
45;Totaal uitval;Fryslân (PV);2021;19409;16759;2650;2208;107;268;61;6;27677;20327;7350;3733;1050;2124;380;63
46;Totaal uitval;Fryslân (PV);2022;17840;15270;2570;2043;117;342;55;13;26692;18895;7796;3494;1184;2678;282;159
47;Totaal uitval;Fryslân (PV);2023;16634;13650;2984;2451;110;333;81;9;25747;17068;8679;4289;1137;2617;513;124
48;Totaal uitval;Fryslân (PV);2024;18261;14528;3733;3062;135;363;99;74;29383;18323;11061;5346;1368;2857;577;912
49;Totaal uitval;Drenthe (PV);2018;17200;14778;2422;2265;41;54;59;3;22430;17613;4816;3863;328;395;193;37
50;Totaal uitval;Drenthe (PV);2019;17888;15334;2554;2379;50;39;83;3;23559;18522;5037;4021;370;301;316;30
51;Totaal uitval;Drenthe (PV);2020;17915;15401;2514;2343;51;38;76;6;23936;18884;5052;3991;425;261;314;61
52;Totaal uitval;Drenthe (PV);2021;21919;19608;2311;2131;44;55;79;2;28228;23520;4708;3642;307;433;305;22
53;Totaal uitval;Drenthe (PV);2022;20894;18741;2153;1978;42;43;80;10;27165;22725;4439;3451;286;270;296;137
54;Totaal uitval;Drenthe (PV);2023;18064;15621;2443;2265;47;50;79;2;24603;19466;5137;3919;466;370;364;18
55;Totaal uitval;Drenthe (PV);2024;18175;15014;3161;2957;47;46;107;4;25473;18958;6514;5182;364;329;580;59
56;Totaal uitval;Overijssel (PV);2018;43592;37499;6093;4905;283;722;145;38;64914;46110;18804;8552;2924;5662;1241;425
57;Totaal uitval;Overijssel (PV);2019;47096;40535;6561;5388;312;660;172;29;69958;50730;19228;9421;3209;5146;1115;338
58;Totaal uitval;Overijssel (PV);2020;39552;33756;5796;4723;340;547;172;14;60076;42196;17880;8304;3756;4244;1425;152
59;Totaal uitval;Overijssel (PV);2021;41397;35766;5631;4638;261;576;139;17;61261;44451;16810;8232;2881;4521;1000;176
60;Totaal uitval;Overijssel (PV);2022;39262;33206;6056;4996;263;611;161;25;60004;41836;18168;9117;2760;4830;1100;361
61;Totaal uitval;Overijssel (PV);2023;37110;30451;6659;5457;254;726;177;45;59231;39061;20171;9888;2541;5731;1357;655
62;Totaal uitval;Overijssel (PV);2024;38374;30746;7628;6330;283;762;204;49;62524;39981;22543;11515;2862;6022;1503;642
63;Totaal uitval;Flevoland (PV);2018;8294;7299;995;733;74;165;20;3;12161;8643;3518;1173;829;1381;85;51
64;Totaal uitval;Flevoland (PV);2019;9216;8074;1142;777;80;254;19;12;14074;9622;4452;1274;815;2117;67;178
65;Totaal uitval;Flevoland (PV);2020;9146;8124;1022;761;52;184;21;4;13248;9747;3501;1254;497;1577;105;69
66;Totaal uitval;Flevoland (PV);2021;9885;8887;998;770;33;179;16;0;13773;10587;3186;1286;328;1487;85;0
67;Totaal uitval;Flevoland (PV);2022;9458;8409;1049;813;27;193;14;2;13548;10205;3343;1395;278;1597;49;24
68;Totaal uitval;Flevoland (PV);2023;7985;6925;1060;748;30;260;20;2;12430;8396;4033;1273;326;2248;151;35
69;Totaal uitval;Flevoland (PV);2024;7607;6495;1112;826;43;202;32;9;11961;8047;3914;1425;449;1696;207;136
70;Totaal uitval;Gelderland (PV);2018;65707;55547;10160;7402;894;1432;319;113;104489;67501;36988;12841;8659;10867;3338;1283
71;Totaal uitval;Gelderland (PV);2019;69299;57514;11785;8452;892;1789;394;258;114919;70516;44403;14765;8597;13573;4720;2747
72;Totaal uitval;Gelderland (PV);2020;63676;53128;10548;7738;900;1509;330;71;104543;65803;38741;13576;9030;11652;3744;738
73;Totaal uitval;Gelderland (PV);2021;69364;59009;10355;7882;749;1319;361;44;109268;72520;36748;13940;7311;10053;5063;382
74;Totaal uitval;Gelderland (PV);2022;61855;52190;9665;6953;777;1566;320;49;100972;64708;36264;12464;7333;12281;3704;483
75;Totaal uitval;Gelderland (PV);2023;57966;46476;11490;8146;935;2022;366;21;102799;58388;44411;14771;9215;15905;4312;208
76;Totaal uitval;Gelderland (PV);2024;66004;52225;13779;10766;935;1681;361;36;113362;67215;46147;19524;9053;13223;3935;412
77;Totaal uitval;Utrecht (PV);2018;41886;36212;5674;4840;320;410;98;6;61385;46026;15359;8504;2995;3073;740;46
78;Totaal uitval;Utrecht (PV);2019;49768;43387;6381;5433;320;495;123;10;72793;55543;17250;9467;2949;3706;997;132
79;Totaal uitval;Utrecht (PV);2020;50967;44690;6277;5283;352;500;130;12;75416;57477;17940;9174;3248;3747;1644;127
80;Totaal uitval;Utrecht (PV);2021;52531;46353;6178;5447;285;364;75;7;74625;59062;15563;9506;2434;2778;787;58
81;Totaal uitval;Utrecht (PV);2022;49768;44273;5495;4700;265;420;98;12;71900;56652;15248;8388;2399;3204;1125;131
82;Totaal uitval;Utrecht (PV);2023;52950;46063;6887;5853;285;646;100;3;79824;60367;19457;10358;2610;4998;1459;31
83;Totaal uitval;Utrecht (PV);2024;59558;50256;9302;8274;323;589;112;4;91978;68368;23610;14752;2937;4635;1248;38
84;Totaal uitval;Noord-Holland (PV);2018;76313;69637;6676;6242;129;131;157;17;95638;82229;13408;10179;1231;999;850;149
85;Totaal uitval;Noord-Holland (PV);2019;80898;73580;7318;6823;144;155;170;26;103421;88600;14821;11246;1246;1152;938;240
86;Totaal uitval;Noord-Holland (PV);2020;75841;68339;7502;6840;215;252;167;28;99323;83200;16124;11285;1532;1896;1075;335
87;Totaal uitval;Noord-Holland (PV);2021;68337;61517;6820;6376;120;132;124;68;86917;72360;14557;10667;1034;991;858;1007
88;Totaal uitval;Noord-Holland (PV);2022;62528;56668;5860;5456;164;103;118;19;79869;67822;12046;9241;1050;801;731;223
89;Totaal uitval;Noord-Holland (PV);2023;55278;48672;6606;6148;154;113;172;19;72852;58863;13989;10495;1298;830;1131;236
90;Totaal uitval;Noord-Holland (PV);2024;59249;50087;9162;8630;141;163;205;23;79776;61125;18651;14776;1090;1221;1312;252
91;Totaal uitval;Zuid-Holland (PV);2018;60960;53378;7582;5850;447;995;260;30;89256;62749;26508;9853;4587;7756;3959;352
92;Totaal uitval;Zuid-Holland (PV);2019;61315;53118;8197;6384;514;1034;240;25;90356;62611;27745;10969;5132;8079;3281;284
93;Totaal uitval;Zuid-Holland (PV);2020;54675;46729;7946;6087;423;968;243;225;83001;54997;28004;10446;4249;7496;3292;2521
94;Totaal uitval;Zuid-Holland (PV);2021;58053;50253;7800;6345;345;863;230;17;83657;59690;23968;10960;3285;6843;2697;182
95;Totaal uitval;Zuid-Holland (PV);2022;55300;48433;6867;5444;294;898;193;38;81312;58696;22616;9538;2865;7109;2602;502
96;Totaal uitval;Zuid-Holland (PV);2023;50854;42975;7879;6170;392;997;263;57;80296;52723;27573;10938;3971;7999;3979;686
97;Totaal uitval;Zuid-Holland (PV);2024;55288;44432;10856;9030;403;1058;309;56;88133;55020;33113;15766;4050;8410;4268;619
98;Totaal uitval;Zeeland (PV);2018;12392;11071;1321;1146;50;82;36;7;15312;12138;3174;1767;456;653;220;77
99;Totaal uitval;Zeeland (PV);2019;13222;11859;1363;1166;40;101;46;10;16386;13050;3336;1820;362;808;211;135
100;Totaal uitval;Zeeland (PV);2020;10574;9268;1306;1136;42;79;45;4;13490;10441;3049;1749;370;618;274;38
101;Totaal uitval;Zeeland (PV);2021;11027;9881;1146;1003;49;53;35;6;13801;11062;2740;1571;426;430;232;81
102;Totaal uitval;Zeeland (PV);2022;10645;9482;1163;1007;46;76;27;7;13595;10760;2835;1616;395;610;117;97
103;Totaal uitval;Zeeland (PV);2023;9661;8474;1187;1027;37;77;31;15;12793;9681;3112;1678;357;610;166;301
104;Totaal uitval;Zeeland (PV);2024;11005;9521;1484;1325;41;70;44;4;14277;10835;3442;2171;368;582;268;52
105;Totaal uitval;Noord-Brabant (PV);2018;93524;81500;12024;8803;797;1601;501;322;135787;93141;42646;14512;7511;12172;4925;3526
106;Totaal uitval;Noord-Brabant (PV);2019;94483;82088;12395;9204;891;1746;415;139;137687;94181;43505;15492;8875;13446;4040;1653
107;Totaal uitval;Noord-Brabant (PV);2020;87851;75797;12054;8972;893;1559;358;272;130308;87203;43105;15040;9060;12131;3864;3010
108;Totaal uitval;Noord-Brabant (PV);2021;93060;81034;12026;8802;841;1688;459;236;137381;92700;44681;14909;8584;13229;5380;2579
109;Totaal uitval;Noord-Brabant (PV);2022;83173;72254;10919;7826;827;1691;465;110;126336;84214;42122;13569;8158;13239;5799;1358
110;Totaal uitval;Noord-Brabant (PV);2023;81404;68611;12793;9294;894;1963;488;154;130716;81159;49557;16185;9271;15661;6552;1887
111;Totaal uitval;Noord-Brabant (PV);2024;91038;74381;16657;12769;1170;2042;483;193;147914;89036;58878;22512;12340;16161;5884;1981
112;Totaal uitval;Limburg (PV);2018;26726;23672;3054;2484;154;268;122;26;34962;26457;8505;4122;1474;2020;543;345
113;Totaal uitval;Limburg (PV);2019;28670;25267;3403;2752;156;356;126;13;37959;28399;9560;4590;1365;2760;663;182
114;Totaal uitval;Limburg (PV);2020;27598;24213;3385;2750;150;332;114;39;36792;27494;9299;4637;1256;2497;528;381
115;Totaal uitval;Limburg (PV);2021;41864;38455;3409;2844;147;286;92;40;55579;46202;9377;4874;1340;2201;586;377
116;Totaal uitval;Limburg (PV);2022;38582;35204;3378;2764;115;366;103;30;52532;42637;9895;4802;1097;2891;713;393
117;Totaal uitval;Limburg (PV);2023;33715;29974;3741;2948;146;452;148;47;48882;37260;11622;5142;1327;3487;1033;632
118;Totaal uitval;Limburg (PV);2024;34484;29704;4780;4018;164;413;155;30;49995;37251;12744;6960;1404;3193;813;375
119;Totaal uitval;"Nederland; niet in te delen";2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;Totaal uitval;"Nederland; niet in te delen";2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;Totaal uitval;"Nederland; niet in te delen";2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;Totaal uitval;"Nederland; niet in te delen";2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;Totaal uitval;"Nederland; niet in te delen";2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;Totaal uitval;"Nederland; niet in te delen";2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;Totaal uitval;"Nederland; niet in te delen";2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;Sloop;Nederland;2018;208336;195374;12962;12399;136;221;138;68;218088;197582;20506;16336;1194;1652;843;481
127;Sloop;Nederland;2019;196581;184153;12428;11857;165;209;136;61;208391;188281;20111;15721;1570;1533;875;413
128;Sloop;Nederland;2020;185225;172865;12360;11864;164;183;108;41;199056;179162;19894;15863;1511;1370;777;373
129;Sloop;Nederland;2021;184341;174374;9967;9593;122;133;84;35;196556;180838;15718;12818;1053;1013;572;261
130;Sloop;Nederland;2022;147886;140365;7521;7087;139;171;80;44;159253;146158;13094;9710;1141;1287;523;433
131;Sloop;Nederland;2023;133937;126323;7614;7158;123;189;97;47;146607;132812;13795;9969;1108;1375;655;688
132;Sloop;Nederland;2024;155948;145994;9954;9517;114;176;93;54;172403;155391;17012;13578;1008;1364;490;572
133;Sloop;Noord-Nederland (LD);2018;22816;21106;1710;1639;20;32;18;1;24301;21618;2683;2140;202;260;67;14
134;Sloop;Noord-Nederland (LD);2019;21077;19417;1660;1588;25;29;17;1;22796;20152;2644;2070;264;214;80;16
135;Sloop;Noord-Nederland (LD);2020;19808;18228;1580;1516;21;28;14;1;21748;19185;2563;2002;226;213;113;9
136;Sloop;Noord-Nederland (LD);2021;21878;20521;1357;1310;15;10;19;3;23819;21681;2138;1718;161;82;142;35
137;Sloop;Noord-Nederland (LD);2022;17874;16798;1076;1033;16;20;6;1;19560;17795;1765;1395;173;152;32;13
138;Sloop;Noord-Nederland (LD);2023;15725;14613;1112;1069;8;17;18;0;17521;15703;1818;1474;91;123;130;0
139;Sloop;Noord-Nederland (LD);2024;18508;17116;1392;1340;12;26;11;3;20858;18585;2273;1863;112;211;60;27
140;Sloop;Oost-Nederland (LD);2018;43123;40166;2957;2811;44;68;28;6;45645;40741;4904;3768;408;486;194;48
141;Sloop;Oost-Nederland (LD);2019;40329;37454;2875;2672;44;84;30;45;43421;38441;4979;3577;396;613;180;214
142;Sloop;Oost-Nederland (LD);2020;37248;34628;2620;2448;47;84;23;18;40777;36108;4669;3310;472;635;169;83
143;Sloop;Oost-Nederland (LD);2021;35396;33319;2077;1945;30;61;19;22;38355;34783;3572;2637;253;474;99;109
144;Sloop;Oost-Nederland (LD);2022;29038;27380;1658;1528;23;65;18;24;31809;28784;3025;2136;201;487;56;144
145;Sloop;Oost-Nederland (LD);2023;26342;24659;1683;1537;37;81;26;2;29570;26198;3372;2185;396;595;178;17
146;Sloop;Oost-Nederland (LD);2024;30807;28848;1959;1791;48;83;27;10;34806;30973;3832;2567;423;637;119;87
147;Sloop;West-Nederland (LD);2018;79413;74693;4720;4624;20;28;36;12;82578;75764;6814;6156;147;207;156;148
148;Sloop;West-Nederland (LD);2019;74896;70388;4508;4417;23;16;47;5;78788;72324;6465;5953;158;109;168;76
149;Sloop;West-Nederland (LD);2020;69908;65184;4724;4615;45;19;33;12;74993;68024;6969;6261;317;137;97;157
150;Sloop;West-Nederland (LD);2021;69451;65634;3817;3720;45;17;28;7;74302;68531;5770;5061;328;124;176;82
151;Sloop;West-Nederland (LD);2022;54169;51542;2627;2515;63;13;23;13;58097;53855;4242;3511;348;86;100;196
152;Sloop;West-Nederland (LD);2023;48753;46129;2624;2514;37;15;22;36;53117;48532;4585;3572;241;105;111;556
153;Sloop;West-Nederland (LD);2024;56926;52835;4091;3995;12;16;33;35;63033;56459;6574;5844;68;118;159;384
154;Sloop;Zuid-Nederland (LD);2018;62984;59409;3575;3325;52;93;56;49;65565;59460;6105;4272;437;698;427;271
155;Sloop;Zuid-Nederland (LD);2019;60279;56894;3385;3180;73;80;42;10;63386;57363;6023;4121;752;596;446;108
156;Sloop;Zuid-Nederland (LD);2020;58261;54825;3436;3285;51;52;38;10;61537;55845;5693;4291;496;384;398;124
157;Sloop;Zuid-Nederland (LD);2021;57616;54900;2716;2618;32;45;18;3;60080;55843;4237;3402;311;334;155;35
158;Sloop;Zuid-Nederland (LD);2022;46805;44645;2160;2011;37;73;33;6;49786;45724;4062;2668;419;561;335;80
159;Sloop;Zuid-Nederland (LD);2023;43117;40922;2195;2038;41;76;31;9;46399;42378;4021;2737;380;552;236;115
160;Sloop;Zuid-Nederland (LD);2024;49707;47195;2512;2391;42;51;22;6;53706;49373;4333;3305;406;398;151;74
161;Sloop;Groningen (PV);2018;8694;8126;568;561;0;0;7;0;9084;8343;741;725;0;0;17;0
162;Sloop;Groningen (PV);2019;7648;7105;543;532;2;2;7;0;8062;7328;735;684;17;18;16;0
163;Sloop;Groningen (PV);2020;6611;6102;509;505;1;1;2;0;6996;6311;684;657;15;8;4;0
164;Sloop;Groningen (PV);2021;6319;5901;418;412;0;0;5;1;6649;6087;562;526;0;0;23;14
165;Sloop;Groningen (PV);2022;5089;4758;331;328;1;0;2;0;5402;4948;454;440;9;0;5;0
166;Sloop;Groningen (PV);2023;5299;4940;359;352;0;0;7;0;5751;5244;507;475;0;0;32;0
167;Sloop;Groningen (PV);2024;7097;6639;458;454;1;0;3;0;7735;7127;609;598;4;0;7;0
168;Sloop;Fryslân (PV);2018;7096;6400;696;636;20;32;7;1;7952;6590;1361;847;202;260;38;14
169;Sloop;Fryslân (PV);2019;7046;6380;666;609;22;26;8;1;7962;6651;1311;819;233;194;48;16
170;Sloop;Fryslân (PV);2020;7011;6375;636;582;20;27;7;0;8033;6771;1262;789;212;206;55;0
171;Sloop;Fryslân (PV);2021;7069;6531;538;503;15;9;11;0;7993;6990;1003;675;161;80;88;0
172;Sloop;Fryslân (PV);2022;5616;5162;454;416;14;20;3;1;6489;5569;920;572;159;152;24;13
173;Sloop;Fryslân (PV);2023;5098;4638;460;429;7;17;7;0;5952;5052;900;604;85;123;88;0
174;Sloop;Fryslân (PV);2024;5884;5334;550;505;10;26;6;3;6995;5889;1106;732;104;211;33;27
175;Sloop;Drenthe (PV);2018;7026;6580;446;442;0;0;4;0;7265;6685;580;569;0;0;11;0
176;Sloop;Drenthe (PV);2019;6383;5932;451;447;1;1;2;0;6773;6173;599;567;14;2;16;0
177;Sloop;Drenthe (PV);2020;6186;5751;435;429;0;0;5;1;6720;6103;617;555;0;0;53;9
178;Sloop;Drenthe (PV);2021;8490;8089;401;395;0;1;3;2;9177;8604;573;518;0;2;31;22
179;Sloop;Drenthe (PV);2022;7169;6878;291;289;1;0;1;0;7669;7278;391;383;5;0;3;0
180;Sloop;Drenthe (PV);2023;5328;5035;293;288;1;0;4;0;5818;5407;411;395;6;0;10;0
181;Sloop;Drenthe (PV);2024;5527;5143;384;381;1;0;2;0;6128;5570;558;533;5;0;21;0
182;Sloop;Overijssel (PV);2018;15144;14117;1027;980;22;14;7;4;16038;14289;1749;1309;222;102;77;39
183;Sloop;Overijssel (PV);2019;13414;12492;922;871;9;28;14;0;14379;12778;1601;1158;109;192;141;0
184;Sloop;Overijssel (PV);2020;12310;11459;851;795;23;23;10;0;13509;11889;1620;1089;250;170;112;0
185;Sloop;Overijssel (PV);2021;10172;9526;646;606;11;17;12;0;11079;9935;1144;843;113;126;62;0
186;Sloop;Overijssel (PV);2022;8224;7726;498;467;6;19;5;1;9039;8131;908;668;65;143;24;9
187;Sloop;Overijssel (PV);2023;7686;7115;571;536;7;19;9;0;8602;7574;1028;778;61;127;62;0
188;Sloop;Overijssel (PV);2024;9189;8530;659;595;14;32;14;4;10503;9127;1376;864;146;236;77;52
189;Sloop;Flevoland (PV);2018;3386;3200;186;186;0;0;0;0;3478;3243;235;235;0;0;0;0
190;Sloop;Flevoland (PV);2019;3424;3214;210;208;0;0;2;0;3556;3287;269;264;0;0;5;0
191;Sloop;Flevoland (PV);2020;3610;3408;202;201;0;0;1;0;3794;3535;259;257;0;0;2;0
192;Sloop;Flevoland (PV);2021;3528;3362;166;166;0;0;0;0;3675;3465;210;210;0;0;0;0
193;Sloop;Flevoland (PV);2022;2764;2640;124;123;0;0;0;1;2869;2697;171;162;0;0;0;9
194;Sloop;Flevoland (PV);2023;1996;1902;94;92;0;0;2;0;2085;1962;123;120;0;0;4;0
195;Sloop;Flevoland (PV);2024;2029;1931;98;97;0;0;1;0;2145;2012;134;132;0;0;2;0
196;Sloop;Gelderland (PV);2018;24593;22849;1744;1645;22;54;21;2;26128;23209;2920;2223;186;385;117;9
197;Sloop;Gelderland (PV);2019;23491;21748;1743;1593;35;56;14;45;25485;22376;3109;2154;286;421;34;214
198;Sloop;Gelderland (PV);2020;21328;19761;1567;1452;24;61;12;18;23474;20685;2789;1964;222;465;55;83
199;Sloop;Gelderland (PV);2021;21696;20431;1265;1173;19;44;7;22;23602;21383;2218;1583;140;348;37;109
200;Sloop;Gelderland (PV);2022;18050;17014;1036;938;17;46;13;22;19901;17956;1946;1305;137;345;32;126
201;Sloop;Gelderland (PV);2023;16660;15642;1018;909;30;62;15;2;18883;16663;2220;1287;335;469;112;17
202;Sloop;Gelderland (PV);2024;19589;18387;1202;1099;34;51;12;6;22158;19835;2323;1571;276;401;39;35
203;Sloop;Utrecht (PV);2018;9997;9378;619;604;5;5;5;0;10363;9476;887;774;43;36;34;0
204;Sloop;Utrecht (PV);2019;9318;8717;601;575;11;7;8;0;9812;8898;914;757;70;54;32;0
205;Sloop;Utrecht (PV);2020;9869;9244;625;590;27;5;3;0;10666;9663;1003;786;175;36;7;0
206;Sloop;Utrecht (PV);2021;10403;9801;602;564;29;6;3;0;11265;10257;1008;754;185;47;23;0
207;Sloop;Utrecht (PV);2022;8201;7814;387;377;2;3;5;0;8783;8205;578;533;6;24;15;0
208;Sloop;Utrecht (PV);2023;7376;7031;345;336;2;4;3;0;7870;7346;524;470;16;31;7;0
209;Sloop;Utrecht (PV);2024;8684;8251;433;417;7;5;4;0;9431;8733;698;600;45;34;19;0
210;Sloop;Noord-Holland (PV);2018;35696;33632;2064;2038;2;7;17;0;37067;34280;2786;2682;18;51;35;0
211;Sloop;Noord-Holland (PV);2019;32673;30713;1960;1937;3;3;17;0;34360;31691;2669;2593;22;17;38;0
212;Sloop;Noord-Holland (PV);2020;30655;28427;2228;2202;9;5;10;2;32953;29811;3142;2977;63;43;31;29
213;Sloop;Noord-Holland (PV);2021;31252;29587;1665;1641;11;5;8;0;33216;30838;2378;2204;91;30;52;0
214;Sloop;Noord-Holland (PV);2022;23803;22673;1130;1058;57;6;9;0;25531;23702;1829;1460;299;38;32;0
215;Sloop;Noord-Holland (PV);2023;20974;19873;1101;1067;30;1;3;0;22685;20970;1715;1506;189;8;11;0
