ID;Uitvalcategorie;RegioS;Perioden;TotaalMotorvoertuigen_1;Personenauto_2;TotaalBedrijfsmotorvoertuigen_3;Bestelauto_4;VrachtautoExclTrekkerVoorOplegger_5;TrekkerVoorOplegger_6;SpeciaalVoertuig_7;Bus_8;TotaalGewichtMotorvoertuigen_9;Personenauto_10;TotaalGewichtBedrijfsmotorvoertuigen_11;Bestelauto_12;VrachtautoExclTrekkerVoorOplegger_13;TrekkerVoorOplegger_14;SpeciaalVoertuig_15;Bus_16
444;Buiten de normale registratie gesteld;Flevoland (PV);2021;12;12;0;0;0;0;0;0;16;16;0;0;0;0;0;0
445;Buiten de normale registratie gesteld;Flevoland (PV);2022;16;13;3;3;0;0;0;0;20;16;3;3;0;0;0;0
446;Buiten de normale registratie gesteld;Flevoland (PV);2023;9;7;2;2;0;0;0;0;10;8;3;3;0;0;0;0
447;Buiten de normale registratie gesteld;Flevoland (PV);2024;9;8;1;1;0;0;0;0;10;9;1;1;0;0;0;0
448;Buiten de normale registratie gesteld;Gelderland (PV);2018;111;48;63;28;19;15;1;0;389;54;335;38;187;104;6;0
449;Buiten de normale registratie gesteld;Gelderland (PV);2019;113;42;71;30;19;12;10;0;470;40;431;44;219;81;87;0
450;Buiten de normale registratie gesteld;Gelderland (PV);2020;100;36;64;18;21;18;7;0;503;37;466;26;249;125;66;0
451;Buiten de normale registratie gesteld;Gelderland (PV);2021;57;48;9;2;6;1;0;0;140;54;86;2;74;9;0;0
452;Buiten de normale registratie gesteld;Gelderland (PV);2022;37;31;6;3;1;1;0;1;57;36;22;3;8;7;0;4
453;Buiten de normale registratie gesteld;Gelderland (PV);2023;49;41;8;5;1;1;1;0;71;42;28;6;5;6;11;0
454;Buiten de normale registratie gesteld;Gelderland (PV);2024;44;36;8;5;2;1;0;0;61;37;24;6;9;9;0;0
455;Buiten de normale registratie gesteld;Utrecht (PV);2018;60;49;11;7;3;1;0;0;108;58;50;9;33;8;0;0
456;Buiten de normale registratie gesteld;Utrecht (PV);2019;38;27;11;2;2;6;1;0;95;31;65;3;19;40;3;0
457;Buiten de normale registratie gesteld;Utrecht (PV);2020;48;35;13;5;4;3;1;0;101;46;55;7;35;10;2;0
458;Buiten de normale registratie gesteld;Utrecht (PV);2021;17;16;1;1;0;0;0;0;22;21;1;1;0;0;0;0
459;Buiten de normale registratie gesteld;Utrecht (PV);2022;26;25;1;1;0;0;0;0;31;29;2;2;0;0;0;0
460;Buiten de normale registratie gesteld;Utrecht (PV);2023;30;25;5;4;0;1;0;0;40;27;13;6;0;7;0;0
461;Buiten de normale registratie gesteld;Utrecht (PV);2024;32;27;5;5;0;0;0;0;41;33;8;8;0;0;0;0
462;Buiten de normale registratie gesteld;Noord-Holland (PV);2018;120;82;38;11;14;10;2;1;386;100;287;18;155;77;28;9
463;Buiten de normale registratie gesteld;Noord-Holland (PV);2019;89;54;35;9;11;12;3;0;282;63;218;14;106;88;10;0
464;Buiten de normale registratie gesteld;Noord-Holland (PV);2020;53;34;19;5;3;8;3;0;155;40;115;6;20;53;36;0
465;Buiten de normale registratie gesteld;Noord-Holland (PV);2021;47;40;7;6;1;0;0;0;70;52;18;10;8;0;0;0
466;Buiten de normale registratie gesteld;Noord-Holland (PV);2022;40;34;6;5;1;0;0;0;63;43;20;8;12;0;0;0
467;Buiten de normale registratie gesteld;Noord-Holland (PV);2023;64;53;11;6;4;0;1;0;115;57;57;10;45;0;3;0
468;Buiten de normale registratie gesteld;Noord-Holland (PV);2024;39;30;9;8;0;0;1;0;50;37;14;12;0;0;2;0
469;Buiten de normale registratie gesteld;Zuid-Holland (PV);2018;243;206;37;17;8;10;2;0;457;266;191;24;78;71;18;0
470;Buiten de normale registratie gesteld;Zuid-Holland (PV);2019;197;158;39;21;3;11;4;0;383;205;178;28;40;74;37;0
471;Buiten de normale registratie gesteld;Zuid-Holland (PV);2020;234;173;61;32;12;10;2;5;531;226;305;44;118;78;21;44
472;Buiten de normale registratie gesteld;Zuid-Holland (PV);2021;152;136;16;11;1;2;1;1;238;173;65;19;8;14;10;14
473;Buiten de normale registratie gesteld;Zuid-Holland (PV);2022;174;152;22;20;0;2;0;0;246;200;46;33;0;13;0;0
474;Buiten de normale registratie gesteld;Zuid-Holland (PV);2023;205;175;30;17;0;11;1;1;413;226;187;27;0;133;15;12
475;Buiten de normale registratie gesteld;Zuid-Holland (PV);2024;189;164;25;17;1;6;0;1;346;214;133;32;13;68;0;20
476;Buiten de normale registratie gesteld;Zeeland (PV);2018;15;4;11;4;3;3;1;0;57;6;51;8;18;21;4;0
477;Buiten de normale registratie gesteld;Zeeland (PV);2019;26;10;16;3;6;6;1;0;147;12;135;4;56;44;32;0
478;Buiten de normale registratie gesteld;Zeeland (PV);2020;11;2;9;2;1;6;0;0;64;3;60;2;16;43;0;0
479;Buiten de normale registratie gesteld;Zeeland (PV);2021;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0
480;Buiten de normale registratie gesteld;Zeeland (PV);2022;4;0;4;2;1;1;0;0;29;0;29;3;17;8;0;0
481;Buiten de normale registratie gesteld;Zeeland (PV);2023;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0
482;Buiten de normale registratie gesteld;Zeeland (PV);2024;7;5;2;1;1;0;0;0;13;6;7;1;6;0;0;0
483;Buiten de normale registratie gesteld;Noord-Brabant (PV);2018;239;120;119;52;21;38;8;0;706;127;579;69;196;259;55;0
484;Buiten de normale registratie gesteld;Noord-Brabant (PV);2019;217;123;94;32;28;27;6;1;767;132;635;45;331;190;59;10
485;Buiten de normale registratie gesteld;Noord-Brabant (PV);2020;124;43;81;19;26;30;6;0;651;50;601;29;289;209;74;0
486;Buiten de normale registratie gesteld;Noord-Brabant (PV);2021;72;54;18;6;8;2;2;0;205;63;142;7;92;12;31;0
487;Buiten de normale registratie gesteld;Noord-Brabant (PV);2022;43;37;6;1;2;3;0;0;81;41;40;1;19;19;0;0
488;Buiten de normale registratie gesteld;Noord-Brabant (PV);2023;50;39;11;5;5;1;0;0;134;46;88;6;73;8;0;0
489;Buiten de normale registratie gesteld;Noord-Brabant (PV);2024;60;52;8;5;1;1;1;0;82;57;26;7;6;6;6;0
490;Buiten de normale registratie gesteld;Limburg (PV);2018;676;639;37;23;5;6;3;0;1065;943;122;29;33;45;15;0
491;Buiten de normale registratie gesteld;Limburg (PV);2019;767;724;43;9;7;25;2;0;1362;1072;290;13;86;181;10;0
492;Buiten de normale registratie gesteld;Limburg (PV);2020;678;644;34;10;12;8;4;0;1232;971;261;14;164;55;27;0
493;Buiten de normale registratie gesteld;Limburg (PV);2021;640;633;7;5;2;0;0;0;1000;967;33;9;24;0;0;0
494;Buiten de normale registratie gesteld;Limburg (PV);2022;742;739;3;2;1;0;0;0;1128;1115;14;4;10;0;0;0
495;Buiten de normale registratie gesteld;Limburg (PV);2023;639;637;2;1;1;0;0;0;979;971;8;2;6;0;0;0
496;Buiten de normale registratie gesteld;Limburg (PV);2024;742;739;3;2;0;0;0;1;1161;1149;13;4;0;0;0;9
497;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;Buiten de normale registratie gesteld;"Nederland; niet in te delen";2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
504;Overige uitval;Nederland;2018;4360;1621;2739;2411;141;21;163;3;8094;2287;5807;4689;518;123;448;29
505;Overige uitval;Nederland;2019;4494;1522;2972;2666;125;16;154;11;8517;2162;6355;5262;453;57;479;105
506;Overige uitval;Nederland;2020;5249;1758;3491;3105;241;15;128;2;9903;2598;7305;6055;822;39;380;10
507;Overige uitval;Nederland;2021;6493;1919;4574;4211;179;23;150;11;12371;2869;9502;8292;586;100;465;59
508;Overige uitval;Nederland;2022;5543;1407;4136;3775;210;21;126;4;10749;2131;8617;7432;725;73;370;17
509;Overige uitval;Nederland;2023;5272;1311;3961;3615;189;38;114;5;10417;2002;8415;7253;641;151;350;21
510;Overige uitval;Nederland;2024;5108;1193;3915;3452;297;24;134;8;10121;1707;8414;6902;939;90;416;66
511;Overige uitval;Noord-Nederland (LD);2018;849;401;448;396;19;8;25;0;1506;529;977;758;80;64;75;0
512;Overige uitval;Noord-Nederland (LD);2019;758;318;440;397;15;4;23;1;1373;449;924;770;62;26;64;2
513;Overige uitval;Noord-Nederland (LD);2020;921;383;538;499;21;2;15;1;1636;553;1083;955;78;5;43;2
514;Overige uitval;Noord-Nederland (LD);2021;1052;382;670;623;20;3;23;1;1984;605;1379;1223;59;15;78;3
515;Overige uitval;Noord-Nederland (LD);2022;889;224;665;625;15;3;19;3;1698;353;1345;1202;62;7;60;14
516;Overige uitval;Noord-Nederland (LD);2023;806;211;595;549;26;4;15;1;1563;317;1246;1078;106;15;45;3
517;Overige uitval;Noord-Nederland (LD);2024;744;183;561;514;29;1;14;3;1491;272;1219;1014;133;2;35;35
518;Overige uitval;Oost-Nederland (LD);2018;1040;394;646;578;35;5;27;1;1912;543;1369;1127;124;25;81;12
519;Overige uitval;Oost-Nederland (LD);2019;1099;395;704;622;34;5;41;2;2122;577;1545;1237;132;11;159;5
520;Overige uitval;Oost-Nederland (LD);2020;1262;419;843;753;63;3;24;0;2376;616;1759;1464;220;6;69;0
521;Overige uitval;Oost-Nederland (LD);2021;1540;441;1099;1014;40;6;37;2;2931;622;2310;2002;146;30;114;17
522;Overige uitval;Oost-Nederland (LD);2022;1358;386;972;882;49;7;34;0;2585;568;2017;1728;165;20;103;0
523;Overige uitval;Oost-Nederland (LD);2023;1422;347;1075;1005;37;3;30;0;2754;482;2273;2054;120;12;88;0
524;Overige uitval;Oost-Nederland (LD);2024;1414;380;1034;903;85;8;35;3;2762;517;2244;1819;262;31;113;20
525;Overige uitval;West-Nederland (LD);2018;1534;492;1042;904;58;2;76;2;2885;700;2186;1766;204;4;196;17
526;Overige uitval;West-Nederland (LD);2019;1665;473;1192;1085;48;4;54;1;3142;671;2471;2153;153;9;148;10
527;Overige uitval;West-Nederland (LD);2020;1944;566;1378;1201;115;7;54;1;3752;835;2917;2357;370;21;163;7
528;Overige uitval;West-Nederland (LD);2021;2357;484;1873;1721;85;6;54;7;4661;790;3872;3384;266;18;169;35
529;Overige uitval;West-Nederland (LD);2022;2086;433;1653;1516;94;5;37;1;4114;677;3437;3004;314;16;101;3
530;Overige uitval;West-Nederland (LD);2023;1944;427;1517;1356;90;19;49;3;3936;725;3211;2707;287;51;152;15
531;Overige uitval;West-Nederland (LD);2024;1909;370;1539;1342;134;9;53;1;3846;550;3296;2690;394;25;183;3
532;Overige uitval;Zuid-Nederland (LD);2018;937;334;603;533;29;6;35;0;1791;516;1276;1038;111;30;97;0
533;Overige uitval;Zuid-Nederland (LD);2019;972;336;636;562;28;3;36;7;1880;465;1415;1102;106;12;107;88
534;Overige uitval;Zuid-Nederland (LD);2020;1122;390;732;652;42;3;35;0;2140;594;1545;1279;154;7;104;0
535;Overige uitval;Zuid-Nederland (LD);2021;1544;612;932;853;34;8;36;1;2794;853;1942;1684;115;36;104;3
536;Overige uitval;Zuid-Nederland (LD);2022;1210;364;846;752;52;6;36;0;2352;533;1819;1498;184;30;106;0
537;Overige uitval;Zuid-Nederland (LD);2023;1100;326;774;705;36;12;20;1;2163;477;1686;1414;128;74;66;3
538;Overige uitval;Zuid-Nederland (LD);2024;1041;260;781;693;49;6;32;1;2023;368;1654;1379;151;32;84;9
539;Overige uitval;Groningen (PV);2018;251;111;140;126;2;8;4;0;464;142;321;239;7;64;12;0
540;Overige uitval;Groningen (PV);2019;206;81;125;110;6;2;7;0;397;122;275;216;19;16;25;0
541;Overige uitval;Groningen (PV);2020;236;81;155;149;4;0;2;0;431;126;304;286;13;0;5;0
542;Overige uitval;Groningen (PV);2021;293;90;203;191;1;1;10;0;566;150;416;379;2;6;28;0
543;Overige uitval;Groningen (PV);2022;233;56;177;169;3;0;4;1;459;95;364;326;16;0;14;8
544;Overige uitval;Groningen (PV);2023;193;55;138;125;7;2;4;0;380;89;291;245;28;5;13;0
545;Overige uitval;Groningen (PV);2024;186;45;141;132;7;0;2;0;365;78;287;260;22;0;5;0
546;Overige uitval;Fryslân (PV);2018;369;187;182;157;11;0;14;0;641;248;393;305;47;0;41;0
547;Overige uitval;Fryslân (PV);2019;353;167;186;171;6;2;6;1;613;220;393;332;34;9;16;2
548;Overige uitval;Fryslân (PV);2020;455;219;236;215;10;2;8;1;778;309;468;406;32;5;23;2
549;Overige uitval;Fryslân (PV);2021;484;188;296;275;13;2;5;1;901;287;613;534;40;9;27;3
550;Overige uitval;Fryslân (PV);2022;426;115;311;295;6;1;7;2;794;177;616;561;21;2;26;6
551;Overige uitval;Fryslân (PV);2023;394;87;307;286;12;1;8;0;755;126;629;562;42;2;23;0
552;Overige uitval;Fryslân (PV);2024;351;91;260;239;6;1;11;3;681;127;554;468;20;2;28;35
553;Overige uitval;Drenthe (PV);2018;229;103;126;113;6;0;7;0;401;139;262;215;26;0;21;0
554;Overige uitval;Drenthe (PV);2019;199;70;129;116;3;0;10;0;363;108;255;222;9;0;24;0
555;Overige uitval;Drenthe (PV);2020;230;83;147;135;7;0;5;0;427;117;311;263;33;0;15;0
556;Overige uitval;Drenthe (PV);2021;275;104;171;157;6;0;8;0;517;168;349;310;16;0;23;0
557;Overige uitval;Drenthe (PV);2022;230;53;177;161;6;2;8;0;446;81;365;316;25;5;20;0
558;Overige uitval;Drenthe (PV);2023;219;69;150;138;7;1;3;1;428;103;326;270;36;8;9;3
559;Overige uitval;Drenthe (PV);2024;207;47;160;143;16;0;1;0;445;67;378;285;90;0;3;0
560;Overige uitval;Overijssel (PV);2018;399;145;254;232;12;0;10;0;736;194;542;453;57;0;31;0
561;Overige uitval;Overijssel (PV);2019;407;142;265;238;10;1;16;0;758;202;556;464;46;2;43;0
562;Overige uitval;Overijssel (PV);2020;481;146;335;303;21;0;11;0;882;209;673;582;61;0;31;0
563;Overige uitval;Overijssel (PV);2021;551;147;404;367;19;1;15;2;1059;219;839;713;59;8;43;17
564;Overige uitval;Overijssel (PV);2022;477;147;330;297;16;3;14;0;871;203;669;577;47;6;39;0
565;Overige uitval;Overijssel (PV);2023;487;136;351;331;10;0;10;0;888;180;708;654;26;0;28;0
566;Overige uitval;Overijssel (PV);2024;495;166;329;288;24;1;14;2;904;212;692;574;70;2;38;8
567;Overige uitval;Flevoland (PV);2018;111;55;56;48;2;0;5;1;201;81;120;90;5;0;13;12
568;Overige uitval;Flevoland (PV);2019;89;37;52;49;1;0;2;0;163;50;114;102;5;0;6;0
569;Overige uitval;Flevoland (PV);2020;104;43;61;56;2;1;2;0;191;60;131;112;10;2;6;0
570;Overige uitval;Flevoland (PV);2021;131;47;84;77;5;0;2;0;239;56;183;152;25;0;7;0
571;Overige uitval;Flevoland (PV);2022;112;25;87;82;3;1;1;0;227;41;186;162;19;3;2;0
572;Overige uitval;Flevoland (PV);2023;103;34;69;64;3;0;2;0;185;44;141;127;8;0;6;0
573;Overige uitval;Flevoland (PV);2024;114;38;76;68;3;3;2;0;227;52;175;138;12;19;5;0
574;Overige uitval;Gelderland (PV);2018;530;194;336;298;21;5;12;0;974;267;707;584;61;25;37;0
575;Overige uitval;Gelderland (PV);2019;603;216;387;335;23;4;23;2;1201;326;875;671;80;9;110;5
576;Overige uitval;Gelderland (PV);2020;677;230;447;394;40;2;11;0;1303;347;955;770;149;4;32;0
577;Overige uitval;Gelderland (PV);2021;858;247;611;570;16;5;20;0;1634;346;1287;1138;63;22;65;0
578;Overige uitval;Gelderland (PV);2022;769;214;555;503;30;3;19;0;1487;325;1162;989;99;11;62;0
579;Overige uitval;Gelderland (PV);2023;832;177;655;610;24;3;18;0;1682;258;1424;1274;85;12;54;0
580;Overige uitval;Gelderland (PV);2024;805;176;629;547;58;4;19;1;1631;253;1378;1107;180;9;70;11
581;Overige uitval;Utrecht (PV);2018;261;88;173;146;17;1;9;0;504;125;379;290;61;2;26;0
582;Overige uitval;Utrecht (PV);2019;362;83;279;255;11;2;11;0;689;112;577;508;33;4;32;0
583;Overige uitval;Utrecht (PV);2020;360;94;266;227;22;5;11;1;716;140;576;438;81;10;39;7
584;Overige uitval;Utrecht (PV);2021;526;88;438;396;26;3;11;2;1047;145;902;767;81;5;42;7
585;Overige uitval;Utrecht (PV);2022;432;63;369;336;24;4;5;0;861;90;771;659;82;14;16;0
586;Overige uitval;Utrecht (PV);2023;396;74;322;287;23;6;5;1;785;115;670;571;70;13;12;3
587;Overige uitval;Utrecht (PV);2024;407;67;340;294;30;4;11;1;841;93;748;591;81;9;63;3
588;Overige uitval;Noord-Holland (PV);2018;588;171;417;350;21;0;44;2;1127;246;881;685;72;0;107;17
589;Overige uitval;Noord-Holland (PV);2019;593;168;425;382;13;1;28;1;1131;247;884;761;40;2;72;10
590;Overige uitval;Noord-Holland (PV);2020;762;221;541;447;64;2;28;0;1484;307;1177;885;203;11;79;0
591;Overige uitval;Noord-Holland (PV);2021;810;168;642;592;24;1;23;2;1613;276;1337;1163;86;9;69;11
592;Overige uitval;Noord-Holland (PV);2022;779;180;599;556;26;1;15;1;1547;306;1242;1114;82;2;41;3
593;Overige uitval;Noord-Holland (PV);2023;644;122;522;474;27;4;16;1;1278;177;1101;946;85;14;47;9
594;Overige uitval;Noord-Holland (PV);2024;650;125;525;457;45;1;22;0;1321;196;1126;912;144;3;67;0
595;Overige uitval;Zuid-Holland (PV);2018;582;197;385;348;17;1;19;0;1068;278;790;675;62;2;51;0
596;Overige uitval;Zuid-Holland (PV);2019;611;195;416;383;22;0;11;0;1140;276;863;758;75;0;31;0
597;Overige uitval;Zuid-Holland (PV);2020;704;199;505;465;29;0;11;0;1337;306;1031;913;86;0;32;0
598;Overige uitval;Zuid-Holland (PV);2021;915;197;718;660;34;2;19;3;1798;317;1481;1307;97;4;56;18
599;Overige uitval;Zuid-Holland (PV);2022;764;165;599;546;39;0;14;0;1491;242;1249;1082;133;0;35;0
600;Overige uitval;Zuid-Holland (PV);2023;775;202;573;500;37;8;27;1;1626;388;1238;999;124;21;91;3
601;Overige uitval;Zuid-Holland (PV);2024;734;149;585;510;56;4;15;0;1443;210;1232;1021;159;14;38;0
602;Overige uitval;Zeeland (PV);2018;103;36;67;60;3;0;4;0;187;51;136;116;9;0;12;0
603;Overige uitval;Zeeland (PV);2019;99;27;72;65;2;1;4;0;183;36;147;127;5;2;13;0
604;Overige uitval;Zeeland (PV);2020;118;52;66;62;0;0;4;0;215;82;133;121;0;0;13;0
605;Overige uitval;Zeeland (PV);2021;106;31;75;73;1;0;1;0;203;51;152;147;3;0;2;0
606;Overige uitval;Zeeland (PV);2022;111;25;86;78;5;0;3;0;215;40;175;149;17;0;9;0
607;Overige uitval;Zeeland (PV);2023;129;29;100;95;3;1;1;0;247;45;202;190;8;2;2;0
608;Overige uitval;Zeeland (PV);2024;118;29;89;81;3;0;5;0;240;50;190;165;10;0;15;0
609;Overige uitval;Noord-Brabant (PV);2018;692;232;460;407;24;3;26;0;1360;385;975;791;96;18;70;0
610;Overige uitval;Noord-Brabant (PV);2019;706;220;486;428;23;1;28;6;1423;319;1104;843;88;2;86;85
611;Overige uitval;Noord-Brabant (PV);2020;791;230;561;499;31;3;28;0;1580;394;1185;982;111;7;85;0
612;Overige uitval;Noord-Brabant (PV);2021;1082;353;729;666;26;7;29;1;2054;531;1523;1319;85;34;83;3
613;Overige uitval;Noord-Brabant (PV);2022;899;223;676;599;40;6;31;0;1802;351;1451;1197;133;30;91;0
614;Overige uitval;Noord-Brabant (PV);2023;795;197;598;544;29;12;13;0;1632;309;1324;1102;105;74;43;0
615;Overige uitval;Noord-Brabant (PV);2024;750;157;593;527;35;6;25;0;1492;236;1256;1053;108;32;63;0
616;Overige uitval;Limburg (PV);2018;245;102;143;126;5;3;9;0;432;131;301;247;15;13;26;0
617;Overige uitval;Limburg (PV);2019;266;116;150;134;5;2;8;1;457;146;311;258;19;10;21;3
618;Overige uitval;Limburg (PV);2020;331;160;171;153;11;0;7;0;560;200;360;297;43;0;19;0
619;Overige uitval;Limburg (PV);2021;462;259;203;187;8;1;7;0;740;322;418;365;30;2;21;0
620;Overige uitval;Limburg (PV);2022;311;141;170;153;12;0;5;0;549;181;368;302;51;0;15;0
621;Overige uitval;Limburg (PV);2023;305;129;176;161;7;0;7;1;531;169;362;313;23;0;23;3
622;Overige uitval;Limburg (PV);2024;291;103;188;166;14;0;7;1;531;132;398;326;43;0;21;9
623;Overige uitval;"Nederland; niet in te delen";2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;Overige uitval;"Nederland; niet in te delen";2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
625;Overige uitval;"Nederland; niet in te delen";2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
626;Overige uitval;"Nederland; niet in te delen";2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;Overige uitval;"Nederland; niet in te delen";2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;Overige uitval;"Nederland; niet in te delen";2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
629;Overige uitval;"Nederland; niet in te delen";2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
