ID;LeeftijdOp31December;VolgordeVanGeboorteUitDeMoeder;GeboortegeneratieVrouw;Vruchtbaarheidcijfers_1
128;Totaal;Eerste kind;1967;0.81903
129;Totaal;Eerste kind;1968;0.82398
130;Totaal;Eerste kind;1969;0.82402
131;Totaal;Eerste kind;1970;0.82447
132;Totaal;Eerste kind;1971;0.82353
133;Totaal;Eerste kind;1972;0.82728
134;Totaal;Eerste kind;1973;0.82879
135;Totaal;Eerste kind;1974;0.83285
136;Totaal;Eerste kind;1975;0.83288
137;Totaal;Eerste kind;1976;0.83381
138;Totaal;Eerste kind;1977;0.83925
139;Totaal;Eerste kind;1978;0.83734
140;Totaal;Eerste kind;1979;0.83864
141;Totaal;Eerste kind;1980;0.84206
142;Totaal;Eerste kind;1981;0.84192
143;Totaal;Eerste kind;1982;0.84114
144;Totaal;Eerste kind;1983;0.83676
145;Totaal;Eerste kind;1984;0.83175
146;Totaal;Eerste kind;1985;0.822
147;Totaal;Eerste kind;1986;0.81366
148;Totaal;Eerste kind;1987;0.80012
149;Totaal;Eerste kind;1988;0.78524
150;Totaal;Eerste kind;1989;0.77815
151;Totaal;Eerste kind;1990;0.77754
152;Totaal;Eerste kind;1991;0.77668
153;Totaal;Eerste kind;1992;0.77856
154;Totaal;Eerste kind;1993;0.78035
155;Totaal;Eerste kind;1994;0.78004
156;Totaal;Eerste kind;1995;0.78
157;Totaal;Eerste kind;1996;0.78
158;Totaal;Eerste kind;1997;0.78
159;Totaal;Eerste kind;1998;0.78
160;Totaal;Eerste kind;1999;0.78
161;Totaal;Eerste kind;2000;0.78
162;Totaal;Eerste kind;2001;0.78
163;Totaal;Eerste kind;2002;0.78
164;Totaal;Eerste kind;2003;0.78
165;Totaal;Eerste kind;2004;0.78
166;Totaal;Eerste kind;2005;0.78
167;Totaal;Eerste kind;2006;0.78
168;Totaal;Eerste kind;2007;0.78
169;Totaal;Eerste kind;2008;0.78
170;Totaal;Eerste kind;2009;0.78
171;Totaal;Eerste kind;2010;0.78
172;Totaal;Eerste kind;2011;0.78
173;Totaal;Eerste kind;2012;0.78
174;Totaal;Eerste kind;2013;0.78
175;Totaal;Eerste kind;2014;0.78
176;Totaal;Eerste kind;2015;0.78
177;Totaal;Eerste kind;2016;0.78
178;Totaal;Eerste kind;2017;0.78
179;Totaal;Eerste kind;2018;0.78
180;Totaal;Eerste kind;2019;0.78
181;Totaal;Eerste kind;2020;0.78
182;Totaal;Eerste kind;2021;0.78
183;Totaal;Eerste kind;2022;0.78
184;Totaal;Eerste kind;2023;0.78
185;Totaal;Eerste kind;2024;0.78
186;Totaal;Eerste kind;2025;0.78
187;Totaal;Eerste kind;2026;0.78
188;Totaal;Eerste kind;2027;0.78
189;Totaal;Eerste kind;2028;0.78
190;Totaal;Eerste kind;2029;0.78
191;Totaal;Eerste kind;2030;0.78
192;Totaal;Tweede kind;1935;0.78088
193;Totaal;Tweede kind;1936;0.78079
194;Totaal;Tweede kind;1937;0.78916
195;Totaal;Tweede kind;1938;0.77775
196;Totaal;Tweede kind;1939;0.78078
197;Totaal;Tweede kind;1940;0.78044
198;Totaal;Tweede kind;1941;0.77906
199;Totaal;Tweede kind;1942;0.76159
200;Totaal;Tweede kind;1943;0.76092
201;Totaal;Tweede kind;1944;0.7592
202;Totaal;Tweede kind;1945;0.74664
203;Totaal;Tweede kind;1946;0.73633
204;Totaal;Tweede kind;1947;0.72792
205;Totaal;Tweede kind;1948;0.72104
206;Totaal;Tweede kind;1949;0.70936
207;Totaal;Tweede kind;1950;0.70269
208;Totaal;Tweede kind;1951;0.69504
209;Totaal;Tweede kind;1952;0.68886
210;Totaal;Tweede kind;1953;0.68306
211;Totaal;Tweede kind;1954;0.6818
212;Totaal;Tweede kind;1955;0.67752
213;Totaal;Tweede kind;1956;0.67845
214;Totaal;Tweede kind;1957;0.67795
215;Totaal;Tweede kind;1958;0.67525
216;Totaal;Tweede kind;1959;0.67107
217;Totaal;Tweede kind;1960;0.67123
218;Totaal;Tweede kind;1961;0.66463
219;Totaal;Tweede kind;1962;0.66529
220;Totaal;Tweede kind;1963;0.65789
221;Totaal;Tweede kind;1964;0.65178
222;Totaal;Tweede kind;1965;0.64871
223;Totaal;Tweede kind;1966;0.64725
224;Totaal;Tweede kind;1967;0.64653
225;Totaal;Tweede kind;1968;0.64199
226;Totaal;Tweede kind;1969;0.63856
227;Totaal;Tweede kind;1970;0.63823
228;Totaal;Tweede kind;1971;0.63703
229;Totaal;Tweede kind;1972;0.63743
230;Totaal;Tweede kind;1973;0.64137
231;Totaal;Tweede kind;1974;0.64288
232;Totaal;Tweede kind;1975;0.64486
233;Totaal;Tweede kind;1976;0.64889
234;Totaal;Tweede kind;1977;0.6542
235;Totaal;Tweede kind;1978;0.6485
236;Totaal;Tweede kind;1979;0.65182
237;Totaal;Tweede kind;1980;0.65781
238;Totaal;Tweede kind;1981;0.65531
239;Totaal;Tweede kind;1982;0.65435
240;Totaal;Tweede kind;1983;0.64666
241;Totaal;Tweede kind;1984;0.64371
242;Totaal;Tweede kind;1985;0.63369
243;Totaal;Tweede kind;1986;0.62318
244;Totaal;Tweede kind;1987;0.61964
245;Totaal;Tweede kind;1988;0.6194
246;Totaal;Tweede kind;1989;0.61921
247;Totaal;Tweede kind;1990;0.61911
248;Totaal;Tweede kind;1991;0.61857
249;Totaal;Tweede kind;1992;0.62015
250;Totaal;Tweede kind;1993;0.61937
251;Totaal;Tweede kind;1994;0.61978
252;Totaal;Tweede kind;1995;0.62
253;Totaal;Tweede kind;1996;0.62
254;Totaal;Tweede kind;1997;0.62
255;Totaal;Tweede kind;1998;0.62
256;Totaal;Tweede kind;1999;0.62
257;Totaal;Tweede kind;2000;0.62
258;Totaal;Tweede kind;2001;0.61997
259;Totaal;Tweede kind;2002;0.62
260;Totaal;Tweede kind;2003;0.62
261;Totaal;Tweede kind;2004;0.62
262;Totaal;Tweede kind;2005;0.62
263;Totaal;Tweede kind;2006;0.62
264;Totaal;Tweede kind;2007;0.62
265;Totaal;Tweede kind;2008;0.62
266;Totaal;Tweede kind;2009;0.62
267;Totaal;Tweede kind;2010;0.62
268;Totaal;Tweede kind;2011;0.62
269;Totaal;Tweede kind;2012;0.62
270;Totaal;Tweede kind;2013;0.62
271;Totaal;Tweede kind;2014;0.62
272;Totaal;Tweede kind;2015;0.62
273;Totaal;Tweede kind;2016;0.62
274;Totaal;Tweede kind;2017;0.62
275;Totaal;Tweede kind;2018;0.62
276;Totaal;Tweede kind;2019;0.62
277;Totaal;Tweede kind;2020;0.62
278;Totaal;Tweede kind;2021;0.62
279;Totaal;Tweede kind;2022;0.62
280;Totaal;Tweede kind;2023;0.62
281;Totaal;Tweede kind;2024;0.62
282;Totaal;Tweede kind;2025;0.62
283;Totaal;Tweede kind;2026;0.62
284;Totaal;Tweede kind;2027;0.62
285;Totaal;Tweede kind;2028;0.62
286;Totaal;Tweede kind;2029;0.62
287;Totaal;Tweede kind;2030;0.62
288;Totaal;Derde kind;1935;0.45633
289;Totaal;Derde kind;1936;0.4345
290;Totaal;Derde kind;1937;0.4245
291;Totaal;Derde kind;1938;0.40029
292;Totaal;Derde kind;1939;0.38005
293;Totaal;Derde kind;1940;0.3564
294;Totaal;Derde kind;1941;0.33615
295;Totaal;Derde kind;1942;0.31381
296;Totaal;Derde kind;1943;0.28776
297;Totaal;Derde kind;1944;0.27119
298;Totaal;Derde kind;1945;0.25081
299;Totaal;Derde kind;1946;0.23027
300;Totaal;Derde kind;1947;0.22357
301;Totaal;Derde kind;1948;0.22396
302;Totaal;Derde kind;1949;0.22181
303;Totaal;Derde kind;1950;0.2306
304;Totaal;Derde kind;1951;0.22953
305;Totaal;Derde kind;1952;0.23447
306;Totaal;Derde kind;1953;0.23796
307;Totaal;Derde kind;1954;0.24578
308;Totaal;Derde kind;1955;0.24883
309;Totaal;Derde kind;1956;0.25382
310;Totaal;Derde kind;1957;0.25592
311;Totaal;Derde kind;1958;0.25638
312;Totaal;Derde kind;1959;0.25208
313;Totaal;Derde kind;1960;0.25441
314;Totaal;Derde kind;1961;0.24473
315;Totaal;Derde kind;1962;0.24222
316;Totaal;Derde kind;1963;0.2344
317;Totaal;Derde kind;1964;0.22983
318;Totaal;Derde kind;1965;0.22598
319;Totaal;Derde kind;1966;0.22291
320;Totaal;Derde kind;1967;0.21788
321;Totaal;Derde kind;1968;0.21533
322;Totaal;Derde kind;1969;0.21202
323;Totaal;Derde kind;1970;0.21302
324;Totaal;Derde kind;1971;0.21263
325;Totaal;Derde kind;1972;0.21656
326;Totaal;Derde kind;1973;0.21653
327;Totaal;Derde kind;1974;0.21926
328;Totaal;Derde kind;1975;0.21992
329;Totaal;Derde kind;1976;0.21904
330;Totaal;Derde kind;1977;0.22264
331;Totaal;Derde kind;1978;0.21913
332;Totaal;Derde kind;1979;0.22125
333;Totaal;Derde kind;1980;0.22198
334;Totaal;Derde kind;1981;0.22393
335;Totaal;Derde kind;1982;0.22568
336;Totaal;Derde kind;1983;0.22852
337;Totaal;Derde kind;1984;0.22456
338;Totaal;Derde kind;1985;0.21982
339;Totaal;Derde kind;1986;0.21582
340;Totaal;Derde kind;1987;0.21373
341;Totaal;Derde kind;1988;0.20971
342;Totaal;Derde kind;1989;0.20946
343;Totaal;Derde kind;1990;0.20929
344;Totaal;Derde kind;1991;0.20917
345;Totaal;Derde kind;1992;0.20913
346;Totaal;Derde kind;1993;0.20936
347;Totaal;Derde kind;1994;0.20978
348;Totaal;Derde kind;1995;0.21
349;Totaal;Derde kind;1996;0.21
350;Totaal;Derde kind;1997;0.21
351;Totaal;Derde kind;1998;0.21
352;Totaal;Derde kind;1999;0.21
353;Totaal;Derde kind;2000;0.21
354;Totaal;Derde kind;2001;0.20999
355;Totaal;Derde kind;2002;0.21
356;Totaal;Derde kind;2003;0.21
357;Totaal;Derde kind;2004;0.21
358;Totaal;Derde kind;2005;0.21
359;Totaal;Derde kind;2006;0.21
360;Totaal;Derde kind;2007;0.21
361;Totaal;Derde kind;2008;0.21
362;Totaal;Derde kind;2009;0.21
363;Totaal;Derde kind;2010;0.21
364;Totaal;Derde kind;2011;0.21
365;Totaal;Derde kind;2012;0.21
366;Totaal;Derde kind;2013;0.21
367;Totaal;Derde kind;2014;0.21
368;Totaal;Derde kind;2015;0.21
369;Totaal;Derde kind;2016;0.21
370;Totaal;Derde kind;2017;0.21
371;Totaal;Derde kind;2018;0.21
372;Totaal;Derde kind;2019;0.21
373;Totaal;Derde kind;2020;0.21
374;Totaal;Derde kind;2021;0.21
375;Totaal;Derde kind;2022;0.21
376;Totaal;Derde kind;2023;0.21
377;Totaal;Derde kind;2024;0.21
378;Totaal;Derde kind;2025;0.21
379;Totaal;Derde kind;2026;0.21
380;Totaal;Derde kind;2027;0.21
381;Totaal;Derde kind;2028;0.21
382;Totaal;Derde kind;2029;0.21
383;Totaal;Derde kind;2030;0.21
384;Totaal;Vierde of volgende kind;1935;0.3785
385;Totaal;Vierde of volgende kind;1936;0.33517
386;Totaal;Vierde of volgende kind;1937;0.2956
387;Totaal;Vierde of volgende kind;1938;0.25991
388;Totaal;Vierde of volgende kind;1939;0.22183
389;Totaal;Vierde of volgende kind;1940;0.19575
390;Totaal;Vierde of volgende kind;1941;0.16787
391;Totaal;Vierde of volgende kind;1942;0.15932
392;Totaal;Vierde of volgende kind;1943;0.13563
393;Totaal;Vierde of volgende kind;1944;0.12128
394;Totaal;Vierde of volgende kind;1945;0.11593
395;Totaal;Vierde of volgende kind;1946;0.0967
396;Totaal;Vierde of volgende kind;1947;0.09502
397;Totaal;Vierde of volgende kind;1948;0.09979
398;Totaal;Vierde of volgende kind;1949;0.09792
399;Totaal;Vierde of volgende kind;1950;0.11308
400;Totaal;Vierde of volgende kind;1951;0.10346
401;Totaal;Vierde of volgende kind;1952;0.11051
402;Totaal;Vierde of volgende kind;1953;0.11193
403;Totaal;Vierde of volgende kind;1954;0.11362
404;Totaal;Vierde of volgende kind;1955;0.11202
405;Totaal;Vierde of volgende kind;1956;0.11141
406;Totaal;Vierde of volgende kind;1957;0.1089
407;Totaal;Vierde of volgende kind;1958;0.11054
408;Totaal;Vierde of volgende kind;1959;0.10662
409;Totaal;Vierde of volgende kind;1960;0.10976
410;Totaal;Vierde of volgende kind;1961;0.10123
411;Totaal;Vierde of volgende kind;1962;0.10025
412;Totaal;Vierde of volgende kind;1963;0.09607
413;Totaal;Vierde of volgende kind;1964;0.09482
414;Totaal;Vierde of volgende kind;1965;0.09135
415;Totaal;Vierde of volgende kind;1966;0.0882
416;Totaal;Vierde of volgende kind;1967;0.08617
417;Totaal;Vierde of volgende kind;1968;0.0871
418;Totaal;Vierde of volgende kind;1969;0.08166
419;Totaal;Vierde of volgende kind;1970;0.08209
420;Totaal;Vierde of volgende kind;1971;0.07976
421;Totaal;Vierde of volgende kind;1972;0.08447
422;Totaal;Vierde of volgende kind;1973;0.0818
423;Totaal;Vierde of volgende kind;1974;0.0838
424;Totaal;Vierde of volgende kind;1975;0.08486
425;Totaal;Vierde of volgende kind;1976;0.08067
426;Totaal;Vierde of volgende kind;1977;0.08479
427;Totaal;Vierde of volgende kind;1978;0.0834
428;Totaal;Vierde of volgende kind;1979;0.08449
429;Totaal;Vierde of volgende kind;1980;0.08742
430;Totaal;Vierde of volgende kind;1981;0.08481
431;Totaal;Vierde of volgende kind;1982;0.08768
432;Totaal;Vierde of volgende kind;1983;0.0924
433;Totaal;Vierde of volgende kind;1984;0.08851
434;Totaal;Vierde of volgende kind;1985;0.09077
435;Totaal;Vierde of volgende kind;1986;0.0865
436;Totaal;Vierde of volgende kind;1987;0.08723
437;Totaal;Vierde of volgende kind;1988;0.08735
438;Totaal;Vierde of volgende kind;1989;0.08766
439;Totaal;Vierde of volgende kind;1990;0.08809
440;Totaal;Vierde of volgende kind;1991;0.08862
441;Totaal;Vierde of volgende kind;1992;0.08912
442;Totaal;Vierde of volgende kind;1993;0.08957
443;Totaal;Vierde of volgende kind;1994;0.08988
444;Totaal;Vierde of volgende kind;1995;0.09
445;Totaal;Vierde of volgende kind;1996;0.09
446;Totaal;Vierde of volgende kind;1997;0.09
447;Totaal;Vierde of volgende kind;1998;0.09
448;Totaal;Vierde of volgende kind;1999;0.09
449;Totaal;Vierde of volgende kind;2000;0.09
450;Totaal;Vierde of volgende kind;2001;0.09
451;Totaal;Vierde of volgende kind;2002;0.09
452;Totaal;Vierde of volgende kind;2003;0.09
453;Totaal;Vierde of volgende kind;2004;0.09
454;Totaal;Vierde of volgende kind;2005;0.09
455;Totaal;Vierde of volgende kind;2006;0.09
456;Totaal;Vierde of volgende kind;2007;0.09
457;Totaal;Vierde of volgende kind;2008;0.09
458;Totaal;Vierde of volgende kind;2009;0.09
459;Totaal;Vierde of volgende kind;2010;0.09
460;Totaal;Vierde of volgende kind;2011;0.09
461;Totaal;Vierde of volgende kind;2012;0.09
462;Totaal;Vierde of volgende kind;2013;0.09
463;Totaal;Vierde of volgende kind;2014;0.09
464;Totaal;Vierde of volgende kind;2015;0.09
465;Totaal;Vierde of volgende kind;2016;0.09
466;Totaal;Vierde of volgende kind;2017;0.09
467;Totaal;Vierde of volgende kind;2018;0.09
468;Totaal;Vierde of volgende kind;2019;0.09
469;Totaal;Vierde of volgende kind;2020;0.09
470;Totaal;Vierde of volgende kind;2021;0.09
471;Totaal;Vierde of volgende kind;2022;0.09
472;Totaal;Vierde of volgende kind;2023;0.09
473;Totaal;Vierde of volgende kind;2024;0.09
474;Totaal;Vierde of volgende kind;2025;0.09
475;Totaal;Vierde of volgende kind;2026;0.09
476;Totaal;Vierde of volgende kind;2027;0.09
477;Totaal;Vierde of volgende kind;2028;0.09
478;Totaal;Vierde of volgende kind;2029;0.09
479;Totaal;Vierde of volgende kind;2030;0.09
480;Jonger dan 16 jaar;Totaal;1935;0.00027
481;Jonger dan 16 jaar;Totaal;1936;0.00032
482;Jonger dan 16 jaar;Totaal;1937;0.00024
483;Jonger dan 16 jaar;Totaal;1938;0.00029
484;Jonger dan 16 jaar;Totaal;1939;0.00029
485;Jonger dan 16 jaar;Totaal;1940;0.00028
486;Jonger dan 16 jaar;Totaal;1941;0.0003
487;Jonger dan 16 jaar;Totaal;1942;0.00054
488;Jonger dan 16 jaar;Totaal;1943;0.00053
489;Jonger dan 16 jaar;Totaal;1944;0.0005
490;Jonger dan 16 jaar;Totaal;1945;0.00054
491;Jonger dan 16 jaar;Totaal;1946;0.00061
492;Jonger dan 16 jaar;Totaal;1947;0.00054
493;Jonger dan 16 jaar;Totaal;1948;0.00052
494;Jonger dan 16 jaar;Totaal;1949;0.00069
495;Jonger dan 16 jaar;Totaal;1950;0.00054
496;Jonger dan 16 jaar;Totaal;1951;0.00074
497;Jonger dan 16 jaar;Totaal;1952;0.00076
498;Jonger dan 16 jaar;Totaal;1953;0.00078
499;Jonger dan 16 jaar;Totaal;1954;0.00087
500;Jonger dan 16 jaar;Totaal;1955;0.0008
501;Jonger dan 16 jaar;Totaal;1956;0.00088
502;Jonger dan 16 jaar;Totaal;1957;0.00083
503;Jonger dan 16 jaar;Totaal;1958;0.00058
504;Jonger dan 16 jaar;Totaal;1959;0.00058
505;Jonger dan 16 jaar;Totaal;1960;0.0005
506;Jonger dan 16 jaar;Totaal;1961;0.00045
507;Jonger dan 16 jaar;Totaal;1962;0.00043
508;Jonger dan 16 jaar;Totaal;1963;0.00046
509;Jonger dan 16 jaar;Totaal;1964;0.00046
510;Jonger dan 16 jaar;Totaal;1965;0.00044
511;Jonger dan 16 jaar;Totaal;1966;0.00035
512;Jonger dan 16 jaar;Totaal;1967;0.0005
513;Jonger dan 16 jaar;Totaal;1968;0.00037
514;Jonger dan 16 jaar;Totaal;1969;0.0003
515;Jonger dan 16 jaar;Totaal;1970;0.00034
516;Jonger dan 16 jaar;Totaal;1971;0.00043
517;Jonger dan 16 jaar;Totaal;1972;0.00041
518;Jonger dan 16 jaar;Totaal;1973;0.00037
519;Jonger dan 16 jaar;Totaal;1974;0.00041
520;Jonger dan 16 jaar;Totaal;1975;0.00041
521;Jonger dan 16 jaar;Totaal;1976;0.00048
522;Jonger dan 16 jaar;Totaal;1977;0.00051
523;Jonger dan 16 jaar;Totaal;1978;0.00046
524;Jonger dan 16 jaar;Totaal;1979;0.00039
525;Jonger dan 16 jaar;Totaal;1980;0.00034
526;Jonger dan 16 jaar;Totaal;1981;0.00039
527;Jonger dan 16 jaar;Totaal;1982;0.00044
528;Jonger dan 16 jaar;Totaal;1983;0.00042
529;Jonger dan 16 jaar;Totaal;1984;0.0004
530;Jonger dan 16 jaar;Totaal;1985;0.00053
531;Jonger dan 16 jaar;Totaal;1986;0.00052
532;Jonger dan 16 jaar;Totaal;1987;0.00048
533;Jonger dan 16 jaar;Totaal;1988;0.00042
534;Jonger dan 16 jaar;Totaal;1989;0.00029
535;Jonger dan 16 jaar;Totaal;1990;0.00035
536;Jonger dan 16 jaar;Totaal;1991;0.00028
537;Jonger dan 16 jaar;Totaal;1992;0.00032
538;Jonger dan 16 jaar;Totaal;1993;0.00035
539;Jonger dan 16 jaar;Totaal;1994;0.00041
540;Jonger dan 16 jaar;Totaal;1995;0.00025
541;Jonger dan 16 jaar;Totaal;1996;0.00032
542;Jonger dan 16 jaar;Totaal;1997;0.00034
543;Jonger dan 16 jaar;Totaal;1998;0.00027
544;Jonger dan 16 jaar;Totaal;1999;0.00019
545;Jonger dan 16 jaar;Totaal;2000;0.0002
546;Jonger dan 16 jaar;Totaal;2001;0.00014
547;Jonger dan 16 jaar;Totaal;2002;0.00013
548;Jonger dan 16 jaar;Totaal;2003;0.00012
549;Jonger dan 16 jaar;Totaal;2004;7e-05
550;Jonger dan 16 jaar;Totaal;2005;0.00013
551;Jonger dan 16 jaar;Totaal;2006;0.00011
552;Jonger dan 16 jaar;Totaal;2007;0.00011
553;Jonger dan 16 jaar;Totaal;2008;0.00011
554;Jonger dan 16 jaar;Totaal;2009;0.00011
555;Jonger dan 16 jaar;Totaal;2010;0.00012
556;Jonger dan 16 jaar;Totaal;2011;0.00011
557;Jonger dan 16 jaar;Totaal;2012;0.00011
558;Jonger dan 16 jaar;Totaal;2013;0.00011
559;Jonger dan 16 jaar;Totaal;2014;0.00011
560;Jonger dan 16 jaar;Totaal;2015;0.00011
561;Jonger dan 16 jaar;Totaal;2016;0.00011
562;Jonger dan 16 jaar;Totaal;2017;0.00011
563;Jonger dan 16 jaar;Totaal;2018;0.00011
564;Jonger dan 16 jaar;Totaal;2019;0.00011
565;Jonger dan 16 jaar;Totaal;2020;0.00011
566;Jonger dan 16 jaar;Totaal;2021;0.00011
567;Jonger dan 16 jaar;Totaal;2022;0.00011
568;Jonger dan 16 jaar;Totaal;2023;0.00011
569;Jonger dan 16 jaar;Totaal;2024;0.00011
570;Jonger dan 16 jaar;Totaal;2025;0.00011
571;Jonger dan 16 jaar;Totaal;2026;0.00011
572;Jonger dan 16 jaar;Totaal;2027;0.00011
573;Jonger dan 16 jaar;Totaal;2028;0.00011
574;Jonger dan 16 jaar;Totaal;2029;0.00011
575;Jonger dan 16 jaar;Totaal;2030;0.00011
576;Jonger dan 16 jaar;Eerste kind;1935;0.00027
577;Jonger dan 16 jaar;Eerste kind;1936;0.00032
578;Jonger dan 16 jaar;Eerste kind;1937;0.00024
579;Jonger dan 16 jaar;Eerste kind;1938;0.00029
580;Jonger dan 16 jaar;Eerste kind;1939;0.00029
581;Jonger dan 16 jaar;Eerste kind;1940;0.00028
582;Jonger dan 16 jaar;Eerste kind;1941;0.0003
583;Jonger dan 16 jaar;Eerste kind;1942;0.00054
584;Jonger dan 16 jaar;Eerste kind;1943;0.00053
585;Jonger dan 16 jaar;Eerste kind;1944;0.0005
586;Jonger dan 16 jaar;Eerste kind;1945;0.00054
587;Jonger dan 16 jaar;Eerste kind;1946;0.00061
588;Jonger dan 16 jaar;Eerste kind;1947;0.00054
589;Jonger dan 16 jaar;Eerste kind;1948;0.00052
590;Jonger dan 16 jaar;Eerste kind;1949;0.00069
591;Jonger dan 16 jaar;Eerste kind;1950;0.00054
592;Jonger dan 16 jaar;Eerste kind;1951;0.00074
593;Jonger dan 16 jaar;Eerste kind;1952;0.00076
594;Jonger dan 16 jaar;Eerste kind;1953;0.00078
595;Jonger dan 16 jaar;Eerste kind;1954;0.00087
596;Jonger dan 16 jaar;Eerste kind;1955;0.0008
597;Jonger dan 16 jaar;Eerste kind;1956;0.00087
598;Jonger dan 16 jaar;Eerste kind;1957;0.00083
