ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
83;Totaal burgerlijke staat;Mannen;Negatief of nul euro;2011;910;-45.0;-49.0;-18.0
84;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2005;10860;23.0;2.0;2.0
85;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2006;11010;23.0;2.0;2.0
86;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2007;10350;21.0;2.0;2.0
87;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2008;10720;23.0;2.0;2.0
88;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2009;10310;22.0;2.0;2.0
89;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2010;11500;21.0;2.0;2.0
90;Totaal burgerlijke staat;Mannen;> 0 tot 5 000 euro;2011;11580;21.0;2.0;1.0
91;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2005;5830;43.0;7.0;7.0
92;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2006;5450;40.0;7.0;7.0
93;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2007;5060;37.0;7.0;7.0
94;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2008;5120;37.0;7.0;7.0
95;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2009;5070;37.0;7.0;7.0
96;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2010;4990;37.0;7.0;7.0
97;Totaal burgerlijke staat;Mannen;5 000 tot 10 000 euro;2011;5040;37.0;7.0;7.0
98;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2005;10660;158.0;15.0;12.0
99;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2006;10370;158.0;15.0;13.0
100;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2007;9590;162.0;17.0;17.0
101;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2008;9740;166.0;17.0;17.0
102;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2009;9720;165.0;17.0;17.0
103;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2010;10210;177.0;17.0;17.0
104;Totaal burgerlijke staat;Mannen;10 000 tot 25 000 euro;2011;11190;193.0;17.0;17.0
105;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2005;4130;151.0;36.0;36.0
106;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2006;4460;162.0;36.0;36.0
107;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2007;4810;174.0;36.0;35.0
108;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2008;4900;177.0;36.0;36.0
109;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2009;5040;183.0;36.0;36.0
110;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2010;5170;188.0;36.0;36.0
111;Totaal burgerlijke staat;Mannen;25 000 tot 50 000 euro;2011;4420;162.0;37.0;36.0
112;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2005;6180;461.0;75.0;74.0
113;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2006;6250;465.0;74.0;74.0
114;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2007;6400;475.0;74.0;74.0
115;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2008;6730;500.0;74.0;74.0
116;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2009;6700;499.0;74.0;74.0
117;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2010;6630;490.0;74.0;74.0
118;Totaal burgerlijke staat;Mannen;50 000 tot 100 000 euro;2011;6540;486.0;74.0;74.0
119;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2005;7800;1115.0;143.0;139.0
120;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2006;8410;1205.0;143.0;140.0
121;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2007;8790;1263.0;144.0;140.0
122;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2008;9050;1299.0;144.0;141.0
123;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2009;9290;1335.0;144.0;141.0
124;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2010;9700;1402.0;145.0;142.0
125;Totaal burgerlijke staat;Mannen;100 000 tot 200 000 euro;2011;9750;1405.0;144.0;141.0
126;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2005;5550;1657.0;299.0;277.0
127;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2006;6200;1847.0;298.0;277.0
128;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2007;6500;1953.0;300.0;279.0
129;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2008;6710;2003.0;299.0;278.0
130;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2009;7070;2104.0;298.0;277.0
131;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2010;7950;2383.0;300.0;280.0
132;Totaal burgerlijke staat;Mannen;200 000 tot 500 000 euro;2011;7690;2305.0;300.0;280.0
133;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2005;1640;2010.0;1229.0;736.0
134;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2006;1870;2222.0;1187.0;731.0
135;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2007;2000;2406.0;1206.0;764.0
136;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2008;2060;2606.0;1262.0;742.0
137;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2009;1970;2202.0;1117.0;722.0
138;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2010;2320;2918.0;1258.0;722.0
139;Totaal burgerlijke staat;Mannen;500 000 euro en meer;2011;2210;3040.0;1379.0;740.0
140;Totaal burgerlijke staat;Vrouwen;Totaal;2005;51070;4663.0;91.0;18.0
141;Totaal burgerlijke staat;Vrouwen;Totaal;2006;53850;5249.0;97.0;20.0
142;Totaal burgerlijke staat;Vrouwen;Totaal;2007;52170;5425.0;104.0;22.0
143;Totaal burgerlijke staat;Vrouwen;Totaal;2008;55370;5768.0;104.0;23.0
144;Totaal burgerlijke staat;Vrouwen;Totaal;2009;54350;5536.0;102.0;24.0
145;Totaal burgerlijke staat;Vrouwen;Totaal;2010;57150;6449.0;113.0;24.0
146;Totaal burgerlijke staat;Vrouwen;Totaal;2011;58440;6293.0;108.0;24.0
147;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2005;260;-10.0;-40.0;-13.0
148;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2006;290;-11.0;-39.0;-11.0
149;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2007;330;-14.0;-44.0;-19.0
150;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2008;300;-13.0;-45.0;-17.0
151;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2009;320;-19.0;-58.0;-19.0
152;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2010;320;-18.0;-56.0;-22.0
153;Totaal burgerlijke staat;Vrouwen;Negatief of nul euro;2011;310;-16.0;-51.0;-17.0
154;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2005;10970;25.0;2.0;2.0
155;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2006;11060;25.0;2.0;2.0
156;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2007;10240;23.0;2.0;2.0
157;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2008;10620;24.0;2.0;2.0
158;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2009;9900;23.0;2.0;2.0
159;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2010;10850;22.0;2.0;2.0
160;Totaal burgerlijke staat;Vrouwen;> 0 tot 5 000 euro;2011;11670;23.0;2.0;2.0
161;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2005;6790;50.0;7.0;7.0
162;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2006;6690;49.0;7.0;7.0
163;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2007;6010;44.0;7.0;7.0
164;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2008;6060;45.0;7.0;7.0
165;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2009;5970;44.0;7.0;7.0
166;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2010;5750;42.0;7.0;7.0
167;Totaal burgerlijke staat;Vrouwen;5 000 tot 10 000 euro;2011;5730;42.0;7.0;7.0
168;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2005;12210;202.0;17.0;16.0
169;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2006;12500;209.0;17.0;16.0
170;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2007;11890;204.0;17.0;17.0
171;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2008;12910;224.0;17.0;17.0
172;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2009;12650;221.0;17.0;17.0
173;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2010;13490;241.0;18.0;18.0
174;Totaal burgerlijke staat;Vrouwen;10 000 tot 25 000 euro;2011;13810;247.0;18.0;18.0
175;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2005;4370;156.0;36.0;35.0
176;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2006;4990;179.0;36.0;35.0
177;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2007;5160;185.0;36.0;35.0
178;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2008;5490;197.0;36.0;35.0
179;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2009;5560;199.0;36.0;35.0
180;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2010;5420;195.0;36.0;35.0
181;Totaal burgerlijke staat;Vrouwen;25 000 tot 50 000 euro;2011;5670;203.0;36.0;35.0
182;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2005;4580;335.0;73.0;73.0
183;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2006;5090;370.0;73.0;72.0
184;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2007;4920;359.0;73.0;72.0
185;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2008;5240;382.0;73.0;72.0
186;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2009;5420;395.0;73.0;71.0
187;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2010;4910;357.0;73.0;72.0
188;Totaal burgerlijke staat;Vrouwen;50 000 tot 100 000 euro;2011;4890;353.0;72.0;71.0
189;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2005;5480;793.0;145.0;142.0
190;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2006;6090;882.0;145.0;143.0
191;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2007;6070;878.0;145.0;142.0
192;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2008;6610;957.0;145.0;142.0
193;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2009;6550;951.0;145.0;143.0
194;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2010;6920;1010.0;146.0;144.0
195;Totaal burgerlijke staat;Vrouwen;100 000 tot 200 000 euro;2011;6940;1018.0;147.0;145.0
196;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2005;4890;1483.0;303.0;283.0
197;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2006;5360;1621.0;302.0;283.0
198;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2007;5700;1729.0;303.0;284.0
199;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2008;6200;1873.0;302.0;282.0
200;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2009;6170;1861.0;301.0;281.0
201;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2010;7310;2231.0;305.0;287.0
202;Totaal burgerlijke staat;Vrouwen;200 000 tot 500 000 euro;2011;7250;2211.0;305.0;286.0
203;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2005;1520;1629.0;1069.0;726.0
204;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2006;1780;1925.0;1082.0;728.0
205;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2007;1870;2019.0;1082.0;720.0
206;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2008;1940;2080.0;1072.0;729.0
207;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2009;1810;1862.0;1028.0;722.0
208;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2010;2190;2368.0;1080.0;722.0
209;Totaal burgerlijke staat;Vrouwen;500 000 euro en meer;2011;2170;2212.0;1020.0;708.0
210;Ongehuwd;Mannen en vrouwen;Totaal;2005;10100;1296.0;128.0;24.0
211;Ongehuwd;Mannen en vrouwen;Totaal;2006;10330;1296.0;125.0;27.0
212;Ongehuwd;Mannen en vrouwen;Totaal;2007;10390;1382.0;133.0;29.0
213;Ongehuwd;Mannen en vrouwen;Totaal;2008;11010;1347.0;122.0;29.0
214;Ongehuwd;Mannen en vrouwen;Totaal;2009;11030;1394.0;126.0;30.0
215;Ongehuwd;Mannen en vrouwen;Totaal;2010;11960;1540.0;129.0;30.0
216;Ongehuwd;Mannen en vrouwen;Totaal;2011;11860;1461.0;123.0;27.0
217;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2005;120;-6.0;-51.0;-11.0
218;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2006;100;-3.0;-33.0;-13.0
219;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2007;130;-5.0;-36.0;-13.0
220;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2008;140;-14.0;-94.0;-15.0
221;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2009;170;-9.0;-55.0;-20.0
222;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2010;160;-7.0;-41.0;-18.0
223;Ongehuwd;Mannen en vrouwen;Negatief of nul euro;2011;190;-9.0;-47.0;-22.0
224;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2005;2190;5.0;2.0;2.0
225;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2006;2230;5.0;2.0;2.0
226;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2007;2150;4.0;2.0;2.0
227;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2008;2360;5.0;2.0;2.0
228;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2009;2340;5.0;2.0;2.0
229;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2010;2660;5.0;2.0;1.0
230;Ongehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2011;2900;5.0;2.0;1.0
231;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2005;1020;7.0;7.0;7.0
232;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2006;960;7.0;7.0;7.0
233;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2007;920;7.0;7.0;7.0
234;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2008;1000;7.0;7.0;7.0
235;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2009;970;7.0;7.0;7.0
236;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2010;990;7.0;7.0;7.0
237;Ongehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2011;980;7.0;7.0;7.0
238;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2005;1760;30.0;17.0;16.0
239;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2006;1740;30.0;17.0;17.0
240;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2007;1680;29.0;17.0;17.0
241;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2008;1750;30.0;17.0;17.0
242;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2009;1660;28.0;17.0;17.0
243;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2010;1800;30.0;17.0;17.0
244;Ongehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2011;1730;30.0;17.0;17.0
245;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2005;1080;39.0;36.0;35.0
246;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2006;1240;45.0;36.0;36.0
247;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2007;1290;46.0;36.0;35.0
248;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2008;1340;49.0;36.0;35.0
249;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2009;1410;51.0;36.0;36.0
250;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2010;1470;53.0;36.0;35.0
251;Ongehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2011;1380;50.0;37.0;36.0
252;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2005;1000;72.0;72.0;71.0
253;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2006;1040;75.0;72.0;70.0
254;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2007;1060;76.0;72.0;70.0
255;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2008;1190;86.0;72.0;71.0
256;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2009;1210;87.0;72.0;70.0
257;Ongehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2010;1240;89.0;71.0;71.0
