ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
834;Verweduwd;Vrouwen;500 000 euro en meer;2006;1120;1207.0;1078.0;723.0
835;Verweduwd;Vrouwen;500 000 euro en meer;2007;1160;1158.0;999.0;701.0
836;Verweduwd;Vrouwen;500 000 euro en meer;2008;1230;1295.0;1056.0;720.0
837;Verweduwd;Vrouwen;500 000 euro en meer;2009;1110;1136.0;1028.0;718.0
838;Verweduwd;Vrouwen;500 000 euro en meer;2010;1350;1481.0;1099.0;725.0
839;Verweduwd;Vrouwen;500 000 euro en meer;2011;1430;1458.0;1021.0;706.0
840;Gescheiden;Mannen en vrouwen;Totaal;2005;7760;508.0;66.0;8.0
841;Gescheiden;Mannen en vrouwen;Totaal;2006;8090;525.0;65.0;8.0
842;Gescheiden;Mannen en vrouwen;Totaal;2007;8060;592.0;73.0;8.0
843;Gescheiden;Mannen en vrouwen;Totaal;2008;8910;588.0;66.0;8.0
844;Gescheiden;Mannen en vrouwen;Totaal;2009;9080;595.0;66.0;9.0
845;Gescheiden;Mannen en vrouwen;Totaal;2010;10330;856.0;83.0;9.0
846;Gescheiden;Mannen en vrouwen;Totaal;2011;9260;726.0;78.0;8.0
847;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2005;100;-5.0;-48.0;-19.0
848;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2006;110;-3.0;-31.0;-8.0
849;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2007;130;-4.0;-30.0;-12.0
850;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2008;110;-6.0;-56.0;-16.0
851;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2009;160;-8.0;-49.0;-22.0
852;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2010;140;-6.0;-44.0;-21.0
853;Gescheiden;Mannen en vrouwen;Negatief of nul euro;2011;170;-11.0;-66.0;-27.0
854;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2005;3090;6.0;2.0;2.0
855;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2006;3180;6.0;2.0;2.0
856;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2007;3140;6.0;2.0;2.0
857;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2008;3430;7.0;2.0;2.0
858;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2009;3360;7.0;2.0;2.0
859;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2010;4060;7.0;2.0;1.0
860;Gescheiden;Mannen en vrouwen;> 0 tot 5 000 euro;2011;3750;7.0;2.0;1.0
861;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2005;1080;8.0;7.0;7.0
862;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2006;1070;8.0;7.0;7.0
863;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2007;1020;7.0;7.0;7.0
864;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2008;1180;8.0;7.0;7.0
865;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2009;1180;8.0;7.0;7.0
866;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2010;1230;9.0;7.0;7.0
867;Gescheiden;Mannen en vrouwen;5 000 tot 10 000 euro;2011;1040;8.0;7.0;7.0
868;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2005;1380;23.0;16.0;16.0
869;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2006;1420;24.0;17.0;16.0
870;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2007;1350;22.0;17.0;16.0
871;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2008;1520;25.0;17.0;16.0
872;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2009;1600;27.0;17.0;16.0
873;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2010;1790;30.0;17.0;17.0
874;Gescheiden;Mannen en vrouwen;10 000 tot 25 000 euro;2011;1490;26.0;17.0;17.0
875;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2005;470;17.0;37.0;36.0
876;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2006;540;19.0;36.0;35.0
877;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2007;570;20.0;36.0;35.0
878;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2008;630;23.0;36.0;35.0
879;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2009;660;23.0;35.0;35.0
880;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2010;700;26.0;37.0;36.0
881;Gescheiden;Mannen en vrouwen;25 000 tot 50 000 euro;2011;570;20.0;35.0;35.0
882;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2005;500;36.0;72.0;71.0
883;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2006;520;38.0;72.0;71.0
884;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2007;550;40.0;72.0;71.0
885;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2008;590;43.0;73.0;73.0
886;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2009;620;45.0;72.0;71.0
887;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2010;640;46.0;72.0;71.0
888;Gescheiden;Mannen en vrouwen;50 000 tot 100 000 euro;2011;600;44.0;73.0;72.0
889;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2005;540;78.0;145.0;143.0
890;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2006;610;88.0;145.0;143.0
891;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2007;600;88.0;145.0;142.0
892;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2008;690;100.0;145.0;142.0
893;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2009;680;98.0;145.0;143.0
894;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2010;760;110.0;145.0;142.0
895;Gescheiden;Mannen en vrouwen;100 000 tot 200 000 euro;2011;780;114.0;146.0;143.0
896;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2005;450;140.0;310.0;300.0
897;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2006;510;151.0;299.0;287.0
898;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2007;540;164.0;304.0;289.0
899;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2008;580;173.0;300.0;282.0
900;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2009;640;188.0;295.0;279.0
901;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2010;750;225.0;299.0;281.0
902;Gescheiden;Mannen en vrouwen;200 000 tot 500 000 euro;2011;660;199.0;302.0;286.0
903;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2005;150;205.0;1358.0;685.0
904;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2006;140;195.0;1354.0;706.0
905;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2007;170;247.0;1454.0;858.0
906;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2008;190;214.0;1116.0;772.0
907;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2009;190;206.0;1086.0;760.0
908;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2010;260;410.0;1570.0;737.0
909;Gescheiden;Mannen en vrouwen;500 000 euro en meer;2011;190;321.0;1701.0;700.0
910;Gescheiden;Mannen;Totaal;2005;3820;270.0;71.0;10.0
911;Gescheiden;Mannen;Totaal;2006;4020;327.0;81.0;10.0
912;Gescheiden;Mannen;Totaal;2007;3950;337.0;85.0;10.0
913;Gescheiden;Mannen;Totaal;2008;4430;344.0;78.0;10.0
914;Gescheiden;Mannen;Totaal;2009;4500;327.0;73.0;10.0
915;Gescheiden;Mannen;Totaal;2010;5200;542.0;104.0;10.0
916;Gescheiden;Mannen;Totaal;2011;4820;471.0;98.0;9.0
917;Gescheiden;Mannen;Negatief of nul euro;2005;70;-4.0;-56.0;-19.0
918;Gescheiden;Mannen;Negatief of nul euro;2006;80;-3.0;-36.0;-13.0
919;Gescheiden;Mannen;Negatief of nul euro;2007;90;-2.0;-26.0;-11.0
920;Gescheiden;Mannen;Negatief of nul euro;2008;80;-5.0;-63.0;-16.0
921;Gescheiden;Mannen;Negatief of nul euro;2009;130;-7.0;-53.0;-23.0
922;Gescheiden;Mannen;Negatief of nul euro;2010;110;-5.0;-49.0;-24.0
923;Gescheiden;Mannen;Negatief of nul euro;2011;140;-10.0;-70.0;-27.0
924;Gescheiden;Mannen;> 0 tot 5 000 euro;2005;1400;3.0;2.0;2.0
925;Gescheiden;Mannen;> 0 tot 5 000 euro;2006;1460;3.0;2.0;2.0
926;Gescheiden;Mannen;> 0 tot 5 000 euro;2007;1400;3.0;2.0;2.0
927;Gescheiden;Mannen;> 0 tot 5 000 euro;2008;1600;3.0;2.0;2.0
928;Gescheiden;Mannen;> 0 tot 5 000 euro;2009;1550;3.0;2.0;2.0
929;Gescheiden;Mannen;> 0 tot 5 000 euro;2010;1930;3.0;2.0;1.0
930;Gescheiden;Mannen;> 0 tot 5 000 euro;2011;1830;3.0;2.0;1.0
931;Gescheiden;Mannen;5 000 tot 10 000 euro;2005;440;3.0;7.0;7.0
932;Gescheiden;Mannen;5 000 tot 10 000 euro;2006;460;3.0;7.0;7.0
933;Gescheiden;Mannen;5 000 tot 10 000 euro;2007;440;3.0;7.0;7.0
934;Gescheiden;Mannen;5 000 tot 10 000 euro;2008;550;4.0;7.0;7.0
935;Gescheiden;Mannen;5 000 tot 10 000 euro;2009;530;4.0;7.0;7.0
936;Gescheiden;Mannen;5 000 tot 10 000 euro;2010;560;4.0;7.0;7.0
937;Gescheiden;Mannen;5 000 tot 10 000 euro;2011;480;3.0;7.0;7.0
938;Gescheiden;Mannen;10 000 tot 25 000 euro;2005;680;11.0;16.0;16.0
939;Gescheiden;Mannen;10 000 tot 25 000 euro;2006;660;11.0;17.0;16.0
940;Gescheiden;Mannen;10 000 tot 25 000 euro;2007;630;10.0;17.0;16.0
941;Gescheiden;Mannen;10 000 tot 25 000 euro;2008;680;11.0;17.0;16.0
942;Gescheiden;Mannen;10 000 tot 25 000 euro;2009;720;12.0;17.0;16.0
943;Gescheiden;Mannen;10 000 tot 25 000 euro;2010;820;14.0;17.0;17.0
944;Gescheiden;Mannen;10 000 tot 25 000 euro;2011;740;13.0;17.0;17.0
945;Gescheiden;Mannen;25 000 tot 50 000 euro;2005;270;10.0;37.0;37.0
946;Gescheiden;Mannen;25 000 tot 50 000 euro;2006;300;11.0;36.0;35.0
947;Gescheiden;Mannen;25 000 tot 50 000 euro;2007;300;11.0;37.0;36.0
948;Gescheiden;Mannen;25 000 tot 50 000 euro;2008;360;13.0;36.0;35.0
949;Gescheiden;Mannen;25 000 tot 50 000 euro;2009;340;12.0;36.0;35.0
950;Gescheiden;Mannen;25 000 tot 50 000 euro;2010;380;14.0;37.0;36.0
951;Gescheiden;Mannen;25 000 tot 50 000 euro;2011;330;12.0;36.0;35.0
952;Gescheiden;Mannen;50 000 tot 100 000 euro;2005;300;22.0;72.0;71.0
953;Gescheiden;Mannen;50 000 tot 100 000 euro;2006;310;23.0;72.0;72.0
954;Gescheiden;Mannen;50 000 tot 100 000 euro;2007;330;24.0;72.0;71.0
955;Gescheiden;Mannen;50 000 tot 100 000 euro;2008;340;25.0;73.0;72.0
956;Gescheiden;Mannen;50 000 tot 100 000 euro;2009;370;27.0;73.0;72.0
957;Gescheiden;Mannen;50 000 tot 100 000 euro;2010;380;28.0;73.0;71.0
958;Gescheiden;Mannen;50 000 tot 100 000 euro;2011;350;25.0;73.0;73.0
959;Gescheiden;Mannen;100 000 tot 200 000 euro;2005;320;47.0;145.0;143.0
960;Gescheiden;Mannen;100 000 tot 200 000 euro;2006;350;52.0;148.0;146.0
961;Gescheiden;Mannen;100 000 tot 200 000 euro;2007;350;51.0;145.0;141.0
962;Gescheiden;Mannen;100 000 tot 200 000 euro;2008;390;56.0;145.0;142.0
963;Gescheiden;Mannen;100 000 tot 200 000 euro;2009;400;58.0;145.0;145.0
964;Gescheiden;Mannen;100 000 tot 200 000 euro;2010;440;65.0;146.0;144.0
965;Gescheiden;Mannen;100 000 tot 200 000 euro;2011;470;67.0;145.0;142.0
966;Gescheiden;Mannen;200 000 tot 500 000 euro;2005;260;80.0;310.0;304.0
967;Gescheiden;Mannen;200 000 tot 500 000 euro;2006;310;95.0;303.0;289.0
968;Gescheiden;Mannen;200 000 tot 500 000 euro;2007;300;89.0;301.0;285.0
969;Gescheiden;Mannen;200 000 tot 500 000 euro;2008;320;95.0;298.0;282.0
970;Gescheiden;Mannen;200 000 tot 500 000 euro;2009;360;107.0;297.0;285.0
971;Gescheiden;Mannen;200 000 tot 500 000 euro;2010;430;127.0;295.0;277.0
972;Gescheiden;Mannen;200 000 tot 500 000 euro;2011;380;116.0;306.0;289.0
973;Gescheiden;Mannen;500 000 euro en meer;2005;80;98.0;1260.0;687.0
974;Gescheiden;Mannen;500 000 euro en meer;2006;80;132.0;1607.0;741.0
975;Gescheiden;Mannen;500 000 euro en meer;2007;110;149.0;1407.0;800.0
976;Gescheiden;Mannen;500 000 euro en meer;2008;120;141.0;1195.0;772.0
977;Gescheiden;Mannen;500 000 euro en meer;2009;110;111.0;1061.0;742.0
978;Gescheiden;Mannen;500 000 euro en meer;2010;150;293.0;1904.0;732.0
979;Gescheiden;Mannen;500 000 euro en meer;2011;110;242.0;2126.0;769.0
980;Gescheiden;Vrouwen;Totaal;2005;3940;239.0;61.0;6.0
981;Gescheiden;Vrouwen;Totaal;2006;4070;198.0;49.0;7.0
982;Gescheiden;Vrouwen;Totaal;2007;4110;254.0;62.0;7.0
983;Gescheiden;Vrouwen;Totaal;2008;4480;244.0;54.0;7.0
984;Gescheiden;Vrouwen;Totaal;2009;4580;268.0;59.0;8.0
985;Gescheiden;Vrouwen;Totaal;2010;5130;314.0;61.0;8.0
986;Gescheiden;Vrouwen;Totaal;2011;4430;255.0;58.0;7.0
987;Gescheiden;Vrouwen;Negatief of nul euro;2005;30;;;
988;Gescheiden;Vrouwen;Negatief of nul euro;2006;30;;;
989;Gescheiden;Vrouwen;Negatief of nul euro;2007;40;;;
990;Gescheiden;Vrouwen;Negatief of nul euro;2008;30;;;
991;Gescheiden;Vrouwen;Negatief of nul euro;2009;30;;;
992;Gescheiden;Vrouwen;Negatief of nul euro;2010;40;;;
993;Gescheiden;Vrouwen;Negatief of nul euro;2011;30;;;
994;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2005;1690;4.0;2.0;2.0
995;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2006;1710;3.0;2.0;2.0
996;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2007;1740;4.0;2.0;2.0
997;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2008;1830;4.0;2.0;2.0
998;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2009;1810;4.0;2.0;2.0
999;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2010;2130;4.0;2.0;2.0
1000;Gescheiden;Vrouwen;> 0 tot 5 000 euro;2011;1920;3.0;2.0;1.0
1001;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2005;640;5.0;7.0;7.0
1002;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2006;610;4.0;7.0;7.0
1003;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2007;570;4.0;7.0;7.0
1004;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2008;630;4.0;7.0;7.0
1005;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2009;650;5.0;7.0;7.0
1006;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2010;670;5.0;7.0;7.0
1007;Gescheiden;Vrouwen;5 000 tot 10 000 euro;2011;560;4.0;7.0;7.0
1008;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2005;700;12.0;17.0;16.0
1009;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2006;760;13.0;17.0;16.0
1010;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2007;720;12.0;17.0;16.0
1011;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2008;840;14.0;17.0;16.0
1012;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2009;880;15.0;17.0;16.0
1013;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2010;970;17.0;17.0;17.0
1014;Gescheiden;Vrouwen;10 000 tot 25 000 euro;2011;750;13.0;17.0;16.0
1015;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2005;200;7.0;36.0;35.0
1016;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2006;230;8.0;35.0;35.0
1017;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2007;270;9.0;36.0;35.0
1018;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2008;260;9.0;36.0;35.0
1019;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2009;320;11.0;35.0;35.0
1020;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2010;330;12.0;37.0;36.0
1021;Gescheiden;Vrouwen;25 000 tot 50 000 euro;2011;250;9.0;35.0;34.0
1022;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2005;200;15.0;72.0;71.0
1023;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2006;210;15.0;71.0;70.0
1024;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2007;220;16.0;73.0;72.0
1025;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2008;250;18.0;73.0;73.0
1026;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2009;250;18.0;72.0;70.0
1027;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2010;260;18.0;72.0;71.0
1028;Gescheiden;Vrouwen;50 000 tot 100 000 euro;2011;250;18.0;73.0;72.0
1029;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2005;220;31.0;145.0;143.0
1030;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2006;250;36.0;141.0;140.0
1031;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2007;260;37.0;145.0;143.0
1032;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2008;300;44.0;145.0;143.0
1033;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2009;280;41.0;144.0;140.0
1034;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2010;310;45.0;145.0;141.0
1035;Gescheiden;Vrouwen;100 000 tot 200 000 euro;2011;320;46.0;147.0;145.0
1036;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2005;190;60.0;310.0;295.0
1037;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2006;190;57.0;291.0;278.0
1038;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2007;250;76.0;309.0;291.0
1039;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2008;260;78.0;302.0;282.0
1040;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2009;280;81.0;293.0;272.0
1041;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2010;320;97.0;306.0;293.0
1042;Gescheiden;Vrouwen;200 000 tot 500 000 euro;2011;280;83.0;298.0;280.0
1043;Gescheiden;Vrouwen;500 000 euro en meer;2005;70;107.0;1463.0;685.0
1044;Gescheiden;Vrouwen;500 000 euro en meer;2006;60;63.0;1019.0;658.0
1045;Gescheiden;Vrouwen;500 000 euro en meer;2007;60;98.0;1531.0;950.0
1046;Gescheiden;Vrouwen;500 000 euro en meer;2008;70;73.0;989.0;741.0
1047;Gescheiden;Vrouwen;500 000 euro en meer;2009;90;95.0;1118.0;775.0
1048;Gescheiden;Vrouwen;500 000 euro en meer;2010;110;117.0;1089.0;741.0
1049;Gescheiden;Vrouwen;500 000 euro en meer;2011;80;79.0;1054.0;608.0
1050;Partnerschap;Mannen en vrouwen;Totaal;2005;180;32.0;184.0;58.0
1051;Partnerschap;Mannen en vrouwen;Totaal;2006;180;44.0;251.0;83.0
1052;Partnerschap;Mannen en vrouwen;Totaal;2007;210;36.0;171.0;64.0
1053;Partnerschap;Mannen en vrouwen;Totaal;2008;280;52.0;187.0;80.0
1054;Partnerschap;Mannen en vrouwen;Totaal;2009;280;44.0;157.0;46.0
1055;Partnerschap;Mannen en vrouwen;Totaal;2010;360;106.0;297.0;36.0
1056;Partnerschap;Mannen en vrouwen;Totaal;2011;360;40.0;113.0;26.0
1057;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2005;10;;;
1058;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2006;0;;;
1059;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2007;10;;;
1060;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2008;10;;;
1061;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2009;10;;;
1062;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2010;20;;;
1063;Partnerschap;Mannen en vrouwen;Negatief of nul euro;2011;20;;;
1064;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2005;30;;;
1065;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2006;30;;;
1066;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2007;40;;;
1067;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2008;40;;;
1068;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2009;40;;;
1069;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2010;90;0.0;2.0;1.0
1070;Partnerschap;Mannen en vrouwen;> 0 tot 5 000 euro;2011;90;0.0;2.0;1.0
1071;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2005;10;;;
1072;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2006;10;;;
1073;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2007;10;;;
1074;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2008;10;;;
1075;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2009;20;;;
1076;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2010;20;;;
1077;Partnerschap;Mannen en vrouwen;5 000 tot 10 000 euro;2011;30;;;
1078;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2005;30;;;
1079;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2006;20;;;
1080;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2007;20;;;
1081;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2008;30;;;
1082;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2009;50;;;
1083;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2010;30;;;
1084;Partnerschap;Mannen en vrouwen;10 000 tot 25 000 euro;2011;40;;;
1085;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2005;10;;;
1086;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2006;10;;;
1087;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2007;20;;;
1088;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2008;20;;;
1089;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2009;30;;;
1090;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2010;30;;;
1091;Partnerschap;Mannen en vrouwen;25 000 tot 50 000 euro;2011;20;;;
1092;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2005;20;;;
1093;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2006;20;;;
1094;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2007;30;;;
1095;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2008;40;;;
1096;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2009;40;;;
1097;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2010;30;;;
1098;Partnerschap;Mannen en vrouwen;50 000 tot 100 000 euro;2011;40;;;
1099;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2005;20;;;
1100;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2006;30;;;
1101;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2007;40;;;
1102;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2008;50;7.0;140.0;131.0
1103;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2009;40;;;
1104;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2010;50;8.0;146.0;140.0
1105;Partnerschap;Mannen en vrouwen;100 000 tot 200 000 euro;2011;60;9.0;144.0;137.0
1106;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2005;40;;;
1107;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2006;40;;;
1108;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2007;40;;;
1109;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2008;60;19.0;324.0;298.0
1110;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2009;40;;;
1111;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2010;50;16.0;300.0;268.0
1112;Partnerschap;Mannen en vrouwen;200 000 tot 500 000 euro;2011;40;;;
1113;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2005;10;;;
1114;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2006;10;;;
1115;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2007;20;;;
1116;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2008;20;;;
1117;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2009;20;;;
1118;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2010;30;;;
1119;Partnerschap;Mannen en vrouwen;500 000 euro en meer;2011;10;;;
1120;Partnerschap;Mannen;Totaal;2005;130;23.0;181.0;58.0
1121;Partnerschap;Mannen;Totaal;2006;110;30.0;277.0;78.0
1122;Partnerschap;Mannen;Totaal;2007;150;23.0;157.0;66.0
1123;Partnerschap;Mannen;Totaal;2008;190;36.0;187.0;69.0
1124;Partnerschap;Mannen;Totaal;2009;190;33.0;173.0;50.0
1125;Partnerschap;Mannen;Totaal;2010;250;94.0;370.0;48.0
1126;Partnerschap;Mannen;Totaal;2011;250;24.0;98.0;26.0
1127;Partnerschap;Mannen;Negatief of nul euro;2005;0;;;
1128;Partnerschap;Mannen;Negatief of nul euro;2006;0;;;
1129;Partnerschap;Mannen;Negatief of nul euro;2007;10;;;
1130;Partnerschap;Mannen;Negatief of nul euro;2008;10;;;
1131;Partnerschap;Mannen;Negatief of nul euro;2009;10;;;
1132;Partnerschap;Mannen;Negatief of nul euro;2010;20;;;
1133;Partnerschap;Mannen;Negatief of nul euro;2011;10;;;
1134;Partnerschap;Mannen;> 0 tot 5 000 euro;2005;20;;;
1135;Partnerschap;Mannen;> 0 tot 5 000 euro;2006;20;;;
1136;Partnerschap;Mannen;> 0 tot 5 000 euro;2007;20;;;
1137;Partnerschap;Mannen;> 0 tot 5 000 euro;2008;30;;;
1138;Partnerschap;Mannen;> 0 tot 5 000 euro;2009;30;;;
1139;Partnerschap;Mannen;> 0 tot 5 000 euro;2010;60;0.0;1.0;1.0
1140;Partnerschap;Mannen;> 0 tot 5 000 euro;2011;70;0.0;2.0;1.0
1141;Partnerschap;Mannen;5 000 tot 10 000 euro;2005;10;;;
