ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
6351;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 2001 - 5000 inw.;0
6352;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 1001 - 2000 inw.;0
6353;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 501 - 1000 inw.;0
6354;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Utrecht, gem. 500 en minder inw.;0
6355;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 100001 en meer inw.;0
6356;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Amsterdam;0
6357;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Haarlem;0
6358;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;0
6359;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Hilversum;0
6360;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;0
6361;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Alkmaar;0
6362;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Bussum;0
6363;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Haarlemmermeer;0
6364;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Helder (Den);0
6365;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Velsen;0
6366;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zaandam;0
6367;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;0
6368;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;0
6369;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;0
6370;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;0
6371;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
6372;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Holland, gem. 500 en minder inw.;0
6373;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;0
6374;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;'s-Gravenhage;0
6375;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Rotterdam;0
6376;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;0
6377;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Delft;0
6378;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Dordrecht;0
6379;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Leiden;0
6380;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Schiedam;0
6381;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;0
6382;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Gouda;0
6383;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Vlaardingen;0
6384;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;0
6385;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;0
6386;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;0
6387;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;0
6388;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;0
6389;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zuid-Holland, gem. 500 en minder inw.;0
6390;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 20001 - 50000 inw.;0
6391;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Vlissingen;0
6392;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 10001 - 20000 inw.;0
6393;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 5001 - 10000 inw.;0
6394;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 2001 - 5000 inw.;0
6395;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 1001 - 2000 inw.;0
6396;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 501 - 1000 inw.;0
6397;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Zeeland, gem. 500 en minder inw.;0
6398;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 50001 - 100000 inw.;0
6399;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Eindhoven;0
6400;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Tilburg;0
6401;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 20001 - 50000 inw.;0
6402;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Bergen op Zoom;0
6403;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Breda;0
6404;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Helmond;0
6405;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;'s-Hertogenbosch;0
6406;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Roosendaal en Nispen;0
6407;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 10001 - 20000 inw.;0
6408;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 5001 - 10000 inw.;0
6409;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 2001 - 5000 inw.;0
6410;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 1001 - 2000 inw.;0
6411;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Noord-Brabant, gem. 501 - 1000 inw.;0
6412;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 50001 - 100000 inw.;0
6413;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Maastricht;0
6414;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 20001 - 50000 inw.;0
6415;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Heerlen;0
6416;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Kerkrade;0
6417;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Venlo;0
6418;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 10001 - 20000 inw.;0
6419;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 5001 - 10000 inw.;0
6420;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 2001 - 5000 inw.;0
6421;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 1001 - 2000 inw.;0
6422;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 501 - 1000 inw.;0
6423;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 7 slaapruimten;Limburg, gem. 500 en minder inw.;0
6424;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Nederland;0
6425;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen (provincie);0
6426;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland;0
6427;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe;0
6428;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel;0
6429;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland;0
6430;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht (provincie);0
6431;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland;0
6432;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland;0
6433;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Zeeland;0
6434;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant;0
6435;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Limburg;0
6436;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met meer dan 100000 inwoners;0
6437;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 50001 - 100000 inwoners;0
6438;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 20001 - 50000 inwoners;0
6439;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 10001 - 20000 inwoners;0
6440;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 5001 - 10000 inwoners;0
6441;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 2001 - 5000 inwoners;0
6442;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 1001 - 2000 inwoners;0
6443;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 501 - 1000 inwoners;0
6444;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gemeenten met 500 of minder inwoners;0
6445;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen, gem. 100001 en meer inw.;0
6446;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen;0
6447;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen, gem. 10001 - 20000 inw.;0
6448;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen, gem. 5001 - 10000 inw.;0
6449;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen, gem. 2001 - 5000 inw.;0
6450;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Groningen, gem. 1001 - 2000 inw.;0
6451;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 20001 - 50000 inw.;0
6452;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Leeuwarden;0
6453;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 10001 - 20000 inw.;0
6454;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 5001 - 10000 inw.;0
6455;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 2001 - 5000 inw.;0
6456;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 1001 - 2000 inw.;0
6457;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Friesland, gem. 501 - 1000 inw.;0
6458;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 20001 - 50000 inw.;0
6459;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Emmen;0
6460;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 10001 - 20000 inw.;0
6461;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 5001 - 10000 inw.;0
6462;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 2001 - 5000 inw.;0
6463;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
6464;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 50001 - 100000 inw.;0
6465;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Enschede;0
6466;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 20001 - 50000 inw.;0
6467;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Almelo;0
6468;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Deventer;0
6469;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Hengelo (O.);0
6470;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Lonneker;0
6471;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Zwolle;0
6472;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 10001 - 20000 inw.;0
6473;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 5001 - 10000 inw.;0
6474;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 2001 - 5000 inw.;0
6475;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 1001 - 2000 inw.;0
6476;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 501 - 1000 inw.;0
6477;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 50001 - 100000 inw.;0
6478;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Apeldoorn;0
6479;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Arnhem;0
6480;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Nijmegen;0
6481;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 20001 - 50000 inw.;0
6482;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Ede;0
6483;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Rheden;0
6484;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 10001 - 20000 inw.;0
6485;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 5001 - 10000 inw.;0
6486;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 2001 - 5000 inw.;0
6487;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 1001 - 2000 inw.;0
6488;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
6489;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 500 en minder inw.;0
6490;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 100001 en meer inw.;0
6491;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht;0
6492;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 20001 - 50000 inw.;0
6493;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Amersfoort;0
6494;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Zeist;0
6495;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 10001 - 20000 inw.;0
6496;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 5001 - 10000 inw.;0
6497;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 2001 - 5000 inw.;0
6498;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 1001 - 2000 inw.;0
6499;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 501 - 1000 inw.;0
6500;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 500 en minder inw.;0
6501;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 100001 en meer inw.;0
6502;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Amsterdam;0
6503;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Haarlem;0
6504;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;0
6505;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Hilversum;0
6506;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;0
6507;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Alkmaar;0
6508;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Bussum;0
6509;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Haarlemmermeer;0
6510;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Helder (Den);0
6511;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Velsen;0
6512;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Zaandam;0
6513;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;0
6514;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;0
6515;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;0
6516;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;0
6517;Totaal aantal woningen;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
