ID;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1;TotaalJeugdhulp_2;AlleenJeugdhulp_3;JHEnJeugdbeschermingJB_4;JHEnJeugdreclasseringJR_5;JHEnJBEnJR_6;TotaalJeugdbescherming_7;AlleenJeugdbescherming_8;JBEnJeugdhulp_9;JBEnJeugdreclasseringJR_10;JBEnJeugdhulpEnJR_11;TotaalJeugdreclassering_12;AlleenJeugdreclassering_13;JREnJeugdhulp_14;JREnJeugdbeschermingJB_15;JREnJeugdhulpEnJB_16
20;Oost-Nederland (LD);1e kwartaal 2015;56230.0;52355.0;46300.0;5565.0;380.0;115.0;8420.0;2690.0;5565.0;55.0;115.0;1675.0;1125.0;380.0;55.0;115.0
21;Oost-Nederland (LD);1e halfjaar 2015;64045.0;60175.0;53565.0;5990.0;470.0;155.0;8840.0;2645.0;5990.0;50.0;155.0;1845.0;1170.0;470.0;50.0;155.0
22;Oost-Nederland (LD);2e halfjaar 2015;68830.0;65320.0;58730.0;5880.0;550.0;160.0;8490.0;2410.0;5880.0;40.0;160.0;1810.0;1060.0;550.0;40.0;160.0
23;Oost-Nederland (LD);2015;77010.0;73015.0;65450.0;6705.0;635.0;225.0;9680.0;2695.0;6705.0;55.0;225.0;2160.0;1245.0;635.0;55.0;225.0
24;Oost-Nederland (LD);1e halfjaar 2016;68775.0;65485.0;59000.0;5830.0;515.0;140.0;8180.0;2175.0;5830.0;35.0;140.0;1775.0;1080.0;515.0;35.0;140.0
25;Oost-Nederland (LD);2e halfjaar 2016;72655.0;69745.0;63060.0;5985.0;545.0;150.0;8075.0;1910.0;5985.0;25.0;150.0;1700.0;975.0;545.0;25.0;150.0
26;Oost-Nederland (LD);2016;81665.0;78280.0;70665.0;6730.0;675.0;210.0;9155.0;2175.0;6730.0;35.0;210.0;2090.0;1170.0;675.0;35.0;210.0
27;Oost-Nederland (LD);1e halfjaar 2017;72655.0;69870.0;63045.0;6120.0;550.0;160.0;8110.0;1795.0;6120.0;35.0;160.0;1695.0;955.0;550.0;35.0;160.0
28;Oost-Nederland (LD);2e halfjaar 2017;75395.0;72695.0;65800.0;6165.0;580.0;150.0;8095.0;1755.0;6165.0;30.0;150.0;1675.0;925.0;580.0;30.0;150.0
29;Oost-Nederland (LD);2017;85510.0;82630.0;74745.0;6945.0;725.0;215.0;9000.0;1810.0;6945.0;30.0;215.0;2010.0;1040.0;725.0;30.0;215.0
30;West-Nederland (LD);1e kwartaal 2015;121305.0;113350.0;101295.0;10520.0;1045.0;490.0;16320.0;5115.0;10520.0;190.0;490.0;4375.0;2650.0;1045.0;190.0;490.0
31;West-Nederland (LD);1e halfjaar 2015;140405.0;132495.0;119130.0;11465.0;1295.0;605.0;17235.0;4955.0;11465.0;210.0;605.0;4850.0;2745.0;1295.0;210.0;605.0
32;West-Nederland (LD);2e halfjaar 2015;150770.0;143655.0;130515.0;11135.0;1440.0;570.0;16195.0;4360.0;11135.0;135.0;570.0;4765.0;2625.0;1440.0;135.0;570.0
33;West-Nederland (LD);2015;170770.0;162755.0;147190.0;13065.0;1695.0;800.0;18970.0;4895.0;13065.0;210.0;800.0;5620.0;2915.0;1695.0;210.0;800.0
34;West-Nederland (LD);1e halfjaar 2016;158510.0;151870.0;138650.0;11220.0;1455.0;545.0;15845.0;3970.0;11220.0;110.0;545.0;4670.0;2560.0;1455.0;110.0;545.0
35;West-Nederland (LD);2e halfjaar 2016;168185.0;162185.0;148530.0;11540.0;1580.0;530.0;15765.0;3600.0;11540.0;90.0;530.0;4510.0;2305.0;1580.0;90.0;530.0
36;West-Nederland (LD);2016;192075.0;185255.0;169450.0;13165.0;1885.0;755.0;18040.0;4000.0;13165.0;115.0;755.0;5460.0;2705.0;1885.0;115.0;755.0
37;West-Nederland (LD);1e halfjaar 2017;167390.0;161605.0;147820.0;11750.0;1545.0;495.0;15845.0;3475.0;11750.0;125.0;495.0;4345.0;2180.0;1545.0;125.0;495.0
38;West-Nederland (LD);2e halfjaar 2017;171080.0;165500.0;151560.0;11920.0;1530.0;490.0;15920.0;3400.0;11920.0;110.0;490.0;4200.0;2070.0;1530.0;110.0;490.0
39;West-Nederland (LD);2017;199035.0;193055.0;176655.0;13745.0;1965.0;690.0;18070.0;3505.0;13745.0;125.0;690.0;5130.0;2350.0;1965.0;125.0;690.0
40;Zuid-Nederland (LD);1e kwartaal 2015;54315.0;50955.0;45455.0;4940.0;395.0;160.0;7440.0;2270.0;4940.0;70.0;160.0;1650.0;1025.0;395.0;70.0;160.0
41;Zuid-Nederland (LD);1e halfjaar 2015;62185.0;58840.0;52735.0;5420.0;465.0;220.0;7880.0;2170.0;5420.0;70.0;220.0;1855.0;1105.0;465.0;70.0;220.0
42;Zuid-Nederland (LD);2e halfjaar 2015;66510.0;63615.0;57405.0;5500.0;510.0;200.0;7575.0;1820.0;5500.0;55.0;200.0;1785.0;1025.0;510.0;55.0;200.0
43;Zuid-Nederland (LD);2015;75770.0;72415.0;65255.0;6240.0;635.0;285.0;8680.0;2085.0;6240.0;75.0;285.0;2185.0;1195.0;635.0;75.0;285.0
44;Zuid-Nederland (LD);1e halfjaar 2016;65565.0;62935.0;56940.0;5295.0;510.0;185.0;7130.0;1595.0;5295.0;55.0;185.0;1735.0;985.0;510.0;55.0;185.0
45;Zuid-Nederland (LD);2e halfjaar 2016;68300.0;65825.0;59850.0;5260.0;540.0;180.0;7020.0;1525.0;5260.0;55.0;180.0;1665.0;895.0;540.0;55.0;180.0
46;Zuid-Nederland (LD);2016;78695.0;75910.0;68970.0;6025.0;650.0;265.0;8015.0;1665.0;6025.0;60.0;265.0;2035.0;1060.0;650.0;60.0;265.0
47;Zuid-Nederland (LD);1e halfjaar 2017;67305.0;64865.0;58840.0;5400.0;465.0;160.0;7110.0;1500.0;5400.0;50.0;160.0;1560.0;885.0;465.0;50.0;160.0
48;Zuid-Nederland (LD);2e halfjaar 2017;71215.0;68925.0;62810.0;5470.0;495.0;150.0;7105.0;1440.0;5470.0;45.0;150.0;1495.0;805.0;495.0;45.0;150.0
49;Zuid-Nederland (LD);2017;81135.0;78605.0;71535.0;6205.0;630.0;230.0;7990.0;1500.0;6205.0;55.0;230.0;1895.0;975.0;630.0;55.0;230.0
50;Groningen (PV);1e kwartaal 2015;11935.0;11405.0;10260.0;960.0;155.0;30.0;1310.0;320.0;960.0;;30.0;400.0;210.0;155.0;;30.0
51;Groningen (PV);1e halfjaar 2015;13145.0;12615.0;11350.0;1045.0;185.0;35.0;1390.0;310.0;1045.0;;35.0;445.0;215.0;185.0;;35.0
52;Groningen (PV);2e halfjaar 2015;13590.0;13105.0;11820.0;1060.0;185.0;35.0;1385.0;285.0;1060.0;;35.0;425.0;195.0;185.0;;35.0
53;Groningen (PV);2015;14955.0;14410.0;12980.0;1150.0;225.0;55.0;1520.0;310.0;1150.0;;55.0;515.0;230.0;225.0;;55.0
54;Groningen (PV);1e halfjaar 2016;12455.0;12005.0;10750.0;1055.0;175.0;25.0;1345.0;255.0;1055.0;;25.0;390.0;185.0;175.0;;25.0
55;Groningen (PV);2e halfjaar 2016;12950.0;12525.0;11230.0;1085.0;190.0;25.0;1370.0;250.0;1085.0;10.0;25.0;390.0;165.0;190.0;10.0;25.0
56;Groningen (PV);2016;14325.0;13880.0;12435.0;1185.0;220.0;35.0;1480.0;250.0;1185.0;;35.0;455.0;190.0;220.0;;35.0
57;Groningen (PV);1e halfjaar 2017;13850.0;13505.0;12175.0;1090.0;220.0;25.0;1315.0;200.0;1090.0;;25.0;385.0;140.0;220.0;;25.0
58;Groningen (PV);2e halfjaar 2017;14555.0;14230.0;12875.0;1100.0;230.0;25.0;1320.0;190.0;1100.0;;25.0;390.0;135.0;230.0;;25.0
59;Groningen (PV);2017;15950.0;15590.0;14080.0;1205.0;275.0;35.0;1445.0;205.0;1205.0;;35.0;465.0;155.0;275.0;;35.0
60;Friesland (PV);1e kwartaal 2015;11125.0;10470.0;9200.0;1170.0;65.0;30.0;1705.0;495.0;1170.0;10.0;30.0;255.0;150.0;65.0;10.0;30.0
61;Friesland (PV);1e halfjaar 2015;12700.0;12055.0;10665.0;1255.0;95.0;40.0;1775.0;475.0;1255.0;10.0;40.0;305.0;165.0;95.0;10.0;40.0
62;Friesland (PV);2e halfjaar 2015;13210.0;12635.0;11185.0;1295.0;120.0;35.0;1765.0;430.0;1295.0;;35.0;305.0;145.0;120.0;;35.0
63;Friesland (PV);2015;14875.0;14230.0;12625.0;1420.0;135.0;55.0;1945.0;465.0;1420.0;;55.0;370.0;175.0;135.0;;55.0
64;Friesland (PV);1e halfjaar 2016;12235.0;11745.0;10265.0;1325.0;110.0;40.0;1720.0;345.0;1325.0;;40.0;295.0;140.0;110.0;;40.0
65;Friesland (PV);2e halfjaar 2016;12475.0;11980.0;10480.0;1345.0;120.0;40.0;1750.0;365.0;1345.0;;40.0;290.0;130.0;120.0;;40.0
66;Friesland (PV);2016;14225.0;13705.0;12005.0;1505.0;140.0;55.0;1930.0;360.0;1505.0;;55.0;350.0;150.0;140.0;;55.0
67;Friesland (PV);1e halfjaar 2017;14625.0;14200.0;12600.0;1445.0;120.0;35.0;1775.0;295.0;1445.0;;35.0;280.0;125.0;120.0;;35.0
68;Friesland (PV);2e halfjaar 2017;14730.0;14320.0;12755.0;1430.0;105.0;30.0;1760.0;290.0;1430.0;10.0;30.0;250.0;110.0;105.0;10.0;30.0
69;Friesland (PV);2017;16740.0;16310.0;14525.0;1595.0;145.0;50.0;1935.0;290.0;1595.0;;50.0;330.0;135.0;145.0;;50.0
70;Drenthe (PV);1e kwartaal 2015;9815.0;9365.0;8575.0;695.0;85.0;15.0;1020.0;310.0;695.0;;15.0;240.0;140.0;85.0;;15.0
71;Drenthe (PV);1e halfjaar 2015;10865.0;10405.0;9555.0;740.0;95.0;15.0;1065.0;305.0;740.0;;15.0;260.0;150.0;95.0;;15.0
72;Drenthe (PV);2e halfjaar 2015;11520.0;11095.0;10255.0;720.0;105.0;15.0;1035.0;295.0;720.0;;15.0;250.0;125.0;105.0;;15.0
73;Drenthe (PV);2015;12525.0;12055.0;11090.0;825.0;115.0;25.0;1155.0;305.0;825.0;;25.0;300.0;160.0;115.0;;25.0
74;Drenthe (PV);1e halfjaar 2016;10670.0;10290.0;9475.0;690.0;110.0;15.0;975.0;265.0;690.0;;15.0;235.0;110.0;110.0;;15.0
75;Drenthe (PV);2e halfjaar 2016;10650.0;10265.0;9455.0;670.0;120.0;20.0;960.0;265.0;670.0;;20.0;265.0;115.0;120.0;;20.0
76;Drenthe (PV);2016;11980.0;11585.0;10655.0;770.0;135.0;25.0;1065.0;265.0;770.0;;25.0;290.0;125.0;135.0;;25.0
77;Drenthe (PV);1e halfjaar 2017;12215.0;11945.0;11020.0;755.0;155.0;10.0;945.0;180.0;755.0;;10.0;260.0;90.0;155.0;;10.0
78;Drenthe (PV);2e halfjaar 2017;12900.0;12685.0;11750.0;765.0;160.0;10.0;910.0;135.0;765.0;;10.0;255.0;85.0;160.0;;10.0
79;Drenthe (PV);2017;13890.0;13625.0;12585.0;830.0;190.0;15.0;1015.0;160.0;830.0;;15.0;310.0;100.0;190.0;;15.0
80;Overijssel (PV);1e kwartaal 2015;17845.0;16530.0;14550.0;1815.0;120.0;40.0;2810.0;930.0;1815.0;20.0;40.0;550.0;365.0;120.0;20.0;40.0
81;Overijssel (PV);1e halfjaar 2015;20150.0;18815.0;16645.0;1970.0;140.0;60.0;2985.0;930.0;1970.0;25.0;60.0;600.0;380.0;140.0;25.0;60.0
82;Overijssel (PV);2e halfjaar 2015;21875.0;20660.0;18440.0;1985.0;180.0;55.0;2915.0;855.0;1985.0;15.0;55.0;600.0;345.0;180.0;15.0;55.0
83;Overijssel (PV);2015;23845.0;22450.0;19925.0;2245.0;195.0;80.0;3330.0;975.0;2245.0;25.0;80.0;700.0;395.0;195.0;25.0;80.0
84;Overijssel (PV);1e halfjaar 2016;21750.0;20590.0;18360.0;2030.0;150.0;55.0;2865.0;765.0;2030.0;15.0;55.0;595.0;375.0;150.0;15.0;55.0
85;Overijssel (PV);2e halfjaar 2016;22580.0;21510.0;19185.0;2105.0;165.0;55.0;2890.0;720.0;2105.0;;55.0;565.0;340.0;165.0;;55.0
86;Overijssel (PV);2016;24875.0;23665.0;21030.0;2355.0;200.0;80.0;3235.0;785.0;2355.0;15.0;80.0;705.0;410.0;200.0;15.0;80.0
87;Overijssel (PV);1e halfjaar 2017;22780.0;21760.0;19325.0;2195.0;175.0;60.0;2965.0;695.0;2195.0;10.0;60.0;560.0;315.0;175.0;10.0;60.0
88;Overijssel (PV);2e halfjaar 2017;23690.0;22745.0;20295.0;2220.0;185.0;45.0;2905.0;630.0;2220.0;10.0;45.0;550.0;305.0;185.0;10.0;45.0
89;Overijssel (PV);2017;26430.0;25400.0;22590.0;2515.0;220.0;75.0;3275.0;675.0;2515.0;10.0;75.0;655.0;345.0;220.0;10.0;75.0
90;Flevoland (PV);1e kwartaal 2015;7425.0;6865.0;6060.0;730.0;50.0;30.0;1170.0;405.0;730.0;10.0;30.0;225.0;140.0;50.0;10.0;30.0
91;Flevoland (PV);1e halfjaar 2015;8385.0;7835.0;6950.0;790.0;60.0;35.0;1230.0;400.0;790.0;;35.0;245.0;145.0;60.0;;35.0
92;Flevoland (PV);2e halfjaar 2015;8860.0;8385.0;7485.0;795.0;80.0;25.0;1175.0;350.0;795.0;;25.0;225.0;115.0;80.0;;25.0
93;Flevoland (PV);2015;10100.0;9545.0;8505.0;915.0;90.0;35.0;1360.0;405.0;915.0;;35.0;280.0;145.0;90.0;;35.0
94;Flevoland (PV);1e halfjaar 2016;8645.0;8240.0;7345.0;805.0;70.0;20.0;1115.0;290.0;805.0;;20.0;210.0;115.0;70.0;;20.0
95;Flevoland (PV);2e halfjaar 2016;9325.0;8970.0;8060.0;810.0;75.0;30.0;1085.0;245.0;810.0;;30.0;215.0;105.0;75.0;;30.0
96;Flevoland (PV);2016;10615.0;10180.0;9135.0;915.0;95.0;35.0;1260.0;310.0;915.0;;35.0;255.0;125.0;95.0;;35.0
97;Flevoland (PV);1e halfjaar 2017;9245.0;8865.0;7960.0;800.0;75.0;25.0;1100.0;270.0;800.0;;25.0;210.0;105.0;75.0;;25.0
98;Flevoland (PV);2e halfjaar 2017;9515.0;9160.0;8280.0;775.0;75.0;30.0;1070.0;260.0;775.0;;30.0;195.0;90.0;75.0;;30.0
99;Flevoland (PV);2017;10920.0;10530.0;9480.0;910.0;100.0;35.0;1230.0;275.0;910.0;;35.0;255.0;110.0;100.0;;35.0
100;Gelderland (PV);1e kwartaal 2015;30960.0;28960.0;25690.0;3020.0;210.0;45.0;4440.0;1355.0;3020.0;25.0;45.0;900.0;620.0;210.0;25.0;45.0
101;Gelderland (PV);1e halfjaar 2015;35505.0;33525.0;29970.0;3230.0;265.0;60.0;4625.0;1310.0;3230.0;25.0;60.0;995.0;645.0;265.0;25.0;60.0
102;Gelderland (PV);2e halfjaar 2015;38095.0;36275.0;32805.0;3095.0;290.0;80.0;4400.0;1200.0;3095.0;20.0;80.0;990.0;600.0;290.0;20.0;80.0
103;Gelderland (PV);2015;43060.0;41020.0;37020.0;3545.0;350.0;105.0;4990.0;1310.0;3545.0;25.0;105.0;1185.0;700.0;350.0;25.0;105.0
104;Gelderland (PV);1e halfjaar 2016;38380.0;36655.0;33295.0;3000.0;295.0;65.0;4200.0;1120.0;3000.0;20.0;65.0;970.0;590.0;295.0;20.0;65.0
105;Gelderland (PV);2e halfjaar 2016;40750.0;39265.0;35815.0;3070.0;305.0;70.0;4100.0;945.0;3070.0;15.0;70.0;920.0;525.0;305.0;15.0;70.0
106;Gelderland (PV);2016;46175.0;44435.0;40505.0;3460.0;375.0;95.0;4660.0;1085.0;3460.0;20.0;95.0;1125.0;635.0;375.0;20.0;95.0
107;Gelderland (PV);1e halfjaar 2017;40630.0;39250.0;35755.0;3125.0;295.0;75.0;4040.0;825.0;3125.0;15.0;75.0;925.0;535.0;295.0;15.0;75.0
108;Gelderland (PV);2e halfjaar 2017;42190.0;40785.0;37225.0;3170.0;315.0;70.0;4120.0;860.0;3170.0;15.0;70.0;930.0;530.0;315.0;15.0;70.0
109;Gelderland (PV);2017;48160.0;46700.0;42675.0;3520.0;400.0;105.0;4500.0;860.0;3520.0;15.0;105.0;1105.0;585.0;400.0;15.0;105.0
110;Utrecht (PV);1e kwartaal 2015;17760.0;16440.0;14825.0;1475.0;85.0;55.0;2495.0;935.0;1475.0;30.0;55.0;530.0;360.0;85.0;30.0;55.0
111;Utrecht (PV);1e halfjaar 2015;20655.0;19330.0;17570.0;1590.0;105.0;70.0;2610.0;920.0;1590.0;30.0;70.0;580.0;380.0;105.0;30.0;70.0
112;Utrecht (PV);2e halfjaar 2015;21805.0;20680.0;18980.0;1525.0;115.0;60.0;2370.0;770.0;1525.0;20.0;60.0;530.0;335.0;115.0;20.0;60.0
113;Utrecht (PV);2015;25320.0;23965.0;21955.0;1775.0;140.0;90.0;2810.0;915.0;1775.0;30.0;90.0;670.0;410.0;140.0;30.0;90.0
114;Utrecht (PV);1e halfjaar 2016;25710.0;24785.0;22960.0;1635.0;135.0;55.0;2275.0;575.0;1635.0;10.0;55.0;535.0;340.0;135.0;10.0;55.0
115;Utrecht (PV);2e halfjaar 2016;28120.0;27320.0;25440.0;1670.0;165.0;50.0;2235.0;505.0;1670.0;10.0;50.0;510.0;285.0;165.0;10.0;50.0
116;Utrecht (PV);2016;31590.0;30645.0;28490.0;1885.0;195.0;75.0;2550.0;580.0;1885.0;10.0;75.0;635.0;360.0;195.0;10.0;75.0
117;Utrecht (PV);1e halfjaar 2017;27910.0;27075.0;25175.0;1700.0;155.0;40.0;2295.0;535.0;1700.0;20.0;40.0;495.0;280.0;155.0;20.0;40.0
118;Utrecht (PV);2e halfjaar 2017;28760.0;27950.0;26015.0;1740.0;150.0;45.0;2330.0;525.0;1740.0;20.0;45.0;475.0;265.0;150.0;20.0;45.0
119;Utrecht (PV);2017;33795.0;32925.0;30640.0;2015.0;205.0;65.0;2640.0;545.0;2015.0;15.0;65.0;600.0;315.0;205.0;15.0;65.0
120;Noord-Holland (PV);1e kwartaal 2015;38065.0;35550.0;31910.0;3115.0;350.0;175.0;4960.0;1600.0;3115.0;70.0;175.0;1440.0;845.0;350.0;70.0;175.0
121;Noord-Holland (PV);1e halfjaar 2015;43555.0;41020.0;36980.0;3395.0;430.0;215.0;5255.0;1565.0;3395.0;75.0;215.0;1620.0;895.0;430.0;75.0;215.0
122;Noord-Holland (PV);2e halfjaar 2015;45305.0;43030.0;39060.0;3285.0;470.0;210.0;4920.0;1380.0;3285.0;40.0;210.0;1580.0;855.0;470.0;40.0;210.0
123;Noord-Holland (PV);2015;51815.0;49255.0;44515.0;3885.0;565.0;290.0;5810.0;1555.0;3885.0;80.0;290.0;1860.0;925.0;565.0;80.0;290.0
124;Noord-Holland (PV);1e halfjaar 2016;50385.0;48380.0;44325.0;3305.0;550.0;195.0;4710.0;1175.0;3305.0;35.0;195.0;1580.0;800.0;550.0;35.0;195.0
125;Noord-Holland (PV);2e halfjaar 2016;52185.0;50390.0;46235.0;3390.0;580.0;185.0;4680.0;1080.0;3390.0;25.0;185.0;1480.0;690.0;580.0;25.0;185.0
126;Noord-Holland (PV);2016;60275.0;58190.0;53375.0;3865.0;685.0;265.0;5365.0;1205.0;3865.0;35.0;265.0;1830.0;845.0;685.0;35.0;265.0
127;Noord-Holland (PV);1e halfjaar 2017;50520.0;48730.0;44685.0;3340.0;545.0;160.0;4645.0;1105.0;3340.0;40.0;160.0;1390.0;645.0;545.0;40.0;160.0
128;Noord-Holland (PV);2e halfjaar 2017;51180.0;49490.0;45370.0;3420.0;555.0;145.0;4670.0;1065.0;3420.0;40.0;145.0;1325.0;585.0;555.0;40.0;145.0
129;Noord-Holland (PV);2017;59610.0;57745.0;52890.0;3945.0;700.0;210.0;5330.0;1135.0;3945.0;45.0;210.0;1645.0;690.0;700.0;45.0;210.0
130;Zuid-Holland (PV);1e kwartaal 2015;59810.0;55940.0;49710.0;5405.0;570.0;250.0;8170.0;2430.0;5405.0;85.0;250.0;2260.0;1355.0;570.0;85.0;250.0
131;Zuid-Holland (PV);1e halfjaar 2015;69685.0;65900.0;58955.0;5925.0;710.0;310.0;8640.0;2315.0;5925.0;95.0;310.0;2490.0;1375.0;710.0;95.0;310.0
132;Zuid-Holland (PV);2e halfjaar 2015;76640.0;73185.0;66330.0;5760.0;805.0;290.0;8170.0;2050.0;5760.0;70.0;290.0;2505.0;1335.0;805.0;70.0;290.0
133;Zuid-Holland (PV);2015;85800.0;81985.0;73890.0;6765.0;925.0;410.0;9520.0;2250.0;6765.0;95.0;410.0;2895.0;1465.0;925.0;95.0;410.0
134;Zuid-Holland (PV);1e halfjaar 2016;75380.0;71940.0;65275.0;5660.0;710.0;290.0;8055.0;2035.0;5660.0;65.0;290.0;2410.0;1340.0;710.0;65.0;290.0
135;Zuid-Holland (PV);2e halfjaar 2016;80615.0;77420.0;70535.0;5815.0;780.0;290.0;8035.0;1880.0;5815.0;55.0;290.0;2390.0;1265.0;780.0;55.0;290.0
136;Zuid-Holland (PV);2016;91830.0;88280.0;80280.0;6675.0;925.0;400.0;9205.0;2055.0;6675.0;70.0;400.0;2820.0;1420.0;925.0;70.0;400.0
137;Zuid-Holland (PV);1e halfjaar 2017;81745.0;78820.0;71715.0;6045.0;775.0;280.0;8070.0;1680.0;6045.0;60.0;280.0;2305.0;1180.0;775.0;60.0;280.0
138;Zuid-Holland (PV);2e halfjaar 2017;83625.0;80770.0;73645.0;6070.0;770.0;290.0;8065.0;1660.0;6070.0;50.0;290.0;2250.0;1145.0;770.0;50.0;290.0
139;Zuid-Holland (PV);2017;96970.0;93965.0;85580.0;7000.0;985.0;400.0;9135.0;1675.0;7000.0;60.0;400.0;2715.0;1265.0;985.0;60.0;400.0
140;Zeeland (PV);1e kwartaal 2015;5670.0;5420.0;4850.0;525.0;35.0;10.0;695.0;155.0;525.0;;10.0;145.0;95.0;35.0;;10.0
141;Zeeland (PV);1e halfjaar 2015;6510.0;6245.0;5630.0;560.0;45.0;10.0;735.0;155.0;560.0;;10.0;165.0;100.0;45.0;;10.0
142;Zeeland (PV);2e halfjaar 2015;7020.0;6755.0;6140.0;565.0;45.0;;735.0;160.0;565.0;;;150.0;100.0;45.0;;
143;Zeeland (PV);2015;7840.0;7550.0;6835.0;640.0;65.0;15.0;830.0;170.0;640.0;;15.0;195.0;115.0;65.0;;15.0
144;Zeeland (PV);1e halfjaar 2016;7030.0;6765.0;6085.0;615.0;55.0;;810.0;185.0;615.0;;;145.0;80.0;55.0;;
145;Zeeland (PV);2e halfjaar 2016;7260.0;7055.0;6320.0;670.0;60.0;;815.0;140.0;670.0;;;135.0;70.0;60.0;;
146;Zeeland (PV);2016;8385.0;8140.0;7310.0;740.0;80.0;10.0;915.0;160.0;740.0;;10.0;175.0;80.0;80.0;;10.0
147;Zeeland (PV);1e halfjaar 2017;7215.0;6985.0;6245.0;665.0;65.0;10.0;830.0;150.0;665.0;;10.0;155.0;70.0;65.0;;10.0
148;Zeeland (PV);2e halfjaar 2017;7520.0;7290.0;6535.0;690.0;55.0;10.0;855.0;150.0;690.0;;10.0;145.0;80.0;55.0;;10.0
149;Zeeland (PV);2017;8660.0;8420.0;7545.0;785.0;75.0;15.0;960.0;155.0;785.0;;15.0;175.0;80.0;75.0;;15.0
