ID;BedrijfstakkenBranches;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur2010100_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
939;M-N Zakelijke dienstverlening;2010;100.0;0.5;100.0;0.5;0.0
940;M-N Zakelijke dienstverlening;2011;101.7;1.7;101.7;1.7;0.0
941;M-N Zakelijke dienstverlening;2012;103.0;1.3;104.2;2.4;1.1
942;M-N Zakelijke dienstverlening;2013;104.2;1.1;105.6;1.4;0.3
943;M-N Zakelijke dienstverlening;2014;104.8;0.5;105.8;0.2;-0.4
944;M-N Zakelijke dienstverlening;2015;103.2;-1.5;103.1;-2.5;-1.1
945;M-N Zakelijke dienstverlening;2016;103.0;-0.2;101.9;-1.2;-1.0
946;M-N Zakelijke dienstverlening;2017;104.4;1.4;101.7;-0.2;-1.6
947;M-N Zakelijke dienstverlening;2006 januari - 2006 december;93.7;0.4;90.7;0.7;0.3
948;M-N Zakelijke dienstverlening;2006 april - 2007 maart;94.4;;91.3;;
949;M-N Zakelijke dienstverlening;2006 juli - 2007 juni;95.1;;91.9;;
950;M-N Zakelijke dienstverlening;2006 oktober - 2007 september;95.8;;92.6;;
951;M-N Zakelijke dienstverlening;2007 januari - 2007 december;96.7;3.3;93.4;3.0;-0.3
952;M-N Zakelijke dienstverlening;2007 april - 2008 maart;97.7;3.6;94.5;3.5;0.0
953;M-N Zakelijke dienstverlening;2007 juli - 2008 juni;98.6;3.7;95.4;3.8;0.1
954;M-N Zakelijke dienstverlening;2007 oktober - 2008 september;99.0;3.3;95.9;3.5;0.2
955;M-N Zakelijke dienstverlening;2008 januari - 2008 december;99.4;2.8;96.3;3.1;0.3
956;M-N Zakelijke dienstverlening;2008 april - 2009 maart;99.6;1.9;97.1;2.8;0.9
957;M-N Zakelijke dienstverlening;2008 juli - 2009 juni;100.2;1.6;98.5;3.3;1.7
958;M-N Zakelijke dienstverlening;2008 oktober - 2009 september;100.1;1.1;99.3;3.6;2.4
959;M-N Zakelijke dienstverlening;2009 januari - 2009 december;99.5;0.1;99.5;3.3;3.2
960;M-N Zakelijke dienstverlening;2009 april - 2010 maart;100.6;1.1;101.2;4.2;3.1
961;M-N Zakelijke dienstverlening;2009 juli - 2010 juni;100.6;0.5;101.2;2.7;2.2
962;M-N Zakelijke dienstverlening;2009 oktober - 2010 september;99.8;-0.3;100.0;0.7;1.1
963;M-N Zakelijke dienstverlening;2010 januari - 2010 december;100.0;0.5;100.0;0.5;0.0
964;M-N Zakelijke dienstverlening;2010 april - 2011 maart;100.4;-0.2;100.2;-1.0;-0.7
965;M-N Zakelijke dienstverlening;2010 juli - 2011 juni;100.5;-0.2;100.3;-0.9;-0.7
966;M-N Zakelijke dienstverlening;2010 oktober - 2011 september;100.7;0.9;100.6;0.6;-0.3
967;M-N Zakelijke dienstverlening;2011 januari - 2011 december;101.7;1.7;101.7;1.7;0.0
968;M-N Zakelijke dienstverlening;2011 april - 2012 maart;101.4;1.0;101.7;1.5;0.5
969;M-N Zakelijke dienstverlening;2011 juli - 2012 juni;101.6;1.1;102.2;1.9;0.8
970;M-N Zakelijke dienstverlening;2011 oktober - 2012 september;102.3;1.6;103.1;2.5;0.9
971;M-N Zakelijke dienstverlening;2012 januari - 2012 december;103.0;1.3;104.2;2.4;1.1
972;M-N Zakelijke dienstverlening;2012 april - 2013 maart;104.4;3.0;105.5;3.7;0.7
973;M-N Zakelijke dienstverlening;2012 juli - 2013 juni;104.5;2.9;105.8;3.5;0.6
974;M-N Zakelijke dienstverlening;2012 oktober - 2013 september;104.5;2.1;106.0;2.8;0.7
975;M-N Zakelijke dienstverlening;2013 januari - 2013 december;104.2;1.1;105.6;1.4;0.3
976;M-N Zakelijke dienstverlening;2013 april - 2014 maart;104.2;-0.3;105.6;0.1;0.3
977;M-N Zakelijke dienstverlening;2013 juli - 2014 juni;104.5;0.0;105.8;0.1;0.1
978;M-N Zakelijke dienstverlening;2013 oktober - 2014 september;104.3;-0.2;105.6;-0.4;-0.2
979;M-N Zakelijke dienstverlening;2014 januari - 2014 december;104.8;0.5;105.8;0.2;-0.4
980;M-N Zakelijke dienstverlening;2014 april - 2015 maart;104.2;0.0;105.0;-0.6;-0.6
981;M-N Zakelijke dienstverlening;2014 juli - 2015 juni;104.3;-0.2;104.7;-1.0;-0.9
982;M-N Zakelijke dienstverlening;2014 oktober - 2015 september;104.2;-0.1;104.4;-1.1;-1.0
983;M-N Zakelijke dienstverlening;2015 januari - 2015 december;103.2;-1.5;103.1;-2.5;-1.1
984;M-N Zakelijke dienstverlening;2015 april - 2016 maart;103.4;-0.7;103.1;-1.7;-1.0
985;M-N Zakelijke dienstverlening;2015 juli - 2016 juni;102.9;-1.3;102.4;-2.3;-0.9
986;M-N Zakelijke dienstverlening;2015 oktober - 2016 september;102.9;-1.3;102.1;-2.2;-0.9
987;M-N Zakelijke dienstverlening;2016 januari - 2016 december ;103.0;-0.2;101.9;-1.2;-1.0
988;M-N Zakelijke dienstverlening;2016 april - 2017 maart;102.2;-1.2;100.8;-2.3;-1.1
989;M-N Zakelijke dienstverlening;2016 juli - 2017 juni;103.2;0.3;101.3;-1.0;-1.3
990;M-N Zakelijke dienstverlening;2016 oktober - 2017 september;103.8;0.8;101.5;-0.7;-1.5
991;M-N Zakelijke dienstverlening;2017 januari - 2017 december;104.4;1.4;101.7;-0.2;-1.6
992;M Specialistische zakelijke diensten;2001;86.7;;77.5;;
993;M Specialistische zakelijke diensten;2002;89.8;3.5;80.5;3.8;0.3
994;M Specialistische zakelijke diensten;2003;92.6;3.2;84.4;4.9;1.7
995;M Specialistische zakelijke diensten;2004;91.9;-0.7;84.9;0.5;1.3
996;M Specialistische zakelijke diensten;2005;93.8;2.1;88.0;3.7;1.6
997;M Specialistische zakelijke diensten;2006;93.7;-0.1;89.9;2.1;2.3
998;M Specialistische zakelijke diensten;2007;96.0;2.5;92.9;3.4;0.9
999;M Specialistische zakelijke diensten;2008;99.3;3.4;96.3;3.7;0.3
1000;M Specialistische zakelijke diensten;2009;98.9;-0.4;97.0;0.7;1.1
1001;M Specialistische zakelijke diensten;2010;100.0;1.1;100.0;3.1;2.0
1002;M Specialistische zakelijke diensten;2011;101.4;1.4;102.3;2.3;1.0
1003;M Specialistische zakelijke diensten;2012;102.5;1.1;104.5;2.1;0.9
1004;M Specialistische zakelijke diensten;2013;104.1;1.5;107.0;2.5;1.0
1005;M Specialistische zakelijke diensten;2014;104.5;0.4;108.1;1.0;0.6
1006;M Specialistische zakelijke diensten;2015;101.0;-3.3;104.6;-3.2;0.1
1007;M Specialistische zakelijke diensten;2016;99.9;-1.1;103.6;-1.0;0.1
1008;M Specialistische zakelijke diensten;2017;101.8;1.9;105.5;1.8;-0.1
1009;M Specialistische zakelijke diensten;2006 januari - 2006 december;93.7;-0.1;89.9;2.1;2.3
1010;M Specialistische zakelijke diensten;2006 april - 2007 maart;94.0;;90.3;;
1011;M Specialistische zakelijke diensten;2006 juli - 2007 juni;94.3;;90.9;;
1012;M Specialistische zakelijke diensten;2006 oktober - 2007 september;94.9;;91.6;;
1013;M Specialistische zakelijke diensten;2007 januari - 2007 december;96.0;2.5;92.9;3.4;0.9
1014;M Specialistische zakelijke diensten;2007 april - 2008 maart;96.9;3.2;93.9;4.0;0.8
1015;M Specialistische zakelijke diensten;2007 juli - 2008 juni;97.8;3.7;94.9;4.4;0.6
1016;M Specialistische zakelijke diensten;2007 oktober - 2008 september;98.5;3.9;95.5;4.3;0.5
1017;M Specialistische zakelijke diensten;2008 januari - 2008 december;99.3;3.4;96.3;3.7;0.3
1018;M Specialistische zakelijke diensten;2008 april - 2009 maart;99.1;2.2;96.2;2.4;0.2
1019;M Specialistische zakelijke diensten;2008 juli - 2009 juni;99.8;2.0;97.2;2.4;0.4
1020;M Specialistische zakelijke diensten;2008 oktober - 2009 september;99.8;1.4;97.5;2.1;0.7
1021;M Specialistische zakelijke diensten;2009 januari - 2009 december;98.9;-0.4;97.0;0.7;1.1
1022;M Specialistische zakelijke diensten;2009 april - 2010 maart;100.0;0.9;98.6;2.5;1.6
1023;M Specialistische zakelijke diensten;2009 juli - 2010 juni;100.1;0.3;99.2;2.1;1.8
1024;M Specialistische zakelijke diensten;2009 oktober - 2010 september;99.6;-0.2;99.2;1.7;1.9
1025;M Specialistische zakelijke diensten;2010 januari - 2010 december;100.0;1.1;100.0;3.1;2.0
1026;M Specialistische zakelijke diensten;2010 april - 2011 maart;100.2;0.2;100.5;1.9;1.7
1027;M Specialistische zakelijke diensten;2010 juli - 2011 juni;100.2;0.1;100.7;1.6;1.5
1028;M Specialistische zakelijke diensten;2010 oktober - 2011 september;100.4;0.8;101.1;2.0;1.2
1029;M Specialistische zakelijke diensten;2011 januari - 2011 december;101.4;1.4;102.3;2.3;1.0
1030;M Specialistische zakelijke diensten;2011 april - 2012 maart;101.0;0.8;102.2;1.7;0.9
1031;M Specialistische zakelijke diensten;2011 juli - 2012 juni;101.1;0.9;102.5;1.8;0.9
1032;M Specialistische zakelijke diensten;2011 oktober - 2012 september;102.0;1.7;103.7;2.6;0.9
1033;M Specialistische zakelijke diensten;2012 januari - 2012 december;102.5;1.1;104.5;2.1;0.9
1034;M Specialistische zakelijke diensten;2012 april - 2013 maart;104.2;3.2;106.4;4.1;0.9
1035;M Specialistische zakelijke diensten;2012 juli - 2013 juni;104.3;3.1;106.7;4.1;0.9
1036;M Specialistische zakelijke diensten;2012 oktober - 2013 september;104.2;2.1;106.9;3.1;0.9
1037;M Specialistische zakelijke diensten;2013 januari - 2013 december;104.1;1.5;107.0;2.5;1.0
1038;M Specialistische zakelijke diensten;2013 april - 2014 maart;104.0;-0.3;107.2;0.7;0.9
1039;M Specialistische zakelijke diensten;2013 juli - 2014 juni;104.3;0.0;107.6;0.8;0.9
1040;M Specialistische zakelijke diensten;2013 oktober - 2014 september;104.1;-0.1;107.6;0.7;0.7
1041;M Specialistische zakelijke diensten;2014 januari - 2014 december;104.5;0.4;108.1;1.0;0.6
1042;M Specialistische zakelijke diensten;2014 april - 2015 maart;103.7;-0.3;107.3;0.1;0.4
1043;M Specialistische zakelijke diensten;2014 juli - 2015 juni;103.3;-0.9;106.9;-0.7;0.2
1044;M Specialistische zakelijke diensten;2014 oktober - 2015 september;102.7;-1.4;106.2;-1.3;0.1
1045;M Specialistische zakelijke diensten;2015 januari - 2015 december;101.0;-3.3;104.6;-3.2;0.1
1046;M Specialistische zakelijke diensten;2015 april - 2016 maart;100.9;-2.7;104.5;-2.6;0.1
1047;M Specialistische zakelijke diensten;2015 juli - 2016 juni;99.9;-3.2;103.5;-3.1;0.1
1048;M Specialistische zakelijke diensten;2015 oktober - 2016 september;99.8;-2.8;103.5;-2.6;0.1
1049;M Specialistische zakelijke diensten;2016 januari - 2016 december ;99.9;-1.1;103.6;-1.0;0.1
1050;M Specialistische zakelijke diensten;2016 april - 2017 maart;99.3;-1.6;102.9;-1.5;0.1
1051;M Specialistische zakelijke diensten;2016 juli - 2017 juni;100.5;0.5;104.1;0.6;0.0
1052;M Specialistische zakelijke diensten;2016 oktober - 2017 september;101.2;1.4;104.8;1.3;0.0
1053;M Specialistische zakelijke diensten;2017 januari - 2017 december;101.8;1.9;105.5;1.8;-0.1
1054;N Verhuur en overige zakelijke diensten;2001;89.3;;84.8;;
1055;N Verhuur en overige zakelijke diensten;2002;90.1;0.8;86.7;2.2;1.4
1056;N Verhuur en overige zakelijke diensten;2003;91.4;1.5;88.1;1.6;0.1
1057;N Verhuur en overige zakelijke diensten;2004;92.2;0.8;89.4;1.5;0.6
1058;N Verhuur en overige zakelijke diensten;2005;92.5;0.3;89.6;0.2;-0.1
1059;N Verhuur en overige zakelijke diensten;2006;93.7;1.3;90.9;1.5;0.2
1060;N Verhuur en overige zakelijke diensten;2007;97.9;4.6;95.4;4.9;0.3
1061;N Verhuur en overige zakelijke diensten;2008;99.7;1.8;97.7;2.5;0.7
1062;N Verhuur en overige zakelijke diensten;2009;100.6;0.9;100.3;2.6;1.7
1063;N Verhuur en overige zakelijke diensten;2010;100.0;-0.6;100.0;-0.3;0.3
1064;N Verhuur en overige zakelijke diensten;2011;102.3;2.3;102.5;2.5;0.1
1065;N Verhuur en overige zakelijke diensten;2012;103.8;1.5;104.9;2.4;0.9
1066;N Verhuur en overige zakelijke diensten;2013;104.4;0.6;105.9;0.9;0.4
1067;N Verhuur en overige zakelijke diensten;2014;105.2;0.7;106.3;0.4;-0.3
1068;N Verhuur en overige zakelijke diensten;2015;106.5;1.2;107.3;0.9;-0.3
1069;N Verhuur en overige zakelijke diensten;2016;107.5;0.9;107.7;0.4;-0.6
1070;N Verhuur en overige zakelijke diensten;2017;108.3;0.7;108.0;0.3;-0.5
1071;N Verhuur en overige zakelijke diensten;2006 januari - 2006 december;93.7;1.3;90.9;1.5;0.2
1072;N Verhuur en overige zakelijke diensten;2006 april - 2007 maart;95.1;;92.3;;
1073;N Verhuur en overige zakelijke diensten;2006 juli - 2007 juni;96.3;;93.6;;
1074;N Verhuur en overige zakelijke diensten;2006 oktober - 2007 september;97.5;;94.8;;
1075;N Verhuur en overige zakelijke diensten;2007 januari - 2007 december;97.9;4.6;95.4;4.9;0.3
1076;N Verhuur en overige zakelijke diensten;2007 april - 2008 maart;99.0;4.2;96.6;4.7;0.5
1077;N Verhuur en overige zakelijke diensten;2007 juli - 2008 juni;99.8;3.6;97.5;4.1;0.5
1078;N Verhuur en overige zakelijke diensten;2007 oktober - 2008 september;99.9;2.5;97.7;3.0;0.5
1079;N Verhuur en overige zakelijke diensten;2008 januari - 2008 december;99.7;1.8;97.7;2.5;0.7
1080;N Verhuur en overige zakelijke diensten;2008 april - 2009 maart;100.4;1.4;98.8;2.3;0.9
1081;N Verhuur en overige zakelijke diensten;2008 juli - 2009 juni;100.8;1.0;99.7;2.3;1.3
1082;N Verhuur en overige zakelijke diensten;2008 oktober - 2009 september;100.6;0.7;100.0;2.3;1.6
1083;N Verhuur en overige zakelijke diensten;2009 januari - 2009 december;100.6;0.9;100.3;2.6;1.7
1084;N Verhuur en overige zakelijke diensten;2009 april - 2010 maart;101.6;1.2;101.6;2.9;1.6
1085;N Verhuur en overige zakelijke diensten;2009 juli - 2010 juni;101.6;0.8;101.7;1.9;1.2
1086;N Verhuur en overige zakelijke diensten;2009 oktober - 2010 september;100.1;-0.5;100.1;0.1;0.7
1087;N Verhuur en overige zakelijke diensten;2010 januari - 2010 december;100.0;-0.6;100.0;-0.3;0.3
1088;N Verhuur en overige zakelijke diensten;2010 april - 2011 maart;100.6;-1.0;100.6;-1.0;-0.1
1089;N Verhuur en overige zakelijke diensten;2010 juli - 2011 juni;100.8;-0.7;100.8;-0.8;-0.1
1090;N Verhuur en overige zakelijke diensten;2010 oktober - 2011 september;101.3;1.2;101.4;1.2;0.0
1091;N Verhuur en overige zakelijke diensten;2011 januari - 2011 december;102.3;2.3;102.5;2.5;0.1
1092;N Verhuur en overige zakelijke diensten;2011 april - 2012 maart;102.1;1.4;102.4;1.8;0.4
1093;N Verhuur en overige zakelijke diensten;2011 juli - 2012 juni;102.4;1.5;103.0;2.1;0.6
1094;N Verhuur en overige zakelijke diensten;2011 oktober - 2012 september;102.8;1.5;103.6;2.2;0.7
1095;N Verhuur en overige zakelijke diensten;2012 januari - 2012 december;103.8;1.5;104.9;2.4;0.9
1096;N Verhuur en overige zakelijke diensten;2012 april - 2013 maart;104.8;2.7;105.9;3.4;0.7
1097;N Verhuur en overige zakelijke diensten;2012 juli - 2013 juni;104.8;2.4;106.1;3.0;0.6
1098;N Verhuur en overige zakelijke diensten;2012 oktober - 2013 september;105.1;2.2;106.5;2.8;0.6
1099;N Verhuur en overige zakelijke diensten;2013 januari - 2013 december;104.4;0.6;105.9;0.9;0.4
1100;N Verhuur en overige zakelijke diensten;2013 april - 2014 maart;104.5;-0.3;105.9;0.0;0.3
1101;N Verhuur en overige zakelijke diensten;2013 juli - 2014 juni;104.8;-0.1;106.1;0.0;0.1
1102;N Verhuur en overige zakelijke diensten;2013 oktober - 2014 september;104.6;-0.5;105.8;-0.7;-0.2
1103;N Verhuur en overige zakelijke diensten;2014 januari - 2014 december;105.2;0.7;106.3;0.4;-0.3
1104;N Verhuur en overige zakelijke diensten;2014 april - 2015 maart;105.0;0.5;106.1;0.2;-0.3
1105;N Verhuur en overige zakelijke diensten;2014 juli - 2015 juni;105.8;1.0;106.8;0.7;-0.3
1106;N Verhuur en overige zakelijke diensten;2014 oktober - 2015 september;106.6;1.9;107.5;1.6;-0.3
1107;N Verhuur en overige zakelijke diensten;2015 januari - 2015 december;106.5;1.2;107.3;0.9;-0.3
1108;N Verhuur en overige zakelijke diensten;2015 april - 2016 maart;107.2;2.1;107.9;1.7;-0.4
1109;N Verhuur en overige zakelijke diensten;2015 juli - 2016 juni;107.2;1.4;107.8;0.9;-0.5
1110;N Verhuur en overige zakelijke diensten;2015 oktober - 2016 september;107.4;0.8;107.8;0.2;-0.5
1111;N Verhuur en overige zakelijke diensten;2016 januari - 2016 december ;107.5;0.9;107.7;0.4;-0.6
1112;N Verhuur en overige zakelijke diensten;2016 april - 2017 maart;106.5;-0.7;106.6;-1.2;-0.5
1113;N Verhuur en overige zakelijke diensten;2016 juli - 2017 juni;107.1;-0.1;107.2;-0.6;-0.5
1114;N Verhuur en overige zakelijke diensten;2016 oktober - 2017 september;107.6;0.2;107.4;-0.3;-0.5
1115;N Verhuur en overige zakelijke diensten;2017 januari - 2017 december;108.3;0.7;108.0;0.3;-0.5
1116;O-U Niet-commerciële dienstverlening;2001;76.4;;75.7;;
1117;O-U Niet-commerciële dienstverlening;2002;79.6;4.3;78.8;4.0;-0.2
1118;O-U Niet-commerciële dienstverlening;2003;82.2;3.2;81.6;3.5;0.3
1119;O-U Niet-commerciële dienstverlening;2004;84.2;2.4;83.8;2.7;0.3
1120;O-U Niet-commerciële dienstverlening;2005;86.9;3.1;86.8;3.6;0.4
1121;O-U Niet-commerciële dienstverlening;2006;89.3;2.8;89.5;3.1;0.3
1122;O-U Niet-commerciële dienstverlening;2007;92.4;3.6;92.6;3.5;-0.1
1123;O-U Niet-commerciële dienstverlening;2008;95.7;3.6;95.7;3.3;-0.2
1124;O-U Niet-commerciële dienstverlening;2009;98.3;2.7;98.4;2.8;0.1
1125;O-U Niet-commerciële dienstverlening;2010;100.0;1.7;100.0;1.6;-0.1
1126;O-U Niet-commerciële dienstverlening;2011;101.5;1.5;101.7;1.7;0.2
1127;O-U Niet-commerciële dienstverlening;2012;103.9;2.3;104.4;2.7;0.4
1128;O-U Niet-commerciële dienstverlening;2013;105.5;1.6;106.9;2.4;0.8
1129;O-U Niet-commerciële dienstverlening;2014;106.3;0.8;108.5;1.5;0.7
1130;O-U Niet-commerciële dienstverlening;2015;107.5;1.1;110.2;1.6;0.5
1131;O-U Niet-commerciële dienstverlening;2016;109.1;1.5;112.0;1.6;0.1
1132;O-U Niet-commerciële dienstverlening;2017;111.6;2.3;114.3;2.1;-0.2
1133;O-U Niet-commerciële dienstverlening;2006 januari - 2006 december;89.3;2.8;89.5;3.1;0.3
1134;O-U Niet-commerciële dienstverlening;2006 april - 2007 maart;90.2;;90.4;;
1135;O-U Niet-commerciële dienstverlening;2006 juli - 2007 juni;90.9;;91.2;;
1136;O-U Niet-commerciële dienstverlening;2006 oktober - 2007 september;91.6;;91.8;;
1137;O-U Niet-commerciële dienstverlening;2007 januari - 2007 december;92.4;3.6;92.6;3.5;-0.1
1138;O-U Niet-commerciële dienstverlening;2007 april - 2008 maart;93.3;3.4;93.4;3.3;-0.2
1139;O-U Niet-commerciële dienstverlening;2007 juli - 2008 juni;94.0;3.3;94.0;3.1;-0.2
1140;O-U Niet-commerciële dienstverlening;2007 oktober - 2008 september;94.3;3.0;94.3;2.7;-0.3
1141;O-U Niet-commerciële dienstverlening;2008 januari - 2008 december;95.7;3.6;95.7;3.3;-0.2
1142;O-U Niet-commerciële dienstverlening;2008 april - 2009 maart;96.3;3.2;96.3;3.1;-0.1
1143;O-U Niet-commerciële dienstverlening;2008 juli - 2009 juni;97.5;3.8;97.5;3.7;-0.1
1144;O-U Niet-commerciële dienstverlening;2008 oktober - 2009 september;97.8;3.7;97.9;3.8;0.1
1145;O-U Niet-commerciële dienstverlening;2009 januari - 2009 december;98.3;2.7;98.4;2.8;0.1
1146;O-U Niet-commerciële dienstverlening;2009 april - 2010 maart;98.4;2.2;98.5;2.3;0.1
1147;O-U Niet-commerciële dienstverlening;2009 juli - 2010 juni;99.4;1.9;99.5;2.0;0.1
1148;O-U Niet-commerciële dienstverlening;2009 oktober - 2010 september;99.8;2.0;99.9;2.0;0.0
1149;O-U Niet-commerciële dienstverlening;2010 januari - 2010 december;100.0;1.7;100.0;1.6;-0.1
1150;O-U Niet-commerciële dienstverlening;2010 april - 2011 maart;99.9;1.5;99.9;1.5;-0.1
1151;O-U Niet-commerciële dienstverlening;2010 juli - 2011 juni;99.8;0.4;99.9;0.4;0.0
1152;O-U Niet-commerciële dienstverlening;2010 oktober - 2011 september;100.1;0.3;100.2;0.4;0.1
1153;O-U Niet-commerciële dienstverlening;2011 januari - 2011 december;101.5;1.5;101.7;1.7;0.2
1154;O-U Niet-commerciële dienstverlening;2011 april - 2012 maart;101.4;1.5;101.6;1.7;0.2
1155;O-U Niet-commerciële dienstverlening;2011 juli - 2012 juni;101.8;2.0;102.1;2.2;0.2
1156;O-U Niet-commerciële dienstverlening;2011 oktober - 2012 september;102.8;2.7;103.2;3.0;0.3
1157;O-U Niet-commerciële dienstverlening;2012 januari - 2012 december;103.9;2.3;104.4;2.7;0.4
1158;O-U Niet-commerciële dienstverlening;2012 april - 2013 maart;105.4;3.9;106.1;4.4;0.5
1159;O-U Niet-commerciële dienstverlening;2012 juli - 2013 juni;105.6;3.7;106.5;4.3;0.6
1160;O-U Niet-commerciële dienstverlening;2012 oktober - 2013 september;105.7;2.8;106.8;3.5;0.7
1161;O-U Niet-commerciële dienstverlening;2013 januari - 2013 december;105.5;1.6;106.9;2.4;0.8
1162;O-U Niet-commerciële dienstverlening;2013 april - 2014 maart;105.4;0.0;107.0;0.9;0.8
1163;O-U Niet-commerciële dienstverlening;2013 juli - 2014 juni;105.8;0.2;107.6;1.0;0.8
1164;O-U Niet-commerciële dienstverlening;2013 oktober - 2014 september;105.6;0.0;107.6;0.7;0.8
1165;O-U Niet-commerciële dienstverlening;2014 januari - 2014 december;106.3;0.8;108.5;1.5;0.7
1166;O-U Niet-commerciële dienstverlening;2014 april - 2015 maart;106.6;1.1;108.9;1.7;0.6
1167;O-U Niet-commerciële dienstverlening;2014 juli - 2015 juni;107.0;1.1;109.5;1.7;0.6
1168;O-U Niet-commerciële dienstverlening;2014 oktober - 2015 september;107.8;2.1;110.4;2.6;0.5
1169;O-U Niet-commerciële dienstverlening;2015 januari - 2015 december;107.5;1.1;110.2;1.6;0.5
1170;O-U Niet-commerciële dienstverlening;2015 april - 2016 maart;108.2;1.5;111.0;1.9;0.4
1171;O-U Niet-commerciële dienstverlening;2015 juli - 2016 juni;107.8;0.8;110.7;1.1;0.3
1172;O-U Niet-commerciële dienstverlening;2015 oktober - 2016 september;108.0;0.2;110.9;0.4;0.2
1173;O-U Niet-commerciële dienstverlening;2016 januari - 2016 december ;109.1;1.5;112.0;1.6;0.1
1174;O-U Niet-commerciële dienstverlening;2016 april - 2017 maart;108.5;0.3;111.3;0.3;0.0
1175;O-U Niet-commerciële dienstverlening;2016 juli - 2017 juni;109.7;1.7;112.5;1.6;-0.1
1176;O-U Niet-commerciële dienstverlening;2016 oktober - 2017 september;110.3;2.1;113.0;1.9;-0.2
1177;O-U Niet-commerciële dienstverlening;2017 januari - 2017 december;111.6;2.3;114.3;2.1;-0.2
1178;O-Q Overheid en zorg;2001;76.0;;75.6;;
1179;O-Q Overheid en zorg;2002;79.2;4.2;78.5;3.8;-0.4
1180;O-Q Overheid en zorg;2003;81.7;3.1;81.0;3.2;0.2
1181;O-Q Overheid en zorg;2004;83.7;2.5;83.3;2.8;0.3
1182;O-Q Overheid en zorg;2005;86.5;3.3;86.5;3.8;0.5
1183;O-Q Overheid en zorg;2006;89.0;2.9;89.2;3.2;0.3
1184;O-Q Overheid en zorg;2007;92.2;3.7;92.5;3.7;0.0
1185;O-Q Overheid en zorg;2008;95.6;3.7;95.7;3.5;-0.2
1186;O-Q Overheid en zorg;2009;98.3;2.7;98.4;2.8;0.1
1187;O-Q Overheid en zorg;2010;100.0;1.8;100.0;1.6;-0.2
1188;O-Q Overheid en zorg;2011;101.5;1.5;101.7;1.7;0.2
1189;O-Q Overheid en zorg;2012;103.8;2.3;104.3;2.6;0.3
1190;O-Q Overheid en zorg;2013;105.5;1.6;106.8;2.4;0.8
1191;O-Q Overheid en zorg;2014;106.3;0.7;108.4;1.5;0.7
1192;O-Q Overheid en zorg;2015;107.5;1.1;110.1;1.6;0.5
1193;O-Q Overheid en zorg;2016;109.1;1.5;112.0;1.7;0.2
1194;O-Q Overheid en zorg;2017;111.7;2.4;114.4;2.2;-0.2
1195;O-Q Overheid en zorg;2006 januari - 2006 december;89.0;2.9;89.2;3.2;0.3
1196;O-Q Overheid en zorg;2006 april - 2007 maart;89.9;;90.2;;
1197;O-Q Overheid en zorg;2006 juli - 2007 juni;90.7;;90.9;;
1198;O-Q Overheid en zorg;2006 oktober - 2007 september;91.3;;91.6;;
1199;O-Q Overheid en zorg;2007 januari - 2007 december;92.2;3.7;92.5;3.7;0.0
1200;O-Q Overheid en zorg;2007 april - 2008 maart;93.1;3.6;93.3;3.5;-0.1
1201;O-Q Overheid en zorg;2007 juli - 2008 juni;93.8;3.5;94.0;3.3;-0.1
1202;O-Q Overheid en zorg;2007 oktober - 2008 september;94.2;3.1;94.3;2.9;-0.2
1203;O-Q Overheid en zorg;2008 januari - 2008 december;95.6;3.7;95.7;3.5;-0.2
1204;O-Q Overheid en zorg;2008 april - 2009 maart;96.2;3.3;96.3;3.2;-0.1
1205;O-Q Overheid en zorg;2008 juli - 2009 juni;97.4;3.8;97.5;3.8;-0.1
1206;O-Q Overheid en zorg;2008 oktober - 2009 september;97.8;3.8;97.9;3.8;0.0
1207;O-Q Overheid en zorg;2009 januari - 2009 december;98.3;2.7;98.4;2.8;0.1
1208;O-Q Overheid en zorg;2009 april - 2010 maart;98.3;2.2;98.4;2.2;0.0
1209;O-Q Overheid en zorg;2009 juli - 2010 juni;99.3;2.0;99.4;1.9;0.0
1210;O-Q Overheid en zorg;2009 oktober - 2010 september;99.8;2.1;99.9;2.0;-0.1
1211;O-Q Overheid en zorg;2010 januari - 2010 december;100.0;1.8;100.0;1.6;-0.2
1212;O-Q Overheid en zorg;2010 april - 2011 maart;99.9;1.6;99.9;1.5;-0.1
1213;O-Q Overheid en zorg;2010 juli - 2011 juni;99.8;0.4;99.8;0.4;0.0
1214;O-Q Overheid en zorg;2010 oktober - 2011 september;100.0;0.3;100.2;0.3;0.0
1215;O-Q Overheid en zorg;2011 januari - 2011 december;101.5;1.5;101.7;1.7;0.2
1216;O-Q Overheid en zorg;2011 april - 2012 maart;101.3;1.4;101.6;1.7;0.2
1217;O-Q Overheid en zorg;2011 juli - 2012 juni;101.8;2.0;102.1;2.2;0.2
1218;O-Q Overheid en zorg;2011 oktober - 2012 september;102.7;2.7;103.1;3.0;0.2
1219;O-Q Overheid en zorg;2012 januari - 2012 december;103.8;2.3;104.3;2.6;0.3
1220;O-Q Overheid en zorg;2012 april - 2013 maart;105.3;3.9;106.0;4.4;0.4
1221;O-Q Overheid en zorg;2012 juli - 2013 juni;105.5;3.7;106.4;4.2;0.5
1222;O-Q Overheid en zorg;2012 oktober - 2013 september;105.6;2.8;106.7;3.5;0.7
