ID;Inkomensbestanddelen;Kenmerken;Perioden;AantalHuishoudens_1;PercentageHuishoudens_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
7081;4 PRIMAIR INKOMEN;26;2012;1292;89.8;19798.0;15.3;49.7
7082;4 PRIMAIR INKOMEN;26;2013;1285;89.8;19807.0;15.4;49.5
7083;4 PRIMAIR INKOMEN;26;2014;1307;89.3;20609.0;15.8;49.4
7084;4 PRIMAIR INKOMEN;27;2001;632;90.8;12495.0;19.8;74.2
7085;4 PRIMAIR INKOMEN;27;2002;644;91.2;13355.0;20.7;74.6
7086;4 PRIMAIR INKOMEN;27;2003;641;90.6;13252.0;20.7;73.4
7087;4 PRIMAIR INKOMEN;27;2004;646;89.7;13799.0;21.3;72.7
7088;4 PRIMAIR INKOMEN;27;2005;668;89.6;14752.0;22.1;73.3
7089;4 PRIMAIR INKOMEN;27;2006;681;89.9;15765.0;23.1;74.3
7090;4 PRIMAIR INKOMEN;27;2007;695;90.5;16387.0;23.6;74.6
7091;4 PRIMAIR INKOMEN;27;2008;709;91.1;16957.0;23.9;74.8
7092;4 PRIMAIR INKOMEN;27;2009;725;92.1;17054.0;23.5;74.0
7093;4 PRIMAIR INKOMEN;27;2010;730;92.1;17383.0;23.8;74.2
7094;4 PRIMAIR INKOMEN;27;2011;737;92.1;18022.0;24.4;75.4
7095;4 PRIMAIR INKOMEN;27;2012;738;92.3;18444.0;25.0;76.5
7096;4 PRIMAIR INKOMEN;27;2013;731;91.9;18426.0;25.2;76.3
7097;4 PRIMAIR INKOMEN;27;2014;740;91.1;19130.0;25.9;76.2
7098;4 PRIMAIR INKOMEN;28;2001;477;84.7;1280.0;2.7;11.9
7099;4 PRIMAIR INKOMEN;28;2002;483;84.9;1452.0;3.0;12.7
7100;4 PRIMAIR INKOMEN;28;2003;483;84.6;1477.0;3.1;12.4
7101;4 PRIMAIR INKOMEN;28;2004;486;84.5;1383.0;2.8;11.4
7102;4 PRIMAIR INKOMEN;28;2005;489;83.5;1526.0;3.1;12.0
7103;4 PRIMAIR INKOMEN;28;2006;481;81.6;1386.0;2.9;10.7
7104;4 PRIMAIR INKOMEN;28;2007;485;81.5;1606.0;3.3;11.8
7105;4 PRIMAIR INKOMEN;28;2008;493;82.3;1555.0;3.2;11.1
7106;4 PRIMAIR INKOMEN;28;2009;505;83.0;1517.0;3.0;10.5
7107;4 PRIMAIR INKOMEN;28;2010;509;83.8;1499.0;2.9;10.2
7108;4 PRIMAIR INKOMEN;28;2011;519;83.2;1233.0;2.4;8.2
7109;4 PRIMAIR INKOMEN;28;2012;553;86.6;1354.0;2.4;8.6
7110;4 PRIMAIR INKOMEN;28;2013;554;87.1;1381.0;2.5;8.7
7111;4 PRIMAIR INKOMEN;28;2014;567;87.2;1478.0;2.6;8.9
7112;4 PRIMAIR INKOMEN;29;2001;4471;97.8;205636.0;46.0;81.9
7113;4 PRIMAIR INKOMEN;29;2002;4486;97.6;213194.0;47.5;81.5
7114;4 PRIMAIR INKOMEN;29;2003;4489;97.4;215893.0;48.1;80.7
7115;4 PRIMAIR INKOMEN;29;2004;4494;97.2;224359.0;49.9;80.6
7116;4 PRIMAIR INKOMEN;29;2005;4499;97.3;229180.0;50.9;80.5
7117;4 PRIMAIR INKOMEN;29;2006;4515;97.4;239101.0;53.0;80.8
7118;4 PRIMAIR INKOMEN;29;2007;4550;97.7;256405.0;56.4;81.7
7119;4 PRIMAIR INKOMEN;29;2008;4584;97.9;262869.0;57.3;81.4
7120;4 PRIMAIR INKOMEN;29;2009;4616;98.1;263919.0;57.2;80.7
7121;4 PRIMAIR INKOMEN;29;2010;4630;98.1;265164.0;57.3;80.0
7122;4 PRIMAIR INKOMEN;29;2011;4638;97.9;270272.0;58.3;79.8
7123;4 PRIMAIR INKOMEN;29;2012;4658;98.0;273715.0;58.8;79.7
7124;4 PRIMAIR INKOMEN;29;2013;4671;97.9;275474.0;59.0;78.9
7125;4 PRIMAIR INKOMEN;29;2014;4678;97.8;285338.0;61.0;78.9
7126;4 PRIMAIR INKOMEN;30;2001;3912;98.6;187205.0;47.9;83.1
7127;4 PRIMAIR INKOMEN;30;2002;3907;98.5;193286.0;49.5;82.7
7128;4 PRIMAIR INKOMEN;30;2003;3899;98.4;195744.0;50.2;81.9
7129;4 PRIMAIR INKOMEN;30;2004;3900;98.2;203443.0;52.2;81.8
7130;4 PRIMAIR INKOMEN;30;2005;3901;98.2;207197.0;53.1;81.6
7131;4 PRIMAIR INKOMEN;30;2006;3899;98.2;215844.0;55.4;81.7
7132;4 PRIMAIR INKOMEN;30;2007;3921;98.4;231098.0;58.9;82.5
7133;4 PRIMAIR INKOMEN;30;2008;3938;98.5;236380.0;60.0;82.2
7134;4 PRIMAIR INKOMEN;30;2009;3946;98.6;236447.0;59.9;81.5
7135;4 PRIMAIR INKOMEN;30;2010;4048;98.6;242820.0;60.0;80.8
7136;4 PRIMAIR INKOMEN;30;2011;4039;98.4;247297.0;61.2;80.7
7137;4 PRIMAIR INKOMEN;30;2012;4054;98.5;250615.0;61.8;80.6
7138;4 PRIMAIR INKOMEN;30;2013;4065;98.5;252107.0;62.0;79.8
7139;4 PRIMAIR INKOMEN;30;2014;4056;98.4;260718.0;64.3;79.8
7140;4 PRIMAIR INKOMEN;31;2001;1942;98.0;69928.0;36.0;71.7
7141;4 PRIMAIR INKOMEN;31;2002;1941;97.8;72044.0;37.1;71.0
7142;4 PRIMAIR INKOMEN;31;2003;1945;97.7;73016.0;37.5;70.0
7143;4 PRIMAIR INKOMEN;31;2004;1952;97.6;75347.0;38.6;69.6
7144;4 PRIMAIR INKOMEN;31;2005;1970;97.6;76679.0;38.9;68.9
7145;4 PRIMAIR INKOMEN;31;2006;1982;97.4;79765.0;40.2;68.6
7146;4 PRIMAIR INKOMEN;31;2007;2008;97.6;86137.0;42.9;69.4
7147;4 PRIMAIR INKOMEN;31;2008;2021;97.7;87388.0;43.2;68.9
7148;4 PRIMAIR INKOMEN;31;2009;2037;97.8;87944.0;43.2;67.9
7149;4 PRIMAIR INKOMEN;31;2010;2066;97.7;87294.0;42.3;66.8
7150;4 PRIMAIR INKOMEN;31;2011;2060;97.4;87576.0;42.5;66.1
7151;4 PRIMAIR INKOMEN;31;2012;2075;97.7;88435.0;42.6;65.7
7152;4 PRIMAIR INKOMEN;31;2013;2095;97.8;89590.0;42.8;65.2
7153;4 PRIMAIR INKOMEN;31;2014;2096;97.6;93065.0;44.4;65.3
7154;4 PRIMAIR INKOMEN;32;2001;1348;98.7;66818.0;49.6;85.7
7155;4 PRIMAIR INKOMEN;32;2002;1341;98.7;69005.0;51.5;85.4
7156;4 PRIMAIR INKOMEN;32;2003;1334;98.7;69848.0;52.4;84.6
7157;4 PRIMAIR INKOMEN;32;2004;1328;98.6;72026.0;54.3;84.4
7158;4 PRIMAIR INKOMEN;32;2005;1330;98.6;73067.0;55.0;84.0
7159;4 PRIMAIR INKOMEN;32;2006;1329;98.7;75615.0;56.9;83.8
7160;4 PRIMAIR INKOMEN;32;2007;1333;98.7;80873.0;60.7;84.8
7161;4 PRIMAIR INKOMEN;32;2008;1322;98.8;81988.0;62.0;85.2
7162;4 PRIMAIR INKOMEN;32;2009;1312;98.9;82237.0;62.7;85.0
7163;4 PRIMAIR INKOMEN;32;2010;1318;98.9;81919.0;62.1;84.6
7164;4 PRIMAIR INKOMEN;32;2011;1276;98.9;81689.0;64.0;85.4
7165;4 PRIMAIR INKOMEN;32;2012;1248;98.8;82054.0;65.8;86.0
7166;4 PRIMAIR INKOMEN;32;2013;1406;98.4;85658.0;60.9;80.9
7167;4 PRIMAIR INKOMEN;32;2014;1218;98.7;85232.0;70.0;86.3
7168;4 PRIMAIR INKOMEN;33;2001;594;96.3;3110.0;5.2;15.9
7169;4 PRIMAIR INKOMEN;33;2002;600;96.1;3039.0;5.1;14.7
7170;4 PRIMAIR INKOMEN;33;2003;611;95.7;3168.0;5.2;14.5
7171;4 PRIMAIR INKOMEN;33;2004;625;95.5;3322.0;5.3;14.5
7172;4 PRIMAIR INKOMEN;33;2005;641;95.5;3612.0;5.6;14.9
7173;4 PRIMAIR INKOMEN;33;2006;653;94.9;4150.0;6.4;15.9
7174;4 PRIMAIR INKOMEN;33;2007;675;95.5;5264.0;7.8;18.4
7175;4 PRIMAIR INKOMEN;33;2008;699;95.6;5400.0;7.7;17.7
7176;4 PRIMAIR INKOMEN;33;2009;725;96.0;5707.0;7.9;17.5
7177;4 PRIMAIR INKOMEN;33;2010;748;95.7;5375.0;7.2;15.9
7178;4 PRIMAIR INKOMEN;33;2011;784;94.9;5887.0;7.5;16.0
7179;4 PRIMAIR INKOMEN;33;2012;828;96.1;6381.0;7.7;16.3
7180;4 PRIMAIR INKOMEN;33;2013;922;96.4;8992.0;9.8;19.8
7181;4 PRIMAIR INKOMEN;33;2014;878;96.2;7833.0;8.9;17.9
7182;4 PRIMAIR INKOMEN;34;2001;1326;99.0;73720.0;55.6;93.4
7183;4 PRIMAIR INKOMEN;34;2002;1333;99.0;76686.0;57.5;93.2
7184;4 PRIMAIR INKOMEN;34;2003;1331;98.9;78528.0;59.0;92.8
7185;4 PRIMAIR INKOMEN;34;2004;1327;98.6;82293.0;62.0;92.8
7186;4 PRIMAIR INKOMEN;34;2005;1325;98.6;85237.0;64.3;93.2
7187;4 PRIMAIR INKOMEN;34;2006;1319;98.9;89736.0;68.1;93.9
7188;4 PRIMAIR INKOMEN;34;2007;1321;99.1;96045.0;72.7;94.5
7189;4 PRIMAIR INKOMEN;34;2008;1316;99.2;98021.0;74.5;94.3
7190;4 PRIMAIR INKOMEN;34;2009;1313;99.3;98233.0;74.8;93.9
7191;4 PRIMAIR INKOMEN;34;2010;1336;99.3;101664.0;76.1;93.5
7192;4 PRIMAIR INKOMEN;34;2011;1332;99.3;104105.0;78.1;93.7
7193;4 PRIMAIR INKOMEN;34;2012;1322;99.3;105436.0;79.8;93.6
7194;4 PRIMAIR INKOMEN;34;2013;1310;99.1;105464.0;80.5;92.8
7195;4 PRIMAIR INKOMEN;34;2014;1293;99.0;108288.0;83.7;93.0
7196;4 PRIMAIR INKOMEN;35;2001;644;99.8;43556.0;67.7;89.1
7197;4 PRIMAIR INKOMEN;35;2002;633;99.7;44556.0;70.4;89.1
7198;4 PRIMAIR INKOMEN;35;2003;623;99.6;44200.0;70.9;88.5
7199;4 PRIMAIR INKOMEN;35;2004;620;99.5;45802.0;73.9;88.4
7200;4 PRIMAIR INKOMEN;35;2005;605;99.6;45281.0;74.8;88.3
7201;4 PRIMAIR INKOMEN;35;2006;599;99.5;46343.0;77.4;88.6
7202;4 PRIMAIR INKOMEN;35;2007;592;99.7;48917.0;82.7;89.7
7203;4 PRIMAIR INKOMEN;35;2008;601;99.7;50971.0;84.8;89.6
7204;4 PRIMAIR INKOMEN;35;2009;596;99.8;50270.0;84.3;89.5
7205;4 PRIMAIR INKOMEN;35;2010;646;99.7;53863.0;83.4;88.1
7206;4 PRIMAIR INKOMEN;35;2011;647;99.7;55616.0;85.9;88.5
7207;4 PRIMAIR INKOMEN;35;2012;656;99.6;56744.0;86.4;88.8
7208;4 PRIMAIR INKOMEN;35;2013;659;99.6;57054.0;86.5;87.7
7209;4 PRIMAIR INKOMEN;35;2014;667;99.6;59365.0;89.0;87.7
7210;4 PRIMAIR INKOMEN;36;2001;366;89.6;9415.0;25.7;66.5
7211;4 PRIMAIR INKOMEN;36;2002;380;89.5;10199.0;26.8;66.6
7212;4 PRIMAIR INKOMEN;36;2003;388;88.8;10325.0;26.6;65.7
7213;4 PRIMAIR INKOMEN;36;2004;388;88.5;10568.0;27.2;65.6
7214;4 PRIMAIR INKOMEN;36;2005;386;88.4;10806.0;28.0;66.5
7215;4 PRIMAIR INKOMEN;36;2006;400;89.9;11537.0;28.9;68.4
7216;4 PRIMAIR INKOMEN;36;2007;412;91.7;12563.0;30.5;70.4
7217;4 PRIMAIR INKOMEN;36;2008;431;93.2;13588.0;31.5;70.7
7218;4 PRIMAIR INKOMEN;36;2009;447;94.1;14276.0;31.9;71.0
7219;4 PRIMAIR INKOMEN;36;2010;446;93.9;14141.0;31.7;69.4
7220;4 PRIMAIR INKOMEN;36;2011;464;93.9;14869.0;32.1;69.3
7221;4 PRIMAIR INKOMEN;36;2012;471;93.9;15039.0;31.9;69.1
7222;4 PRIMAIR INKOMEN;36;2013;480;93.2;15661.0;32.6;68.4
7223;4 PRIMAIR INKOMEN;36;2014;491;93.3;16208.0;33.0;68.2
7224;4 PRIMAIR INKOMEN;37;2001;191;82.9;3415.0;17.9;58.8
7225;4 PRIMAIR INKOMEN;37;2002;197;82.9;3542.0;18.0;57.7
7226;4 PRIMAIR INKOMEN;37;2003;198;81.8;3732.0;18.8;58.4
7227;4 PRIMAIR INKOMEN;37;2004;201;81.5;3987.0;19.9;59.5
7228;4 PRIMAIR INKOMEN;37;2005;202;81.8;4225.0;20.9;60.9
7229;4 PRIMAIR INKOMEN;37;2006;210;84.3;4616.0;21.9;63.8
7230;4 PRIMAIR INKOMEN;37;2007;223;87.6;5308.0;23.8;67.8
7231;4 PRIMAIR INKOMEN;37;2008;234;89.9;5655.0;24.1;67.4
7232;4 PRIMAIR INKOMEN;37;2009;244;91.4;6192.0;25.4;68.6
7233;4 PRIMAIR INKOMEN;37;2010;237;91.4;6051.0;25.6;68.1
7234;4 PRIMAIR INKOMEN;37;2011;246;91.5;6246.0;25.4;67.2
7235;4 PRIMAIR INKOMEN;37;2012;253;91.4;6466.0;25.6;67.0
7236;4 PRIMAIR INKOMEN;37;2013;254;90.6;6730.0;26.5;66.8
7237;4 PRIMAIR INKOMEN;37;2014;256;90.3;6916.0;27.0;66.2
7238;4 PRIMAIR INKOMEN;38;2001;175;98.2;5999.0;34.3;71.8
7239;4 PRIMAIR INKOMEN;38;2002;183;97.7;6657.0;36.4;72.6
7240;4 PRIMAIR INKOMEN;38;2003;190;97.5;6593.0;34.7;70.8
7241;4 PRIMAIR INKOMEN;38;2004;188;97.5;6581.0;35.1;70.0
7242;4 PRIMAIR INKOMEN;38;2005;184;97.0;6581.0;35.7;70.8
7243;4 PRIMAIR INKOMEN;38;2006;190;97.1;6921.0;36.5;71.8
7244;4 PRIMAIR INKOMEN;38;2007;189;97.1;7255.0;38.4;72.5
7245;4 PRIMAIR INKOMEN;38;2008;197;97.4;7933.0;40.3;73.3
7246;4 PRIMAIR INKOMEN;38;2009;203;97.6;8084.0;39.8;72.8
7247;4 PRIMAIR INKOMEN;38;2010;209;97.0;8089.0;38.7;70.4
7248;4 PRIMAIR INKOMEN;38;2011;217;96.9;8623.0;39.7;70.8
7249;4 PRIMAIR INKOMEN;38;2012;219;97.0;8573.0;39.2;70.8
7250;4 PRIMAIR INKOMEN;38;2013;225;96.2;8931.0;39.6;69.6
7251;4 PRIMAIR INKOMEN;38;2014;235;96.9;9291.0;39.6;69.7
7252;4 PRIMAIR INKOMEN;39;2001;193;97.8;9016.0;46.7;76.6
7253;4 PRIMAIR INKOMEN;39;2002;199;97.7;9709.0;48.8;77.4
7254;4 PRIMAIR INKOMEN;39;2003;202;97.2;9823.0;48.7;75.9
7255;4 PRIMAIR INKOMEN;39;2004;206;97.0;10348.0;50.2;75.8
7256;4 PRIMAIR INKOMEN;39;2005;212;97.2;11176.0;52.7;77.0
7257;4 PRIMAIR INKOMEN;39;2006;216;97.3;11720.0;54.2;77.8
7258;4 PRIMAIR INKOMEN;39;2007;217;97.7;12743.0;58.7;79.7
7259;4 PRIMAIR INKOMEN;39;2008;216;97.7;12901.0;59.8;79.6
7260;4 PRIMAIR INKOMEN;39;2009;223;98.1;13196.0;59.2;78.7
7261;4 PRIMAIR INKOMEN;39;2010;136;97.7;8203.0;60.4;76.1
7262;4 PRIMAIR INKOMEN;39;2011;135;98.0;8106.0;60.2;76.1
7263;4 PRIMAIR INKOMEN;39;2012;134;98.0;8061.0;60.3;75.6
7264;4 PRIMAIR INKOMEN;39;2013;127;97.7;7706.0;60.7;75.4
7265;4 PRIMAIR INKOMEN;39;2014;131;97.8;8412.0;64.2;76.3
7266;4 PRIMAIR INKOMEN;42;2001;1392;91.0;10479.0;7.5;23.8
7267;4 PRIMAIR INKOMEN;42;2002;1409;91.0;10913.0;7.7;23.5
7268;4 PRIMAIR INKOMEN;42;2003;1421;90.7;11149.0;7.8;22.9
7269;4 PRIMAIR INKOMEN;42;2004;1443;90.5;11419.0;7.9;22.5
7270;4 PRIMAIR INKOMEN;42;2005;1467;90.0;12247.0;8.4;23.0
7271;4 PRIMAIR INKOMEN;42;2006;1470;88.8;12723.0;8.7;22.8
7272;4 PRIMAIR INKOMEN;42;2007;1505;89.1;14814.0;9.8;24.6
7273;4 PRIMAIR INKOMEN;42;2008;1547;89.5;15192.0;9.8;23.9
7274;4 PRIMAIR INKOMEN;42;2009;1600;90.2;15381.0;9.6;23.1
7275;4 PRIMAIR INKOMEN;42;2010;1631;90.3;15542.0;9.5;22.5
7276;4 PRIMAIR INKOMEN;42;2011;1699;89.8;16473.0;9.7;22.3
7277;4 PRIMAIR INKOMEN;42;2012;1797;91.6;17370.0;9.7;22.3
7278;4 PRIMAIR INKOMEN;42;2013;1837;92.0;17734.0;9.7;22.1
7279;4 PRIMAIR INKOMEN;42;2014;1888;92.0;20063.0;10.6;23.4
7280;4 PRIMAIR INKOMEN;43;2001;613;84.8;1715.0;2.8;12.0
7281;4 PRIMAIR INKOMEN;43;2002;624;85.1;1984.0;3.2;13.0
7282;4 PRIMAIR INKOMEN;43;2003;625;84.6;1990.0;3.2;12.5
7283;4 PRIMAIR INKOMEN;43;2004;631;84.4;1935.0;3.1;11.8
7284;4 PRIMAIR INKOMEN;43;2005;639;83.6;2145.0;3.4;12.5
7285;4 PRIMAIR INKOMEN;43;2006;630;81.5;1957.0;3.1;11.1
7286;4 PRIMAIR INKOMEN;43;2007;640;81.5;2306.0;3.6;12.3
7287;4 PRIMAIR INKOMEN;43;2008;656;82.3;2427.0;3.7;12.3
7288;4 PRIMAIR INKOMEN;43;2009;680;83.2;2321.0;3.4;11.3
7289;4 PRIMAIR INKOMEN;43;2010;683;83.5;2255.0;3.3;10.9
7290;4 PRIMAIR INKOMEN;43;2011;702;83.0;1898.0;2.7;8.8
7291;4 PRIMAIR INKOMEN;43;2012;749;85.7;2029.0;2.7;9.1
7292;4 PRIMAIR INKOMEN;43;2013;760;86.4;2154.0;2.8;9.3
7293;4 PRIMAIR INKOMEN;43;2014;782;86.4;2472.0;3.2;10.1
7294;4 PRIMAIR INKOMEN;44;2001;136;85.2;435.0;3.2;12.3
7295;4 PRIMAIR INKOMEN;44;2002;141;85.7;532.0;3.8;13.9
7296;4 PRIMAIR INKOMEN;44;2003;142;84.6;513.0;3.6;12.6
7297;4 PRIMAIR INKOMEN;44;2004;145;84.2;552.0;3.8;12.9
7298;4 PRIMAIR INKOMEN;44;2005;150;83.9;619.0;4.1;13.7
7299;4 PRIMAIR INKOMEN;44;2006;149;80.9;571.0;3.8;12.1
7300;4 PRIMAIR INKOMEN;44;2007;156;81.5;700.0;4.5;13.6
7301;4 PRIMAIR INKOMEN;44;2008;163;82.3;872.0;5.3;15.5
7302;4 PRIMAIR INKOMEN;44;2009;175;83.7;804.0;4.6;13.5
7303;4 PRIMAIR INKOMEN;44;2010;174;82.6;755.0;4.3;12.6
7304;4 PRIMAIR INKOMEN;44;2011;182;82.6;665.0;3.6;10.5
7305;4 PRIMAIR INKOMEN;44;2012;196;83.3;675.0;3.5;10.1
7306;4 PRIMAIR INKOMEN;44;2013;206;84.7;772.0;3.8;10.8
7307;4 PRIMAIR INKOMEN;44;2014;215;84.3;993.0;4.6;12.7
7308;4 PRIMAIR INKOMEN;45;2001;477;84.7;1280.0;2.7;11.9
7309;4 PRIMAIR INKOMEN;45;2002;483;84.9;1452.0;3.0;12.7
7310;4 PRIMAIR INKOMEN;45;2003;483;84.6;1477.0;3.1;12.4
7311;4 PRIMAIR INKOMEN;45;2004;486;84.5;1383.0;2.8;11.4
7312;4 PRIMAIR INKOMEN;45;2005;489;83.5;1526.0;3.1;12.0
7313;4 PRIMAIR INKOMEN;45;2006;481;81.6;1386.0;2.9;10.7
7314;4 PRIMAIR INKOMEN;45;2007;485;81.5;1606.0;3.3;11.8
7315;4 PRIMAIR INKOMEN;45;2008;493;82.3;1555.0;3.2;11.1
7316;4 PRIMAIR INKOMEN;45;2009;505;83.0;1517.0;3.0;10.5
7317;4 PRIMAIR INKOMEN;45;2010;509;83.8;1499.0;2.9;10.2
7318;4 PRIMAIR INKOMEN;45;2011;519;83.2;1233.0;2.4;8.2
7319;4 PRIMAIR INKOMEN;45;2012;553;86.6;1354.0;2.4;8.6
7320;4 PRIMAIR INKOMEN;45;2013;554;87.1;1381.0;2.5;8.7
7321;4 PRIMAIR INKOMEN;45;2014;567;87.2;1478.0;2.6;8.9
7322;4 PRIMAIR INKOMEN;46;2001;630;96.3;3788.0;6.0;17.8
7323;4 PRIMAIR INKOMEN;46;2002;637;96.1;3823.0;6.0;17.0
7324;4 PRIMAIR INKOMEN;46;2003;651;95.8;4100.0;6.3;17.1
7325;4 PRIMAIR INKOMEN;46;2004;666;95.6;4191.0;6.3;16.7
7326;4 PRIMAIR INKOMEN;46;2005;686;95.5;4768.0;7.0;17.8
7327;4 PRIMAIR INKOMEN;46;2006;698;95.0;5309.0;7.6;18.5
7328;4 PRIMAIR INKOMEN;46;2007;724;95.6;6708.0;9.3;21.1
7329;4 PRIMAIR INKOMEN;46;2008;746;95.6;6738.0;9.0;20.1
7330;4 PRIMAIR INKOMEN;46;2009;776;96.0;7190.0;9.3;20.0
7331;4 PRIMAIR INKOMEN;46;2010;801;95.8;6938.0;8.7;18.6
7332;4 PRIMAIR INKOMEN;46;2011;843;95.0;7793.0;9.2;19.1
7333;4 PRIMAIR INKOMEN;46;2012;892;96.2;8608.0;9.7;19.7
7334;4 PRIMAIR INKOMEN;46;2013;922;96.4;8992.0;9.8;19.8
7335;4 PRIMAIR INKOMEN;46;2014;947;96.3;10780.0;11.4;22.0
7336;4 PRIMAIR INKOMEN;47;2001;464;96.6;2078.0;4.5;14.2
7337;4 PRIMAIR INKOMEN;47;2002;470;96.3;2041.0;4.3;13.2
7338;4 PRIMAIR INKOMEN;47;2003;479;96.1;2180.0;4.5;13.2
7339;4 PRIMAIR INKOMEN;47;2004;490;95.8;2225.0;4.5;12.9
7340;4 PRIMAIR INKOMEN;47;2005;502;95.7;2378.0;4.7;13.1
7341;4 PRIMAIR INKOMEN;47;2006;511;95.0;2799.0;5.5;14.2
7342;4 PRIMAIR INKOMEN;47;2007;530;95.7;3555.0;6.7;16.5
7343;4 PRIMAIR INKOMEN;47;2008;549;95.7;3475.0;6.3;15.1
7344;4 PRIMAIR INKOMEN;47;2009;569;96.1;3643.0;6.4;14.8
7345;4 PRIMAIR INKOMEN;47;2010;589;96.0;3357.0;5.7;13.1
7346;4 PRIMAIR INKOMEN;47;2011;618;94.8;3375.0;5.5;12.2
7347;4 PRIMAIR INKOMEN;47;2012;664;96.3;3879.0;5.8;12.9
7348;4 PRIMAIR INKOMEN;47;2013;689;96.4;3931.0;5.7;12.5
7349;4 PRIMAIR INKOMEN;47;2014;714;96.3;4795.0;6.7;14.0
7350;4 PRIMAIR INKOMEN;48;2001;167;95.3;1710.0;10.3;26.0
7351;4 PRIMAIR INKOMEN;48;2002;167;95.4;1782.0;10.7;25.4
7352;4 PRIMAIR INKOMEN;48;2003;172;94.9;1921.0;11.2;25.7
7353;4 PRIMAIR INKOMEN;48;2004;176;94.8;1966.0;11.2;25.1
7354;4 PRIMAIR INKOMEN;48;2005;184;95.1;2390.0;13.0;28.1
7355;4 PRIMAIR INKOMEN;48;2006;187;95.0;2510.0;13.4;27.9
7356;4 PRIMAIR INKOMEN;48;2007;194;95.2;3153.0;16.3;31.2
7357;4 PRIMAIR INKOMEN;48;2008;197;95.4;3263.0;16.6;31.0
7358;4 PRIMAIR INKOMEN;48;2009;207;95.9;3547.0;17.1;31.5
7359;4 PRIMAIR INKOMEN;48;2010;212;95.4;3581.0;16.9;30.7
7360;4 PRIMAIR INKOMEN;48;2011;225;95.5;4418.0;19.7;33.9
7361;4 PRIMAIR INKOMEN;48;2012;228;95.8;4729.0;20.7;35.1
7362;4 PRIMAIR INKOMEN;48;2013;233;96.1;5061.0;21.7;36.3
7363;4 PRIMAIR INKOMEN;48;2014;234;96.4;5985.0;25.6;40.5
7364;4 PRIMAIR INKOMEN;49;2001;148;98.0;4976.0;33.6;58.8
7365;4 PRIMAIR INKOMEN;49;2002;148;98.0;5106.0;34.4;58.4
7366;4 PRIMAIR INKOMEN;49;2003;146;97.4;5059.0;34.7;57.5
7367;4 PRIMAIR INKOMEN;49;2004;146;96.8;5293.0;36.4;57.9
7368;4 PRIMAIR INKOMEN;49;2005;142;96.5;5334.0;37.7;57.8
7369;4 PRIMAIR INKOMEN;49;2006;142;96.0;5457.0;38.5;57.8
7370;4 PRIMAIR INKOMEN;49;2007;141;96.4;5801.0;41.3;58.9
7371;4 PRIMAIR INKOMEN;49;2008;146;96.6;6027.0;41.4;58.2
7372;4 PRIMAIR INKOMEN;49;2009;144;96.7;5871.0;40.8;57.1
7373;4 PRIMAIR INKOMEN;49;2010;148;96.2;6349.0;43.0;57.5
7374;4 PRIMAIR INKOMEN;49;2011;154;96.6;6783.0;44.0;57.9
7375;4 PRIMAIR INKOMEN;49;2012;157;96.9;6733.0;43.0;56.8
7376;4 PRIMAIR INKOMEN;49;2013;155;96.6;6588.0;42.4;55.8
7377;4 PRIMAIR INKOMEN;49;2014;158;96.7;6811.0;43.0;55.4
7378;4 PRIMAIR INKOMEN;50;2001;5123;96.1;232049.0;45.3;87.7
7379;4 PRIMAIR INKOMEN;50;2002;5162;96.1;241142.0;46.7;87.5
7380;4 PRIMAIR INKOMEN;50;2003;5153;95.8;243366.0;47.2;86.8
7381;4 PRIMAIR INKOMEN;50;2004;5147;95.4;252478.0;49.1;86.6
7382;4 PRIMAIR INKOMEN;50;2005;5175;95.2;258919.0;50.0;86.7
7383;4 PRIMAIR INKOMEN;50;2006;5215;95.7;271488.0;52.1;87.2
7384;4 PRIMAIR INKOMEN;50;2007;5266;96.1;289189.0;54.9;88.2
7385;4 PRIMAIR INKOMEN;50;2008;5320;96.5;297752.0;56.0;88.3
7386;4 PRIMAIR INKOMEN;50;2009;5342;96.6;297795.0;55.7;87.8
7387;4 PRIMAIR INKOMEN;50;2010;5345;96.6;299298.0;56.0;87.4
7388;4 PRIMAIR INKOMEN;50;2011;5329;96.5;304199.0;57.1;87.8
7389;4 PRIMAIR INKOMEN;50;2012;5308;96.4;308224.0;58.1;88.1
7390;4 PRIMAIR INKOMEN;50;2013;5282;96.2;309393.0;58.6;87.5
7391;4 PRIMAIR INKOMEN;50;2014;5274;95.8;319289.0;60.5;87.6
7392;4 PRIMAIR INKOMEN;81;2001;298;95.2;4781.0;16.1;83.6
7393;4 PRIMAIR INKOMEN;81;2002;303;94.8;4997.0;16.5;84.2
7394;4 PRIMAIR INKOMEN;81;2003;311;93.4;4717.0;15.2;80.8
7395;4 PRIMAIR INKOMEN;81;2004;313;93.2;4463.0;14.3;78.3
7396;4 PRIMAIR INKOMEN;81;2005;318;92.7;4654.0;14.6;78.2
7397;4 PRIMAIR INKOMEN;81;2006;326;93.9;5058.0;15.5;78.9
7398;4 PRIMAIR INKOMEN;81;2007;335;95.0;5199.0;15.5;78.6
7399;4 PRIMAIR INKOMEN;81;2008;347;95.7;5460.0;15.7;80.2
7400;4 PRIMAIR INKOMEN;81;2009;348;95.5;5496.0;15.8;78.2
7401;4 PRIMAIR INKOMEN;81;2010;352;95.2;4957.0;14.1;75.4
