ID;SBI93;Perioden;Vacaturegraad_1
83;A, B Landbouw, bosbouw en visserij;2004 4e kwartaal;19
84;A, B Landbouw, bosbouw en visserij;2005 1e kwartaal;42
85;A, B Landbouw, bosbouw en visserij;2005 2e kwartaal;33
86;A, B Landbouw, bosbouw en visserij;2005 3e kwartaal;27
87;A, B Landbouw, bosbouw en visserij;2005 4e kwartaal;24
88;A, B Landbouw, bosbouw en visserij;2006 1e kwartaal;33
89;A, B Landbouw, bosbouw en visserij;2006 2e kwartaal;40
90;A, B Landbouw, bosbouw en visserij;2006 3e kwartaal;24
91;A, B Landbouw, bosbouw en visserij;2006 4e kwartaal;35
92;A, B Landbouw, bosbouw en visserij;2007 1e kwartaal;43
93;A, B Landbouw, bosbouw en visserij;2007 2e kwartaal;47
94;A, B Landbouw, bosbouw en visserij;2007 3e kwartaal;34
95;A, B Landbouw, bosbouw en visserij;2007 4e kwartaal;30
96;A, B Landbouw, bosbouw en visserij;2008 1e kwartaal;37
97;A, B Landbouw, bosbouw en visserij;2008 2e kwartaal;35
98;A, B Landbouw, bosbouw en visserij;2008 3e kwartaal;26
99;A, B Landbouw, bosbouw en visserij;2008 4e kwartaal;19
100;A, B Landbouw, bosbouw en visserij;2009 1e kwartaal;19
101;A, B Landbouw, bosbouw en visserij;2009 2e kwartaal;19
102;A, B Landbouw, bosbouw en visserij;2009 3e kwartaal;16
103;A, B Landbouw, bosbouw en visserij;2009 4e kwartaal*;12
104;C-F Nijverheid;1997 1e kwartaal;15
105;C-F Nijverheid;1997 2e kwartaal;18
106;C-F Nijverheid;1997 3e kwartaal;15
107;C-F Nijverheid;1997 4e kwartaal;18
108;C-F Nijverheid;1998 1e kwartaal;19
109;C-F Nijverheid;1998 2e kwartaal;22
110;C-F Nijverheid;1998 3e kwartaal;19
111;C-F Nijverheid;1998 4e kwartaal;20
112;C-F Nijverheid;1999 1e kwartaal;23
113;C-F Nijverheid;1999 2e kwartaal;30
114;C-F Nijverheid;1999 3e kwartaal;26
115;C-F Nijverheid;1999 4e kwartaal;27
116;C-F Nijverheid;2000 1e kwartaal;35
117;C-F Nijverheid;2000 2e kwartaal;37
118;C-F Nijverheid;2000 3e kwartaal;29
119;C-F Nijverheid;2000 4e kwartaal;29
120;C-F Nijverheid;2001 1e kwartaal;31
121;C-F Nijverheid;2001 2e kwartaal;31
122;C-F Nijverheid;2001 3e kwartaal;24
123;C-F Nijverheid;2001 4e kwartaal;23
124;C-F Nijverheid;2002 1e kwartaal;24
125;C-F Nijverheid;2002 2e kwartaal;22
126;C-F Nijverheid;2002 3e kwartaal;13
127;C-F Nijverheid;2002 4e kwartaal;14
128;C-F Nijverheid;2003 1e kwartaal;14
129;C-F Nijverheid;2003 2e kwartaal;13
130;C-F Nijverheid;2003 3e kwartaal;9
131;C-F Nijverheid;2003 4e kwartaal;10
132;C-F Nijverheid;2004 1e kwartaal;13
133;C-F Nijverheid;2004 2e kwartaal;14
134;C-F Nijverheid;2004 3e kwartaal;12
135;C-F Nijverheid;2004 4e kwartaal;13
136;C-F Nijverheid;2005 1e kwartaal;16
137;C-F Nijverheid;2005 2e kwartaal;18
138;C-F Nijverheid;2005 3e kwartaal;19
139;C-F Nijverheid;2005 4e kwartaal;19
140;C-F Nijverheid;2006 1e kwartaal;23
141;C-F Nijverheid;2006 2e kwartaal;27
142;C-F Nijverheid;2006 3e kwartaal;28
143;C-F Nijverheid;2006 4e kwartaal;29
144;C-F Nijverheid;2007 1e kwartaal;32
145;C-F Nijverheid;2007 2e kwartaal;34
146;C-F Nijverheid;2007 3e kwartaal;34
147;C-F Nijverheid;2007 4e kwartaal;34
148;C-F Nijverheid;2008 1e kwartaal;37
149;C-F Nijverheid;2008 2e kwartaal;35
150;C-F Nijverheid;2008 3e kwartaal;31
151;C-F Nijverheid;2008 4e kwartaal;21
152;C-F Nijverheid;2009 1e kwartaal;15
153;C-F Nijverheid;2009 2e kwartaal;12
154;C-F Nijverheid;2009 3e kwartaal;11
155;C-F Nijverheid;2009 4e kwartaal*;10
156;C Delfstoffenwinning;1997 1e kwartaal;39
157;C Delfstoffenwinning;1997 2e kwartaal;43
158;C Delfstoffenwinning;1997 3e kwartaal;23
159;C Delfstoffenwinning;1997 4e kwartaal;36
160;C Delfstoffenwinning;1998 1e kwartaal;35
161;C Delfstoffenwinning;1998 2e kwartaal;35
162;C Delfstoffenwinning;1998 3e kwartaal;7
163;C Delfstoffenwinning;1998 4e kwartaal;6
164;C Delfstoffenwinning;1999 1e kwartaal;6
165;C Delfstoffenwinning;1999 2e kwartaal;8
166;C Delfstoffenwinning;1999 3e kwartaal;8
167;C Delfstoffenwinning;1999 4e kwartaal;20
168;C Delfstoffenwinning;2000 1e kwartaal;20
169;C Delfstoffenwinning;2000 2e kwartaal;20
170;C Delfstoffenwinning;2000 3e kwartaal;19
171;C Delfstoffenwinning;2000 4e kwartaal;22
172;C Delfstoffenwinning;2001 1e kwartaal;16
173;C Delfstoffenwinning;2001 2e kwartaal;18
174;C Delfstoffenwinning;2001 3e kwartaal;15
175;C Delfstoffenwinning;2001 4e kwartaal;14
176;C Delfstoffenwinning;2002 1e kwartaal;34
177;C Delfstoffenwinning;2002 2e kwartaal;23
178;C Delfstoffenwinning;2002 3e kwartaal;27
179;C Delfstoffenwinning;2002 4e kwartaal;26
180;C Delfstoffenwinning;2003 1e kwartaal;27
181;C Delfstoffenwinning;2003 2e kwartaal;27
182;C Delfstoffenwinning;2003 3e kwartaal;9
183;C Delfstoffenwinning;2003 4e kwartaal;14
184;C Delfstoffenwinning;2004 1e kwartaal;13
185;C Delfstoffenwinning;2004 2e kwartaal;32
186;C Delfstoffenwinning;2004 3e kwartaal;17
187;C Delfstoffenwinning;2004 4e kwartaal;24
188;C Delfstoffenwinning;2005 1e kwartaal;16
189;C Delfstoffenwinning;2005 2e kwartaal;33
190;C Delfstoffenwinning;2005 3e kwartaal;22
191;C Delfstoffenwinning;2005 4e kwartaal;11
192;C Delfstoffenwinning;2006 1e kwartaal;20
193;C Delfstoffenwinning;2006 2e kwartaal;17
194;C Delfstoffenwinning;2006 3e kwartaal;11
195;C Delfstoffenwinning;2006 4e kwartaal;59
196;C Delfstoffenwinning;2007 1e kwartaal;50
197;C Delfstoffenwinning;2007 2e kwartaal;43
198;C Delfstoffenwinning;2007 3e kwartaal;43
199;C Delfstoffenwinning;2007 4e kwartaal;51
200;C Delfstoffenwinning;2008 1e kwartaal;55
201;C Delfstoffenwinning;2008 2e kwartaal;45
202;C Delfstoffenwinning;2008 3e kwartaal;45
203;C Delfstoffenwinning;2008 4e kwartaal;36
204;C Delfstoffenwinning;2009 1e kwartaal;47
205;C Delfstoffenwinning;2009 2e kwartaal;48
206;C Delfstoffenwinning;2009 3e kwartaal;31
207;C Delfstoffenwinning;2009 4e kwartaal*;38
208;D Industrie;1997 1e kwartaal;14
209;D Industrie;1997 2e kwartaal;16
210;D Industrie;1997 3e kwartaal;15
211;D Industrie;1997 4e kwartaal;17
212;D Industrie;1998 1e kwartaal;18
213;D Industrie;1998 2e kwartaal;21
214;D Industrie;1998 3e kwartaal;18
215;D Industrie;1998 4e kwartaal;19
216;D Industrie;1999 1e kwartaal;20
217;D Industrie;1999 2e kwartaal;24
218;D Industrie;1999 3e kwartaal;23
219;D Industrie;1999 4e kwartaal;25
220;D Industrie;2000 1e kwartaal;29
221;D Industrie;2000 2e kwartaal;32
222;D Industrie;2000 3e kwartaal;25
223;D Industrie;2000 4e kwartaal;26
224;D Industrie;2001 1e kwartaal;24
225;D Industrie;2001 2e kwartaal;25
226;D Industrie;2001 3e kwartaal;20
227;D Industrie;2001 4e kwartaal;18
228;D Industrie;2002 1e kwartaal;19
229;D Industrie;2002 2e kwartaal;17
230;D Industrie;2002 3e kwartaal;11
231;D Industrie;2002 4e kwartaal;13
232;D Industrie;2003 1e kwartaal;12
233;D Industrie;2003 2e kwartaal;10
234;D Industrie;2003 3e kwartaal;9
235;D Industrie;2003 4e kwartaal;10
236;D Industrie;2004 1e kwartaal;12
237;D Industrie;2004 2e kwartaal;12
238;D Industrie;2004 3e kwartaal;10
239;D Industrie;2004 4e kwartaal;11
240;D Industrie;2005 1e kwartaal;13
241;D Industrie;2005 2e kwartaal;14
242;D Industrie;2005 3e kwartaal;15
243;D Industrie;2005 4e kwartaal;15
244;D Industrie;2006 1e kwartaal;18
245;D Industrie;2006 2e kwartaal;21
246;D Industrie;2006 3e kwartaal;21
247;D Industrie;2006 4e kwartaal;24
248;D Industrie;2007 1e kwartaal;25
249;D Industrie;2007 2e kwartaal;27
250;D Industrie;2007 3e kwartaal;28
251;D Industrie;2007 4e kwartaal;28
252;D Industrie;2008 1e kwartaal;30
253;D Industrie;2008 2e kwartaal;29
254;D Industrie;2008 3e kwartaal;26
255;D Industrie;2008 4e kwartaal;16
256;D Industrie;2009 1e kwartaal;11
257;D Industrie;2009 2e kwartaal;9
258;D Industrie;2009 3e kwartaal;9
259;D Industrie;2009 4e kwartaal*;8
260;E Openbare voorzieningsbedrijven;1997 1e kwartaal;12
261;E Openbare voorzieningsbedrijven;1997 2e kwartaal;16
262;E Openbare voorzieningsbedrijven;1997 3e kwartaal;12
263;E Openbare voorzieningsbedrijven;1997 4e kwartaal;14
264;E Openbare voorzieningsbedrijven;1998 1e kwartaal;13
265;E Openbare voorzieningsbedrijven;1998 2e kwartaal;18
266;E Openbare voorzieningsbedrijven;1998 3e kwartaal;12
267;E Openbare voorzieningsbedrijven;1998 4e kwartaal;13
268;E Openbare voorzieningsbedrijven;1999 1e kwartaal;17
269;E Openbare voorzieningsbedrijven;1999 2e kwartaal;17
270;E Openbare voorzieningsbedrijven;1999 3e kwartaal;9
271;E Openbare voorzieningsbedrijven;1999 4e kwartaal;12
272;E Openbare voorzieningsbedrijven;2000 1e kwartaal;16
273;E Openbare voorzieningsbedrijven;2000 2e kwartaal;19
274;E Openbare voorzieningsbedrijven;2000 3e kwartaal;11
275;E Openbare voorzieningsbedrijven;2000 4e kwartaal;16
276;E Openbare voorzieningsbedrijven;2001 1e kwartaal;22
277;E Openbare voorzieningsbedrijven;2001 2e kwartaal;14
278;E Openbare voorzieningsbedrijven;2001 3e kwartaal;13
279;E Openbare voorzieningsbedrijven;2001 4e kwartaal;18
280;E Openbare voorzieningsbedrijven;2002 1e kwartaal;8
281;E Openbare voorzieningsbedrijven;2002 2e kwartaal;12
282;E Openbare voorzieningsbedrijven;2002 3e kwartaal;11
283;E Openbare voorzieningsbedrijven;2002 4e kwartaal;9
284;E Openbare voorzieningsbedrijven;2003 1e kwartaal;9
285;E Openbare voorzieningsbedrijven;2003 2e kwartaal;7
286;E Openbare voorzieningsbedrijven;2003 3e kwartaal;12
287;E Openbare voorzieningsbedrijven;2003 4e kwartaal;10
288;E Openbare voorzieningsbedrijven;2004 1e kwartaal;9
289;E Openbare voorzieningsbedrijven;2004 2e kwartaal;13
290;E Openbare voorzieningsbedrijven;2004 3e kwartaal;9
291;E Openbare voorzieningsbedrijven;2004 4e kwartaal;16
292;E Openbare voorzieningsbedrijven;2005 1e kwartaal;10
293;E Openbare voorzieningsbedrijven;2005 2e kwartaal;14
294;E Openbare voorzieningsbedrijven;2005 3e kwartaal;10
295;E Openbare voorzieningsbedrijven;2005 4e kwartaal;13
296;E Openbare voorzieningsbedrijven;2006 1e kwartaal;24
297;E Openbare voorzieningsbedrijven;2006 2e kwartaal;29
298;E Openbare voorzieningsbedrijven;2006 3e kwartaal;28
299;E Openbare voorzieningsbedrijven;2006 4e kwartaal;24
300;E Openbare voorzieningsbedrijven;2007 1e kwartaal;23
301;E Openbare voorzieningsbedrijven;2007 2e kwartaal;32
302;E Openbare voorzieningsbedrijven;2007 3e kwartaal;32
303;E Openbare voorzieningsbedrijven;2007 4e kwartaal;35
304;E Openbare voorzieningsbedrijven;2008 1e kwartaal;30
305;E Openbare voorzieningsbedrijven;2008 2e kwartaal;34
306;E Openbare voorzieningsbedrijven;2008 3e kwartaal;33
307;E Openbare voorzieningsbedrijven;2008 4e kwartaal;25
308;E Openbare voorzieningsbedrijven;2009 1e kwartaal;22
309;E Openbare voorzieningsbedrijven;2009 2e kwartaal;23
310;E Openbare voorzieningsbedrijven;2009 3e kwartaal;22
311;E Openbare voorzieningsbedrijven;2009 4e kwartaal*;21
312;F Bouwnijverheid;1997 1e kwartaal;16
313;F Bouwnijverheid;1997 2e kwartaal;21
314;F Bouwnijverheid;1997 3e kwartaal;16
315;F Bouwnijverheid;1997 4e kwartaal;19
316;F Bouwnijverheid;1998 1e kwartaal;22
317;F Bouwnijverheid;1998 2e kwartaal;25
318;F Bouwnijverheid;1998 3e kwartaal;21
319;F Bouwnijverheid;1998 4e kwartaal;24
320;F Bouwnijverheid;1999 1e kwartaal;31
321;F Bouwnijverheid;1999 2e kwartaal;44
322;F Bouwnijverheid;1999 3e kwartaal;35
323;F Bouwnijverheid;1999 4e kwartaal;34
324;F Bouwnijverheid;2000 1e kwartaal;52
325;F Bouwnijverheid;2000 2e kwartaal;49
326;F Bouwnijverheid;2000 3e kwartaal;40
327;F Bouwnijverheid;2000 4e kwartaal;39
328;F Bouwnijverheid;2001 1e kwartaal;47
329;F Bouwnijverheid;2001 2e kwartaal;47
330;F Bouwnijverheid;2001 3e kwartaal;33
331;F Bouwnijverheid;2001 4e kwartaal;34
332;F Bouwnijverheid;2002 1e kwartaal;38
333;F Bouwnijverheid;2002 2e kwartaal;33
334;F Bouwnijverheid;2002 3e kwartaal;16
335;F Bouwnijverheid;2002 4e kwartaal;16
336;F Bouwnijverheid;2003 1e kwartaal;20
337;F Bouwnijverheid;2003 2e kwartaal;20
338;F Bouwnijverheid;2003 3e kwartaal;10
339;F Bouwnijverheid;2003 4e kwartaal;11
340;F Bouwnijverheid;2004 1e kwartaal;17
341;F Bouwnijverheid;2004 2e kwartaal;21
342;F Bouwnijverheid;2004 3e kwartaal;16
343;F Bouwnijverheid;2004 4e kwartaal;18
344;F Bouwnijverheid;2005 1e kwartaal;25
345;F Bouwnijverheid;2005 2e kwartaal;25
346;F Bouwnijverheid;2005 3e kwartaal;26
347;F Bouwnijverheid;2005 4e kwartaal;29
348;F Bouwnijverheid;2006 1e kwartaal;36
349;F Bouwnijverheid;2006 2e kwartaal;40
350;F Bouwnijverheid;2006 3e kwartaal;44
351;F Bouwnijverheid;2006 4e kwartaal;39
352;F Bouwnijverheid;2007 1e kwartaal;48
353;F Bouwnijverheid;2007 2e kwartaal;50
354;F Bouwnijverheid;2007 3e kwartaal;50
355;F Bouwnijverheid;2007 4e kwartaal;47
356;F Bouwnijverheid;2008 1e kwartaal;54
357;F Bouwnijverheid;2008 2e kwartaal;49
358;F Bouwnijverheid;2008 3e kwartaal;43
359;F Bouwnijverheid;2008 4e kwartaal;31
360;F Bouwnijverheid;2009 1e kwartaal;22
361;F Bouwnijverheid;2009 2e kwartaal;17
362;F Bouwnijverheid;2009 3e kwartaal;15
363;F Bouwnijverheid;2009 4e kwartaal*;14
364;G-K Commerciële dienstverlening;1997 1e kwartaal;15
365;G-K Commerciële dienstverlening;1997 2e kwartaal;16
366;G-K Commerciële dienstverlening;1997 3e kwartaal;14
367;G-K Commerciële dienstverlening;1997 4e kwartaal;20
368;G-K Commerciële dienstverlening;1998 1e kwartaal;23
369;G-K Commerciële dienstverlening;1998 2e kwartaal;25
370;G-K Commerciële dienstverlening;1998 3e kwartaal;21
371;G-K Commerciële dienstverlening;1998 4e kwartaal;21
372;G-K Commerciële dienstverlening;1999 1e kwartaal;25
373;G-K Commerciële dienstverlening;1999 2e kwartaal;32
374;G-K Commerciële dienstverlening;1999 3e kwartaal;26
375;G-K Commerciële dienstverlening;1999 4e kwartaal;28
376;G-K Commerciële dienstverlening;2000 1e kwartaal;34
377;G-K Commerciële dienstverlening;2000 2e kwartaal;32
378;G-K Commerciële dienstverlening;2000 3e kwartaal;27
379;G-K Commerciële dienstverlening;2000 4e kwartaal;31
380;G-K Commerciële dienstverlening;2001 1e kwartaal;33
381;G-K Commerciële dienstverlening;2001 2e kwartaal;32
382;G-K Commerciële dienstverlening;2001 3e kwartaal;24
383;G-K Commerciële dienstverlening;2001 4e kwartaal;22
384;G-K Commerciële dienstverlening;2002 1e kwartaal;25
385;G-K Commerciële dienstverlening;2002 2e kwartaal;22
386;G-K Commerciële dienstverlening;2002 3e kwartaal;16
387;G-K Commerciële dienstverlening;2002 4e kwartaal;17
388;G-K Commerciële dienstverlening;2003 1e kwartaal;19
389;G-K Commerciële dienstverlening;2003 2e kwartaal;19
390;G-K Commerciële dienstverlening;2003 3e kwartaal;11
391;G-K Commerciële dienstverlening;2003 4e kwartaal;15
392;G-K Commerciële dienstverlening;2004 1e kwartaal;19
393;G-K Commerciële dienstverlening;2004 2e kwartaal;21
394;G-K Commerciële dienstverlening;2004 3e kwartaal;17
395;G-K Commerciële dienstverlening;2004 4e kwartaal;20
396;G-K Commerciële dienstverlening;2005 1e kwartaal;26
397;G-K Commerciële dienstverlening;2005 2e kwartaal;25
398;G-K Commerciële dienstverlening;2005 3e kwartaal;25
399;G-K Commerciële dienstverlening;2005 4e kwartaal;26
400;G-K Commerciële dienstverlening;2006 1e kwartaal;30
401;G-K Commerciële dienstverlening;2006 2e kwartaal;33
402;G-K Commerciële dienstverlening;2006 3e kwartaal;32
403;G-K Commerciële dienstverlening;2006 4e kwartaal;35
404;G-K Commerciële dienstverlening;2007 1e kwartaal;38
405;G-K Commerciële dienstverlening;2007 2e kwartaal;37
406;G-K Commerciële dienstverlening;2007 3e kwartaal;35
407;G-K Commerciële dienstverlening;2007 4e kwartaal;36
408;G-K Commerciële dienstverlening;2008 1e kwartaal;36
409;G-K Commerciële dienstverlening;2008 2e kwartaal;36
410;G-K Commerciële dienstverlening;2008 3e kwartaal;33
411;G-K Commerciële dienstverlening;2008 4e kwartaal;25
412;G-K Commerciële dienstverlening;2009 1e kwartaal;21
413;G-K Commerciële dienstverlening;2009 2e kwartaal;18
414;G-K Commerciële dienstverlening;2009 3e kwartaal;17
415;G-K Commerciële dienstverlening;2009 4e kwartaal*;16
416;"G Reparatie consumentenartikelen; handel";1997 1e kwartaal;14
417;"G Reparatie consumentenartikelen; handel";1997 2e kwartaal;15
418;"G Reparatie consumentenartikelen; handel";1997 3e kwartaal;14
419;"G Reparatie consumentenartikelen; handel";1997 4e kwartaal;19
420;"G Reparatie consumentenartikelen; handel";1998 1e kwartaal;19
421;"G Reparatie consumentenartikelen; handel";1998 2e kwartaal;24
422;"G Reparatie consumentenartikelen; handel";1998 3e kwartaal;21
423;"G Reparatie consumentenartikelen; handel";1998 4e kwartaal;20
424;"G Reparatie consumentenartikelen; handel";1999 1e kwartaal;24
425;"G Reparatie consumentenartikelen; handel";1999 2e kwartaal;31
426;"G Reparatie consumentenartikelen; handel";1999 3e kwartaal;24
427;"G Reparatie consumentenartikelen; handel";1999 4e kwartaal;26
428;"G Reparatie consumentenartikelen; handel";2000 1e kwartaal;30
429;"G Reparatie consumentenartikelen; handel";2000 2e kwartaal;30
430;"G Reparatie consumentenartikelen; handel";2000 3e kwartaal;25
431;"G Reparatie consumentenartikelen; handel";2000 4e kwartaal;28
432;"G Reparatie consumentenartikelen; handel";2001 1e kwartaal;28
433;"G Reparatie consumentenartikelen; handel";2001 2e kwartaal;28
434;"G Reparatie consumentenartikelen; handel";2001 3e kwartaal;21
435;"G Reparatie consumentenartikelen; handel";2001 4e kwartaal;20
436;"G Reparatie consumentenartikelen; handel";2002 1e kwartaal;24
437;"G Reparatie consumentenartikelen; handel";2002 2e kwartaal;22
438;"G Reparatie consumentenartikelen; handel";2002 3e kwartaal;16
439;"G Reparatie consumentenartikelen; handel";2002 4e kwartaal;19
440;"G Reparatie consumentenartikelen; handel";2003 1e kwartaal;18
441;"G Reparatie consumentenartikelen; handel";2003 2e kwartaal;21
442;"G Reparatie consumentenartikelen; handel";2003 3e kwartaal;11
443;"G Reparatie consumentenartikelen; handel";2003 4e kwartaal;15
444;"G Reparatie consumentenartikelen; handel";2004 1e kwartaal;17
445;"G Reparatie consumentenartikelen; handel";2004 2e kwartaal;19
446;"G Reparatie consumentenartikelen; handel";2004 3e kwartaal;15
447;"G Reparatie consumentenartikelen; handel";2004 4e kwartaal;18
448;"G Reparatie consumentenartikelen; handel";2005 1e kwartaal;19
449;"G Reparatie consumentenartikelen; handel";2005 2e kwartaal;19
450;"G Reparatie consumentenartikelen; handel";2005 3e kwartaal;22
451;"G Reparatie consumentenartikelen; handel";2005 4e kwartaal;23
452;"G Reparatie consumentenartikelen; handel";2006 1e kwartaal;25
453;"G Reparatie consumentenartikelen; handel";2006 2e kwartaal;28
454;"G Reparatie consumentenartikelen; handel";2006 3e kwartaal;28
455;"G Reparatie consumentenartikelen; handel";2006 4e kwartaal;27
456;"G Reparatie consumentenartikelen; handel";2007 1e kwartaal;29
457;"G Reparatie consumentenartikelen; handel";2007 2e kwartaal;31
458;"G Reparatie consumentenartikelen; handel";2007 3e kwartaal;31
459;"G Reparatie consumentenartikelen; handel";2007 4e kwartaal;32
460;"G Reparatie consumentenartikelen; handel";2008 1e kwartaal;31
461;"G Reparatie consumentenartikelen; handel";2008 2e kwartaal;32
462;"G Reparatie consumentenartikelen; handel";2008 3e kwartaal;30
463;"G Reparatie consumentenartikelen; handel";2008 4e kwartaal;21
464;"G Reparatie consumentenartikelen; handel";2009 1e kwartaal;17
465;"G Reparatie consumentenartikelen; handel";2009 2e kwartaal;15
466;"G Reparatie consumentenartikelen; handel";2009 3e kwartaal;15
467;"G Reparatie consumentenartikelen; handel";2009 4e kwartaal*;15
468;H Horeca;1997 1e kwartaal;18
469;H Horeca;1997 2e kwartaal;14
470;H Horeca;1997 3e kwartaal;11
471;H Horeca;1997 4e kwartaal;20
472;H Horeca;1998 1e kwartaal;33
473;H Horeca;1998 2e kwartaal;27
474;H Horeca;1998 3e kwartaal;18
475;H Horeca;1998 4e kwartaal;22
476;H Horeca;1999 1e kwartaal;36
477;H Horeca;1999 2e kwartaal;32
478;H Horeca;1999 3e kwartaal;26
479;H Horeca;1999 4e kwartaal;32
480;H Horeca;2000 1e kwartaal;38
481;H Horeca;2000 2e kwartaal;34
482;H Horeca;2000 3e kwartaal;25
483;H Horeca;2000 4e kwartaal;28
484;H Horeca;2001 1e kwartaal;35
485;H Horeca;2001 2e kwartaal;34
486;H Horeca;2001 3e kwartaal;30
487;H Horeca;2001 4e kwartaal;27
488;H Horeca;2002 1e kwartaal;33
489;H Horeca;2002 2e kwartaal;35
490;H Horeca;2002 3e kwartaal;24
491;H Horeca;2002 4e kwartaal;21
492;H Horeca;2003 1e kwartaal;22
493;H Horeca;2003 2e kwartaal;21
494;H Horeca;2003 3e kwartaal;10
