ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
252;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 januari;90810.0
253;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 februari;90340.0
254;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 maart;89360.0
255;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 april;88370.0
256;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 mei;87160.0
257;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 juni;86140.0
258;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 juli;85030.0
259;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 augustus;84030.0
260;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 september;83160.0
261;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 oktober;82260.0
262;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 november;81380.0
263;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2011 december;80120.0
264;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 januari;79560.0
265;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 februari;78810.0
266;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 maart;77840.0
267;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 april;76990.0
268;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 mei;75950.0
269;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 juni;74960.0
270;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 juli;73930.0
271;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 augustus;73070.0
272;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 september;72190.0
273;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 oktober;71320.0
274;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 november;70540.0
275;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2012 december;69130.0
276;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 januari;69420.0
277;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 februari;68510.0
278;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 maart;67650.0
279;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 april;66860.0
280;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 mei;66020.0
281;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 juni;65200.0
282;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 juli;64100.0
283;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 augustus;63030.0
284;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 september;62050.0
285;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 oktober;52450.0
286;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 november;51620.0
287;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Totaal;2013 december;50590.0
288;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 januari;94100.0
289;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 februari;93580.0
290;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 maart;92940.0
291;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 april;92500.0
292;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 mei;91950.0
293;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 juni;91440.0
294;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 juli;90920.0
295;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 augustus;90260.0
296;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 september;89560.0
297;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 oktober;88930.0
298;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 november;88370.0
299;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2008 december;87480.0
300;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 januari;87180.0
301;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 februari;86640.0
302;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 maart;85950.0
303;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 april;85380.0
304;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 mei;84790.0
305;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 juni;84240.0
306;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 juli;83650.0
307;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 augustus;82910.0
308;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 september;82200.0
309;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 oktober;81760.0
310;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 november;81180.0
311;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2009 december;80310.0
312;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 januari;80060.0
313;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 februari;79400.0
314;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 maart;78740.0
315;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 april;78010.0
316;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 mei;77220.0
317;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 juni;76730.0
318;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 juli;76200.0
319;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 augustus;75600.0
320;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 september;75130.0
321;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 oktober;74680.0
322;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 november;74220.0
323;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2010 december;73400.0
324;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 januari;73160.0
325;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 februari;72740.0
326;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 maart;71810.0
327;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 april;70890.0
328;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 mei;69820.0
329;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 juni;68880.0
330;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 juli;67960.0
331;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 augustus;67060.0
332;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 september;66270.0
333;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 oktober;65470.0
334;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 november;64690.0
335;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2011 december;63540.0
336;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 januari;63040.0
337;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 februari;62360.0
338;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 maart;61480.0
339;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 april;60740.0
340;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 mei;59820.0
341;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 juni;58940.0
342;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 juli;58090.0
343;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 augustus;57300.0
344;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 september;56490.0
345;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 oktober;55740.0
346;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 november;55040.0
347;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2012 december;53810.0
348;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 januari;54070.0
349;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 februari;53290.0
350;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 maart;52520.0
351;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 april;51870.0
352;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 mei;51140.0
353;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 juni;50440.0
354;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 juli;49490.0
355;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 augustus;48630.0
356;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 september;47800.0
357;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 oktober;40340.0
358;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 november;39630.0
359;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Autochtoon;2013 december;38700.0
360;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 januari;19990.0
361;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 februari;19940.0
362;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 maart;19860.0
363;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 april;19840.0
364;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 mei;19800.0
365;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 juni;19710.0
366;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 juli;19590.0
367;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 augustus;19510.0
368;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 september;19420.0
369;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 oktober;19350.0
370;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 november;19320.0
371;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2008 december;19230.0
372;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 januari;19200.0
373;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 februari;19150.0
374;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 maart;19090.0
375;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 april;19010.0
376;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 mei;18910.0
377;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 juni;18850.0
378;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 juli;18700.0
379;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 augustus;18620.0
380;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 september;18590.0
381;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 oktober;18540.0
382;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 november;18490.0
383;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2009 december;18370.0
384;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 januari;18330.0
385;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 februari;18270.0
386;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 maart;18220.0
387;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 april;18180.0
388;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 mei;18100.0
389;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 juni;18110.0
390;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 juli;18020.0
391;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 augustus;17940.0
392;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 september;17930.0
393;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 oktober;17840.0
394;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 november;17770.0
395;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2010 december;17670.0
396;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 januari;17650.0
397;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 februari;17600.0
398;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 maart;17550.0
399;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 april;17470.0
400;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 mei;17340.0
401;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 juni;17250.0
402;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 juli;17070.0
403;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 augustus;16980.0
404;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 september;16890.0
405;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 oktober;16790.0
406;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 november;16690.0
407;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2011 december;16570.0
408;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 januari;16520.0
409;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 februari;16450.0
410;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 maart;16360.0
411;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 april;16240.0
412;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 mei;16120.0
413;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 juni;16020.0
414;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 juli;15840.0
415;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 augustus;15770.0
416;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 september;15700.0
417;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 oktober;15580.0
418;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 november;15500.0
419;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2012 december;15320.0
420;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 januari;15350.0
421;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 februari;15220.0
422;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 maart;15130.0
423;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 april;14990.0
424;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 mei;14880.0
425;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 juni;14750.0
426;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 juli;14610.0
427;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 augustus;14400.0
428;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 september;14250.0
429;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 oktober;12100.0
430;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 november;11990.0
431;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Nederland;Allochtoon;2013 december;11890.0
432;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 januari;8980.0
433;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 februari;8950.0
434;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 maart;8910.0
435;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 april;8840.0
436;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 mei;8820.0
437;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 juni;8780.0
438;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 juli;8700.0
439;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 augustus;8670.0
440;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 september;8620.0
441;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 oktober;8570.0
442;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 november;8520.0
443;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2008 december;8460.0
444;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 januari;8400.0
445;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 februari;8340.0
446;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 maart;8280.0
447;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 april;8230.0
448;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 mei;8180.0
449;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 juni;8130.0
450;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 juli;8050.0
451;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 augustus;7950.0
452;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 september;7940.0
453;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 oktober;7910.0
454;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 november;7870.0
455;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2009 december;7810.0
456;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Buitenland;Totaal;2010 januari;7750.0
