ID;RegioS;Perioden;LozingVanAfvalwaterTotaal_1;HuishoudensVolgensInwoneraantallen_2;HuishoudensTotaalVolgensAanslagenWvo_3;Eenpersoonshuishoudens_4;Meerpersoonshuishoudens_5;BedrijvenEnInstellingenTotaal_6;ALandbouwJachtEnBosbouw_7;BVisserij_8;CDelfstoffenwinningTotaal_9;CAEnergiehoudendeDelfstoffenwinning_10;CBZandGrindKleiEnZoutwinning_11;DIndustrieTotaal_12;DAVoedingsEnGenotmiddelenindustrie_13;DBTextielEnTextielproductenindustrie_14;DCLeerLederwarenEnSchoenind_15;DDHoutKurkRietwarenindustrie_16;DEPapierKartonEnGrafischeInd_17;DFAardolieSteenkoolverwerkendeInd_18;DGChemischeIndustrie_19;DHRubberEnKunststofverwerkInd_20;DIGlasAardewerkCementKalkind_21;DJBasismetaalEnMetaalprodInd_22;DKMachineEnApparatenindustrie_23;DLElektrischeEnOptischeAppInd_24;DMTransportmiddelenindustrie_25;DNMeubelEnOverigeIndustrieNEG_26;EOpenbareVoorzieningsbedrijven_27;FBouwnijverheid_28;GReparatieConsumentenartHandel_29;HHoreca_30;IVervoerOpslagEnCommunicatie_31;JFinancieleInstellingen_32;KVerhuurEnZakelijkeDienstverlening_33;LOpenbaarBestuurSocVerzekeringen_34;MOnderwijs_35;NGezondheidsEnWelzijnszorg_36;OCultuurRecreatieEnOvDienstverl_37;PHuishoudensMetPersoneel_38;QExtraTerritorialeOrganisaties_39
149;Zeeland (PV);2008;583.5;380.8;419.5;48.4;371.1;202.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
150;Noord-Brabant (PV);1995;3796.3;2283.3;2194.3;164.9;2029.5;1513.0;22.6;0.8;0.5;0.1;0.4;878.6;471.8;80.8;10.7;4.6;56.9;4.7;161.0;1.5;1.1;42.0;2.8;27.2;7.4;6.2;3.9;14.1;109.3;122.1;21.4;8.2;60.2;28.4;38.8;103.3;101.1;0;0.0
151;Noord-Brabant (PV);1996;3767.2;2297.3;2237.4;178.6;2058.8;1469.9;20.8;0.5;0.3;0.1;0.2;844.7;455.2;78.5;11.4;4.1;56.3;4.0;149.2;1.5;1.3;39.3;7.5;23.7;7.0;5.7;3.5;12.6;102.5;127.4;21.0;7.5;62.9;25.9;37.1;105.7;97.5;0;0.0
152;Noord-Brabant (PV);1997;3717.1;2311.7;2267.2;177.0;2090.2;1405.4;15.0;0.0;0.1;0.1;0.1;865.4;437.9;73.8;11.2;1.9;59.4;1.9;196.4;1.9;3.7;46.9;7.9;14.4;5.3;2.8;9.8;6.9;70.7;138.8;13.9;8.6;40.9;24.0;37.3;110.8;63.1;0;0.0
153;Noord-Brabant (PV);1998;3733.5;2328.5;2283.8;194.7;2089.2;1405.0;14.3;0.0;0.2;0.1;0.1;854.0;440.4;73.9;9.7;1.9;52.5;1.8;188.8;2.0;4.4;47.1;7.1;15.2;6.4;2.8;2.0;7.1;84.8;137.0;14.6;8.6;44.6;24.1;36.3;111.1;66.3;0;0.0
154;Noord-Brabant (PV);1999;3813.5;2346.9;2318.1;205.1;2113.0;1466.6;18.2;0.0;0.2;0.0;0.2;861.4;444.3;75.5;6.7;1.2;62.4;1.1;183.8;2.4;4.3;47.4;8.0;13.7;7.1;3.4;4.1;7.3;101.1;148.0;18.5;9.5;49.0;22.0;36.3;115.6;75.4;0;0.0
155;Noord-Brabant (PV);2000;3845.7;2365.6;2338.2;214.3;2123.9;1480.1;16.6;0.0;0.2;0.0;0.2;865.4;452.4;78.3;5.3;1.0;60.7;1.4;179.9;2.5;4.7;46.4;7.6;14.6;7.0;3.6;4.8;8.2;102.6;152.9;20.5;9.6;50.0;23.8;36.0;114.1;75.5;0;0.0
156;Noord-Brabant (PV);2002;3805.3;2395.7;2325.3;210.5;2114.8;1409.6;22.9;0.1;0.4;0.0;0.4;731.3;391.4;17.7;6.8;1.2;34.5;2.4;205.0;6.4;10.4;17.9;7.6;15.5;9.9;4.7;4.7;12.2;116.1;136.2;26.0;10.8;77.1;25.0;30.8;121.1;94.8;0;0.0
157;Noord-Brabant (PV);2004;3771.5;2409.2;2336.9;241.7;2095.1;1362.3;21.3;0.0;0.5;0.0;0.5;737.0;414.4;27.8;4.4;1.4;30.2;0.8;192.4;4.8;10.2;15.0;7.6;14.9;9.7;3.7;4.1;12.2;113.4;126.4;30.0;13.5;61.2;15.9;26.6;102.5;97.6;0;0.0
158;Noord-Brabant (PV);2006;3751.1;2417.5;2409.9;254.5;2155.5;1333.6;24.9;0.0;0.5;0.1;0.4;634.6;348.7;27.1;4.0;1.1;35.2;1.1;155.3;4.0;7.3;21.9;7.8;9.0;8.5;3.5;2.8;9.6;107.2;154.5;26.8;17.0;84.8;20.6;32.7;120.0;97.7;0;0.0
159;Noord-Brabant (PV);2008;3689.7;2429.7;2454.0;260.8;2193.2;1260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
160;Limburg (PV);1995;1794.6;1131.9;1120.5;86.0;1034.5;662.8;10.2;0.0;0.3;0.0;0.3;338.3;151.5;17.1;0.0;0.5;46.7;0.0;83.4;2.1;8.7;9.9;2.5;9.3;4.4;2.2;2.7;3.8;46.8;83.6;9.7;3.5;25.2;21.8;12.1;53.4;51.4;0;0.0
161;Limburg (PV);1996;1808.6;1134.9;1121.4;89.0;1032.4;673.7;10.4;0.0;0.3;0.0;0.3;350.8;150.6;17.0;0.0;0.5;55.8;0.0;82.3;2.1;8.7;9.8;2.5;9.2;4.4;7.9;2.6;3.8;46.5;83.1;9.6;3.5;25.0;21.7;12.0;53.1;51.1;0;0.0
162;Limburg (PV);1997;1791.2;1137.1;1123.0;102.0;1021.0;654.1;12.1;0.0;0.2;0.0;0.2;340.8;144.3;15.0;0.0;0.6;65.9;0.0;72.3;1.7;7.3;9.3;2.3;10.4;8.8;2.8;1.6;3.8;45.4;81.0;10.3;4.6;26.6;7.2;12.0;53.1;52.4;0;3.0
163;Limburg (PV);1998;1743.1;1138.6;1128.0;107.0;1021.0;604.4;9.3;0.0;0.1;0.0;0.1;301.1;134.3;15.0;0.0;0.5;35.7;0.0;71.2;1.9;7.7;9.1;1.9;12.2;8.8;2.7;1.6;3.9;43.6;78.5;10.1;4.5;25.6;7.4;11.8;53.1;50.3;0;3.5
164;Limburg (PV);1999;1744.7;1140.2;1125.0;112.0;1013.0;604.4;11.7;0.0;0.2;0.0;0.2;301.9;139.4;14.5;0.0;0.5;38.4;0.0;67.5;1.7;7.7;8.8;2.3;9.9;8.5;2.7;2.5;3.6;43.8;78.0;10.0;4.4;25.6;6.8;11.5;51.1;50.5;0;2.9
165;Limburg (PV);2000;1736.8;1141.9;1130.0;114.0;1016.0;594.8;11.5;0.0;0.2;0.0;0.1;296.8;137.1;14.2;0.0;0.5;38.5;0.0;65.5;1.6;7.5;8.7;2.3;9.8;8.4;2.6;2.5;3.6;43.1;76.8;9.8;4.3;25.2;6.7;11.3;50.3;50.1;0;2.9
166;Limburg (PV);2002;1704.5;1142.6;1135.4;119.0;1016.4;561.9;10.1;0.0;0.3;0.0;0.3;245.6;123.7;7.1;0.0;0.4;17.3;0.0;56.6;3.5;11.2;8.2;2.1;5.7;6.8;2.9;2.5;3.5;46.7;78.1;9.8;4.2;30.5;9.0;12.2;54.4;54.0;0;1.1
167;Limburg (PV);2004;1672.6;1138.0;1140.4;125.0;1015.4;534.6;9.4;0.0;0.4;0.0;0.4;235.8;117.4;6.7;0.0;0.4;16.8;0.1;56.8;3.3;10.5;7.3;1.9;5.4;6.4;2.7;1.9;3.3;44.2;73.8;9.8;4.0;28.9;8.2;11.2;51.3;51.2;0;1.1
168;Limburg (PV);2006;1663.6;1129.9;1137.3;140.0;997.3;533.7;12.3;0.0;0.2;0.0;0.2;207.2;118.9;4.2;0.0;0.3;20.2;0.2;32.7;2.4;8.3;7.3;2.0;4.0;3.9;2.7;1.5;2.9;44.3;82.7;9.5;4.8;37.2;7.9;11.7;54.2;56.3;0;1.1
169;Limburg (PV);2008;1661.0;1123.2;1138.3;142.0;996.3;537.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
