ID;RegioS;Perioden;LozingVanAfvalwaterTotaal_1;HuishoudensVolgensInwoneraantallen_2;HuishoudensTotaalVolgensAanslagenWvo_3;Eenpersoonshuishoudens_4;Meerpersoonshuishoudens_5;BedrijvenEnInstellingenTotaal_6;ALandbouwJachtEnBosbouw_7;BVisserij_8;CDelfstoffenwinningTotaal_9;CAEnergiehoudendeDelfstoffenwinning_10;CBZandGrindKleiEnZoutwinning_11;DIndustrieTotaal_12;DAVoedingsEnGenotmiddelenindustrie_13;DBTextielEnTextielproductenindustrie_14;DCLeerLederwarenEnSchoenind_15;DDHoutKurkRietwarenindustrie_16;DEPapierKartonEnGrafischeInd_17;DFAardolieSteenkoolverwerkendeInd_18;DGChemischeIndustrie_19;DHRubberEnKunststofverwerkInd_20;DIGlasAardewerkCementKalkind_21;DJBasismetaalEnMetaalprodInd_22;DKMachineEnApparatenindustrie_23;DLElektrischeEnOptischeAppInd_24;DMTransportmiddelenindustrie_25;DNMeubelEnOverigeIndustrieNEG_26;EOpenbareVoorzieningsbedrijven_27;FBouwnijverheid_28;GReparatieConsumentenartHandel_29;HHoreca_30;IVervoerOpslagEnCommunicatie_31;JFinancieleInstellingen_32;KVerhuurEnZakelijkeDienstverlening_33;LOpenbaarBestuurSocVerzekeringen_34;MOnderwijs_35;NGezondheidsEnWelzijnszorg_36;OCultuurRecreatieEnOvDienstverl_37;PHuishoudensMetPersoneel_38;QExtraTerritorialeOrganisaties_39
21;Oost-Nederland (LD);1996;4773.8;3214.3;3065.5;222.2;2843.3;1559.4;22.9;6.8;0.5;0.1;0.3;714.9;384.0;68.5;4.4;5.6;146.7;4.8;41.1;5.1;6.1;18.1;5.6;14.2;4.4;6.3;4.4;12.7;119.5;178.3;24.1;12.8;78.6;39.7;43.2;151.5;149.3;0;0.0
22;Oost-Nederland (LD);1997;4800.4;3239.0;3080.4;242.7;2837.7;1561.4;19.1;6.3;2.1;2.0;0.2;775.8;414.6;80.2;8.1;2.9;107.4;2.2;89.1;5.7;7.8;27.1;7.2;12.6;5.0;5.9;2.6;9.1;112.5;189.2;21.2;14.8;61.9;38.9;48.9;149.9;109.1;0;0.0
23;Oost-Nederland (LD);1998;4862.3;3268.1;3092.3;246.5;2845.8;1594.2;17.2;5.1;2.1;2.0;0.1;780.0;400.5;94.6;8.1;3.1;112.4;2.3;83.3;5.6;8.7;28.4;9.6;12.7;6.0;4.6;2.6;9.2;122.1;189.4;24.1;15.4;63.2;40.2;49.6;152.8;121.1;0;0.0
24;Oost-Nederland (LD);1999;4824.4;3298.8;3176.7;262.8;2913.9;1525.5;19.3;4.7;0.4;0.2;0.3;714.2;390.2;72.9;6.3;1.8;100.2;1.2;73.4;5.2;7.5;26.1;9.5;10.1;5.4;4.4;4.0;8.4;111.9;196.2;24.7;14.2;60.1;32.7;50.1;160.1;124.6;0;0.0
25;Oost-Nederland (LD);2000;4853.5;3331.8;3214.0;268.7;2945.3;1521.8;17.9;4.9;2.4;2.2;0.2;719.2;413.3;62.8;6.6;1.5;97.4;1.5;71.3;4.8;7.1;24.1;7.8;9.8;5.8;5.4;4.1;9.1;111.2;194.4;25.5;13.4;57.8;32.3;50.4;159.3;120.0;0;0.0
26;Oost-Nederland (LD);2002;4949.4;3398.9;3286.9;357.7;2929.3;1550.5;29.7;0.7;1.1;0.1;1.0;615.1;352.5;61.4;0.8;2.0;49.1;2.2;72.4;9.2;10.2;20.8;10.7;10.3;7.4;6.1;6.8;14.8;147.7;176.9;26.0;13.0;102.4;36.4;54.0;190.7;135.3;0;0.0
27;Oost-Nederland (LD);2004;4985.7;3439.8;3281.1;439.2;2841.9;1545.8;26.8;1.1;1.1;0.0;1.1;735.7;446.6;61.1;0.9;2.2;43.1;0.1;95.6;6.3;16.1;19.5;24.2;9.6;6.3;4.2;4.9;13.9;136.7;165.2;27.6;13.7;71.0;21.7;45.2;148.4;132.7;0;0.0
28;Oost-Nederland (LD);2006;4906.7;3464.9;3292.7;324.0;2968.8;1441.8;27.7;3.9;1.2;0.7;0.5;571.9;356.2;43.1;2.0;1.7;44.3;1.4;59.4;5.4;9.4;17.9;13.4;7.9;5.4;4.4;4.8;10.8;123.8;196.4;25.3;17.7;85.3;27.7;47.3;168.0;130.1;0;0.0
29;Oost-Nederland (LD);2008;4923.6;3491.2;3401.6;340.4;3061.2;1432.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
30;West-Nederland (LD);1995;10031.2;7228.6;7101.6;723.1;6378.5;2802.6;52.8;1.0;3.3;2.8;0.5;939.3;356.8;17.5;0.1;4.2;45.6;101.4;273.6;4.1;5.8;94.6;9.2;11.4;9.3;5.7;11.7;22.5;222.6;380.8;84.0;29.4;206.9;110.4;96.4;340.7;299.5;0;1.4
31;West-Nederland (LD);1996;10147.2;7253.3;7245.2;792.6;6452.6;2894.0;53.9;1.6;2.3;1.8;0.5;978.2;350.5;16.3;0.1;4.3;44.8;120.8;295.9;4.2;5.4;102.2;9.1;11.8;7.1;5.8;11.2;22.7;230.6;391.4;84.6;28.2;217.4;125.6;98.2;347.7;299.0;0;1.4
32;West-Nederland (LD);1997;10339.4;7285.5;7633.8;867.4;6766.4;3053.9;47.8;1.1;3.1;2.7;0.4;1076.3;479.2;7.7;0.1;3.1;48.2;117.0;271.7;2.4;8.6;105.9;7.0;10.8;8.9;5.9;8.9;22.4;242.5;455.1;83.1;49.0;192.8;129.4;107.6;362.3;271.4;0;1.2
33;West-Nederland (LD);1998;10367.0;7327.5;7686.6;909.0;6777.6;3039.6;44.4;0.7;2.9;2.5;0.3;1067.3;491.2;7.3;0.1;3.1;41.9;116.3;258.1;2.6;8.9;105.7;6.7;11.0;8.8;5.5;7.1;20.7;240.1;450.6;81.1;48.1;197.4;128.9;107.3;362.1;279.8;0;1.2
34;West-Nederland (LD);1999;10404.0;7373.5;7657.4;948.7;6708.7;3030.5;48.8;0.6;3.2;1.7;1.5;1012.9;482.7;7.9;0.1;2.3;50.0;110.1;227.0;2.6;6.3;91.6;7.3;9.0;9.1;6.9;14.7;17.7;236.1;463.5;94.5;45.1;211.1;103.3;107.3;351.4;319.1;0;1.1
35;West-Nederland (LD);2000;10325.0;7422.0;7700.3;965.0;6735.3;2903.0;40.8;0.6;2.1;1.1;1.0;948.7;465.6;7.3;0.1;1.8;44.3;97.2;215.1;2.6;6.2;77.5;6.7;8.4;9.1;6.9;14.0;18.9;234.8;456.6;92.4;45.8;197.8;103.1;106.4;338.3;301.4;0;1.1
36;West-Nederland (LD);2002;10334.9;7522.0;7900.5;1008.0;6892.5;2812.8;49.4;1.7;3.5;1.5;2.0;877.3;464.6;9.7;0.1;1.4;40.6;86.2;159.4;4.6;9.6;66.9;6.9;8.3;11.1;7.7;15.6;22.8;263.5;375.5;111.6;40.5;221.2;87.9;89.7;330.9;321.1;0;0.8
37;West-Nederland (LD);2004;10263.7;7594.6;7498.3;986.3;6511.9;2669.1;70.4;1.5;3.1;1.7;1.4;830.6;470.8;12.4;0.1;1.3;33.1;68.4;164.9;3.8;7.4;41.3;6.4;7.0;8.7;5.0;13.8;24.2;292.5;347.2;117.6;41.7;175.4;70.1;85.4;286.6;308.1;0;0.9
38;West-Nederland (LD);2006;10416.7;7632.5;7270.7;1043.3;6227.4;2784.3;60.2;0.7;2.9;1.5;1.3;793.2;406.2;7.3;0.1;1.3;31.6;95.0;158.6;3.1;6.7;56.5;6.3;6.4;7.5;6.5;8.8;20.3;253.0;418.2;102.4;51.1;231.6;81.5;94.5;331.3;333.7;0;0.7
39;West-Nederland (LD);2008;10853.1;7694.7;7694.5;1133.8;6560.6;3158.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
40;Zuid-Nederland (LD);1995;5591.0;3415.2;3314.8;250.9;3064.0;2175.8;32.8;0.8;0.8;0.1;0.7;1217.0;623.3;97.9;10.7;5.1;103.6;4.7;244.4;3.6;9.9;51.9;5.3;36.5;11.9;8.3;6.5;17.9;156.1;205.6;31.1;11.7;85.4;50.2;50.9;156.6;152.5;0;0.0
41;Zuid-Nederland (LD);1996;5575.8;3432.2;3358.8;267.6;3091.2;2143.6;31.3;0.5;0.6;0.1;0.5;1195.5;605.8;95.5;11.4;4.6;112.1;4.0;231.4;3.6;10.0;49.1;10.0;32.9;11.4;13.6;6.2;16.4;149.0;210.5;30.6;10.9;87.9;47.6;49.1;158.7;148.7;0;0.0
42;Zuid-Nederland (LD);1997;5508.3;3448.7;3390.2;279.0;3111.2;2059.6;27.1;0.0;0.3;0.1;0.2;1206.2;582.3;88.8;11.2;2.4;125.4;1.9;268.7;3.6;11.0;56.3;10.2;24.8;14.1;5.6;11.4;10.7;116.1;219.8;24.2;13.2;67.6;31.2;49.3;164.0;115.5;0;3.0
43;Zuid-Nederland (LD);1998;5476.6;3467.1;3411.8;301.7;3110.2;2009.5;23.6;0.0;0.3;0.1;0.2;1155.1;574.7;88.9;9.7;2.4;88.2;1.9;260.0;4.0;12.1;56.2;9.0;27.4;15.2;5.5;3.6;10.9;128.5;215.5;24.7;13.1;70.2;31.5;48.1;164.3;116.6;0;3.5
44;Zuid-Nederland (LD);1999;5558.2;3487.1;3443.1;317.1;3126.0;2071.1;29.9;0.0;0.4;0.1;0.4;1163.3;583.7;90.0;6.7;1.8;100.8;1.1;251.4;4.1;11.9;56.2;10.3;23.7;15.6;6.1;6.6;10.9;144.9;226.0;28.5;13.8;74.5;28.8;47.8;166.7;125.8;0;2.9
45;Zuid-Nederland (LD);2000;5582.5;3507.5;3468.2;328.3;3139.9;2075.0;28.0;0.0;0.4;0.0;0.4;1162.2;589.5;92.5;5.3;1.5;99.2;1.4;245.4;4.1;12.3;55.2;9.8;24.3;15.4;6.2;7.3;11.7;145.7;229.7;30.3;13.9;75.1;30.4;47.3;164.3;125.6;0;2.9
46;Zuid-Nederland (LD);2002;5509.8;3538.3;3460.7;329.5;3131.2;1971.5;33.0;0.1;0.8;0.1;0.7;976.9;515.2;24.8;6.8;1.6;51.8;2.4;261.7;10.0;21.6;26.1;9.7;21.2;16.6;7.6;7.1;15.6;162.8;214.3;35.8;15.0;107.6;34.0;43.0;175.5;148.8;0;1.1
47;Zuid-Nederland (LD);2004;5444.1;3547.2;3477.2;366.7;3110.5;1896.9;30.8;0.1;1.0;0.1;0.9;972.8;531.8;34.4;4.4;1.8;47.0;0.8;249.2;8.1;20.7;22.3;9.5;20.2;16.1;6.4;5.9;15.5;157.6;200.2;39.8;17.6;90.1;24.1;37.9;153.8;148.7;0;1.1
48;Zuid-Nederland (LD);2006;5414.7;3547.4;3547.2;394.5;3152.8;1867.4;37.2;0.0;0.7;0.1;0.6;841.8;467.7;31.3;4.0;1.5;55.4;1.3;188.1;6.4;15.6;29.2;9.8;13.0;12.3;6.2;4.3;12.4;151.6;237.2;36.3;21.8;122.0;28.4;44.4;174.2;154.0;0;1.1
49;Zuid-Nederland (LD);2008;5350.7;3552.8;3592.3;402.8;3189.5;1797.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
50;Groningen (PV);1995;840.0;558.1;561.7;62.6;499.1;282.0;5.4;0.2;0.9;0.5;0.4;104.2;48.4;0.1;0.0;3.3;8.7;0.1;32.1;0.4;1.8;2.4;1.1;3.1;0.5;2.1;2.5;4.4;22.2;21.1;4.8;1.6;24.5;4.2;9.8;43.6;32.6;0;0.0
51;Groningen (PV);1996;809.6;558.1;556.1;65.6;490.5;251.5;4.8;0.2;0.9;0.6;0.3;95.0;41.4;0.1;0.0;2.9;7.8;0.1;31.1;0.6;2.4;2.2;0.9;3.2;0.5;1.8;2.0;4.4;21.0;21.6;4.2;1.5;24.0;4.3;9.4;31.2;27.0;0;0.0
52;Groningen (PV);1997;823.2;558.1;537.0;63.4;473.7;265.1;4.8;0.2;1.0;0.6;0.4;109.1;37.6;0.1;0.0;2.9;7.6;0.1;45.4;0.6;3.6;2.4;0.9;5.6;0.5;1.8;1.4;4.4;20.9;21.6;4.2;1.5;23.9;4.3;9.5;31.2;26.9;0;0.3
53;Groningen (PV);1998;794.9;559.0;536.0;63.2;472.8;235.9;4.4;0.2;0.9;0.5;0.4;88.4;37.5;0.1;0.0;2.7;7.0;0.1;26.0;0.5;5.0;2.3;0.8;4.3;0.5;1.7;1.6;4.1;19.3;19.9;3.8;1.4;23.8;4.0;8.7;30.5;24.7;0;0.2
54;Groningen (PV);1999;782.2;561.3;538.4;63.5;474.8;220.9;1.7;0.1;0.9;0.5;0.4;101.0;47.9;0.2;0.0;1.2;13.5;0.1;23.0;0.4;5.3;4.4;0.6;2.9;0.5;0.9;1.3;1.0;11.1;21.0;3.7;1.2;12.3;3.6;10.5;34.0;17.4;0;0.0
55;Groningen (PV);2000;777.2;564.6;540.9;63.8;477.1;212.7;1.6;0.1;0.7;0.3;0.4;97.4;43.6;0.2;0.0;1.2;12.2;0.2;25.9;0.4;4.6;4.2;0.5;2.9;0.6;1.0;1.2;1.0;10.5;21.0;3.7;1.2;11.9;3.8;10.1;33.0;15.5;0;0.0
56;Groningen (PV);2002;789.3;571.7;625.4;68.0;557.4;217.6;1.8;0.1;0.7;0.3;0.4;73.6;31.6;0.1;0.0;1.6;13.4;0.1;13.7;0.5;5.2;2.4;0.5;2.8;0.6;0.9;1.9;1.2;11.7;19.4;4.0;1.1;12.0;3.7;9.2;30.8;46.4;0;0.0
57;Groningen (PV);2004;788.3;574.7;580.7;76.1;504.6;213.6;2.7;0.3;0.5;0.2;0.3;70.2;25.9;0.2;0.0;1.0;8.2;0.2;22.8;0.4;4.7;2.1;0.7;2.5;0.6;0.9;2.4;2.4;22.6;16.7;3.9;4.5;17.3;5.4;7.2;32.3;25.2;0;0.0
58;Groningen (PV);2006;783.5;573.8;608.9;81.3;527.6;209.7;2.0;0.2;0.4;0.1;0.3;65.2;26.8;0.1;0.0;1.1;8.6;0.3;18.3;0.4;3.4;2.5;0.5;1.9;0.4;1.0;2.1;1.4;14.4;21.7;3.1;3.1;16.6;4.3;9.0;34.6;31.6;0;0.0
59;Groningen (PV);2008;793.0;573.8;580.3;78.6;501.8;219.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
60;Friesland (PV);1995;935.2;610.8;600.4;52.5;547.9;324.4;12.9;0.3;0.1;0.1;0.0;172.5;150.6;2.3;0.1;0.3;7.5;1.1;2.7;0.4;0.6;1.4;1.5;1.0;2.2;0.8;0.6;2.0;19.7;37.1;7.5;1.7;12.0;2.9;6.6;30.2;18.3;0;0.0
61;Friesland (PV);1996;938.2;613.5;600.0;52.5;547.5;324.7;11.9;0.3;0.1;0.1;0.1;172.3;148.4;3.1;0.1;0.5;7.7;1.2;2.8;0.4;0.6;1.4;1.5;1.4;2.4;0.8;0.7;2.1;19.3;37.3;7.0;1.6;10.4;3.3;6.7;31.7;20.0;0;0.0
62;Friesland (PV);1997;962.7;616.6;615.0;57.0;558.0;346.1;9.6;0.4;0.2;0.2;0.0;194.2;150.4;2.0;0.1;0.5;6.8;1.2;25.0;0.5;0.7;1.6;1.3;1.1;2.2;0.8;0.7;2.4;20.5;37.3;7.2;1.9;9.9;3.1;6.8;31.6;20.2;0;0.0
63;Friesland (PV);1998;942.5;619.7;620.0;60.0;560.0;322.8;8.3;0.4;0.1;0.1;0.0;178.3;149.5;2.0;0.1;0.4;7.6;1.1;10.0;0.4;0.6;1.4;1.5;0.9;2.1;0.6;0.6;2.1;18.1;34.6;7.0;1.7;9.2;2.9;6.5;32.0;20.9;0;0.0
64;Friesland (PV);1999;977.8;622.9;614.0;61.0;553.0;354.9;25.3;0.5;0.1;0.1;0.0;161.1;135.3;1.8;0.1;0.5;8.3;0.7;4.1;0.8;0.7;1.9;1.8;1.2;3.3;0.7;0.7;3.6;28.8;40.7;9.6;2.1;14.5;3.2;7.3;34.0;23.2;0;0.0
65;Friesland (PV);2000;970.5;627.5;614.0;62.0;552.0;343.0;22.5;0.5;0.1;0.1;0.0;157.0;134.3;1.2;0.1;0.5;5.9;0.8;4.3;0.6;0.8;2.0;1.6;1.1;3.2;0.7;0.8;3.5;27.1;39.3;8.8;2.1;14.2;3.6;7.2;32.9;23.3;0;0.0
66;Friesland (PV);2002;975.3;638.0;620.0;70.0;550.0;337.4;23.8;0.5;0.2;0.2;0.0;151.0;129.6;1.0;0.1;0.4;5.5;0.8;3.7;0.6;0.9;1.9;1.6;1.0;3.2;0.7;0.8;3.5;26.8;38.8;8.7;1.9;14.1;5.2;6.8;32.2;22.9;0;0.0
67;Friesland (PV);2004;969.6;642.5;635.0;61.2;573.8;327.1;19.4;0.4;0.6;0.1;0.4;165.3;146.0;1.2;0.1;0.4;4.9;0.7;3.8;0.5;0.7;1.6;1.3;0.8;2.7;0.5;0.6;2.8;22.4;31.6;7.0;1.6;11.3;2.5;5.5;26.3;29.6;0;0.0
68;Friesland (PV);2006;934.9;642.2;640.0;76.0;564.0;292.7;17.2;0.3;0.2;0.0;0.2;120.1;104.7;0.8;0.1;0.4;3.9;0.0;2.2;0.6;0.6;1.6;1.4;0.9;2.4;0.6;0.6;2.8;24.1;35.1;7.9;2.0;15.8;3.3;6.7;31.9;24.5;0;0.0
69;Friesland (PV);2008;918.3;644.0;641.0;76.9;564.1;274.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
70;Drenthe (PV);1995;702.7;456.1;482.2;33.4;448.7;246.6;4.3;0.0;0.7;0.7;0.0;121.4;80.5;8.8;0.1;0.6;10.4;0.0;7.3;0.6;0.8;3.7;3.0;3.3;1.0;1.2;0.6;2.1;16.5;34.8;2.7;1.0;10.3;8.0;4.4;17.6;22.1;0;0.0
71;Drenthe (PV);1996;708.0;459.1;473.1;38.7;434.4;248.9;4.8;0.0;0.7;0.6;0.0;113.6;86.1;5.7;0.1;0.7;9.3;0.0;0.5;0.7;0.9;1.0;2.9;3.4;1.1;1.2;0.3;2.3;16.8;37.7;2.7;1.0;11.4;6.3;4.6;24.3;22.5;0;0.0
