ID;Geboortelanden;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratieSaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
26;Totaal;2026;129986;67002;62984;98508;52384;46124;31478;14618;16860
27;Totaal;2027;129986;67002;62984;98740;52497;46242;31246;14505;16742
28;Totaal;2028;129986;67002;62984;98938;52596;46342;31048;14406;16642
29;Totaal;2029;129986;67002;62984;99104;52678;46426;30882;14324;16558
30;Totaal;2030;129986;67002;62984;99238;52743;46495;30748;14259;16489
31;Totaal;2031;129986;67002;62984;99345;52793;46552;30641;14209;16432
32;Totaal;2032;129986;67002;62984;99429;52831;46598;30557;14171;16386
33;Totaal;2033;129986;67002;62984;99494;52859;46635;30492;14143;16349
34;Totaal;2034;129986;67002;62984;99546;52880;46666;30440;14122;16318
35;Totaal;2035;129986;67002;62984;99588;52897;46692;30398;14105;16292
36;Totaal;2036;129986;67002;62984;99624;52911;46713;30362;14091;16271
37;Totaal;2037;129986;67002;62984;99655;52923;46732;30331;14079;16252
38;Totaal;2038;129986;67002;62984;99684;52935;46749;30302;14067;16235
39;Totaal;2039;129986;67002;62984;99712;52948;46764;30274;14054;16220
40;Totaal;2040;129986;67002;62984;99742;52963;46779;30244;14039;16205
41;Totaal;2041;129986;67002;62984;99774;52980;46794;30212;14022;16190
42;Totaal;2042;129986;67002;62984;99809;52999;46810;30177;14003;16174
43;Totaal;2043;129986;67002;62984;99848;53022;46826;30138;13980;16158
44;Totaal;2044;129986;67002;62984;99892;53048;46844;30094;13954;16140
45;Totaal;2045;129986;67002;62984;99941;53078;46863;30045;13924;16121
46;Totaal;2046;129986;67002;62984;99995;53111;46884;29991;13891;16100
47;Totaal;2047;129986;67002;62984;100054;53147;46907;29932;13855;16077
48;Totaal;2048;129986;67002;62984;100118;53186;46932;29868;13816;16052
49;Totaal;2049;129986;67002;62984;100188;53229;46959;29798;13773;16025
50;Totaal;2050;129986;67002;62984;100261;53274;46987;29725;13728;15997
51;Nederland;2000;23889;12996;10893;36182;20234;15947;-12293;-7238;-5054
52;Nederland;2001;24364;13221;11143;36408;20361;16047;-12044;-7140;-4904
53;Nederland;2002;24557;13311;11246;36414;20362;16053;-11857;-7051;-4807
54;Nederland;2003;24705;13382;11323;36385;20341;16045;-11680;-6959;-4722
55;Nederland;2004;24837;13447;11390;36338;20308;16030;-11501;-6861;-4640
56;Nederland;2005;24948;13498;11450;36280;20270;16010;-11332;-6772;-4560
57;Nederland;2006;25042;13543;11499;36216;20229;15987;-11174;-6686;-4488
58;Nederland;2007;25140;13592;11548;36151;20188;15963;-11011;-6596;-4415
59;Nederland;2008;25223;13629;11594;36090;20151;15939;-10867;-6522;-4345
60;Nederland;2009;25315;13675;11640;36039;20120;15920;-10724;-6445;-4280
61;Nederland;2010;25389;13711;11678;36003;20096;15907;-10614;-6385;-4229
62;Nederland;2011;25455;13741;11714;35981;20080;15901;-10526;-6339;-4187
63;Nederland;2012;25527;13777;11750;35973;20072;15901;-10446;-6295;-4151
64;Nederland;2013;25589;13803;11786;35978;20071;15907;-10389;-6268;-4121
65;Nederland;2014;25660;13841;11819;35992;20076;15916;-10332;-6235;-4097
66;Nederland;2015;25715;13864;11851;36016;20086;15930;-10301;-6222;-4079
67;Nederland;2016;25772;13890;11882;36048;20101;15947;-10276;-6211;-4065
68;Nederland;2017;25834;13926;11908;36090;20121;15968;-10256;-6195;-4060
69;Nederland;2018;25890;13947;11943;36142;20149;15993;-10252;-6202;-4050
70;Nederland;2019;25946;13970;11976;36208;20185;16023;-10262;-6215;-4047
71;Nederland;2020;25998;14003;11995;36286;20228;16058;-10288;-6225;-4063
72;Nederland;2021;25998;14003;11995;36376;20279;16098;-10378;-6276;-4103
73;Nederland;2022;25998;14003;11995;36476;20333;16143;-10478;-6330;-4148
74;Nederland;2023;25998;14003;11995;36579;20388;16191;-10581;-6385;-4196
75;Nederland;2024;25998;14003;11995;36681;20441;16240;-10683;-6438;-4245
76;Nederland;2025;25998;14003;11995;36775;20489;16286;-10777;-6486;-4291
77;Nederland;2026;25998;14003;11995;36856;20529;16327;-10858;-6526;-4332
78;Nederland;2027;25998;14003;11995;36919;20561;16359;-10921;-6558;-4364
79;Nederland;2028;25998;14003;11995;36964;20583;16381;-10966;-6580;-4386
80;Nederland;2029;25998;14003;11995;36992;20596;16396;-10994;-6593;-4401
81;Nederland;2030;25998;14003;11995;37004;20601;16403;-11006;-6598;-4408
82;Nederland;2031;25998;14003;11995;37004;20600;16404;-11006;-6597;-4409
83;Nederland;2032;25998;14003;11995;36996;20594;16402;-10998;-6591;-4407
84;Nederland;2033;25998;14003;11995;36982;20585;16397;-10984;-6582;-4402
85;Nederland;2034;25998;14003;11995;36966;20575;16390;-10968;-6572;-4395
86;Nederland;2035;25998;14003;11995;36949;20565;16384;-10951;-6562;-4389
87;Nederland;2036;25998;14003;11995;36934;20556;16378;-10936;-6553;-4383
88;Nederland;2037;25998;14003;11995;36922;20549;16374;-10924;-6546;-4379
89;Nederland;2038;25998;14003;11995;36915;20544;16371;-10917;-6541;-4376
90;Nederland;2039;25998;14003;11995;36913;20543;16370;-10915;-6540;-4375
91;Nederland;2040;25998;14003;11995;36918;20546;16372;-10920;-6543;-4377
92;Nederland;2041;25998;14003;11995;36929;20552;16377;-10931;-6549;-4382
93;Nederland;2042;25998;14003;11995;36947;20563;16384;-10949;-6560;-4389
94;Nederland;2043;25998;14003;11995;36973;20578;16395;-10975;-6575;-4400
95;Nederland;2044;25998;14003;11995;37006;20598;16408;-11008;-6595;-4413
96;Nederland;2045;25998;14003;11995;37046;20622;16424;-11048;-6619;-4429
97;Nederland;2046;25998;14003;11995;37093;20650;16443;-11095;-6647;-4448
98;Nederland;2047;25998;14003;11995;37148;20682;16466;-11150;-6679;-4471
99;Nederland;2048;25998;14003;11995;37208;20718;16490;-11210;-6715;-4495
100;Nederland;2049;25998;14003;11995;37275;20757;16518;-11277;-6754;-4523
101;Nederland;2050;25998;14003;11995;37346;20799;16547;-11348;-6796;-4552
102;Totaal niet-westers;2000;61031;31244;29787;19007;11446;7559;42024;19798;22228
103;Totaal niet-westers;2001;59344;30612;28732;19530;11643;7887;39814;18969;20845
104;Totaal niet-westers;2002;59027;30407;28620;20082;11858;8222;38945;18549;20398
105;Totaal niet-westers;2003;58474;30096;28378;20663;12098;8565;37811;17998;19813
106;Totaal niet-westers;2004;57792;29728;28064;21023;12225;8797;36769;17503;19267
107;Totaal niet-westers;2005;57014;29321;27693;21347;12337;9011;35667;16984;18682
108;Totaal niet-westers;2006;56234;28915;27319;21639;12430;9209;34595;16485;18110
109;Totaal niet-westers;2007;55516;28532;26984;21903;12511;9393;33613;16021;17591
110;Totaal niet-westers;2008;54929;28226;26703;22149;12579;9569;32780;15647;17134
111;Totaal niet-westers;2009;54569;28031;26538;22387;12642;9742;32182;15389;16796
112;Totaal niet-westers;2010;54457;27946;26511;22627;12707;9920;31830;15239;16591
113;Totaal niet-westers;2011;54536;27961;26575;22875;12770;10105;31661;15191;16470
114;Totaal niet-westers;2012;54577;27962;26615;23130;12836;10293;31447;15126;16322
115;Totaal niet-westers;2013;54632;27962;26670;23370;12893;10477;31262;15069;16193
116;Totaal niet-westers;2014;54681;27968;26713;23600;12940;10660;31081;15028;16053
117;Totaal niet-westers;2015;54724;27971;26753;23818;12981;10837;30906;14990;15916
118;Totaal niet-westers;2016;54787;27976;26811;24022;13011;11010;30765;14965;15801
119;Totaal niet-westers;2017;54838;27985;26853;24217;13035;11183;30621;14950;15670
120;Totaal niet-westers;2018;54882;27991;26891;24398;13051;11348;30484;14940;15543
121;Totaal niet-westers;2019;54931;27988;26943;24567;13058;11508;30364;14930;15435
122;Totaal niet-westers;2020;54978;27997;26981;24722;13056;11667;30256;14941;15314
123;Totaal niet-westers;2021;54978;27997;26981;24850;13110;11740;30128;14887;15241
124;Totaal niet-westers;2022;54978;27997;26981;24963;13161;11801;30015;14836;15180
125;Totaal niet-westers;2023;54978;27997;26981;25061;13205;11859;29917;14792;15122
126;Totaal niet-westers;2024;54978;27997;26981;25153;13242;11912;29825;14755;15069
127;Totaal niet-westers;2025;54978;27997;26981;25234;13274;11958;29744;14723;15023
128;Totaal niet-westers;2026;54978;27997;26981;25303;13303;12001;29675;14694;14980
129;Totaal niet-westers;2027;54978;27997;26981;25366;13325;12039;29612;14672;14942
130;Totaal niet-westers;2028;54978;27997;26981;25420;13346;12072;29558;14651;14909
131;Totaal niet-westers;2029;54978;27997;26981;25467;13364;12104;29511;14633;14877
132;Totaal niet-westers;2030;54978;27997;26981;25506;13378;12130;29472;14619;14851
133;Totaal niet-westers;2031;54978;27997;26981;25539;13388;12152;29439;14609;14829
134;Totaal niet-westers;2032;54978;27997;26981;25564;13391;12171;29414;14606;14810
135;Totaal niet-westers;2033;54978;27997;26981;25583;13396;12187;29395;14601;14794
136;Totaal niet-westers;2034;54978;27997;26981;25597;13396;12198;29381;14601;14783
137;Totaal niet-westers;2035;54978;27997;26981;25606;13394;12209;29372;14603;14772
138;Totaal niet-westers;2036;54978;27997;26981;25607;13392;12216;29371;14605;14765
139;Totaal niet-westers;2037;54978;27997;26981;25607;13387;12219;29371;14610;14762
140;Totaal niet-westers;2038;54978;27997;26981;25603;13381;12222;29375;14616;14759
141;Totaal niet-westers;2039;54978;27997;26981;25595;13373;12222;29383;14624;14759
142;Totaal niet-westers;2040;54978;27997;26981;25586;13365;12221;29392;14632;14760
143;Totaal niet-westers;2041;54978;27997;26981;25575;13356;12219;29403;14641;14762
144;Totaal niet-westers;2042;54978;27997;26981;25563;13349;12214;29415;14648;14767
145;Totaal niet-westers;2043;54978;27997;26981;25549;13338;12209;29429;14659;14772
146;Totaal niet-westers;2044;54978;27997;26981;25537;13332;12204;29441;14665;14777
147;Totaal niet-westers;2045;54978;27997;26981;25521;13324;12197;29457;14673;14784
148;Totaal niet-westers;2046;54978;27997;26981;25508;13316;12192;29470;14681;14789
149;Totaal niet-westers;2047;54978;27997;26981;25494;13310;12186;29484;14687;14795
150;Totaal niet-westers;2048;54978;27997;26981;25480;13303;12178;29498;14694;14803
151;Totaal niet-westers;2049;54978;27997;26981;25467;13297;12171;29511;14700;14810
152;Totaal niet-westers;2050;54978;27997;26981;25457;13293;12165;29521;14704;14816
153;Afrika;2000;12653;7232;5421;4629;3082;1547;8024;4150;3874
154;Afrika;2001;12065;6961;5104;4753;3144;1608;7312;3817;3496
155;Afrika;2002;11820;6846;4974;4874;3208;1665;6946;3638;3309
156;Afrika;2003;11632;6758;4874;5000;3278;1722;6632;3480;3152
157;Afrika;2004;11468;6681;4787;5037;3300;1736;6431;3381;3051
158;Afrika;2005;11329;6619;4710;5075;3324;1751;6254;3295;2959
159;Afrika;2006;11203;6561;4642;5115;3349;1766;6088;3212;2876
160;Afrika;2007;11087;6503;4584;5153;3373;1780;5934;3130;2804
161;Afrika;2008;10971;6451;4520;5189;3396;1793;5782;3055;2727
162;Afrika;2009;10877;6407;4470;5221;3417;1804;5656;2990;2666
163;Afrika;2010;10777;6360;4417;5252;3437;1815;5525;2923;2602
164;Afrika;2011;10693;6322;4371;5278;3454;1824;5415;2868;2547
165;Afrika;2012;10597;6277;4320;5303;3471;1832;5294;2806;2488
166;Afrika;2013;10514;6237;4277;5321;3483;1838;5193;2754;2439
167;Afrika;2014;10433;6202;4231;5336;3493;1843;5097;2709;2388
168;Afrika;2015;10349;6162;4187;5346;3500;1846;5003;2662;2341
169;Afrika;2016;10281;6132;4149;5351;3504;1847;4930;2628;2302
170;Afrika;2017;10208;6097;4111;5354;3507;1847;4854;2590;2264
171;Afrika;2018;10133;6064;4069;5351;3506;1845;4782;2558;2224
172;Afrika;2019;10063;6030;4033;5344;3503;1841;4719;2527;2192
173;Afrika;2020;9994;5998;3996;5333;3497;1836;4661;2501;2160
174;Afrika;2021;9994;5998;3996;5320;3491;1829;4674;2507;2167
175;Afrika;2022;9994;5998;3996;5315;3489;1826;4679;2509;2170
176;Afrika;2023;9994;5998;3996;5308;3486;1823;4686;2512;2173
177;Afrika;2024;9994;5998;3996;5300;3482;1819;4694;2516;2177
178;Afrika;2025;9994;5998;3996;5291;3477;1814;4703;2521;2182
179;Afrika;2026;9994;5998;3996;5280;3472;1809;4714;2526;2187
180;Afrika;2027;9994;5998;3996;5269;3466;1803;4725;2532;2193
181;Afrika;2028;9994;5998;3996;5258;3460;1797;4736;2538;2199
182;Afrika;2029;9994;5998;3996;5246;3454;1791;4748;2544;2205
183;Afrika;2030;9994;5998;3996;5234;3448;1785;4760;2550;2211
184;Afrika;2031;9994;5998;3996;5221;3442;1779;4773;2556;2217
185;Afrika;2032;9994;5998;3996;5208;3435;1772;4786;2563;2224
186;Afrika;2033;9994;5998;3996;5194;3428;1765;4800;2570;2231
187;Afrika;2034;9994;5998;3996;5180;3421;1758;4814;2577;2238
188;Afrika;2035;9994;5998;3996;5166;3414;1752;4828;2584;2244
189;Afrika;2036;9994;5998;3996;5153;3408;1745;4841;2590;2251
190;Afrika;2037;9994;5998;3996;5139;3401;1738;4855;2597;2258
191;Afrika;2038;9994;5998;3996;5127;3394;1732;4867;2604;2264
192;Afrika;2039;9994;5998;3996;5114;3388;1726;4880;2610;2270
193;Afrika;2040;9994;5998;3996;5103;3382;1721;4891;2616;2275
194;Afrika;2041;9994;5998;3996;5092;3376;1716;4902;2622;2280
195;Afrika;2042;9994;5998;3996;5081;3371;1711;4913;2627;2285
196;Afrika;2043;9994;5998;3996;5071;3365;1706;4923;2633;2290
197;Afrika;2044;9994;5998;3996;5062;3361;1701;4932;2637;2295
198;Afrika;2045;9994;5998;3996;5053;3356;1697;4941;2642;2299
199;Afrika;2046;9994;5998;3996;5045;3352;1693;4949;2646;2303
200;Afrika;2047;9994;5998;3996;5038;3348;1690;4956;2650;2306
201;Afrika;2048;9994;5998;3996;5030;3344;1686;4964;2654;2310
202;Afrika;2049;9994;5998;3996;5024;3341;1683;4970;2657;2313
203;Afrika;2050;9994;5998;3996;5018;3338;1680;4976;2660;2316
204;Azië;2000;19431;10365;9066;5001;3073;1928;14430;7292;7138
205;Azië;2001;20229;10618;9611;5198;3161;2037;15031;7457;7574
206;Azië;2002;20561;10725;9836;5419;3260;2159;15142;7465;7677
207;Azië;2003;20815;10805;10010;5660;3369;2291;15155;7436;7719
208;Azië;2004;21030;10874;10156;5841;3440;2401;15189;7434;7755
209;Azië;2005;21222;10935;10287;6019;3509;2510;15203;7426;7777
210;Azië;2006;21387;10989;10398;6195;3575;2620;15192;7414;7778
211;Azië;2007;21537;11034;10503;6370;3641;2730;15167;7393;7773
212;Azië;2008;21681;11081;10600;6544;3703;2840;15137;7378;7760
213;Azië;2009;21825;11128;10697;6717;3765;2952;15108;7363;7745
214;Azië;2010;21950;11165;10785;6889;3825;3065;15061;7340;7720
215;Azië;2011;22083;11208;10875;7059;3881;3178;15024;7327;7697
216;Azië;2012;22198;11246;10952;7227;3935;3292;14971;7311;7660
217;Azië;2013;22313;11280;11033;7392;3986;3406;14921;7294;7627
218;Azië;2014;22417;11315;11102;7553;4032;3520;14864;7283;7582
219;Azië;2015;22521;11351;11170;7709;4076;3634;14812;7275;7536
220;Azië;2016;22623;11379;11244;7862;4115;3747;14761;7264;7497
221;Azië;2017;22723;11416;11307;8011;4150;3861;14712;7266;7446
222;Azië;2018;22818;11446;11372;8155;4182;3973;14663;7264;7399
223;Azië;2019;22909;11471;11438;8295;4210;4085;14614;7261;7353
224;Azië;2020;23002;11504;11498;8429;4232;4197;14573;7272;7301
225;Azië;2021;23002;11504;11498;8564;4295;4269;14438;7209;7229
226;Azië;2022;23002;11504;11498;8681;4350;4331;14321;7154;7167
227;Azië;2023;23002;11504;11498;8792;4402;4390;14210;7102;7108
228;Azië;2024;23002;11504;11498;8897;4450;4446;14105;7054;7052
229;Azië;2025;23002;11504;11498;8996;4496;4499;14006;7008;6999
230;Azië;2026;23002;11504;11498;9089;4540;4550;13913;6964;6948
231;Azië;2027;23002;11504;11498;9178;4580;4598;13824;6924;6900
232;Azië;2028;23002;11504;11498;9261;4618;4643;13741;6886;6855
233;Azië;2029;23002;11504;11498;9340;4654;4686;13662;6850;6812
234;Azië;2030;23002;11504;11498;9414;4688;4726;13588;6816;6772
235;Azië;2031;23002;11504;11498;9483;4719;4764;13519;6785;6734
236;Azië;2032;23002;11504;11498;9548;4748;4800;13454;6756;6698
237;Azië;2033;23002;11504;11498;9609;4776;4833;13393;6728;6665
238;Azië;2034;23002;11504;11498;9666;4801;4864;13336;6703;6634
239;Azië;2035;23002;11504;11498;9719;4825;4894;13283;6679;6604
240;Azië;2036;23002;11504;11498;9768;4847;4921;13234;6657;6577
241;Azië;2037;23002;11504;11498;9815;4868;4947;13187;6636;6551
242;Azië;2038;23002;11504;11498;9858;4887;4971;13144;6617;6527
243;Azië;2039;23002;11504;11498;9898;4904;4994;13104;6600;6504
244;Azië;2040;23002;11504;11498;9935;4920;5014;13067;6584;6484
245;Azië;2041;23002;11504;11498;9969;4935;5034;13033;6569;6464
246;Azië;2042;23002;11504;11498;10001;4949;5052;13001;6555;6446
247;Azië;2043;23002;11504;11498;10030;4962;5068;12972;6542;6430
248;Azië;2044;23002;11504;11498;10057;4973;5083;12945;6531;6415
249;Azië;2045;23002;11504;11498;10081;4984;5097;12921;6520;6401
250;Azië;2046;23002;11504;11498;10103;4993;5110;12899;6511;6388
251;Azië;2047;23002;11504;11498;10123;5002;5122;12879;6502;6376
252;Azië;2048;23002;11504;11498;10142;5010;5132;12860;6494;6366
253;Azië;2049;23002;11504;11498;10158;5017;5141;12844;6487;6357
254;Azië;2050;23002;11504;11498;10173;5023;5150;12829;6481;6348
255;Latijns-Amerika;2000;4491;1850;2641;1771;691;1080;2720;1159;1561
256;Latijns-Amerika;2001;4517;1859;2658;1830;718;1113;2687;1141;1545
257;Latijns-Amerika;2002;4543;1867;2676;1894;745;1149;2649;1122;1527
258;Latijns-Amerika;2003;4566;1874;2692;1962;775;1188;2604;1099;1504
259;Latijns-Amerika;2004;4595;1882;2713;2014;796;1218;2581;1086;1495
260;Latijns-Amerika;2005;4619;1889;2730;2065;817;1248;2554;1072;1482
261;Latijns-Amerika;2006;4644;1896;2748;2114;837;1277;2530;1059;1471
262;Latijns-Amerika;2007;4668;1901;2767;2162;857;1305;2506;1044;1462
263;Latijns-Amerika;2008;4693;1908;2785;2207;875;1332;2486;1033;1453
264;Latijns-Amerika;2009;4718;1920;2798;2252;893;1358;2466;1027;1440
265;Latijns-Amerika;2010;4745;1926;2819;2295;912;1383;2450;1014;1436
266;Latijns-Amerika;2011;4775;1936;2839;2337;929;1408;2438;1007;1431
267;Latijns-Amerika;2012;4797;1944;2853;2378;946;1432;2419;998;1421
268;Latijns-Amerika;2013;4820;1950;2870;2416;962;1454;2404;988;1416
269;Latijns-Amerika;2014;4846;1956;2890;2453;977;1476;2393;979;1414
270;Latijns-Amerika;2015;4869;1963;2906;2490;992;1497;2379;971;1409
271;Latijns-Amerika;2016;4898;1970;2928;2524;1007;1518;2374;963;1410
272;Latijns-Amerika;2017;4922;1977;2945;2559;1020;1539;2363;957;1406
273;Latijns-Amerika;2018;4946;1986;2960;2592;1034;1558;2354;952;1402
274;Latijns-Amerika;2019;4974;1992;2982;2624;1048;1576;2350;944;1406
275;Latijns-Amerika;2020;4997;2000;2997;2656;1060;1596;2341;940;1401
276;Latijns-Amerika;2021;4997;2000;2997;2685;1072;1613;2312;928;1384
277;Latijns-Amerika;2022;4997;2000;2997;2709;1083;1626;2288;917;1371
278;Latijns-Amerika;2023;4997;2000;2997;2731;1093;1639;2266;907;1358
279;Latijns-Amerika;2024;4997;2000;2997;2753;1102;1651;2244;898;1346
280;Latijns-Amerika;2025;4997;2000;2997;2773;1111;1662;2224;889;1335
281;Latijns-Amerika;2026;4997;2000;2997;2792;1119;1672;2205;881;1325
282;Latijns-Amerika;2027;4997;2000;2997;2809;1127;1682;2188;873;1315
283;Latijns-Amerika;2028;4997;2000;2997;2826;1135;1691;2171;865;1306
284;Latijns-Amerika;2029;4997;2000;2997;2842;1142;1700;2155;858;1297
285;Latijns-Amerika;2030;4997;2000;2997;2857;1149;1708;2140;851;1289
286;Latijns-Amerika;2031;4997;2000;2997;2870;1155;1715;2127;845;1282
287;Latijns-Amerika;2032;4997;2000;2997;2883;1161;1722;2114;839;1275
288;Latijns-Amerika;2033;4997;2000;2997;2895;1166;1729;2102;834;1268
289;Latijns-Amerika;2034;4997;2000;2997;2906;1171;1735;2091;829;1262
290;Latijns-Amerika;2035;4997;2000;2997;2917;1176;1740;2080;824;1257
291;Latijns-Amerika;2036;4997;2000;2997;2926;1181;1746;2071;819;1251
292;Latijns-Amerika;2037;4997;2000;2997;2935;1185;1750;2062;815;1247
293;Latijns-Amerika;2038;4997;2000;2997;2943;1189;1755;2054;811;1242
294;Latijns-Amerika;2039;4997;2000;2997;2951;1192;1759;2046;808;1238
295;Latijns-Amerika;2040;4997;2000;2997;2958;1196;1763;2039;804;1234
296;Latijns-Amerika;2041;4997;2000;2997;2965;1199;1766;2032;801;1231
297;Latijns-Amerika;2042;4997;2000;2997;2971;1202;1769;2026;798;1228
298;Latijns-Amerika;2043;4997;2000;2997;2976;1204;1772;2021;796;1225
299;Latijns-Amerika;2044;4997;2000;2997;2982;1207;1775;2015;793;1222
300;Latijns-Amerika;2045;4997;2000;2997;2986;1209;1777;2011;791;1220
301;Latijns-Amerika;2046;4997;2000;2997;2991;1211;1780;2006;789;1217
302;Latijns-Amerika;2047;4997;2000;2997;2995;1213;1782;2002;787;1215
303;Latijns-Amerika;2048;4997;2000;2997;2998;1215;1783;1999;785;1214
304;Latijns-Amerika;2049;4997;2000;2997;3001;1216;1785;1996;784;1212
305;Latijns-Amerika;2050;4997;2000;2997;3004;1218;1787;1993;782;1210
306;Marokko;2000;5007;2387;2620;1450;1085;364;3557;1302;2256
307;Marokko;2001;4996;2497;2499;1441;1056;385;3555;1441;2114
308;Marokko;2002;4996;2497;2499;1442;1034;408;3554;1463;2091
309;Marokko;2003;4996;2497;2499;1450;1018;432;3546;1479;2067
310;Marokko;2004;4996;2497;2499;1467;1010;457;3529;1487;2042
311;Marokko;2005;4996;2497;2499;1485;1003;483;3511;1494;2016
312;Marokko;2006;4996;2497;2499;1504;996;508;3492;1501;1991
313;Marokko;2007;4996;2497;2499;1522;989;533;3474;1508;1966
314;Marokko;2008;4996;2497;2499;1542;983;559;3454;1514;1940
315;Marokko;2009;4996;2497;2499;1561;977;584;3435;1520;1915
316;Marokko;2010;4996;2497;2499;1581;971;610;3415;1526;1889
317;Marokko;2011;4996;2497;2499;1601;965;636;3395;1532;1863
318;Marokko;2012;4996;2497;2499;1622;960;661;3374;1537;1838
319;Marokko;2013;4996;2497;2499;1642;955;687;3354;1542;1812
320;Marokko;2014;4996;2497;2499;1662;950;713;3334;1547;1786
321;Marokko;2015;4996;2497;2499;1683;945;738;3313;1552;1761
322;Marokko;2016;4996;2497;2499;1703;939;763;3293;1558;1736
323;Marokko;2017;4996;2497;2499;1722;934;789;3274;1563;1710
324;Marokko;2018;4996;2497;2499;1741;928;814;3255;1569;1685
325;Marokko;2019;4996;2497;2499;1760;921;838;3236;1576;1661
326;Marokko;2020;4996;2497;2499;1777;915;862;3219;1582;1637
327;Marokko;2021;4996;2497;2499;1778;915;863;3218;1582;1636
328;Marokko;2022;4996;2497;2499;1779;915;864;3217;1582;1635
329;Marokko;2023;4996;2497;2499;1778;914;864;3218;1583;1635
330;Marokko;2024;4996;2497;2499;1777;913;864;3219;1584;1635
331;Marokko;2025;4996;2497;2499;1775;911;864;3221;1586;1635
332;Marokko;2026;4996;2497;2499;1772;909;863;3224;1588;1636
333;Marokko;2027;4996;2497;2499;1768;906;862;3228;1591;1637
334;Marokko;2028;4996;2497;2499;1763;903;860;3233;1594;1639
335;Marokko;2029;4996;2497;2499;1757;899;858;3239;1598;1641
336;Marokko;2030;4996;2497;2499;1750;895;856;3246;1602;1643
337;Marokko;2031;4996;2497;2499;1743;890;853;3253;1607;1646
338;Marokko;2032;4996;2497;2499;1735;884;850;3261;1613;1649
339;Marokko;2033;4996;2497;2499;1726;879;847;3270;1618;1652
340;Marokko;2034;4996;2497;2499;1716;873;843;3280;1624;1656
341;Marokko;2035;4996;2497;2499;1706;866;839;3290;1631;1660
342;Marokko;2036;4996;2497;2499;1695;860;835;3301;1637;1664
343;Marokko;2037;4996;2497;2499;1684;853;830;3312;1644;1669
344;Marokko;2038;4996;2497;2499;1673;847;826;3323;1650;1673
345;Marokko;2039;4996;2497;2499;1661;841;821;3335;1656;1678
346;Marokko;2040;4996;2497;2499;1650;834;816;3346;1663;1683
347;Marokko;2041;4996;2497;2499;1639;828;811;3357;1669;1688
348;Marokko;2042;4996;2497;2499;1629;823;806;3367;1674;1693
349;Marokko;2043;4996;2497;2499;1619;817;801;3377;1680;1698
350;Marokko;2044;4996;2497;2499;1609;813;797;3387;1684;1702
351;Marokko;2045;4996;2497;2499;1600;808;792;3396;1689;1707
352;Marokko;2046;4996;2497;2499;1592;804;788;3404;1693;1711
353;Marokko;2047;4996;2497;2499;1585;801;784;3411;1696;1715
354;Marokko;2048;4996;2497;2499;1578;797;781;3418;1700;1718
355;Marokko;2049;4996;2497;2499;1572;795;777;3424;1702;1722
356;Marokko;2050;4996;2497;2499;1567;793;774;3429;1704;1725
357;Nederlandse Antillen en Aruba;2000;10704;5256;5448;2681;1336;1345;8023;3920;4103
