ID;Overheidsinstellingen;Toepassingssectoren;Methoden;Perioden;Oppervlakte_1;Oppervlakte_2;OverheidsinstellingenMetToepassing_3;OverheidsinstellingenMetToepassing_4
28;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);1992;2603.0;44.0;;
29;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);1995;1202.0;33.0;;
30;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);2001;1370.0;17.0;;
31;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);2005;365.0;3.0;;
32;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);2009;119.0;2.0;;
33;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);2013;648.0;17.0;44.0;
34;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Niets doen (laten verwilderen);2018;4149.0;7.4;97.0;
35;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;1992;200.0;3.0;;
36;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;1995;576.0;16.0;;
37;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;2001;533.0;7.0;;
38;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;2005;9.0;0.0;;
39;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;2009;69.0;1.0;;
40;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;2013;142.0;4.0;33.0;
41;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Handmatig schoffelen en wieden;2018;3241.0;5.8;95.0;
42;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;1992;30.0;1.0;;
43;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;1995;97.0;3.0;;
44;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;2001;23.0;0.0;;
45;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;2005;5.0;0.0;;
46;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;2009;11.0;0.0;;
47;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;2013;0.0;0.0;1.0;
48;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Machinaal schoffelen en frezen;2018;1808.0;3.2;40.0;
49;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;1992;1659.0;28.0;;
50;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;1995;1554.0;43.0;;
51;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;2001;1413.0;18.0;;
52;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;2005;2482.0;20.0;;
53;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;2009;2427.0;44.0;;
54;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;2013;1419.0;36.0;47.0;
55;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;(Uit)maaien;2018;23042.0;41.2;188.0;
56;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;1992;;;;
57;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;1995;;;;
58;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;2001;;;;
59;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;2005;;;;
60;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;2009;;;;
61;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;2013;;;;
62;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Borstelen;2018;51.0;0.1;6.0;
63;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;1992;32.0;1.0;;
64;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;1995;12.0;0.0;;
65;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;2001;11.0;0.0;;
66;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;2005;1.0;0.0;;
67;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;2009;0.0;0.0;;
68;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;2013;;;;
69;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Onkruidbranden en met hete lucht;2018;26.0;0.0;3.0;
70;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;1992;;;;
71;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;1995;;;;
72;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;2001;0.0;0.0;;
73;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;2005;3.0;0.0;;
74;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;2009;0.0;0.0;;
75;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;2013;;;;
76;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Met heet water en stoom;2018;846.0;1.5;16.0;
77;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;1992;;;;
78;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;1995;;;;
79;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;2001;;;;
80;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;2005;;;;
81;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;2009;;;;
82;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;2013;;;;
83;Totaal overheidsinstellingen;Weg- en landschappelijke beplanting;Heet water sensor gestuurd;2018;233.0;0.4;13.0;
84;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;1992;118.0;2.0;;
85;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;1995;262.0;6.0;;
86;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;2001;302.0;4.0;;
87;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;2005;231.0;5.0;;
88;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;2009;230.0;4.0;;
89;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;2013;584.0;6.0;57.0;
90;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met (half)heesters;2018;1850.0;11.9;121.0;
91;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;1992;255.0;4.0;;
92;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;1995;250.0;5.0;;
93;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;2001;312.0;5.0;;
94;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;2005;45.0;1.0;;
95;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;2009;118.0;2.0;;
96;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;2013;130.0;1.0;42.0;
97;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met vaste planten;2018;450.0;2.9;66.0;
98;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;1992;309.0;4.0;;
99;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;1995;283.0;6.0;;
100;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;2001;297.0;4.0;;
101;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;2005;59.0;1.0;;
102;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;2009;3.0;0.0;;
103;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;2013;30.0;0.0;28.0;
104;Totaal overheidsinstellingen;Bosplantsoen;Bodembedekkend met schors, houtsnippers;2018;50.0;0.3;19.0;
105;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;1992;1532.0;22.0;;
106;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;1995;;;;
107;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;2001;2508.0;36.0;;
108;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;2005;2099.0;45.0;;
109;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;2009;1219.0;20.0;;
110;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;2013;2666.0;27.0;80.0;
111;Totaal overheidsinstellingen;Bosplantsoen;Ecologisch beheer;2018;60.0;0.4;1.0;
112;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);1992;1773.0;25.0;;
113;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);1995;1616.0;34.0;;
114;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);2001;1109.0;16.0;;
115;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);2005;437.0;9.0;;
116;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);2009;1578.0;26.0;;
117;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);2013;1838.0;19.0;54.0;
118;Totaal overheidsinstellingen;Bosplantsoen;Niets doen (laten verwilderen);2018;5888.0;38.0;153.0;
119;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;1992;970.0;14.0;;
120;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;1995;645.0;14.0;;
121;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;2001;961.0;14.0;;
122;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;2005;798.0;17.0;;
123;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;2009;1464.0;24.0;;
124;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;2013;1525.0;16.0;100.0;
125;Totaal overheidsinstellingen;Bosplantsoen;Handmatig schoffelen en wieden;2018;2214.0;14.3;168.0;
126;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;1992;157.0;2.0;;
127;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;1995;75.0;2.0;;
128;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;2001;97.0;1.0;;
129;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;2005;106.0;2.0;;
130;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;2009;38.0;1.0;;
131;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;2013;296.0;3.0;32.0;
132;Totaal overheidsinstellingen;Bosplantsoen;Machinaal schoffelen en frezen;2018;488.0;3.1;42.0;
133;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;1992;1982.0;28.0;;
134;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;1995;1610.0;34.0;;
135;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;2001;1333.0;19.0;;
136;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;2005;876.0;19.0;;
137;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;2009;1385.0;23.0;;
138;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;2013;2597.0;27.0;134.0;
139;Totaal overheidsinstellingen;Bosplantsoen;(Uit)maaien;2018;4306.0;27.8;216.0;
140;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;1992;;;;
141;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;1995;;;;
142;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;2001;;;;
143;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;2005;;;;
144;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;2009;;;;
145;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;2013;;;;
146;Totaal overheidsinstellingen;Bosplantsoen;Borstelen;2018;;;;
147;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;1992;20.0;0.0;;
148;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;1995;4.0;0.0;;
149;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;2001;0.0;0.0;;
150;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;2005;0.0;0.0;;
151;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;2009;20.0;0.0;;
152;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;2013;21.0;0.0;2.0;
153;Totaal overheidsinstellingen;Bosplantsoen;Onkruidbranden en met hete lucht;2018;11.0;0.1;5.0;
154;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;1992;;;;
155;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;1995;;;;
156;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;2001;5.0;0.0;;
157;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;2005;0.0;0.0;;
158;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;2009;80.0;1.0;;
159;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;2013;80.0;1.0;1.0;
160;Totaal overheidsinstellingen;Bosplantsoen;Met heet water en stoom;2018;162.0;1.0;10.0;
161;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;1992;;;;
162;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;1995;;;;
163;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;2001;;;;
164;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;2005;;;;
165;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;2009;;;;
166;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;2013;;;;
167;Totaal overheidsinstellingen;Bosplantsoen;Heet water sensor gestuurd;2018;22.0;0.1;3.0;
168;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;1992;770.0;15.0;;
169;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;1995;898.0;19.0;;
170;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;2001;1226.0;17.0;;
171;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;2005;1140.0;17.0;;
172;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;2009;739.0;11.0;;
173;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;2013;771.0;10.0;97.0;
174;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met (half)heesters;2018;4205.0;24.7;210.0;
175;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;1992;165.0;3.0;;
176;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;1995;303.0;6.0;;
177;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;2001;121.0;2.0;;
178;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;2005;161.0;2.0;;
179;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;2009;126.0;2.0;;
180;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;2013;129.0;2.0;77.0;
181;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met vaste planten;2018;1619.0;9.5;157.0;
182;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;1992;297.0;6.0;;
183;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;1995;167.0;3.0;;
184;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;2001;143.0;2.0;;
185;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;2005;57.0;1.0;;
186;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;2009;34.0;1.0;;
187;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;2013;40.0;1.0;36.0;
188;Totaal overheidsinstellingen;Sierplantsoen;Bodembedekkend met schors, houtsnippers;2018;29.0;0.2;19.0;
189;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;1992;327.0;6.0;;
190;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;1995;;;;
191;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;2001;149.0;2.0;;
192;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;2005;1536.0;23.0;;
193;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;2009;473.0;7.0;;
194;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;2013;499.0;6.0;30.0;
195;Totaal overheidsinstellingen;Sierplantsoen;Ecologisch beheer;2018;;;;
196;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);1992;109.0;2.0;;
197;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);1995;51.0;1.0;;
198;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);2001;13.0;0.0;;
199;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);2005;72.0;1.0;;
200;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);2009;14.0;0.0;;
201;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);2013;10.0;0.0;23.0;
202;Totaal overheidsinstellingen;Sierplantsoen;Niets doen (laten verwilderen);2018;398.0;2.3;21.0;
203;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;1992;3099.0;59.0;;
204;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;1995;3070.0;63.0;;
205;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;2001;4967.0;68.0;;
206;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;2005;3253.0;49.0;;
207;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;2009;4724.0;71.0;;
208;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;2013;5984.0;76.0;187.0;
209;Totaal overheidsinstellingen;Sierplantsoen;Handmatig schoffelen en wieden;2018;7679.0;45.0;285.0;
210;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;1992;283.0;5.0;;
211;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;1995;271.0;6.0;;
212;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;2001;188.0;3.0;;
213;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;2005;256.0;4.0;;
214;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;2009;410.0;6.0;;
215;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;2013;281.0;4.0;34.0;
216;Totaal overheidsinstellingen;Sierplantsoen;Machinaal schoffelen en frezen;2018;1143.0;6.7;31.0;
217;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;1992;215.0;4.0;;
218;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;1995;80.0;2.0;;
219;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;2001;458.0;6.0;;
220;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;2005;110.0;2.0;;
221;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;2009;89.0;1.0;;
222;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;2013;191.0;2.0;37.0;
223;Totaal overheidsinstellingen;Sierplantsoen;(Uit)maaien;2018;1931.0;11.3;57.0;
224;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;1992;;;;
225;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;1995;;;;
226;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;2001;;;;
227;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;2005;;;;
228;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;2009;;;;
229;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;2013;;;;
230;Totaal overheidsinstellingen;Sierplantsoen;Borstelen;2018;1.0;0.0;2.0;
231;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;1992;21.0;0.0;;
232;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;1995;1.0;0.0;;
233;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;2001;3.0;0.0;;
234;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;2005;5.0;0.0;;
235;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;2009;15.0;0.0;;
236;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;2013;;;;
237;Totaal overheidsinstellingen;Sierplantsoen;Onkruidbranden en met hete lucht;2018;11.0;0.1;4.0;
238;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;1992;;;;
239;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;1995;;;;
240;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;2001;0.0;0.0;;
241;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;2005;0.0;0.0;;
242;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;2009;0.0;0.0;;
243;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;2013;;;;
244;Totaal overheidsinstellingen;Sierplantsoen;Met heet water en stoom;2018;37.0;0.2;4.0;
245;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;1992;;;;
246;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;1995;;;;
247;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;2001;;;;
248;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;2005;;;;
249;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;2009;;;;
250;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;2013;;;;
251;Totaal overheidsinstellingen;Sierplantsoen;Heet water sensor gestuurd;2018;2.0;0.0;3.0;
252;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;1992;;;;
253;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;1995;;;;
254;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;2001;;;;
255;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;2005;;;;
256;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;2009;;;;
257;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;2013;;;;
258;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met (half)heesters;2018;;;;
259;Totaal overheidsinstellingen;Verhardingen;Bodembedekkend met vaste planten;1992;;;;
