ID;BedrijfstakkenBranches;Landen;Perioden;HRSTKern_1
4094;Minder kennisintensief commercieel;Finland;2002;9.9
4095;Minder kennisintensief commercieel;Finland;2003;10.3
4096;Minder kennisintensief commercieel;Finland;2004;10.0
4097;Minder kennisintensief commercieel;Finland;2005;9.9
4098;Minder kennisintensief commercieel;Finland;2006;11.3
4099;Minder kennisintensief commercieel;Finland;2007;10.6
4100;Minder kennisintensief commercieel;Finland;2008;10.7
4101;Minder kennisintensief commercieel;Finland;2009;
4102;Minder kennisintensief commercieel;Finland;2010;
4103;Minder kennisintensief commercieel;Finland;2011;
4104;Minder kennisintensief commercieel;Frankrijk;1994;7.0
4105;Minder kennisintensief commercieel;Frankrijk;1995;5.0
4106;Minder kennisintensief commercieel;Frankrijk;1996;5.1
4107;Minder kennisintensief commercieel;Frankrijk;1997;5.6
4108;Minder kennisintensief commercieel;Frankrijk;1998;5.9
4109;Minder kennisintensief commercieel;Frankrijk;1999;6.0
4110;Minder kennisintensief commercieel;Frankrijk;2000;6.2
4111;Minder kennisintensief commercieel;Frankrijk;2001;6.3
4112;Minder kennisintensief commercieel;Frankrijk;2002;6.5
4113;Minder kennisintensief commercieel;Frankrijk;2003;7.4
4114;Minder kennisintensief commercieel;Frankrijk;2004;7.1
4115;Minder kennisintensief commercieel;Frankrijk;2005;6.7
4116;Minder kennisintensief commercieel;Frankrijk;2006;7.8
4117;Minder kennisintensief commercieel;Frankrijk;2007;7.2
4118;Minder kennisintensief commercieel;Frankrijk;2008;8.4
4119;Minder kennisintensief commercieel;Frankrijk;2009;
4120;Minder kennisintensief commercieel;Frankrijk;2010;
4121;Minder kennisintensief commercieel;Frankrijk;2011;
4122;Minder kennisintensief commercieel;Hongarije;1994;
4123;Minder kennisintensief commercieel;Hongarije;1995;
4124;Minder kennisintensief commercieel;Hongarije;1996;
4125;Minder kennisintensief commercieel;Hongarije;1997;3.5
4126;Minder kennisintensief commercieel;Hongarije;1998;3.7
4127;Minder kennisintensief commercieel;Hongarije;1999;4.0
4128;Minder kennisintensief commercieel;Hongarije;2000;3.5
4129;Minder kennisintensief commercieel;Hongarije;2001;3.2
4130;Minder kennisintensief commercieel;Hongarije;2002;4.1
4131;Minder kennisintensief commercieel;Hongarije;2003;3.8
4132;Minder kennisintensief commercieel;Hongarije;2004;4.2
4133;Minder kennisintensief commercieel;Hongarije;2005;4.6
4134;Minder kennisintensief commercieel;Hongarije;2006;5.1
4135;Minder kennisintensief commercieel;Hongarije;2007;4.6
4136;Minder kennisintensief commercieel;Hongarije;2008;5.5
4137;Minder kennisintensief commercieel;Hongarije;2009;
4138;Minder kennisintensief commercieel;Hongarije;2010;
4139;Minder kennisintensief commercieel;Hongarije;2011;
4140;Minder kennisintensief commercieel;Ierland;1994;2.4
4141;Minder kennisintensief commercieel;Ierland;1995;2.5
4142;Minder kennisintensief commercieel;Ierland;1996;3.2
4143;Minder kennisintensief commercieel;Ierland;1997;3.7
4144;Minder kennisintensief commercieel;Ierland;1998;
4145;Minder kennisintensief commercieel;Ierland;1999;2.5
4146;Minder kennisintensief commercieel;Ierland;2000;2.3
4147;Minder kennisintensief commercieel;Ierland;2001;2.5
4148;Minder kennisintensief commercieel;Ierland;2002;2.9
4149;Minder kennisintensief commercieel;Ierland;2003;3.1
4150;Minder kennisintensief commercieel;Ierland;2004;3.8
4151;Minder kennisintensief commercieel;Ierland;2005;3.4
4152;Minder kennisintensief commercieel;Ierland;2006;4.0
4153;Minder kennisintensief commercieel;Ierland;2007;3.5
4154;Minder kennisintensief commercieel;Ierland;2008;3.5
4155;Minder kennisintensief commercieel;Ierland;2009;
4156;Minder kennisintensief commercieel;Ierland;2010;
4157;Minder kennisintensief commercieel;Ierland;2011;
4158;Minder kennisintensief commercieel;Italië;1994;1.5
4159;Minder kennisintensief commercieel;Italië;1995;1.2
4160;Minder kennisintensief commercieel;Italië;1996;1.5
4161;Minder kennisintensief commercieel;Italië;1997;1.7
4162;Minder kennisintensief commercieel;Italië;1998;1.6
4163;Minder kennisintensief commercieel;Italië;1999;1.8
4164;Minder kennisintensief commercieel;Italië;2000;2.0
4165;Minder kennisintensief commercieel;Italië;2001;2.3
4166;Minder kennisintensief commercieel;Italië;2002;2.5
4167;Minder kennisintensief commercieel;Italië;2003;2.2
4168;Minder kennisintensief commercieel;Italië;2004;2.6
4169;Minder kennisintensief commercieel;Italië;2005;2.7
4170;Minder kennisintensief commercieel;Italië;2006;2.9
4171;Minder kennisintensief commercieel;Italië;2007;3.4
4172;Minder kennisintensief commercieel;Italië;2008;3.5
4173;Minder kennisintensief commercieel;Italië;2009;
4174;Minder kennisintensief commercieel;Italië;2010;
4175;Minder kennisintensief commercieel;Italië;2011;
4176;Minder kennisintensief commercieel;Nederland;1994;
4177;Minder kennisintensief commercieel;Nederland;1995;
4178;Minder kennisintensief commercieel;Nederland;1996;4.0
4179;Minder kennisintensief commercieel;Nederland;1997;4.7
4180;Minder kennisintensief commercieel;Nederland;1998;3.9
4181;Minder kennisintensief commercieel;Nederland;1999;3.2
4182;Minder kennisintensief commercieel;Nederland;2000;2.9
4183;Minder kennisintensief commercieel;Nederland;2001;3.4
4184;Minder kennisintensief commercieel;Nederland;2002;3.9
4185;Minder kennisintensief commercieel;Nederland;2003;5.1
4186;Minder kennisintensief commercieel;Nederland;2004;4.7
4187;Minder kennisintensief commercieel;Nederland;2005;5.2
4188;Minder kennisintensief commercieel;Nederland;2006;4.7
4189;Minder kennisintensief commercieel;Nederland;2007;4.8
4190;Minder kennisintensief commercieel;Nederland;2008;5.2
4191;Minder kennisintensief commercieel;Nederland;2009;
4192;Minder kennisintensief commercieel;Nederland;2010;
4193;Minder kennisintensief commercieel;Nederland;2011;
4194;Minder kennisintensief commercieel;Oostenrijk;1994;
4195;Minder kennisintensief commercieel;Oostenrijk;1995;1.0
4196;Minder kennisintensief commercieel;Oostenrijk;1996;1.0
4197;Minder kennisintensief commercieel;Oostenrijk;1997;0.9
4198;Minder kennisintensief commercieel;Oostenrijk;1998;1.0
4199;Minder kennisintensief commercieel;Oostenrijk;1999;1.8
4200;Minder kennisintensief commercieel;Oostenrijk;2000;1.9
4201;Minder kennisintensief commercieel;Oostenrijk;2001;2.0
4202;Minder kennisintensief commercieel;Oostenrijk;2002;1.6
4203;Minder kennisintensief commercieel;Oostenrijk;2003;1.5
4204;Minder kennisintensief commercieel;Oostenrijk;2004;5.3
4205;Minder kennisintensief commercieel;Oostenrijk;2005;4.1
4206;Minder kennisintensief commercieel;Oostenrijk;2006;3.9
4207;Minder kennisintensief commercieel;Oostenrijk;2007;3.7
4208;Minder kennisintensief commercieel;Oostenrijk;2008;4.0
4209;Minder kennisintensief commercieel;Oostenrijk;2009;
4210;Minder kennisintensief commercieel;Oostenrijk;2010;
4211;Minder kennisintensief commercieel;Oostenrijk;2011;
4212;Minder kennisintensief commercieel;Polen;1994;
4213;Minder kennisintensief commercieel;Polen;1995;
4214;Minder kennisintensief commercieel;Polen;1996;
4215;Minder kennisintensief commercieel;Polen;1997;
4216;Minder kennisintensief commercieel;Polen;1998;
4217;Minder kennisintensief commercieel;Polen;1999;
4218;Minder kennisintensief commercieel;Polen;2000;
4219;Minder kennisintensief commercieel;Polen;2001;
4220;Minder kennisintensief commercieel;Polen;2002;
4221;Minder kennisintensief commercieel;Polen;2003;
4222;Minder kennisintensief commercieel;Polen;2004;5.3
4223;Minder kennisintensief commercieel;Polen;2005;6.2
4224;Minder kennisintensief commercieel;Polen;2006;5.3
4225;Minder kennisintensief commercieel;Polen;2007;6.0
4226;Minder kennisintensief commercieel;Polen;2008;
4227;Minder kennisintensief commercieel;Polen;2009;
4228;Minder kennisintensief commercieel;Polen;2010;
4229;Minder kennisintensief commercieel;Polen;2011;
4230;Minder kennisintensief commercieel;Spanje;1994;2.8
4231;Minder kennisintensief commercieel;Spanje;1995;2.7
4232;Minder kennisintensief commercieel;Spanje;1996;3.7
4233;Minder kennisintensief commercieel;Spanje;1997;3.8
4234;Minder kennisintensief commercieel;Spanje;1998;4.0
4235;Minder kennisintensief commercieel;Spanje;1999;3.9
4236;Minder kennisintensief commercieel;Spanje;2000;4.4
4237;Minder kennisintensief commercieel;Spanje;2001;5.4
4238;Minder kennisintensief commercieel;Spanje;2002;5.1
4239;Minder kennisintensief commercieel;Spanje;2003;4.8
4240;Minder kennisintensief commercieel;Spanje;2004;5.4
4241;Minder kennisintensief commercieel;Spanje;2005;5.9
4242;Minder kennisintensief commercieel;Spanje;2006;6.1
4243;Minder kennisintensief commercieel;Spanje;2007;5.8
4244;Minder kennisintensief commercieel;Spanje;2008;6.3
4245;Minder kennisintensief commercieel;Spanje;2009;
4246;Minder kennisintensief commercieel;Spanje;2010;
4247;Minder kennisintensief commercieel;Spanje;2011;
4248;Minder kennisintensief commercieel;Tsjechië;1994;
4249;Minder kennisintensief commercieel;Tsjechië;1995;
4250;Minder kennisintensief commercieel;Tsjechië;1996;
4251;Minder kennisintensief commercieel;Tsjechië;1997;
4252;Minder kennisintensief commercieel;Tsjechië;1998;3.1
4253;Minder kennisintensief commercieel;Tsjechië;1999;3.7
4254;Minder kennisintensief commercieel;Tsjechië;2000;3.4
4255;Minder kennisintensief commercieel;Tsjechië;2001;2.9
4256;Minder kennisintensief commercieel;Tsjechië;2002;3.1
4257;Minder kennisintensief commercieel;Tsjechië;2003;3.6
4258;Minder kennisintensief commercieel;Tsjechië;2004;3.6
4259;Minder kennisintensief commercieel;Tsjechië;2005;3.9
4260;Minder kennisintensief commercieel;Tsjechië;2006;3.7
4261;Minder kennisintensief commercieel;Tsjechië;2007;3.7
4262;Minder kennisintensief commercieel;Tsjechië;2008;4.8
4263;Minder kennisintensief commercieel;Tsjechië;2009;
4264;Minder kennisintensief commercieel;Tsjechië;2010;
4265;Minder kennisintensief commercieel;Tsjechië;2011;
4266;Minder kennisintensief commercieel;Verenigd Koninkrijk;1994;2.5
4267;Minder kennisintensief commercieel;Verenigd Koninkrijk;1995;2.7
4268;Minder kennisintensief commercieel;Verenigd Koninkrijk;1996;2.4
4269;Minder kennisintensief commercieel;Verenigd Koninkrijk;1997;2.6
4270;Minder kennisintensief commercieel;Verenigd Koninkrijk;1998;
4271;Minder kennisintensief commercieel;Verenigd Koninkrijk;1999;2.6
4272;Minder kennisintensief commercieel;Verenigd Koninkrijk;2000;2.7
4273;Minder kennisintensief commercieel;Verenigd Koninkrijk;2001;3.1
4274;Minder kennisintensief commercieel;Verenigd Koninkrijk;2002;3.0
4275;Minder kennisintensief commercieel;Verenigd Koninkrijk;2003;3.1
4276;Minder kennisintensief commercieel;Verenigd Koninkrijk;2004;3.1
4277;Minder kennisintensief commercieel;Verenigd Koninkrijk;2005;3.4
4278;Minder kennisintensief commercieel;Verenigd Koninkrijk;2006;3.7
4279;Minder kennisintensief commercieel;Verenigd Koninkrijk;2007;3.4
4280;Minder kennisintensief commercieel;Verenigd Koninkrijk;2008;3.6
4281;Minder kennisintensief commercieel;Verenigd Koninkrijk;2009;
4282;Minder kennisintensief commercieel;Verenigd Koninkrijk;2010;
4283;Minder kennisintensief commercieel;Verenigd Koninkrijk;2011;
4284;Minder kennisintensief commercieel;Zweden;1994;
4285;Minder kennisintensief commercieel;Zweden;1995;
4286;Minder kennisintensief commercieel;Zweden;1996;
4287;Minder kennisintensief commercieel;Zweden;1997;5.1
4288;Minder kennisintensief commercieel;Zweden;1998;7.3
4289;Minder kennisintensief commercieel;Zweden;1999;7.6
4290;Minder kennisintensief commercieel;Zweden;2000;7.1
4291;Minder kennisintensief commercieel;Zweden;2001;5.9
4292;Minder kennisintensief commercieel;Zweden;2002;5.8
4293;Minder kennisintensief commercieel;Zweden;2003;6.0
4294;Minder kennisintensief commercieel;Zweden;2004;6.1
4295;Minder kennisintensief commercieel;Zweden;2005;6.1
4296;Minder kennisintensief commercieel;Zweden;2006;6.5
4297;Minder kennisintensief commercieel;Zweden;2007;6.5
4298;Minder kennisintensief commercieel;Zweden;2008;
4299;Minder kennisintensief commercieel;Zweden;2009;
4300;Minder kennisintensief commercieel;Zweden;2010;
4301;Minder kennisintensief commercieel;Zweden;2011;
4302;Minder kennisintensief commercieel;EU-27;1994;
4303;Minder kennisintensief commercieel;EU-27;1995;
4304;Minder kennisintensief commercieel;EU-27;1996;
4305;Minder kennisintensief commercieel;EU-27;1997;
4306;Minder kennisintensief commercieel;EU-27;1998;
4307;Minder kennisintensief commercieel;EU-27;1999;
4308;Minder kennisintensief commercieel;EU-27;2000;
4309;Minder kennisintensief commercieel;EU-27;2001;
4310;Minder kennisintensief commercieel;EU-27;2002;
4311;Minder kennisintensief commercieel;EU-27;2003;
4312;Minder kennisintensief commercieel;EU-27;2004;4.8
4313;Minder kennisintensief commercieel;EU-27;2005;5.0
4314;Minder kennisintensief commercieel;EU-27;2006;5.3
4315;Minder kennisintensief commercieel;EU-27;2007;5.2
4316;Minder kennisintensief commercieel;EU-27;2008;
4317;Minder kennisintensief commercieel;EU-27;2009;
4318;Minder kennisintensief commercieel;EU-27;2010;
4319;Minder kennisintensief commercieel;EU-27;2011;
4320;Minder kennisintensief, overig;België;1994;9.7
4321;Minder kennisintensief, overig;België;1995;9.5
4322;Minder kennisintensief, overig;België;1996;10.2
4323;Minder kennisintensief, overig;België;1997;10.3
4324;Minder kennisintensief, overig;België;1998;9.3
4325;Minder kennisintensief, overig;België;1999;10.9
4326;Minder kennisintensief, overig;België;2000;10.5
4327;Minder kennisintensief, overig;België;2001;10.3
4328;Minder kennisintensief, overig;België;2002;10.5
4329;Minder kennisintensief, overig;België;2003;11.2
4330;Minder kennisintensief, overig;België;2004;12.5
4331;Minder kennisintensief, overig;België;2005;12.1
4332;Minder kennisintensief, overig;België;2006;13.2
4333;Minder kennisintensief, overig;België;2007;14.1
4334;Minder kennisintensief, overig;België;2008;13.7
4335;Minder kennisintensief, overig;België;2009;
4336;Minder kennisintensief, overig;België;2010;
4337;Minder kennisintensief, overig;België;2011;
4338;Minder kennisintensief, overig;Denemarken;1994;24.5
4339;Minder kennisintensief, overig;Denemarken;1995;24.9
4340;Minder kennisintensief, overig;Denemarken;1996;23.5
4341;Minder kennisintensief, overig;Denemarken;1997;23.2
4342;Minder kennisintensief, overig;Denemarken;1998;22.1
4343;Minder kennisintensief, overig;Denemarken;1999;22.4
4344;Minder kennisintensief, overig;Denemarken;2000;22.8
4345;Minder kennisintensief, overig;Denemarken;2001;28.1
4346;Minder kennisintensief, overig;Denemarken;2002;25.6
4347;Minder kennisintensief, overig;Denemarken;2003;30.0
4348;Minder kennisintensief, overig;Denemarken;2004;26.1
4349;Minder kennisintensief, overig;Denemarken;2005;27.0
4350;Minder kennisintensief, overig;Denemarken;2006;28.3
4351;Minder kennisintensief, overig;Denemarken;2007;26.6
4352;Minder kennisintensief, overig;Denemarken;2008;31.3
4353;Minder kennisintensief, overig;Denemarken;2009;
4354;Minder kennisintensief, overig;Denemarken;2010;
4355;Minder kennisintensief, overig;Denemarken;2011;
4356;Minder kennisintensief, overig;Duitsland;1994;22.6
4357;Minder kennisintensief, overig;Duitsland;1995;22.6
4358;Minder kennisintensief, overig;Duitsland;1996;21.3
4359;Minder kennisintensief, overig;Duitsland;1997;22.6
4360;Minder kennisintensief, overig;Duitsland;1998;
4361;Minder kennisintensief, overig;Duitsland;1999;22.7
4362;Minder kennisintensief, overig;Duitsland;2000;23.2
4363;Minder kennisintensief, overig;Duitsland;2001;22.9
4364;Minder kennisintensief, overig;Duitsland;2002;22.4
4365;Minder kennisintensief, overig;Duitsland;2003;23.2
4366;Minder kennisintensief, overig;Duitsland;2004;23.3
4367;Minder kennisintensief, overig;Duitsland;2005;23.7
4368;Minder kennisintensief, overig;Duitsland;2006;22.7
4369;Minder kennisintensief, overig;Duitsland;2007;24.1
4370;Minder kennisintensief, overig;Duitsland;2008;25.7
4371;Minder kennisintensief, overig;Duitsland;2009;
4372;Minder kennisintensief, overig;Duitsland;2010;
4373;Minder kennisintensief, overig;Duitsland;2011;
4374;Minder kennisintensief, overig;Finland;1994;
4375;Minder kennisintensief, overig;Finland;1995;
4376;Minder kennisintensief, overig;Finland;1996;
4377;Minder kennisintensief, overig;Finland;1997;17.4
4378;Minder kennisintensief, overig;Finland;1998;27.0
4379;Minder kennisintensief, overig;Finland;1999;24.3
4380;Minder kennisintensief, overig;Finland;2000;25.5
4381;Minder kennisintensief, overig;Finland;2001;28.1
4382;Minder kennisintensief, overig;Finland;2002;29.4
4383;Minder kennisintensief, overig;Finland;2003;29.9
4384;Minder kennisintensief, overig;Finland;2004;29.1
4385;Minder kennisintensief, overig;Finland;2005;29.0
4386;Minder kennisintensief, overig;Finland;2006;29.1
4387;Minder kennisintensief, overig;Finland;2007;29.9
4388;Minder kennisintensief, overig;Finland;2008;33.1
4389;Minder kennisintensief, overig;Finland;2009;
4390;Minder kennisintensief, overig;Finland;2010;
4391;Minder kennisintensief, overig;Finland;2011;
4392;Minder kennisintensief, overig;Frankrijk;1994;12.2
4393;Minder kennisintensief, overig;Frankrijk;1995;11.7
4394;Minder kennisintensief, overig;Frankrijk;1996;10.7
4395;Minder kennisintensief, overig;Frankrijk;1997;10.9
4396;Minder kennisintensief, overig;Frankrijk;1998;11.7
4397;Minder kennisintensief, overig;Frankrijk;1999;11.8
4398;Minder kennisintensief, overig;Frankrijk;2000;12.9
4399;Minder kennisintensief, overig;Frankrijk;2001;13.6
4400;Minder kennisintensief, overig;Frankrijk;2002;14.3
4401;Minder kennisintensief, overig;Frankrijk;2003;13.9
4402;Minder kennisintensief, overig;Frankrijk;2004;13.5
4403;Minder kennisintensief, overig;Frankrijk;2005;14.9
4404;Minder kennisintensief, overig;Frankrijk;2006;15.4
4405;Minder kennisintensief, overig;Frankrijk;2007;14.7
4406;Minder kennisintensief, overig;Frankrijk;2008;16.5
4407;Minder kennisintensief, overig;Frankrijk;2009;
4408;Minder kennisintensief, overig;Frankrijk;2010;
4409;Minder kennisintensief, overig;Frankrijk;2011;
4410;Minder kennisintensief, overig;Hongarije;1994;
4411;Minder kennisintensief, overig;Hongarije;1995;
4412;Minder kennisintensief, overig;Hongarije;1996;
4413;Minder kennisintensief, overig;Hongarije;1997;9.6
4414;Minder kennisintensief, overig;Hongarije;1998;12.6
4415;Minder kennisintensief, overig;Hongarije;1999;13.2
4416;Minder kennisintensief, overig;Hongarije;2000;13.1
4417;Minder kennisintensief, overig;Hongarije;2001;13.2
4418;Minder kennisintensief, overig;Hongarije;2002;14.1
4419;Minder kennisintensief, overig;Hongarije;2003;15.5
4420;Minder kennisintensief, overig;Hongarije;2004;15.8
4421;Minder kennisintensief, overig;Hongarije;2005;17.6
4422;Minder kennisintensief, overig;Hongarije;2006;18.0
4423;Minder kennisintensief, overig;Hongarije;2007;19.8
4424;Minder kennisintensief, overig;Hongarije;2008;20.1
4425;Minder kennisintensief, overig;Hongarije;2009;
4426;Minder kennisintensief, overig;Hongarije;2010;
4427;Minder kennisintensief, overig;Hongarije;2011;
4428;Minder kennisintensief, overig;Ierland;1994;7.0
4429;Minder kennisintensief, overig;Ierland;1995;8.4
4430;Minder kennisintensief, overig;Ierland;1996;8.6
4431;Minder kennisintensief, overig;Ierland;1997;9.3
4432;Minder kennisintensief, overig;Ierland;1998;
4433;Minder kennisintensief, overig;Ierland;1999;9.6
4434;Minder kennisintensief, overig;Ierland;2000;9.4
4435;Minder kennisintensief, overig;Ierland;2001;10.9
4436;Minder kennisintensief, overig;Ierland;2002;11.8
4437;Minder kennisintensief, overig;Ierland;2003;13.4
4438;Minder kennisintensief, overig;Ierland;2004;12.2
4439;Minder kennisintensief, overig;Ierland;2005;11.6
4440;Minder kennisintensief, overig;Ierland;2006;11.3
4441;Minder kennisintensief, overig;Ierland;2007;10.9
4442;Minder kennisintensief, overig;Ierland;2008;9.9
4443;Minder kennisintensief, overig;Ierland;2009;
4444;Minder kennisintensief, overig;Ierland;2010;
4445;Minder kennisintensief, overig;Ierland;2011;
4446;Minder kennisintensief, overig;Italië;1994;6.2
4447;Minder kennisintensief, overig;Italië;1995;5.8
4448;Minder kennisintensief, overig;Italië;1996;5.9
4449;Minder kennisintensief, overig;Italië;1997;6.2
4450;Minder kennisintensief, overig;Italië;1998;5.9
4451;Minder kennisintensief, overig;Italië;1999;6.3
4452;Minder kennisintensief, overig;Italië;2000;7.7
4453;Minder kennisintensief, overig;Italië;2001;8.5
4454;Minder kennisintensief, overig;Italië;2002;8.1
4455;Minder kennisintensief, overig;Italië;2003;8.4
4456;Minder kennisintensief, overig;Italië;2004;8.4
4457;Minder kennisintensief, overig;Italië;2005;7.9
4458;Minder kennisintensief, overig;Italië;2006;7.7
4459;Minder kennisintensief, overig;Italië;2007;8.4
4460;Minder kennisintensief, overig;Italië;2008;8.8
4461;Minder kennisintensief, overig;Italië;2009;
4462;Minder kennisintensief, overig;Italië;2010;
4463;Minder kennisintensief, overig;Italië;2011;
4464;Minder kennisintensief, overig;Nederland;1994;
4465;Minder kennisintensief, overig;Nederland;1995;
4466;Minder kennisintensief, overig;Nederland;1996;19.8
4467;Minder kennisintensief, overig;Nederland;1997;19.2
4468;Minder kennisintensief, overig;Nederland;1998;20.6
4469;Minder kennisintensief, overig;Nederland;1999;19.6
4470;Minder kennisintensief, overig;Nederland;2000;19.0
4471;Minder kennisintensief, overig;Nederland;2001;19.8
4472;Minder kennisintensief, overig;Nederland;2002;17.4
4473;Minder kennisintensief, overig;Nederland;2003;23.9
4474;Minder kennisintensief, overig;Nederland;2004;26.7
4475;Minder kennisintensief, overig;Nederland;2005;28.5
4476;Minder kennisintensief, overig;Nederland;2006;27.9
4477;Minder kennisintensief, overig;Nederland;2007;28.3
4478;Minder kennisintensief, overig;Nederland;2008;27.4
4479;Minder kennisintensief, overig;Nederland;2009;
4480;Minder kennisintensief, overig;Nederland;2010;
4481;Minder kennisintensief, overig;Nederland;2011;
4482;Minder kennisintensief, overig;Oostenrijk;1994;
4483;Minder kennisintensief, overig;Oostenrijk;1995;8.1
4484;Minder kennisintensief, overig;Oostenrijk;1996;7.3
4485;Minder kennisintensief, overig;Oostenrijk;1997;7.7
4486;Minder kennisintensief, overig;Oostenrijk;1998;8.9
4487;Minder kennisintensief, overig;Oostenrijk;1999;10.1
4488;Minder kennisintensief, overig;Oostenrijk;2000;10.3
4489;Minder kennisintensief, overig;Oostenrijk;2001;10.8
4490;Minder kennisintensief, overig;Oostenrijk;2002;11.3
4491;Minder kennisintensief, overig;Oostenrijk;2003;10.3
4492;Minder kennisintensief, overig;Oostenrijk;2004;13.8
4493;Minder kennisintensief, overig;Oostenrijk;2005;12.8
4494;Minder kennisintensief, overig;Oostenrijk;2006;11.9
4495;Minder kennisintensief, overig;Oostenrijk;2007;14.6
4496;Minder kennisintensief, overig;Oostenrijk;2008;12.1
4497;Minder kennisintensief, overig;Oostenrijk;2009;
4498;Minder kennisintensief, overig;Oostenrijk;2010;
4499;Minder kennisintensief, overig;Oostenrijk;2011;
4500;Minder kennisintensief, overig;Polen;1994;
4501;Minder kennisintensief, overig;Polen;1995;
4502;Minder kennisintensief, overig;Polen;1996;
4503;Minder kennisintensief, overig;Polen;1997;
4504;Minder kennisintensief, overig;Polen;1998;
4505;Minder kennisintensief, overig;Polen;1999;
4506;Minder kennisintensief, overig;Polen;2000;
4507;Minder kennisintensief, overig;Polen;2001;
4508;Minder kennisintensief, overig;Polen;2002;
4509;Minder kennisintensief, overig;Polen;2003;
4510;Minder kennisintensief, overig;Polen;2004;22.5
4511;Minder kennisintensief, overig;Polen;2005;27.3
4512;Minder kennisintensief, overig;Polen;2006;29.1
4513;Minder kennisintensief, overig;Polen;2007;30.0
4514;Minder kennisintensief, overig;Polen;2008;
4515;Minder kennisintensief, overig;Polen;2009;
4516;Minder kennisintensief, overig;Polen;2010;
4517;Minder kennisintensief, overig;Polen;2011;
4518;Minder kennisintensief, overig;Spanje;1994;12.3
4519;Minder kennisintensief, overig;Spanje;1995;12.8
4520;Minder kennisintensief, overig;Spanje;1996;13.5
4521;Minder kennisintensief, overig;Spanje;1997;14.2
4522;Minder kennisintensief, overig;Spanje;1998;14.3
4523;Minder kennisintensief, overig;Spanje;1999;15.5
4524;Minder kennisintensief, overig;Spanje;2000;16.1
4525;Minder kennisintensief, overig;Spanje;2001;16.2
4526;Minder kennisintensief, overig;Spanje;2002;17.4
4527;Minder kennisintensief, overig;Spanje;2003;17.0
4528;Minder kennisintensief, overig;Spanje;2004;18.0
4529;Minder kennisintensief, overig;Spanje;2005;17.2
4530;Minder kennisintensief, overig;Spanje;2006;16.2
4531;Minder kennisintensief, overig;Spanje;2007;17.2
4532;Minder kennisintensief, overig;Spanje;2008;18.1
4533;Minder kennisintensief, overig;Spanje;2009;
4534;Minder kennisintensief, overig;Spanje;2010;
4535;Minder kennisintensief, overig;Spanje;2011;
4536;Minder kennisintensief, overig;Tsjechië;1994;
4537;Minder kennisintensief, overig;Tsjechië;1995;
4538;Minder kennisintensief, overig;Tsjechië;1996;
4539;Minder kennisintensief, overig;Tsjechië;1997;
4540;Minder kennisintensief, overig;Tsjechië;1998;9.7
4541;Minder kennisintensief, overig;Tsjechië;1999;10.7
4542;Minder kennisintensief, overig;Tsjechië;2000;11.6
4543;Minder kennisintensief, overig;Tsjechië;2001;11.4
4544;Minder kennisintensief, overig;Tsjechië;2002;10.8
4545;Minder kennisintensief, overig;Tsjechië;2003;12.0
4546;Minder kennisintensief, overig;Tsjechië;2004;12.6
4547;Minder kennisintensief, overig;Tsjechië;2005;13.4
4548;Minder kennisintensief, overig;Tsjechië;2006;14.6
4549;Minder kennisintensief, overig;Tsjechië;2007;13.6
4550;Minder kennisintensief, overig;Tsjechië;2008;14.3
4551;Minder kennisintensief, overig;Tsjechië;2009;
4552;Minder kennisintensief, overig;Tsjechië;2010;
4553;Minder kennisintensief, overig;Tsjechië;2011;
4554;Minder kennisintensief, overig;Verenigd Koninkrijk;1994;13.7
4555;Minder kennisintensief, overig;Verenigd Koninkrijk;1995;12.3
4556;Minder kennisintensief, overig;Verenigd Koninkrijk;1996;13.0
4557;Minder kennisintensief, overig;Verenigd Koninkrijk;1997;13.0
4558;Minder kennisintensief, overig;Verenigd Koninkrijk;1998;
4559;Minder kennisintensief, overig;Verenigd Koninkrijk;1999;13.9
4560;Minder kennisintensief, overig;Verenigd Koninkrijk;2000;13.4
4561;Minder kennisintensief, overig;Verenigd Koninkrijk;2001;15.4
4562;Minder kennisintensief, overig;Verenigd Koninkrijk;2002;15.7
4563;Minder kennisintensief, overig;Verenigd Koninkrijk;2003;16.5
4564;Minder kennisintensief, overig;Verenigd Koninkrijk;2004;17.3
4565;Minder kennisintensief, overig;Verenigd Koninkrijk;2005;17.7
4566;Minder kennisintensief, overig;Verenigd Koninkrijk;2006;18.3
4567;Minder kennisintensief, overig;Verenigd Koninkrijk;2007;18.3
4568;Minder kennisintensief, overig;Verenigd Koninkrijk;2008;18.6
4569;Minder kennisintensief, overig;Verenigd Koninkrijk;2009;
4570;Minder kennisintensief, overig;Verenigd Koninkrijk;2010;
4571;Minder kennisintensief, overig;Verenigd Koninkrijk;2011;
4572;Minder kennisintensief, overig;Zweden;1994;
4573;Minder kennisintensief, overig;Zweden;1995;
4574;Minder kennisintensief, overig;Zweden;1996;
4575;Minder kennisintensief, overig;Zweden;1997;27.4
4576;Minder kennisintensief, overig;Zweden;1998;29.6
4577;Minder kennisintensief, overig;Zweden;1999;29.0
4578;Minder kennisintensief, overig;Zweden;2000;30.6
4579;Minder kennisintensief, overig;Zweden;2001;27.6
4580;Minder kennisintensief, overig;Zweden;2002;31.5
4581;Minder kennisintensief, overig;Zweden;2003;32.0
4582;Minder kennisintensief, overig;Zweden;2004;32.6
4583;Minder kennisintensief, overig;Zweden;2005;33.3
