ID;BedrijfstakkenBranches;Landen;Perioden;HRSTKern_1
150;Totaal bedrijfstakken;Nederland;2000;19.6
151;Totaal bedrijfstakken;Nederland;2001;19.4
152;Totaal bedrijfstakken;Nederland;2002;19.4
153;Totaal bedrijfstakken;Nederland;2003;22.2
154;Totaal bedrijfstakken;Nederland;2004;24.4
155;Totaal bedrijfstakken;Nederland;2005;24.8
156;Totaal bedrijfstakken;Nederland;2006;24.0
157;Totaal bedrijfstakken;Nederland;2007;24.8
158;Totaal bedrijfstakken;Nederland;2008;25.4
159;Totaal bedrijfstakken;Nederland;2009;25.7
160;Totaal bedrijfstakken;Nederland;2010;25.8
161;Totaal bedrijfstakken;Nederland;2011;25.8
162;Totaal bedrijfstakken;Oostenrijk;1994;
163;Totaal bedrijfstakken;Oostenrijk;1995;7.5
164;Totaal bedrijfstakken;Oostenrijk;1996;7.6
165;Totaal bedrijfstakken;Oostenrijk;1997;8.0
166;Totaal bedrijfstakken;Oostenrijk;1998;7.8
167;Totaal bedrijfstakken;Oostenrijk;1999;10.2
168;Totaal bedrijfstakken;Oostenrijk;2000;10.3
169;Totaal bedrijfstakken;Oostenrijk;2001;10.8
170;Totaal bedrijfstakken;Oostenrijk;2002;12.6
171;Totaal bedrijfstakken;Oostenrijk;2003;12.3
172;Totaal bedrijfstakken;Oostenrijk;2004;14.1
173;Totaal bedrijfstakken;Oostenrijk;2005;13.5
174;Totaal bedrijfstakken;Oostenrijk;2006;13.2
175;Totaal bedrijfstakken;Oostenrijk;2007;13.1
176;Totaal bedrijfstakken;Oostenrijk;2008;13.3
177;Totaal bedrijfstakken;Oostenrijk;2009;14.4
178;Totaal bedrijfstakken;Oostenrijk;2010;14.4
179;Totaal bedrijfstakken;Oostenrijk;2011;14.4
180;Totaal bedrijfstakken;Polen;1994;
181;Totaal bedrijfstakken;Polen;1995;
182;Totaal bedrijfstakken;Polen;1996;
183;Totaal bedrijfstakken;Polen;1997;11.4
184;Totaal bedrijfstakken;Polen;1998;10.0
185;Totaal bedrijfstakken;Polen;1999;10.5
186;Totaal bedrijfstakken;Polen;2000;11.5
187;Totaal bedrijfstakken;Polen;2001;11.6
188;Totaal bedrijfstakken;Polen;2002;12.2
189;Totaal bedrijfstakken;Polen;2003;14.0
190;Totaal bedrijfstakken;Polen;2004;15.1
191;Totaal bedrijfstakken;Polen;2005;16.4
192;Totaal bedrijfstakken;Polen;2006;17.0
193;Totaal bedrijfstakken;Polen;2007;17.1
194;Totaal bedrijfstakken;Polen;2008;
195;Totaal bedrijfstakken;Polen;2009;18.9
196;Totaal bedrijfstakken;Polen;2010;20.1
197;Totaal bedrijfstakken;Polen;2011;20.1
198;Totaal bedrijfstakken;Spanje;1994;13.1
199;Totaal bedrijfstakken;Spanje;1995;13.9
200;Totaal bedrijfstakken;Spanje;1996;15.3
201;Totaal bedrijfstakken;Spanje;1997;15.9
202;Totaal bedrijfstakken;Spanje;1998;16.2
203;Totaal bedrijfstakken;Spanje;1999;16.4
204;Totaal bedrijfstakken;Spanje;2000;17.0
205;Totaal bedrijfstakken;Spanje;2001;17.8
206;Totaal bedrijfstakken;Spanje;2002;18.1
207;Totaal bedrijfstakken;Spanje;2003;18.0
208;Totaal bedrijfstakken;Spanje;2004;19.2
209;Totaal bedrijfstakken;Spanje;2005;19.4
210;Totaal bedrijfstakken;Spanje;2006;20.0
211;Totaal bedrijfstakken;Spanje;2007;19.7
212;Totaal bedrijfstakken;Spanje;2008;20.5
213;Totaal bedrijfstakken;Spanje;2009;22.0
214;Totaal bedrijfstakken;Spanje;2010;21.9
215;Totaal bedrijfstakken;Spanje;2011;21.9
216;Totaal bedrijfstakken;Tsjechië;1994;
217;Totaal bedrijfstakken;Tsjechië;1995;
218;Totaal bedrijfstakken;Tsjechië;1996;
219;Totaal bedrijfstakken;Tsjechië;1997;
220;Totaal bedrijfstakken;Tsjechië;1998;9.1
221;Totaal bedrijfstakken;Tsjechië;1999;9.7
222;Totaal bedrijfstakken;Tsjechië;2000;10.3
223;Totaal bedrijfstakken;Tsjechië;2001;10.5
224;Totaal bedrijfstakken;Tsjechië;2002;10.5
225;Totaal bedrijfstakken;Tsjechië;2003;10.8
226;Totaal bedrijfstakken;Tsjechië;2004;11.2
227;Totaal bedrijfstakken;Tsjechië;2005;11.9
228;Totaal bedrijfstakken;Tsjechië;2006;12.2
229;Totaal bedrijfstakken;Tsjechië;2007;12.1
230;Totaal bedrijfstakken;Tsjechië;2008;12.4
231;Totaal bedrijfstakken;Tsjechië;2009;13.9
232;Totaal bedrijfstakken;Tsjechië;2010;15.1
233;Totaal bedrijfstakken;Tsjechië;2011;15.1
234;Totaal bedrijfstakken;Verenigd Koninkrijk;1994;16.0
235;Totaal bedrijfstakken;Verenigd Koninkrijk;1995;16.0
236;Totaal bedrijfstakken;Verenigd Koninkrijk;1996;16.5
237;Totaal bedrijfstakken;Verenigd Koninkrijk;1997;16.6
238;Totaal bedrijfstakken;Verenigd Koninkrijk;1998;
239;Totaal bedrijfstakken;Verenigd Koninkrijk;1999;17.4
240;Totaal bedrijfstakken;Verenigd Koninkrijk;2000;17.6
241;Totaal bedrijfstakken;Verenigd Koninkrijk;2001;17.6
242;Totaal bedrijfstakken;Verenigd Koninkrijk;2002;18.0
243;Totaal bedrijfstakken;Verenigd Koninkrijk;2003;18.5
244;Totaal bedrijfstakken;Verenigd Koninkrijk;2004;19.2
245;Totaal bedrijfstakken;Verenigd Koninkrijk;2005;19.4
246;Totaal bedrijfstakken;Verenigd Koninkrijk;2006;19.8
247;Totaal bedrijfstakken;Verenigd Koninkrijk;2007;19.8
248;Totaal bedrijfstakken;Verenigd Koninkrijk;2008;19.8
249;Totaal bedrijfstakken;Verenigd Koninkrijk;2009;21.1
250;Totaal bedrijfstakken;Verenigd Koninkrijk;2010;21.1
251;Totaal bedrijfstakken;Verenigd Koninkrijk;2011;21.1
252;Totaal bedrijfstakken;Zweden;1994;
253;Totaal bedrijfstakken;Zweden;1995;
254;Totaal bedrijfstakken;Zweden;1996;
255;Totaal bedrijfstakken;Zweden;1997;23.1
256;Totaal bedrijfstakken;Zweden;1998;23.6
257;Totaal bedrijfstakken;Zweden;1999;24.4
258;Totaal bedrijfstakken;Zweden;2000;25.1
259;Totaal bedrijfstakken;Zweden;2001;22.2
260;Totaal bedrijfstakken;Zweden;2002;23.1
261;Totaal bedrijfstakken;Zweden;2003;23.6
262;Totaal bedrijfstakken;Zweden;2004;24.2
263;Totaal bedrijfstakken;Zweden;2005;25.4
264;Totaal bedrijfstakken;Zweden;2006;25.8
265;Totaal bedrijfstakken;Zweden;2007;26.4
266;Totaal bedrijfstakken;Zweden;2008;
267;Totaal bedrijfstakken;Zweden;2009;28.1
268;Totaal bedrijfstakken;Zweden;2010;28.8
269;Totaal bedrijfstakken;Zweden;2011;28.8
270;Totaal bedrijfstakken;EU-27;1994;
271;Totaal bedrijfstakken;EU-27;1995;
272;Totaal bedrijfstakken;EU-27;1996;
273;Totaal bedrijfstakken;EU-27;1997;
274;Totaal bedrijfstakken;EU-27;1998;
275;Totaal bedrijfstakken;EU-27;1999;
276;Totaal bedrijfstakken;EU-27;2000;15.6
277;Totaal bedrijfstakken;EU-27;2001;15.9
278;Totaal bedrijfstakken;EU-27;2002;16.0
279;Totaal bedrijfstakken;EU-27;2003;16.7
280;Totaal bedrijfstakken;EU-27;2004;17.5
281;Totaal bedrijfstakken;EU-27;2005;18.0
282;Totaal bedrijfstakken;EU-27;2006;18.3
283;Totaal bedrijfstakken;EU-27;2007;18.5
284;Totaal bedrijfstakken;EU-27;2008;
285;Totaal bedrijfstakken;EU-27;2009;19.8
286;Totaal bedrijfstakken;EU-27;2010;20.1
287;Totaal bedrijfstakken;EU-27;2011;20.1
288;High- en mediumhightechindustrie;België;1994;15.8
289;High- en mediumhightechindustrie;België;1995;15.6
290;High- en mediumhightechindustrie;België;1996;15.0
291;High- en mediumhightechindustrie;België;1997;17.3
292;High- en mediumhightechindustrie;België;1998;16.4
293;High- en mediumhightechindustrie;België;1999;19.0
294;High- en mediumhightechindustrie;België;2000;16.6
295;High- en mediumhightechindustrie;België;2001;17.3
296;High- en mediumhightechindustrie;België;2002;17.8
297;High- en mediumhightechindustrie;België;2003;16.8
298;High- en mediumhightechindustrie;België;2004;18.4
299;High- en mediumhightechindustrie;België;2005;18.5
300;High- en mediumhightechindustrie;België;2006;18.0
301;High- en mediumhightechindustrie;België;2007;20.3
302;High- en mediumhightechindustrie;België;2008;19.5
303;High- en mediumhightechindustrie;België;2009;
304;High- en mediumhightechindustrie;België;2010;
305;High- en mediumhightechindustrie;België;2011;
306;High- en mediumhightechindustrie;Denemarken;1994;14.4
307;High- en mediumhightechindustrie;Denemarken;1995;16.5
308;High- en mediumhightechindustrie;Denemarken;1996;18.6
309;High- en mediumhightechindustrie;Denemarken;1997;13.2
310;High- en mediumhightechindustrie;Denemarken;1998;18.1
311;High- en mediumhightechindustrie;Denemarken;1999;20.2
312;High- en mediumhightechindustrie;Denemarken;2000;16.8
313;High- en mediumhightechindustrie;Denemarken;2001;18.6
314;High- en mediumhightechindustrie;Denemarken;2002;15.6
315;High- en mediumhightechindustrie;Denemarken;2003;16.7
316;High- en mediumhightechindustrie;Denemarken;2004;23.1
317;High- en mediumhightechindustrie;Denemarken;2005;25.9
318;High- en mediumhightechindustrie;Denemarken;2006;25.5
319;High- en mediumhightechindustrie;Denemarken;2007;22.0
320;High- en mediumhightechindustrie;Denemarken;2008;25.7
321;High- en mediumhightechindustrie;Denemarken;2009;
322;High- en mediumhightechindustrie;Denemarken;2010;
323;High- en mediumhightechindustrie;Denemarken;2011;
324;High- en mediumhightechindustrie;Duitsland;1994;14.2
325;High- en mediumhightechindustrie;Duitsland;1995;17.4
326;High- en mediumhightechindustrie;Duitsland;1996;18.2
327;High- en mediumhightechindustrie;Duitsland;1997;18.8
328;High- en mediumhightechindustrie;Duitsland;1998;
329;High- en mediumhightechindustrie;Duitsland;1999;18.6
330;High- en mediumhightechindustrie;Duitsland;2000;18.7
331;High- en mediumhightechindustrie;Duitsland;2001;18.1
332;High- en mediumhightechindustrie;Duitsland;2002;17.7
333;High- en mediumhightechindustrie;Duitsland;2003;19.2
334;High- en mediumhightechindustrie;Duitsland;2004;19.8
335;High- en mediumhightechindustrie;Duitsland;2005;20.7
336;High- en mediumhightechindustrie;Duitsland;2006;21.3
337;High- en mediumhightechindustrie;Duitsland;2007;22.1
338;High- en mediumhightechindustrie;Duitsland;2008;22.0
339;High- en mediumhightechindustrie;Duitsland;2009;
340;High- en mediumhightechindustrie;Duitsland;2010;
341;High- en mediumhightechindustrie;Duitsland;2011;
342;High- en mediumhightechindustrie;Finland;1994;
343;High- en mediumhightechindustrie;Finland;1995;
344;High- en mediumhightechindustrie;Finland;1996;
345;High- en mediumhightechindustrie;Finland;1997;20.0
346;High- en mediumhightechindustrie;Finland;1998;22.4
347;High- en mediumhightechindustrie;Finland;1999;20.9
348;High- en mediumhightechindustrie;Finland;2000;23.8
349;High- en mediumhightechindustrie;Finland;2001;25.0
350;High- en mediumhightechindustrie;Finland;2002;24.6
351;High- en mediumhightechindustrie;Finland;2003;24.4
352;High- en mediumhightechindustrie;Finland;2004;26.4
353;High- en mediumhightechindustrie;Finland;2005;27.5
354;High- en mediumhightechindustrie;Finland;2006;27.6
355;High- en mediumhightechindustrie;Finland;2007;27.4
356;High- en mediumhightechindustrie;Finland;2008;28.7
357;High- en mediumhightechindustrie;Finland;2009;
358;High- en mediumhightechindustrie;Finland;2010;
359;High- en mediumhightechindustrie;Finland;2011;
360;High- en mediumhightechindustrie;Frankrijk;1994;17.7
361;High- en mediumhightechindustrie;Frankrijk;1995;16.4
362;High- en mediumhightechindustrie;Frankrijk;1996;15.7
363;High- en mediumhightechindustrie;Frankrijk;1997;16.5
364;High- en mediumhightechindustrie;Frankrijk;1998;17.4
365;High- en mediumhightechindustrie;Frankrijk;1999;18.4
366;High- en mediumhightechindustrie;Frankrijk;2000;18.0
367;High- en mediumhightechindustrie;Frankrijk;2001;19.1
368;High- en mediumhightechindustrie;Frankrijk;2002;19.1
369;High- en mediumhightechindustrie;Frankrijk;2003;20.8
370;High- en mediumhightechindustrie;Frankrijk;2004;22.0
371;High- en mediumhightechindustrie;Frankrijk;2005;23.0
372;High- en mediumhightechindustrie;Frankrijk;2006;25.8
373;High- en mediumhightechindustrie;Frankrijk;2007;24.7
374;High- en mediumhightechindustrie;Frankrijk;2008;26.2
375;High- en mediumhightechindustrie;Frankrijk;2009;
376;High- en mediumhightechindustrie;Frankrijk;2010;
377;High- en mediumhightechindustrie;Frankrijk;2011;
378;High- en mediumhightechindustrie;Hongarije;1994;
379;High- en mediumhightechindustrie;Hongarije;1995;
380;High- en mediumhightechindustrie;Hongarije;1996;
381;High- en mediumhightechindustrie;Hongarije;1997;8.0
382;High- en mediumhightechindustrie;Hongarije;1998;7.9
383;High- en mediumhightechindustrie;Hongarije;1999;7.6
384;High- en mediumhightechindustrie;Hongarije;2000;6.7
385;High- en mediumhightechindustrie;Hongarije;2001;5.3
386;High- en mediumhightechindustrie;Hongarije;2002;6.9
387;High- en mediumhightechindustrie;Hongarije;2003;8.2
388;High- en mediumhightechindustrie;Hongarije;2004;7.4
389;High- en mediumhightechindustrie;Hongarije;2005;9.2
390;High- en mediumhightechindustrie;Hongarije;2006;8.0
391;High- en mediumhightechindustrie;Hongarije;2007;8.0
392;High- en mediumhightechindustrie;Hongarije;2008;10.1
393;High- en mediumhightechindustrie;Hongarije;2009;
394;High- en mediumhightechindustrie;Hongarije;2010;
395;High- en mediumhightechindustrie;Hongarije;2011;
396;High- en mediumhightechindustrie;Ierland;1994;10.7
397;High- en mediumhightechindustrie;Ierland;1995;12.7
398;High- en mediumhightechindustrie;Ierland;1996;15.9
399;High- en mediumhightechindustrie;Ierland;1997;16.8
400;High- en mediumhightechindustrie;Ierland;1998;
401;High- en mediumhightechindustrie;Ierland;1999;13.4
402;High- en mediumhightechindustrie;Ierland;2000;14.2
403;High- en mediumhightechindustrie;Ierland;2001;14.5
404;High- en mediumhightechindustrie;Ierland;2002;15.4
405;High- en mediumhightechindustrie;Ierland;2003;17.5
406;High- en mediumhightechindustrie;Ierland;2004;20.9
407;High- en mediumhightechindustrie;Ierland;2005;20.3
408;High- en mediumhightechindustrie;Ierland;2006;21.5
409;High- en mediumhightechindustrie;Ierland;2007;21.8
410;High- en mediumhightechindustrie;Ierland;2008;23.2
411;High- en mediumhightechindustrie;Ierland;2009;
412;High- en mediumhightechindustrie;Ierland;2010;
413;High- en mediumhightechindustrie;Ierland;2011;
414;High- en mediumhightechindustrie;Italië;1994;3.9
415;High- en mediumhightechindustrie;Italië;1995;3.6
416;High- en mediumhightechindustrie;Italië;1996;4.4
417;High- en mediumhightechindustrie;Italië;1997;5.3
418;High- en mediumhightechindustrie;Italië;1998;5.2
419;High- en mediumhightechindustrie;Italië;1999;5.4
420;High- en mediumhightechindustrie;Italië;2000;6.0
421;High- en mediumhightechindustrie;Italië;2001;6.4
422;High- en mediumhightechindustrie;Italië;2002;6.7
423;High- en mediumhightechindustrie;Italië;2003;6.7
424;High- en mediumhightechindustrie;Italië;2004;6.8
425;High- en mediumhightechindustrie;Italië;2005;7.3
426;High- en mediumhightechindustrie;Italië;2006;7.8
427;High- en mediumhightechindustrie;Italië;2007;8.2
428;High- en mediumhightechindustrie;Italië;2008;8.4
429;High- en mediumhightechindustrie;Italië;2009;
430;High- en mediumhightechindustrie;Italië;2010;
431;High- en mediumhightechindustrie;Italië;2011;
432;High- en mediumhightechindustrie;Nederland;1994;
433;High- en mediumhightechindustrie;Nederland;1995;
434;High- en mediumhightechindustrie;Nederland;1996;14.5
435;High- en mediumhightechindustrie;Nederland;1997;15.3
436;High- en mediumhightechindustrie;Nederland;1998;13.5
437;High- en mediumhightechindustrie;Nederland;1999;14.1
438;High- en mediumhightechindustrie;Nederland;2000;11.9
439;High- en mediumhightechindustrie;Nederland;2001;12.1
440;High- en mediumhightechindustrie;Nederland;2002;12.3
441;High- en mediumhightechindustrie;Nederland;2003;13.5
442;High- en mediumhightechindustrie;Nederland;2004;18.8
443;High- en mediumhightechindustrie;Nederland;2005;20.5
444;High- en mediumhightechindustrie;Nederland;2006;18.9
445;High- en mediumhightechindustrie;Nederland;2007;19.3
446;High- en mediumhightechindustrie;Nederland;2008;20.2
447;High- en mediumhightechindustrie;Nederland;2009;
448;High- en mediumhightechindustrie;Nederland;2010;
449;High- en mediumhightechindustrie;Nederland;2011;
450;High- en mediumhightechindustrie;Oostenrijk;1994;
451;High- en mediumhightechindustrie;Oostenrijk;1995;3.5
452;High- en mediumhightechindustrie;Oostenrijk;1996;4.3
453;High- en mediumhightechindustrie;Oostenrijk;1997;4.3
454;High- en mediumhightechindustrie;Oostenrijk;1998;4.7
455;High- en mediumhightechindustrie;Oostenrijk;1999;9.7
456;High- en mediumhightechindustrie;Oostenrijk;2000;8.9
457;High- en mediumhightechindustrie;Oostenrijk;2001;10.0
458;High- en mediumhightechindustrie;Oostenrijk;2002;9.8
459;High- en mediumhightechindustrie;Oostenrijk;2003;11.1
460;High- en mediumhightechindustrie;Oostenrijk;2004;11.0
461;High- en mediumhightechindustrie;Oostenrijk;2005;11.8
462;High- en mediumhightechindustrie;Oostenrijk;2006;12.2
463;High- en mediumhightechindustrie;Oostenrijk;2007;12.8
464;High- en mediumhightechindustrie;Oostenrijk;2008;12.1
465;High- en mediumhightechindustrie;Oostenrijk;2009;
466;High- en mediumhightechindustrie;Oostenrijk;2010;
467;High- en mediumhightechindustrie;Oostenrijk;2011;
468;High- en mediumhightechindustrie;Polen;1994;
469;High- en mediumhightechindustrie;Polen;1995;
470;High- en mediumhightechindustrie;Polen;1996;
471;High- en mediumhightechindustrie;Polen;1997;
472;High- en mediumhightechindustrie;Polen;1998;
473;High- en mediumhightechindustrie;Polen;1999;
474;High- en mediumhightechindustrie;Polen;2000;
475;High- en mediumhightechindustrie;Polen;2001;
476;High- en mediumhightechindustrie;Polen;2002;
477;High- en mediumhightechindustrie;Polen;2003;
478;High- en mediumhightechindustrie;Polen;2004;13.5
479;High- en mediumhightechindustrie;Polen;2005;12.6
480;High- en mediumhightechindustrie;Polen;2006;13.6
481;High- en mediumhightechindustrie;Polen;2007;13.2
482;High- en mediumhightechindustrie;Polen;2008;
483;High- en mediumhightechindustrie;Polen;2009;
484;High- en mediumhightechindustrie;Polen;2010;
485;High- en mediumhightechindustrie;Polen;2011;
486;High- en mediumhightechindustrie;Spanje;1994;12.2
487;High- en mediumhightechindustrie;Spanje;1995;11.9
488;High- en mediumhightechindustrie;Spanje;1996;12.4
489;High- en mediumhightechindustrie;Spanje;1997;15.1
490;High- en mediumhightechindustrie;Spanje;1998;15.4
491;High- en mediumhightechindustrie;Spanje;1999;16.1
492;High- en mediumhightechindustrie;Spanje;2000;16.0
493;High- en mediumhightechindustrie;Spanje;2001;17.1
494;High- en mediumhightechindustrie;Spanje;2002;18.4
495;High- en mediumhightechindustrie;Spanje;2003;21.0
496;High- en mediumhightechindustrie;Spanje;2004;19.9
497;High- en mediumhightechindustrie;Spanje;2005;20.0
498;High- en mediumhightechindustrie;Spanje;2006;19.7
499;High- en mediumhightechindustrie;Spanje;2007;19.2
500;High- en mediumhightechindustrie;Spanje;2008;22.1
501;High- en mediumhightechindustrie;Spanje;2009;
502;High- en mediumhightechindustrie;Spanje;2010;
503;High- en mediumhightechindustrie;Spanje;2011;
504;High- en mediumhightechindustrie;Tsjechië;1994;
505;High- en mediumhightechindustrie;Tsjechië;1995;
506;High- en mediumhightechindustrie;Tsjechië;1996;
507;High- en mediumhightechindustrie;Tsjechië;1997;
