ID;RegioS;Perioden;BbpMarktprijzen_1;BbpPerInwoner_2;BbpVolumemutaties_3;BrutoToegevoegdeWaardeVolumemutaties_4;ToegevoegdeWaardeBrutoBasisprijzen_5;BeloningVanWerknemers_6;ArbeidsjarenTotaal_7;ArbeidsjarenWerknemers_8;ArbeidsjarenZelfstandigen_9;WerkzamePersonenTotaal_10;Werknemers_11;Zelfstandigen_12;GewerkteUrenTotaal_13;GewerkteUrenWerknemers_14;GewerkteUrenZelfstandigen_15
47;Noord-Nederland (LD);2014;58459;34019;-0.6;-0.6;52648;25248.0;612.2;491.4;120.8;803.0;646.4;156.7;1105.7;831.4;274.2
48;Noord-Nederland (LD);2015;57016;33176;-3.2;-3.5;51300;25284.0;617.3;492.0;125.3;800.8;642.5;158.3;1103.1;822.1;281.0
49;Noord-Nederland (LD);2016;55806;32439;1.3;1.1;50014;26061.0;629.9;501.6;128.3;811.5;651.5;160.0;1128.5;841.2;287.3
50;Noord-Nederland (LD);2017;57558;33420;0.8;0.8;51587;26785.0;642.4;512.3;130.1;828.3;667.1;161.2;1149.3;858.5;290.8
51;Noord-Nederland (LD);2018;59711;34654;-0.1;-0.2;53435;27899.0;654.9;522.8;132.0;838.9;677.3;161.7;1169.5;876.4;293.1
52;Noord-Nederland (LD);2019;61770;35774;0.7;0.8;55078;29271.0;668.9;535.0;133.9;856.0;693.4;162.6;1195.7;899.0;296.7
53;Noord-Nederland (LD);2020;59610;34430;-4.6;-4.8;53107;30513.0;665.5;537.1;128.4;856.9;693.6;163.3;1156.3;875.9;280.3
54;Noord-Nederland (LD);2021;66032;38003;5.2;5.6;58744;31647.0;683.8;551.8;132.0;873.9;707.8;166.1;1194.2;914.3;280.0
55;Noord-Nederland (LD);2022;76490;44022;2.6;3.0;68610;;705.8;567.3;138.5;905.7;731.0;174.7;1235.3;940.1;295.2
56;Oost-Nederland (LD);1995;56547;17725;;;51352;29227.0;1163.8;963.5;200.3;1426.6;1148.8;277.8;2117.1;1644.6;472.5
57;Oost-Nederland (LD);1996;58760;18281;2.8;2.5;53084;30173.0;1184.7;981.1;203.7;1447.5;1170.8;276.8;2171.2;1684.2;487.0
58;Oost-Nederland (LD);1997;62939;19430;4.4;4.5;56780;31725.0;1207.1;1002.0;205.1;1471.3;1196.3;275.0;2191.0;1709.0;482.0
59;Oost-Nederland (LD);1998;67300;20593;4.6;4.6;60656;34064.0;1241.0;1039.8;201.2;1505.8;1239.1;266.7;2234.2;1764.1;470.0
60;Oost-Nederland (LD);1999;71694;21733;4.9;4.7;64247;36781.0;1274.8;1076.0;198.8;1554.9;1291.0;263.9;2302.5;1828.5;474.0
61;Oost-Nederland (LD);2000;77380;23225;4.6;4.8;69475;39884.0;1298.0;1102.2;195.7;1588.3;1328.3;260.0;2333.3;1858.4;475.0
62;Oost-Nederland (LD);2001;82833;24600;3.2;3.2;73985;42456.0;1316.9;1125.0;191.9;1616.3;1359.7;256.6;2361.7;1899.4;462.3
63;Oost-Nederland (LD);2002;85845;25257;-0.4;-0.4;76810;44399.0;1316.9;1125.9;191.0;1631.0;1372.4;258.7;2354.4;1899.1;455.3
64;Oost-Nederland (LD);2003;88564;25877;1.0;1.0;79205;46127.0;1314.1;1123.9;190.2;1638.9;1379.8;259.1;2346.8;1901.2;445.6
65;Oost-Nederland (LD);2004;90990;26452;1.4;1.5;81241;46687.0;1303.9;1110.0;193.9;1619.4;1359.0;260.4;2352.1;1895.8;456.3
66;Oost-Nederland (LD);2005;94306;27307;2.0;2.0;84122;47619.0;1316.2;1114.9;201.3;1642.3;1374.4;267.9;2361.1;1889.3;471.8
67;Oost-Nederland (LD);2006;101091;29176;4.7;4.6;90030;49453.0;1345.7;1137.8;207.9;1679.7;1403.7;276.0;2407.3;1919.3;488.0
68;Oost-Nederland (LD);2007;107352;30882;3.7;3.8;95794;52544.0;1390.6;1172.6;218.0;1738.9;1453.1;285.7;2489.2;1981.0;508.1
69;Oost-Nederland (LD);2008;112085;32105;2.4;2.7;100168;55866.0;1414.5;1193.7;220.8;1765.5;1477.0;288.5;2527.1;2017.8;509.4
70;Oost-Nederland (LD);2009;109880;31318;-2.0;-1.6;98686;57018.0;1402.0;1181.2;220.8;1753.7;1467.3;286.5;2494.1;1990.8;503.3
71;Oost-Nederland (LD);2010;111159;31542;0.0;0.2;99871;56951.0;1394.9;1172.1;222.8;1794.5;1500.8;293.7;2492.7;1983.6;509.2
72;Oost-Nederland (LD);2011;114605;32397;3.1;3.4;103256;58684.0;1410.0;1180.9;229.1;1818.2;1519.3;298.9;2523.0;2007.6;515.4
73;Oost-Nederland (LD);2012;112862;31803;-2.5;-2.3;102033;59232.0;1397.8;1165.3;232.5;1814.1;1509.9;304.2;2499.4;1979.5;519.9
74;Oost-Nederland (LD);2013;113557;31930;-0.8;-0.4;102424;58944.0;1376.5;1140.1;236.4;1783.6;1476.5;307.2;2462.5;1938.1;524.4
75;Oost-Nederland (LD);2014;116303;32631;2.1;2.1;104744;59333.0;1367.7;1128.3;239.4;1772.2;1461.3;310.9;2471.2;1936.9;534.3
76;Oost-Nederland (LD);2015;118870;33238;1.4;1.2;106953;59440.0;1379.6;1133.4;246.2;1771.6;1457.6;314.0;2471.4;1922.7;548.7
77;Oost-Nederland (LD);2016;123209;34286;2.2;1.9;110422;61465.0;1412.1;1158.3;253.8;1800.0;1481.2;318.8;2533.5;1969.1;564.4
78;Oost-Nederland (LD);2017;128940;35684;3.1;3.1;115563;63741.0;1447.2;1187.1;260.1;1845.3;1521.4;323.9;2593.6;2017.2;576.4
79;Oost-Nederland (LD);2018;135533;37295;2.4;2.4;121287;66768.0;1488.1;1222.3;265.8;1888.2;1561.5;326.7;2666.4;2081.6;584.9
80;Oost-Nederland (LD);2019;142345;38912;1.7;1.7;126922;69835.0;1524.9;1250.9;274.0;1931.9;1598.6;333.3;2735.7;2134.9;600.8
81;Oost-Nederland (LD);2020;141736;38501;-2.9;-3.1;126273;72501.0;1511.2;1248.2;263.0;1923.9;1588.4;335.5;2631.5;2062.9;568.6
82;Oost-Nederland (LD);2021;154175;41621;6.5;6.9;137158;75589.0;1554.4;1283.9;270.5;1962.8;1621.5;341.3;2728.9;2161.1;567.8
83;Oost-Nederland (LD);2022;165891;44784;3.9;4.3;148802;;1607.4;1323.0;284.4;2036.1;1676.5;359.6;2827.6;2227.5;600.0
84;West-Nederland (LD);1995;175115;24225;;;159028;88562.0;2923.0;2500.8;422.1;3585.9;2992.3;593.5;5277.9;4278.4;999.4
85;West-Nederland (LD);1996;182593;25174;3.3;3.0;164955;92251.0;3004.7;2565.4;439.4;3677.5;3070.2;607.3;5470.3;4412.4;1057.9
86;West-Nederland (LD);1997;195839;26881;4.6;4.7;176674;97718.0;3107.0;2656.0;451.0;3811.0;3187.0;624.0;5604.4;4540.0;1064.4
87;West-Nederland (LD);1998;210880;28779;5.4;5.4;190059;104912.0;3200.0;2757.4;442.6;3905.4;3298.3;607.1;5735.9;4690.0;1046.0
88;West-Nederland (LD);1999;224423;30436;4.9;4.6;201112;113047.0;3283.5;2843.3;440.2;4018.5;3418.4;600.1;5898.7;4846.8;1051.9
89;West-Nederland (LD);2000;240615;32419;4.3;4.5;216035;122361.0;3335.4;2908.1;427.2;4091.8;3509.6;582.2;5946.3;4917.9;1028.3
90;West-Nederland (LD);2001;255575;34194;2.0;2.0;228275;128690.0;3406.0;2979.7;426.3;4202.0;3613.8;588.2;6056.2;5042.4;1013.8
91;West-Nederland (LD);2002;268201;35655;0.8;0.8;239974;135246.0;3393.6;2974.2;419.4;4221.3;3636.0;585.3;6012.9;5027.4;985.5
92;West-Nederland (LD);2003;273839;36212;-0.1;-0.1;244899;138101.0;3339.2;2923.3;416.0;4176.2;3597.6;578.6;5920.4;4954.9;965.6
93;West-Nederland (LD);2004;282911;37251;2.0;2.1;252600;140048.0;3310.0;2881.0;429.0;4121.4;3533.0;588.4;5929.3;4932.3;997.0
94;West-Nederland (LD);2005;294373;38646;2.4;2.4;262584;142524.0;3317.1;2877.4;439.6;4146.0;3551.5;594.4;5906.3;4889.6;1016.7
95;West-Nederland (LD);2006;310184;40640;3.4;3.3;276244;146929.0;3396.4;2933.8;462.6;4243.0;3622.7;620.3;6035.2;4960.0;1075.2
96;West-Nederland (LD);2007;329702;43074;4.3;4.4;294204;155473.0;3487.3;2999.8;487.5;4361.6;3717.2;644.4;6202.1;5078.2;1123.9
97;West-Nederland (LD);2008;342612;44526;2.1;2.4;306185;163993.0;3549.1;3055.2;494.0;4431.9;3782.6;649.3;6302.9;5178.8;1124.1
98;West-Nederland (LD);2009;332879;42961;-4.1;-3.7;298966;166629.0;3525.9;3026.0;499.9;4414.1;3761.4;652.7;6245.0;5122.8;1122.2
99;West-Nederland (LD);2010;340713;43661;1.2;1.3;306114;166279.0;3490.6;2983.8;506.8;4261.0;3627.4;633.5;6150.2;5018.3;1131.9
100;West-Nederland (LD);2011;342508;43601;0.7;1.0;308589;169712.0;3500.7;2975.3;525.4;4287.4;3634.6;652.8;6190.5;5033.7;1156.8
101;West-Nederland (LD);2012;345089;43695;-0.5;-0.3;311979;172377.0;3486.6;2954.4;532.3;4283.3;3614.5;668.8;6144.6;4972.9;1171.6
102;West-Nederland (LD);2013;349777;44088;0.0;0.4;315483;173453.0;3450.2;2913.8;536.4;4254.0;3580.7;673.3;6123.3;4945.7;1177.6
103;West-Nederland (LD);2014;357666;44823;1.6;1.6;322117;175612.0;3458.0;2904.2;553.9;4255.2;3559.6;695.6;6175.8;4955.1;1220.7
104;West-Nederland (LD);2015;370187;46077;2.7;2.5;333076;177093.0;3509.7;2936.4;573.3;4322.1;3619.2;702.9;6271.1;5012.0;1259.1
105;West-Nederland (LD);2016;381487;47133;2.2;2.0;341895;182299.0;3576.4;2984.0;592.4;4394.2;3675.1;719.2;6415.6;5117.5;1298.0
106;West-Nederland (LD);2017;396401;48591;3.0;3.0;355276;188627.0;3665.8;3056.5;609.3;4493.4;3759.5;733.9;6558.7;5229.8;1328.9
107;West-Nederland (LD);2018;416666;50682;2.9;2.9;372870;198122.0;3791.3;3160.4;630.9;4645.9;3884.9;761.0;6756.7;5387.3;1369.4
108;West-Nederland (LD);2019;439779;53053;2.4;2.5;392129;209081.0;3892.3;3235.4;656.9;4757.7;3971.4;786.3;6947.2;5528.0;1419.2
109;West-Nederland (LD);2020;428255;51326;-4.4;-4.6;381532;216483.0;3851.2;3222.0;629.3;4746.4;3945.3;801.0;6667.8;5327.1;1340.7
110;West-Nederland (LD);2021;464888;55405;5.9;6.3;413576;225603.0;3940.7;3292.3;648.4;4838.0;4022.2;815.8;6876.0;5537.3;1338.7
111;West-Nederland (LD);2022;510716;60867;4.9;5.4;458104;;4092.7;3407.3;685.4;5036.6;4173.2;863.4;7168.3;5744.2;1424.1
112;Zuid-Nederland (LD);1995;66717;19535;;;60588;33877.0;1272.2;1067.0;205.2;1546.7;1265.1;281.6;2311.6;1826.4;485.2
113;Zuid-Nederland (LD);1996;69847;20351;3.7;3.4;63100;35256.0;1298.2;1092.3;205.9;1575.1;1296.6;278.4;2377.3;1881.6;495.7
114;Zuid-Nederland (LD);1997;75269;21825;5.1;5.2;67903;37209.0;1345.8;1131.2;214.6;1633.8;1345.8;288.0;2441.7;1936.0;505.7
115;Zuid-Nederland (LD);1998;79905;23047;3.8;3.7;72015;39819.0;1387.2;1175.8;211.4;1676.2;1396.7;279.6;2501.2;2003.3;498.0
116;Zuid-Nederland (LD);1999;86072;24683;6.4;6.1;77132;42845.0;1420.2;1213.1;207.0;1723.1;1449.4;273.7;2566.0;2070.6;495.3
117;Zuid-Nederland (LD);2000;92670;26421;4.7;4.9;83204;46355.0;1443.7;1239.6;204.1;1757.3;1487.7;269.6;2593.3;2099.9;493.4
118;Zuid-Nederland (LD);2001;98099;27821;2.3;2.3;87620;48790.0;1461.2;1258.2;202.9;1786.5;1516.6;269.8;2620.5;2133.6;486.9
119;Zuid-Nederland (LD);2002;100833;28498;-0.9;-1.0;90221;51185.0;1456.5;1255.2;201.4;1797.5;1525.9;271.5;2604.2;2125.7;478.5
120;Zuid-Nederland (LD);2003;102729;28985;-0.1;-0.1;91872;52706.0;1439.8;1241.5;198.4;1788.6;1520.5;268.1;2572.5;2108.5;464.0
121;Zuid-Nederland (LD);2004;106589;30049;2.6;2.6;95169;53613.0;1433.1;1229.9;203.2;1774.2;1501.8;272.4;2586.4;2110.0;476.5
122;Zuid-Nederland (LD);2005;110427;31124;2.1;2.1;98502;54175.0;1428.0;1222.0;206.0;1775.0;1501.8;273.1;2561.1;2080.0;481.2
123;Zuid-Nederland (LD);2006;116839;32937;3.5;3.4;104054;56287.0;1462.3;1246.9;215.4;1817.1;1533.4;283.8;2617.0;2112.3;504.6
124;Zuid-Nederland (LD);2007;123391;34781;3.2;3.3;110106;59327.0;1505.1;1279.8;225.3;1873.3;1579.9;293.4;2695.1;2171.6;523.5
125;Zuid-Nederland (LD);2008;127834;35981;1.9;2.2;114242;63307.0;1535.2;1307.4;227.8;1908.9;1613.2;295.7;2742.7;2219.9;522.8
126;Zuid-Nederland (LD);2009;123150;34573;-3.7;-3.4;110604;63856.0;1506.2;1278.7;227.5;1880.0;1585.8;294.1;2678.4;2163.2;515.2
127;Zuid-Nederland (LD);2010;126967;35547;2.2;2.4;114074;64016.0;1508.3;1277.5;230.8;1904.4;1603.4;301.1;2694.0;2173.4;520.5
128;Zuid-Nederland (LD);2011;130754;36505;3.1;3.4;117805;65992.0;1521.6;1284.4;237.2;1926.3;1621.8;304.5;2728.1;2204.2;523.9
129;Zuid-Nederland (LD);2012;130869;36455;-0.8;-0.6;118312;66950.0;1510.3;1272.6;237.8;1919.0;1609.4;309.6;2700.3;2173.5;526.7
130;Zuid-Nederland (LD);2013;131912;36682;-0.6;-0.2;118979;67090.0;1492.4;1252.9;239.5;1890.9;1580.4;310.6;2667.3;2139.6;527.6
131;Zuid-Nederland (LD);2014;134951;37455;1.9;1.9;121538;67718.0;1485.1;1243.2;241.9;1889.6;1575.7;313.9;2679.5;2142.7;536.8
132;Zuid-Nederland (LD);2015;140607;38940;3.4;3.1;126511;68188.0;1505.0;1255.1;249.9;1910.0;1593.0;317.1;2708.0;2156.2;551.8
133;Zuid-Nederland (LD);2016;145669;40212;2.5;2.3;130551;70508.0;1538.2;1282.7;255.5;1936.0;1616.1;319.9;2773.9;2210.3;563.6
134;Zuid-Nederland (LD);2017;153027;42066;3.6;3.7;137151;73414.0;1582.0;1321.7;260.3;1986.9;1664.3;322.7;2850.0;2278.2;571.7
135;Zuid-Nederland (LD);2018;159838;43753;2.1;2.0;143037;76794.0;1624.5;1360.6;264.0;2031.7;1708.0;323.7;2913.5;2336.9;576.6
136;Zuid-Nederland (LD);2019;167383;45602;1.6;1.6;149247;80465.0;1662.1;1390.9;271.2;2075.0;1745.1;329.9;2984.7;2394.6;590.2
137;Zuid-Nederland (LD);2020;166075;45068;-2.9;-3.1;147956;83026.0;1639.6;1380.8;258.8;2054.5;1722.8;331.7;2849.8;2295.1;554.7
138;Zuid-Nederland (LD);2021;182741;49383;7.1;7.5;162571;86289.0;1677.7;1411.3;266.3;2095.7;1758.2;337.5;2948.0;2394.1;553.9
139;Zuid-Nederland (LD);2022;197420;53350;4.0;4.5;177082;;1736.0;1455.6;280.4;2176.1;1820.1;355.9;3057.2;2470.8;586.4
140;Extra-Regio (LD);1995;1759;0;;;1598;150.0;3.2;3.2;0.0;3.3;3.3;0.0;5.4;5.4;0.0
141;Extra-Regio (LD);1996;2058;0;12.0;11.7;1860;142.0;3.0;3.0;0.0;3.2;3.2;0.0;5.1;5.1;0.0
142;Extra-Regio (LD);1997;2014;0;-8.9;-8.8;1817;142.0;2.9;2.9;0.0;2.9;2.9;0.0;4.8;4.8;0.0
143;Extra-Regio (LD);1998;1872;0;-2.8;-2.8;1687;148.0;2.9;2.9;0.0;2.9;2.9;0.0;4.7;4.7;0.0
144;Extra-Regio (LD);1999;1676;0;-4.1;-4.4;1502;148.0;2.8;2.8;0.0;3.0;3.0;0.0;4.8;4.8;0.0
145;Extra-Regio (LD);2000;2248;0;-5.6;-5.4;2018;157.0;2.8;2.8;0.0;2.9;2.9;0.0;4.6;4.6;0.0
146;Extra-Regio (LD);2001;2775;0;3.0;3.0;2478;158.0;2.8;2.8;0.0;2.9;2.9;0.0;4.6;4.6;0.0
147;Extra-Regio (LD);2002;2584;0;1.0;1.0;2312;160.0;2.8;2.8;0.0;3.0;3.0;0.0;4.7;4.7;0.0
148;Extra-Regio (LD);2003;2701;0;-0.7;-0.7;2416;172.0;2.8;2.8;0.0;2.9;2.9;0.0;4.8;4.8;0.0
149;Extra-Regio (LD);2004;2865;0;8.0;8.1;2558;179.0;2.9;2.9;0.0;3.0;3.0;0.0;4.7;4.7;0.0
150;Extra-Regio (LD);2005;3188;0;-12.0;-11.9;2844;186.0;2.9;2.9;0.0;3.1;3.1;0.0;4.8;4.8;0.0
151;Extra-Regio (LD);2006;3930;0;-1.6;-1.7;3500;218.0;3.1;3.1;0.0;3.2;3.2;0.0;5.0;5.0;0.0
152;Extra-Regio (LD);2007;3807;0;-2.9;-2.8;3397;229.0;3.1;3.1;0.0;3.3;3.3;0.0;5.2;5.2;0.0
153;Extra-Regio (LD);2008;5134;0;8.6;8.9;4589;234.0;3.1;3.1;0.0;3.3;3.3;0.0;5.2;5.2;0.0
154;Extra-Regio (LD);2009;3841;0;-8.2;-7.8;3449;241.0;3.2;3.2;0.0;3.3;3.3;0.0;5.3;5.3;0.0
155;Extra-Regio (LD);2010;4143;0;13.4;13.6;3722;243.0;3.2;3.2;0.0;3.1;3.1;0.0;4.9;4.9;0.0
156;Extra-Regio (LD);2011;4473;0;-6.3;-6.0;4030;247.0;3.1;3.1;0.0;3.1;3.1;0.0;4.9;4.9;0.0
157;Extra-Regio (LD);2012;5022;0;-1.0;-0.7;4540;246.0;2.9;2.9;0.0;3.1;3.1;0.0;4.8;4.8;0.0
158;Extra-Regio (LD);2013;5272;0;7.6;8.0;4755;255.0;3.0;3.0;0.0;3.1;3.1;0.0;4.8;4.8;0.0
159;Extra-Regio (LD);2014;4181;0;-11.4;-11.4;3766;256.0;3.0;3.0;0.0;3.0;3.0;0.0;4.8;4.8;0.0
160;Extra-Regio (LD);2015;3330;0;-21.0;-21.2;2996;262.0;3.0;3.0;0.0;3.1;3.1;0.0;5.0;5.0;0.0
161;Extra-Regio (LD);2016;2166;0;-0.9;-1.1;1941;253.0;2.8;2.8;0.0;1.5;1.5;0.0;2.3;2.3;0.0
162;Extra-Regio (LD);2017;2219;0;-8.1;-8.1;1989;251.0;3.0;3.0;0.0;3.1;3.1;0.0;4.9;4.9;0.0
163;Extra-Regio (LD);2018;2237;0;-13.2;-13.2;2002;257.0;2.7;2.7;0.0;2.8;2.8;0.0;4.4;4.4;0.0
164;Extra-Regio (LD);2019;1777;0;-9.8;-9.8;1584;217.0;2.5;2.5;0.0;2.6;2.6;0.0;3.8;3.8;0.0
165;Extra-Regio (LD);2020;854;0;-18.5;-18.6;761;212.0;2.1;2.1;0.0;2.1;2.1;0.0;3.5;3.5;0.0
166;Extra-Regio (LD);2021;2752;0;-17.2;-16.9;2448;217.0;2.2;2.2;0.0;2.3;2.3;0.0;3.7;3.7;0.0
167;Extra-Regio (LD);2022;8033;0;-8.0;-7.5;7205;;2.2;2.2;0.0;2.4;2.4;0.0;3.7;3.7;0.0
168;Groningen (PV);1995;12795;22928;;;11620;5197.0;210.0;170.3;39.8;260.3;202.4;57.9;383.5;290.1;93.4
169;Groningen (PV);1996;13950;24995;6.7;6.4;12602;5317.0;209.9;171.1;38.8;258.4;203.5;54.9;385.7;293.0;92.7
170;Groningen (PV);1997;14679;26305;1.2;1.3;13242;5570.0;214.8;176.3;38.5;265.4;210.1;55.3;389.6;299.7;90.0
171;Groningen (PV);1998;14861;26585;0.6;0.6;13393;5862.0;217.2;179.3;37.9;265.6;213.1;52.4;391.4;302.8;88.6
172;Groningen (PV);1999;15158;27004;2.4;2.1;13583;6263.0;219.0;182.4;36.5;268.7;218.3;50.3;395.4;308.8;86.7
