ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
1916;Rozenburg;Eenpersoonshuishouden;1.6;1.5;10.0;8.0
1917;Rozenburg;Paar zonder kinderen;1.9;1.9;;
1918;Rozenburg;Paar met kinderen;1.7;1.6;;
1919;Rozenburg;Eenoudergezin;0.2;0.2;;
1920;Rijnsburg;Totaal particulier huishouden;5.3;5.2;5.0;5.0
1921;Rijnsburg;Eenpersoonshuishouden;1.1;1.1;6.0;8.0
1922;Rijnsburg;Paar zonder kinderen;1.5;1.5;;
1923;Rijnsburg;Paar met kinderen;2.3;2.3;5.0;3.0
1924;Rijnsburg;Eenoudergezin;0.2;0.2;;
1925;Rijswijk (ZH.);Totaal particulier huishouden;22.8;22.0;7.0;7.0
1926;Rijswijk (ZH.);Eenpersoonshuishouden;9.2;8.9;7.0;7.0
1927;Rijswijk (ZH.);Paar zonder kinderen;7.0;6.8;3.0;3.0
1928;Rijswijk (ZH.);Paar met kinderen;4.5;4.4;6.0;4.0
1929;Rijswijk (ZH.);Eenoudergezin;1.5;1.4;22.0;26.0
1930;Sassenheim;Totaal particulier huishouden;6.0;5.8;4.0;4.0
1931;Sassenheim;Eenpersoonshuishouden;1.7;1.6;5.0;
1932;Sassenheim;Paar zonder kinderen;1.9;1.8;;
1933;Sassenheim;Paar met kinderen;2.0;1.9;4.0;
1934;Sassenheim;Eenoudergezin;0.3;0.3;;
1935;Schiedam;Totaal particulier huishouden;33.6;32.0;11.0;11.0
1936;Schiedam;Eenpersoonshuishouden;12.1;11.5;15.0;15.0
1937;Schiedam;Paar zonder kinderen;9.4;9.2;4.0;4.0
1938;Schiedam;Paar met kinderen;8.3;7.9;10.0;7.0
1939;Schiedam;Eenoudergezin;2.5;2.2;24.0;29.0
1940;Schoonhoven;Totaal particulier huishouden;4.9;4.8;6.0;6.0
1941;Schoonhoven;Eenpersoonshuishouden;1.4;1.3;9.0;9.0
1942;Schoonhoven;Paar zonder kinderen;1.6;1.6;;
1943;Schoonhoven;Paar met kinderen;1.6;1.5;7.0;
1944;Schoonhoven;Eenoudergezin;0.2;0.2;;
1945;Sliedrecht;Totaal particulier huishouden;9.5;9.3;6.0;5.0
1946;Sliedrecht;Eenpersoonshuishouden;2.9;2.8;11.0;11.0
1947;Sliedrecht;Paar zonder kinderen;2.9;2.9;;
1948;Sliedrecht;Paar met kinderen;3.0;3.0;4.0;
1949;Sliedrecht;Eenoudergezin;0.4;0.4;21.0;23.0
1950;Cromstrijen;Totaal particulier huishouden;5.2;5.1;5.0;5.0
1951;Cromstrijen;Eenpersoonshuishouden;1.2;1.1;8.0;7.0
1952;Cromstrijen;Paar zonder kinderen;1.9;1.8;;
1953;Cromstrijen;Paar met kinderen;1.9;1.8;5.0;
1954;Cromstrijen;Eenoudergezin;0.2;0.2;;
1955;Spijkenisse;Totaal particulier huishouden;31.0;30.0;7.0;7.0
1956;Spijkenisse;Eenpersoonshuishouden;8.4;8.0;12.0;12.0
1957;Spijkenisse;Paar zonder kinderen;9.3;9.1;2.0;2.0
1958;Spijkenisse;Paar met kinderen;10.1;9.8;4.0;3.0
1959;Spijkenisse;Eenoudergezin;2.3;2.2;21.0;26.0
1960;Albrandswaard;Totaal particulier huishouden;7.6;7.4;5.0;5.0
1961;Albrandswaard;Eenpersoonshuishouden;1.7;1.6;7.0;8.0
1962;Albrandswaard;Paar zonder kinderen;2.5;2.5;;
1963;Albrandswaard;Paar met kinderen;2.8;2.8;4.0;4.0
1964;Albrandswaard;Eenoudergezin;0.3;0.3;27.0;31.0
1965;Westvoorne;Totaal particulier huishouden;5.8;5.7;6.0;6.0
1966;Westvoorne;Eenpersoonshuishouden;1.4;1.4;9.0;12.0
1967;Westvoorne;Paar zonder kinderen;2.1;2.1;;
1968;Westvoorne;Paar met kinderen;1.9;1.8;5.0;
1969;Westvoorne;Eenoudergezin;0.2;0.2;;
1970;Strijen;Totaal particulier huishouden;3.7;3.6;3.0;3.0
1971;Strijen;Eenpersoonshuishouden;0.9;0.9;;
1972;Strijen;Paar zonder kinderen;1.2;1.2;0.0;0.0
1973;Strijen;Paar met kinderen;1.3;1.3;;
1974;Strijen;Eenoudergezin;0.1;0.1;;
1975;Valkenburg (ZH.);Totaal particulier huishouden;1.4;1.4;6.0;6.0
1976;Valkenburg (ZH.);Eenpersoonshuishouden;0.3;0.3;;
1977;Valkenburg (ZH.);Paar zonder kinderen;0.4;0.4;;
1978;Valkenburg (ZH.);Paar met kinderen;0.6;0.6;;
1979;Valkenburg (ZH.);Eenoudergezin;;;;
1980;Vianen;Totaal particulier huishouden;7.7;7.4;6.0;6.0
1981;Vianen;Eenpersoonshuishouden;1.8;1.7;10.0;11.0
1982;Vianen;Paar zonder kinderen;2.5;2.4;;3.0
1983;Vianen;Paar met kinderen;2.8;2.7;4.0;
1984;Vianen;Eenoudergezin;0.4;0.4;18.0;22.0
1985;Vlaardingen;Totaal particulier huishouden;33.5;32.2;9.0;9.0
1986;Vlaardingen;Eenpersoonshuishouden;12.2;11.6;12.0;12.0
1987;Vlaardingen;Paar zonder kinderen;10.0;9.8;3.0;3.0
1988;Vlaardingen;Paar met kinderen;8.3;8.0;7.0;4.0
1989;Vlaardingen;Eenoudergezin;2.2;2.0;26.0;29.0
1990;Vlist;Totaal particulier huishouden;3.6;3.5;5.0;4.0
1991;Vlist;Eenpersoonshuishouden;0.8;0.8;;
1992;Vlist;Paar zonder kinderen;1.2;1.1;;
1993;Vlist;Paar met kinderen;1.4;1.3;;
1994;Vlist;Eenoudergezin;0.1;0.1;;
1995;Voorhout;Totaal particulier huishouden;5.3;5.1;5.0;4.0
1996;Voorhout;Eenpersoonshuishouden;1.0;1.0;7.0;
1997;Voorhout;Paar zonder kinderen;1.5;1.5;;
1998;Voorhout;Paar met kinderen;2.4;2.3;4.0;3.0
1999;Voorhout;Eenoudergezin;0.2;0.2;;
2000;Voorschoten;Totaal particulier huishouden;9.3;9.0;5.0;5.0
2001;Voorschoten;Eenpersoonshuishouden;2.8;2.6;7.0;8.0
2002;Voorschoten;Paar zonder kinderen;2.9;2.8;;
2003;Voorschoten;Paar met kinderen;2.9;2.8;4.0;3.0
2004;Voorschoten;Eenoudergezin;0.5;0.4;;20.0
2005;Waddinxveen;Totaal particulier huishouden;10.2;10.0;4.0;4.0
2006;Waddinxveen;Eenpersoonshuishouden;2.5;2.5;6.0;6.0
2007;Waddinxveen;Paar zonder kinderen;3.3;3.2;;
2008;Waddinxveen;Paar met kinderen;3.7;3.6;4.0;3.0
2009;Waddinxveen;Eenoudergezin;0.5;0.5;17.0;17.0
2010;Warmond;Totaal particulier huishouden;1.9;1.9;6.0;6.0
2011;Warmond;Eenpersoonshuishouden;0.6;0.6;;
2012;Warmond;Paar zonder kinderen;0.6;0.6;;
2013;Warmond;Paar met kinderen;0.6;0.6;;
2014;Warmond;Eenoudergezin;0.1;0.1;;
2015;Wassenaar;Totaal particulier huishouden;10.6;10.3;7.0;7.0
2016;Wassenaar;Eenpersoonshuishouden;3.5;3.4;10.0;10.0
2017;Wassenaar;Paar zonder kinderen;3.3;3.2;3.0;3.0
2018;Wassenaar;Paar met kinderen;2.8;2.7;6.0;5.0
2019;Wassenaar;Eenoudergezin;0.6;0.5;22.0;21.0
2020;Woerden;Totaal particulier huishouden;18.5;18.0;5.0;5.0
2021;Woerden;Eenpersoonshuishouden;4.8;4.6;7.0;7.0
2022;Woerden;Paar zonder kinderen;5.7;5.6;3.0;3.0
2023;Woerden;Paar met kinderen;6.6;6.5;5.0;3.0
2024;Woerden;Eenoudergezin;0.9;0.9;14.0;16.0
2025;Zoetermeer;Totaal particulier huishouden;46.7;45.3;7.0;7.0
2026;Zoetermeer;Eenpersoonshuishouden;13.4;12.8;10.0;10.0
2027;Zoetermeer;Paar zonder kinderen;13.1;12.8;2.0;3.0
2028;Zoetermeer;Paar met kinderen;15.0;14.7;5.0;3.0
2029;Zoetermeer;Eenoudergezin;3.9;3.7;18.0;22.0
2030;Zoeterwoude;Totaal particulier huishouden;3.0;2.9;5.0;4.0
2031;Zoeterwoude;Eenpersoonshuishouden;0.6;0.6;;
2032;Zoeterwoude;Paar zonder kinderen;1.0;0.9;;
2033;Zoeterwoude;Paar met kinderen;1.2;1.2;;
2034;Zoeterwoude;Eenoudergezin;0.1;0.1;;
2035;Zwijndrecht;Totaal particulier huishouden;19.0;18.4;7.0;6.0
2036;Zwijndrecht;Eenpersoonshuishouden;5.5;5.4;11.0;11.0
2037;Zwijndrecht;Paar zonder kinderen;6.0;5.9;2.0;2.0
2038;Zwijndrecht;Paar met kinderen;5.8;5.6;5.0;3.0
2039;Zwijndrecht;Eenoudergezin;1.1;1.1;16.0;18.0
2040;Nederlek;Totaal particulier huishouden;5.8;5.7;5.0;5.0
2041;Nederlek;Eenpersoonshuishouden;1.4;1.4;8.0;9.0
2042;Nederlek;Paar zonder kinderen;1.9;1.9;;
2043;Nederlek;Paar met kinderen;2.1;2.1;4.0;4.0
2044;Nederlek;Eenoudergezin;0.2;0.2;;
2045;Ouderkerk;Totaal particulier huishouden;3.0;2.9;6.0;5.0
2046;Ouderkerk;Eenpersoonshuishouden;0.7;0.6;12.0;
2047;Ouderkerk;Paar zonder kinderen;0.9;0.8;;
2048;Ouderkerk;Paar met kinderen;1.2;1.2;;
2049;Ouderkerk;Eenoudergezin;0.1;0.1;;
2050;Jacobswoude;Totaal particulier huishouden;4.1;3.9;6.0;6.0
2051;Jacobswoude;Eenpersoonshuishouden;0.8;0.8;10.0;10.0
2052;Jacobswoude;Paar zonder kinderen;1.3;1.3;;
2053;Jacobswoude;Paar met kinderen;1.6;1.5;;
2054;Jacobswoude;Eenoudergezin;0.2;0.2;;
2055;Gaasterlân-Sleat;Totaal particulier huishouden;4.0;3.9;7.0;6.0
2056;Gaasterlân-Sleat;Eenpersoonshuishouden;1.0;1.0;8.0;8.0
2057;Gaasterlân-Sleat;Paar zonder kinderen;1.4;1.3;;
2058;Gaasterlân-Sleat;Paar met kinderen;1.4;1.3;8.0;7.0
2059;Gaasterlân-Sleat;Eenoudergezin;0.2;0.2;;
2060;Borsele;Totaal particulier huishouden;8.7;8.5;6.0;6.0
2061;Borsele;Eenpersoonshuishouden;2.1;2.1;9.0;9.0
2062;Borsele;Paar zonder kinderen;2.8;2.8;3.0;4.0
2063;Borsele;Paar met kinderen;3.1;3.0;6.0;4.0
2064;Borsele;Eenoudergezin;0.4;0.4;;
2065;Goes;Totaal particulier huishouden;15.5;15.0;7.0;7.0
2066;Goes;Eenpersoonshuishouden;5.0;4.8;12.0;12.0
2067;Goes;Paar zonder kinderen;5.0;5.0;2.0;2.0
2068;Goes;Paar met kinderen;4.3;4.2;5.0;3.0
2069;Goes;Eenoudergezin;0.7;0.7;20.0;25.0
2070;West Maas en Waal;Totaal particulier huishouden;6.9;6.8;7.0;7.0
2071;West Maas en Waal;Eenpersoonshuishouden;1.5;1.5;9.0;11.0
2072;West Maas en Waal;Paar zonder kinderen;2.3;2.2;5.0;5.0
2073;West Maas en Waal;Paar met kinderen;2.6;2.6;5.0;4.0
2074;West Maas en Waal;Eenoudergezin;0.3;0.3;;
2075;Hulst;Totaal particulier huishouden;11.7;10.9;6.0;6.0
2076;Hulst;Eenpersoonshuishouden;3.2;2.9;10.0;10.0
2077;Hulst;Paar zonder kinderen;4.1;3.9;3.0;3.0
2078;Hulst;Paar met kinderen;3.6;3.3;4.0;3.0
2079;Hulst;Eenoudergezin;0.5;0.4;17.0;17.0
2080;Kapelle;Totaal particulier huishouden;4.3;4.2;5.0;4.0
2081;Kapelle;Eenpersoonshuishouden;0.9;0.9;9.0;
2082;Kapelle;Paar zonder kinderen;1.5;1.5;;
2083;Kapelle;Paar met kinderen;1.6;1.6;;
2084;Kapelle;Eenoudergezin;0.2;0.2;;
2085;Wymbritseradiel;Totaal particulier huishouden;6.2;6.0;7.0;6.0
2086;Wymbritseradiel;Eenpersoonshuishouden;1.4;1.4;9.0;10.0
2087;Wymbritseradiel;Paar zonder kinderen;2.0;1.9;4.0;4.0
2088;Wymbritseradiel;Paar met kinderen;2.4;2.4;7.0;4.0
2089;Wymbritseradiel;Eenoudergezin;0.3;0.3;;
2090;Middelburg (Z.);Totaal particulier huishouden;20.0;19.3;8.0;7.0
2091;Middelburg (Z.);Eenpersoonshuishouden;6.9;6.6;14.0;12.0
2092;Middelburg (Z.);Paar zonder kinderen;6.1;5.9;2.0;2.0
2093;Middelburg (Z.);Paar met kinderen;5.6;5.4;6.0;4.0
2094;Middelburg (Z.);Eenoudergezin;1.1;1.0;23.0;26.0
2095;Giessenlanden;Totaal particulier huishouden;5.3;5.2;5.0;4.0
2096;Giessenlanden;Eenpersoonshuishouden;1.1;1.1;9.0;7.0
2097;Giessenlanden;Paar zonder kinderen;1.8;1.8;;
2098;Giessenlanden;Paar met kinderen;2.1;2.1;4.0;
2099;Giessenlanden;Eenoudergezin;0.2;0.2;;
2100;Graafstroom;Totaal particulier huishouden;3.2;3.1;6.0;5.0
2101;Graafstroom;Eenpersoonshuishouden;0.6;0.6;;
2102;Graafstroom;Paar zonder kinderen;1.0;0.9;;
2103;Graafstroom;Paar met kinderen;1.4;1.4;6.0;
2104;Graafstroom;Eenoudergezin;0.1;0.1;;
2105;Liesveld;Totaal particulier huishouden;3.4;3.3;5.0;5.0
2106;Liesveld;Eenpersoonshuishouden;0.7;0.7;;
2107;Liesveld;Paar zonder kinderen;1.0;1.0;;
2108;Liesveld;Paar met kinderen;1.5;1.4;7.0;6.0
2109;Liesveld;Eenoudergezin;0.1;0.1;;
2110;Reimerswaal;Totaal particulier huishouden;8.0;7.7;6.0;5.0
2111;Reimerswaal;Eenpersoonshuishouden;2.1;2.0;8.0;8.0
2112;Reimerswaal;Paar zonder kinderen;2.5;2.4;;
2113;Reimerswaal;Paar met kinderen;2.9;2.8;7.0;4.0
2114;Reimerswaal;Eenoudergezin;0.3;0.3;;
2115;Zederik;Totaal particulier huishouden;4.8;4.7;5.0;5.0
2116;Zederik;Eenpersoonshuishouden;1.0;1.0;7.0;8.0
2117;Zederik;Paar zonder kinderen;1.5;1.5;;
2118;Zederik;Paar met kinderen;2.0;1.9;5.0;4.0
2119;Zederik;Eenoudergezin;0.2;0.2;;
2120;Wûnseradiel;Totaal particulier huishouden;4.6;4.5;9.0;9.0
2121;Wûnseradiel;Eenpersoonshuishouden;1.2;1.2;9.0;9.0
2122;Wûnseradiel;Paar zonder kinderen;1.5;1.4;6.0;6.0
2123;Wûnseradiel;Paar met kinderen;1.7;1.6;11.0;9.0
2124;Wûnseradiel;Eenoudergezin;0.2;0.2;;
2125;Terneuzen;Totaal particulier huishouden;23.7;22.6;7.0;7.0
2126;Terneuzen;Eenpersoonshuishouden;7.0;6.6;12.0;12.0
2127;Terneuzen;Paar zonder kinderen;8.1;7.8;3.0;3.0
2128;Terneuzen;Paar met kinderen;6.6;6.3;5.0;3.0
2129;Terneuzen;Eenoudergezin;1.3;1.2;25.0;28.0
2130;Tholen;Totaal particulier huishouden;9.2;8.9;6.0;5.0
2131;Tholen;Eenpersoonshuishouden;2.3;2.2;8.0;6.0
2132;Tholen;Paar zonder kinderen;2.9;2.8;3.0;4.0
2133;Tholen;Paar met kinderen;3.4;3.3;6.0;4.0
2134;Tholen;Eenoudergezin;0.4;0.4;;21.0
2135;Veere;Totaal particulier huishouden;8.6;8.3;7.0;7.0
2136;Veere;Eenpersoonshuishouden;2.2;2.1;10.0;9.0
2137;Veere;Paar zonder kinderen;3.0;3.0;5.0;5.0
2138;Veere;Paar met kinderen;2.9;2.9;7.0;4.0
2139;Veere;Eenoudergezin;0.3;0.3;;
2140;Vlissingen;Totaal particulier huishouden;20.1;19.1;9.0;9.0
2141;Vlissingen;Eenpersoonshuishouden;7.1;6.6;15.0;14.0
2142;Vlissingen;Paar zonder kinderen;6.4;6.2;3.0;3.0
2143;Vlissingen;Paar met kinderen;4.8;4.6;7.0;4.0
2144;Vlissingen;Eenoudergezin;1.4;1.2;25.0;31.0
2145;Lingewaal;Totaal particulier huishouden;4.0;3.9;7.0;6.0
2146;Lingewaal;Eenpersoonshuishouden;0.8;0.8;11.0;9.0
2147;Lingewaal;Paar zonder kinderen;1.3;1.2;;
2148;Lingewaal;Paar met kinderen;1.6;1.5;5.0;
2149;Lingewaal;Eenoudergezin;0.2;0.2;;
2150;De Ronde Venen;Totaal particulier huishouden;13.3;12.9;6.0;5.0
2151;De Ronde Venen;Eenpersoonshuishouden;3.3;3.1;9.0;9.0
2152;De Ronde Venen;Paar zonder kinderen;4.0;3.9;4.0;4.0
2153;De Ronde Venen;Paar met kinderen;4.9;4.8;5.0;3.0
2154;De Ronde Venen;Eenoudergezin;0.7;0.7;14.0;15.0
2155;Tytsjerksteradiel;Totaal particulier huishouden;12.6;12.2;6.0;6.0
2156;Tytsjerksteradiel;Eenpersoonshuishouden;3.2;3.0;8.0;9.0
2157;Tytsjerksteradiel;Paar zonder kinderen;4.3;4.2;3.0;3.0
2158;Tytsjerksteradiel;Paar met kinderen;4.4;4.3;6.0;5.0
2159;Tytsjerksteradiel;Eenoudergezin;0.6;0.5;18.0;25.0
2160;Aalburg;Totaal particulier huishouden;4.1;4.0;7.0;7.0
2161;Aalburg;Eenpersoonshuishouden;0.8;0.8;14.0;13.0
2162;Aalburg;Paar zonder kinderen;1.1;1.1;;
2163;Aalburg;Paar met kinderen;1.9;1.8;7.0;5.0
2164;Aalburg;Eenoudergezin;0.2;0.2;;
2165;Asten;Totaal particulier huishouden;6.1;6.0;6.0;6.0
2166;Asten;Eenpersoonshuishouden;1.4;1.3;;
2167;Asten;Paar zonder kinderen;2.0;1.9;4.0;4.0
2168;Asten;Paar met kinderen;2.3;2.3;7.0;5.0
2169;Asten;Eenoudergezin;0.2;0.2;;
2170;Baarle-Nassau;Totaal particulier huishouden;2.7;2.6;11.0;10.0
2171;Baarle-Nassau;Eenpersoonshuishouden;0.7;0.7;17.0;18.0
2172;Baarle-Nassau;Paar zonder kinderen;0.9;0.9;;
2173;Baarle-Nassau;Paar met kinderen;0.8;0.8;10.0;
2174;Baarle-Nassau;Eenoudergezin;0.1;0.1;;
2175;Bergen op Zoom;Totaal particulier huishouden;27.7;26.6;8.0;7.0
2176;Bergen op Zoom;Eenpersoonshuishouden;8.4;8.0;12.0;12.0
2177;Bergen op Zoom;Paar zonder kinderen;8.7;8.4;3.0;4.0
2178;Bergen op Zoom;Paar met kinderen;8.3;7.9;6.0;4.0
2179;Bergen op Zoom;Eenoudergezin;1.5;1.4;17.0;22.0
2180;Best;Totaal particulier huishouden;11.1;10.8;5.0;5.0
2181;Best;Eenpersoonshuishouden;2.5;2.4;9.0;8.0
2182;Best;Paar zonder kinderen;3.7;3.6;2.0;2.0
2183;Best;Paar met kinderen;4.1;4.0;5.0;3.0
2184;Best;Eenoudergezin;0.5;0.5;16.0;21.0
2185;Boekel;Totaal particulier huishouden;3.2;3.2;7.0;6.0
2186;Boekel;Eenpersoonshuishouden;0.6;0.6;;
2187;Boekel;Paar zonder kinderen;0.9;0.9;;
2188;Boekel;Paar met kinderen;1.4;1.4;9.0;7.0
2189;Boekel;Eenoudergezin;0.1;0.1;;
2190;Boxmeer;Totaal particulier huishouden;11.1;10.8;6.0;6.0
2191;Boxmeer;Eenpersoonshuishouden;2.6;2.5;10.0;11.0
2192;Boxmeer;Paar zonder kinderen;3.5;3.4;3.0;3.0
2193;Boxmeer;Paar met kinderen;4.2;4.1;6.0;4.0
2194;Boxmeer;Eenoudergezin;0.5;0.5;20.0;20.0
2195;Boxtel;Totaal particulier huishouden;11.6;11.2;7.0;7.0
2196;Boxtel;Eenpersoonshuishouden;3.1;3.0;13.0;12.0
2197;Boxtel;Paar zonder kinderen;3.6;3.5;3.0;3.0
2198;Boxtel;Paar met kinderen;3.8;3.7;6.0;4.0
2199;Boxtel;Eenoudergezin;0.6;0.6;20.0;20.0
2200;Breda;Totaal particulier huishouden;70.6;67.8;9.0;9.0
2201;Breda;Eenpersoonshuishouden;23.7;22.6;13.0;13.0
2202;Breda;Paar zonder kinderen;21.6;21.1;3.0;4.0
2203;Breda;Paar met kinderen;18.8;18.2;8.0;5.0
2204;Breda;Eenoudergezin;4.2;4.0;21.0;25.0
2205;Deurne;Totaal particulier huishouden;11.9;11.7;6.0;6.0
2206;Deurne;Eenpersoonshuishouden;2.6;2.6;10.0;9.0
2207;Deurne;Paar zonder kinderen;3.9;3.8;3.0;3.0
2208;Deurne;Paar met kinderen;4.4;4.4;6.0;4.0
2209;Deurne;Eenoudergezin;0.6;0.6;15.0;20.0
2210;Pekela;Totaal particulier huishouden;5.6;5.5;9.0;10.0
2211;Pekela;Eenpersoonshuishouden;1.6;1.5;11.0;14.0
2212;Pekela;Paar zonder kinderen;1.8;1.7;5.0;6.0
2213;Pekela;Paar met kinderen;1.8;1.7;8.0;5.0
2214;Pekela;Eenoudergezin;0.3;0.3;28.0;34.0
2215;Dongen;Totaal particulier huishouden;10.0;9.7;6.0;6.0
2216;Dongen;Eenpersoonshuishouden;2.6;2.5;8.0;9.0
2217;Dongen;Paar zonder kinderen;3.2;3.1;2.0;3.0
2218;Dongen;Paar met kinderen;3.5;3.4;5.0;4.0
2219;Dongen;Eenoudergezin;0.5;0.5;24.0;24.0
2220;Eersel;Totaal particulier huishouden;6.7;6.6;6.0;5.0
2221;Eersel;Eenpersoonshuishouden;1.4;1.4;8.0;8.0
2222;Eersel;Paar zonder kinderen;2.2;2.2;;
2223;Eersel;Paar met kinderen;2.6;2.5;7.0;5.0
2224;Eersel;Eenoudergezin;0.3;0.2;;
2225;Eindhoven;Totaal particulier huishouden;92.5;87.7;10.0;10.0
2226;Eindhoven;Eenpersoonshuishouden;35.3;32.9;15.0;14.0
2227;Eindhoven;Paar zonder kinderen;27.6;26.7;4.0;4.0
2228;Eindhoven;Paar met kinderen;21.2;20.4;8.0;5.0
2229;Eindhoven;Eenoudergezin;5.5;5.0;23.0;28.0
2230;Etten-Leur;Totaal particulier huishouden;15.8;15.4;7.0;6.0
2231;Etten-Leur;Eenpersoonshuishouden;4.0;3.9;11.0;11.0
2232;Etten-Leur;Paar zonder kinderen;5.1;5.0;2.0;3.0
2233;Etten-Leur;Paar met kinderen;5.3;5.2;5.0;3.0
2234;Etten-Leur;Eenoudergezin;0.8;0.8;22.0;25.0
2235;Geertruidenberg;Totaal particulier huishouden;8.4;8.2;5.0;5.0
2236;Geertruidenberg;Eenpersoonshuishouden;1.9;1.8;11.0;10.0
2237;Geertruidenberg;Paar zonder kinderen;2.8;2.8;;
2238;Geertruidenberg;Paar met kinderen;3.0;3.0;4.0;3.0
2239;Geertruidenberg;Eenoudergezin;0.4;0.4;;
2240;Gilze en Rijen;Totaal particulier huishouden;9.8;9.6;6.0;6.0
2241;Gilze en Rijen;Eenpersoonshuishouden;2.3;2.2;9.0;10.0
2242;Gilze en Rijen;Paar zonder kinderen;3.2;3.2;3.0;3.0
2243;Gilze en Rijen;Paar met kinderen;3.5;3.5;5.0;3.0
2244;Gilze en Rijen;Eenoudergezin;0.5;0.4;21.0;21.0
2245;Goirle;Totaal particulier huishouden;8.7;8.5;6.0;5.0
2246;Goirle;Eenpersoonshuishouden;1.9;1.8;11.0;11.0
2247;Goirle;Paar zonder kinderen;3.0;2.9;3.0;3.0
2248;Goirle;Paar met kinderen;3.2;3.2;4.0;3.0
2249;Goirle;Eenoudergezin;0.4;0.4;;
2250;Grave;Totaal particulier huishouden;4.8;4.6;7.0;7.0
2251;Grave;Eenpersoonshuishouden;1.1;1.0;15.0;13.0
2252;Grave;Paar zonder kinderen;1.6;1.6;;
2253;Grave;Paar met kinderen;1.7;1.7;5.0;
2254;Grave;Eenoudergezin;0.2;0.2;;40.0
2255;Haaren;Totaal particulier huishouden;4.9;4.8;5.0;5.0
2256;Haaren;Eenpersoonshuishouden;1.0;0.9;;
2257;Haaren;Paar zonder kinderen;1.6;1.6;;
2258;Haaren;Paar met kinderen;1.9;1.9;6.0;5.0
2259;Haaren;Eenoudergezin;0.2;0.2;;
2260;Helmond;Totaal particulier huishouden;35.6;34.2;11.0;10.0
2261;Helmond;Eenpersoonshuishouden;10.4;9.9;15.0;15.0
2262;Helmond;Paar zonder kinderen;10.9;10.7;5.0;6.0
2263;Helmond;Paar met kinderen;11.1;10.6;8.0;5.0
2264;Helmond;Eenoudergezin;2.0;1.9;30.0;35.0
2265;'s-Hertogenbosch;Totaal particulier huishouden;57.6;55.4;10.0;9.0
2266;'s-Hertogenbosch;Eenpersoonshuishouden;19.9;18.8;15.0;14.0
2267;'s-Hertogenbosch;Paar zonder kinderen;16.6;16.2;4.0;5.0
2268;'s-Hertogenbosch;Paar met kinderen;15.8;15.4;7.0;5.0
2269;'s-Hertogenbosch;Eenoudergezin;3.4;3.2;22.0;26.0
2270;Heusden;Totaal particulier huishouden;16.3;15.9;6.0;6.0
2271;Heusden;Eenpersoonshuishouden;3.5;3.4;8.0;9.0
2272;Heusden;Paar zonder kinderen;5.2;5.1;3.0;3.0
2273;Heusden;Paar met kinderen;6.3;6.1;6.0;4.0
2274;Heusden;Eenoudergezin;0.8;0.8;23.0;24.0
2275;Hilvarenbeek;Totaal particulier huishouden;5.6;5.5;5.0;5.0
2276;Hilvarenbeek;Eenpersoonshuishouden;1.2;1.2;9.0;9.0
2277;Hilvarenbeek;Paar zonder kinderen;1.8;1.8;;
2278;Hilvarenbeek;Paar met kinderen;2.3;2.2;6.0;4.0
2279;Hilvarenbeek;Eenoudergezin;0.2;0.2;;
2280;Lith;Totaal particulier huishouden;2.3;2.3;8.0;8.0
2281;Lith;Eenpersoonshuishouden;0.4;0.4;;
2282;Lith;Paar zonder kinderen;0.7;0.7;;
2283;Lith;Paar met kinderen;1.1;1.0;10.0;8.0
2284;Lith;Eenoudergezin;0.1;0.1;0.0;
2285;Loon op Zand;Totaal particulier huishouden;8.9;8.7;5.0;5.0
2286;Loon op Zand;Eenpersoonshuishouden;1.9;1.9;8.0;8.0
2287;Loon op Zand;Paar zonder kinderen;2.9;2.9;;3.0
2288;Loon op Zand;Paar met kinderen;3.3;3.2;5.0;3.0
2289;Loon op Zand;Eenoudergezin;0.5;0.4;;
2290;Mill en Sint Hubert;Totaal particulier huishouden;4.2;4.0;7.0;7.0
2291;Mill en Sint Hubert;Eenpersoonshuishouden;0.8;0.8;9.0;9.0
2292;Mill en Sint Hubert;Paar zonder kinderen;1.4;1.4;;
2293;Mill en Sint Hubert;Paar met kinderen;1.6;1.6;8.0;6.0
2294;Mill en Sint Hubert;Eenoudergezin;0.2;0.2;;
2295;Nuenen, Gerwen en Nederwetten;Totaal particulier huishouden;9.1;8.9;6.0;6.0
2296;Nuenen, Gerwen en Nederwetten;Eenpersoonshuishouden;1.9;1.8;12.0;11.0
2297;Nuenen, Gerwen en Nederwetten;Paar zonder kinderen;3.2;3.1;3.0;3.0
2298;Nuenen, Gerwen en Nederwetten;Paar met kinderen;3.3;3.2;6.0;4.0
2299;Nuenen, Gerwen en Nederwetten;Eenoudergezin;0.5;0.5;;18.0
2300;Oirschot;Totaal particulier huishouden;6.6;6.4;5.0;5.0
2301;Oirschot;Eenpersoonshuishouden;1.5;1.4;7.0;8.0
2302;Oirschot;Paar zonder kinderen;2.0;2.0;;
2303;Oirschot;Paar met kinderen;2.6;2.5;6.0;5.0
2304;Oirschot;Eenoudergezin;0.3;0.3;;
2305;Oisterwijk;Totaal particulier huishouden;10.1;9.9;8.0;8.0
2306;Oisterwijk;Eenpersoonshuishouden;2.6;2.5;13.0;12.0
2307;Oisterwijk;Paar zonder kinderen;3.3;3.2;5.0;5.0
