ID;InstitutioneleSectoren;ActivaEnPassiva;FinancieleInstrumenten;BalansstandenEnTransacties;Perioden;FinancieleTransactiesEnBalans_1
5018;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2010 2e kwartaal;93
5019;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2010 3e kwartaal;-8
5020;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2010 4e kwartaal;-70
5021;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2010;-267
5022;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2011 1e kwartaal;42
5023;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2011 2e kwartaal;100
5024;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2011 3e kwartaal;64
5025;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2011 4e kwartaal;-218
5026;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2011;-12
5027;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2012 1e kwartaal;2
5028;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2012 2e kwartaal;52
5029;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2012 3e kwartaal;99
5030;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2012 4e kwartaal;-124
5031;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2012;29
5032;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2013 1e kwartaal;1271
5033;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2013 2e kwartaal;11
5034;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2013 3e kwartaal;14
5035;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2013 4e kwartaal;-133
5036;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2013;1163
5037;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2014 1e kwartaal;136
5038;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2014 2e kwartaal;1941
5039;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2014 3e kwartaal;-1885
5040;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2014 4e kwartaal;-145
5041;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2014;47
5042;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2015 1e kwartaal;2176
5043;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2015 2e kwartaal;-1868
5044;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2015 3e kwartaal;227
5045;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2015 4e kwartaal;-591
5046;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2015;-56
5047;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2016 1e kwartaal;19
5048;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2016 2e kwartaal;366
5049;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2016 3e kwartaal;25
5050;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2016 4e kwartaal;-324
5051;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2016;86
5052;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2017 1e kwartaal;-69
5053;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2017 2e kwartaal;28
5054;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2017 3e kwartaal;-63
5055;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2017 4e kwartaal;-20
5056;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2017;-124
5057;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2018 1e kwartaal;19
5058;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2018 2e kwartaal;23
5059;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2018 3e kwartaal;-6
5060;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2018 4e kwartaal;168
5061;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2018;204
5062;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2019 1e kwartaal;-167
5063;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2019 2e kwartaal;26
5064;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2019 3e kwartaal;-36
5065;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2019 4e kwartaal;166
5066;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2019;-11
5067;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2020 1e kwartaal;1556
5068;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2020 2e kwartaal;-1256
5069;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2020 3e kwartaal;682
5070;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2020 4e kwartaal;-978
5071;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2020;4
5072;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2021 1e kwartaal;64
5073;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2021 2e kwartaal;55
5074;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2021 3e kwartaal;25
5075;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2021 4e kwartaal;-80
5076;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2021;64
5077;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2022 1e kwartaal;19
5078;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2022 2e kwartaal;65
5079;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2022 3e kwartaal;3729
5080;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2022 4e kwartaal;51
5081;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2022;3864
5082;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2023 1e kwartaal;-570
5083;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2023 2e kwartaal;-2106
5084;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2023 3e kwartaal;-805
5085;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2023 4e kwartaal;-3
5086;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2023;-3484
5087;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2024 1e kwartaal;-313
5088;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2024 2e kwartaal;37
5089;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2024 3e kwartaal;28
5090;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2024 4e kwartaal;618
5091;Overheid;Activa;AF41 Kortlopende leningen;Financiële transacties;2024;370
5092;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1995;0
5093;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1996;0
5094;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1997;0
5095;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1998;0
5096;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1999 1e kwartaal;0
5097;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1999 2e kwartaal;0
5098;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1999 3e kwartaal;0
5099;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1999 4e kwartaal;0
5100;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;1999;0
5101;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2000 1e kwartaal;0
5102;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2000 2e kwartaal;0
5103;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2000 3e kwartaal;0
5104;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2000 4e kwartaal;0
5105;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2000;0
5106;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2001 1e kwartaal;0
5107;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2001 2e kwartaal;0
5108;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2001 3e kwartaal;0
5109;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2001 4e kwartaal;0
5110;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2001;0
5111;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2002 1e kwartaal;0
5112;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2002 2e kwartaal;0
5113;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2002 3e kwartaal;0
5114;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2002 4e kwartaal;0
5115;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2002;0
5116;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2003 1e kwartaal;0
5117;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2003 2e kwartaal;0
5118;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2003 3e kwartaal;0
5119;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2003 4e kwartaal;0
5120;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2003;0
5121;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2004 1e kwartaal;0
5122;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2004 2e kwartaal;0
5123;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2004 3e kwartaal;0
5124;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2004 4e kwartaal;0
5125;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2004;0
5126;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2005 1e kwartaal;0
5127;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2005 2e kwartaal;0
5128;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2005 3e kwartaal;0
5129;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2005 4e kwartaal;0
5130;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2005;0
5131;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2006 1e kwartaal;-15
5132;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2006 2e kwartaal;-15
5133;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2006 3e kwartaal;-16
5134;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2006 4e kwartaal;-15
5135;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2006;-61
5136;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2007 1e kwartaal;0
5137;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2007 2e kwartaal;0
5138;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2007 3e kwartaal;0
5139;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2007 4e kwartaal;0
5140;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2007;0
5141;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2008 1e kwartaal;0
5142;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2008 2e kwartaal;0
5143;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2008 3e kwartaal;0
5144;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2008 4e kwartaal;0
5145;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2008;0
5146;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2009 1e kwartaal;0
5147;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2009 2e kwartaal;0
5148;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2009 3e kwartaal;0
5149;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2009 4e kwartaal;0
5150;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2009;0
5151;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2010 1e kwartaal;0
5152;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2010 2e kwartaal;0
5153;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2010 3e kwartaal;0
5154;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2010 4e kwartaal;-73
5155;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2010;-73
5156;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2011 1e kwartaal;-23
5157;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2011 2e kwartaal;0
5158;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2011 3e kwartaal;0
5159;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2011 4e kwartaal;8
5160;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2011;-15
5161;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2012 1e kwartaal;-15
5162;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2012 2e kwartaal;0
5163;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2012 3e kwartaal;0
5164;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2012 4e kwartaal;2
5165;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2012;-13
5166;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2013 1e kwartaal;-17
5167;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2013 2e kwartaal;0
5168;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2013 3e kwartaal;0
5169;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2013 4e kwartaal;0
5170;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2013;-17
5171;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2014 1e kwartaal;26
5172;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2014 2e kwartaal;0
5173;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2014 3e kwartaal;0
5174;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2014 4e kwartaal;0
5175;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2014;26
5176;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2015 1e kwartaal;-1097
5177;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2015 2e kwartaal;0
5178;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2015 3e kwartaal;0
5179;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2015 4e kwartaal;0
5180;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2015;-1097
5181;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2016 1e kwartaal;-59
5182;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2016 2e kwartaal;0
5183;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2016 3e kwartaal;0
5184;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2016 4e kwartaal;0
5185;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2016;-59
5186;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2017 1e kwartaal;0
5187;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2017 2e kwartaal;0
5188;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2017 3e kwartaal;0
5189;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2017 4e kwartaal;0
5190;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2017;0
5191;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2018 1e kwartaal;0
5192;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2018 2e kwartaal;0
5193;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2018 3e kwartaal;0
5194;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2018 4e kwartaal;0
5195;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2018;0
5196;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2019 1e kwartaal;-1
5197;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2019 2e kwartaal;0
5198;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2019 3e kwartaal;0
5199;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2019 4e kwartaal;0
5200;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2019;-1
5201;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2020 1e kwartaal;-1
5202;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2020 2e kwartaal;0
5203;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2020 3e kwartaal;0
5204;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2020 4e kwartaal;0
5205;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2020;-1
5206;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2021 1e kwartaal;0
5207;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2021 2e kwartaal;0
5208;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2021 3e kwartaal;0
5209;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2021 4e kwartaal;0
5210;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2021;0
5211;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2022 1e kwartaal;0
5212;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2022 2e kwartaal;0
5213;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2022 3e kwartaal;0
5214;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2022 4e kwartaal;0
5215;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2022;0
5216;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2023 1e kwartaal;0
5217;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2023 2e kwartaal;0
5218;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2023 3e kwartaal;0
5219;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2023 4e kwartaal;0
5220;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2023;0
5221;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2024 1e kwartaal;0
5222;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2024 2e kwartaal;0
5223;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2024 3e kwartaal;0
5224;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2024 4e kwartaal;0
5225;Overheid;Activa;AF41 Kortlopende leningen;Overige mutaties;2024;0
5226;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1995;260
5227;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1996;156
5228;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1997;390
5229;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1998;480
5230;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1999 1e kwartaal;477
5231;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1999 2e kwartaal;479
5232;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1999 3e kwartaal;483
5233;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1999 4e kwartaal;470
5234;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;1999;470
5235;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2000 1e kwartaal;497
5236;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2000 2e kwartaal;508
5237;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2000 3e kwartaal;517
5238;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2000 4e kwartaal;600
5239;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2000;600
5240;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2001 1e kwartaal;606
5241;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2001 2e kwartaal;527
5242;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2001 3e kwartaal;507
5243;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2001 4e kwartaal;467
5244;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2001;467
5245;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2002 1e kwartaal;360
5246;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2002 2e kwartaal;464
5247;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2002 3e kwartaal;384
5248;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2002 4e kwartaal;359
5249;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2002;359
5250;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2003 1e kwartaal;342
5251;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2003 2e kwartaal;382
5252;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2003 3e kwartaal;499
5253;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2003 4e kwartaal;344
5254;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2003;344
5255;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2004 1e kwartaal;694
5256;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2004 2e kwartaal;549
5257;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2004 3e kwartaal;631
5258;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2004 4e kwartaal;361
5259;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2004;361
5260;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2005 1e kwartaal;508
5261;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2005 2e kwartaal;675
5262;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2005 3e kwartaal;642
5263;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2005 4e kwartaal;492
5264;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2005;492
5265;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2006 1e kwartaal;729
5266;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2006 2e kwartaal;657
5267;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2006 3e kwartaal;525
5268;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2006 4e kwartaal;425
5269;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2006;425
5270;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2007 1e kwartaal;426
5271;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2007 2e kwartaal;660
5272;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2007 3e kwartaal;726
5273;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2007 4e kwartaal;533
5274;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2007;533
5275;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2008 1e kwartaal;330
5276;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2008 2e kwartaal;762
5277;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2008 3e kwartaal;620
5278;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2008 4e kwartaal;34540
5279;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2008;34540
5280;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2009 1e kwartaal;29974
5281;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2009 2e kwartaal;515
5282;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2009 3e kwartaal;1339
5283;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2009 4e kwartaal;400
5284;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2009;400
5285;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2010 1e kwartaal;118
5286;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2010 2e kwartaal;211
5287;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2010 3e kwartaal;203
5288;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2010 4e kwartaal;60
5289;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2010;60
5290;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2011 1e kwartaal;79
5291;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2011 2e kwartaal;179
5292;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2011 3e kwartaal;243
5293;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2011 4e kwartaal;33
5294;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2011;33
5295;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2012 1e kwartaal;20
5296;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2012 2e kwartaal;72
5297;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2012 3e kwartaal;171
5298;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2012 4e kwartaal;49
5299;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2012;49
5300;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2013 1e kwartaal;1303
5301;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2013 2e kwartaal;1314
5302;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2013 3e kwartaal;1328
5303;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2013 4e kwartaal;1195
5304;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2013;1195
5305;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2014 1e kwartaal;1357
5306;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2014 2e kwartaal;3298
5307;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2014 3e kwartaal;1413
5308;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2014 4e kwartaal;1268
5309;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2014;1268
5310;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2015 1e kwartaal;2347
5311;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2015 2e kwartaal;479
5312;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2015 3e kwartaal;706
5313;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2015 4e kwartaal;115
5314;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2015;115
5315;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2016 1e kwartaal;75
5316;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2016 2e kwartaal;441
5317;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2016 3e kwartaal;466
5318;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2016 4e kwartaal;142
5319;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2016;142
5320;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2017 1e kwartaal;73
5321;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2017 2e kwartaal;101
5322;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2017 3e kwartaal;38
5323;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2017 4e kwartaal;18
5324;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2017;18
5325;Overheid;Activa;AF41 Kortlopende leningen;Eindbalans;2018 1e kwartaal;37
